actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
93,PT05M05.00S,2022-03-29T00:29:50.0Z,1,REGULAR,3pt,Jump Shot,[],1630533,30.305519053876477,25.245098039215684,1610612763,13,11,2022-03-29T00:29:54Z,930000,124.0,232.0,1,left,MISS Z. Williams 26' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,,
94,PT05M02.00S,2022-03-29T00:29:53.0Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,13,11,2022-03-29T00:29:54Z,940000,,,0,,G. Payton II REBOUND (Off:0 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,93.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
95,PT04M52.00S,2022-03-29T00:30:06.8Z,1,REGULAR,foul,personal,[],203937,,,1610612744,13,11,2022-03-29T00:30:10Z,950000,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 1630228]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,202035.0,1.0,0.0,Kuminga,1630228.0,,,,,,
97,PT04M52.00S,2022-03-29T00:30:11.8Z,1,REGULAR,substitution,out,[],203937,,,1610612744,13,11,2022-03-29T00:30:22Z,970000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M52.00S,2022-03-29T00:30:11.8Z,1,REGULAR,substitution,out,[],203500,,,1610612744,13,11,2022-03-29T00:30:22Z,980000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M52.00S,2022-03-29T00:30:11.8Z,1,REGULAR,substitution,out,[],1630228,,,1610612744,13,11,2022-03-29T00:30:22Z,990000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M52.00S,2022-03-29T00:30:11.8Z,1,REGULAR,substitution,in,[],1630214,,,1610612744,13,11,2022-03-29T00:30:22Z,1000000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M52.00S,2022-03-29T00:30:11.8Z,1,REGULAR,substitution,in,[],1629634,,,1610612744,13,11,2022-03-29T00:30:22Z,1010000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M52.00S,2022-03-29T00:30:11.8Z,1,REGULAR,substitution,in,[],1630541,,,1610612744,13,11,2022-03-29T00:30:22Z,1020000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M42.00S,2022-03-29T00:30:41.1Z,1,REGULAR,3pt,Jump Shot,[],203952,68.28186596583443,68.62745098039215,1610612744,13,11,2022-03-29T00:30:45Z,1030000,93.0,246.0,1,right,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,,
104,PT04M39.00S,2022-03-29T00:30:44.1Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,13,11,2022-03-29T00:30:45Z,1040000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
105,PT04M37.00S,2022-03-29T00:30:46.2Z,1,REGULAR,turnover,bad pass,[],1629001,,,1610612763,13,11,2022-03-29T00:30:48Z,1050000,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 203952]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,1.0,Wiggins,203952.0
106,PT04M37.00S,2022-03-29T00:30:46.2Z,1,REGULAR,steal,,[],203952,,,1610612744,13,11,2022-03-29T00:30:47Z,1060000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M31.00S,2022-03-29T00:30:52.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630541,86.15308804204993,39.46078431372549,1610612744,13,11,2022-03-29T00:30:56Z,1070000,-53.0,78.0,1,right,MISS M. Moody 9' floating Shot,[1630541],1610612744.0,GSW,floating,,,Moody,M. Moody,,,,,9.39,Missed,,,,,,,,,,,,,,,,,,,
108,PT04M27.00S,2022-03-29T00:30:56.1Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,13,11,2022-03-29T00:30:56Z,1080000,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,107.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
109,PT04M21.00S,2022-03-29T00:31:02.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630533,3.7614980289093296,95.83333333333334,1610612763,13,11,2022-03-29T00:31:06Z,1090000,-229.0,-17.0,1,left,MISS Z. Williams step back 3PT,[1630533],1610612763.0,MEM,step back,,,Williams,Z. Williams,,,,,22.98,Missed,,,,,,,,,,,,,,,,,,,
110,PT04M19.00S,2022-03-29T00:31:04.2Z,1,REGULAR,rebound,offensive,[],1629634,,,1610612763,13,11,2022-03-29T00:31:04Z,1100000,,,0,,B. Clarke REBOUND (Off:1 Def:0),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,109.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
111,PT04M17.00S,2022-03-29T00:31:06.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629634,14.799605781865965,38.970588235294116,1610612763,13,11,2022-03-29T00:31:10Z,1110000,55.0,87.0,1,left,MISS B. Clarke 10' turnaround Shot,[1629634],1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,10.26,Missed,,,,,,,,,,,,,,,,,,,
112,PT04M13.00S,2022-03-29T00:31:10.1Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,13,11,2022-03-29T00:31:10Z,1120000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,111.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
113,PT03M56.00S,2022-03-29T00:31:27.3Z,1,REGULAR,turnover,bad pass,[],202357,,,1610612744,13,11,2022-03-29T00:31:30Z,1130000,,,0,,N. Bjelica bad pass TURNOVER (1 TO),"[202357, 1630533]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,1.0,Williams,1630533.0
114,PT03M56.00S,2022-03-29T00:31:27.3Z,1,REGULAR,steal,,[],1630533,,,1610612763,13,11,2022-03-29T00:31:28Z,1140000,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M51.00S,2022-03-29T00:31:32.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629001,28.86005256241787,72.30392156862744,1610612763,13,11,2022-03-29T00:31:37Z,1150000,-112.0,219.0,1,left,MISS D. Melton 24' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,24.56,Missed,,,,,,,,,,,,,,,,,,,
116,PT03M46.00S,2022-03-29T00:31:37.2Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,13,11,2022-03-29T00:36:23Z,1160000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,115.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
119,PT03M33.00S,2022-03-29T00:31:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202357,93.11760840998686,51.71568627450981,1610612744,13,13,2022-03-29T00:31:54Z,1190000,9.0,12.0,1,right,N. Bjelica cutting Layup (2 PTS) (J. Poole 2 AST),"[202357, 1629673]",1610612744.0,GSW,cutting,,,Bjelica,N. Bjelica,,,,,1.49,Made,,,,,2.0,J. Poole,1629673.0,2.0,,,,,,,,,,,
121,PT03M18.00S,2022-03-29T00:32:09.6Z,1,REGULAR,foul,offensive,[],1630214,,,1610612763,13,13,2022-03-29T00:32:39Z,1210000,,,0,,X. Tillman offensive FOUL (1 PF),"[1630214, 1627780]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,2004.0,1.0,0.0,Payton II,1627780.0,,,,,,
123,PT03M18.00S,2022-03-29T00:32:09.6Z,1,REGULAR,turnover,offensive foul,[],1630214,,,1610612763,13,13,2022-03-29T00:32:09Z,1230000,,,0,,X. Tillman offensive foul TURNOVER (1 TO),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,2004.0,,,,,,,,1.0,,
124,PT03M18.00S,2022-03-29T00:32:17.7Z,1,REGULAR,substitution,out,[],1627780,,,1610612744,13,13,2022-03-29T00:32:29Z,1240000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M18.00S,2022-03-29T00:32:17.7Z,1,REGULAR,substitution,out,[],1629673,,,1610612744,13,13,2022-03-29T00:32:29Z,1250000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M18.00S,2022-03-29T00:32:17.7Z,1,REGULAR,substitution,in,[],2738,,,1610612744,13,13,2022-03-29T00:32:29Z,1260000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M18.00S,2022-03-29T00:32:17.7Z,1,REGULAR,substitution,in,[],1629185,,,1610612744,13,13,2022-03-29T00:32:29Z,1270000,,,0,,SUB in: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M03.00S,2022-03-29T00:32:46.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],2738,91.67214191852825,3.9215686274509802,1610612744,13,16,2022-03-29T00:32:50Z,1280000,-230.0,26.0,1,right,A. Iguodala 3PT  (3 PTS) (C. Chiozza 1 AST),"[2738, 1629185]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,23.18,Made,,,,,3.0,C. Chiozza,1629185.0,1.0,,,,,,,,,,,
130,PT02M37.00S,2022-03-29T00:33:12.4Z,1,REGULAR,3pt,Jump Shot,[],1629001,32.276609724047304,47.794117647058826,1610612763,13,16,2022-03-29T00:33:16Z,1300000,11.0,251.0,1,left,MISS D. Melton 25' pullup 3PT,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
131,PT02M34.00S,2022-03-29T00:33:15.4Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,13,16,2022-03-29T00:33:16Z,1310000,,,0,,A. Wiggins REBOUND (Off:1 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,130.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
132,PT02M14.00S,2022-03-29T00:33:35.7Z,1,REGULAR,3pt,Jump Shot,[],1630541,67.23061760840999,78.92156862745098,1610612744,13,16,2022-03-29T00:33:42Z,1320000,145.0,256.0,1,right,MISS M. Moody 29' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,29.36,Missed,,,,,,,,,,,,,,,,,,,
133,PT02M12.00S,2022-03-29T00:33:37.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,13,16,2022-03-29T00:33:42Z,1330000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,,
134,PT02M12.00S,2022-03-29T00:33:42.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203952,,,1610612763,13,16,2022-03-29T00:34:01Z,1340000,,,0,,A. Wiggins loose ball personal FOUL (1 PF) (Clarke 2 FT),"[203952, 1629634]",1610612744.0,GSW,loose ball,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,1155.0,1.0,0.0,Clarke,1629634.0,,,,,,
136,PT02M12.00S,2022-03-29T00:34:10.2Z,1,REGULAR,freethrow,1 of 2,[],1629634,,,1610612763,13,16,2022-03-29T00:34:10Z,1360000,,,0,,MISS B. Clarke Free Throw 1 of 2,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Missed,,,,,,,,,,,,,,,,,,,
137,PT02M12.00S,2022-03-29T00:34:10.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,13,16,2022-03-29T00:34:10Z,1370000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,,,
138,PT02M12.00S,2022-03-29T00:34:10.9Z,1,REGULAR,substitution,out,[],1626145,,,1610612763,13,16,2022-03-29T00:34:13Z,1380000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M12.00S,2022-03-29T00:34:10.9Z,1,REGULAR,substitution,in,[],1630217,,,1610612763,13,16,2022-03-29T00:34:13Z,1390000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M12.00S,2022-03-29T00:34:10.9Z,1,REGULAR,substitution,out,[],203952,,,1610612763,13,16,2022-03-29T00:34:23Z,1400000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M12.00S,2022-03-29T00:34:10.9Z,1,REGULAR,substitution,in,[],1627814,,,1610612763,13,16,2022-03-29T00:34:23Z,1410000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M12.00S,2022-03-29T00:34:28.2Z,1,REGULAR,freethrow,2 of 2,[],1629634,,,1610612763,13,16,2022-03-29T00:34:28Z,1420000,,,0,,MISS B. Clarke Free Throw 2 of 2,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Missed,,,,,,,,,,,,,,,,,,,
143,PT02M08.00S,2022-03-29T00:34:31.2Z,1,REGULAR,rebound,defensive,[],1629185,,,1610612744,13,16,2022-03-29T00:34:31Z,1430000,,,0,,C. Chiozza REBOUND (Off:0 Def:1),[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
144,PT01M58.00S,2022-03-29T00:34:41.1Z,1,REGULAR,3pt,Jump Shot,[],1629185,94.56307490144546,95.34313725490196,1610612744,13,16,2022-03-29T00:34:46Z,1440000,227.0,-1.0,1,right,MISS C. Chiozza 3PT,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
145,PT01M55.00S,2022-03-29T00:34:44.1Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,13,16,2022-03-29T00:34:46Z,1450000,,,0,,D. Melton REBOUND (Off:0 Def:3),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,144.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
146,PT01M47.00S,2022-03-29T00:34:52.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,7.046649145860711,52.94117647058824,1610612763,13,16,2022-03-29T00:34:57Z,1460000,-15.0,14.0,1,left,MISS D. Melton driving finger roll Layup,[1629001],1610612763.0,MEM,driving finger roll,,,Melton,D. Melton,,,,,2.01,Missed,,,,,,,,,,,,,,,,,,,
147,PT01M47.00S,2022-03-29T00:34:55.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,13,16,2022-03-29T00:34:55Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,
148,PT01M47.00S,2022-03-29T00:34:56.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,13,16,2022-03-29T00:34:56Z,1480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M42.00S,2022-03-29T00:35:15.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630217,6.652431011826544,72.54901960784314,1610612763,13,16,2022-03-29T00:35:18Z,1490000,-113.0,10.0,1,left,MISS D. Bane 11' step back Shot,[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,11.31,Missed,,,,,,,,,,,,,,,,,,,
150,PT01M41.00S,2022-03-29T00:35:16.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,13,16,2022-03-29T00:35:18Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,,,
151,PT01M41.00S,2022-03-29T00:35:19.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,13,16,2022-03-29T00:35:19Z,1510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M39.00S,2022-03-29T00:35:32.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,5.206964520367937,95.58823529411765,1610612763,13,16,2022-03-29T00:35:37Z,1520000,-228.0,-4.0,1,left,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,,
153,PT01M34.00S,2022-03-29T00:35:37.5Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,13,16,2022-03-29T00:35:37Z,1530000,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,152.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
154,PT01M34.00S,2022-03-29T00:35:37.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630214,5.590000152587891,50.0,1610612763,15,16,2022-03-29T00:35:37Z,1540000,0.0,0.0,1,left,X. Tillman tip Layup (2 PTS),[1630214],1610612763.0,MEM,tip,,,Tillman,X. Tillman,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
155,PT01M11.00S,2022-03-29T00:35:59.7Z,1,REGULAR,turnover,bad pass,[],1629185,,,1610612744,15,16,2022-03-29T00:36:04Z,1550000,,,0,,C. Chiozza bad pass TURNOVER (1 TO),"[1629185, 1630217]",1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,1.0,Bane,1630217.0
156,PT01M11.00S,2022-03-29T00:35:59.7Z,1,REGULAR,steal,,[],1630217,,,1610612763,15,16,2022-03-29T00:36:01Z,1560000,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M00.00S,2022-03-29T00:36:11.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630214,9.280551905387648,32.35294117647059,1610612763,15,16,2022-03-29T00:36:14Z,1570000,88.0,35.0,1,left,MISS X. Tillman 9' floating Shot,[1630214],1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,9.48,Missed,,,,,,,,,,,,,,,,,,,
158,PT00M58.90S,2022-03-29T00:36:12.2Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,15,16,2022-03-29T00:36:14Z,1580000,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
159,PT00M39.60S,2022-03-29T00:36:32.1Z,1,REGULAR,3pt,Jump Shot,[],1630541,71.43561103810775,22.058823529411764,1610612744,15,16,2022-03-29T00:36:35Z,1590000,-140.0,216.0,1,right,MISS M. Moody 25' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M36.80S,2022-03-29T00:36:34.9Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,15,16,2022-03-29T00:36:35Z,1600000,,,0,,B. Clarke REBOUND (Off:1 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,159.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
161,PT00M32.50S,2022-03-29T00:36:40.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629634,12.434296977660972,45.588235294117645,1610612763,17,16,2022-03-29T00:36:46Z,1610000,22.0,64.0,1,left,B. Clarke 6' turnaround Jump Shot (2 PTS),[1629634],1610612763.0,MEM,turnaround,,,Clarke,B. Clarke,,,,,6.81,Made,,,,,2.0,,,,,,,,,,,,,,
162,PT00M32.50S,2022-03-29T00:36:44.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629185,,,1610612763,17,16,2022-03-29T00:36:50Z,1620000,,,0,,C. Chiozza shooting personal FOUL (1 PF) (Clarke 1 FT),"[1629185, 1629634]",1610612744.0,GSW,shooting,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,202035.0,1.0,0.0,Clarke,1629634.0,,,,,,
164,PT00M32.50S,2022-03-29T00:37:06.8Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629634,,,1610612763,18,16,2022-03-29T00:37:06Z,1640000,,,0,,B. Clarke Free Throw 1 of 1 (3 PTS),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
165,PT00M11.60S,2022-03-29T00:37:30.3Z,1,REGULAR,2pt,Jump Shot,[],1630541,80.89684625492772,75.0,1610612744,18,16,2022-03-29T00:37:33Z,1650000,125.0,127.0,1,right,MISS M. Moody 17' pullup Shot,[1630541],1610612744.0,GSW,pullup,,,Moody,M. Moody,,,,,17.83,Missed,,,,,,,,,,,,,,,,,,,
166,PT00M08.70S,2022-03-29T00:37:33.2Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,18,16,2022-03-29T00:37:33Z,1660000,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
167,PT00M01.50S,2022-03-29T00:37:40.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,5.995400788436268,50.245098039215684,1610612763,20,16,2022-03-29T00:37:44Z,1670000,-1.0,4.0,1,left,B. Clarke cutting Layup (5 PTS) (Z. Williams 2 AST),"[1629634, 1630533]",1610612763.0,MEM,cutting,,,Clarke,B. Clarke,,,,,0.41,Made,,,,,5.0,Z. Williams,1630533.0,2.0,,,,,,,,,,,
169,PT00M00.00S,2022-03-29T00:37:52.0Z,1,REGULAR,period,end,[],0,,,1610612744,20,16,2022-03-29T00:37:52Z,1690000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-03-29T00:39:51.7Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612744,20,16,2022-03-29T00:40:16Z,1700000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-03-29T00:39:51.7Z,2,REGULAR,substitution,out,['startperiod'],1630533,,,1610612744,20,16,2022-03-29T00:40:16Z,1710000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-03-29T00:39:51.7Z,2,REGULAR,substitution,in,['startperiod'],1629723,,,1610612744,20,16,2022-03-29T00:40:16Z,1720000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-03-29T00:39:51.7Z,2,REGULAR,substitution,in,['startperiod'],1628415,,,1610612744,20,16,2022-03-29T00:40:16Z,1730000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-03-29T00:40:32.1Z,2,REGULAR,period,start,[],0,,,1610612744,20,16,2022-03-29T00:40:32Z,1740000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M39.00S,2022-03-29T00:40:52.9Z,2,REGULAR,3pt,Jump Shot,[],1627814,66.83639947437582,39.705882352941174,1610612744,20,16,2022-03-29T00:40:56Z,1750000,-51.0,259.0,1,right,MISS D. Lee 26' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
176,PT11M35.00S,2022-03-29T00:40:56.9Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,20,16,2022-03-29T00:40:56Z,1760000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
177,PT11M26.00S,2022-03-29T00:41:05.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,16.113666228646515,50.0,1610612763,20,16,2022-03-29T00:41:09Z,1770000,0.0,99.0,1,left,MISS D. Bane 9' driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,9.9,Missed,,,,,,,,,,,,,,,,,,,
178,PT11M22.00S,2022-03-29T00:41:09.0Z,2,REGULAR,rebound,defensive,[],1630541,,,1610612744,20,16,2022-03-29T00:41:09Z,1780000,,,0,,M. Moody REBOUND (Off:0 Def:2),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,177.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
179,PT11M09.00S,2022-03-29T00:41:21.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202357,93.24901445466492,51.9607843137255,1610612744,20,16,2022-03-29T00:41:30Z,1790000,10.0,11.0,1,right,MISS N. Bjelica Layup,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,1.47,Missed,,,,,,,,,,,,,,,,,,,
