actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
95,PT05M01.00S,2021-12-12T01:25:35.6Z,1,REGULAR,rebound,defensive,[],1629717,,,1610612745,23,10,2021-12-12T01:25:35Z,940000,,,0,,A. Brooks REBOUND (Off:0 Def:2),[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,94.0,2.0,2.0,0.0,,,,,,,,,
96,PT04M45.00S,2021-12-12T01:25:51.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629717,87.33574244415243,54.166666666666664,1610612745,23,12,2021-12-12T01:25:54Z,950000,21.0,67.0,1,right,A. Brooks 6' driving floating Jump Shot (2 PTS) (C. Wood 2 AST),"[1629717, 1626174]",1610612745.0,HOU,driving floating,,,Brooks,A. Brooks,,,,,,,,,,,Made,2.0,,,,,6.97,,,C. Wood,1626174.0,2.0,,,
98,PT04M33.00S,2021-12-12T01:26:02.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203500,6.258212877792378,48.529411764705884,1610612763,25,12,2021-12-12T01:26:06Z,970000,7.0,6.0,1,left,S. Adams driving DUNK (4 PTS),[203500],1610612763.0,MEM,driving,,,Adams,S. Adams,,,,,,,,,,,Made,4.0,,,,,0.97,,,,,,,,
100,PT04M23.00S,2021-12-12T01:26:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,94.30026281208936,47.794117647058826,1610612745,25,14,2021-12-12T01:26:18Z,990000,-11.0,1.0,1,right,A. Sengun cutting Layup (2 PTS) (A. Brooks 1 AST),"[1630578, 1629717]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,,,,,,,Made,2.0,,,,,1.11,,,A. Brooks,1629717.0,1.0,,,
102,PT04M23.00S,2021-12-12T01:26:18.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629001,,,1610612745,25,14,2021-12-12T01:26:34Z,1010000,,,0,,D. Melton shooting personal FOUL (2 PF) (Sengun 1 FT),"[1629001, 1630578]",1610612763.0,MEM,shooting,,,Melton,D. Melton,,,,,1627529.0,,2.0,0.0,Sengun,1630578.0,,,,,,,,,,,,,,,
104,PT04M23.00S,2021-12-12T01:26:24.2Z,1,REGULAR,substitution,out,[],203500,,,1610612745,25,14,2021-12-12T01:27:06Z,1030000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M23.00S,2021-12-12T01:26:24.2Z,1,REGULAR,substitution,out,[],201571,,,1610612745,25,14,2021-12-12T01:27:06Z,1040000,,,0,,SUB out: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M23.00S,2021-12-12T01:26:24.2Z,1,REGULAR,substitution,in,[],1630214,,,1610612745,25,14,2021-12-12T01:27:06Z,1050000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M23.00S,2021-12-12T01:26:24.2Z,1,REGULAR,substitution,in,[],1630528,,,1610612745,25,14,2021-12-12T01:27:06Z,1060000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M23.00S,2021-12-12T01:26:47.4Z,1,REGULAR,freethrow,1 of 1,[],1630578,,,1610612745,25,15,2021-12-12T01:26:47Z,1070000,,,0,,A. Sengun Free Throw 1 of 1 (3 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
109,PT04M08.00S,2021-12-12T01:27:04.3Z,1,REGULAR,3pt,Jump Shot,[],1628415,31.09395532194481,66.91176470588235,1610612763,28,15,2021-12-12T01:27:10Z,1080000,-85.0,240.0,1,left,D. Brooks 25' 3PT step back (8 PTS) (T. Jones 3 AST),"[1628415, 1626145]",1610612763.0,MEM,step back,,,Brooks,D. Brooks,,,,,,,,,,,Made,8.0,,,,,25.43,,,T. Jones,1626145.0,3.0,,,
111,PT03M45.00S,2021-12-12T01:27:27.6Z,1,REGULAR,3pt,Jump Shot,[],1629717,69.46452036793693,26.96078431372549,1610612745,28,18,2021-12-12T01:27:31Z,1100000,-115.0,235.0,1,right,A. Brooks 26' 3PT  (5 PTS) (J. Christopher 1 AST),"[1629717, 1630528]",1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,Made,5.0,,,,,26.13,,,J. Christopher,1630528.0,1.0,,,
113,PT03M23.00S,2021-12-12T01:27:50.3Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612763,28,18,2021-12-12T01:28:03Z,1120000,,,0,,A. Sengun shooting personal FOUL (1 PF) (Brooks 2 FT),"[1630578, 1628415]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,1627529.0,,1.0,0.0,Brooks,1628415.0,,,,,,,,,,,,,,,
115,PT03M23.00S,2021-12-12T01:28:16.8Z,1,REGULAR,freethrow,1 of 2,[],1628415,,,1610612763,28,18,2021-12-12T01:28:16Z,1140000,,,0,,MISS D. Brooks Free Throw 1 of 2,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,Missed,,,,,,,,,,,,,,
116,PT03M23.00S,2021-12-12T01:28:16.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,28,18,2021-12-12T01:28:16Z,1150000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,
117,PT03M23.00S,2021-12-12T01:28:31.9Z,1,REGULAR,freethrow,2 of 2,[],1628415,,,1610612763,29,18,2021-12-12T01:28:31Z,1160000,,,0,,D. Brooks Free Throw 2 of 2 (9 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
118,PT03M00.00S,2021-12-12T01:28:58.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,94.30026281208936,49.01960784313725,1610612745,29,20,2021-12-12T01:29:01Z,1170000,-5.0,1.0,1,right,C. Wood alley-oop DUNK (7 PTS) (K. Martin Jr. 1 AST),"[1626174, 1630231]",1610612745.0,HOU,alley-oop,,,Wood,C. Wood,,,,,,,,,,,Made,7.0,,,,,0.5,,,K. Martin Jr.,1630231.0,1.0,,,
120,PT02M54.00S,2021-12-12T01:29:06.3Z,1,REGULAR,turnover,traveling,[],1629001,,,1610612763,29,20,2021-12-12T01:29:11Z,1190000,,,0,,D. Melton traveling TURNOVER (1 TO),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,1146.0,1.0,,,,,,,,,,,,,,,,,,,
121,PT02M54.00S,2021-12-12T01:29:09.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,29,20,2021-12-12T01:29:09Z,1200000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M54.00S,2021-12-12T01:31:23.3Z,1,REGULAR,substitution,out,[],1629001,,,1610612745,29,20,2021-12-12T01:31:50Z,1210000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M54.00S,2021-12-12T01:31:23.3Z,1,REGULAR,substitution,out,[],1626145,,,1610612745,29,20,2021-12-12T01:31:50Z,1220000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M54.00S,2021-12-12T01:31:23.3Z,1,REGULAR,substitution,out,[],1628415,,,1610612745,29,20,2021-12-12T01:31:50Z,1230000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M54.00S,2021-12-12T01:31:23.3Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,29,20,2021-12-12T01:31:50Z,1240000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M54.00S,2021-12-12T01:31:23.3Z,1,REGULAR,substitution,in,[],1630217,,,1610612745,29,20,2021-12-12T01:31:50Z,1250000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M54.00S,2021-12-12T01:31:23.3Z,1,REGULAR,substitution,in,[],1629633,,,1610612745,29,20,2021-12-12T01:31:50Z,1260000,,,0,,SUB in: J. Culver,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M54.00S,2021-12-12T01:31:23.3Z,1,REGULAR,substitution,in,[],1629723,,,1610612745,29,20,2021-12-12T01:31:50Z,1270000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M54.00S,2021-12-12T01:31:23.3Z,1,REGULAR,substitution,in,[],1630256,,,1610612745,29,20,2021-12-12T01:31:50Z,1280000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M39.00S,2021-12-12T01:32:31.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630528,67.62483574244416,30.637254901960787,1610612745,29,23,2021-12-12T01:32:36Z,1290000,-97.0,252.0,1,right,J. Christopher 26' 3PT  (3 PTS) (J. Tate 1 AST),"[1630528, 1630256]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,Made,3.0,,,,,26.98,,,J. Tate,1630256.0,1.0,,,
133,PT02M12.00S,2021-12-12T01:32:58.8Z,1,REGULAR,3pt,Jump Shot,[],1630217,33.327858081471746,50.73529411764706,1610612763,32,23,2021-12-12T01:33:07Z,1320000,-4.0,261.0,1,left,D. Bane 26' 3PT pullup (10 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,,,,,,Made,10.0,,,,,26.08,,,,,,,,
134,PT01M48.00S,2021-12-12T01:33:22.9Z,1,REGULAR,3pt,Jump Shot,[],1629717,72.35545335085413,13.23529411764706,1610612745,32,26,2021-12-12T01:33:27Z,1330000,-184.0,207.0,1,right,A. Brooks 27' 3PT pullup (8 PTS),[1629717],1610612745.0,HOU,pullup,,,Brooks,A. Brooks,,,,,,,,,,,Made,8.0,,,,,27.71,,,,,,,,
135,PT01M25.00S,2021-12-12T01:33:46.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,13.354139290407357,45.34313725490196,1610612763,32,26,2021-12-12T01:33:49Z,1340000,23.0,73.0,1,left,MISS X. Tillman 7' driving floating Shot,[1630214],1610612763.0,MEM,driving floating,,,Tillman,X. Tillman,,,,,,,,,,,Missed,,,,,,7.66,,,,,,,,
136,PT01M24.00S,2021-12-12T01:33:47.5Z,1,REGULAR,rebound,offensive,[],1630214,,,1610612763,32,26,2021-12-12T01:33:49Z,1350000,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,135.0,1.0,0.0,1.0,,,,,,,,,
137,PT01M13.00S,2021-12-12T01:33:58.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629681,30.17411300919842,30.392156862745097,1610612763,35,26,2021-12-12T01:34:02Z,1360000,98.0,231.0,1,left,K. Tillie 25' 3PT  (3 PTS) (D. Bane 1 AST),"[1629681, 1630217]",1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,Made,3.0,,,,,25.1,,,D. Bane,1630217.0,1.0,,,
139,PT00M58.90S,2021-12-12T01:34:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,93.24901445466492,47.549019607843135,1610612745,35,26,2021-12-12T01:34:18Z,1380000,-12.0,11.0,1,right,MISS A. Sengun driving finger roll Layup,[1630578],1610612745.0,HOU,driving finger roll,,,Sengun,A. Sengun,,,,,,,,,,,Missed,,,,,,1.65,,,,,,,,
140,PT00M58.60S,2021-12-12T01:34:13.5Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,35,26,2021-12-12T01:34:18Z,1390000,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,139.0,1.0,0.0,1.0,,,,,,,,,
141,PT00M58.60S,2021-12-12T01:34:17.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630256,94.40999984741211,50.0,1610612745,35,28,2021-12-12T01:34:17Z,1400000,0.0,0.0,1,right,J. Tate tip DUNK (2 PTS),[1630256],1610612745.0,HOU,tip,,,Tate,J. Tate,,,,,,,,,,,Made,2.0,,,,,0.0,,,,,,,,
142,PT00M49.20S,2021-12-12T01:34:28.0Z,1,REGULAR,3pt,Jump Shot,[],1629681,22.552562417871222,12.254901960784313,1610612763,35,28,2021-12-12T01:34:32Z,1410000,189.0,159.0,1,left,MISS K. Tillie 24' 3PT,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,Missed,,,,,,24.71,,,,,,,,
143,PT00M45.70S,2021-12-12T01:34:31.5Z,1,REGULAR,rebound,offensive,[],1629681,,,1610612763,35,28,2021-12-12T01:34:31Z,1420000,,,0,,K. Tillie REBOUND (Off:1 Def:1),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,142.0,2.0,1.0,1.0,,,,,,,,,
144,PT00M44.80S,2021-12-12T01:34:32.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629681,6.783837056504599,30.637254901960787,1610612763,37,28,2021-12-12T01:34:37Z,1430000,97.0,11.0,1,left,K. Tillie 9' floating Jump Shot (5 PTS),[1629681],1610612763.0,MEM,floating,,,Tillie,K. Tillie,,,,,,,,,,,Made,5.0,,,,,9.75,,,,,,,,
145,PT00M28.30S,2021-12-12T01:34:51.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.32917214191852,44.85294117647059,1610612745,37,28,2021-12-12T01:34:56Z,1440000,-26.0,20.0,1,right,MISS A. Sengun driving Layup,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,,,,,,,Missed,,,,,,3.23,,,,,,,,
146,PT00M26.40S,2021-12-12T01:34:53.6Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,37,28,2021-12-12T01:34:56Z,1450000,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,
147,PT00M23.60S,2021-12-12T01:34:56.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,31.225361366622867,32.84313725490196,1610612763,40,28,2021-12-12T01:35:00Z,1460000,86.0,241.0,1,left,D. Bane 25' 3PT running pullup (13 PTS),[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,,,,,,,Made,13.0,,,,,25.58,,,,,,,,
148,PT00M04.40S,2021-12-12T01:35:19.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630214,,,1610612745,40,28,2021-12-12T01:37:26Z,1470000,,,0,,X. Tillman shooting personal FOUL (1 PF) (Tate 2 FT),"[1630214, 1630256]",1610612763.0,MEM,shooting,,,Tillman,X. Tillman,,,,,202037.0,,1.0,0.0,Tate,1630256.0,,,,,,,,,,,,,,,
150,PT00M04.40S,2021-12-12T01:35:50.4Z,1,REGULAR,freethrow,1 of 2,[],1630256,,,1610612745,40,28,2021-12-12T01:37:21Z,1490000,,,0,,MISS J. Tate Free Throw 1 of 2,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,Missed,,,,,,,,,,,,,,
151,PT00M04.40S,2021-12-12T01:35:50.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,40,28,2021-12-12T01:37:21Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,
154,PT00M04.40S,2021-12-12T01:35:50.4Z,1,REGULAR,freethrow,2 of 2,[],1630256,,,1610612745,40,29,2021-12-12T01:37:21Z,1530000,,,0,,J. Tate Free Throw 2 of 2 (3 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
152,PT00M04.40S,2021-12-12T01:35:51.4Z,1,REGULAR,substitution,out,[],1629717,,,1610612763,40,29,2021-12-12T01:37:14Z,1535000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M04.40S,2021-12-12T01:35:51.4Z,1,REGULAR,substitution,in,[],1628021,,,1610612763,40,29,2021-12-12T01:37:14Z,1537500,,,0,,SUB in: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M00.00S,2021-12-12T01:36:15.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,11.12023653088042,41.66666666666667,1610612763,40,29,2021-12-12T01:36:19Z,1540000,42.0,52.0,1,left,MISS D. Bane 6' driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,,,,,,,Missed,,,,,,6.67,,,,,,,,
156,PT00M00.00S,2021-12-12T01:36:17.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,40,29,2021-12-12T01:36:17Z,1550000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,155.0,,,,,,,,,,,,
157,PT00M00.00S,2021-12-12T01:36:21.0Z,1,REGULAR,period,end,[],0,,,1610612763,40,29,2021-12-12T01:36:21Z,1560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-12-12T01:37:49.9Z,2,REGULAR,substitution,out,['startperiod'],1629681,,,1610612763,40,29,2021-12-12T01:38:54Z,1570000,,,0,,SUB out: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-12-12T01:37:49.9Z,2,REGULAR,substitution,out,['startperiod'],1630256,,,1610612763,40,29,2021-12-12T01:38:54Z,1580000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-12-12T01:37:49.9Z,2,REGULAR,substitution,in,['startperiod'],203937,,,1610612763,40,29,2021-12-12T01:38:54Z,1590000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-12-12T01:37:49.9Z,2,REGULAR,substitution,in,['startperiod'],1629717,,,1610612763,40,29,2021-12-12T01:38:54Z,1600000,,,0,,SUB in: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-12-12T01:39:02.6Z,2,REGULAR,period,start,[],0,,,1610612745,40,29,2021-12-12T01:39:02Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M36.00S,2021-12-12T01:39:26.3Z,2,REGULAR,2pt,Jump Shot,[],1630528,74.45795006570303,69.6078431372549,1610612745,40,29,2021-12-12T01:39:29Z,1620000,98.0,188.0,1,right,MISS J. Christopher 21' pullup Shot,[1630528],1610612745.0,HOU,pullup,,,Christopher,J. Christopher,,,,,,,,,,,Missed,,,,,,21.17,,,,,,,,
164,PT11M32.00S,2021-12-12T01:39:30.3Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,40,29,2021-12-12T01:39:29Z,1630000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,163.0,2.0,2.0,0.0,,,,,,,,,
165,PT11M25.00S,2021-12-12T01:39:36.2Z,2,REGULAR,3pt,Jump Shot,[],1629723,6.915243101182654,2.450980392156863,1610612763,43,29,2021-12-12T01:39:40Z,1640000,238.0,13.0,1,left,J. Konchar 3PT  (3 PTS) (K. Anderson 4 AST),"[1629723, 203937]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,Made,3.0,,,,,23.8,,,K. Anderson,203937.0,4.0,,,
167,PT11M05.00S,2021-12-12T01:39:56.2Z,2,REGULAR,3pt,Jump Shot,[],1629717,68.54467805519053,77.69607843137256,1610612745,43,29,2021-12-12T01:40:07Z,1660000,138.0,243.0,1,right,MISS A. Brooks 27' pullup 3PT,[1629717],1610612745.0,HOU,pullup,,,Brooks,A. Brooks,,,,,,,,,,,Missed,,,,,,27.99,,,,,,,,
168,PT11M03.00S,2021-12-12T01:39:58.2Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,43,29,2021-12-12T01:40:07Z,1670000,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,167.0,1.0,0.0,1.0,,,,,,,,,
169,PT11M03.00S,2021-12-12T01:40:05.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,43,29,2021-12-12T01:40:05Z,1680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M56.00S,2021-12-12T01:40:24.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630231,93.24901445466492,49.754901960784316,1610612745,43,31,2021-12-12T01:40:28Z,1690000,-1.0,11.0,1,right,K. Martin Jr. cutting DUNK (2 PTS) (A. Brooks 2 AST),"[1630231, 1629717]",1610612745.0,HOU,cutting,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,Made,2.0,,,,,1.11,,,A. Brooks,1629717.0,2.0,,,
172,PT10M30.00S,2021-12-12T01:40:50.1Z,2,REGULAR,3pt,Jump Shot,[],1630217,27.414586070959263,78.67647058823529,1610612763,43,31,2021-12-12T01:40:53Z,1710000,-143.0,205.0,1,left,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,,,,,,Missed,,,,,,25.03,,,,,,,,
173,PT10M27.00S,2021-12-12T01:40:53.1Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,43,31,2021-12-12T01:40:53Z,1720000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,
174,PT10M19.00S,2021-12-12T01:41:01.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630528,93.77463863337714,47.794117647058826,1610612745,43,33,2021-12-12T01:41:04Z,1730000,-11.0,6.0,1,right,J. Christopher driving finger roll Layup (5 PTS),[1630528],1610612745.0,HOU,driving finger roll,,,Christopher,J. Christopher,,,,,,,,,,,Made,5.0,,,,,1.25,,,,,,,,
175,PT10M09.00S,2021-12-12T01:41:14.6Z,2,REGULAR,foul,offensive,[],1630214,,,1610612763,43,33,2021-12-12T01:45:14Z,1740000,,,0,,X. Tillman offensive FOUL (2 PF),"[1630214, 1630578]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,1146.0,,2.0,0.0,Sengun,1630578.0,,,,,,,,,,,,,,,
177,PT10M09.00S,2021-12-12T01:41:14.6Z,2,REGULAR,turnover,offensive foul,[],1630214,,,1610612763,43,33,2021-12-12T01:41:14Z,1760000,,,0,,X. Tillman offensive foul TURNOVER (1 TO),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,1146.0,1.0,,,,,,,,,,,,,,,,,,,
178,PT09M52.00S,2021-12-12T01:41:47.5Z,2,REGULAR,foul,personal,[],1629633,,,1610612745,43,33,2021-12-12T01:41:56Z,1770000,,,0,,J. Culver personal FOUL (1 PF),"[1629633, 1630578]",1610612763.0,MEM,,,,Culver,J. Culver,,,,,202037.0,,1.0,0.0,Sengun,1630578.0,,,,,,,,,,,,,,,
180,PT09M43.00S,2021-12-12T01:42:12.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630578,92.72339027595268,52.450980392156865,1610612745,43,33,2021-12-12T01:42:17Z,1790000,12.0,16.0,1,right,MISS A. Sengun driving Layup - blocked,"[1630578, 1630214]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,,,,,,,Missed,,,,,,2.01,,,,,,Tillman,1630214.0,
181,PT09M43.00S,2021-12-12T01:42:12.4Z,2,REGULAR,block,,[],1630214,,,1610612745,43,33,2021-12-12T01:42:14Z,1800000,,,0,,X. Tillman BLOCK (1 BLK),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M40.00S,2021-12-12T01:42:15.4Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,43,33,2021-12-12T01:48:31Z,1810000,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,180.0,2.0,1.0,1.0,,,,,,,,,
183,PT09M38.00S,2021-12-12T01:42:19.0Z,2,REGULAR,foul,personal,['2freethrow'],1628021,,,1610612763,43,33,2021-12-12T01:42:34Z,1820000,,,0,,D. Nwaba shooting personal FOUL (1 PF) (Tillman 2 FT),"[1628021, 1630214]",1610612745.0,HOU,shooting,,,Nwaba,D. Nwaba,,,,,202037.0,,1.0,0.0,Tillman,1630214.0,,,,,,,,,,,,,,,
185,PT09M38.00S,2021-12-12T01:42:47.8Z,2,REGULAR,substitution,out,[],1630231,,,1610612763,43,33,2021-12-12T01:42:55Z,1840000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M38.00S,2021-12-12T01:42:47.8Z,2,REGULAR,substitution,in,[],1629726,,,1610612763,43,33,2021-12-12T01:42:55Z,1850000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M38.00S,2021-12-12T01:43:07.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630214,,,1610612763,43,33,2021-12-12T01:43:07Z,1860000,,,0,,MISS X. Tillman Free Throw 1 of 2,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,Missed,,,,,,,,,,,,,,
