actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
90,PT06M20.00S,2021-11-28T23:23:17.7Z,1,REGULAR,foul,personal,['1freethrow'],203500,,,1610612758,17,14,2021-11-28T23:23:46Z,900000,,,0,,S. Adams shooting personal FOUL (2 PF) (Thompson 1 FT),"[203500, 202684]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,,,,,,,201638.0,2.0,0.0,Thompson,202684.0,,,,,,,,,,
92,PT06M20.00S,2021-11-28T23:23:23.1Z,1,REGULAR,substitution,out,[],1628415,,,1610612758,17,14,2021-11-28T23:23:59Z,920000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT06M20.00S,2021-11-28T23:23:23.1Z,1,REGULAR,substitution,out,[],1629002,,,1610612758,17,14,2021-11-28T23:23:59Z,930000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT06M20.00S,2021-11-28T23:23:23.1Z,1,REGULAR,substitution,in,[],1630533,,,1610612758,17,14,2021-11-28T23:23:59Z,940000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT06M20.00S,2021-11-28T23:23:23.1Z,1,REGULAR,substitution,in,[],1628963,,,1610612758,17,14,2021-11-28T23:23:59Z,950000,,,0,,SUB in: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT06M20.00S,2021-11-28T23:23:58.1Z,1,REGULAR,freethrow,1 of 1,[],202684,,,1610612758,17,14,2021-11-28T23:23:58Z,960000,,,0,,MISS T. Thompson Free Throw 1 of 1,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
97,PT06M17.00S,2021-11-28T23:23:59.8Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,17,14,2021-11-28T23:23:59Z,970000,,,0,,S. Adams REBOUND (Off:1 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,96.0,4.0,3.0,1.0,,,,,
98,PT06M02.00S,2021-11-28T23:24:14.7Z,1,REGULAR,3pt,Jump Shot,[],1629001,31.09395532194481,33.57843137254902,1610612763,20,14,2021-11-28T23:24:18Z,980000,82.0,240.0,1,left,D. Melton 25' 3PT  (3 PTS) (T. Jones 1 AST),"[1629001, 1626145]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,25.35,Made,3.0,T. Jones,1626145.0,1.0,,,,,,,,,,,,,,,
100,PT05M44.00S,2021-11-28T23:24:32.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,93.9060446780552,43.872549019607845,1610612758,20,14,2021-11-28T23:24:40Z,1000000,-31.0,5.0,1,right,MISS T. Haliburton driving finger roll Layup - blocked,"[1630169, 203500]",1610612758.0,SAC,driving finger roll,,,Haliburton,T. Haliburton,,,,,3.1,Missed,,,,,,,,,,,,,,,Adams,203500.0,,,
101,PT05M44.00S,2021-11-28T23:24:32.7Z,1,REGULAR,block,,[],203500,,,1610612758,20,14,2021-11-28T23:24:35Z,1010000,,,0,,S. Adams BLOCK (2 BLK),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M41.00S,2021-11-28T23:24:35.7Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,20,14,2021-11-28T23:24:40Z,1020000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,
103,PT05M32.00S,2021-11-28T23:24:45.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,13.61695137976347,43.13725490196079,1610612763,22,14,2021-11-28T23:24:50Z,1030000,34.0,75.0,1,left,Z. Williams 8' floating Jump Shot (2 PTS) (D. Melton 1 AST),"[1630533, 1629001]",1610612763.0,MEM,floating,,,Williams,Z. Williams,,,,,8.29,Made,2.0,D. Melton,1629001.0,1.0,,,,,,,,,,,,,,,
105,PT05M23.00S,2021-11-28T23:25:00.0Z,1,REGULAR,foul,personal,[],1630533,,,1610612758,22,14,2021-11-28T23:25:05Z,1050000,,,0,,Z. Williams personal FOUL (1 PF),"[1630533, 1627741]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,201638.0,1.0,0.0,Hield,1627741.0,,,,,,,,,,
107,PT05M23.00S,2021-11-28T23:25:07.3Z,1,REGULAR,substitution,out,[],1630169,,,1610612758,22,14,2021-11-28T23:25:17Z,1070000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT05M23.00S,2021-11-28T23:25:07.3Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,22,14,2021-11-28T23:25:17Z,1080000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT05M14.00S,2021-11-28T23:25:30.6Z,1,REGULAR,2pt,Jump Shot,[],1627741,89.43823915900131,69.11764705882352,1610612758,22,16,2021-11-28T23:25:34Z,1090000,96.0,47.0,1,right,B. Hield 10' driving floating Jump Shot (2 PTS) (D. Fox 2 AST),"[1627741, 1628368]",1610612758.0,SAC,driving floating,,,Hield,B. Hield,,,,,10.64,Made,2.0,D. Fox,1628368.0,2.0,,,,,,,,,,,,,,,
111,PT04M56.00S,2021-11-28T23:25:47.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,6.652431011826544,64.2156862745098,1610612763,24,16,2021-11-28T23:26:05Z,1110000,-71.0,10.0,1,left,Z. Williams 7' fadeaway Jump Shot (4 PTS) (S. Adams 3 AST),"[1630533, 203500]",1610612763.0,MEM,fadeaway,,,Williams,Z. Williams,,,,,7.18,Made,4.0,S. Adams,203500.0,3.0,,,,,,,,,,,,,,,
113,PT04M47.00S,2021-11-28T23:25:56.2Z,1,REGULAR,3pt,Jump Shot,[],1627741,66.44218134034165,53.92156862745098,1610612758,24,16,2021-11-28T23:26:01Z,1130000,20.0,263.0,1,right,MISS B. Hield 26' pullup 3PT,[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,,
114,PT04M46.00S,2021-11-28T23:25:57.2Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,24,16,2021-11-28T23:26:01Z,1140000,,,0,,S. Adams REBOUND (Off:1 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,113.0,5.0,4.0,1.0,,,,,
115,PT04M38.00S,2021-11-28T23:26:08.2Z,1,REGULAR,foul,offensive,[],203500,,,1610612763,24,16,2021-11-28T23:26:14Z,1150000,,,0,,S. Adams offensive FOUL (3 PF),"[203500, 1628368]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,202027.0,3.0,0.0,Fox,1628368.0,,,,,,,,,,
117,PT04M38.00S,2021-11-28T23:26:08.2Z,1,REGULAR,turnover,offensive foul,[],203500,,,1610612763,24,16,2021-11-28T23:26:08Z,1170000,,,0,,S. Adams offensive foul TURNOVER (1 TO),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,202027.0,,,,,1.0,,,,,,,,,
118,PT04M38.00S,2021-11-28T23:26:16.2Z,1,REGULAR,substitution,out,[],203500,,,1610612758,24,16,2021-11-28T23:26:20Z,1180000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M38.00S,2021-11-28T23:26:16.2Z,1,REGULAR,substitution,in,[],1629634,,,1610612758,24,16,2021-11-28T23:26:20Z,1190000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M24.00S,2021-11-28T23:26:42.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202684,91.40932982917214,55.88235294117647,1610612758,24,16,2021-11-28T23:26:46Z,1200000,29.0,28.0,1,right,MISS T. Thompson Hook,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,4.08,Missed,,,,,,,,,,,,,,,,,,,
121,PT04M20.00S,2021-11-28T23:26:46.4Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,24,16,2021-11-28T23:26:46Z,1210000,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,120.0,2.0,2.0,0.0,,,,,
122,PT04M17.00S,2021-11-28T23:26:49.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630533,6.258212877792378,49.754901960784316,1610612763,26,16,2021-11-28T23:26:54Z,1220000,1.0,6.0,1,left,Z. Williams running alley-oop Layup (6 PTS) (T. Jones 2 AST),"[1630533, 1626145]",1610612763.0,MEM,running alley-oop,,,Williams,Z. Williams,,,,,0.64,Made,6.0,T. Jones,1626145.0,2.0,,,,,,,,,,,,,,,
124,PT04M07.00S,2021-11-28T23:26:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,93.77463863337714,42.15686274509804,1610612758,26,16,2021-11-28T23:27:03Z,1240000,-39.0,6.0,1,right,MISS D. Fox Layup - blocked,"[1628368, 1629634]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,3.97,Missed,,,,,,,,,,,,,,,Clarke,1629634.0,,,
125,PT04M07.00S,2021-11-28T23:26:58.7Z,1,REGULAR,block,,[],1629634,,,1610612758,26,16,2021-11-28T23:27:00Z,1250000,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT04M07.00S,2021-11-28T23:26:58.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,26,16,2021-11-29T00:09:20Z,1260000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,
127,PT04M07.00S,2021-11-28T23:27:03.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203937,,,1610612758,26,16,2021-11-29T00:09:25Z,1270000,,,0,,K. Anderson loose ball personal FOUL (1 PF) (Thompson 2 FT),"[203937, 202684]",1610612763.0,MEM,loose ball,,,Anderson,K. Anderson,,,,,,,,,,,202027.0,1.0,0.0,Thompson,202684.0,,,,,,,,,,
129,PT04M07.00S,2021-11-28T23:27:29.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202684,,,1610612758,26,17,2021-11-28T23:27:29Z,1290000,,,0,,T. Thompson Free Throw 1 of 2 (6 PTS),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
130,PT04M07.00S,2021-11-28T23:27:30.8Z,1,REGULAR,substitution,out,[],1626145,,,1610612758,26,17,2021-11-28T23:27:47Z,1300000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT04M07.00S,2021-11-28T23:27:30.8Z,1,REGULAR,substitution,in,[],1630217,,,1610612758,26,17,2021-11-28T23:27:47Z,1310000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT04M07.00S,2021-11-28T23:27:51.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202684,,,1610612758,26,17,2021-11-28T23:27:51Z,1320000,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
133,PT04M05.00S,2021-11-28T23:27:52.7Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,26,17,2021-11-28T23:27:52Z,1330000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,
134,PT03M48.00S,2021-11-28T23:28:09.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,12.171484888304862,40.19607843137255,1610612763,26,17,2021-11-28T23:28:13Z,1340000,49.0,62.0,1,left,MISS B. Clarke 7' floating Shot,[1629634],1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,7.89,Missed,,,,,,,,,,,,,,,,,,,
135,PT03M45.00S,2021-11-28T23:28:12.0Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,26,17,2021-11-28T23:28:13Z,1350000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,134.0,1.0,1.0,0.0,,,,,
136,PT03M39.00S,2021-11-28T23:28:17.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,68.28186596583443,72.05882352941177,1610612758,26,17,2021-11-28T23:28:21Z,1360000,110.0,246.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,26.93,Missed,,,,,,,,,,,,,,,,,,,
137,PT03M36.00S,2021-11-28T23:28:20.4Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,26,17,2021-11-28T23:28:21Z,1370000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,136.0,1.0,1.0,0.0,,,,,
138,PT03M32.00S,2021-11-28T23:28:24.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629001,31.09395532194481,33.82352941176471,1610612763,29,17,2021-11-28T23:28:29Z,1380000,81.0,240.0,1,left,D. Melton 25' 3PT running pullup (6 PTS),[1629001],1610612763.0,MEM,running pullup,,,Melton,D. Melton,,,,,25.31,Made,6.0,,,,,,,,,,,,,,,,,,
139,PT03M17.00S,2021-11-28T23:28:41.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629634,,,1610612758,29,17,2021-11-28T23:28:51Z,1390000,,,0,,B. Clarke shooting personal FOUL (1 PF) (Fox 2 FT),"[1629634, 1628368]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,,,,,,,203177.0,1.0,0.0,Fox,1628368.0,,,,,,,,,,
141,PT03M17.00S,2021-11-28T23:29:08.0Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,29,18,2021-11-28T23:29:08Z,1410000,,,0,,D. Fox Free Throw 1 of 2 (4 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
142,PT03M17.00S,2021-11-28T23:29:15.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,29,18,2021-11-28T23:29:15Z,1420000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT03M17.00S,2021-11-28T23:32:18.7Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,29,18,2021-11-28T23:32:18Z,1430000,,,0,,MISS D. Fox Free Throw 2 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Missed,,,,,,,,,,,,,,,,,,,
144,PT03M15.00S,2021-11-28T23:32:19.6Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,29,18,2021-11-28T23:32:19Z,1440000,,,0,,D. Melton REBOUND (Off:0 Def:3),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,143.0,3.0,3.0,0.0,,,,,
145,PT02M55.00S,2021-11-28T23:32:39.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,13.091327201051248,39.21568627450981,1610612763,31,18,2021-11-28T23:32:43Z,1450000,54.0,71.0,1,left,K. Anderson 8' turnaround fadeaway Jump Shot (2 PTS),[203937],1610612763.0,MEM,turnaround fadeaway,,,Anderson,K. Anderson,,,,,8.88,Made,2.0,,,,,,,,,,,,,,,,,,
146,PT02M36.00S,2021-11-28T23:32:58.1Z,1,REGULAR,2pt,Jump Shot,[],1627741,84.70762155059133,25.245098039215684,1610612758,31,20,2021-11-28T23:33:01Z,1460000,-124.0,91.0,1,right,B. Hield 15' Jump Shot (4 PTS) (T. Thompson 1 AST),"[1627741, 202684]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,15.38,Made,4.0,T. Thompson,202684.0,1.0,,,,,,,,,,,,,,,
148,PT02M25.00S,2021-11-28T23:33:08.7Z,1,REGULAR,3pt,Jump Shot,[],1630217,31.09395532194481,37.00980392156863,1610612763,34,20,2021-11-28T23:33:11Z,1480000,65.0,240.0,1,left,D. Bane 24' 3PT  (8 PTS) (K. Anderson 1 AST),"[1630217, 203937]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,24.85,Made,8.0,K. Anderson,203937.0,1.0,,,,,,,,,,,,,,,
150,PT02M05.00S,2021-11-28T23:33:28.6Z,1,REGULAR,2pt,Jump Shot,[],1630558,85.10183968462549,32.35294117647059,1610612758,34,22,2021-11-28T23:33:32Z,1500000,-88.0,88.0,1,right,D. Mitchell 12' driving floating Jump Shot (2 PTS),[1630558],1610612758.0,SAC,driving floating,,,Mitchell,D. Mitchell,,,,,12.42,Made,2.0,,,,,,,,,,,,,,,,,,
151,PT01M56.00S,2021-11-28T23:33:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,12.959921156373195,42.64705882352941,1610612763,36,22,2021-11-28T23:33:41Z,1510000,37.0,69.0,1,left,B. Clarke 7' floating Jump Shot (2 PTS) (D. Melton 2 AST),"[1629634, 1629001]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,7.85,Made,2.0,D. Melton,1629001.0,2.0,,,,,,,,,,,,,,,
153,PT01M40.00S,2021-11-28T23:33:53.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,83.39356110381078,50.245098039215684,1610612758,36,24,2021-11-28T23:33:57Z,1530000,1.0,104.0,1,right,D. Fox 10' driving floating Jump Shot (6 PTS) (T. Thompson 2 AST),"[1628368, 202684]",1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,10.36,Made,6.0,T. Thompson,202684.0,2.0,,,,,,,,,,,,,,,
155,PT01M32.00S,2021-11-28T23:34:01.6Z,1,REGULAR,3pt,Jump Shot,[],1629001,32.013797634691194,36.27450980392157,1610612763,36,24,2021-11-28T23:34:05Z,1550000,69.0,248.0,1,left,MISS D. Melton 25' pullup 3PT,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
156,PT01M30.00S,2021-11-28T23:34:03.6Z,1,REGULAR,rebound,defensive,[],202684,,,1610612758,36,24,2021-11-28T23:34:05Z,1560000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,155.0,2.0,1.0,1.0,,,,,
157,PT01M21.00S,2021-11-28T23:34:13.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,68.41327201051249,68.38235294117648,1610612758,36,24,2021-11-28T23:34:24Z,1570000,92.0,244.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
158,PT01M19.00S,2021-11-28T23:34:15.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,36,24,2021-11-28T23:34:24Z,1580000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,157.0,,,,,,,,
159,PT01M19.00S,2021-11-28T23:34:22.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629001,,,1610612758,36,24,2021-11-28T23:34:54Z,1590000,,,0,,D. Melton loose ball personal FOUL (1 PF) (Thompson 2 FT),"[1629001, 202684]",1610612763.0,MEM,loose ball,,,Melton,D. Melton,,,,,,,,,,,201638.0,1.0,0.0,Thompson,202684.0,,,,,,,,,,
161,PT01M19.00S,2021-11-28T23:34:29.5Z,1,REGULAR,substitution,out,[],203937,,,1610612758,36,24,2021-11-28T23:34:51Z,1610000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M19.00S,2021-11-28T23:34:29.5Z,1,REGULAR,substitution,out,[],1630533,,,1610612758,36,24,2021-11-28T23:34:51Z,1620000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M19.00S,2021-11-28T23:34:29.5Z,1,REGULAR,substitution,in,[],1629723,,,1610612758,36,24,2021-11-28T23:34:51Z,1630000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M19.00S,2021-11-28T23:34:29.5Z,1,REGULAR,substitution,in,[],1628991,,,1610612758,36,24,2021-11-28T23:34:51Z,1640000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT01M19.00S,2021-11-28T23:34:29.5Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,36,24,2021-11-28T23:35:11Z,1645000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT01M19.00S,2021-11-28T23:34:29.5Z,1,REGULAR,substitution,in,[],1630169,,,1610612758,36,24,2021-11-28T23:35:11Z,1647500,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT01M19.00S,2021-11-28T23:34:59.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202684,,,1610612758,36,24,2021-11-28T23:34:59Z,1650000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
166,PT01M19.00S,2021-11-28T23:34:59.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,36,24,2021-11-28T23:34:59Z,1660000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,165.0,,,,,,,,
169,PT01M19.00S,2021-11-28T23:35:31.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202684,,,1610612758,36,25,2021-11-28T23:35:31Z,1670000,,,0,,T. Thompson Free Throw 2 of 2 (7 PTS),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
170,PT01M06.00S,2021-11-28T23:35:47.9Z,1,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,36,25,2021-11-28T23:35:52Z,1680000,,,0,,D. Bane bad pass out-of-bounds TURNOVER (1 TO),[1630217],1610612763.0,MEM,bad pass,,,Bane,D. Bane,,,,,,,,,,,202027.0,,,,,1.0,,,,,,,,,
171,PT00M52.70S,2021-11-28T23:36:08.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202684,92.59198423127464,50.245098039215684,1610612758,36,25,2021-11-28T23:36:13Z,1690000,1.0,17.0,1,right,MISS T. Thompson driving floating Shot,[202684],1610612758.0,SAC,driving floating,,,Thompson,T. Thompson,,,,,1.71,Missed,,,,,,,,,,,,,,,,,,,
172,PT00M49.30S,2021-11-28T23:36:12.1Z,1,REGULAR,rebound,offensive,[],202684,,,1610612758,36,25,2021-11-28T23:36:12Z,1700000,,,0,,T. Thompson REBOUND (Off:2 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,171.0,3.0,1.0,2.0,,,,,
173,PT00M49.30S,2021-11-28T23:36:12.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202684,94.40999984741211,50.0,1610612758,36,25,2021-11-28T23:36:12Z,1710000,0.0,0.0,1,right,MISS T. Thompson tip Layup,[202684],1610612758.0,SAC,tip,,,Thompson,T. Thompson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
174,PT00M48.50S,2021-11-28T23:36:13.0Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,36,25,2021-11-28T23:36:13Z,1720000,,,0,,B. Clarke REBOUND (Off:0 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,173.0,2.0,2.0,0.0,,,,,
175,PT00M34.50S,2021-11-28T23:36:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,17.95335085413929,40.44117647058824,1610612763,38,25,2021-11-28T23:36:31Z,1730000,48.0,116.0,1,left,D. Bane 12' driving floating Jump Shot (10 PTS),[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,12.57,Made,10.0,,,,,,,,,,,,,,,,,,
176,PT00M18.80S,2021-11-28T23:36:45.4Z,1,REGULAR,3pt,Jump Shot,[],1627741,72.22404730617609,20.588235294117645,1610612758,38,25,2021-11-28T23:36:49Z,1740000,-147.0,209.0,1,right,MISS B. Hield 25' pullup 3PT - blocked,"[1627741, 1630217]",1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,25.52,Missed,,,,,,,,,,,,,,,Bane,1630217.0,,,
177,PT00M18.80S,2021-11-28T23:36:45.4Z,1,REGULAR,block,,[],1630217,,,1610612758,38,25,2021-11-28T23:36:48Z,1750000,,,0,,D. Bane BLOCK (1 BLK),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT00M15.20S,2021-11-28T23:36:49.0Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,38,25,2021-11-28T23:36:49Z,1760000,,,0,,B. Clarke REBOUND (Off:0 Def:3),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,176.0,3.0,3.0,0.0,,,,,
179,PT00M02.30S,2021-11-28T23:37:01.9Z,1,REGULAR,3pt,Jump Shot,[],1628991,34.37910643889619,59.80392156862745,1610612763,38,25,2021-11-28T23:37:06Z,1770000,-49.0,271.0,1,left,MISS J. Jackson Jr. 27' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,27.51,Missed,,,,,,,,,,,,,,,,,,,
