actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
359,PT11M45.00S,2022-04-11T00:33:50.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,49,72,2022-04-11T00:33:51Z,3580000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,358.0,5.0,5.0,0.0,,,,,,,,,,,,
360,PT11M28.00S,2022-04-11T00:34:06.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201143,92.06636005256242,56.127450980392155,1610612738,49,74,2022-04-11T00:34:11Z,3590000,31.0,22.0,1,right,A. Horford alley-oop Layup (13 PTS) (M. Smart 4 AST),"[201143, 203935]",1610612738.0,BOS,alley-oop,,,Horford,A. Horford,,,,,,,,3.77,Made,,,,,,,,,,13.0,M. Smart,203935.0,4.0,,,
362,PT11M16.00S,2022-04-11T00:34:18.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,19.793035479632064,59.55882352941176,1610612763,49,74,2022-04-11T00:34:26Z,3610000,-48.0,134.0,1,left,MISS D. Melton 14' pullup Shot,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,,,,14.19,Missed,,,,,,,,,,,,,,,,
363,PT11M16.00S,2022-04-11T00:34:18.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,49,74,2022-04-11T00:34:26Z,3620000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,362.0,,,,,,,,,,,,,,,
364,PT11M16.00S,2022-04-11T00:34:24.6Z,3,REGULAR,foul,personal,[],1628369,,,1610612763,49,74,2022-04-11T00:34:32Z,3630000,,,0,,J. Tatum loose ball personal FOUL (2 PF),"[1628369, 1630214]",1610612738.0,BOS,loose ball,,,Tatum,J. Tatum,,,,,,,,,,,,,,201245.0,2.0,0.0,Tillman,1630214.0,,,,,,,
366,PT11M09.00S,2022-04-11T00:34:42.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630214,5.863994743758213,54.166666666666664,1610612763,49,74,2022-04-11T00:34:48Z,3650000,-21.0,3.0,1,left,MISS X. Tillman driving Layup - blocked,"[1630214, 201143]",1610612763.0,MEM,driving,,,Tillman,X. Tillman,,,,,,,,2.1,Missed,,,,,,,,,,,,,,,Horford,201143.0
367,PT11M09.00S,2022-04-11T00:34:42.6Z,3,REGULAR,block,,[],201143,,,1610612763,49,74,2022-04-11T00:34:45Z,3660000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT11M08.00S,2022-04-11T00:34:43.6Z,3,REGULAR,rebound,offensive,[],1629723,,,1610612763,49,74,2022-04-11T00:34:48Z,3670000,,,0,,J. Konchar REBOUND (Off:2 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,366.0,3.0,1.0,2.0,,,,,,,,,,,,
369,PT11M08.00S,2022-04-11T00:34:49.1Z,3,REGULAR,foul,personal,[],1627759,,,1610612763,49,74,2022-04-11T00:34:56Z,3680000,,,0,,J. Brown personal FOUL (4 PF),"[1627759, 1629723]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,2882.0,4.0,0.0,Konchar,1629723.0,,,,,,,
371,PT11M02.00S,2022-04-11T00:35:09.3Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203937,11.777266754270697,47.549019607843135,1610612763,51,74,2022-04-11T00:35:15Z,3700000,12.0,58.0,1,left,K. Anderson driving Hook (14 PTS),[203937],1610612763.0,MEM,driving,,,Anderson,K. Anderson,,,,,,,,5.95,Made,,,,,,,,,,14.0,,,,,,
372,PT10M47.00S,2022-04-11T00:35:24.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,93.24901445466492,50.98039215686274,1610612738,51,76,2022-04-11T00:35:29Z,3710000,5.0,11.0,1,right,J. Brown cutting DUNK (10 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,,,,1.2,Made,,,,,,,,,,10.0,A. Horford,201143.0,1.0,,,
374,PT10M36.00S,2022-04-11T00:35:35.5Z,3,REGULAR,3pt,Jump Shot,[],203937,23.47240473061761,14.950980392156863,1610612763,51,76,2022-04-11T00:35:40Z,3730000,175.0,168.0,1,left,MISS K. Anderson 24' 3PT,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,24.28,Missed,,,,,,,,,,,,,,,,
375,PT10M32.00S,2022-04-11T00:35:39.5Z,3,REGULAR,rebound,offensive,[],1630214,,,1610612763,51,76,2022-04-11T00:35:40Z,3740000,,,0,,X. Tillman REBOUND (Off:2 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,374.0,3.0,1.0,2.0,,,,,,,,,,,,
376,PT10M31.00S,2022-04-11T00:35:40.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630214,6.258212877792378,52.69607843137255,1610612763,53,76,2022-04-11T00:35:45Z,3750000,-13.0,6.0,1,left,X. Tillman reverse Layup (5 PTS),[1630214],1610612763.0,MEM,reverse,,,Tillman,X. Tillman,,,,,,,,1.49,Made,,,,,,,,,,5.0,,,,,,
377,PT10M14.00S,2022-04-11T00:35:57.2Z,3,REGULAR,3pt,Jump Shot,[],1628464,92.9862023653088,3.9215686274509802,1610612738,53,76,2022-04-11T00:36:02Z,3760000,-230.0,13.0,1,right,MISS D. Theis 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,23.08,Missed,,,,,,,,,,,,,,,,
378,PT10M11.00S,2022-04-11T00:36:00.2Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612763,53,76,2022-04-11T00:36:02Z,3770000,,,0,,J. Konchar REBOUND (Off:2 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,377.0,4.0,2.0,2.0,,,,,,,,,,,,
379,PT10M08.00S,2022-04-11T00:36:06.2Z,3,REGULAR,turnover,traveling,[],1629001,,,1610612763,53,76,2022-04-11T00:36:11Z,3780000,,,0,,D. Melton traveling TURNOVER (1 TO),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,1.0,,,,,,,,,2882.0,,,,,,,,,,,
380,PT09M51.00S,2022-04-11T00:36:33.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,92.32917214191852,54.65686274509803,1610612738,53,78,2022-04-11T00:36:40Z,3790000,23.0,20.0,1,right,J. Brown driving Layup (12 PTS) (A. Horford 2 AST),"[1627759, 201143]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,3.04,Made,,,,,,,,,,12.0,A. Horford,201143.0,2.0,,,
381,PT09M37.00S,2022-04-11T00:36:46.9Z,3,REGULAR,2pt,Jump Shot,[],203937,21.23850197109067,56.86274509803921,1610612763,53,78,2022-04-11T00:36:52Z,3800000,-34.0,147.0,1,left,MISS K. Anderson 15' pullup Shot,[203937],1610612763.0,MEM,pullup,,,Anderson,K. Anderson,,,,,,,,15.1,Missed,,,,,,,,,,,,,,,,
382,PT09M34.00S,2022-04-11T00:36:49.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,78,2022-04-11T00:36:52Z,3810000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,381.0,6.0,6.0,0.0,,,,,,,,,,,,
383,PT09M27.00S,2022-04-11T00:36:57.6Z,3,REGULAR,3pt,Jump Shot,[],203935,72.48685939553219,15.441176470588236,1610612738,53,78,2022-04-11T00:37:01Z,3820000,-173.0,206.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,26.9,Missed,,,,,,,,,,,,,,,,
384,PT09M24.00S,2022-04-11T00:37:00.6Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,53,78,2022-04-11T00:37:01Z,3830000,,,0,,K. Anderson REBOUND (Off:1 Def:4),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,383.0,5.0,4.0,1.0,,,,,,,,,,,,
385,PT09M19.00S,2022-04-11T00:37:04.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629723,6.521024967148489,47.05882352941176,1610612763,55,78,2022-04-11T00:37:10Z,3840000,15.0,9.0,1,left,J. Konchar running Layup (11 PTS) (Z. Williams 1 AST),"[1629723, 1630533]",1610612763.0,MEM,running,,,Konchar,J. Konchar,,,,,,,,1.71,Made,,,,,,,,,,11.0,Z. Williams,1630533.0,1.0,,,
387,PT09M07.00S,2022-04-11T00:37:16.3Z,3,REGULAR,2pt,Jump Shot,[],201143,91.93495400788436,25.735294117647058,1610612738,55,78,2022-04-11T00:37:22Z,3860000,-121.0,23.0,1,right,MISS A. Horford 12' Jump Shot,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,12.35,Missed,,,,,,,,,,,,,,,,
388,PT09M02.00S,2022-04-11T00:37:21.3Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,55,78,2022-04-11T00:37:22Z,3870000,,,0,,D. Theis REBOUND (Off:4 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,387.0,8.0,4.0,4.0,,,,,,,,,,,,
389,PT09M02.00S,2022-04-11T00:37:21.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628464,94.40999984741211,50.0,1610612738,55,78,2022-04-11T00:37:26Z,3880000,0.0,0.0,1,right,MISS D. Theis tip Layup,[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
390,PT09M02.00S,2022-04-11T00:37:21.6Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,55,78,2022-04-11T00:37:26Z,3890000,,,0,,K. Anderson REBOUND (Off:1 Def:5),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,389.0,6.0,5.0,1.0,,,,,,,,,,,,
391,PT08M55.00S,2022-04-11T00:37:28.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629723,28.728646517739815,72.30392156862744,1610612763,55,78,2022-04-11T00:37:33Z,3900000,-112.0,218.0,1,left,MISS J. Konchar 24' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,24.44,Missed,,,,,,,,,,,,,,,,
392,PT08M53.00S,2022-04-11T00:37:30.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,78,2022-04-11T00:37:33Z,3910000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,391.0,7.0,7.0,0.0,,,,,,,,,,,,
393,PT08M48.00S,2022-04-11T00:37:36.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,71.56701708278581,75.0,1610612738,55,78,2022-04-11T00:37:45Z,3920000,125.0,215.0,1,right,MISS J. Tatum 24' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,24.85,Missed,,,,,,,,,,,,,,,,
394,PT08M47.00S,2022-04-11T00:37:37.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,55,78,2022-04-11T00:37:45Z,3930000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,393.0,,,,,,,,,,,,,,,
395,PT08M47.00S,2022-04-11T00:37:40.5Z,3,REGULAR,foul,personal,[],1630214,,,1610612738,55,78,2022-04-11T00:37:46Z,3940000,,,0,,X. Tillman loose ball personal FOUL (3 PF),"[1630214, 1628464]",1610612763.0,MEM,loose ball,,,Tillman,X. Tillman,,,,,,,,,,,,,,201245.0,3.0,0.0,Theis,1628464.0,,,,,,,
397,PT08M37.00S,2022-04-11T00:38:05.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,92.06636005256242,45.09803921568628,1610612738,55,80,2022-04-11T00:38:11Z,3960000,-25.0,22.0,1,right,J. Brown driving finger roll Layup (14 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,,,,3.3,Made,,,,,,,,,,14.0,,,,,,
398,PT08M26.00S,2022-04-11T00:38:16.9Z,3,REGULAR,3pt,Jump Shot,[],1630533,26.231931668856767,80.14705882352942,1610612763,58,80,2022-04-11T00:46:26Z,3970000,-151.0,194.0,1,left,Z. Williams 24' 3PT step back (8 PTS) (K. Anderson 3 AST),"[1630533, 203937]",1610612763.0,MEM,step back,,,Williams,Z. Williams,,,,,,,,24.57,Made,,,,,,,,,,8.0,K. Anderson,203937.0,3.0,,,
400,PT08M14.00S,2022-04-11T00:38:28.9Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,58,80,2022-04-11T00:38:33Z,3990000,,,0,,J. Brown lost ball TURNOVER (3 TO),"[1627759, 203937]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,3.0,Anderson,203937.0,,,,,,,,,,,,,,,,,,
401,PT08M14.00S,2022-04-11T00:38:28.9Z,3,REGULAR,steal,,[],203937,,,1610612763,58,80,2022-04-11T00:38:31Z,4000000,,,0,,K. Anderson STEAL (3 STL),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT08M05.00S,2022-04-11T00:38:38.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629001,23.99802890932983,11.519607843137255,1610612763,58,80,2022-04-11T00:38:43Z,4010000,192.0,173.0,1,left,MISS D. Melton 25' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,25.88,Missed,,,,,,,,,,,,,,,,
403,PT08M01.00S,2022-04-11T00:38:42.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,80,2022-04-11T00:38:43Z,4020000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,402.0,8.0,8.0,0.0,,,,,,,,,,,,
404,PT07M46.00S,2022-04-11T00:38:56.6Z,3,REGULAR,3pt,Jump Shot,[],203935,69.59592641261499,25.49019607843137,1610612738,58,80,2022-04-11T00:39:01Z,4030000,-123.0,233.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,26.35,Missed,,,,,,,,,,,,,,,,
405,PT07M44.00S,2022-04-11T00:38:59.0Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,58,80,2022-04-11T00:38:59Z,4040000,,,0,,D. Theis REBOUND (Off:5 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,404.0,9.0,4.0,5.0,,,,,,,,,,,,
406,PT07M43.00S,2022-04-11T00:38:59.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628464,90.88370565045992,55.63725490196079,1610612738,58,82,2022-04-11T00:39:07Z,4050000,28.0,33.0,1,right,D. Theis putback DUNK (9 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,,,,4.36,Made,,,,,,,,,,9.0,,,,,,
407,PT07M27.00S,2022-04-11T00:39:15.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,11.777266754270697,61.76470588235294,1610612763,60,82,2022-04-11T00:39:20Z,4060000,-59.0,58.0,1,left,Z. Williams 8' driving floating Jump Shot (10 PTS),[1630533],1610612763.0,MEM,driving floating,,,Williams,Z. Williams,,,,,,,,8.27,Made,,,,,,,,,,10.0,,,,,,
408,PT07M11.00S,2022-04-11T00:39:31.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,76.42904073587385,12.254901960784313,1610612738,60,85,2022-04-11T00:39:36Z,4070000,-189.0,169.0,1,right,J. Tatum 25' 3PT  (29 PTS) (D. Theis 3 AST),"[1628369, 1628464]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,25.34,Made,,,,,,,,,,29.0,D. Theis,1628464.0,3.0,,,
410,PT06M55.00S,2022-04-11T00:39:50.1Z,3,REGULAR,turnover,out-of-bounds,[],1629723,,,1610612763,60,85,2022-04-11T00:39:57Z,4090000,,,0,,J. Konchar lost ball out-of-bounds TURNOVER (2 TO),[1629723],1610612763.0,MEM,lost ball,,,Konchar,J. Konchar,,,,,2.0,,,,,,,,,2530.0,,,,,,,,,,,
411,PT06M55.00S,2022-04-11T00:40:01.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,60,85,2022-04-11T00:40:01Z,4100000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M37.00S,2022-04-11T00:43:43.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628464,92.59198423127464,50.49019607843137,1610612738,60,85,2022-04-11T00:43:47Z,4110000,2.0,17.0,1,right,MISS D. Theis Layup - blocked,"[1628464, 203937]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,1.73,Missed,,,,,,,,,,,,,,,Anderson,203937.0
414,PT06M37.00S,2022-04-11T00:43:43.4Z,3,REGULAR,block,,[],203937,,,1610612738,60,85,2022-04-11T00:43:45Z,4120000,,,0,,K. Anderson BLOCK (2 BLK),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M34.00S,2022-04-11T00:43:46.4Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612763,60,85,2022-04-11T00:43:47Z,4130000,,,0,,D. Melton REBOUND (Off:1 Def:2),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,413.0,3.0,2.0,1.0,,,,,,,,,,,,
416,PT06M32.00S,2022-04-11T00:43:48.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630533,5.338370565045992,52.450980392156865,1610612763,62,85,2022-04-11T00:43:54Z,4140000,-12.0,-2.0,1,left,Z. Williams running DUNK (12 PTS) (D. Melton 3 AST),"[1630533, 1629001]",1610612763.0,MEM,running,,,Williams,Z. Williams,,,,,,,,1.25,Made,,,,,,,,,,12.0,D. Melton,1629001.0,3.0,,,
418,PT06M17.00S,2022-04-11T00:44:03.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.11760840998686,45.09803921568628,1610612738,62,87,2022-04-11T00:44:09Z,4160000,-25.0,12.0,1,right,J. Tatum cutting Layup (31 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,,,,2.74,Made,,,,,,,,,,31.0,M. Smart,203935.0,5.0,,,
420,PT06M11.00S,2022-04-11T00:44:08.8Z,3,REGULAR,3pt,Jump Shot,[],1629001,31.488173455978973,56.86274509803921,1610612763,62,87,2022-04-11T00:44:16Z,4180000,-34.0,243.0,1,left,MISS D. Melton 24' running pullup 3PT,[1629001],1610612763.0,MEM,running pullup,,,Melton,D. Melton,,,,,,,,24.59,Missed,,,,,,,,,,,,,,,,
421,PT06M07.00S,2022-04-11T00:44:12.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,62,87,2022-04-11T00:44:16Z,4190000,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,420.0,5.0,5.0,0.0,,,,,,,,,,,,
422,PT06M01.00S,2022-04-11T00:44:19.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.46057818659659,43.627450980392155,1610612738,62,89,2022-04-11T00:44:23Z,4200000,-32.0,18.0,1,right,J. Brown Layup (16 PTS) (M. Smart 6 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,3.68,Made,,,,,,,,,,16.0,M. Smart,203935.0,6.0,,,
424,PT05M45.00S,2022-04-11T00:44:34.9Z,3,REGULAR,3pt,Jump Shot,[],1630533,25.969119579500656,15.686274509803921,1610612763,65,89,2022-04-11T00:44:40Z,4220000,172.0,192.0,1,left,Z. Williams 25' 3PT  (15 PTS) (D. Melton 4 AST),"[1630533, 1629001]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,25.72,Made,,,,,,,,,,15.0,D. Melton,1629001.0,4.0,,,
426,PT05M28.00S,2022-04-11T00:44:52.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,91.14651773981603,56.86274509803921,1610612738,65,91,2022-04-11T00:44:58Z,4240000,34.0,31.0,1,right,J. Brown driving Layup (18 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,4.6,Made,,,,,,,,,,18.0,J. Tatum,1628369.0,3.0,,,
428,PT05M13.00S,2022-04-11T00:45:07.0Z,3,REGULAR,3pt,Jump Shot,[],1630533,17.95335085413929,7.107843137254902,1610612763,65,91,2022-04-11T00:45:12Z,4260000,214.0,116.0,1,left,MISS Z. Williams 24' step back 3PT,[1630533],1610612763.0,MEM,step back,,,Williams,Z. Williams,,,,,,,,24.4,Missed,,,,,,,,,,,,,,,,
429,PT05M09.00S,2022-04-11T00:45:11.0Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,65,91,2022-04-11T00:45:12Z,4270000,,,0,,A. Horford REBOUND (Off:0 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,428.0,6.0,6.0,0.0,,,,,,,,,,,,
430,PT05M01.00S,2022-04-11T00:45:19.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,87.72996057818659,56.86274509803921,1610612738,65,91,2022-04-11T00:55:58Z,4280000,34.0,63.0,1,right,MISS J. Brown 7' driving Layup - blocked,"[1627759, 1629001]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,7.16,Missed,,,,,,,,,,,,,,,Melton,1629001.0
431,PT05M01.00S,2022-04-11T00:45:19.1Z,3,REGULAR,block,,[],1629001,,,1610612738,65,91,2022-04-11T00:45:21Z,4290000,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M58.00S,2022-04-11T00:45:22.1Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612763,65,91,2022-04-11T00:45:23Z,4300000,,,0,,Z. Williams REBOUND (Off:1 Def:2),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,430.0,3.0,2.0,1.0,,,,,,,,,,,,
433,PT04M55.00S,2022-04-11T00:45:25.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630533,17.0335085413929,56.127450980392155,1610612763,65,91,2022-04-11T00:45:30Z,4310000,-31.0,108.0,1,left,MISS Z. Williams 11' driving floating Shot,[1630533],1610612763.0,MEM,driving floating,,,Williams,Z. Williams,,,,,,,,11.19,Missed,,,,,,,,,,,,,,,,
434,PT04M51.00S,2022-04-11T00:45:29.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,65,91,2022-04-11T00:45:30Z,4320000,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,433.0,9.0,9.0,0.0,,,,,,,,,,,,
435,PT04M48.00S,2022-04-11T00:45:32.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,91.40932982917214,3.431372549019608,1610612738,65,91,2022-04-11T00:45:38Z,4330000,-233.0,28.0,1,right,MISS J. Brown running 3PT,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,,23.45,Missed,,,,,,,,,,,,,,,,
436,PT04M43.00S,2022-04-11T00:45:37.6Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612763,65,91,2022-04-11T00:45:38Z,4340000,,,0,,J. Konchar REBOUND (Off:2 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,435.0,5.0,3.0,2.0,,,,,,,,,,,,
437,PT04M39.00S,2022-04-11T00:45:40.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630533,7.178055190538765,94.11764705882352,1610612763,65,91,2022-04-11T00:45:47Z,4350000,-221.0,15.0,1,left,MISS Z. Williams running 3PT,[1630533],1610612763.0,MEM,running,,,Williams,Z. Williams,,,,,,,,22.11,Missed,,,,,,,,,,,,,,,,
438,PT04M36.00S,2022-04-11T00:45:46.0Z,3,REGULAR,rebound,offensive,[],1629723,,,1610612763,65,91,2022-04-11T00:45:46Z,4360000,,,0,,J. Konchar REBOUND (Off:3 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,437.0,6.0,3.0,3.0,,,,,,,,,,,,
439,PT04M36.00S,2022-04-11T00:45:46.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1629723,5.590000152587891,50.0,1610612763,67,91,2022-04-11T00:45:50Z,4370000,0.0,0.0,1,left,J. Konchar tip Layup (13 PTS),[1629723],1610612763.0,MEM,tip,,,Konchar,J. Konchar,,,,,,,,0.0,Made,,,,,,,,,,13.0,,,,,,
440,PT04M36.00S,2022-04-11T00:45:52.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,67,91,2022-04-11T00:45:52Z,4380000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M36.00S,2022-04-11T00:48:17.5Z,3,REGULAR,substitution,out,[],1629001,,,1610612738,67,91,2022-04-11T00:49:00Z,4390000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M36.00S,2022-04-11T00:48:17.5Z,3,REGULAR,substitution,out,[],203937,,,1610612738,67,91,2022-04-11T00:49:00Z,4400000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M36.00S,2022-04-11T00:48:17.5Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,67,91,2022-04-11T00:49:00Z,4410000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M36.00S,2022-04-11T00:48:17.5Z,3,REGULAR,substitution,out,[],201143,,,1610612738,67,91,2022-04-11T00:49:00Z,4420000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
