actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
94,PT05M23.00S,2022-04-10T23:31:39.9Z,1,REGULAR,steal,,[],1630214,,,1610612763,12,18,2022-04-10T23:45:37Z,940000,,,0,,X. Tillman STEAL (2 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M16.00S,2022-04-10T23:31:46.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203937,86.02168199737189,47.794117647058826,1610612763,14,18,2022-04-10T23:31:55Z,950000,-11.0,79.0,1,right,K. Anderson 7' driving floating Jump Shot (6 PTS) (J. Konchar 2 AST),"[203937, 1629723]",1610612763.0,MEM,driving floating,,,Anderson,K. Anderson,,,,,,,,7.97,Made,,,,,,,,,,6.0,J. Konchar,1629723.0,2.0,,,
97,PT05M00.00S,2022-04-10T23:32:02.2Z,1,REGULAR,3pt,Jump Shot,[],203935,9.017739816031538,95.58823529411765,1610612738,14,18,2022-04-10T23:32:06Z,970000,-228.0,32.0,1,left,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,23.02,Missed,,,,,,,,,,,,,,,,
98,PT04M57.00S,2022-04-10T23:32:05.2Z,1,REGULAR,rebound,defensive,[],1629633,,,1610612763,14,18,2022-04-10T23:32:06Z,980000,,,0,,J. Culver REBOUND (Off:0 Def:1),[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,
99,PT04M52.00S,2022-04-10T23:32:10.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630214,77.7431011826544,10.53921568627451,1610612763,14,18,2022-04-10T23:32:16Z,990000,-197.0,157.0,1,right,MISS X. Tillman 25' 3PT,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,25.2,Missed,,,,,,,,,,,,,,,,
100,PT04M48.00S,2022-04-10T23:32:14.6Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,14,18,2022-04-10T23:32:16Z,1000000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,99.0,3.0,3.0,0.0,,,,,,,,,,,,
101,PT04M41.00S,2022-04-10T23:32:24.8Z,1,REGULAR,foul,personal,['2freethrow'],1629633,,,1610612738,14,18,2022-04-10T23:32:35Z,1010000,,,0,,J. Culver shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629633, 1628369]",1610612763.0,MEM,shooting,,,Culver,J. Culver,,,,,,,,,,,,,,201245.0,1.0,0.0,Tatum,1628369.0,,,,,,,
103,PT04M41.00S,2022-04-10T23:32:48.6Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,14,19,2022-04-10T23:32:48Z,1030000,,,0,,J. Tatum Free Throw 1 of 2 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,,,,,,10.0,,,,,,
104,PT04M41.00S,2022-04-10T23:32:49.7Z,1,REGULAR,substitution,out,[],203937,,,1610612738,14,19,2022-04-10T23:32:52Z,1040000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M41.00S,2022-04-10T23:32:49.7Z,1,REGULAR,substitution,in,[],1630583,,,1610612738,14,19,2022-04-10T23:32:52Z,1050000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M41.00S,2022-04-10T23:32:49.7Z,1,REGULAR,substitution,out,[],201143,,,1610612738,14,19,2022-04-10T23:33:10Z,1060000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M41.00S,2022-04-10T23:32:49.7Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,14,19,2022-04-10T23:33:10Z,1070000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M41.00S,2022-04-10T23:33:21.1Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,14,20,2022-04-10T23:33:21Z,1080000,,,0,,J. Tatum Free Throw 2 of 2 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,,,,,,11.0,,,,,,
109,PT04M28.00S,2022-04-10T23:33:40.5Z,1,REGULAR,foul,personal,[],203935,,,1610612763,14,20,2022-04-10T23:33:46Z,1090000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1629633]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,2882.0,1.0,0.0,Culver,1629633.0,,,,,,,
111,PT04M24.00S,2022-04-10T23:34:03.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630214,86.15308804204993,46.81372549019608,1610612763,14,20,2022-04-10T23:34:08Z,1110000,-16.0,78.0,1,right,MISS X. Tillman 7' turnaround Hook,[1630214],1610612763.0,MEM,turnaround,,,Tillman,X. Tillman,,,,,,,,7.93,Missed,,,,,,,,,,,,,,,,
112,PT04M21.00S,2022-04-10T23:34:06.0Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,14,20,2022-04-10T23:34:08Z,1120000,,,0,,D. Theis REBOUND (Off:1 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,111.0,5.0,4.0,1.0,,,,,,,,,,,,
113,PT04M15.00S,2022-04-10T23:34:12.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,26.363337713534822,79.16666666666666,1610612738,14,23,2022-04-10T23:34:17Z,1130000,-146.0,195.0,1,left,J. Tatum 24' 3PT pullup (14 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,24.37,Made,,,,,,,,,,14.0,,,,,,
114,PT04M04.00S,2022-04-10T23:34:22.3Z,1,REGULAR,2pt,Jump Shot,[],1630533,76.82325886990802,61.51960784313726,1610612763,14,23,2022-04-10T23:34:27Z,1140000,58.0,165.0,1,right,MISS Z. Williams 17' pullup Shot,[1630533],1610612763.0,MEM,pullup,,,Williams,Z. Williams,,,,,,,,17.51,Missed,,,,,,,,,,,,,,,,
115,PT04M01.00S,2022-04-10T23:34:25.9Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612763,14,23,2022-04-10T23:34:25Z,1150000,,,0,,J. Konchar REBOUND (Off:1 Def:0),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,114.0,1.0,0.0,1.0,,,,,,,,,,,,
116,PT04M01.00S,2022-04-10T23:34:29.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,14,23,2022-04-10T23:34:29Z,1160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M01.00S,2022-04-10T23:34:32.2Z,1,REGULAR,substitution,out,[],1630214,,,1610612763,14,23,2022-04-10T23:34:37Z,1170000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M01.00S,2022-04-10T23:34:32.2Z,1,REGULAR,substitution,in,[],1630582,,,1610612763,14,23,2022-04-10T23:34:37Z,1180000,,,0,,SUB in: Y. Pons,[1630582],1610612763.0,MEM,,,,Pons,Y. Pons,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M59.00S,2022-04-10T23:34:54.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630583,66.83639947437582,39.950980392156865,1610612763,17,23,2022-04-10T23:34:59Z,1200000,-50.0,259.0,1,right,S. Aldama 26' 3PT  (3 PTS) (J. Konchar 3 AST),"[1630583, 1629723]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,26.4,Made,,,,,,,,,,3.0,J. Konchar,1629723.0,3.0,,,
122,PT03M35.00S,2022-04-10T23:35:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,13.354139290407357,42.8921568627451,1610612738,17,25,2022-04-10T23:35:23Z,1220000,36.0,73.0,1,left,D. White 8' driving floating Jump Shot (2 PTS),[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,,,,8.12,Made,,,,,,,,,,2.0,,,,,,
123,PT03M16.00S,2022-04-10T23:35:36.5Z,1,REGULAR,2pt,Jump Shot,[],1630533,77.87450722733246,38.23529411764706,1610612763,17,25,2022-04-10T23:35:41Z,1230000,-59.0,155.0,1,right,MISS Z. Williams 16' step back Shot - blocked,"[1630533, 1629684]",1610612763.0,MEM,step back,,,Williams,Z. Williams,,,,,,,,16.62,Missed,,,,,,,,,,,,,,,Williams,1629684.0
124,PT03M16.00S,2022-04-10T23:35:36.5Z,1,REGULAR,block,,[],1629684,,,1610612763,17,25,2022-04-10T23:35:38Z,1240000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M13.00S,2022-04-10T23:35:39.5Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,17,25,2022-04-10T23:35:41Z,1250000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,
126,PT02M54.00S,2022-04-10T23:35:58.3Z,1,REGULAR,3pt,Jump Shot,[],1629684,6.258212877792378,4.166666666666666,1610612738,17,25,2022-04-10T23:36:05Z,1260000,229.0,6.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,22.93,Missed,,,,,,,,,,,,,,,,
127,PT02M52.00S,2022-04-10T23:36:00.3Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612738,17,25,2022-04-10T23:36:05Z,1270000,,,0,,D. Theis REBOUND (Off:2 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,126.0,6.0,4.0,2.0,,,,,,,,,,,,
128,PT02M52.00S,2022-04-10T23:36:04.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628464,5.590000152587891,50.0,1610612738,17,27,2022-04-10T23:36:04Z,1280000,0.0,0.0,1,left,D. Theis putback Layup (4 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,,,,0.0,Made,,,,,,,,,,4.0,,,,,,
129,PT02M52.00S,2022-04-10T23:36:09.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,17,27,2022-04-10T23:36:09Z,1290000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M52.00S,2022-04-10T23:38:57.0Z,1,REGULAR,substitution,out,[],1628369,,,1610612763,17,27,2022-04-10T23:39:19Z,1300000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M52.00S,2022-04-10T23:38:57.0Z,1,REGULAR,substitution,in,[],1630174,,,1610612763,17,27,2022-04-10T23:39:19Z,1310000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M33.00S,2022-04-10T23:39:42.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629723,92.19776609724047,46.32352941176471,1610612763,19,27,2022-04-10T23:39:47Z,1320000,-18.0,21.0,1,right,J. Konchar cutting DUNK (4 PTS) (S. Aldama 1 AST),"[1629723, 1630583]",1610612763.0,MEM,cutting,,,Konchar,J. Konchar,,,,,,,,2.78,Made,,,,,,,,,,4.0,S. Aldama,1630583.0,1.0,,,
134,PT02M20.00S,2022-04-10T23:39:59.1Z,1,REGULAR,foul,personal,[],1630582,,,1610612738,19,27,2022-04-10T23:40:06Z,1340000,,,0,,Y. Pons personal FOUL (1 PF),"[1630582, 1628401]",1610612763.0,MEM,,,,Pons,Y. Pons,,,,,,,,,,,,,,2882.0,1.0,0.0,White,1628401.0,,,,,,,
136,PT02M08.00S,2022-04-10T23:40:28.6Z,1,REGULAR,3pt,Jump Shot,[],1629684,25.837713534822605,15.931372549019606,1610612738,19,27,2022-04-10T23:40:34Z,1360000,170.0,190.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,25.54,Missed,,,,,,,,,,,,,,,,
137,PT02M02.00S,2022-04-10T23:40:34.6Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612738,19,27,2022-04-10T23:40:34Z,1370000,,,0,,D. Theis REBOUND (Off:3 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,136.0,7.0,4.0,3.0,,,,,,,,,,,,
138,PT02M01.00S,2022-04-10T23:40:35.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203935,31.488173455978973,53.92156862745098,1610612738,19,27,2022-04-10T23:40:40Z,1380000,-20.0,243.0,1,left,MISS M. Smart 24' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,24.43,Missed,,,,,,,,,,,,,,,,
139,PT01M57.00S,2022-04-10T23:40:39.2Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,19,27,2022-04-10T23:40:40Z,1390000,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,138.0,2.0,1.0,1.0,,,,,,,,,,,,
140,PT01M47.00S,2022-04-10T23:40:52.1Z,1,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612763,19,27,2022-04-10T23:41:17Z,1400000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Konchar 2 FT),"[1630174, 1629723]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,2882.0,1.0,0.0,Konchar,1629723.0,,,,,,,
142,PT01M47.00S,2022-04-10T23:41:17.9Z,1,REGULAR,freethrow,1 of 2,[],1629723,,,1610612763,20,27,2022-04-10T23:41:17Z,1420000,,,0,,J. Konchar Free Throw 1 of 2 (5 PTS),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,Made,,,,,,,,,,5.0,,,,,,
143,PT01M47.00S,2022-04-10T23:41:18.5Z,1,REGULAR,substitution,out,[],1630533,,,1610612763,20,27,2022-04-10T23:41:26Z,1430000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M47.00S,2022-04-10T23:41:18.5Z,1,REGULAR,substitution,out,[],1628464,,,1610612763,20,27,2022-04-10T23:41:26Z,1440000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M47.00S,2022-04-10T23:41:18.5Z,1,REGULAR,substitution,out,[],203935,,,1610612763,20,27,2022-04-10T23:41:26Z,1450000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M47.00S,2022-04-10T23:41:18.5Z,1,REGULAR,substitution,in,[],203937,,,1610612763,20,27,2022-04-10T23:41:26Z,1460000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M47.00S,2022-04-10T23:41:18.5Z,1,REGULAR,substitution,in,[],1630202,,,1610612763,20,27,2022-04-10T23:41:26Z,1470000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M47.00S,2022-04-10T23:41:18.5Z,1,REGULAR,substitution,in,[],201143,,,1610612763,20,27,2022-04-10T23:41:26Z,1480000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M47.00S,2022-04-10T23:41:33.9Z,1,REGULAR,freethrow,2 of 2,[],1629723,,,1610612763,21,27,2022-04-10T23:41:33Z,1490000,,,0,,J. Konchar Free Throw 2 of 2 (6 PTS),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,Made,,,,,,,,,,6.0,,,,,,
150,PT01M29.00S,2022-04-10T23:41:54.2Z,1,REGULAR,3pt,Jump Shot,[],1630202,24.917871222076215,83.33333333333334,1610612738,21,30,2022-04-10T23:41:58Z,1500000,-167.0,182.0,1,left,P. Pritchard 24' 3PT  (3 PTS) (G. Williams 1 AST),"[1630202, 1629684]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,24.66,Made,,,,,,,,,,3.0,G. Williams,1629684.0,1.0,,,
152,PT01M14.00S,2022-04-10T23:42:09.0Z,1,REGULAR,3pt,Jump Shot,[],1630582,89.30683311432325,94.11764705882352,1610612763,21,30,2022-04-10T23:42:13Z,1520000,221.0,48.0,1,right,MISS Y. Pons 3PT,[1630582],1610612763.0,MEM,,,,Pons,Y. Pons,,,,,,,,22.58,Missed,,,,,,,,,,,,,,,,
153,PT01M11.00S,2022-04-10T23:42:12.0Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612738,21,30,2022-04-10T23:42:13Z,1530000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,
154,PT01M03.00S,2022-04-10T23:42:20.6Z,1,REGULAR,3pt,Jump Shot,[],1630202,32.40801576872536,46.32352941176471,1610612738,21,30,2022-04-10T23:42:24Z,1540000,18.0,252.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,25.28,Missed,,,,,,,,,,,,,,,,
155,PT01M00.00S,2022-04-10T23:42:23.6Z,1,REGULAR,rebound,defensive,[],1630582,,,1610612763,21,30,2022-04-10T23:42:24Z,1550000,,,0,,Y. Pons REBOUND (Off:0 Def:1),[1630582],1610612763.0,MEM,,,,Pons,Y. Pons,,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,
156,PT00M49.80S,2022-04-10T23:42:33.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203937,89.30683311432325,58.333333333333336,1610612763,23,30,2022-04-10T23:42:39Z,1560000,42.0,48.0,1,right,K. Anderson 6' turnaround Hook (8 PTS) (J. Konchar 4 AST),"[203937, 1629723]",1610612763.0,MEM,turnaround,,,Anderson,K. Anderson,,,,,,,,6.36,Made,,,,,,,,,,8.0,J. Konchar,1629723.0,4.0,,,
158,PT00M38.60S,2022-04-10T23:42:48.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201143,7.30946123521682,41.17647058823529,1610612738,23,32,2022-04-10T23:42:54Z,1580000,44.0,16.0,1,left,A. Horford turnaround bank Hook (4 PTS) (D. White 2 AST),"[201143, 1628401]",1610612738.0,BOS,turnaround bank,,,Horford,A. Horford,,,,,,,,4.7,Made,,,,,,,,,,4.0,D. White,1628401.0,2.0,,,
160,PT00M32.50S,2022-04-10T23:42:59.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629633,87.72996057818659,37.5,1610612763,23,32,2022-04-10T23:43:05Z,1600000,-62.0,63.0,1,right,MISS J. Culver 8' driving floating Shot,[1629633],1610612763.0,MEM,driving floating,,,Culver,J. Culver,,,,,,,,8.86,Missed,,,,,,,,,,,,,,,,
161,PT00M30.10S,2022-04-10T23:43:04.2Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,23,32,2022-04-10T23:43:04Z,1610000,,,0,,S. Aldama REBOUND (Off:1 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,160.0,1.0,0.0,1.0,,,,,,,,,,,,
162,PT00M30.10S,2022-04-10T23:43:04.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630583,94.40999984741211,50.0,1610612763,23,32,2022-04-10T23:43:12Z,1620000,0.0,0.0,1,right,MISS S. Aldama tip Layup,[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
163,PT00M30.10S,2022-04-10T23:43:04.2Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,23,32,2022-04-10T23:43:12Z,1630000,,,0,,S. Aldama REBOUND (Off:2 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,162.0,2.0,0.0,2.0,,,,,,,,,,,,
164,PT00M30.10S,2022-04-10T23:43:05.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630583,94.40999984741211,50.0,1610612763,25,32,2022-04-10T23:43:05Z,1640000,0.0,0.0,1,right,S. Aldama tip Layup (5 PTS),[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,,,,0.0,Made,,,,,,,,,,5.0,,,,,,
165,PT00M10.00S,2022-04-10T23:43:27.3Z,1,REGULAR,3pt,Jump Shot,[],1630202,27.677398160315374,77.69607843137256,1610612738,25,32,2022-04-10T23:43:31Z,1650000,-138.0,208.0,1,left,MISS P. Pritchard 24' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,24.96,Missed,,,,,,,,,,,,,,,,
166,PT00M06.40S,2022-04-10T23:43:30.7Z,1,REGULAR,rebound,defensive,[],1630582,,,1610612763,25,32,2022-04-10T23:43:30Z,1660000,,,0,,Y. Pons REBOUND (Off:0 Def:2),[1630582],1610612763.0,MEM,,,,Pons,Y. Pons,,,,,,,,,,165.0,2.0,2.0,0.0,,,,,,,,,,,,
167,PT00M00.00S,2022-04-10T23:43:40.5Z,1,REGULAR,period,end,[],0,,,1610612763,25,32,2022-04-10T23:43:40Z,1670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-04-10T23:46:34.6Z,2,REGULAR,substitution,out,['startperiod'],1629723,,,1610612763,25,32,2022-04-10T23:47:14Z,1680000,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-04-10T23:46:34.6Z,2,REGULAR,substitution,out,['startperiod'],1628401,,,1610612763,25,32,2022-04-10T23:47:14Z,1690000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-04-10T23:46:34.6Z,2,REGULAR,substitution,in,['startperiod'],1629001,,,1610612763,25,32,2022-04-10T23:47:14Z,1700000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-04-10T23:46:34.6Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612763,25,32,2022-04-10T23:47:14Z,1710000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-04-10T23:47:21.5Z,2,REGULAR,period,start,[],0,,,1610612763,25,32,2022-04-10T23:47:21Z,1720000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M52.00S,2022-04-10T23:47:28.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630582,90.88370565045992,59.31372549019608,1610612763,25,32,2022-04-10T23:47:33Z,1730000,47.0,33.0,1,right,MISS Y. Pons driving floating Shot,[1630582],1610612763.0,MEM,driving floating,,,Pons,Y. Pons,,,,,,,,5.72,Missed,,,,,,,,,,,,,,,,
174,PT11M50.00S,2022-04-10T23:47:30.4Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,25,32,2022-04-10T23:47:33Z,1740000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,173.0,2.0,2.0,0.0,,,,,,,,,,,,
175,PT11M41.00S,2022-04-10T23:47:39.6Z,2,REGULAR,turnover,bad pass,[],1629684,,,1610612738,25,32,2022-04-10T23:47:43Z,1750000,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 1630583]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,1.0,Aldama,1630583.0,,,,,,,,,,,,,,,,,,
176,PT11M41.00S,2022-04-10T23:47:39.6Z,2,REGULAR,steal,,[],1630583,,,1610612763,25,32,2022-04-10T23:47:41Z,1760000,,,0,,S. Aldama STEAL (1 STL),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M32.00S,2022-04-10T23:47:48.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629633,89.17542706964521,42.64705882352941,1610612763,25,32,2022-04-10T23:47:53Z,1770000,-37.0,49.0,1,right,MISS J. Culver 6' driving floating Shot,[1629633],1610612763.0,MEM,driving floating,,,Culver,J. Culver,,,,,,,,6.15,Missed,,,,,,,,,,,,,,,,
178,PT11M28.00S,2022-04-10T23:47:52.1Z,2,REGULAR,rebound,offensive,[],1630583,,,1610612763,25,32,2022-04-10T23:47:53Z,1780000,,,0,,S. Aldama REBOUND (Off:3 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,177.0,3.0,0.0,3.0,,,,,,,,,,,,
179,PT11M28.00S,2022-04-10T23:47:51.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630583,94.40999984741211,50.0,1610612763,25,32,2022-04-10T23:47:51Z,1790000,0.0,0.0,1,right,MISS S. Aldama tip Layup,[1630583],1610612763.0,MEM,tip,,,Aldama,S. Aldama,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
180,PT11M27.00S,2022-04-10T23:47:52.9Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,25,32,2022-04-10T23:47:52Z,1800000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,179.0,1.0,1.0,0.0,,,,,,,,,,,,
