actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
92,PT05M37.00S,2025-12-30T00:25:13.6Z,1,REGULAR,foul,personal,[],1628970,,,1610612749,12,16,2025-12-30T00:25:20Z,920000,False,,,0,,M. Bridges personal FOUL (1 PF),"[1628970, 1626167]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1151.0,1.0,0.0,Turner,1626167.0,,,
94,PT05M37.00S,2025-12-30T00:25:19.9Z,1,REGULAR,substitution,out,[],1631217,,,1610612749,12,16,2025-12-30T00:25:22Z,940000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M37.00S,2025-12-30T00:25:19.9Z,1,REGULAR,substitution,in,[],1641790,,,1610612749,12,16,2025-12-30T00:25:22Z,950000,False,,,0,,SUB in: P. Hall,[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M22.00S,2025-12-30T00:26:00.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,7.703679369250986,50.245098039215684,1610612749,12,16,2025-12-30T00:26:06Z,970000,False,-1.0,20.0,1,left,MISS M. Turner cutting DUNK,[1626167],1610612749.0,MIL,cutting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,,
98,PT05M20.00S,2025-12-30T00:26:02.8Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,12,16,2025-12-30T00:26:02Z,980000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,97.0,,,3.0,3.0,0.0,,,,,,,,,,,,
99,PT05M18.00S,2025-12-30T00:26:05.4Z,1,REGULAR,turnover,bad pass,[],1641790,,,1610612766,12,16,2025-12-30T00:26:10Z,990000,False,,,0,,P. Hall bad pass TURNOVER (1 TO),"[1641790, 1629018]",1610612766.0,CHA,,,,Hall,P. Hall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Trent Jr.,1629018.0
100,PT05M18.00S,2025-12-30T00:26:05.4Z,1,REGULAR,steal,,[],1629018,,,1610612749,12,16,2025-12-30T00:26:07Z,1000000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
101,PT05M11.00S,2025-12-30T00:26:11.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629018,28.991458607095925,24.754901960784316,1610612749,12,19,2025-12-30T00:35:21Z,1010000,False,126.0,220.0,1,left,G. Trent Jr. 25' 3PT running pullup (3 PTS),[1629018],1610612749.0,MIL,running pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,25.36,Made,,,,,,,3.0,,,,,,,,,,,
103,PT04M54.00S,2025-12-30T00:26:35.5Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,12,19,2025-12-30T00:26:52Z,1030000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M54.00S,2025-12-30T00:26:35.5Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,12,19,2025-12-30T00:26:52Z,1040000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M54.00S,2025-12-30T00:26:35.5Z,1,REGULAR,substitution,out,[],1631260,,,1610612766,12,19,2025-12-30T00:26:52Z,1050000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M54.00S,2025-12-30T00:26:35.5Z,1,REGULAR,substitution,in,[],1629012,,,1610612766,12,19,2025-12-30T00:26:52Z,1060000,False,,,0,,SUB in: C. Sexton,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M54.00S,2025-12-30T00:26:35.5Z,1,REGULAR,substitution,in,[],1642275,,,1610612766,12,19,2025-12-30T00:26:52Z,1070000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M54.00S,2025-12-30T00:26:35.5Z,1,REGULAR,substitution,in,[],1626171,,,1610612766,12,19,2025-12-30T00:26:52Z,1080000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M50.00S,2025-12-30T00:27:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,92.06636005256242,48.03921568627451,1610612766,14,19,2025-12-30T00:27:06Z,1090000,False,-10.0,22.0,1,right,J. Green cutting Layup (2 PTS) (C. Sexton 1 AST),"[1630182, 1629012]",1610612766.0,CHA,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.42,Made,,,,,,,2.0,C. Sexton,1629012.0,1.0,,,,,,,,
111,PT04M33.00S,2025-12-30T00:27:25.2Z,1,REGULAR,3pt,Jump Shot,[],1631157,31.488173455978973,37.00980392156863,1610612749,14,19,2025-12-30T00:27:31Z,1110000,False,65.0,243.0,1,left,MISS R. Rollins 25' step back 3PT,[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,25.2,Missed,,,,,,,,,,,,,,,,,,
112,PT04M31.00S,2025-12-30T00:27:27.4Z,1,REGULAR,rebound,defensive,[],1642275,,,1610612766,14,19,2025-12-30T00:27:27Z,1120000,False,,,0,,T. Salaün REBOUND (Off:0 Def:1),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Center,,,111.0,,,1.0,1.0,0.0,,,,,,,,,,,,
113,PT04M20.00S,2025-12-30T00:27:38.8Z,1,REGULAR,turnover,bad pass,[],1642275,,,1610612766,14,19,2025-12-30T00:27:45Z,1130000,False,,,0,,T. Salaün bad pass TURNOVER (1 TO),"[1642275, 1631157]",1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Rollins,1631157.0
114,PT04M20.00S,2025-12-30T00:27:38.8Z,1,REGULAR,steal,,[],1631157,,,1610612749,14,19,2025-12-30T00:27:41Z,1140000,False,,,0,,R. Rollins STEAL (1 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
115,PT04M16.00S,2025-12-30T00:27:45.4Z,1,REGULAR,turnover,out-of-bounds,[],1631157,,,1610612749,14,19,2025-12-30T00:27:50Z,1150000,False,,,0,,R. Rollins bad pass out-of-bounds TURNOVER (2 TO),[1631157],1610612749.0,MIL,bad pass,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2004.0,,,,,2.0,,
116,PT04M01.00S,2025-12-30T00:28:07.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641790,92.32917214191852,50.49019607843137,1610612766,16,19,2025-12-30T00:37:07Z,1160000,False,2.0,20.0,1,right,P. Hall cutting DUNK (2 PTS) (C. Sexton 2 AST),"[1641790, 1629012]",1610612766.0,CHA,cutting,,,Hall,P. Hall,,,,,Restricted Area,0-8 Center,1.98,Made,,,,,,,2.0,C. Sexton,1629012.0,2.0,,,,,,,,
118,PT03M45.00S,2025-12-30T00:28:31.2Z,1,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612749,16,19,2025-12-30T00:28:45Z,1180000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Portis 2 FT),"[1630182, 1626171]",1610612766.0,CHA,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1201.0,1.0,0.0,Portis,1626171.0,,,
120,PT03M45.00S,2025-12-30T00:28:51.8Z,1,REGULAR,freethrow,1 of 2,[],1626171,,,1610612749,16,20,2025-12-30T00:28:51Z,1200000,False,,,0,,B. Portis Free Throw 1 of 2 (1 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
121,PT03M45.00S,2025-12-30T00:28:55.1Z,1,REGULAR,substitution,out,[],1630182,,,1610612749,16,20,2025-12-30T00:28:57Z,1210000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M45.00S,2025-12-30T00:28:55.1Z,1,REGULAR,substitution,in,[],1641706,,,1610612749,16,20,2025-12-30T00:28:57Z,1220000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M45.00S,2025-12-30T00:29:11.9Z,1,REGULAR,freethrow,2 of 2,[],1626171,,,1610612749,16,21,2025-12-30T00:29:11Z,1230000,False,,,0,,B. Portis Free Throw 2 of 2 (2 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
124,PT03M27.00S,2025-12-30T00:29:30.6Z,1,REGULAR,3pt,Jump Shot,[],1642275,91.27792378449409,95.34313725490196,1610612766,19,21,2025-12-30T00:29:37Z,1240000,False,227.0,29.0,1,right,T. Salaün 3PT  (3 PTS) (B. Miller 2 AST),"[1642275, 1641706]",1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Right Corner 3,24+ Right,22.86,Made,,,,,,,3.0,B. Miller,1641706.0,2.0,,,,,,,,
126,PT03M11.00S,2025-12-30T00:29:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,6.915243101182654,52.94117647058824,1610612749,19,21,2025-12-30T00:29:51Z,1260000,False,-15.0,13.0,1,left,MISS R. Rollins driving Layup,[1631157],1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
127,PT03M09.00S,2025-12-30T00:29:49.4Z,1,REGULAR,rebound,defensive,[],1642275,,,1610612766,19,21,2025-12-30T00:29:51Z,1270000,False,,,0,,T. Salaün REBOUND (Off:0 Def:2),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Restricted Area,0-8 Center,,,126.0,,,2.0,2.0,0.0,,,,,,,,,,,,
128,PT03M03.00S,2025-12-30T00:29:55.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629012,88.51839684625493,57.107843137254896,1610612766,21,21,2025-12-30T02:27:14Z,1280000,False,36.0,55.0,1,right,C. Sexton 6' driving floating Jump Shot (2 PTS),[1629012],1610612766.0,CHA,driving floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,6.58,Made,,,,,,,2.0,,,,,,,,,,,
129,PT02M46.00S,2025-12-30T00:30:33.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628398,6.1268068331143235,48.77450980392157,1610612749,21,23,2025-12-30T00:30:37Z,1290000,False,6.0,5.0,1,left,K. Kuzma DUNK (2 PTS) (B. Portis 1 AST),"[1628398, 1626171]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,2.0,B. Portis,1626171.0,1.0,,,,,,,,
131,PT02M32.00S,2025-12-30T00:30:49.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,91.80354796320631,55.63725490196079,1610612766,21,23,2025-12-30T00:30:54Z,1310000,False,28.0,25.0,1,right,MISS C. Sexton driving Layup - blocked,"[1629012, 1626167]",1610612766.0,CHA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.74,Missed,,Turner,1626167.0,,,,,,,,,,,,,,,
132,PT02M32.00S,2025-12-30T00:30:49.3Z,1,REGULAR,block,,[],1626167,,,1610612766,21,23,2025-12-30T00:30:52Z,1320000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT02M32.00S,2025-12-30T00:30:49.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,21,23,2025-12-30T00:30:54Z,1330000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,131.0,,,,,,,,,,,,,,,,,
135,PT02M32.00S,2025-12-30T00:31:01.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,21,23,2025-12-30T00:31:01Z,1350000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M32.00S,2025-12-30T00:31:02.2Z,1,REGULAR,substitution,out,[],1630544,,,1610612766,21,23,2025-12-30T00:33:45Z,1360000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M32.00S,2025-12-30T00:31:02.2Z,1,REGULAR,substitution,out,[],1626167,,,1610612766,21,23,2025-12-30T00:33:45Z,1370000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M32.00S,2025-12-30T00:31:02.2Z,1,REGULAR,substitution,out,[],1631157,,,1610612766,21,23,2025-12-30T00:33:45Z,1380000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M32.00S,2025-12-30T00:31:02.2Z,1,REGULAR,substitution,in,[],1642883,,,1610612766,21,23,2025-12-30T00:33:45Z,1390000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M32.00S,2025-12-30T00:31:02.2Z,1,REGULAR,substitution,in,[],1630579,,,1610612766,21,23,2025-12-30T00:33:45Z,1400000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M32.00S,2025-12-30T00:31:02.2Z,1,REGULAR,substitution,in,[],1629645,,,1610612766,21,23,2025-12-30T00:33:45Z,1410000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M24.00S,2025-12-30T00:34:07.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1641706,87.72996057818659,77.20588235294117,1610612766,23,23,2025-12-30T00:34:12Z,1420000,False,136.0,63.0,1,right,B. Miller 14' fadeaway Jump Shot (3 PTS),[1641706],1610612766.0,CHA,fadeaway,,,Miller,B. Miller,,,,,Mid-Range,8-16 Right,14.98,Made,,,,,,,3.0,,,,,,,,,,,
144,PT02M07.00S,2025-12-30T00:34:24.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,12.565703022339028,49.754901960784316,1610612749,23,23,2025-12-30T00:34:27Z,1440000,False,1.0,66.0,1,left,MISS B. Portis 6' Hook,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,6.56,Missed,,,,,,,,,,,,,,,,,,
145,PT02M05.00S,2025-12-30T00:34:26.5Z,1,REGULAR,rebound,defensive,[],1642275,,,1610612766,23,23,2025-12-30T00:34:27Z,1450000,False,,,0,,T. Salaün REBOUND (Off:0 Def:3),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),0-8 Center,,,144.0,,,3.0,3.0,0.0,,,,,,,,,,,,
146,PT01M58.00S,2025-12-30T00:34:34.1Z,1,REGULAR,turnover,bad pass,[],1629012,,,1610612766,23,23,2025-12-30T00:34:39Z,1460000,False,,,0,,C. Sexton bad pass TURNOVER (1 TO),"[1629012, 1628398]",1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Kuzma,1628398.0
147,PT01M58.00S,2025-12-30T00:34:34.1Z,1,REGULAR,steal,,[],1628398,,,1610612749,23,23,2025-12-30T00:35:21Z,1470000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
148,PT01M52.00S,2025-12-30T00:34:40.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629645,32.40801576872536,41.66666666666667,1610612749,23,23,2025-12-30T00:42:52Z,1480000,False,42.0,252.0,1,left,MISS K. Porter Jr. 25' running pullup 3PT,[1629645],1610612749.0,MIL,running pullup,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,25.55,Missed,,,,,,,,,,,,,,,,,,
149,PT01M47.00S,2025-12-30T00:34:45.2Z,1,REGULAR,rebound,defensive,[],1642275,,,1610612766,23,23,2025-12-30T00:34:45Z,1490000,False,,,0,,T. Salaün REBOUND (Off:0 Def:4),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Center,,,148.0,,,4.0,4.0,0.0,,,,,,,,,,,,
150,PT01M43.00S,2025-12-30T00:34:50.2Z,1,REGULAR,foul,personal,['3freethrow'],1626171,,,1610612766,23,23,2025-12-30T00:35:05Z,1500000,False,,,0,,B. Portis shooting personal FOUL (1 PF) (Miller 3 FT),"[1626171, 1641706]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2004.0,1.0,0.0,Miller,1641706.0,,,
152,PT01M43.00S,2025-12-30T00:35:19.9Z,1,REGULAR,freethrow,1 of 3,['fastbreak'],1641706,,,1610612766,24,23,2025-12-30T00:35:19Z,1520000,False,,,0,,B. Miller Free Throw 1 of 3 (4 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
153,PT01M43.00S,2025-12-30T00:35:30.3Z,1,REGULAR,freethrow,2 of 3,['fastbreak'],1641706,,,1610612766,25,23,2025-12-30T00:35:30Z,1530000,False,,,0,,B. Miller Free Throw 2 of 3 (5 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
154,PT01M43.00S,2025-12-30T00:35:53.0Z,1,REGULAR,freethrow,3 of 3,['fastbreak'],1641706,,,1610612766,26,23,2025-12-30T00:35:53Z,1540000,False,,,0,,B. Miller Free Throw 3 of 3 (6 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
155,PT01M20.00S,2025-12-30T00:36:16.3Z,1,REGULAR,3pt,Jump Shot,[],1628398,9.280551905387648,94.6078431372549,1610612749,26,23,2025-12-30T00:36:22Z,1550000,False,-223.0,35.0,1,left,MISS K. Kuzma 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,22.57,Missed,,,,,,,,,,,,,,,,,,
156,PT01M18.00S,2025-12-30T00:36:18.3Z,1,REGULAR,rebound,defensive,[],1642275,,,1610612766,26,23,2025-12-30T00:36:22Z,1560000,False,,,0,,T. Salaün REBOUND (Off:0 Def:5),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Left Corner 3,24+ Left,,,155.0,,,5.0,5.0,0.0,,,,,,,,,,,,
157,PT01M12.00S,2025-12-30T00:36:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,89.30683311432325,63.970588235294116,1610612766,26,23,2025-12-30T00:36:28Z,1570000,False,70.0,48.0,1,right,MISS C. Sexton 8' driving Layup,[1629012],1610612766.0,CHA,driving,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Right,8.48,Missed,,,,,,,,,,,,,,,,,,
158,PT01M10.00S,2025-12-30T00:36:26.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,26,23,2025-12-30T00:36:28Z,1580000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Right,,,157.0,,,1.0,1.0,0.0,,,,,,,,,,,,
159,PT01M04.00S,2025-12-30T00:36:31.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,7.178055190538765,3.6764705882352944,1610612749,26,23,2025-12-30T00:36:38Z,1590000,False,232.0,15.0,1,left,MISS G. Trent Jr. running 3PT,[1629018],1610612749.0,MIL,running,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,23.21,Missed,,,,,,,,,,,,,,,,,,
160,PT01M01.00S,2025-12-30T00:36:34.7Z,1,REGULAR,rebound,defensive,[],1642883,,,1610612766,26,23,2025-12-30T00:36:34Z,1600000,False,,,0,,S. James REBOUND (Off:1 Def:1),[1642883],1610612766.0,CHA,,,,James,S. James,,,,,Right Corner 3,24+ Right,,,159.0,,,2.0,1.0,1.0,,,,,,,,,,,,
161,PT00M54.70S,2025-12-30T00:36:45.4Z,1,REGULAR,turnover,out-of-bounds,[],1642275,,,1610612766,26,23,2025-12-30T00:36:50Z,1610000,False,,,0,,T. Salaün bad pass out-of-bounds TURNOVER (2 TO),[1642275],1610612766.0,CHA,bad pass,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2004.0,,,,,2.0,,
162,PT00M35.20S,2025-12-30T00:37:09.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629018,15.850854139290407,49.01960784313725,1610612749,26,23,2025-12-30T00:37:15Z,1620000,False,5.0,96.0,1,left,MISS G. Trent Jr. 9' driving floating Shot,[1629018],1610612749.0,MIL,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.66,Missed,,,,,,,,,,,,,,,,,,
163,PT00M32.60S,2025-12-30T00:37:11.6Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,26,23,2025-12-30T00:37:11Z,1630000,False,,,0,,B. Miller REBOUND (Off:1 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,162.0,,,3.0,2.0,1.0,,,,,,,,,,,,
164,PT00M08.60S,2025-12-30T00:37:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,91.27792378449409,55.88235294117647,1610612766,26,23,2025-12-30T00:37:39Z,1640000,False,29.0,29.0,1,right,MISS B. Miller driving finger roll Layup,[1641706],1610612766.0,CHA,driving finger roll,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,4.16,Missed,,,,,,,,,,,,,,,,,,
165,PT00M06.40S,2025-12-30T00:37:37.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,26,23,2025-12-30T00:37:37Z,1650000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,164.0,,,1.0,1.0,0.0,,,,,,,,,,,,
166,PT00M04.30S,2025-12-30T00:37:48.2Z,1,REGULAR,foul,personal,[],1641706,,,1610612749,26,23,2025-12-30T00:38:11Z,1660000,False,,,0,,B. Miller personal FOUL (1 PF),"[1641706, 1628398]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2004.0,1.0,0.0,Kuzma,1628398.0,,,
168,PT00M04.30S,2025-12-30T00:37:55.9Z,1,REGULAR,substitution,out,[],1629012,,,1610612749,26,23,2025-12-30T00:38:27Z,1680000,False,,,0,,SUB out: C. Sexton,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M04.30S,2025-12-30T00:37:55.9Z,1,REGULAR,substitution,out,[],1641790,,,1610612749,26,23,2025-12-30T00:38:27Z,1690000,False,,,0,,SUB out: P. Hall,[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M04.30S,2025-12-30T00:37:55.9Z,1,REGULAR,substitution,out,[],1630579,,,1610612749,26,23,2025-12-30T00:38:27Z,1700000,False,,,0,,SUB out: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M04.30S,2025-12-30T00:37:55.9Z,1,REGULAR,substitution,in,[],1630182,,,1610612749,26,23,2025-12-30T00:38:27Z,1710000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M04.30S,2025-12-30T00:37:55.9Z,1,REGULAR,substitution,in,[],1631217,,,1610612749,26,23,2025-12-30T00:38:27Z,1720000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M04.30S,2025-12-30T00:37:55.9Z,1,REGULAR,substitution,in,[],203914,,,1610612749,26,23,2025-12-30T00:38:27Z,1730000,False,,,0,,SUB in: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT00M00.00S,2025-12-30T00:38:30.5Z,1,REGULAR,2pt,Jump Shot,[],1626171,13.87976346911958,77.69607843137256,1610612749,26,25,2025-12-30T00:49:07Z,1740000,False,-138.0,78.0,1,left,B. Portis 15' step back bank Jump Shot (4 PTS),[1626171],1610612749.0,MIL,step back bank,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,15.9,Made,,,,,,,4.0,,,,,,,,,,,
175,PT00M00.00S,2025-12-30T00:38:52.2Z,1,REGULAR,period,end,[],0,,,1610612766,26,25,2025-12-30T00:38:52Z,1750000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2025-12-30T00:40:14.2Z,2,REGULAR,substitution,out,['startperiod'],1630182,,,1610612766,26,25,2025-12-30T00:40:59Z,1770000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
