actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
267,PT05M57.00S,2025-12-30T00:58:06.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631157,6.258212877792378,59.31372549019608,1610612749,48,41,2025-12-30T00:58:10Z,2660000,False,-47.0,6.0,1,left,MISS R. Rollins driving floating Shot,[1631157],1610612749.0,MIL,driving floating,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,4.7,Missed,,,,,,,,,,,,,,,,,,
268,PT05M54.00S,2025-12-30T00:58:09.3Z,2,REGULAR,rebound,defensive,[],1642275,,,1610612766,48,41,2025-12-30T00:58:10Z,2670000,False,,,0,,T. Salaün REBOUND (Off:0 Def:7),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),0-8 Center,,,267.0,,,7.0,7.0,0.0,,,,,,,,,,,,
269,PT05M48.00S,2025-12-30T00:58:14.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641706,79.31997371879106,93.13725490196079,1610612766,48,41,2025-12-30T01:05:35Z,2680000,False,216.0,142.0,1,right,MISS B. Miller 25' running 3PT,[1641706],1610612766.0,CHA,running,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,25.82,Missed,,,,,,,,,,,,,,,,,,
270,PT05M48.00S,2025-12-30T00:58:14.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,48,41,2025-12-30T00:58:18Z,2690000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,269.0,,,,,,,,,,,,,,,,,
272,PT05M35.00S,2025-12-30T00:58:37.4Z,2,REGULAR,3pt,Jump Shot,[],1631260,27.414586070959263,20.098039215686274,1610612749,48,41,2025-12-30T00:58:45Z,2710000,False,150.0,205.0,1,left,MISS A. Green 25' step back 3PT,[1631260],1610612749.0,MIL,step back,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
273,PT05M30.00S,2025-12-30T00:58:42.4Z,2,REGULAR,rebound,defensive,[],1641790,,,1610612766,48,41,2025-12-30T00:58:45Z,2720000,False,,,0,,P. Hall REBOUND (Off:0 Def:1),[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,Above the Break 3,24+ Right Center,,,272.0,,,1.0,1.0,0.0,,,,,,,,,,,,
274,PT05M14.00S,2025-12-30T00:58:57.9Z,2,REGULAR,3pt,Jump Shot,[],1641706,85.3646517739816,4.166666666666666,1610612766,51,41,2025-12-30T00:59:01Z,2730000,False,-229.0,85.0,1,right,B. Miller 24' 3PT  (12 PTS) (C. Sexton 4 AST),"[1641706, 1629012]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Left Corner 3,24+ Left,24.45,Made,,,,,,,12.0,C. Sexton,1629012.0,4.0,,,,,,,,
276,PT05M08.00S,2025-12-30T00:59:05.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.915243101182654,53.18627450980392,1610612749,51,43,2025-12-30T00:59:08Z,2750000,False,-16.0,13.0,1,left,G. Antetokounmpo driving Layup (9 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,,9.0,,,,,,,,,,,
277,PT04M56.00S,2025-12-30T00:59:15.2Z,2,REGULAR,3pt,Jump Shot,[],1630182,91.80354796320631,4.411764705882353,1610612766,54,43,2025-12-30T00:59:19Z,2760000,False,-228.0,25.0,1,right,J. Green 3PT  (5 PTS) (C. Sexton 5 AST),"[1630182, 1629012]",1610612766.0,CHA,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,22.92,Made,,,,,,,5.0,C. Sexton,1629012.0,5.0,,,,,,,,
279,PT04M44.00S,2025-12-30T00:59:27.5Z,2,REGULAR,3pt,Jump Shot,[],1626167,33.85348226018397,43.627450980392155,1610612749,54,46,2025-12-30T00:59:32Z,2780000,False,32.0,266.0,1,left,M. Turner 26' 3PT  (6 PTS) (K. Porter Jr. 5 AST),"[1626167, 1629645]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.76,Made,,,,,,,6.0,K. Porter Jr.,1629645.0,5.0,,,,,,,,
281,PT04M18.00S,2025-12-30T01:00:00.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,80.23981603153744,47.549019607843135,1610612766,56,46,2025-12-30T01:01:29Z,2800000,False,-12.0,133.0,1,right,B. Miller 13' turnaround fadeaway Jump Shot (14 PTS),[1641706],1610612766.0,CHA,turnaround fadeaway,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,13.38,Made,,,,,,,14.0,,,,,,,,,,,
282,PT04M02.00S,2025-12-30T01:00:09.6Z,2,REGULAR,3pt,Jump Shot,[],1626167,32.14520367936925,53.92156862745098,1610612749,56,46,2025-12-30T01:00:17Z,2810000,False,-20.0,250.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.05,Missed,,,,,,,,,,,,,,,,,,
283,PT04M01.00S,2025-12-30T01:00:10.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,56,46,2025-12-30T01:00:17Z,2820000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Center,,,282.0,,,,,,,,,,,,,,,,,
284,PT04M01.00S,2025-12-30T01:00:21.1Z,2,REGULAR,foul,personal,[],1629012,,,1610612749,56,46,2025-12-30T01:00:58Z,2830000,False,,,0,,C. Sexton loose ball personal FOUL (1 PF),"[1629012, 203507]",1610612766.0,CHA,loose ball,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1151.0,1.0,0.0,Antetokounmpo,203507.0,,,
286,PT04M01.00S,2025-12-30T01:00:39.2Z,2,REGULAR,substitution,out,[],1629645,,,1610612749,56,46,2025-12-30T01:00:54Z,2850000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M01.00S,2025-12-30T01:00:39.2Z,2,REGULAR,substitution,out,[],203507,,,1610612749,56,46,2025-12-30T01:00:54Z,2860000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M01.00S,2025-12-30T01:00:39.2Z,2,REGULAR,substitution,in,[],1628398,,,1610612749,56,46,2025-12-30T01:00:54Z,2870000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M01.00S,2025-12-30T01:00:39.2Z,2,REGULAR,substitution,in,[],1629018,,,1610612749,56,46,2025-12-30T01:00:54Z,2880000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT04M01.00S,2025-12-30T01:00:39.2Z,2,REGULAR,substitution,out,[],1641790,,,1610612749,56,46,2025-12-30T01:01:56Z,2885000,False,,,0,,SUB out: P. Hall,[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT04M01.00S,2025-12-30T01:00:39.2Z,2,REGULAR,substitution,in,[],1631217,,,1610612749,56,46,2025-12-30T01:01:56Z,2887500,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M53.00S,2025-12-30T01:00:56.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628398,8.886333771353483,51.225490196078425,1610612749,56,46,2025-12-30T02:27:38Z,2890000,False,-6.0,31.0,1,left,MISS K. Kuzma driving Layup,[1628398],1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,,,,,,,
292,PT03M48.00S,2025-12-30T01:01:01.4Z,2,REGULAR,rebound,defensive,[],1631217,,,1610612766,56,46,2025-12-30T01:01:01Z,2900000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,,,291.0,,,2.0,2.0,0.0,,,,,,,,,,,,
293,PT03M48.00S,2025-12-30T01:01:02.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642275,89.17542706964521,51.225490196078425,1610612766,56,46,2025-12-30T01:01:13Z,2910000,False,6.0,49.0,1,right,MISS T. Salaün driving Layup - blocked,"[1642275, 1626167]",1610612766.0,CHA,driving,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,Turner,1626167.0,,,,,,,,,,,,,,,
294,PT03M48.00S,2025-12-30T01:01:02.3Z,2,REGULAR,block,,[],1626167,,,1610612766,56,46,2025-12-30T01:01:08Z,2920000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
295,PT03M39.00S,2025-12-30T01:01:11.3Z,2,REGULAR,rebound,offensive,[],1631217,,,1610612766,56,46,2025-12-30T01:01:13Z,2930000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:2),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,293.0,,,3.0,2.0,1.0,,,,,,,,,,,,
296,PT03M38.00S,2025-12-30T01:01:11.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631217,92.32917214191852,50.98039215686274,1610612766,58,46,2025-12-30T01:12:59Z,2940000,False,5.0,20.0,1,right,M. Diabaté putback DUNK (6 PTS),[1631217],1610612766.0,CHA,putback,,,Diabaté,M. Diabaté,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,,6.0,,,,,,,,,,,
297,PT03M31.00S,2025-12-30T01:01:18.7Z,2,REGULAR,3pt,Jump Shot,[],1631157,21.76412614980289,11.029411764705882,1610612749,58,49,2025-12-30T01:14:25Z,2950000,False,195.0,152.0,1,left,R. Rollins 24' 3PT pullup (5 PTS),[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,24.72,Made,,,,,,,5.0,,,,,,,,,,,
300,PT03M18.00S,2025-12-30T01:01:31.4Z,2,REGULAR,3pt,Jump Shot,[],1630182,92.24704336399473,96.1014093137255,1610612766,58,49,2025-12-30T02:24:00Z,2980000,False,231.0,20.0,1,right,MISS J. Green 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.14,Missed,,,,,,,,,,,,,,,,,,
301,PT03M16.00S,2025-12-30T01:01:33.4Z,2,REGULAR,rebound,offensive,[],1642275,,,1610612766,58,49,2025-12-30T01:01:44Z,2990000,False,,,0,,T. Salaün REBOUND (Off:1 Def:7),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Mid-Range,24+ Right,,,300.0,,,8.0,7.0,1.0,,,,,,,,,,,,
302,PT03M12.00S,2025-12-30T01:01:37.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630182,91.67214191852825,47.794117647058826,1610612766,60,49,2025-12-30T01:14:58Z,3000000,False,-11.0,26.0,1,right,J. Green driving Layup (7 PTS) (C. Sexton 6 AST),"[1630182, 1629012]",1610612766.0,CHA,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,,,7.0,C. Sexton,1629012.0,6.0,,,,,,,,
306,PT03M01.00S,2025-12-30T01:02:08.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629012,,,1610612749,60,49,2025-12-30T01:02:20Z,3020000,False,,,0,,C. Sexton shooting personal FOUL (2 PF) (Rollins 2 FT),"[1629012, 1631157]",1610612766.0,CHA,shooting,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1201.0,2.0,0.0,Rollins,1631157.0,,,
308,PT03M01.00S,2025-12-30T01:02:27.7Z,2,REGULAR,freethrow,1 of 2,[],1631157,,,1610612749,60,50,2025-12-30T01:02:27Z,3040000,False,,,0,,R. Rollins Free Throw 1 of 2 (6 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
309,PT03M01.00S,2025-12-30T01:02:31.0Z,2,REGULAR,substitution,out,[],1629012,,,1610612749,60,50,2025-12-30T01:02:39Z,3050000,False,,,0,,SUB out: C. Sexton,[1629012],1610612766.0,CHA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M01.00S,2025-12-30T01:02:31.0Z,2,REGULAR,substitution,out,[],1642275,,,1610612749,60,50,2025-12-30T01:02:39Z,3060000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M01.00S,2025-12-30T01:02:31.0Z,2,REGULAR,substitution,in,[],1630163,,,1610612749,60,50,2025-12-30T01:02:39Z,3070000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M01.00S,2025-12-30T01:02:31.0Z,2,REGULAR,substitution,in,[],1642883,,,1610612749,60,50,2025-12-30T01:02:39Z,3080000,False,,,0,,SUB in: S. James,[1642883],1610612766.0,CHA,,,,James,S. James,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT03M01.00S,2025-12-30T01:02:57.0Z,2,REGULAR,freethrow,2 of 2,[],1631157,,,1610612749,60,51,2025-12-30T01:02:57Z,3090000,False,,,0,,R. Rollins Free Throw 2 of 2 (7 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
314,PT02M37.00S,2025-12-30T01:03:20.4Z,2,REGULAR,2pt,Layup,[],1631217,91.14651773981603,89.70588235294117,1610612766,60,51,2025-12-30T01:21:19Z,3100000,False,199.0,31.0,1,right,MISS M. Diabaté 20' cutting Layup,[1631217],1610612766.0,CHA,cutting,,,Diabaté,M. Diabaté,,,,,Mid-Range,16-24 Right,20.09,Missed,,,,,,,,,,,,,,,,,,
315,PT02M34.00S,2025-12-30T01:03:23.4Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612749,60,51,2025-12-30T01:03:23Z,3110000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,314.0,,,3.0,3.0,0.0,,,,,,,,,,,,
316,PT02M24.00S,2025-12-30T01:03:32.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,6.915243101182654,51.9607843137255,1610612749,60,53,2025-12-30T01:03:38Z,3120000,False,-10.0,13.0,1,left,M. Turner Layup (8 PTS) (R. Rollins 2 AST),"[1626167, 1631157]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,8.0,R. Rollins,1631157.0,2.0,,,,,,,,
318,PT02M09.00S,2025-12-30T01:03:48.0Z,2,REGULAR,3pt,Jump Shot,[],1641706,89.83245729303549,3.9215686274509802,1610612766,63,53,2025-12-30T01:03:52Z,3140000,False,-230.0,43.0,1,right,B. Miller 3PT  (17 PTS) (S. James 1 AST),"[1641706, 1642883]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Left Corner 3,24+ Left,23.44,Made,,,,,,,17.0,S. James,1642883.0,1.0,,,,,,,,
320,PT01M54.00S,2025-12-30T01:04:03.2Z,2,REGULAR,2pt,Jump Shot,[],1631157,7.440867279894875,77.20588235294117,1610612749,63,55,2025-12-30T01:17:03Z,3160000,False,-136.0,17.0,1,left,R. Rollins 13' pullup Jump Shot (9 PTS),[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,Mid-Range,8-16 Left,13.71,Made,,,,,,,9.0,,,,,,,,,,,
321,PT01M44.00S,2025-12-30T01:04:13.8Z,2,REGULAR,turnover,bad pass,[],1630163,,,1610612766,63,55,2025-12-30T01:04:17Z,3170000,False,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 1628398]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Kuzma,1628398.0
322,PT01M44.00S,2025-12-30T01:04:13.8Z,2,REGULAR,steal,,[],1628398,,,1610612749,63,55,2025-12-30T01:04:16Z,3180000,False,,,0,,K. Kuzma STEAL (2 STL),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
323,PT01M35.00S,2025-12-30T01:04:23.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,7.178055190538765,3.9215686274509802,1610612749,63,58,2025-12-30T01:04:27Z,3190000,False,230.0,15.0,1,left,G. Trent Jr. 3PT  (6 PTS) (A. Green 2 AST),"[1629018, 1631260]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,23.09,Made,,,,,,,6.0,A. Green,1631260.0,2.0,,,,,,,,
325,PT01M20.00S,2025-12-30T01:04:37.0Z,2,REGULAR,3pt,Jump Shot,[],1641706,76.95466491458606,90.44117647058823,1610612766,63,58,2025-12-30T01:04:40Z,3210000,False,202.0,164.0,1,right,MISS B. Miller 26' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,26.04,Missed,,,,,,,,,,,,,,,,,,
326,PT01M20.00S,2025-12-30T01:04:37.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,63,58,2025-12-30T01:04:40Z,3220000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,325.0,,,,,,,,,,,,,,,,,
328,PT01M15.00S,2025-12-30T01:05:04.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,78.13731931668858,91.91176470588235,1610612766,63,58,2025-12-30T01:05:08Z,3240000,False,210.0,153.0,1,right,MISS L. Ball 25' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
329,PT01M13.00S,2025-12-30T01:05:06.2Z,2,REGULAR,rebound,offensive,[],1630182,,,1610612766,63,58,2025-12-30T01:05:06Z,3250000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,328.0,,,1.0,0.0,1.0,,,,,,,,,,,,
330,PT01M10.00S,2025-12-30T01:05:13.4Z,2,REGULAR,foul,personal,[],1631157,,,1610612766,63,58,2025-12-30T01:05:20Z,3260000,False,,,0,,R. Rollins personal FOUL (2 PF),"[1631157, 1630163]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1151.0,2.0,0.0,Ball,1630163.0,,,
332,PT01M02.00S,2025-12-30T01:05:38.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,69.59592641261499,16.666666666666664,1610612766,66,58,2025-12-30T01:05:43Z,3280000,False,-167.0,233.0,1,right,L. Ball 28' 3PT  (14 PTS) (B. Miller 4 AST),"[1630163, 1641706]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,28.67,Made,,,,,,,14.0,B. Miller,1641706.0,4.0,,,,,,,,
334,PT00M54.00S,2025-12-30T01:05:55.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631217,,,1610612749,66,58,2025-12-30T01:06:03Z,3300000,False,,,0,,M. Diabaté shooting personal FOUL (2 PF) (Turner 2 FT),"[1631217, 1626167]",1610612766.0,CHA,shooting,,,Diabaté,M. Diabaté,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1151.0,2.0,0.0,Turner,1626167.0,,,
336,PT00M54.00S,2025-12-30T01:06:28.3Z,2,REGULAR,freethrow,1 of 2,[],1626167,,,1610612749,66,59,2025-12-30T01:06:28Z,3320000,False,,,0,,M. Turner Free Throw 1 of 2 (9 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
337,PT00M54.00S,2025-12-30T01:06:47.3Z,2,REGULAR,freethrow,2 of 2,[],1626167,,,1610612749,66,60,2025-12-30T01:06:47Z,3330000,False,,,0,,M. Turner Free Throw 2 of 2 (10 PTS),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
338,PT00M40.70S,2025-12-30T01:07:08.2Z,2,REGULAR,foul,offensive,['inpenalty'],1630163,,,1610612766,66,60,2025-12-30T01:07:21Z,3340000,False,,,0,,L. Ball offensive FOUL (2 PF),"[1630163, 1629018]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2004.0,2.0,0.0,Trent Jr.,1629018.0,,,
340,PT00M40.70S,2025-12-30T01:07:08.2Z,2,REGULAR,turnover,offensive foul,[],1630163,,,1610612766,66,60,2025-12-30T01:07:08Z,3360000,False,,,0,,L. Ball offensive foul TURNOVER (3 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2004.0,,,,,3.0,,
341,PT00M36.40S,2025-12-30T01:07:30.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631157,33.722076215505915,44.11764705882353,1610612749,66,63,2025-12-30T01:07:35Z,3370000,False,29.0,264.0,1,left,R. Rollins 26' 3PT pullup (12 PTS),[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,26.61,Made,,,,,,,12.0,,,,,,,,,,,
342,PT00M16.10S,2025-12-30T01:07:54.9Z,2,REGULAR,turnover,bad pass,[],1630163,,,1610612766,66,63,2025-12-30T01:07:58Z,3380000,False,,,0,,L. Ball bad pass TURNOVER (4 TO),"[1630163, 1631260]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,4.0,Green,1631260.0
343,PT00M16.10S,2025-12-30T01:07:54.9Z,2,REGULAR,steal,,[],1631260,,,1610612749,66,63,2025-12-30T01:07:56Z,3390000,False,,,0,,A. Green STEAL (1 STL),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
344,PT00M00.30S,2025-12-30T01:08:10.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626167,13.091327201051248,47.549019607843135,1610612749,66,63,2025-12-30T01:08:25Z,3400000,False,12.0,71.0,1,left,MISS M. Turner 7' floating Shot,[1626167],1610612749.0,MIL,floating,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,7.17,Missed,,,,,,,,,,,,,,,,,,
345,PT00M00.30S,2025-12-30T01:08:10.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,66,63,2025-12-30T01:08:25Z,3410000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,344.0,,,,,,,,,,,,,,,,,
348,PT00M00.20S,2025-12-30T01:08:53.7Z,2,REGULAR,substitution,out,[],1631217,,,1610612749,66,63,2025-12-30T01:09:17Z,3440000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M00.20S,2025-12-30T01:08:53.7Z,2,REGULAR,substitution,out,[],1630163,,,1610612749,66,63,2025-12-30T01:09:17Z,3450000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M00.20S,2025-12-30T01:08:53.7Z,2,REGULAR,substitution,in,[],1641790,,,1610612749,66,63,2025-12-30T01:09:17Z,3460000,False,,,0,,SUB in: P. Hall,[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M00.20S,2025-12-30T01:08:53.7Z,2,REGULAR,substitution,in,[],1642275,,,1610612749,66,63,2025-12-30T01:09:17Z,3470000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M00.00S,2025-12-30T01:09:33.6Z,2,REGULAR,period,end,[],0,,,1610612749,66,63,2025-12-30T01:09:33Z,3480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2025-12-30T01:09:38.8Z,3,REGULAR,substitution,out,['startperiod'],1630182,,,1610612749,66,63,2025-12-30T01:24:51Z,3490000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2025-12-30T01:09:38.8Z,3,REGULAR,substitution,out,['startperiod'],1641790,,,1610612749,66,63,2025-12-30T01:24:51Z,3500000,False,,,0,,SUB out: P. Hall,[1641790],1610612766.0,CHA,,,,Hall,P. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2025-12-30T01:09:38.8Z,3,REGULAR,substitution,out,['startperiod'],1629018,,,1610612749,66,63,2025-12-30T01:24:51Z,3510000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2025-12-30T01:09:38.8Z,3,REGULAR,substitution,out,['startperiod'],1628398,,,1610612749,66,63,2025-12-30T01:24:51Z,3520000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2025-12-30T01:09:38.8Z,3,REGULAR,substitution,in,['startperiod'],1630163,,,1610612749,66,63,2025-12-30T01:24:51Z,3530000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
