actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
93,PT03M58.00S,2021-12-18T00:28:27.7Z,1,REGULAR,3pt,Jump Shot,[],1629130,96.66557161629436,95.34313725490196,1610612748,18,19,2021-12-18T00:28:32Z,930000,227.0,-21.0,1,right,D. Robinson 3PT  (6 PTS) (K. Lowry 4 AST),"[1629130, 200768]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,22.77,Made,6.0,K. Lowry,200768.0,4.0,,,,,,,,,
95,PT03M56.00S,2021-12-18T00:28:34.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612753,18,19,2021-12-18T00:28:34Z,950000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M56.00S,2021-12-18T00:29:20.5Z,1,REGULAR,substitution,out,[],203914,,,1610612753,18,19,2021-12-18T00:29:59Z,960000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M56.00S,2021-12-18T00:29:20.5Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,18,19,2021-12-18T00:29:59Z,970000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M56.00S,2021-12-18T00:29:20.5Z,1,REGULAR,substitution,out,[],201577,,,1610612753,18,19,2021-12-18T00:29:59Z,980000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M56.00S,2021-12-18T00:29:20.5Z,1,REGULAR,substitution,out,[],203473,,,1610612753,18,19,2021-12-18T00:29:59Z,990000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M56.00S,2021-12-18T00:29:20.5Z,1,REGULAR,substitution,in,[],1628976,,,1610612753,18,19,2021-12-18T00:29:59Z,1000000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M56.00S,2021-12-18T00:29:20.5Z,1,REGULAR,substitution,in,[],1629755,,,1610612753,18,19,2021-12-18T00:29:59Z,1010000,,,0,,SUB in: H. Gravett,[1629755],1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M56.00S,2021-12-18T00:29:20.5Z,1,REGULAR,substitution,in,[],1629168,,,1610612753,18,19,2021-12-18T00:29:59Z,1020000,,,0,,SUB in: B. Johnson,[1629168],1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M56.00S,2021-12-18T00:29:20.5Z,1,REGULAR,substitution,in,[],1630209,,,1610612753,18,19,2021-12-18T00:29:59Z,1030000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M44.00S,2021-12-18T00:30:10.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,17.427726675427067,40.44117647058824,1610612753,18,19,2021-12-18T00:30:18Z,1040000,48.0,111.0,1,left,MISS W. Carter Jr. 12' floating Shot,[1628976],1610612753.0,ORL,floating,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,12.11,Missed,,,,,,,,,,,,,
105,PT03M42.00S,2021-12-18T00:30:12.1Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612748,18,19,2021-12-18T00:30:18Z,1050000,,,0,,O. Yurtseven REBOUND (Off:0 Def:1),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,
106,PT03M37.00S,2021-12-18T00:30:18.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",200768,91.14651773981603,45.09803921568628,1610612748,18,21,2021-12-18T00:31:37Z,1060000,-25.0,31.0,1,right,K. Lowry driving bank Jump Shot (5 PTS),[200768],1610612748.0,MIA,driving bank,,,Lowry,K. Lowry,,,,,,,,,,3.93,Made,5.0,,,,,,,,,,,,
107,PT03M18.00S,2021-12-18T00:30:35.9Z,1,REGULAR,3pt,Jump Shot,[],1629168,28.597240473061763,25.245098039215684,1610612753,18,21,2021-12-18T00:31:07Z,1070000,124.0,216.0,1,left,MISS B. Johnson 24' 3PT,[1629168],1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,,,,,,24.92,Missed,,,,,,,,,,,,,
108,PT03M18.00S,2021-12-18T00:30:35.9Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612748,18,21,2021-12-18T00:31:07Z,1080000,,,0,,O. Yurtseven REBOUND (Off:0 Def:2),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,107.0,2.0,2.0,0.0,,,,,
109,PT03M09.00S,2021-12-18T00:30:45.7Z,1,REGULAR,turnover,bad pass,[],1629130,,,1610612748,18,21,2021-12-18T00:31:13Z,1090000,,,0,,D. Robinson bad pass TURNOVER (1 TO),"[1629130, 1629643]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,1.0,Okeke,1629643.0,,
110,PT03M09.00S,2021-12-18T00:30:45.7Z,1,REGULAR,steal,,[],1629643,,,1610612753,18,21,2021-12-18T00:38:01Z,1100000,,,0,,C. Okeke STEAL (2 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M01.00S,2021-12-18T00:30:53.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628976,9.85545335085414,51.899509803921575,1610612753,18,21,2021-12-18T00:52:20Z,1120000,-9.0,40.0,1,left,MISS W. Carter Jr. Layup,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,4.12,Missed,,,,,,,,,,,,,
113,PT02M54.00S,2021-12-18T00:31:00.2Z,1,REGULAR,rebound,offensive,[],1629168,,,1610612753,18,21,2021-12-18T00:51:10Z,1130000,,,0,,B. Johnson REBOUND (Off:1 Def:0),[1629168],1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,,,,,,,,,,,,112.0,1.0,0.0,1.0,,,,,
114,PT02M54.00S,2021-12-18T00:31:00.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629168,5.590000152587891,50.0,1610612753,18,21,2021-12-18T00:50:23Z,1140000,0.0,0.0,1,left,MISS B. Johnson putback Layup,[1629168],1610612753.0,ORL,putback,,,Johnson,B. Johnson,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,
115,PT02M52.00S,2021-12-18T00:31:02.2Z,1,REGULAR,rebound,defensive,[],1630209,,,1610612748,18,21,2021-12-18T00:31:07Z,1150000,,,0,,O. Yurtseven REBOUND (Off:0 Def:3),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,114.0,3.0,3.0,0.0,,,,,
116,PT02M34.00S,2021-12-18T00:31:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,90.22667542706965,49.26470588235294,1610612748,18,21,2021-12-18T00:31:25Z,1160000,-4.0,39.0,1,right,MISS D. Robinson driving floating Shot - blocked,"[1629130, 1628976]",1610612748.0,MIA,driving floating,,,Robinson,D. Robinson,,,,,,,,,,3.96,Missed,,,,,,,,,,,,Carter Jr.,1628976.0
117,PT02M34.00S,2021-12-18T00:31:20.4Z,1,REGULAR,block,,[],1628976,,,1610612748,18,21,2021-12-18T00:31:23Z,1170000,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M33.00S,2021-12-18T00:31:21.4Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,18,21,2021-12-18T00:31:25Z,1180000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,116.0,3.0,3.0,0.0,,,,,
119,PT02M33.00S,2021-12-18T00:31:25.2Z,1,REGULAR,turnover,out-of-bounds,[],1629755,,,1610612753,18,21,2021-12-18T00:31:34Z,1190000,,,0,,H. Gravett bad pass out-of-bounds TURNOVER (1 TO),[1629755],1610612753.0,ORL,bad pass,,,Gravett,H. Gravett,,,,,2715.0,,,,,,,,,,,,,,,1.0,,,,
120,PT02M33.00S,2021-12-18T00:31:30.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,18,21,2021-12-18T00:31:30Z,1200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M33.00S,2021-12-18T00:31:31.2Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,18,21,2021-12-18T00:31:36Z,1210000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M33.00S,2021-12-18T00:31:31.2Z,1,REGULAR,substitution,in,[],1630585,,,1610612748,18,21,2021-12-18T00:31:36Z,1220000,,,0,,SUB in: M. Garrett,[1630585],1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M16.00S,2021-12-18T00:31:55.2Z,1,REGULAR,turnover,lost ball,[],1629622,,,1610612748,18,21,2021-12-18T00:31:59Z,1230000,,,0,,M. Strus lost ball TURNOVER (1 TO),"[1629622, 1629643]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,1.0,Okeke,1629643.0,,
124,PT02M16.00S,2021-12-18T00:31:55.2Z,1,REGULAR,steal,,[],1629643,,,1610612753,18,21,2021-12-18T00:31:57Z,1240000,,,0,,C. Okeke STEAL (3 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M05.00S,2021-12-18T00:32:06.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629643,3.3672798948751645,25.49019607843137,1610612753,18,21,2021-12-18T00:32:16Z,1250000,123.0,-21.0,1,left,MISS C. Okeke 12' turnaround Shot,[1629643],1610612753.0,ORL,turnaround,,,Okeke,C. Okeke,,,,,,,,,,12.43,Missed,,,,,,,,,,,,,
127,PT02M01.00S,2021-12-18T00:32:10.6Z,1,REGULAR,rebound,defensive,[],1630585,,,1610612748,18,21,2021-12-18T00:32:16Z,1270000,,,0,,M. Garrett REBOUND (Off:0 Def:1),[1630585],1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,
128,PT02M00.00S,2021-12-18T00:32:14.1Z,1,REGULAR,foul,personal,['2freethrow'],1629168,,,1610612748,18,21,2021-12-18T00:32:27Z,1280000,,,0,,B. Johnson shooting personal FOUL (1 PF) (Okpala 2 FT),"[1629168, 1629644]",1610612753.0,ORL,shooting,,,Johnson,B. Johnson,,,,,2715.0,1.0,0.0,Okpala,1629644.0,,,,,,,,,,,,,,,
130,PT02M00.00S,2021-12-18T00:32:35.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629644,,,1610612748,18,22,2021-12-18T00:32:36Z,1300000,,,0,,K. Okpala Free Throw 1 of 2 (1 PTS),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
131,PT02M00.00S,2021-12-18T00:32:38.8Z,1,REGULAR,substitution,out,[],200768,,,1610612748,18,22,2021-12-18T00:32:53Z,1310000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M00.00S,2021-12-18T00:32:38.8Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,18,22,2021-12-18T00:32:53Z,1320000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M00.00S,2021-12-18T00:32:54.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629644,,,1610612748,18,23,2021-12-18T00:32:54Z,1330000,,,0,,K. Okpala Free Throw 2 of 2 (2 PTS),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
134,PT01M43.00S,2021-12-18T00:33:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,5.469776609724048,44.85294117647059,1610612753,20,23,2021-12-18T00:33:18Z,1340000,26.0,-1.0,1,left,W. Carter Jr. cutting Layup (2 PTS) (C. Okeke 3 AST),"[1628976, 1629643]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,2.57,Made,2.0,C. Okeke,1629643.0,3.0,,,,,,,,,
136,PT01M28.00S,2021-12-18T00:33:27.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630209,86.41590013140605,41.66666666666667,1610612748,20,23,2021-12-18T00:33:32Z,1360000,-42.0,75.0,1,right,MISS O. Yurtseven 8' turnaround Hook,[1630209],1610612748.0,MIA,turnaround,,,Yurtseven,O. Yurtseven,,,,,,,,,,8.6,Missed,,,,,,,,,,,,,
137,PT01M25.00S,2021-12-18T00:33:30.3Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,20,23,2021-12-18T00:33:32Z,1370000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,136.0,4.0,4.0,0.0,,,,,
138,PT01M11.00S,2021-12-18T00:33:44.8Z,1,REGULAR,3pt,Jump Shot,[],1629755,7.30946123521682,2.2058823529411766,1610612753,20,23,2021-12-18T00:33:51Z,1380000,239.0,16.0,1,left,MISS H. Gravett 3PT,[1629755],1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,,,,,,23.95,Missed,,,,,,,,,,,,,
139,PT01M04.00S,2021-12-18T00:33:51.8Z,1,REGULAR,rebound,defensive,[],1629644,,,1610612748,20,23,2021-12-18T00:33:51Z,1390000,,,0,,K. Okpala REBOUND (Off:1 Def:1),[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,138.0,2.0,1.0,1.0,,,,,
141,PT01M02.00S,2021-12-18T00:34:05.2Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629168,,,1610612748,20,23,2021-12-18T00:34:39Z,1410000,,,0,,B. Johnson shooting personal FOUL (2 PF) (Vincent 3 FT),"[1629168, 1629216]",1610612753.0,ORL,shooting,,,Johnson,B. Johnson,,,,,2715.0,2.0,0.0,Vincent,1629216.0,,,,,,,,,,,,,,,
143,PT01M02.00S,2021-12-18T00:34:30.0Z,1,REGULAR,freethrow,1 of 3,[],1629216,,,1610612748,20,24,2021-12-18T00:34:30Z,1430000,,,0,,G. Vincent Free Throw 1 of 3 (3 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
144,PT01M02.00S,2021-12-18T00:34:45.2Z,1,REGULAR,freethrow,2 of 3,[],1629216,,,1610612748,20,25,2021-12-18T00:34:45Z,1440000,,,0,,G. Vincent Free Throw 2 of 3 (4 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
145,PT01M02.00S,2021-12-18T00:34:46.6Z,1,REGULAR,substitution,out,[],1629643,,,1610612748,20,25,2021-12-18T00:34:56Z,1450000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M02.00S,2021-12-18T00:34:46.6Z,1,REGULAR,substitution,out,[],1629644,,,1610612748,20,25,2021-12-18T00:34:56Z,1460000,,,0,,SUB out: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M02.00S,2021-12-18T00:34:46.6Z,1,REGULAR,substitution,in,[],1629678,,,1610612748,20,25,2021-12-18T00:34:56Z,1470000,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M02.00S,2021-12-18T00:34:46.6Z,1,REGULAR,substitution,in,[],200782,,,1610612748,20,25,2021-12-18T00:34:56Z,1480000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M02.00S,2021-12-18T00:35:14.2Z,1,REGULAR,freethrow,3 of 3,[],1629216,,,1610612748,20,26,2021-12-18T00:35:14Z,1490000,,,0,,G. Vincent Free Throw 3 of 3 (5 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
150,PT00M48.10S,2021-12-18T00:35:28.7Z,1,REGULAR,2pt,Jump Shot,[],1628976,21.50131406044678,55.392156862745104,1610612753,22,26,2021-12-18T00:35:40Z,1500000,-27.0,150.0,1,left,W. Carter Jr. 15' Jump Shot (4 PTS) (A. Schofield 1 AST),"[1628976, 1629678]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,15.2,Made,4.0,A. Schofield,1629678.0,1.0,,,,,,,,,
152,PT00M38.50S,2021-12-18T00:35:41.0Z,1,REGULAR,3pt,Jump Shot,[],1629216,62.5,50.73529411764706,1610612748,22,26,2021-12-18T00:43:16Z,1520000,4.0,300.0,1,right,MISS G. Vincent 30' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,,,,30.0,Missed,,,,,,,,,,,,,
153,PT00M35.30S,2021-12-18T00:35:44.3Z,1,REGULAR,rebound,offensive,[],1630585,,,1610612748,22,26,2021-12-18T00:35:44Z,1530000,,,0,,M. Garrett REBOUND (Off:1 Def:1),[1630585],1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,152.0,2.0,1.0,1.0,,,,,
154,PT00M26.90S,2021-12-18T00:35:52.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629216,69.07030223390277,75.73529411764706,1610612748,22,26,2021-12-18T00:44:03Z,1540000,129.0,238.0,1,right,MISS G. Vincent 27' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,,,,27.07,Missed,,,,,,,,,,,,,
155,PT00M22.90S,2021-12-18T00:35:56.7Z,1,REGULAR,rebound,offensive,[],1630209,,,1610612748,22,26,2021-12-18T00:35:59Z,1550000,,,0,,O. Yurtseven REBOUND (Off:1 Def:3),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,154.0,4.0,3.0,1.0,,,,,
156,PT00M22.90S,2021-12-18T00:35:57.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630209,90.75229960578186,51.470588235294116,1610612748,22,28,2021-12-18T00:36:05Z,1560000,7.0,34.0,1,right,O. Yurtseven putback Layup (2 PTS),[1630209],1610612748.0,MIA,putback,,,Yurtseven,O. Yurtseven,,,,,,,,,,3.52,Made,2.0,,,,,,,,,,,,
157,PT00M16.10S,2021-12-18T00:36:05.5Z,1,REGULAR,3pt,Jump Shot,[],1628539,25.312089356110377,14.950980392156863,1610612753,22,28,2021-12-18T00:36:10Z,1570000,175.0,185.0,1,left,MISS M. Mulder 25' 3PT,[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,,,,,,25.51,Missed,,,,,,,,,,,,,
158,PT00M12.90S,2021-12-18T00:36:08.8Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,22,28,2021-12-18T00:36:08Z,1580000,,,0,,M. Strus REBOUND (Off:0 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,157.0,3.0,3.0,0.0,,,,,
159,PT00M01.80S,2021-12-18T00:36:19.9Z,1,REGULAR,3pt,Jump Shot,[],1629622,75.90341655716163,9.558823529411764,1610612748,22,31,2021-12-18T00:36:26Z,1590000,-202.0,174.0,1,right,M. Strus 26' 3PT  (3 PTS) (G. Vincent 1 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,26.68,Made,3.0,G. Vincent,1629216.0,1.0,,,,,,,,,
161,PT00M00.00S,2021-12-18T00:36:31.1Z,1,REGULAR,period,end,[],0,,,1610612753,22,31,2021-12-18T00:36:31Z,1610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-12-18T00:39:15.1Z,2,REGULAR,period,start,[],0,,,1610612748,22,31,2021-12-18T00:39:15Z,1620000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M48.00S,2021-12-18T00:39:26.5Z,2,REGULAR,3pt,Jump Shot,[],1629622,72.09264126149803,81.37254901960785,1610612748,22,34,2021-12-18T00:39:30Z,1630000,157.0,210.0,1,right,M. Strus 26' 3PT  (6 PTS) (P. Tucker 1 AST),"[1629622, 200782]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,26.2,Made,6.0,P. Tucker,200782.0,1.0,,,,,,,,,
165,PT11M26.00S,2021-12-18T00:39:48.1Z,2,REGULAR,2pt,Jump Shot,[],1629168,18.2161629434954,66.42156862745098,1610612753,24,34,2021-12-18T00:39:57Z,1650000,-82.0,119.0,1,left,B. Johnson 14' pullup Jump Shot (2 PTS),[1629168],1610612753.0,ORL,pullup,,,Johnson,B. Johnson,,,,,,,,,,14.43,Made,2.0,,,,,,,,,,,,
166,PT11M18.00S,2021-12-18T00:39:59.2Z,2,REGULAR,foul,personal,[],1629755,,,1610612748,24,34,2021-12-18T00:42:31Z,1660000,,,0,,H. Gravett personal FOUL (1 PF),"[1629755, 1629216]",1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,1627539.0,1.0,0.0,Vincent,1629216.0,,,,,,,,,,,,,,,
168,PT11M18.00S,2021-12-18T00:40:30.7Z,2,REGULAR,stoppage,injury,[],0,,,1610612748,24,34,2021-12-18T00:40:30Z,1680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M18.00S,2021-12-18T00:41:46.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612748,24,34,2021-12-18T00:41:46Z,1690000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M18.00S,2021-12-18T00:42:39.4Z,2,REGULAR,substitution,out,[],1628976,,,1610612748,24,34,2021-12-18T00:43:06Z,1700000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M18.00S,2021-12-18T00:42:39.4Z,2,REGULAR,substitution,in,[],201577,,,1610612748,24,34,2021-12-18T00:43:06Z,1710000,,,0,,SUB in: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M10.00S,2021-12-18T00:43:19.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630209,87.99277266754271,51.470588235294116,1610612748,24,34,2021-12-18T00:43:30Z,1730000,7.0,60.0,1,right,MISS O. Yurtseven 6' DUNK,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,6.09,Missed,,,,,,,,,,,,,
174,PT11M08.00S,2021-12-18T00:43:21.9Z,2,REGULAR,rebound,defensive,[],1629755,,,1610612753,24,34,2021-12-18T00:43:21Z,1740000,,,0,,H. Gravett REBOUND (Off:0 Def:1),[1629755],1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,,,,,,,,,,,,173.0,1.0,1.0,0.0,,,,,
175,PT10M58.00S,2021-12-18T00:43:31.6Z,2,REGULAR,3pt,Jump Shot,[],1629168,30.042706964520367,23.774509803921568,1610612753,27,34,2021-12-18T00:43:37Z,1750000,131.0,230.0,1,left,B. Johnson 26' 3PT  (5 PTS) (R. Lopez 3 AST),"[1629168, 201577]",1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,,,,,,26.47,Made,5.0,R. Lopez,201577.0,3.0,,,,,,,,,
177,PT10M45.00S,2021-12-18T00:43:44.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,90.09526938239159,61.51960784313726,1610612748,27,36,2021-12-18T00:47:47Z,1770000,58.0,41.0,1,right,G. Vincent 7' driving Layup (7 PTS) (M. Strus 1 AST),"[1629216, 1629622]",1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,,,,,,7.05,Made,7.0,M. Strus,1629622.0,1.0,,,,,,,,,
179,PT10M33.00S,2021-12-18T00:43:56.6Z,2,REGULAR,turnover,bad pass,[],1628539,,,1610612753,27,36,2021-12-18T00:44:01Z,1790000,,,0,,M. Mulder bad pass TURNOVER (1 TO),"[1628539, 1630585]",1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,,,,,,,,,,,,,,,,1.0,Garrett,1630585.0,,
180,PT10M33.00S,2021-12-18T00:43:56.6Z,2,REGULAR,steal,,[],1630585,,,1610612748,27,36,2021-12-18T00:52:33Z,1800000,,,0,,M. Garrett STEAL (1 STL),[1630585],1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M28.00S,2021-12-18T00:44:01.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629622,85.3646517739816,96.81372549019608,1610612748,27,36,2021-12-18T00:44:12Z,1810000,234.0,85.0,1,right,MISS M. Strus 24' running 3PT,[1629622],1610612748.0,MIA,running,,,Strus,M. Strus,,,,,,,,,,24.91,Missed,,,,,,,,,,,,,
182,PT10M25.00S,2021-12-18T00:44:04.8Z,2,REGULAR,rebound,offensive,[],1630585,,,1610612748,27,36,2021-12-18T00:44:04Z,1820000,,,0,,M. Garrett REBOUND (Off:2 Def:1),[1630585],1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,181.0,3.0,1.0,2.0,,,,,
