actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
355,PT08M48.00S,2021-10-28T00:23:50.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,70,68,2021-10-28T00:24:03Z,3500000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,353.0,,,,,,,,,,,,,,,,,
356,PT08M48.00S,2021-10-28T00:23:58.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,70,68,2021-10-28T00:23:58Z,3510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT08M42.00S,2021-10-28T00:24:14.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630591,66.96780551905388,62.99019607843137,1610612753,70,68,2021-10-28T00:24:57Z,3520000,65.0,258.0,1,right,MISS J. Suggs 26' pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,
358,PT08M39.00S,2021-10-28T00:24:17.7Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,70,68,2021-10-28T00:24:20Z,3530000,,,0,,G. Hayward REBOUND (Off:0 Def:4),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,357.0,4.0,4.0,0.0,,,,,,,,,,,,,,
359,PT08M33.00S,2021-10-28T00:24:23.4Z,3,REGULAR,3pt,Jump Shot,[],1628970,34.510512483574246,44.6078431372549,1610612766,70,71,2021-10-28T00:24:30Z,3540000,27.0,272.0,1,left,M. Bridges 27' 3PT  (20 PTS) (G. Hayward 2 AST),"[1628970, 202330]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,27.32,Made,,,,,20.0,,,,,,,,,G. Hayward,202330.0,2.0,,
361,PT08M33.00S,2021-10-28T00:24:31.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,70,71,2021-10-28T00:24:31Z,3560000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT08M12.00S,2021-10-28T00:27:44.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,91.5407358738502,51.225490196078425,1610612753,72,71,2021-10-28T00:27:51Z,3570000,6.0,27.0,1,right,C. Anthony driving Layup (14 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,2.77,Made,,,,,14.0,,,,,,,,,,,,,
366,PT07M51.00S,2021-10-28T00:28:13.3Z,3,REGULAR,foul,personal,[],1628976,,,1610612766,72,71,2021-10-28T00:28:18Z,3610000,,,0,,W. Carter Jr. personal FOUL (1 PF),"[1628976, 1628970]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,201639.0,1.0,0.0,Bridges,1628970.0,,,,,
368,PT07M47.00S,2021-10-28T00:28:31.2Z,3,REGULAR,foul,offensive,[],203486,,,1610612766,72,71,2021-10-28T00:33:47Z,3630000,,,0,,M. Plumlee off-the-ball offensive FOUL (1 PF),"[203486, 1630175]",1610612766.0,CHA,off-the-ball,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,201639.0,1.0,0.0,Anthony,1630175.0,,,,,
370,PT07M47.00S,2021-10-28T00:28:31.2Z,3,REGULAR,turnover,offensive foul,[],203486,,,1610612766,72,71,2021-10-28T00:28:31Z,3650000,,,0,,M. Plumlee offensive foul TURNOVER (2 TO),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,2.0,,,201639.0,,,,,,,,,
371,PT07M27.00S,2021-10-28T00:29:04.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628964,82.7365308804205,93.38235294117648,1610612753,72,71,2021-10-28T00:29:11Z,3660000,217.0,110.0,1,right,MISS M. Bamba 24' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,24.31,Missed,,,,,,,,,,,,,,,,,,
372,PT07M23.00S,2021-10-28T00:29:08.8Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,72,71,2021-10-28T00:29:11Z,3670000,,,0,,L. Ball REBOUND (Off:1 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,371.0,4.0,3.0,1.0,,,,,,,,,,,,,,
373,PT07M17.00S,2021-10-28T00:29:15.0Z,3,REGULAR,3pt,Jump Shot,[],202330,33.327858081471746,40.44117647058824,1610612766,72,74,2021-10-28T00:29:19Z,3680000,48.0,261.0,1,left,G. Hayward 26' 3PT  (16 PTS) (M. Plumlee 1 AST),"[202330, 203486]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,26.51,Made,,,,,16.0,,,,,,,,,M. Plumlee,203486.0,1.0,,
375,PT06M58.00S,2021-10-28T00:29:32.5Z,3,REGULAR,3pt,Jump Shot,[],1628964,66.5735873850197,55.14705882352941,1610612753,75,74,2021-10-28T00:29:38Z,3700000,26.0,262.0,1,right,M. Bamba 26' 3PT  (11 PTS) (C. Anthony 5 AST),"[1628964, 1630175]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.3,Made,,,,,11.0,,,,,,,,,C. Anthony,1630175.0,5.0,,
377,PT06M50.00S,2021-10-28T00:29:41.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628970,5.206964520367937,95.09803921568627,1610612766,75,74,2021-10-28T00:29:48Z,3720000,-225.0,-4.0,1,left,MISS M. Bridges running 3PT,[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,
378,PT06M48.00S,2021-10-28T00:29:43.6Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,75,74,2021-10-28T00:29:48Z,3730000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,377.0,5.0,4.0,1.0,,,,,,,,,,,,,,
379,PT06M41.00S,2021-10-28T00:29:55.1Z,3,REGULAR,turnover,lost ball,[],1628976,,,1610612753,75,74,2021-10-28T00:30:03Z,3740000,,,0,,W. Carter Jr. lost ball TURNOVER (1 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,1.0,,,,,,,,,,,,
380,PT06M41.00S,2021-10-28T00:30:00.9Z,3,REGULAR,foul,personal,[],1628976,,,1610612766,75,74,2021-10-28T00:30:17Z,3750000,,,0,,W. Carter Jr. loose ball personal FOUL (2 PF),"[1628976, 202330]",1610612753.0,ORL,loose ball,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,1198.0,2.0,0.0,Hayward,202330.0,,,,,
382,PT06M41.00S,2021-10-28T00:30:16.3Z,3,REGULAR,substitution,out,[],1626162,,,1610612766,75,74,2021-10-28T00:30:19Z,3770000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M41.00S,2021-10-28T00:30:16.3Z,3,REGULAR,substitution,in,[],1628998,,,1610612766,75,74,2021-10-28T00:30:19Z,3780000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M41.00S,2021-10-28T00:30:22.0Z,3,REGULAR,substitution,out,[],1630591,,,1610612766,75,74,2021-10-28T00:30:30Z,3790000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M41.00S,2021-10-28T00:30:22.0Z,3,REGULAR,substitution,out,[],1630532,,,1610612766,75,74,2021-10-28T00:30:30Z,3800000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M41.00S,2021-10-28T00:30:22.0Z,3,REGULAR,substitution,in,[],203914,,,1610612766,75,74,2021-10-28T00:30:30Z,3810000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M41.00S,2021-10-28T00:30:22.0Z,3,REGULAR,substitution,in,[],203082,,,1610612766,75,74,2021-10-28T00:30:30Z,3820000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M22.00S,2021-10-28T00:30:56.6Z,3,REGULAR,turnover,lost ball,[],203486,,,1610612766,75,74,2021-10-28T00:31:02Z,3830000,,,0,,M. Plumlee lost ball TURNOVER (3 TO),"[203486, 1628976]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,3.0,Carter Jr.,1628976.0,,,,,,,,,,
389,PT06M22.00S,2021-10-28T00:30:56.6Z,3,REGULAR,steal,,[],1628976,,,1610612753,75,74,2021-10-28T00:30:58Z,3840000,,,0,,W. Carter Jr. STEAL (1 STL),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M05.00S,2021-10-28T00:31:13.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203914,86.81011826544021,95.58823529411765,1610612753,75,74,2021-10-28T00:31:19Z,3850000,228.0,71.0,1,right,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,23.89,Missed,,,,,,,,,,,,,,,,,,
391,PT06M03.00S,2021-10-28T00:31:15.6Z,3,REGULAR,rebound,offensive,[],1628976,,,1610612753,75,74,2021-10-28T00:31:19Z,3860000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,390.0,6.0,4.0,2.0,,,,,,,,,,,,,,
392,PT06M02.00S,2021-10-28T00:31:17.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203914,89.83245729303549,50.0,1610612753,77,74,2021-10-28T00:31:24Z,3870000,0.0,43.0,1,right,G. Harris cutting Layup (2 PTS) (W. Carter Jr. 1 AST),"[203914, 1628976]",1610612753.0,ORL,cutting,,,Harris,G. Harris,,,,,4.31,Made,,,,,2.0,,,,,,,,,W. Carter Jr.,1628976.0,1.0,,
394,PT05M56.00S,2021-10-28T00:31:25.7Z,3,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,77,74,2021-10-28T00:31:32Z,3890000,,,0,,L. Ball bad pass out-of-bounds TURNOVER (2 TO),[1630163],1610612766.0,CHA,bad pass,,,Ball,L. Ball,,,,,,,,,,,,2.0,,,1198.0,,,,,,,,,
395,PT05M56.00S,2021-10-28T00:31:28.7Z,3,REGULAR,substitution,out,[],1628970,,,1610612753,77,74,2021-10-28T00:31:45Z,3900000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M56.00S,2021-10-28T00:31:28.7Z,3,REGULAR,substitution,in,[],1629667,,,1610612753,77,74,2021-10-28T00:31:45Z,3910000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M44.00S,2021-10-28T00:31:52.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203914,91.14651773981603,52.20588235294118,1610612753,79,74,2021-10-28T00:32:00Z,3920000,11.0,31.0,1,right,G. Harris driving reverse Layup (4 PTS),[203914],1610612753.0,ORL,driving reverse,,,Harris,G. Harris,,,,,3.26,Made,,,,,4.0,,,,,,,,,,,,,
399,PT05M44.00S,2021-10-28T00:32:13.3Z,3,REGULAR,foul,personal,['1freethrow'],203486,,,1610612753,79,74,2021-10-28T00:32:28Z,3940000,,,0,,M. Plumlee shooting personal FOUL (2 PF) (Harris 1 FT),"[203486, 203914]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,1198.0,2.0,0.0,Harris,203914.0,,,,,
401,PT05M44.00S,2021-10-28T00:32:29.6Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],203914,,,1610612753,80,74,2021-10-28T00:32:29Z,3960000,,,0,,G. Harris Free Throw 1 of 1 (5 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
402,PT05M44.00S,2021-10-28T00:32:32.9Z,3,REGULAR,substitution,out,[],1630163,,,1610612766,80,74,2021-10-28T00:32:39Z,3970000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M44.00S,2021-10-28T00:32:32.9Z,3,REGULAR,substitution,in,[],202397,,,1610612766,80,74,2021-10-28T00:32:39Z,3980000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M28.00S,2021-10-28T00:32:41.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,7.046649145860711,46.81372549019608,1610612766,80,76,2021-10-28T00:32:45Z,3990000,16.0,14.0,1,left,G. Hayward driving floating Jump Shot (18 PTS) (M. Plumlee 2 AST),"[202330, 203486]",1610612766.0,CHA,driving floating,,,Hayward,G. Hayward,,,,,2.1,Made,,,,,18.0,,,,,,,,,M. Plumlee,203486.0,2.0,,
406,PT05M14.00S,2021-10-28T00:32:55.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,89.96386333771353,48.28431372549019,1610612753,82,76,2021-10-28T00:34:34Z,4010000,-9.0,42.0,1,right,C. Anthony pullup Jump Shot (16 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,4.27,Made,,,,,16.0,,,,,,,,,,,,,
407,PT05M01.00S,2021-10-28T00:33:09.8Z,3,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612766,82,76,2021-10-28T00:33:20Z,4020000,,,0,,W. Carter Jr. shooting personal FOUL (3 PF) (McDaniels 2 FT),"[1628976, 1629667]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,1198.0,3.0,0.0,McDaniels,1629667.0,,,,,
409,PT05M01.00S,2021-10-28T00:33:36.7Z,3,REGULAR,freethrow,1 of 2,[],1629667,,,1610612766,82,77,2021-10-28T00:35:28Z,4040000,,,0,,J. McDaniels Free Throw 1 of 2 (6 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
410,PT05M01.00S,2021-10-28T00:33:37.6Z,3,REGULAR,substitution,out,[],1628976,,,1610612766,82,77,2021-10-28T00:33:44Z,4050000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M01.00S,2021-10-28T00:33:37.6Z,3,REGULAR,substitution,in,[],1629021,,,1610612766,82,77,2021-10-28T00:33:44Z,4060000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M01.00S,2021-10-28T00:34:11.1Z,3,REGULAR,stoppage,blood rule,[],0,,,1610612766,82,77,2021-10-28T00:34:11Z,4070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M01.00S,2021-10-28T00:33:36.7Z,3,REGULAR,freethrow,2 of 2,[],1629667,,,1610612766,82,77,2021-10-28T00:35:28Z,4080000,,,0,,MISS J. McDaniels Free Throw 2 of 2,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,Missed,,,,,,,,,,,,,,,,,,
414,PT04M58.00S,2021-10-28T00:33:39.7Z,3,REGULAR,rebound,defensive,[],1629021,,,1610612753,82,77,2021-10-28T00:35:28Z,4090000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,413.0,1.0,1.0,0.0,,,,,,,,,,,,,,
415,PT04M49.00S,2021-10-28T00:35:35.5Z,3,REGULAR,3pt,Jump Shot,[],203914,88.12417871222075,5.147058823529411,1610612753,85,77,2021-10-28T00:35:40Z,4100000,-224.0,59.0,1,right,G. Harris 3PT  (8 PTS) (M. Bamba 3 AST),"[203914, 1628964]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,23.2,Made,,,,,8.0,,,,,,,,,M. Bamba,1628964.0,3.0,,
417,PT04M33.00S,2021-10-28T00:35:52.5Z,3,REGULAR,foul,offensive,[],202330,,,1610612766,85,77,2021-10-28T00:36:05Z,4120000,,,0,,G. Hayward charge offensive FOUL (2 PF),"[202330, 1630175]",1610612766.0,CHA,charge,,,Hayward,G. Hayward,,,,,,,,,,,,,,,1628487.0,2.0,0.0,Anthony,1630175.0,,,,,
419,PT04M33.00S,2021-10-28T00:35:52.5Z,3,REGULAR,turnover,offensive foul,[],202330,,,1610612766,85,77,2021-10-28T00:35:52Z,4140000,,,0,,G. Hayward offensive foul TURNOVER (4 TO),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,4.0,,,1628487.0,,,,,,,,,
420,PT04M10.00S,2021-10-28T00:36:27.9Z,3,REGULAR,turnover,bad pass,[],203914,,,1610612753,85,77,2021-10-28T00:36:36Z,4150000,,,0,,G. Harris bad pass TURNOVER (2 TO),"[203914, 202330]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,2.0,Hayward,202330.0,,,,,,,,,,
421,PT04M10.00S,2021-10-28T00:36:27.9Z,3,REGULAR,steal,,[],202330,,,1610612766,85,77,2021-10-28T00:36:30Z,4160000,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M05.00S,2021-10-28T00:36:33.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203486,5.732588699080158,49.26470588235294,1610612766,85,79,2021-10-28T00:36:43Z,4170000,4.0,1.0,1,left,M. Plumlee running Layup (9 PTS) (G. Hayward 3 AST),"[203486, 202330]",1610612766.0,CHA,running,,,Plumlee,M. Plumlee,,,,,0.4,Made,,,,,9.0,,,,,,,,,G. Hayward,202330.0,3.0,,
424,PT03M49.00S,2021-10-28T00:36:49.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,92.59198423127464,48.28431372549019,1610612753,85,79,2021-10-28T00:36:55Z,4190000,-9.0,17.0,1,right,MISS M. Wagner driving Layup,[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,1.91,Missed,,,,,,,,,,,,,,,,,,
425,PT03M45.00S,2021-10-28T00:36:53.6Z,3,REGULAR,rebound,defensive,[],202397,,,1610612766,85,79,2021-10-28T00:36:55Z,4200000,,,0,,I. Smith REBOUND (Off:0 Def:2),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,424.0,2.0,2.0,0.0,,,,,,,,,,,,,,
426,PT03M42.00S,2021-10-28T00:37:00.2Z,3,REGULAR,foul,personal,[],203082,,,1610612766,85,79,2021-10-28T00:40:06Z,4210000,,,0,,T. Ross personal FOUL (2 PF),"[203082, 202330]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,201639.0,2.0,0.0,Hayward,202330.0,,,,,
428,PT03M42.00S,2021-10-28T00:37:18.6Z,3,REGULAR,substitution,out,[],203486,,,1610612766,85,79,2021-10-28T00:37:21Z,4230000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M42.00S,2021-10-28T00:37:18.6Z,3,REGULAR,substitution,in,[],1628970,,,1610612766,85,79,2021-10-28T00:37:21Z,4240000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M42.00S,2021-10-28T00:37:26.6Z,3,REGULAR,substitution,out,[],1630175,,,1610612766,85,79,2021-10-28T00:37:30Z,4250000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M42.00S,2021-10-28T00:37:26.6Z,3,REGULAR,substitution,in,[],1630591,,,1610612766,85,79,2021-10-28T00:37:30Z,4260000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M30.00S,2021-10-28T00:37:51.8Z,3,REGULAR,3pt,Jump Shot,[],1628970,29.77989487516426,31.127450980392158,1610612766,85,82,2021-10-28T00:37:58Z,4270000,94.0,227.0,1,left,M. Bridges 24' 3PT step back (23 PTS),[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,24.62,Made,,,,,23.0,,,,,,,,,,,,,
433,PT03M14.00S,2021-10-28T00:38:07.4Z,3,REGULAR,3pt,Jump Shot,[],203914,75.64060446780552,10.049019607843137,1610612753,85,82,2021-10-28T00:38:12Z,4280000,-200.0,176.0,1,right,MISS G. Harris 26' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,
434,PT03M12.00S,2021-10-28T00:38:09.4Z,3,REGULAR,rebound,defensive,[],1629667,,,1610612766,85,82,2021-10-28T00:38:12Z,4290000,,,0,,J. McDaniels REBOUND (Off:0 Def:4),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,433.0,4.0,4.0,0.0,,,,,,,,,,,,,,
435,PT03M08.00S,2021-10-28T00:38:18.5Z,3,REGULAR,foul,offensive,[],1629667,,,1610612766,85,82,2021-10-28T00:40:47Z,4300000,,,0,,J. McDaniels charge offensive FOUL (1 PF),"[1629667, 1629021]",1610612766.0,CHA,charge,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,1198.0,1.0,0.0,Wagner,1629021.0,,,,,
437,PT03M08.00S,2021-10-28T00:38:18.5Z,3,REGULAR,turnover,offensive foul,[],1629667,,,1610612766,85,82,2021-10-28T00:40:47Z,4320000,,,0,,J. McDaniels offensive foul TURNOVER (1 TO),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,1.0,,,1628487.0,,,,,,,,,
438,PT03M08.00S,2021-10-28T00:38:35.1Z,3,REGULAR,substitution,out,[],1628964,,,1610612753,85,82,2021-10-28T00:38:39Z,4330000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M08.00S,2021-10-28T00:38:35.1Z,3,REGULAR,substitution,in,[],1630532,,,1610612753,85,82,2021-10-28T00:38:39Z,4340000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M47.00S,2021-10-28T00:38:59.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203082,68.9388961892247,68.62745098039215,1610612753,88,82,2021-10-28T00:40:08Z,4350000,93.0,239.0,1,right,T. Ross 25' 3PT step back (16 PTS) (M. Wagner 1 AST),"[203082, 1629021]",1610612753.0,ORL,step back,,,Ross,T. Ross,,,,,25.7,Made,,,,,16.0,,,,,,,,,M. Wagner,1629021.0,1.0,,
442,PT02M35.00S,2021-10-28T00:39:12.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,4.02431011826544,49.26470588235294,1610612766,88,84,2021-10-28T00:39:22Z,4370000,4.0,-15.0,1,left,M. Bridges Layup (25 PTS) (C. Martin 5 AST),"[1628970, 1628998]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,1.52,Made,,,,,25.0,,,,,,,,,C. Martin,1628998.0,5.0,,
444,PT02M35.00S,2021-10-28T00:39:18.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630591,,,1610612766,88,84,2021-10-28T00:40:00Z,4390000,,,0,,J. Suggs shooting personal FOUL (3 PF) (Bridges 1 FT),"[1630591, 1628970]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,,,,,,,,,,,1198.0,3.0,0.0,Bridges,1628970.0,,,,,
446,PT02M35.00S,2021-10-28T00:39:47.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612766,88,84,2021-10-28T00:39:47Z,4410000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M35.00S,2021-10-28T00:42:25.4Z,3,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,88,85,2021-10-28T00:42:25Z,4420000,,,0,,M. Bridges Free Throw 1 of 1 (26 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
448,PT02M20.00S,2021-10-28T00:42:42.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,90.3580814717477,47.30392156862745,1610612753,88,85,2021-10-28T00:42:50Z,4430000,-13.0,38.0,1,right,MISS J. Suggs driving Layup - blocked,"[1630591, 1628970]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,4.04,Missed,,,,,,,,,,,,,,,,,Bridges,1628970.0
449,PT02M20.00S,2021-10-28T00:42:42.1Z,3,REGULAR,block,,[],1628970,,,1610612753,88,85,2021-10-28T00:42:45Z,4440000,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M20.00S,2021-10-28T00:42:42.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,88,85,2021-10-28T00:42:50Z,4450000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,448.0,,,,,,,,,,,,,,,,,
451,PT02M20.00S,2021-10-28T00:42:55.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,88,85,2021-10-28T00:42:55Z,4460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M19.00S,2021-10-28T00:43:15.1Z,3,REGULAR,stoppage,equipment issue,[],0,,,1610612753,88,85,2021-10-28T00:43:15Z,4470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M15.00S,2021-10-28T00:43:22.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203082,67.88764783180025,31.127450980392158,1610612753,88,85,2021-10-28T00:43:30Z,4480000,-94.0,249.0,1,right,MISS T. Ross 26' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,
