actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
88,PT05M51.00S,2021-10-27T23:24:09.2Z,1,REGULAR,substitution,out,[],202330,,,1610612753,19,8,2021-10-27T23:24:21Z,870000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M51.00S,2021-10-27T23:24:09.2Z,1,REGULAR,substitution,out,[],203486,,,1610612753,19,8,2021-10-27T23:24:21Z,880000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M51.00S,2021-10-27T23:24:09.2Z,1,REGULAR,substitution,in,[],1630208,,,1610612753,19,8,2021-10-27T23:24:21Z,890000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M51.00S,2021-10-27T23:24:09.2Z,1,REGULAR,substitution,in,[],1628998,,,1610612753,19,8,2021-10-27T23:24:21Z,900000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M51.00S,2021-10-27T23:24:09.2Z,1,REGULAR,substitution,in,[],1629667,,,1610612753,19,8,2021-10-27T23:24:21Z,910000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M51.00S,2021-10-27T23:24:30.5Z,1,REGULAR,freethrow,2 of 2,[],1628964,,,1610612753,20,8,2021-10-27T23:24:30Z,920000,,,0,,M. Bamba Free Throw 2 of 2 (4 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
94,PT05M42.00S,2021-10-27T23:24:43.1Z,1,REGULAR,foul,personal,[],1630175,,,1610612766,20,8,2021-10-27T23:25:15Z,930000,,,0,,C. Anthony personal FOUL (1 PF),"[1630175, 1626162]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,201639.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,
96,PT05M42.00S,2021-10-27T23:24:58.8Z,1,REGULAR,substitution,out,[],1630175,,,1610612766,20,8,2021-10-27T23:25:03Z,950000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M42.00S,2021-10-27T23:24:58.8Z,1,REGULAR,substitution,in,[],203914,,,1610612766,20,8,2021-10-27T23:25:03Z,960000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M29.00S,2021-10-27T23:25:16.1Z,1,REGULAR,2pt,Jump Shot,[],202397,79.45137976346912,50.245098039215684,1610612766,20,10,2021-10-27T23:25:24Z,970000,1.0,141.0,1,right,I. Smith 14' pullup Jump Shot (2 PTS),[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,14.07,Made,,,,,2.0,,,,,,,,,,,,,
99,PT05M13.00S,2021-10-27T23:25:35.3Z,1,REGULAR,foul,offensive,[],203914,,,1610612753,20,10,2021-10-27T23:25:44Z,980000,,,0,,G. Harris charge offensive FOUL (1 PF),"[203914, 1628998]",1610612753.0,ORL,charge,,,Harris,G. Harris,,,,,,,,,,,,,,,201639.0,1.0,0.0,Martin,1628998.0,,,,,
101,PT05M13.00S,2021-10-27T23:25:35.3Z,1,REGULAR,turnover,offensive foul,[],203914,,,1610612753,20,10,2021-10-27T23:25:35Z,1000000,,,0,,G. Harris offensive foul TURNOVER (1 TO),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,1.0,,,201639.0,,,,,,,,,
102,PT05M13.00S,2021-10-27T23:25:43.1Z,1,REGULAR,substitution,out,[],1628964,,,1610612766,20,10,2021-10-27T23:25:50Z,1010000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M13.00S,2021-10-27T23:25:43.1Z,1,REGULAR,substitution,out,[],1630532,,,1610612766,20,10,2021-10-27T23:25:50Z,1020000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M13.00S,2021-10-27T23:25:43.1Z,1,REGULAR,substitution,in,[],1628976,,,1610612766,20,10,2021-10-27T23:25:50Z,1030000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M13.00S,2021-10-27T23:25:43.1Z,1,REGULAR,substitution,in,[],1629021,,,1610612766,20,10,2021-10-27T23:25:50Z,1040000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M01.00S,2021-10-27T23:26:06.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202397,81.42247043363994,36.76470588235294,1610612766,20,12,2021-10-27T23:26:13Z,1050000,-66.0,122.0,1,right,I. Smith 13' turnaround fadeaway Jump Shot (4 PTS),[202397],1610612766.0,CHA,turnaround fadeaway,,,Smith,I. Smith,,,,,13.89,Made,,,,,4.0,,,,,,,,,,,,,
107,PT04M43.00S,2021-10-27T23:26:24.7Z,1,REGULAR,3pt,Jump Shot,[],1629021,6.915243101182654,94.6078431372549,1610612753,23,12,2021-10-27T23:26:30Z,1060000,-223.0,13.0,1,left,M. Wagner 3PT  (3 PTS) (G. Harris 1 AST),"[1629021, 203914]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,22.34,Made,,,,,3.0,,,,,,,,,G. Harris,203914.0,1.0,,
109,PT04M37.00S,2021-10-27T23:26:30.5Z,1,REGULAR,turnover,lost ball,[],202397,,,1610612766,23,12,2021-10-27T23:26:36Z,1080000,,,0,,I. Smith lost ball TURNOVER (1 TO),"[202397, 1630591]",1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,1.0,Suggs,1630591.0,,,,,,,,,,
110,PT04M37.00S,2021-10-27T23:26:30.5Z,1,REGULAR,steal,,[],1630591,,,1610612753,23,12,2021-10-27T23:26:33Z,1090000,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M33.00S,2021-10-27T23:26:34.8Z,1,REGULAR,turnover,lost ball,[],1630591,,,1610612753,23,12,2021-10-27T23:26:41Z,1100000,,,0,,J. Suggs lost ball TURNOVER (1 TO),"[1630591, 202397]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,1.0,Smith,202397.0,,,,,,,,,,
112,PT04M33.00S,2021-10-27T23:26:34.8Z,1,REGULAR,steal,,[],202397,,,1610612766,23,12,2021-10-27T23:26:37Z,1110000,,,0,,I. Smith STEAL (1 STL),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M16.00S,2021-10-27T23:26:51.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626162,87.99277266754271,47.549019607843135,1610612766,23,14,2021-10-27T23:27:04Z,1120000,-12.0,60.0,1,right,K. Oubre Jr. 6' driving bank Hook (2 PTS),[1626162],1610612766.0,CHA,driving bank,,,Oubre Jr.,K. Oubre Jr.,,,,,6.16,Made,,,,,2.0,,,,,,,,,,,,,
114,PT04M05.00S,2021-10-27T23:27:04.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,23,14,2021-10-27T23:27:04Z,1130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M54.00S,2021-10-27T23:27:26.6Z,1,REGULAR,3pt,Jump Shot,[],1629021,30.699737187910642,38.72549019607843,1610612753,23,14,2021-10-27T23:27:31Z,1140000,56.0,236.0,1,left,MISS M. Wagner 24' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,24.27,Missed,,,,,,,,,,,,,,,,,,
116,PT03M51.00S,2021-10-27T23:27:29.6Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,23,14,2021-10-27T23:27:31Z,1150000,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,
117,PT03M39.00S,2021-10-27T23:27:41.8Z,1,REGULAR,2pt,Jump Shot,[],202397,91.27792378449409,73.0392156862745,1610612766,23,14,2021-10-27T23:27:50Z,1160000,115.0,29.0,1,right,MISS I. Smith 11' step back Shot,[202397],1610612766.0,CHA,step back,,,Smith,I. Smith,,,,,11.89,Missed,,,,,,,,,,,,,,,,,,
118,PT03M38.00S,2021-10-27T23:27:46.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,23,14,2021-10-27T23:27:46Z,1170000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,117.0,,,,,,,,,,,,,,,,,
119,PT03M38.00S,2021-10-27T23:27:48.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,23,14,2021-10-27T23:27:48Z,1180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M35.00S,2021-10-27T23:27:54.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628998,87.59855453350855,95.09803921568627,1610612766,23,17,2021-10-27T23:28:05Z,1190000,225.0,64.0,1,right,C. Martin 3PT  (3 PTS) (I. Smith 1 AST),"[1628998, 202397]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,23.44,Made,,,,,3.0,,,,,,,,,I. Smith,202397.0,1.0,,
121,PT03M10.00S,2021-10-27T23:28:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203082,7.703679369250986,44.6078431372549,1610612753,25,17,2021-10-27T23:28:26Z,1200000,27.0,20.0,1,left,T. Ross driving Layup (4 PTS),[203082],1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,3.35,Made,,,,,4.0,,,,,,,,,,,,,
122,PT02M56.00S,2021-10-27T23:28:33.3Z,1,REGULAR,3pt,Jump Shot,[],1626162,71.82982917214193,18.627450980392158,1610612766,25,17,2021-10-27T23:28:39Z,1210000,-157.0,212.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,
123,PT02M55.00S,2021-10-27T23:28:38.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,25,17,2021-10-27T23:28:38Z,1220000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,122.0,,,,,,,,,,,,,,,,,
124,PT02M55.00S,2021-10-27T23:28:40.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,25,17,2021-10-27T23:28:40Z,1230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M55.00S,2021-10-27T23:28:48.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,25,17,2021-10-27T23:28:48Z,1240000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M55.00S,2021-10-27T23:29:07.8Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,25,17,2021-10-27T23:31:26Z,1250000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M55.00S,2021-10-27T23:29:07.8Z,1,REGULAR,substitution,out,[],1626162,,,1610612753,25,17,2021-10-27T23:31:26Z,1260000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M55.00S,2021-10-27T23:29:07.8Z,1,REGULAR,substitution,in,[],1630181,,,1610612753,25,17,2021-10-27T23:31:26Z,1270000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M55.00S,2021-10-27T23:29:07.8Z,1,REGULAR,substitution,in,[],202330,,,1610612753,25,17,2021-10-27T23:31:26Z,1280000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M37.00S,2021-10-27T23:31:51.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,9.543363994743759,57.59803921568627,1610612753,25,17,2021-10-27T23:32:03Z,1290000,-38.0,37.0,1,left,MISS T. Ross driving floating bank Shot,[203082],1610612753.0,ORL,driving floating bank,,,Ross,T. Ross,,,,,5.32,Missed,,,,,,,,,,,,,,,,,,
132,PT02M34.00S,2021-10-27T23:31:54.9Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,25,17,2021-10-27T23:32:03Z,1300000,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,131.0,2.0,2.0,0.0,,,,,,,,,,,,,,
133,PT02M22.00S,2021-10-27T23:32:07.2Z,1,REGULAR,3pt,Jump Shot,[],1629667,68.41327201051249,74.26470588235294,1610612766,25,20,2021-10-27T23:32:13Z,1310000,121.0,244.0,1,right,J. McDaniels 27' 3PT  (3 PTS) (C. Martin 1 AST),"[1629667, 1628998]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,27.28,Made,,,,,3.0,,,,,,,,,C. Martin,1628998.0,1.0,,
135,PT02M05.00S,2021-10-27T23:32:23.4Z,1,REGULAR,3pt,Jump Shot,[],1630181,5.863994743758213,95.34313725490196,1610612753,25,20,2021-10-27T23:32:28Z,1330000,-227.0,3.0,1,left,MISS R. Hampton 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,
136,PT02M03.00S,2021-10-27T23:32:25.4Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,25,20,2021-10-27T23:32:28Z,1340000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,,,
137,PT01M59.00S,2021-10-27T23:32:35.1Z,1,REGULAR,foul,offensive,[],202330,,,1610612766,25,20,2021-10-27T23:35:13Z,1350000,,,0,,G. Hayward offensive FOUL (1 PF),"[202330, 1629021]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Wagner,1629021.0,,,,,
139,PT01M59.00S,2021-10-27T23:32:35.1Z,1,REGULAR,turnover,offensive foul,[],202330,,,1610612766,25,20,2021-10-27T23:32:35Z,1370000,,,0,,G. Hayward offensive foul TURNOVER (3 TO),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,3.0,,,1628487.0,,,,,,,,,
140,PT01M35.00S,2021-10-27T23:33:09.7Z,1,REGULAR,turnover,lost ball,[],203082,,,1610612753,25,20,2021-10-27T23:33:14Z,1380000,,,0,,T. Ross lost ball TURNOVER (1 TO),"[203082, 1629667]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,1.0,McDaniels,1629667.0,,,,,,,,,,
141,PT01M35.00S,2021-10-27T23:33:09.7Z,1,REGULAR,steal,,[],1629667,,,1610612766,25,20,2021-10-27T23:33:46Z,1390000,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M33.00S,2021-10-27T23:33:16.2Z,1,REGULAR,foul,personal,['2freethrow'],1630181,,,1610612766,25,20,2021-10-27T23:33:31Z,1400000,,,0,,R. Hampton shooting personal FOUL (1 PF) (Martin 2 FT),"[1630181, 1628998]",1610612753.0,ORL,shooting,,,Hampton,R. Hampton,,,,,,,,,,,,,,,1628487.0,1.0,0.0,Martin,1628998.0,,,,,
144,PT01M33.00S,2021-10-27T23:33:46.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628998,,,1610612766,25,21,2021-10-27T23:33:46Z,1420000,,,0,,C. Martin Free Throw 1 of 2 (4 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
145,PT01M33.00S,2021-10-27T23:34:00.9Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1628998,,,1610612766,25,22,2021-10-27T23:34:00Z,1430000,,,0,,C. Martin Free Throw 2 of 2 (5 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
146,PT01M18.00S,2021-10-27T23:34:15.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,7.966491458607096,52.94117647058824,1610612753,25,22,2021-10-27T23:34:23Z,1440000,-15.0,22.0,1,left,MISS W. Carter Jr. driving reverse Layup,[1628976],1610612753.0,ORL,driving reverse,,,Carter Jr.,W. Carter Jr.,,,,,2.68,Missed,,,,,,,,,,,,,,,,,,
147,PT01M15.00S,2021-10-27T23:34:18.8Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,25,22,2021-10-27T23:34:23Z,1450000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,146.0,2.0,2.0,0.0,,,,,,,,,,,,,,
148,PT01M09.00S,2021-10-27T23:34:24.4Z,1,REGULAR,3pt,Jump Shot,[],1628998,87.72996057818659,95.83333333333334,1610612766,25,25,2021-10-27T23:34:30Z,1460000,229.0,63.0,1,right,C. Martin 3PT  (8 PTS) (J. McDaniels 1 AST),"[1628998, 1629667]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,23.76,Made,,,,,8.0,,,,,,,,,J. McDaniels,1629667.0,1.0,,
150,PT00M51.00S,2021-10-27T23:34:43.6Z,1,REGULAR,turnover,bad pass,[],1630181,,,1610612753,25,25,2021-10-27T23:34:53Z,1480000,,,0,,R. Hampton bad pass TURNOVER (1 TO),"[1630181, 1629667]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,1.0,McDaniels,1629667.0,,,,,,,,,,
151,PT00M51.00S,2021-10-27T23:34:43.6Z,1,REGULAR,steal,,[],1629667,,,1610612766,25,25,2021-10-27T23:37:02Z,1490000,,,0,,J. McDaniels STEAL (2 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M50.00S,2021-10-27T23:34:48.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629667,91.80354796320631,48.03921568627451,1610612766,25,27,2021-10-27T23:35:00Z,1500000,-10.0,25.0,1,right,J. McDaniels running Layup (5 PTS) (G. Hayward 1 AST),"[1629667, 202330]",1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,2.64,Made,,,,,5.0,,,,,,,,,G. Hayward,202330.0,1.0,,
154,PT00M34.40S,2021-10-27T23:35:04.6Z,1,REGULAR,3pt,Jump Shot,[],203082,30.699737187910642,70.58823529411765,1610612753,28,27,2021-10-27T23:35:11Z,1520000,-103.0,236.0,1,left,T. Ross 25' 3PT pullup (7 PTS),[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,25.75,Made,,,,,7.0,,,,,,,,,,,,,
155,PT00M28.80S,2021-10-27T23:35:15.8Z,1,REGULAR,2pt,Jump Shot,[],202397,77.61169513797634,39.705882352941174,1610612766,28,29,2021-10-27T23:35:21Z,1530000,-51.0,158.0,1,right,I. Smith 16' pullup Jump Shot (6 PTS),[202397],1610612766.0,CHA,pullup,,,Smith,I. Smith,,,,,16.62,Made,,,,,6.0,,,,,,,,,,,,,
156,PT00M11.40S,2021-10-27T23:35:37.6Z,1,REGULAR,3pt,Jump Shot,[],203082,31.35676741130092,60.5392156862745,1610612753,31,29,2021-10-27T23:35:43Z,1540000,-53.0,242.0,1,left,T. Ross 24' 3PT pullup (10 PTS),[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,24.8,Made,,,,,10.0,,,,,,,,,,,,,
157,PT00M01.60S,2021-10-27T23:35:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202397,93.77463863337714,50.98039215686274,1610612766,31,29,2021-10-27T23:38:03Z,1550000,5.0,6.0,1,right,MISS I. Smith driving Layup,[202397],1610612766.0,CHA,driving,,,Smith,I. Smith,,,,,0.77,Missed,,,,,,,,,,,,,,,,,,
158,PT00M01.30S,2021-10-27T23:35:53.5Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,31,29,2021-10-27T23:38:03Z,1560000,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,157.0,3.0,2.0,1.0,,,,,,,,,,,,,,
159,PT00M01.30S,2021-10-27T23:35:59.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630208,94.40999984741211,50.0,1610612766,31,31,2021-10-27T23:37:53Z,1570000,0.0,0.0,1,right,N. Richards tip Layup (2 PTS),[1630208],1610612766.0,CHA,tip,,,Richards,N. Richards,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
160,PT00M00.00S,2021-10-27T23:36:09.9Z,1,REGULAR,period,end,[],0,,,1610612753,31,31,2021-10-27T23:36:09Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-10-27T23:36:48.1Z,2,REGULAR,substitution,out,['startperiod'],1629021,,,1610612753,31,31,2021-10-27T23:38:47Z,1590000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-10-27T23:36:48.1Z,2,REGULAR,substitution,out,['startperiod'],203082,,,1610612753,31,31,2021-10-27T23:38:47Z,1600000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-10-27T23:36:48.1Z,2,REGULAR,substitution,in,['startperiod'],1630532,,,1610612753,31,31,2021-10-27T23:38:47Z,1610000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-10-27T23:36:48.1Z,2,REGULAR,substitution,in,['startperiod'],1630175,,,1610612753,31,31,2021-10-27T23:38:47Z,1620000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-10-27T23:38:52.9Z,2,REGULAR,period,start,[],0,,,1610612766,31,31,2021-10-27T23:38:52Z,1630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M46.00S,2021-10-27T23:39:06.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,85.3646517739816,49.50980392156863,1610612766,31,31,2021-10-27T23:39:15Z,1640000,-2.0,85.0,1,right,MISS I. Smith 8' driving floating Shot,[202397],1610612766.0,CHA,driving floating,,,Smith,I. Smith,,,,,8.51,Missed,,,,,,,,,,,,,,,,,,
167,PT11M42.00S,2021-10-27T23:39:10.5Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,31,31,2021-10-27T23:39:15Z,1650000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,166.0,3.0,2.0,1.0,,,,,,,,,,,,,,
168,PT11M32.00S,2021-10-27T23:39:19.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,6.1268068331143235,48.77450980392157,1610612753,31,31,2021-10-27T23:39:24Z,1660000,6.0,5.0,1,left,MISS R. Hampton driving Layup,[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,0.8,Missed,,,,,,,,,,,,,,,,,,
169,PT11M30.00S,2021-10-27T23:39:21.7Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,31,31,2021-10-27T23:39:24Z,1670000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,168.0,1.0,1.0,0.0,,,,,,,,,,,,,,
170,PT11M25.00S,2021-10-27T23:39:26.1Z,2,REGULAR,3pt,Jump Shot,['defensivegoaltending'],202330,71.96123521681997,15.196078431372548,1610612766,31,34,2021-10-27T23:41:25Z,1680000,-174.0,211.0,1,right,G. Hayward 27' 3PT  (3 PTS) (C. Martin 2 AST),"[202330, 1628998]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,27.36,Made,,,,,3.0,,,,,,,,,C. Martin,1628998.0,2.0,,
173,PT11M25.00S,2021-10-27T23:40:33.8Z,2,REGULAR,violation,defensive goaltending,[],1628976,,,1610612766,31,34,2021-10-27T23:40:58Z,1710000,,,0,,W. Carter Jr. defensive goaltending VIOLATION,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,1628487.0,,,,,,,,,
175,PT11M02.00S,2021-10-27T23:41:28.5Z,2,REGULAR,3pt,Jump Shot,[],1630175,23.47240473061761,85.29411764705883,1610612753,34,34,2021-10-27T23:41:34Z,1720000,-176.0,168.0,1,left,C. Anthony 24' 3PT  (5 PTS) (R. Hampton 1 AST),"[1630175, 1630181]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,24.37,Made,,,,,5.0,,,,,,,,,R. Hampton,1630181.0,1.0,,
177,PT10M39.00S,2021-10-27T23:41:51.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630208,86.81011826544021,45.34313725490196,1610612766,34,36,2021-10-27T23:41:59Z,1740000,-23.0,71.0,1,right,N. Richards 7' turnaround Hook (4 PTS) (J. McDaniels 2 AST),"[1630208, 1629667]",1610612766.0,CHA,turnaround,,,Richards,N. Richards,,,,,7.52,Made,,,,,4.0,,,,,,,,,J. McDaniels,1629667.0,2.0,,
