actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
90,PT04M27.00S,2021-12-24T00:22:44.4Z,1,REGULAR,rebound,defensive,[],1626195,,,1610612740,14,19,2021-12-24T00:22:46Z,890000,,,0,,W. Hernangomez REBOUND (Off:0 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,89.0,4.0,4.0,0.0,,,
91,PT04M27.00S,2021-12-24T00:22:46.9Z,1,REGULAR,foul,personal,[],203914,,,1610612740,14,19,2021-12-24T00:24:08Z,900000,,,0,,G. Harris personal FOUL (1 PF),"[203914, 203107]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,201640.0,1.0,0.0,Satoransky,203107.0,,,,,,,,,,
93,PT04M27.00S,2021-12-24T00:22:53.9Z,1,REGULAR,substitution,out,[],1630175,,,1610612740,14,19,2021-12-24T00:23:04Z,920000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M27.00S,2021-12-24T00:22:53.9Z,1,REGULAR,substitution,out,[],1628404,,,1610612740,14,19,2021-12-24T00:23:04Z,930000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M27.00S,2021-12-24T00:22:53.9Z,1,REGULAR,substitution,in,[],1629755,,,1610612740,14,19,2021-12-24T00:23:04Z,940000,,,0,,SUB in: H. Gravett,[1629755],1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M27.00S,2021-12-24T00:22:53.9Z,1,REGULAR,substitution,in,[],1630530,,,1610612740,14,19,2021-12-24T00:23:04Z,950000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M21.00S,2021-12-24T00:23:17.9Z,1,REGULAR,2pt,Jump Shot,[],1630529,25.098554533508544,76.00337009803921,1610612740,14,21,2021-12-24T00:23:31Z,960000,-130.0,183.0,1,left,H. Jones 22' Jump Shot (6 PTS) (T. Satoransky 1 AST),"[1630529, 203107]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,22.48,Made,6.0,,,,,,,,,T. Satoransky,203107.0,1.0,,,,,,,
99,PT04M05.00S,2021-12-24T00:23:32.9Z,1,REGULAR,3pt,Jump Shot,[],1630758,73.66951379763469,15.196078431372548,1610612753,14,21,2021-12-24T00:23:52Z,980000,-174.0,195.0,1,right,MISS A. Ford 26' 3PT,[1630758],1610612753.0,ORL,,,,Ford,A. Ford,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
100,PT04M02.00S,2021-12-24T00:23:35.9Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,14,21,2021-12-24T00:23:52Z,990000,,,0,,H. Jones REBOUND (Off:1 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,99.0,3.0,2.0,1.0,,,
101,PT03M50.00S,2021-12-24T00:23:48.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630530,15.193823915900131,45.588235294117645,1610612740,14,21,2021-12-24T00:23:55Z,1000000,22.0,90.0,1,left,MISS T. Murphy III 9' Hook,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,9.3,Missed,,,,,,,,,,,,,,,,,,,
102,PT03M49.00S,2021-12-24T00:23:49.3Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,14,21,2021-12-24T00:23:55Z,1010000,,,0,,W. Hernangomez REBOUND (Off:1 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,101.0,5.0,4.0,1.0,,,
103,PT03M48.00S,2021-12-24T00:23:50.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,7.835085413929041,57.107843137254896,1610612740,14,21,2021-12-24T00:25:29Z,1020000,-36.0,21.0,1,left,MISS W. Hernangomez putback Layup,[1626195],1610612740.0,NOP,putback,,,Hernangomez,W. Hernangomez,,,,,4.13,Missed,,,,,,,,,,,,,,,,,,,
105,PT03M44.00S,2021-12-24T00:23:54.5Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,14,21,2021-12-24T00:24:01Z,1040000,,,0,,W. Hernangomez REBOUND (Off:2 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,103.0,6.0,4.0,2.0,,,
106,PT03M38.00S,2021-12-24T00:24:03.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630532,,,1610612740,14,21,2021-12-24T00:24:11Z,1050000,,,0,,F. Wagner shooting personal FOUL (1 PF) (Jones 2 FT),"[1630532, 1630529]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,1628171.0,1.0,0.0,Jones,1630529.0,,,,,,,,,,
108,PT03M38.00S,2021-12-24T00:24:34.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630529,,,1610612740,14,22,2021-12-24T00:24:34Z,1070000,,,0,,H. Jones Free Throw 1 of 2 (7 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
109,PT03M38.00S,2021-12-24T00:24:35.2Z,1,REGULAR,substitution,out,[],203914,,,1610612740,14,22,2021-12-24T00:24:43Z,1080000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M38.00S,2021-12-24T00:24:35.2Z,1,REGULAR,substitution,in,[],1629168,,,1610612740,14,22,2021-12-24T00:24:43Z,1090000,,,0,,SUB in: B. Johnson,[1629168],1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M38.00S,2021-12-24T00:24:52.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630529,,,1610612740,14,23,2021-12-24T00:24:52Z,1100000,,,0,,H. Jones Free Throw 2 of 2 (8 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
112,PT03M23.00S,2021-12-24T00:25:08.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201577,84.83902759526939,48.77450980392157,1610612753,16,23,2021-12-24T00:25:15Z,1110000,-6.0,90.0,1,right,R. Lopez 9' turnaround Hook (4 PTS),[201577],1610612753.0,ORL,turnaround,,,Lopez,R. Lopez,,,,,9.02,Made,4.0,,,,,,,,,,,,,,,,,,
113,PT03M10.00S,2021-12-24T00:25:20.6Z,1,REGULAR,2pt,Jump Shot,[],1627742,22.683968462549277,70.83333333333334,1610612740,16,23,2021-12-24T00:25:26Z,1120000,-104.0,161.0,1,left,MISS B. Ingram 19' Jump Shot,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,19.15,Missed,,,,,,,,,,,,,,,,,,,
114,PT03M08.00S,2021-12-24T00:25:23.1Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,16,23,2021-12-24T00:25:23Z,1130000,,,0,,W. Hernangomez REBOUND (Off:3 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,113.0,7.0,4.0,3.0,,,
115,PT02M58.00S,2021-12-24T00:25:32.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203107,16.113666228646515,35.53921568627451,1610612740,16,25,2021-12-24T00:26:01Z,1140000,72.0,99.0,1,left,T. Satoransky 12' driving floating Jump Shot (2 PTS),[203107],1610612740.0,NOP,driving floating,,,Satoransky,T. Satoransky,,,,,12.26,Made,2.0,,,,,,,,,,,,,,,,,,
116,PT02M36.00S,2021-12-24T00:25:57.7Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612753,16,25,2021-12-24T00:26:12Z,1150000,,,0,,H. Jones shooting personal FOUL (1 PF) (Wagner 2 FT),"[1630529, 1630532]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,,,,,,,1628171.0,1.0,0.0,Wagner,1630532.0,,,,,,,,,,
118,PT02M36.00S,2021-12-24T00:26:10.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,16,25,2021-12-24T00:26:10Z,1170000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M36.00S,2021-12-24T00:26:44.9Z,1,REGULAR,substitution,out,[],1630529,,,1610612753,16,25,2021-12-24T00:28:42Z,1180000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M36.00S,2021-12-24T00:26:44.9Z,1,REGULAR,substitution,out,[],1626195,,,1610612753,16,25,2021-12-24T00:28:42Z,1190000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M36.00S,2021-12-24T00:26:44.9Z,1,REGULAR,substitution,in,[],1629637,,,1610612753,16,25,2021-12-24T00:28:42Z,1200000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M36.00S,2021-12-24T00:26:44.9Z,1,REGULAR,substitution,in,[],202066,,,1610612753,16,25,2021-12-24T00:28:42Z,1210000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M36.00S,2021-12-24T00:29:23.7Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612753,16,25,2021-12-24T00:29:23Z,1220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M36.00S,2021-12-24T00:29:56.6Z,1,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,16,25,2021-12-24T00:29:56Z,1230000,,,0,,MISS F. Wagner Free Throw 1 of 2,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Missed,,,,,,,,,,,,,,,,,,,
125,PT02M36.00S,2021-12-24T00:29:56.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,16,25,2021-12-24T00:29:56Z,1240000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,
126,PT02M36.00S,2021-12-24T00:30:09.7Z,1,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,17,25,2021-12-24T00:30:09Z,1250000,,,0,,F. Wagner Free Throw 2 of 2 (1 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
127,PT02M20.00S,2021-12-24T00:30:29.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,7.5722733245729295,50.0,1610612740,17,25,2021-12-24T00:30:34Z,1260000,0.0,19.0,1,left,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,1.87,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M16.00S,2021-12-24T00:30:33.0Z,1,REGULAR,rebound,defensive,[],1630758,,,1610612753,17,25,2021-12-24T00:30:34Z,1270000,,,0,,A. Ford REBOUND (Off:0 Def:4),[1630758],1610612753.0,ORL,,,,Ford,A. Ford,,,,,,,,,,,,,,,,,,,127.0,4.0,4.0,0.0,,,
129,PT02M14.00S,2021-12-24T00:30:35.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629168,91.93495400788436,48.03921568627451,1610612753,17,25,2021-12-24T00:30:41Z,1280000,-10.0,23.0,1,right,MISS B. Johnson running Layup,[1629168],1610612753.0,ORL,running,,,Johnson,B. Johnson,,,,,2.53,Missed,,,,,,,,,,,,,,,,,,,
130,PT02M12.00S,2021-12-24T00:30:37.0Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,17,25,2021-12-24T00:30:41Z,1290000,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,129.0,3.0,3.0,0.0,,,
131,PT02M05.00S,2021-12-24T00:30:43.2Z,1,REGULAR,3pt,Jump Shot,[],202066,7.5722733245729295,95.83333333333334,1610612740,17,28,2021-12-24T00:30:47Z,1300000,-229.0,19.0,1,left,G. Temple 3PT  (3 PTS) (B. Ingram 2 AST),"[202066, 1627742]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,23.0,Made,3.0,,,,,,,,,B. Ingram,1627742.0,2.0,,,,,,,
133,PT01M48.00S,2021-12-24T00:31:00.2Z,1,REGULAR,2pt,Jump Shot,[],1629168,70.77858081471747,51.71568627450981,1610612753,17,28,2021-12-24T00:31:04Z,1320000,9.0,222.0,1,right,MISS B. Johnson 22' pullup Shot,[1629168],1610612753.0,ORL,pullup,,,Johnson,B. Johnson,,,,,22.24,Missed,,,,,,,,,,,,,,,,,,,
134,PT01M45.00S,2021-12-24T00:31:03.2Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,17,28,2021-12-24T00:31:04Z,1330000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,133.0,1.0,1.0,0.0,,,
135,PT01M37.00S,2021-12-24T00:31:11.6Z,1,REGULAR,2pt,Jump Shot,[],203107,17.69053876478318,17.15686274509804,1610612740,17,28,2021-12-24T00:31:15Z,1340000,164.0,114.0,1,left,MISS T. Satoransky 19' pullup Shot,[203107],1610612740.0,NOP,pullup,,,Satoransky,T. Satoransky,,,,,19.98,Missed,,,,,,,,,,,,,,,,,,,
136,PT01M35.00S,2021-12-24T00:31:13.6Z,1,REGULAR,rebound,defensive,[],1630758,,,1610612753,17,28,2021-12-24T00:31:15Z,1350000,,,0,,A. Ford REBOUND (Off:0 Def:5),[1630758],1610612753.0,ORL,,,,Ford,A. Ford,,,,,,,,,,,,,,,,,,,135.0,5.0,5.0,0.0,,,
137,PT01M26.00S,2021-12-24T00:31:24.8Z,1,REGULAR,turnover,traveling,[],1630758,,,1610612753,17,28,2021-12-24T00:31:31Z,1360000,,,0,,A. Ford traveling TURNOVER (1 TO),[1630758],1610612753.0,ORL,,,,Ford,A. Ford,,,,,,,,1.0,,,201638.0,,,,,,,,,,,,,,
138,PT01M26.00S,2021-12-24T00:31:30.1Z,1,REGULAR,substitution,out,[],1627742,,,1610612740,17,28,2021-12-24T00:31:34Z,1370000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M26.00S,2021-12-24T00:31:30.1Z,1,REGULAR,substitution,in,[],1629109,,,1610612740,17,28,2021-12-24T00:31:34Z,1380000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M26.00S,2021-12-24T00:31:42.6Z,1,REGULAR,substitution,out,[],1630532,,,1610612740,17,28,2021-12-24T00:31:45Z,1390000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M26.00S,2021-12-24T00:31:42.6Z,1,REGULAR,substitution,in,[],204025,,,1610612740,17,28,2021-12-24T00:31:45Z,1400000,,,0,,SUB in: T. Frazier,[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M10.00S,2021-12-24T00:32:49.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630758,,,1610612740,17,28,2021-12-24T00:33:03Z,1410000,,,0,,A. Ford shooting personal FOUL (2 PF) (Clark 2 FT),"[1630758, 1629109]",1610612753.0,ORL,shooting,,,Ford,A. Ford,,,,,,,,,,,201638.0,2.0,0.0,Clark,1629109.0,,,,,,,,,,
144,PT01M10.00S,2021-12-24T00:33:14.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629109,,,1610612740,17,28,2021-12-24T00:33:14Z,1430000,,,0,,MISS G. Clark Free Throw 1 of 2,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,Missed,,,,,,,,,,,,,,,,,,,
145,PT01M10.00S,2021-12-24T00:33:14.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,17,28,2021-12-24T00:33:14Z,1440000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,,
146,PT01M10.00S,2021-12-24T00:33:29.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629109,,,1610612740,17,29,2021-12-24T00:33:29Z,1450000,,,0,,G. Clark Free Throw 2 of 2 (1 PTS),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
147,PT00M47.30S,2021-12-24T00:33:54.2Z,1,REGULAR,3pt,Jump Shot,[],1629168,86.28449408672799,94.11764705882352,1610612753,17,29,2021-12-24T00:33:59Z,1460000,221.0,76.0,1,right,MISS B. Johnson 3PT,[1629168],1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M43.10S,2021-12-24T00:33:58.4Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,17,29,2021-12-24T00:33:59Z,1470000,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,147.0,2.0,2.0,0.0,,,
149,PT00M33.30S,2021-12-24T00:34:08.4Z,1,REGULAR,3pt,Jump Shot,[],1630530,9.411957950065702,4.6568627450980395,1610612740,17,32,2021-12-24T00:34:12Z,1480000,227.0,36.0,1,left,T. Murphy III 3PT  (3 PTS) (T. Satoransky 2 AST),"[1630530, 203107]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,22.95,Made,3.0,,,,,,,,,T. Satoransky,203107.0,2.0,,,,,,,
151,PT00M09.40S,2021-12-24T00:34:35.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630758,89.04402102496715,43.872549019607845,1610612753,17,32,2021-12-24T00:34:42Z,1500000,-31.0,50.0,1,right,MISS A. Ford driving floating bank Shot,[1630758],1610612753.0,ORL,driving floating bank,,,Ford,A. Ford,,,,,5.9,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M06.80S,2021-12-24T00:34:38.5Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,17,32,2021-12-24T00:34:42Z,1510000,,,0,,J. Hayes REBOUND (Off:0 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,151.0,3.0,3.0,0.0,,,
153,PT00M00.00S,2021-12-24T00:34:48.9Z,1,REGULAR,period,end,[],0,,,1610612740,17,32,2021-12-24T00:34:49Z,1520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-12-24T00:34:55.1Z,2,REGULAR,substitution,out,['startperiod'],1630758,,,1610612740,17,32,2021-12-24T00:37:19Z,1530000,,,0,,SUB out: A. Ford,[1630758],1610612753.0,ORL,,,,Ford,A. Ford,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-12-24T00:34:55.1Z,2,REGULAR,substitution,out,['startperiod'],1629755,,,1610612740,17,32,2021-12-24T00:37:19Z,1540000,,,0,,SUB out: H. Gravett,[1629755],1610612753.0,ORL,,,,Gravett,H. Gravett,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-12-24T00:34:55.1Z,2,REGULAR,substitution,out,['startperiod'],201577,,,1610612740,17,32,2021-12-24T00:37:19Z,1550000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-12-24T00:34:55.1Z,2,REGULAR,substitution,in,['startperiod'],1630175,,,1610612740,17,32,2021-12-24T00:37:19Z,1560000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-12-24T00:34:55.1Z,2,REGULAR,substitution,in,['startperiod'],1629678,,,1610612740,17,32,2021-12-24T00:37:19Z,1570000,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-12-24T00:34:55.1Z,2,REGULAR,substitution,in,['startperiod'],1628976,,,1610612740,17,32,2021-12-24T00:37:19Z,1580000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-12-24T00:37:33.1Z,2,REGULAR,period,start,[],0,,,1610612740,17,32,2021-12-24T00:37:33Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M50.00S,2021-12-24T00:37:44.5Z,2,REGULAR,foul,offensive,[],1629637,,,1610612740,17,32,2021-12-24T00:38:39Z,1600000,,,0,,J. Hayes offensive FOUL (1 PF),"[1629637, 1630175]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,201640.0,1.0,0.0,Anthony,1630175.0,,,,,,,,,,
163,PT11M50.00S,2021-12-24T00:37:44.5Z,2,REGULAR,turnover,offensive foul,[],1629637,,,1610612740,17,32,2021-12-24T00:37:44Z,1620000,,,0,,J. Hayes offensive foul TURNOVER (1 TO),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,1.0,,,201640.0,,,,,,,,,,,,,,
164,PT11M36.00S,2021-12-24T00:38:08.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629168,76.2976346911958,64.95098039215686,1610612753,17,32,2021-12-24T00:38:14Z,1630000,75.0,170.0,1,right,MISS B. Johnson 18' pullup Shot,[1629168],1610612753.0,ORL,pullup,,,Johnson,B. Johnson,,,,,18.6,Missed,,,,,,,,,,,,,,,,,,,
165,PT11M34.00S,2021-12-24T00:38:10.2Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,17,32,2021-12-24T00:38:14Z,1640000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,164.0,2.0,1.0,1.0,,,
166,PT11M28.00S,2021-12-24T00:38:16.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629168,74.19513797634691,87.5,1610612753,17,32,2021-12-24T00:38:44Z,1650000,188.0,190.0,1,right,MISS B. Johnson 26' 3PT,[1629168],1610612753.0,ORL,,,,Johnson,B. Johnson,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,,
167,PT11M25.00S,2021-12-24T00:38:19.1Z,2,REGULAR,rebound,defensive,[],1629109,,,1610612740,17,32,2021-12-24T00:38:44Z,1660000,,,0,,G. Clark REBOUND (Off:0 Def:1),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,166.0,1.0,1.0,0.0,,,
168,PT11M08.00S,2021-12-24T00:38:36.6Z,2,REGULAR,2pt,Jump Shot,[],202066,3.892904073587385,12.745098039215685,1610612740,17,32,2021-12-24T00:38:48Z,1670000,186.0,-16.0,1,left,MISS G. Temple 18' Jump Shot,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,18.7,Missed,,,,,,,,,,,,,,,,,,,
169,PT11M05.00S,2021-12-24T00:38:39.6Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,17,32,2021-12-24T00:38:48Z,1680000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,168.0,3.0,2.0,1.0,,,
170,PT10M51.00S,2021-12-24T00:38:54.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,89.70105124835742,51.470588235294116,1610612753,17,32,2021-12-24T00:39:03Z,1690000,7.0,44.0,1,right,MISS W. Carter Jr. driving Layup,[1628976],1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,4.49,Missed,,,,,,,,,,,,,,,,,,,
171,PT10M43.00S,2021-12-24T00:39:02.1Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,17,32,2021-12-24T00:39:03Z,1700000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,170.0,4.0,2.0,2.0,,,
172,PT10M43.00S,2021-12-24T00:39:01.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628976,94.40999984741211,50.0,1610612753,19,32,2021-12-24T00:39:59Z,1710000,0.0,0.0,1,right,W. Carter Jr. tip Layup (4 PTS),[1628976],1610612753.0,ORL,tip,,,Carter Jr.,W. Carter Jr.,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
173,PT10M32.00S,2021-12-24T00:39:15.8Z,2,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612740,19,32,2021-12-24T00:39:22Z,1720000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Satoransky 2 FT),"[1630175, 203107]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,1628171.0,1.0,0.0,Satoransky,203107.0,,,,,,,,,,
175,PT10M32.00S,2021-12-24T00:39:39.0Z,2,REGULAR,freethrow,1 of 2,[],203107,,,1610612740,19,33,2021-12-24T00:40:06Z,1740000,,,0,,T. Satoransky Free Throw 1 of 2 (3 PTS),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
176,PT10M32.00S,2021-12-24T00:39:40.8Z,2,REGULAR,substitution,out,[],1629109,,,1610612740,19,33,2021-12-24T00:39:45Z,1750000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M32.00S,2021-12-24T00:39:40.8Z,2,REGULAR,substitution,in,[],1628404,,,1610612740,19,33,2021-12-24T00:39:45Z,1760000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
