actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
88,PT04M17.00S,2021-12-29T00:26:28.9Z,1,REGULAR,3pt,Jump Shot,[],1626192,7.703679369250986,1.2254901960784315,1610612749,18,23,2021-12-29T00:26:33Z,870000,244.0,20.0,1,left,P. Connaughton 24' 3PT  (3 PTS) (D. Cousins 1 AST),"[1626192, 202326]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,24.47,Made,3.0,,,,,D. Cousins,202326.0,1.0,,,,,,,,,,,
90,PT04M02.00S,2021-12-29T00:26:43.7Z,1,REGULAR,3pt,Jump Shot,[],1630532,71.69842312746385,81.12745098039215,1610612753,21,23,2021-12-29T00:26:48Z,890000,156.0,214.0,1,right,F. Wagner 26' 3PT pullup (5 PTS),[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,26.42,Made,5.0,,,,,,,,,,,,,,,,,,
91,PT03M32.00S,2021-12-29T00:27:16.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612749,21,23,2021-12-29T00:27:26Z,900000,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,1151.0,,,,,,,,,,
92,PT03M32.00S,2021-12-29T00:27:22.0Z,1,REGULAR,substitution,out,[],203914,,,1610612753,21,23,2021-12-29T00:27:28Z,910000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M32.00S,2021-12-29T00:27:22.0Z,1,REGULAR,substitution,in,[],1630181,,,1610612753,21,23,2021-12-29T00:27:28Z,920000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M14.00S,2021-12-29T00:27:55.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629021,89.56964520367937,95.34313725490196,1610612753,21,23,2021-12-29T00:28:01Z,930000,227.0,46.0,1,right,MISS M. Wagner 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,23.12,Missed,,,,,,,,,,,,,,,,,,,
95,PT03M09.00S,2021-12-29T00:28:00.3Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,21,23,2021-12-29T00:28:01Z,940000,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,94.0,2.0,1.0,1.0,,,,,,,,,,,,,,
96,PT03M03.00S,2021-12-29T00:28:05.5Z,1,REGULAR,3pt,Jump Shot,[],1626192,5.206964520367937,94.6078431372549,1610612749,21,23,2021-12-29T00:28:10Z,950000,-223.0,-4.0,1,left,MISS P. Connaughton 3PT - blocked,"[1626192, 1629021]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,22.3,Missed,,,,,,,,,,,,,,,Wagner,1629021.0,,,
97,PT03M03.00S,2021-12-29T00:28:05.5Z,1,REGULAR,block,,[],1629021,,,1610612749,21,23,2021-12-29T00:28:08Z,960000,,,0,,M. Wagner BLOCK (1 BLK),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M00.00S,2021-12-29T00:28:08.5Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,21,23,2021-12-29T00:28:10Z,970000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,
99,PT02M42.00S,2021-12-29T00:28:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,87.33574244415243,44.85294117647059,1610612753,21,23,2021-12-29T00:28:32Z,980000,-26.0,67.0,1,right,MISS R. Hampton 7' driving floating Shot,[1630181],1610612753.0,ORL,driving floating,,,Hampton,R. Hampton,,,,,7.13,Missed,,,,,,,,,,,,,,,,,,,
100,PT02M40.00S,2021-12-29T00:28:28.4Z,1,REGULAR,rebound,defensive,[],202326,,,1610612749,21,23,2021-12-29T00:28:32Z,990000,,,0,,D. Cousins REBOUND (Off:0 Def:1),[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,,,
101,PT02M33.00S,2021-12-29T00:28:37.0Z,1,REGULAR,3pt,Jump Shot,[],1628978,31.61957950065703,44.85294117647059,1610612749,21,26,2021-12-29T00:29:40Z,1000000,26.0,245.0,1,left,D. DiVincenzo 24' 3PT pullup (3 PTS),[1628978],1610612749.0,MIL,pullup,,,DiVincenzo,D. DiVincenzo,,,,,24.6,Made,3.0,,,,,,,,,,,,,,,,,,
102,PT02M33.00S,2021-12-29T00:28:45.3Z,1,REGULAR,foul,personal,['1freethrow'],204025,,,1610612749,21,26,2021-12-29T00:31:45Z,1010000,,,0,,T. Frazier shooting personal FOUL (1 PF) (DiVincenzo 1 FT),"[204025, 1628978]",1610612753.0,ORL,shooting,,,Frazier,T. Frazier,,,,,,,,,,,,,,,202056.0,1.0,0.0,,DiVincenzo,1628978.0,,,,,
104,PT02M33.00S,2021-12-29T00:28:54.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,21,26,2021-12-29T00:29:15Z,1030000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M33.00S,2021-12-29T00:28:56.2Z,1,REGULAR,substitution,out,[],1630532,,,1610612749,21,26,2021-12-29T00:31:42Z,1040000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M33.00S,2021-12-29T00:28:56.2Z,1,REGULAR,substitution,out,[],202326,,,1610612749,21,26,2021-12-29T00:31:42Z,1050000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M33.00S,2021-12-29T00:28:56.2Z,1,REGULAR,substitution,out,[],201950,,,1610612749,21,26,2021-12-29T00:31:42Z,1060000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M33.00S,2021-12-29T00:28:56.2Z,1,REGULAR,substitution,in,[],1629678,,,1610612749,21,26,2021-12-29T00:31:42Z,1070000,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M33.00S,2021-12-29T00:28:56.2Z,1,REGULAR,substitution,in,[],201588,,,1610612749,21,26,2021-12-29T00:31:42Z,1080000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M33.00S,2021-12-29T00:28:56.2Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,21,26,2021-12-29T00:31:42Z,1090000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M33.00S,2021-12-29T00:32:00.4Z,1,REGULAR,freethrow,1 of 1,[],1628978,,,1610612749,21,27,2021-12-29T00:32:00Z,1100000,,,0,,D. DiVincenzo Free Throw 1 of 1 (4 PTS),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
112,PT02M13.00S,2021-12-29T00:32:22.0Z,1,REGULAR,2pt,Jump Shot,[],1629021,78.13731931668858,29.65686274509804,1610612753,21,27,2021-12-29T00:32:26Z,1110000,-102.0,153.0,1,right,MISS M. Wagner 18' pullup Shot,[1629021],1610612753.0,ORL,pullup,,,Wagner,M. Wagner,,,,,18.37,Missed,,,,,,,,,,,,,,,,,,,
113,PT02M09.00S,2021-12-29T00:32:26.0Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,21,27,2021-12-29T00:32:26Z,1120000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,112.0,2.0,2.0,0.0,,,,,,,,,,,,,,
114,PT02M00.00S,2021-12-29T00:32:33.9Z,1,REGULAR,2pt,Jump Shot,[],1626171,2.3160315374507228,16.176470588235293,1610612749,21,27,2021-12-29T00:32:38Z,1130000,169.0,-31.0,1,left,MISS B. Portis 17' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,17.19,Missed,,,,,,,,,,,,,,,,,,,
115,PT01M57.00S,2021-12-29T00:32:36.9Z,1,REGULAR,rebound,defensive,[],1630273,,,1610612753,21,27,2021-12-29T00:32:38Z,1140000,,,0,,F. Gillespie REBOUND (Off:0 Def:1),[1630273],1610612753.0,ORL,,,,Gillespie,F. Gillespie,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,,
116,PT01M47.00S,2021-12-29T00:32:47.7Z,1,REGULAR,3pt,Jump Shot,[],1629678,90.48948751642575,95.09803921568627,1610612753,21,27,2021-12-29T00:33:00Z,1150000,225.0,37.0,1,right,MISS A. Schofield 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,22.85,Missed,,,,,,,,,,,,,,,,,,,
117,PT01M43.00S,2021-12-29T00:32:51.7Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,21,27,2021-12-29T00:33:00Z,1160000,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,116.0,2.0,2.0,0.0,,,,,,,,,,,,,,
118,PT01M38.00S,2021-12-29T00:32:56.7Z,1,REGULAR,3pt,Jump Shot,[],1628978,33.590670170827856,32.1078431372549,1610612749,21,27,2021-12-29T00:33:05Z,1170000,89.0,263.0,1,left,MISS D. DiVincenzo 27' 3PT,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,27.81,Missed,,,,,,,,,,,,,,,,,,,
119,PT01M35.00S,2021-12-29T00:33:00.1Z,1,REGULAR,rebound,offensive,[],1628978,,,1610612749,21,27,2021-12-29T00:33:00Z,1180000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:0),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,118.0,1.0,0.0,1.0,,,,,,,,,,,,,,
120,PT01M33.00S,2021-12-29T00:33:02.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626192,1.921813403416557,95.34313725490196,1610612749,21,30,2021-12-29T00:33:07Z,1190000,-227.0,-34.0,1,left,P. Connaughton 3PT  (6 PTS) (W. Matthews 1 AST),"[1626192, 202083]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,22.93,Made,6.0,,,,,W. Matthews,202083.0,1.0,,,,,,,,,,,
122,PT01M17.00S,2021-12-29T00:33:17.0Z,1,REGULAR,3pt,Jump Shot,[],1630181,64.07687253613666,50.49019607843137,1610612753,21,30,2021-12-29T00:33:23Z,1210000,2.0,285.0,1,right,MISS R. Hampton 28' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,28.52,Missed,,,,,,,,,,,,,,,,,,,
123,PT01M17.00S,2021-12-29T00:33:17.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,21,30,2021-12-29T00:33:23Z,1220000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,122.0,,,,,,,,,,,,,,,,,
124,PT01M17.00S,2021-12-29T00:33:22.5Z,1,REGULAR,foul,personal,[],202083,,,1610612753,21,30,2021-12-29T00:33:45Z,1230000,,,0,,W. Matthews loose ball personal FOUL (1 PF),"[202083, 1629021]",1610612749.0,MIL,loose ball,,,Matthews,W. Matthews,,,,,,,,,,,,,,,202056.0,1.0,0.0,,Wagner,1629021.0,,,,,
126,PT01M17.00S,2021-12-29T00:33:32.4Z,1,REGULAR,substitution,out,[],1628978,,,1610612753,21,30,2021-12-29T00:33:43Z,1250000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M17.00S,2021-12-29T00:33:32.4Z,1,REGULAR,substitution,out,[],1626192,,,1610612753,21,30,2021-12-29T00:33:43Z,1260000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M17.00S,2021-12-29T00:33:32.4Z,1,REGULAR,substitution,in,[],1628960,,,1610612753,21,30,2021-12-29T00:33:43Z,1270000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M17.00S,2021-12-29T00:33:32.4Z,1,REGULAR,substitution,in,[],203507,,,1610612753,21,30,2021-12-29T00:33:43Z,1280000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M04.00S,2021-12-29T00:33:55.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630273,92.06636005256242,34.068627450980394,1610612753,23,30,2021-12-29T00:34:00Z,1290000,-80.0,22.0,1,right,F. Gillespie 8' turnaround Hook (2 PTS) (M. Wagner 1 AST),"[1630273, 1629021]",1610612753.0,ORL,turnaround,,,Gillespie,F. Gillespie,,,,,8.27,Made,2.0,,,,,M. Wagner,1629021.0,1.0,,,,,,,,,,,
132,PT00M43.80S,2021-12-29T00:34:16.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,19.398817345597898,46.07843137254902,1610612749,23,32,2021-12-29T00:34:20Z,1310000,20.0,130.0,1,left,G. Antetokounmpo 13' step back Jump Shot (5 PTS),[203507],1610612749.0,MIL,step back,,,Antetokounmpo,G. Antetokounmpo,,,,,13.13,Made,5.0,,,,,,,,,,,,,,,,,,
133,PT00M29.70S,2021-12-29T00:34:33.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,91.5407358738502,44.11764705882353,1610612753,23,32,2021-12-29T00:34:38Z,1320000,-29.0,27.0,1,right,MISS M. Wagner cutting Layup,[1629021],1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,3.99,Missed,,,,,,,,,,,,,,,,,,,
134,PT00M27.80S,2021-12-29T00:34:34.9Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,23,32,2021-12-29T00:34:38Z,1330000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,133.0,3.0,3.0,0.0,,,,,,,,,,,,,,
135,PT00M25.50S,2021-12-29T00:34:40.1Z,1,REGULAR,foul,offensive,[],203507,,,1610612749,23,32,2021-12-29T00:35:25Z,1340000,,,0,,G. Antetokounmpo charge offensive FOUL (1 PF),"[203507, 204025]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,1627541.0,1.0,0.0,,Frazier,204025.0,,,,,
137,PT00M25.50S,2021-12-29T00:34:40.1Z,1,REGULAR,turnover,offensive foul,[],203507,,,1610612749,23,32,2021-12-29T00:35:25Z,1360000,,,0,,G. Antetokounmpo offensive foul TURNOVER (2 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,202056.0,,,2.0,,,,,,,
138,PT00M03.30S,2021-12-29T00:35:20.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202083,,,1610612753,23,32,2021-12-29T00:35:47Z,1370000,,,0,,W. Matthews personal FOUL (2 PF) (Gillespie 2 FT),"[202083, 1630273]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,1151.0,2.0,0.0,,Gillespie,1630273.0,,,,,
140,PT00M03.30S,2021-12-29T00:35:46.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630273,,,1610612753,23,32,2021-12-29T00:35:46Z,1390000,,,0,,MISS F. Gillespie Free Throw 1 of 2,[1630273],1610612753.0,ORL,,,,Gillespie,F. Gillespie,,,,,,Missed,,,,,,,,,,,,,,,,,,,
141,PT00M03.30S,2021-12-29T00:35:46.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,23,32,2021-12-29T00:35:46Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,
142,PT00M03.30S,2021-12-29T00:36:02.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630273,,,1610612753,24,32,2021-12-29T00:36:02Z,1410000,,,0,,F. Gillespie Free Throw 2 of 2 (3 PTS),[1630273],1610612753.0,ORL,,,,Gillespie,F. Gillespie,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
143,PT00M00.10S,2021-12-29T00:36:08.1Z,1,REGULAR,3pt,Jump Shot,[],201588,33.590670170827856,8.088235294117647,1610612749,24,32,2021-12-29T00:36:15Z,1420000,210.0,263.0,1,left,MISS G. Hill 33' pullup 3PT,[201588],1610612749.0,MIL,pullup,,,Hill,G. Hill,,,,,33.65,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M00.10S,2021-12-29T00:36:08.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,24,32,2021-12-29T00:36:15Z,1430000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,
145,PT00M00.00S,2021-12-29T00:36:13.9Z,1,REGULAR,period,end,[],0,,,1610612749,24,32,2021-12-29T00:36:13Z,1440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-12-29T00:36:18.5Z,2,REGULAR,substitution,out,['startperiod'],1629021,,,1610612749,24,32,2021-12-29T00:38:44Z,1450000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-12-29T00:36:18.5Z,2,REGULAR,substitution,in,['startperiod'],1629649,,,1610612749,24,32,2021-12-29T00:38:44Z,1470000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-12-29T00:38:47.6Z,2,REGULAR,period,start,[],0,,,1610612749,24,32,2021-12-29T00:38:47Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M49.00S,2021-12-29T00:38:58.0Z,2,REGULAR,3pt,Jump Shot,[],202083,14.668199737187912,95.83333333333334,1610612749,24,35,2021-12-29T00:39:06Z,1500000,-229.0,85.0,1,left,W. Matthews 24' 3PT  (3 PTS) (G. Allen 2 AST),"[202083, 1628960]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,24.46,Made,3.0,,,,,G. Allen,1628960.0,2.0,,,,,,,,,,,
153,PT11M36.00S,2021-12-29T00:39:11.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204025,86.15308804204993,64.4607843137255,1610612753,24,35,2021-12-29T00:39:44Z,1520000,72.0,78.0,1,right,MISS T. Frazier 10' driving floating Shot,[204025],1610612753.0,ORL,driving floating,,,Frazier,T. Frazier,,,,,10.61,Missed,,,,,,,,,,,,,,,,,,,
154,PT11M33.00S,2021-12-29T00:39:14.5Z,2,REGULAR,rebound,defensive,[],202083,,,1610612749,24,35,2021-12-29T00:39:24Z,1530000,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,,
155,PT11M33.00S,2021-12-29T00:39:20.6Z,2,REGULAR,foul,personal,[],204025,,,1610612749,24,35,2021-12-29T00:39:34Z,1540000,,,0,,T. Frazier personal FOUL (2 PF),"[204025, 202083]",1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,1151.0,2.0,0.0,,Matthews,202083.0,,,,,
157,PT11M22.00S,2021-12-29T00:39:56.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,15.062417871222076,46.568627450980394,1610612749,24,35,2021-12-29T00:40:10Z,1560000,17.0,89.0,1,left,MISS G. Allen 9' driving Layup - blocked,"[1628960, 1630181]",1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,9.07,Missed,,,,,,,,,,,,,,,Hampton,1630181.0,,,
158,PT11M22.00S,2021-12-29T00:39:56.5Z,2,REGULAR,block,,[],1630181,,,1610612749,24,35,2021-12-29T00:39:59Z,1570000,,,0,,R. Hampton BLOCK (1 BLK),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M22.00S,2021-12-29T00:39:56.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,24,35,2021-12-29T00:40:10Z,1580000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,157.0,,,,,,,,,,,,,,,,,
160,PT11M22.00S,2021-12-29T00:40:11.9Z,2,REGULAR,stoppage,court clean up,[],0,,,1610612753,24,35,2021-12-29T00:40:11Z,1590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M08.00S,2021-12-29T00:40:44.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,88.12417871222075,49.50980392156863,1610612753,26,35,2021-12-29T00:40:51Z,1600000,-2.0,59.0,1,right,R. Hampton driving Layup (2 PTS) (T. Frazier 1 AST),"[1630181, 204025]",1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,5.92,Made,2.0,,,,,T. Frazier,204025.0,1.0,,,,,,,,,,,
163,PT10M59.00S,2021-12-29T00:40:52.9Z,2,REGULAR,3pt,Jump Shot,[],1626171,32.40801576872536,47.794117647058826,1610612749,26,38,2021-12-29T00:40:57Z,1620000,11.0,252.0,1,left,B. Portis 25' 3PT  (6 PTS) (G. Antetokounmpo 2 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.23,Made,6.0,,,,,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,
165,PT10M46.00S,2021-12-29T00:41:09.4Z,2,REGULAR,foul,offensive,[],1630273,,,1610612753,26,38,2021-12-29T00:41:20Z,1640000,,,0,,F. Gillespie offensive FOUL (1 PF),"[1630273, 202083]",1610612753.0,ORL,,,,Gillespie,F. Gillespie,,,,,,,,,,,,,,,1627541.0,1.0,0.0,,Matthews,202083.0,,,,,
167,PT10M46.00S,2021-12-29T00:41:09.4Z,2,REGULAR,turnover,offensive foul,[],1630273,,,1610612753,26,38,2021-12-29T00:41:09Z,1660000,,,0,,F. Gillespie offensive foul TURNOVER (1 TO),[1630273],1610612753.0,ORL,,,,Gillespie,F. Gillespie,,,,,,,,,,,,,,,1627541.0,,,1.0,,,,,,,
168,PT10M38.00S,2021-12-29T00:41:31.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626171,29.25427069645204,74.26470588235294,1610612749,26,41,2021-12-29T00:41:35Z,1670000,-121.0,222.0,1,left,B. Portis 25' 3PT  (9 PTS) (G. Antetokounmpo 3 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.34,Made,9.0,,,,,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,
170,PT10M38.00S,2021-12-29T00:41:36.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,26,41,2021-12-29T00:41:36Z,1690000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M25.00S,2021-12-29T00:44:38.4Z,2,REGULAR,3pt,Jump Shot,[],1630181,69.72733245729303,17.15686274509804,1610612753,26,41,2021-12-29T00:44:44Z,1700000,-164.0,232.0,1,right,MISS R. Hampton 28' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,28.43,Missed,,,,,,,,,,,,,,,,,,,
172,PT10M23.00S,2021-12-29T00:44:40.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,26,41,2021-12-29T00:44:44Z,1710000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,
173,PT10M10.00S,2021-12-29T00:45:03.4Z,2,REGULAR,foul,personal,[],204025,,,1610612749,26,41,2021-12-29T00:45:15Z,1720000,,,0,,T. Frazier personal FOUL (3 PF),"[204025, 201588]",1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,1627541.0,3.0,0.0,,Hill,201588.0,,,,,
175,PT10M05.00S,2021-12-29T00:45:28.5Z,2,REGULAR,foul,personal,[],204025,,,1610612749,26,41,2021-12-29T00:45:47Z,1740000,,,0,,T. Frazier personal FOUL (4 PF),"[204025, 203507]",1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,,,,,,,,,,,1151.0,4.0,0.0,,Antetokounmpo,203507.0,,,,,
177,PT09M58.00S,2021-12-29T00:45:46.2Z,2,REGULAR,3pt,Jump Shot,[],201588,26.62614980289093,15.441176470588236,1610612749,26,44,2021-12-29T00:45:51Z,1760000,173.0,198.0,1,left,G. Hill 26' 3PT  (3 PTS) (G. Antetokounmpo 4 AST),"[201588, 203507]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,26.26,Made,3.0,,,,,G. Antetokounmpo,203507.0,4.0,,,,,,,,,,,
179,PT09M38.00S,2021-12-29T00:46:05.3Z,2,REGULAR,3pt,Jump Shot,[],204025,71.17279894875165,82.1078431372549,1610612753,26,44,2021-12-29T00:46:09Z,1780000,161.0,218.0,1,right,MISS T. Frazier 27' 3PT,[204025],1610612753.0,ORL,,,,Frazier,T. Frazier,,,,,27.11,Missed,,,,,,,,,,,,,,,,,,,
180,PT09M36.00S,2021-12-29T00:46:07.3Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,26,44,2021-12-29T00:46:09Z,1790000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,179.0,4.0,4.0,0.0,,,,,,,,,,,,,,
181,PT09M27.00S,2021-12-29T00:46:16.7Z,2,REGULAR,3pt,Jump Shot,[],201588,2.7102496714848883,94.36274509803921,1610612749,26,47,2021-12-29T00:46:21Z,1800000,-222.0,-27.0,1,left,G. Hill 3PT  (6 PTS) (B. Portis 1 AST),"[201588, 1626171]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,22.34,Made,6.0,,,,,B. Portis,1626171.0,1.0,,,,,,,,,,,
