actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
354,PT12M00.00S,2021-11-08T00:20:01.9Z,3,REGULAR,substitution,in,['startperiod'],1628964,,,1610612753,50,52,2021-11-08T00:20:54Z,3470000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2021-11-08T00:20:01.9Z,3,REGULAR,substitution,in,['startperiod'],1630175,,,1610612753,50,52,2021-11-08T00:20:54Z,3480000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2021-11-08T00:20:50.9Z,3,REGULAR,period,start,[],0,,,1610612753,50,52,2021-11-08T00:20:54Z,3490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT11M46.00S,2021-11-08T00:21:03.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.046649145860711,44.11764705882353,1610612753,52,52,2021-11-08T00:21:12Z,3500000,29.0,14.0,1,left,F. Wagner driving finger roll Layup (10 PTS),[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,3.24,Made,10.0,,,,,,,,,,,,,,,,,
358,PT11M33.00S,2021-11-08T00:21:16.9Z,3,REGULAR,3pt,Jump Shot,[],1628378,74.98357424441524,87.99019607843137,1610612762,52,55,2021-11-08T00:21:22Z,3510000,190.0,183.0,1,right,D. Mitchell 26' 3PT pullup (15 PTS) (R. Gobert 1 AST),"[1628378, 203497]",1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,26.36,Made,15.0,R. Gobert,203497.0,1.0,,,,,,,,,,,,,,
360,PT11M18.00S,2021-11-08T00:21:32.2Z,3,REGULAR,turnover,bad pass,[],1630175,,,1610612753,52,55,2021-11-08T00:22:49Z,3530000,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 1626220]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,2.0,O'Neale,1626220.0
361,PT11M18.00S,2021-11-08T00:21:32.2Z,3,REGULAR,steal,,[],1626220,,,1610612762,52,55,2021-11-08T00:21:34Z,3540000,,,0,,R. O'Neale STEAL (2 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
362,PT11M10.00S,2021-11-08T00:21:39.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,64.47109067017082,50.49019607843137,1610612762,52,55,2021-11-08T00:21:45Z,3550000,2.0,281.0,1,right,MISS D. Mitchell 28' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,28.15,Missed,,,,,,,,,,,,,,,,,,
363,PT11M07.00S,2021-11-08T00:21:43.3Z,3,REGULAR,rebound,offensive,[],1626220,,,1610612762,52,55,2021-11-08T00:21:43Z,3560000,,,0,,R. O'Neale REBOUND (Off:1 Def:4),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,362.0,5.0,4.0,1.0,,,,,,,
364,PT11M02.00S,2021-11-08T00:21:47.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202711,91.40932982917214,39.21568627450981,1610612762,52,57,2021-11-08T00:22:22Z,3570000,-54.0,28.0,1,right,B. Bogdanovic 6' driving Layup (6 PTS),[202711],1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,6.09,Made,6.0,,,,,,,,,,,,,,,,,
365,PT10M59.00S,2021-11-08T00:21:53.0Z,3,REGULAR,foul,personal,[],1628378,,,1610612753,52,57,2021-11-08T00:22:00Z,3580000,,,0,,D. Mitchell personal FOUL (3 PF),"[1628378, 1630175]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,2004.0,,,,,,,3.0,0.0,Anthony,1630175.0,,,
367,PT10M46.00S,2021-11-08T00:22:31.1Z,3,REGULAR,foul,offensive,[],1628976,,,1610612753,52,57,2021-11-08T00:23:14Z,3600000,,,0,,W. Carter Jr. off-the-ball offensive FOUL (3 PF),"[1628976, 203497]",1610612753.0,ORL,off-the-ball,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,2004.0,,,,,,,3.0,0.0,Gobert,203497.0,,,
369,PT10M46.00S,2021-11-08T00:22:31.1Z,3,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,52,57,2021-11-08T00:22:31Z,3620000,,,0,,W. Carter Jr. offensive foul TURNOVER (1 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,2004.0,,,,,,,,,,,1.0,,
370,PT10M33.00S,2021-11-08T00:23:04.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628378,91.40932982917214,58.08823529411765,1610612762,52,57,2021-11-08T00:23:23Z,3630000,40.0,28.0,1,right,MISS D. Mitchell driving Layup - blocked,"[1628378, 1628964]",1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,4.93,Missed,,,,,,Bamba,1628964.0,,,,,,,,,,,
371,PT10M33.00S,2021-11-08T00:23:04.0Z,3,REGULAR,block,,[],1628964,,,1610612762,52,57,2021-11-08T00:23:08Z,3640000,,,0,,M. Bamba BLOCK (3 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
372,PT10M33.00S,2021-11-08T00:23:04.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,52,57,2021-11-08T00:23:23Z,3650000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,370.0,,,,,,,,,,
373,PT10M28.00S,2021-11-08T00:23:24.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202711,88.51839684625493,40.19607843137255,1610612762,52,57,2021-11-08T00:23:31Z,3660000,-49.0,55.0,1,right,MISS B. Bogdanovic 7' driving Layup - blocked,"[202711, 1628964]",1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,7.4,Missed,,,,,,Bamba,1628964.0,,,,,,,,,,,
374,PT10M28.00S,2021-11-08T00:23:24.7Z,3,REGULAR,block,,[],1628964,,,1610612762,52,57,2021-11-08T00:23:27Z,3670000,,,0,,M. Bamba BLOCK (4 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
375,PT10M23.00S,2021-11-08T00:23:29.7Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,52,57,2021-11-08T00:23:31Z,3680000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:7),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,373.0,8.0,7.0,1.0,,,,,,,
376,PT10M21.00S,2021-11-08T00:23:30.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630175,8.492115637319317,51.9607843137255,1610612753,54,57,2021-11-08T00:23:37Z,3690000,-10.0,27.0,1,left,C. Anthony running Layup (11 PTS) (W. Carter Jr. 3 AST),"[1630175, 1628976]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,2.9,Made,11.0,W. Carter Jr.,1628976.0,3.0,,,,,,,,,,,,,,
378,PT10M06.00S,2021-11-08T00:23:45.7Z,3,REGULAR,3pt,Jump Shot,[],204060,76.42904073587385,7.107843137254902,1610612762,54,57,2021-11-08T00:23:54Z,3710000,-214.0,169.0,1,right,MISS J. Ingles 27' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,27.31,Missed,,,,,,,,,,,,,,,,,,
379,PT10M05.00S,2021-11-08T00:23:46.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,54,57,2021-11-08T00:23:54Z,3720000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,378.0,,,,,,,,,,
380,PT10M05.00S,2021-11-08T00:23:59.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,54,57,2021-11-08T00:23:59Z,3730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT09M50.00S,2021-11-08T00:24:19.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626220,92.72339027595268,56.86274509803921,1610612762,54,59,2021-11-08T00:24:27Z,3740000,34.0,16.0,1,right,R. O'Neale driving reverse Layup (8 PTS),[1626220],1610612762.0,UTA,driving reverse,,,O'Neale,R. O'Neale,,,,,3.78,Made,8.0,,,,,,,,,,,,,,,,,
382,PT09M44.00S,2021-11-08T00:24:26.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,10.726018396846255,49.01960784313725,1610612753,56,59,2021-11-08T00:24:35Z,3750000,5.0,48.0,1,left,W. Carter Jr. cutting DUNK (15 PTS) (J. Suggs 4 AST),"[1628976, 1630591]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,4.85,Made,15.0,J. Suggs,1630591.0,4.0,,,,,,,,,,,,,,
384,PT09M23.00S,2021-11-08T00:24:45.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,86.41590013140605,42.8921568627451,1610612762,56,61,2021-11-08T00:24:50Z,3770000,-36.0,75.0,1,right,R. O'Neale 8' driving floating Jump Shot (10 PTS) (J. Ingles 2 AST),"[1626220, 204060]",1610612762.0,UTA,driving floating,,,O'Neale,R. O'Neale,,,,,8.32,Made,10.0,J. Ingles,204060.0,2.0,,,,,,,,,,,,,,
386,PT09M11.00S,2021-11-08T00:24:58.1Z,3,REGULAR,3pt,Jump Shot,[],1630175,25.57490144546649,87.25490196078431,1610612753,59,61,2021-11-08T00:25:03Z,3790000,-186.0,188.0,1,left,C. Anthony 26' 3PT pullup (14 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,26.46,Made,14.0,,,,,,,,,,,,,,,,,
387,PT08M58.00S,2021-11-08T00:25:17.5Z,3,REGULAR,foul,personal,[],1628976,,,1610612762,59,61,2021-11-08T00:25:31Z,3800000,,,0,,W. Carter Jr. personal FOUL (4 PF),"[1628976, 203497]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,2004.0,,,,,,,4.0,0.0,Gobert,203497.0,,,
389,PT08M58.00S,2021-11-08T00:25:28.0Z,3,REGULAR,substitution,out,[],1628976,,,1610612762,59,61,2021-11-08T00:25:33Z,3820000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
390,PT08M58.00S,2021-11-08T00:25:28.0Z,3,REGULAR,substitution,in,[],1629643,,,1610612762,59,61,2021-11-08T00:25:33Z,3830000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
391,PT08M53.00S,2021-11-08T00:25:50.6Z,3,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612762,59,61,2021-11-08T00:25:58Z,3840000,,,0,,F. Wagner shooting personal FOUL (2 PF) (Bogdanovic 2 FT),"[1630532, 202711]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,202037.0,,,,,,,2.0,0.0,Bogdanovic,202711.0,,,
393,PT08M53.00S,2021-11-08T00:26:21.0Z,3,REGULAR,freethrow,1 of 2,[],202711,,,1610612762,59,62,2021-11-08T00:26:21Z,3860000,,,0,,B. Bogdanovic Free Throw 1 of 2 (7 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
394,PT08M53.00S,2021-11-08T00:26:40.9Z,3,REGULAR,freethrow,2 of 2,[],202711,,,1610612762,59,63,2021-11-08T00:26:40Z,3870000,,,0,,B. Bogdanovic Free Throw 2 of 2 (8 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
395,PT08M34.00S,2021-11-08T00:27:05.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.30946123521682,41.42156862745098,1610612753,59,63,2021-11-08T00:27:11Z,3880000,43.0,16.0,1,left,MISS F. Wagner driving Layup - blocked,"[1630532, 203497]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,4.59,Missed,,,,,,Gobert,203497.0,,,,,,,,,,,
396,PT08M34.00S,2021-11-08T00:27:05.4Z,3,REGULAR,block,,[],203497,,,1610612753,59,63,2021-11-08T00:27:08Z,3890000,,,0,,R. Gobert BLOCK (4 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
397,PT08M31.00S,2021-11-08T00:27:08.4Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,59,63,2021-11-08T00:27:47Z,3900000,,,0,,R. Gobert REBOUND (Off:4 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,395.0,10.0,6.0,4.0,,,,,,,
398,PT08M21.00S,2021-11-08T00:27:18.3Z,3,REGULAR,turnover,lost ball,[],203497,,,1610612762,59,63,2021-11-08T00:30:52Z,3910000,,,0,,R. Gobert lost ball TURNOVER (2 TO),"[203497, 1630175]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,2.0,Anthony,1630175.0
399,PT08M21.00S,2021-11-08T00:27:18.3Z,3,REGULAR,steal,,[],1630175,,,1610612753,59,63,2021-11-08T00:27:27Z,3920000,,,0,,C. Anthony STEAL (2 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
400,PT08M13.00S,2021-11-08T00:27:26.9Z,3,REGULAR,turnover,bad pass,[],1629643,,,1610612753,59,63,2021-11-08T00:27:36Z,3930000,,,0,,C. Okeke bad pass TURNOVER (1 TO),"[1629643, 204060]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,1.0,Ingles,204060.0
401,PT08M13.00S,2021-11-08T00:27:26.9Z,3,REGULAR,steal,,[],204060,,,1610612762,59,63,2021-11-08T00:27:29Z,3940000,,,0,,J. Ingles STEAL (1 STL),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
402,PT08M02.00S,2021-11-08T00:27:38.9Z,3,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612762,59,63,2021-11-08T00:27:52Z,3950000,,,0,,F. Wagner shooting personal FOUL (3 PF) (Bogdanovic 2 FT),"[1630532, 202711]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,2004.0,,,,,,,3.0,0.0,Bogdanovic,202711.0,,,
404,PT08M02.00S,2021-11-08T00:28:08.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],202711,,,1610612762,59,64,2021-11-08T00:28:08Z,3970000,,,0,,B. Bogdanovic Free Throw 1 of 2 (9 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
405,PT08M02.00S,2021-11-08T00:28:31.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],202711,,,1610612762,59,65,2021-11-08T00:28:31Z,3980000,,,0,,B. Bogdanovic Free Throw 2 of 2 (10 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
406,PT07M46.00S,2021-11-08T00:28:49.7Z,3,REGULAR,3pt,Jump Shot,[],1630175,32.013797634691194,27.941176470588236,1610612753,62,65,2021-11-08T00:28:56Z,3990000,110.0,248.0,1,left,C. Anthony 27' 3PT  (17 PTS) (M. Bamba 1 AST),"[1630175, 1628964]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,27.18,Made,17.0,M. Bamba,1628964.0,1.0,,,,,,,,,,,,,,
408,PT07M29.00S,2021-11-08T00:29:06.5Z,3,REGULAR,3pt,Jump Shot,[],204060,72.88107752956637,86.02941176470588,1610612762,62,65,2021-11-08T00:29:25Z,4010000,180.0,202.0,1,right,MISS J. Ingles 27' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,27.09,Missed,,,,,,,,,,,,,,,,,,
409,PT07M26.00S,2021-11-08T00:29:09.5Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,62,65,2021-11-08T00:29:25Z,4020000,,,0,,M. Bamba REBOUND (Off:2 Def:4),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,408.0,6.0,4.0,2.0,,,,,,,
410,PT07M21.00S,2021-11-08T00:29:15.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628964,32.933639947437584,48.28431372549019,1610612753,62,65,2021-11-08T00:32:49Z,4030000,9.0,257.0,1,left,MISS M. Bamba 25' running 3PT,[1628964],1610612753.0,ORL,running,,,Bamba,M. Bamba,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,
411,PT07M16.00S,2021-11-08T00:29:20.1Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,62,65,2021-11-08T00:29:33Z,4040000,,,0,,R. Gobert REBOUND (Off:4 Def:7),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,410.0,11.0,7.0,4.0,,,,,,,
412,PT07M13.00S,2021-11-08T00:29:23.9Z,3,REGULAR,3pt,Jump Shot,[],202711,81.94809461235218,93.62745098039215,1610612762,62,68,2021-11-08T00:31:22Z,4050000,218.0,117.0,1,right,B. Bogdanovic 24' 3PT step back (13 PTS) (J. Ingles 3 AST),"[202711, 204060]",1610612762.0,UTA,step back,,,Bogdanovic,B. Bogdanovic,,,,,24.76,Made,13.0,J. Ingles,204060.0,3.0,,,,,,,,,,,,,,
414,PT07M13.00S,2021-11-08T00:29:32.3Z,3,REGULAR,foul,personal,[],1626220,,,1610612753,62,68,2021-11-08T00:33:24Z,4070000,,,0,,R. O'Neale away-from-play personal FOUL (3 PF),"[1626220, 1630532]",1610612762.0,UTA,away-from-play,,,O'Neale,R. O'Neale,,,,,,,,,,,2004.0,,,,,,,3.0,0.0,Wagner,1630532.0,,,
416,PT07M13.00S,2021-11-08T00:29:52.2Z,3,REGULAR,substitution,out,[],1630591,,,1610612753,62,68,2021-11-08T00:30:11Z,4090000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
417,PT07M13.00S,2021-11-08T00:29:52.2Z,3,REGULAR,substitution,out,[],204060,,,1610612753,62,68,2021-11-08T00:30:11Z,4100000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M13.00S,2021-11-08T00:29:52.2Z,3,REGULAR,substitution,out,[],203497,,,1610612753,62,68,2021-11-08T00:30:11Z,4110000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
419,PT07M13.00S,2021-11-08T00:29:52.2Z,3,REGULAR,substitution,in,[],203082,,,1610612753,62,68,2021-11-08T00:30:11Z,4120000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
420,PT07M13.00S,2021-11-08T00:29:52.2Z,3,REGULAR,substitution,in,[],203903,,,1610612753,62,68,2021-11-08T00:30:11Z,4130000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
421,PT07M13.00S,2021-11-08T00:29:52.2Z,3,REGULAR,substitution,in,[],202355,,,1610612753,62,68,2021-11-08T00:30:11Z,4140000,,,0,,SUB in: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
422,PT07M03.00S,2021-11-08T00:30:13.5Z,3,REGULAR,turnover,bad pass,[],203082,,,1610612753,62,68,2021-11-08T00:30:21Z,4150000,,,0,,T. Ross bad pass TURNOVER (2 TO),"[203082, 1626220]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,2.0,O'Neale,1626220.0
423,PT07M03.00S,2021-11-08T00:30:13.5Z,3,REGULAR,steal,,[],1626220,,,1610612762,62,68,2021-11-08T00:30:16Z,4160000,,,0,,R. O'Neale STEAL (3 STL),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M57.00S,2021-11-08T00:30:20.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,91.5407358738502,1.715686274509804,1610612762,62,71,2021-11-08T00:30:31Z,4170000,-241.0,27.0,1,right,D. Mitchell 24' 3PT  (18 PTS) (J. Clarkson 2 AST),"[1628378, 203903]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,24.29,Made,18.0,J. Clarkson,203903.0,2.0,,,,,,,,,,,,,,
426,PT06M56.00S,2021-11-08T00:30:35.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,62,71,2021-11-08T00:30:35Z,4190000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M43.00S,2021-11-08T00:33:30.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,8.886333771353483,49.01960784313725,1610612753,64,71,2021-11-08T00:33:36Z,4200000,5.0,31.0,1,left,M. Bamba alley-oop Layup (7 PTS) (F. Wagner 3 AST),"[1628964, 1630532]",1610612753.0,ORL,alley-oop,,,Bamba,M. Bamba,,,,,3.14,Made,7.0,F. Wagner,1630532.0,3.0,,,,,,,,,,,,,,
429,PT06M18.00S,2021-11-08T00:33:55.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202355,89.96386333771353,44.6078431372549,1610612762,64,73,2021-11-08T00:34:03Z,4220000,-27.0,42.0,1,right,H. Whiteside alley-oop DUNK (9 PTS) (B. Bogdanovic 1 AST),"[202355, 202711]",1610612762.0,UTA,alley-oop,,,Whiteside,H. Whiteside,,,,,4.98,Made,9.0,B. Bogdanovic,202711.0,1.0,,,,,,,,,,,,,,
431,PT06M03.00S,2021-11-08T00:34:10.1Z,3,REGULAR,3pt,Jump Shot,[],1630175,29.6484888304862,78.43137254901961,1610612753,67,73,2021-11-08T00:34:16Z,4240000,-142.0,226.0,1,left,C. Anthony 26' 3PT  (20 PTS) (C. Okeke 1 AST),"[1630175, 1629643]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,26.72,Made,20.0,C. Okeke,1629643.0,1.0,,,,,,,,,,,,,,
433,PT05M42.00S,2021-11-08T00:34:32.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,81.8166885676741,55.63725490196079,1610612762,67,73,2021-11-08T00:34:38Z,4260000,28.0,118.0,1,right,MISS B. Bogdanovic 12' turnaround Shot,[202711],1610612762.0,UTA,turnaround,,,Bogdanovic,B. Bogdanovic,,,,,12.17,Missed,,,,,,,,,,,,,,,,,,
434,PT05M39.00S,2021-11-08T00:34:35.6Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,67,73,2021-11-08T00:34:38Z,4270000,,,0,,F. Wagner REBOUND (Off:1 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,433.0,3.0,2.0,1.0,,,,,,,
435,PT05M33.00S,2021-11-08T00:34:41.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630175,25.04927726675427,89.4607843137255,1610612753,70,73,2021-11-08T00:35:22Z,4280000,-197.0,183.0,1,left,C. Anthony 26' 3PT running (23 PTS) (F. Wagner 4 AST),"[1630175, 1630532]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,26.91,Made,23.0,F. Wagner,1630532.0,4.0,,,,,,,,,,,,,,
437,PT05M14.00S,2021-11-08T00:35:04.5Z,3,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612762,70,73,2021-11-08T00:35:13Z,4300000,,,0,,F. Wagner shooting personal FOUL (4 PF) (Whiteside 2 FT),"[1630532, 202355]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,202056.0,,,,,,,4.0,0.0,Whiteside,202355.0,,,
439,PT05M14.00S,2021-11-08T00:35:37.9Z,3,REGULAR,freethrow,1 of 2,[],202355,,,1610612762,70,73,2021-11-08T00:35:37Z,4320000,,,0,,MISS H. Whiteside Free Throw 1 of 2,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Missed,,,,,,,,,,,,,,,,,,
440,PT05M14.00S,2021-11-08T00:35:37.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,70,73,2021-11-08T00:35:37Z,4330000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,439.0,,,,,,,,,,
441,PT05M14.00S,2021-11-08T00:35:39.1Z,3,REGULAR,substitution,out,[],1630532,,,1610612762,70,73,2021-11-08T00:35:43Z,4340000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M14.00S,2021-11-08T00:35:39.1Z,3,REGULAR,substitution,in,[],203914,,,1610612762,70,73,2021-11-08T00:35:43Z,4350000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M14.00S,2021-11-08T00:36:03.5Z,3,REGULAR,freethrow,2 of 2,[],202355,,,1610612762,70,74,2021-11-08T00:36:03Z,4360000,,,0,,H. Whiteside Free Throw 2 of 2 (10 PTS),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
444,PT05M05.00S,2021-11-08T00:36:17.8Z,3,REGULAR,3pt,Jump Shot,[],1629643,22.421156373193167,90.44117647058823,1610612753,70,74,2021-11-08T00:36:23Z,4370000,-202.0,158.0,1,left,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,
445,PT05M02.00S,2021-11-08T00:36:20.8Z,3,REGULAR,rebound,defensive,[],202355,,,1610612762,70,74,2021-11-08T00:36:23Z,4380000,,,0,,H. Whiteside REBOUND (Off:2 Def:4),[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,444.0,6.0,4.0,2.0,,,,,,,
