actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
92,PT04M27.00S,2021-11-07T23:22:45.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203903,32.53942181340342,55.14705882352941,1610612762,22,13,2021-11-07T23:22:52Z,910000,-26.0,253.0,1,left,MISS J. Clarkson 25' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,
93,PT04M27.00S,2021-11-07T23:22:45.3Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,22,13,2021-11-07T23:22:52Z,920000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,92.0,4.0,4.0,0.0,,,,,,,
94,PT04M09.00S,2021-11-07T23:23:02.4Z,1,REGULAR,2pt,Jump Shot,[],1630175,79.71419185282524,25.0,1610612753,24,13,2021-11-07T23:23:08Z,930000,-125.0,138.0,1,right,C. Anthony 18' pullup Jump Shot (5 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,18.63,Made,5.0,,,,,,,,,,,,,,,,,
95,PT03M47.00S,2021-11-07T23:23:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,8.886333771353483,44.11764705882353,1610612762,24,15,2021-11-07T23:23:32Z,940000,29.0,31.0,1,left,B. Bogdanovic driving Layup (2 PTS) (R. O'Neale 2 AST),"[202711, 1626220]",1610612762.0,UTA,driving,,,Bogdanovic,B. Bogdanovic,,,,,4.27,Made,2.0,R. O'Neale,1626220.0,2.0,,,,,,,,,,,,,,
97,PT03M33.00S,2021-11-07T23:23:38.6Z,1,REGULAR,3pt,Jump Shot,[],1628976,66.83639947437582,36.27450980392157,1610612753,24,15,2021-11-07T23:23:43Z,960000,-69.0,259.0,1,right,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,
98,PT03M30.00S,2021-11-07T23:23:41.6Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,24,15,2021-11-07T23:23:43Z,970000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,97.0,2.0,2.0,0.0,,,,,,,
99,PT03M23.00S,2021-11-07T23:23:51.7Z,1,REGULAR,turnover,out-of-bounds,[],1626220,,,1610612762,24,15,2021-11-07T23:24:22Z,980000,,,0,,R. O'Neale bad pass out-of-bounds TURNOVER (1 TO),[1626220],1610612762.0,UTA,bad pass,,,O'Neale,R. O'Neale,,,,,,,,,,,202056.0,,,,,,,,,,,1.0,,
100,PT03M23.00S,2021-11-07T23:23:55.8Z,1,REGULAR,substitution,out,[],1630175,,,1610612753,24,15,2021-11-07T23:24:04Z,990000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M23.00S,2021-11-07T23:23:55.8Z,1,REGULAR,substitution,out,[],202711,,,1610612753,24,15,2021-11-07T23:24:04Z,1000000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M23.00S,2021-11-07T23:23:55.8Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,24,15,2021-11-07T23:24:04Z,1010000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M23.00S,2021-11-07T23:23:55.8Z,1,REGULAR,substitution,in,[],1629672,,,1610612753,24,15,2021-11-07T23:24:04Z,1020000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M08.00S,2021-11-07T23:24:29.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630591,93.38042049934296,2.696078431372549,1610612753,24,15,2021-11-07T23:24:37Z,1030000,-237.0,10.0,1,right,MISS J. Suggs 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,23.67,Missed,,,,,,,,,,,,,,,,,,
105,PT03M03.00S,2021-11-07T23:24:35.3Z,1,REGULAR,rebound,defensive,[],1629672,,,1610612762,24,15,2021-11-07T23:24:35Z,1040000,,,0,,E. Paschall REBOUND (Off:0 Def:1),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,
106,PT02M52.00S,2021-11-07T23:24:48.8Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612762,24,15,2021-11-07T23:28:01Z,1050000,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Paschall 2 FT),"[1628976, 1629672]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,202056.0,,,,,,,1.0,0.0,Paschall,1629672.0,,,
108,PT02M52.00S,2021-11-07T23:25:14.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,24,15,2021-11-07T23:25:14Z,1070000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M52.00S,2021-11-07T23:26:10.6Z,1,REGULAR,substitution,out,[],1628976,,,1610612762,24,15,2021-11-07T23:28:00Z,1080000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M52.00S,2021-11-07T23:26:10.6Z,1,REGULAR,substitution,out,[],202355,,,1610612762,24,15,2021-11-07T23:28:00Z,1090000,,,0,,SUB out: H. Whiteside,[202355],1610612762.0,UTA,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M52.00S,2021-11-07T23:26:10.6Z,1,REGULAR,substitution,out,[],1626220,,,1610612762,24,15,2021-11-07T23:28:00Z,1100000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M52.00S,2021-11-07T23:26:10.6Z,1,REGULAR,substitution,out,[],1628378,,,1610612762,24,15,2021-11-07T23:28:00Z,1110000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M52.00S,2021-11-07T23:26:10.6Z,1,REGULAR,substitution,in,[],1628964,,,1610612762,24,15,2021-11-07T23:28:00Z,1120000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M52.00S,2021-11-07T23:26:10.6Z,1,REGULAR,substitution,in,[],204060,,,1610612762,24,15,2021-11-07T23:28:00Z,1130000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M52.00S,2021-11-07T23:26:10.6Z,1,REGULAR,substitution,in,[],1630235,,,1610612762,24,15,2021-11-07T23:28:00Z,1140000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M52.00S,2021-11-07T23:26:10.6Z,1,REGULAR,substitution,in,[],203497,,,1610612762,24,15,2021-11-07T23:28:00Z,1150000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M52.00S,2021-11-07T23:28:04.5Z,1,REGULAR,freethrow,1 of 2,[],1629672,,,1610612762,24,15,2021-11-07T23:28:23Z,1160000,,,0,,MISS E. Paschall Free Throw 1 of 2,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,Missed,,,,,,,,,,,,,,,,,,
118,PT02M52.00S,2021-11-07T23:28:04.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612762,24,15,2021-11-07T23:28:23Z,1170000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,,,
119,PT02M52.00S,2021-11-07T23:28:04.5Z,1,REGULAR,freethrow,2 of 2,[],1629672,,,1610612762,24,15,2021-11-07T23:28:23Z,1180000,,,0,,MISS E. Paschall Free Throw 2 of 2,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,Missed,,,,,,,,,,,,,,,,,,
120,PT02M51.00S,2021-11-07T23:28:05.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,24,15,2021-11-07T23:28:23Z,1190000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,
121,PT02M51.00S,2021-11-07T23:28:22.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,24,15,2021-11-07T23:28:22Z,1200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M40.00S,2021-11-07T23:28:46.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203903,29.6484888304862,76.7156862745098,1610612762,24,15,2021-11-07T23:28:57Z,1210000,-134.0,226.0,1,left,MISS J. Clarkson 26' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,
123,PT02M39.00S,2021-11-07T23:28:47.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,24,15,2021-11-07T23:28:57Z,1220000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,
124,PT02M39.00S,2021-11-07T23:28:56.8Z,1,REGULAR,foul,personal,[],203082,,,1610612762,24,15,2021-11-07T23:30:15Z,1230000,,,0,,T. Ross loose ball personal FOUL (1 PF),"[203082, 203497]",1610612753.0,ORL,loose ball,,,Ross,T. Ross,,,,,,,,,,,202037.0,,,,,,,1.0,0.0,Gobert,203497.0,,,
126,PT02M32.00S,2021-11-07T23:29:24.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204060,9.280551905387648,61.76470588235294,1610612762,24,15,2021-11-07T23:29:31Z,1250000,-59.0,35.0,1,left,MISS J. Ingles 6' driving Layup - blocked,"[204060, 1628964]",1610612762.0,UTA,driving,,,Ingles,J. Ingles,,,,,6.83,Missed,,,,,,Bamba,1628964.0,,,,,,,,,,,
127,PT02M32.00S,2021-11-07T23:29:24.7Z,1,REGULAR,block,,[],1628964,,,1610612762,24,15,2021-11-07T23:29:27Z,1260000,,,0,,M. Bamba BLOCK (2 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M32.00S,2021-11-07T23:29:24.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,24,15,2021-11-07T23:29:31Z,1270000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,,
129,PT02M32.00S,2021-11-07T23:29:29.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,24,15,2021-11-07T23:29:29Z,1280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M26.00S,2021-11-07T23:29:48.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203903,33.196452036793694,58.333333333333336,1610612762,24,15,2021-11-07T23:30:07Z,1290000,-42.0,260.0,1,left,MISS J. Clarkson 26' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,
131,PT02M24.00S,2021-11-07T23:29:50.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,24,15,2021-11-07T23:30:07Z,1300000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,
132,PT02M24.00S,2021-11-07T23:29:55.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,24,15,2021-11-07T23:29:55Z,1310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M15.00S,2021-11-07T23:30:19.4Z,1,REGULAR,turnover,lost ball,[],203903,,,1610612762,24,15,2021-11-07T23:30:27Z,1320000,,,0,,J. Clarkson lost ball TURNOVER (1 TO),"[203903, 1628964]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,1.0,Bamba,1628964.0
134,PT02M15.00S,2021-11-07T23:30:19.4Z,1,REGULAR,steal,,[],1628964,,,1610612753,24,15,2021-11-07T23:30:22Z,1330000,,,0,,M. Bamba STEAL (1 STL),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M08.00S,2021-11-07T23:30:26.0Z,1,REGULAR,turnover,lost ball,[],1630591,,,1610612753,24,15,2021-11-07T23:30:33Z,1340000,,,0,,J. Suggs lost ball TURNOVER (1 TO),"[1630591, 203497]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,1.0,Gobert,203497.0
136,PT02M08.00S,2021-11-07T23:30:26.0Z,1,REGULAR,steal,,[],203497,,,1610612762,24,15,2021-11-07T23:35:47Z,1350000,,,0,,R. Gobert STEAL (1 STL),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M59.00S,2021-11-07T23:30:34.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],204060,9.674770039421814,1.715686274509804,1610612762,24,15,2021-11-07T23:30:43Z,1360000,241.0,38.0,1,left,MISS J. Ingles 24' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,24.44,Missed,,,,,,,,,,,,,,,,,,
138,PT01M57.00S,2021-11-07T23:30:37.8Z,1,REGULAR,rebound,offensive,[],203497,,,1610612762,24,15,2021-11-07T23:30:37Z,1370000,,,0,,R. Gobert REBOUND (Off:2 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,137.0,3.0,1.0,2.0,,,,,,,
139,PT01M57.00S,2021-11-07T23:30:43.8Z,1,REGULAR,foul,personal,[],1628964,,,1610612762,24,15,2021-11-07T23:30:51Z,1380000,,,0,,M. Bamba personal FOUL (1 PF),"[1628964, 203497]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,2004.0,,,,,,,1.0,0.0,Gobert,203497.0,,,
141,PT01M51.00S,2021-11-07T23:31:08.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629672,29.122864651773984,76.7156862745098,1610612762,24,15,2021-11-07T23:31:17Z,1400000,-134.0,221.0,1,left,MISS E. Paschall 25' 3PT,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,
142,PT01M46.00S,2021-11-07T23:31:13.2Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,24,15,2021-11-07T23:31:17Z,1410000,,,0,,M. Bamba REBOUND (Off:2 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,141.0,4.0,2.0,2.0,,,,,,,
143,PT01M37.00S,2021-11-07T23:31:21.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628964,87.46714848883047,56.86274509803921,1610612753,26,15,2021-11-07T23:31:27Z,1420000,34.0,65.0,1,right,M. Bamba 7' turnaround Hook (5 PTS) (T. Ross 1 AST),"[1628964, 203082]",1610612753.0,ORL,turnaround,,,Bamba,M. Bamba,,,,,7.38,Made,5.0,T. Ross,203082.0,1.0,,,,,,,,,,,,,,
145,PT01M26.00S,2021-11-07T23:31:32.7Z,1,REGULAR,turnover,bad pass,[],204060,,,1610612762,26,15,2021-11-07T23:31:37Z,1440000,,,0,,J. Ingles bad pass TURNOVER (1 TO),"[204060, 1628964]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,1.0,Bamba,1628964.0
146,PT01M26.00S,2021-11-07T23:31:32.7Z,1,REGULAR,steal,,[],1628964,,,1610612753,26,15,2021-11-07T23:31:34Z,1450000,,,0,,M. Bamba STEAL (2 STL),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M20.00S,2021-11-07T23:31:38.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203082,73.9323258869908,86.02941176470588,1610612753,26,15,2021-11-07T23:31:45Z,1460000,180.0,193.0,1,right,MISS T. Ross 26' running 3PT,[203082],1610612753.0,ORL,running,,,Ross,T. Ross,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,
148,PT01M17.00S,2021-11-07T23:31:41.9Z,1,REGULAR,rebound,defensive,[],204060,,,1610612762,26,15,2021-11-07T23:31:45Z,1470000,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,147.0,1.0,1.0,0.0,,,,,,,
149,PT01M04.00S,2021-11-07T23:31:58.8Z,1,REGULAR,foul,offensive,[],203497,,,1610612762,26,15,2021-11-07T23:33:12Z,1480000,,,0,,R. Gobert offensive FOUL (1 PF),"[203497, 1630591]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,2004.0,,,,,,,1.0,0.0,Suggs,1630591.0,,,
151,PT01M04.00S,2021-11-07T23:31:58.8Z,1,REGULAR,turnover,offensive foul,[],203497,,,1610612762,26,15,2021-11-07T23:31:58Z,1500000,,,0,,R. Gobert offensive foul TURNOVER (1 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,2004.0,,,,,,,,,,,1.0,,
152,PT00M48.00S,2021-11-07T23:32:24.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203082,80.89684625492772,53.431372549019606,1610612753,28,15,2021-11-07T23:32:32Z,1510000,17.0,127.0,1,right,T. Ross 12' pullup Jump Shot (2 PTS),[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,12.83,Made,2.0,,,,,,,,,,,,,,,,,
153,PT00M23.00S,2021-11-07T23:32:51.7Z,1,REGULAR,3pt,Jump Shot,[],203903,28.465834428383708,21.813725490196077,1610612762,28,15,2021-11-07T23:32:58Z,1520000,141.0,215.0,1,left,MISS J. Clarkson 25' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,
154,PT00M23.00S,2021-11-07T23:32:51.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,28,15,2021-11-07T23:40:22Z,1530000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,153.0,,,,,,,,,,
155,PT00M23.00S,2021-11-07T23:32:58.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612762,28,15,2021-11-07T23:40:52Z,1540000,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,,,,,,,202037.0,,,,,,,,,,,,,
156,PT00M03.90S,2021-11-07T23:33:24.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203082,78.79434954007884,29.411764705882355,1610612753,28,15,2021-11-07T23:33:47Z,1550000,-103.0,147.0,1,right,MISS T. Ross 17' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,17.93,Missed,,,,,,,,,,,,,,,,,,
157,PT00M00.70S,2021-11-07T23:33:28.0Z,1,REGULAR,rebound,defensive,[],1629672,,,1610612762,28,15,2021-11-07T23:33:28Z,1560000,,,0,,E. Paschall REBOUND (Off:0 Def:2),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,156.0,2.0,2.0,0.0,,,,,,,
158,PT00M00.00S,2021-11-07T23:33:30.4Z,1,REGULAR,3pt,Jump Shot,[],1629672,51.19908015768725,17.892156862745097,1610612762,28,15,2021-11-07T23:33:54Z,1570000,161.0,429.0,1,left,MISS E. Paschall 45' running 3PT,[1629672],1610612762.0,UTA,running,,,Paschall,E. Paschall,,,,,45.79,Missed,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2021-11-07T23:33:30.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,28,15,2021-11-07T23:33:54Z,1580000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,
160,PT00M00.00S,2021-11-07T23:33:45.0Z,1,REGULAR,period,end,[],0,,,1610612762,28,15,2021-11-07T23:33:45Z,1590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-11-07T23:33:56.5Z,2,REGULAR,substitution,out,['startperiod'],1629643,,,1610612762,28,15,2021-11-07T23:36:15Z,1600000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-11-07T23:33:56.5Z,2,REGULAR,substitution,out,['startperiod'],203082,,,1610612762,28,15,2021-11-07T23:36:15Z,1610000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-11-07T23:33:56.5Z,2,REGULAR,substitution,in,['startperiod'],1630181,,,1610612762,28,15,2021-11-07T23:36:15Z,1620000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-11-07T23:33:56.5Z,2,REGULAR,substitution,in,['startperiod'],1630532,,,1610612762,28,15,2021-11-07T23:36:15Z,1630000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-11-07T23:36:18.3Z,2,REGULAR,period,start,[],0,,,1610612753,28,15,2021-11-07T23:36:18Z,1640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M52.00S,2021-11-07T23:36:25.8Z,2,REGULAR,2pt,Jump Shot,[],203914,79.84559789750328,26.47058823529412,1610612753,30,15,2021-11-07T23:36:35Z,1650000,-118.0,137.0,1,right,G. Harris 18' pullup Jump Shot (2 PTS),[203914],1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,18.06,Made,2.0,,,,,,,,,,,,,,,,,
167,PT11M29.00S,2021-11-07T23:36:47.4Z,2,REGULAR,3pt,Jump Shot,[],204060,28.597240473061763,19.362745098039216,1610612762,30,15,2021-11-07T23:37:00Z,1660000,153.0,216.0,1,left,MISS J. Ingles 26' pullup 3PT,[204060],1610612762.0,UTA,pullup,,,Ingles,J. Ingles,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,
168,PT11M20.00S,2021-11-07T23:36:56.4Z,2,REGULAR,rebound,offensive,[],203497,,,1610612762,30,15,2021-11-07T23:37:00Z,1670000,,,0,,R. Gobert REBOUND (Off:3 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,167.0,4.0,1.0,3.0,,,,,,,
169,PT11M20.00S,2021-11-07T23:36:56.5Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203497,5.590000152587891,50.0,1610612762,30,17,2021-11-07T23:37:46Z,1680000,0.0,0.0,1,left,R. Gobert tip DUNK (6 PTS),[203497],1610612762.0,UTA,tip,,,Gobert,R. Gobert,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,
170,PT11M12.00S,2021-11-07T23:37:05.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,88.91261498028909,49.50980392156863,1610612753,30,17,2021-11-07T23:37:10Z,1690000,-2.0,52.0,1,right,MISS F. Wagner Hook,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,5.18,Missed,,,,,,,,,,,,,,,,,,
171,PT11M10.00S,2021-11-07T23:37:07.3Z,2,REGULAR,rebound,defensive,[],1630235,,,1610612762,30,17,2021-11-07T23:37:10Z,1700000,,,0,,T. Forrest REBOUND (Off:0 Def:1),[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,,
172,PT11M04.00S,2021-11-07T23:37:14.6Z,2,REGULAR,foul,personal,['2freethrow'],1630181,,,1610612762,30,17,2021-11-07T23:37:30Z,1710000,,,0,,R. Hampton shooting personal FOUL (1 PF) (Paschall 2 FT),"[1630181, 1629672]",1610612753.0,ORL,shooting,,,Hampton,R. Hampton,,,,,,,,,,,202056.0,,,,,,,1.0,0.0,Paschall,1629672.0,,,
174,PT11M04.00S,2021-11-07T23:37:41.8Z,2,REGULAR,freethrow,1 of 2,[],1629672,,,1610612762,30,18,2021-11-07T23:37:41Z,1730000,,,0,,E. Paschall Free Throw 1 of 2 (1 PTS),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
175,PT11M04.00S,2021-11-07T23:37:50.2Z,2,REGULAR,freethrow,2 of 2,[],1629672,,,1610612762,30,19,2021-11-07T23:37:50Z,1740000,,,0,,E. Paschall Free Throw 2 of 2 (2 PTS),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
176,PT10M43.00S,2021-11-07T23:38:13.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,86.15308804204993,54.90196078431373,1610612753,30,19,2021-11-07T23:38:19Z,1750000,25.0,78.0,1,right,MISS F. Wagner 8' floating Shot,[1630532],1610612753.0,ORL,floating,,,Wagner,F. Wagner,,,,,8.15,Missed,,,,,,,,,,,,,,,,,,
177,PT10M40.00S,2021-11-07T23:38:15.3Z,2,REGULAR,rebound,offensive,[],1630532,,,1610612753,30,19,2021-11-07T23:38:15Z,1760000,,,0,,F. Wagner REBOUND (Off:1 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,176.0,1.0,0.0,1.0,,,,,,,
