actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
88,PT04M23.00S,2022-03-01T00:23:06.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,15,21,2022-03-01T00:23:06Z,860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M18.00S,2022-03-01T00:23:14.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1630532,10.85742444152431,38.72549019607843,1610612753,17,21,2022-03-01T00:30:45Z,870000,56.0,50.0,1,left,F. Wagner 7' driving floating Jump Shot (4 PTS) (C. Anthony 1 AST),"[1630532, 1630175]",1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,7.51,Made,4.0,C. Anthony,1630175.0,1.0,,,,,,,,,,,,,,,
91,PT04M18.00S,2022-03-01T00:23:20.8Z,1,REGULAR,violation,defensive goaltending,[],1629048,,,1610612753,17,21,2022-03-01T00:23:35Z,890000,,,0,,G. Bitadze defensive goaltending VIOLATION,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,1627541.0,,,,,,,,,,,,,,
92,PT04M01.00S,2022-03-01T00:23:47.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,90.75229960578186,44.6078431372549,1610612754,17,21,2022-03-01T00:31:07Z,900000,-27.0,34.0,1,right,MISS O. Brissett driving Layup - blocked,"[1629052, 1628964]",1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,4.37,Missed,,,,,,,,,,,,,,Bamba,1628964.0,,,,
93,PT04M01.00S,2022-03-01T00:23:47.1Z,1,REGULAR,block,,[],1628964,,,1610612754,17,21,2022-03-01T00:23:49Z,910000,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M58.00S,2022-03-01T00:23:50.1Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,17,21,2022-03-01T00:23:51Z,920000,,,0,,M. Bamba REBOUND (Off:1 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,92.0,3.0,2.0,1.0,,,,,,
95,PT03M56.00S,2022-03-01T00:23:52.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630175,6.389618922470433,43.38235294117647,1610612753,19,21,2022-03-01T00:24:00Z,930000,33.0,8.0,1,left,C. Anthony running Layup (4 PTS) (F. Wagner 1 AST),"[1630175, 1630532]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,3.4,Made,4.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,,,,,
97,PT03M56.00S,2022-03-01T00:23:57.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,19,21,2022-03-01T00:23:57Z,950000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M56.00S,2022-03-01T00:24:01.1Z,1,REGULAR,substitution,out,[],1628964,,,1610612754,19,21,2022-03-01T00:26:54Z,960000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M56.00S,2022-03-01T00:24:01.1Z,1,REGULAR,substitution,out,[],1626208,,,1610612754,19,21,2022-03-01T00:26:54Z,970000,,,0,,SUB out: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M56.00S,2022-03-01T00:24:01.1Z,1,REGULAR,substitution,in,[],1628976,,,1610612754,19,21,2022-03-01T00:26:54Z,980000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M56.00S,2022-03-01T00:24:01.1Z,1,REGULAR,substitution,in,[],1630169,,,1610612754,19,21,2022-03-01T00:26:54Z,990000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M55.00S,2022-03-01T00:27:03.6Z,1,REGULAR,foul,personal,[],1630175,,,1610612754,19,21,2022-03-01T00:32:04Z,1000000,,,0,,C. Anthony take personal FOUL (1 PF),"[1630175, 1630169]",1610612753.0,ORL,take,,,Anthony,C. Anthony,,,,,,,,,,,1198.0,1.0,0.0,Haliburton,1630169.0,,,,,,,,,,
107,PT03M55.00S,2022-03-01T00:27:10.3Z,1,REGULAR,substitution,out,[],1630175,,,1610612754,19,21,2022-03-01T00:27:15Z,1020000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M55.00S,2022-03-01T00:27:10.3Z,1,REGULAR,substitution,in,[],1628365,,,1610612754,19,21,2022-03-01T00:27:15Z,1030000,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M33.00S,2022-03-01T00:27:41.6Z,1,REGULAR,3pt,Jump Shot,[],1627741,76.03482260183968,12.990196078431374,1610612754,19,21,2022-03-01T00:27:46Z,1040000,-185.0,173.0,1,right,MISS B. Hield 25' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
110,PT03M31.00S,2022-03-01T00:27:44.0Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,19,21,2022-03-01T00:27:44Z,1050000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,109.0,2.0,1.0,1.0,,,,,,
111,PT03M24.00S,2022-03-01T00:27:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.09789750328515,45.83333333333333,1610612753,21,21,2022-03-01T00:27:56Z,1060000,21.0,24.0,1,left,F. Wagner cutting Layup (6 PTS) (M. Fultz 1 AST),"[1630532, 1628365]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,3.15,Made,6.0,M. Fultz,1628365.0,1.0,,,,,,,,,,,,,,,
113,PT03M01.00S,2022-03-01T00:28:14.4Z,1,REGULAR,3pt,Jump Shot,[],1630537,92.85479632063075,95.34313725490196,1610612754,21,24,2022-03-01T00:28:18Z,1080000,227.0,15.0,1,right,C. Duarte 3PT  (5 PTS) (T. Haliburton 3 AST),"[1630537, 1630169]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,22.72,Made,5.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,,,,,,
115,PT02M43.00S,2022-03-01T00:28:31.7Z,1,REGULAR,3pt,Jump Shot,[],1629643,20.71287779237845,88.97058823529412,1610612753,24,24,2022-03-01T00:28:36Z,1100000,-195.0,142.0,1,left,C. Okeke 24' 3PT  (3 PTS) (G. Harris 1 AST),"[1629643, 203914]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,24.13,Made,3.0,G. Harris,203914.0,1.0,,,,,,,,,,,,,,,
117,PT02M30.00S,2022-03-01T00:28:45.0Z,1,REGULAR,3pt,Jump Shot,[],1630169,79.36925098554534,89.72886029411765,1610612754,24,27,2022-03-01T00:33:38Z,1120000,199.0,141.0,1,right,T. Haliburton 24' 3PT step back (8 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,24.38,Made,8.0,,,,,,,,,,,,,,,,,,
118,PT02M17.00S,2022-03-01T00:29:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203914,6.258212877792378,54.65686274509803,1610612753,26,27,2022-03-01T00:34:05Z,1130000,-23.0,6.0,1,left,G. Harris driving finger roll Layup (2 PTS) (M. Fultz 2 AST),"[203914, 1628365]",1610612753.0,ORL,driving finger roll,,,Harris,G. Harris,,,,,2.41,Made,2.0,M. Fultz,1628365.0,2.0,,,,,,,,,,,,,,,
120,PT02M17.00S,2022-03-01T00:29:05.2Z,1,REGULAR,foul,personal,['1freethrow'],1630537,,,1610612753,26,27,2022-03-01T00:29:22Z,1150000,,,0,,C. Duarte shooting personal FOUL (1 PF) (Harris 1 FT),"[1630537, 203914]",1610612754.0,IND,shooting,,,Duarte,C. Duarte,,,,,,,,,,,1198.0,1.0,0.0,Harris,203914.0,,,,,,,,,,
122,PT02M17.00S,2022-03-01T00:29:11.8Z,1,REGULAR,substitution,out,[],1629052,,,1610612753,26,27,2022-03-01T00:30:28Z,1170000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M17.00S,2022-03-01T00:29:11.8Z,1,REGULAR,substitution,out,[],1627741,,,1610612753,26,27,2022-03-01T00:30:28Z,1180000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M17.00S,2022-03-01T00:29:11.8Z,1,REGULAR,substitution,in,[],1630613,,,1610612753,26,27,2022-03-01T00:30:28Z,1190000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M17.00S,2022-03-01T00:29:11.8Z,1,REGULAR,substitution,in,[],1630188,,,1610612753,26,27,2022-03-01T00:30:28Z,1200000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M17.00S,2022-03-01T00:29:24.0Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,26,27,2022-03-01T00:30:28Z,1210000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M17.00S,2022-03-01T00:29:24.0Z,1,REGULAR,substitution,in,[],203082,,,1610612753,26,27,2022-03-01T00:30:28Z,1220000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M17.00S,2022-03-01T00:29:30.8Z,1,REGULAR,freethrow,1 of 1,[],203914,,,1610612753,27,27,2022-03-01T00:29:30Z,1230000,,,0,,G. Harris Free Throw 1 of 1 (3 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
129,PT01M54.00S,2022-03-01T00:29:58.7Z,1,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612754,27,27,2022-03-01T00:30:05Z,1240000,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Bitadze 2 FT),"[1628976, 1629048]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,1198.0,1.0,0.0,Bitadze,1629048.0,,,,,,,,,,
131,PT01M54.00S,2022-03-01T00:30:28.9Z,1,REGULAR,freethrow,1 of 2,[],1629048,,,1610612754,27,27,2022-03-01T00:30:28Z,1260000,,,0,,MISS G. Bitadze Free Throw 1 of 2,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M54.00S,2022-03-01T00:30:28.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,27,27,2022-03-01T00:30:28Z,1270000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,,
133,PT01M54.00S,2022-03-01T00:30:44.9Z,1,REGULAR,freethrow,2 of 2,[],1629048,,,1610612754,27,28,2022-03-01T00:30:44Z,1280000,,,0,,G. Bitadze Free Throw 2 of 2 (6 PTS),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
134,PT01M42.00S,2022-03-01T00:31:01.7Z,1,REGULAR,foul,personal,['2freethrow'],1630613,,,1610612753,27,28,2022-03-01T00:31:12Z,1290000,,,0,,D. Washington Jr. shooting personal FOUL (1 PF) (Harris 2 FT),"[1630613, 203914]",1610612754.0,IND,shooting,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,1198.0,1.0,0.0,Harris,203914.0,,,,,,,,,,
136,PT01M42.00S,2022-03-01T00:31:23.2Z,1,REGULAR,freethrow,1 of 2,[],203914,,,1610612753,28,28,2022-03-01T00:31:23Z,1310000,,,0,,G. Harris Free Throw 1 of 2 (4 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
137,PT01M42.00S,2022-03-01T00:31:36.8Z,1,REGULAR,freethrow,2 of 2,[],203914,,,1610612753,29,28,2022-03-01T00:31:36Z,1320000,,,0,,G. Harris Free Throw 2 of 2 (5 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
138,PT01M24.00S,2022-03-01T00:31:58.4Z,1,REGULAR,3pt,Jump Shot,[],1630169,92.72339027595268,95.58823529411765,1610612754,29,28,2022-03-01T00:32:04Z,1330000,228.0,16.0,1,right,MISS T. Haliburton step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,22.85,Missed,,,,,,,,,,,,,,,,,,,
139,PT01M21.00S,2022-03-01T00:32:01.4Z,1,REGULAR,rebound,offensive,[],1630537,,,1610612754,29,28,2022-03-01T00:32:04Z,1340000,,,0,,C. Duarte REBOUND (Off:1 Def:0),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,138.0,1.0,0.0,1.0,,,,,,
140,PT01M18.00S,2022-03-01T00:32:03.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630537,92.59198423127464,21.813725490196077,1610612754,29,28,2022-03-01T00:32:20Z,1350000,-141.0,17.0,1,right,MISS C. Duarte 14' fadeaway Shot,[1630537],1610612754.0,IND,fadeaway,,,Duarte,C. Duarte,,,,,14.19,Missed,,,,,,,,,,,,,,,,,,,
141,PT01M16.00S,2022-03-01T00:32:05.7Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,29,28,2022-03-01T00:32:20Z,1360000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,140.0,3.0,2.0,1.0,,,,,,
142,PT01M15.00S,2022-03-01T00:32:10.3Z,1,REGULAR,foul,offensive,[],1628976,,,1610612753,29,28,2022-03-01T00:35:36Z,1370000,,,0,,W. Carter Jr. offensive FOUL (2 PF),"[1628976, 1630613]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,1627541.0,2.0,0.0,Washington Jr.,1630613.0,,,,,,,,,,
144,PT01M15.00S,2022-03-01T00:32:10.3Z,1,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,29,28,2022-03-01T00:32:10Z,1390000,,,0,,W. Carter Jr. offensive foul TURNOVER (1 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,1627541.0,,,,,,,,,,,1.0,,,
145,PT00M59.10S,2022-03-01T00:32:41.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,71.30420499342969,18.627450980392158,1610612754,29,28,2022-03-01T00:32:46Z,1400000,-157.0,217.0,1,right,MISS T. Haliburton 26' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M56.90S,2022-03-01T00:32:43.3Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,29,28,2022-03-01T00:32:46Z,1410000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,145.0,4.0,3.0,1.0,,,,,,
147,PT00M46.90S,2022-03-01T00:32:54.7Z,1,REGULAR,2pt,Jump Shot,[],203082,13.797634691195796,71.1014093137255,1610612753,31,28,2022-03-01T00:33:03Z,1420000,-106.0,77.0,1,left,T. Ross 13' pullup Jump Shot (2 PTS) (M. Fultz 3 AST),"[203082, 1628365]",1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,13.07,Made,2.0,M. Fultz,1628365.0,3.0,,,,,,,,,,,,,,,
149,PT00M31.70S,2022-03-01T00:33:12.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628365,,,1610612754,31,28,2022-03-01T00:33:21Z,1440000,,,0,,M. Fultz personal FOUL (1 PF) (Haliburton 2 FT),"[1628365, 1630169]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,1627541.0,1.0,0.0,Haliburton,1630169.0,,,,,,,,,,
151,PT00M31.70S,2022-03-01T00:33:34.5Z,1,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,31,29,2022-03-01T00:33:34Z,1460000,,,0,,T. Haliburton Free Throw 1 of 2 (9 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
152,PT00M31.70S,2022-03-01T00:33:47.8Z,1,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,31,30,2022-03-01T00:33:47Z,1470000,,,0,,T. Haliburton Free Throw 2 of 2 (10 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
153,PT00M20.60S,2022-03-01T00:34:00.9Z,1,REGULAR,turnover,bad pass,[],1628365,,,1610612753,31,30,2022-03-01T00:34:05Z,1480000,,,0,,M. Fultz bad pass TURNOVER (1 TO),"[1628365, 1630613]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,1.0,Washington Jr.,1630613.0,
154,PT00M20.60S,2022-03-01T00:34:00.9Z,1,REGULAR,steal,,[],1630613,,,1610612754,31,30,2022-03-01T00:34:03Z,1490000,,,0,,D. Washington Jr. STEAL (1 STL),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M15.20S,2022-03-01T00:34:07.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630188,91.27792378449409,41.911764705882355,1610612754,31,32,2022-03-01T00:34:14Z,1500000,-40.0,29.0,1,right,J. Smith Layup (8 PTS) (T. Haliburton 4 AST),"[1630188, 1630169]",1610612754.0,IND,,,,Smith,J. Smith,,,,,5.0,Made,8.0,T. Haliburton,1630169.0,4.0,,,,,,,,,,,,,,,
157,PT00M00.00S,2022-03-01T00:34:27.0Z,1,REGULAR,3pt,Jump Shot,[],203082,27.808804204993432,24.754901960784316,1610612753,31,32,2022-03-01T00:34:32Z,1520000,126.0,209.0,1,left,MISS T. Ross 24' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,24.41,Missed,,,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2022-03-01T00:34:29.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,31,32,2022-03-01T00:34:29Z,1530000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,157.0,,,,,,,,,
159,PT00M00.00S,2022-03-01T00:34:31.6Z,1,REGULAR,period,end,[],0,,,1610612753,31,32,2022-03-01T00:34:31Z,1540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-03-01T00:34:44.4Z,2,REGULAR,substitution,out,['startperiod'],1628976,,,1610612753,31,32,2022-03-01T00:37:08Z,1550000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-03-01T00:34:44.4Z,2,REGULAR,substitution,out,['startperiod'],1629048,,,1610612753,31,32,2022-03-01T00:37:08Z,1560000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-03-01T00:34:44.4Z,2,REGULAR,substitution,in,['startperiod'],1628964,,,1610612753,31,32,2022-03-01T00:37:08Z,1570000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-03-01T00:34:44.4Z,2,REGULAR,substitution,in,['startperiod'],1630678,,,1610612753,31,32,2022-03-01T00:37:08Z,1580000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-03-01T00:37:24.0Z,2,REGULAR,period,start,[],0,,,1610612753,31,32,2022-03-01T00:37:24Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M46.00S,2022-03-01T00:37:37.1Z,2,REGULAR,turnover,bad pass,[],203914,,,1610612753,31,32,2022-03-01T00:37:42Z,1600000,,,0,,G. Harris bad pass TURNOVER (1 TO),"[203914, 1630537]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,1.0,Duarte,1630537.0,
166,PT11M46.00S,2022-03-01T00:37:37.1Z,2,REGULAR,steal,,[],1630537,,,1610612754,31,32,2022-03-01T00:37:39Z,1610000,,,0,,C. Duarte STEAL (1 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M32.00S,2022-03-01T00:37:50.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630537,81.8166885676741,33.33333333333333,1610612754,31,32,2022-03-01T00:37:54Z,1620000,-83.0,118.0,1,right,MISS C. Duarte 14' pullup Shot,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,14.48,Missed,,,,,,,,,,,,,,,,,,,
168,PT11M30.00S,2022-03-01T00:37:52.8Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,31,32,2022-03-01T00:37:54Z,1630000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,167.0,1.0,1.0,0.0,,,,,,
169,PT11M19.00S,2022-03-01T00:38:03.3Z,2,REGULAR,2pt,Jump Shot,[],1628365,21.50131406044678,54.90196078431373,1610612753,33,32,2022-03-01T00:38:07Z,1640000,-25.0,150.0,1,left,M. Fultz 15' pullup Jump Shot (2 PTS),[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,15.16,Made,2.0,,,,,,,,,,,,,,,,,,
170,PT10M57.00S,2022-03-01T00:38:30.4Z,2,REGULAR,3pt,Jump Shot,[],1630613,57.15136333771353,84.09160539215686,1610612754,33,32,2022-03-01T00:41:29Z,1650000,170.0,350.0,1,right,MISS D. Washington Jr. 38' pullup 3PT,[1630613],1610612754.0,IND,pullup,,,Washington Jr.,D. Washington Jr.,,,,,38.96,Missed,,,,,,,,,,,,,,,,,,,
171,PT10M54.00S,2022-03-01T00:38:33.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,33,32,2022-03-01T00:41:06Z,1660000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,170.0,,,,,,,,,
172,PT10M54.00S,2022-03-01T00:38:34.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612754,33,32,2022-03-01T00:41:12Z,1670000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,,,,,,,1198.0,,,,,,,,,,,,,,
173,PT10M44.00S,2022-03-01T00:38:54.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628365,7.966491458607096,45.09803921568628,1610612753,33,32,2022-03-01T00:39:05Z,1680000,25.0,22.0,1,left,MISS M. Fultz driving bank Shot,[1628365],1610612753.0,ORL,driving bank,,,Fultz,M. Fultz,,,,,3.32,Missed,,,,,,,,,,,,,,,,,,,
174,PT10M42.00S,2022-03-01T00:38:56.9Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,33,32,2022-03-01T00:39:05Z,1690000,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,173.0,2.0,2.0,0.0,,,,,,
175,PT10M37.00S,2022-03-01T00:39:01.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,91.80354796320631,56.86274509803921,1610612754,33,32,2022-03-01T00:42:22Z,1700000,34.0,25.0,1,right,MISS D. Washington Jr. running Layup,[1630613],1610612754.0,IND,running,,,Washington Jr.,D. Washington Jr.,,,,,4.22,Missed,,,,,,,,,,,,,,,,,,,
176,PT10M36.00S,2022-03-01T00:39:02.6Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612754,33,32,2022-03-01T00:42:22Z,1710000,,,0,,J. Smith REBOUND (Off:1 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,175.0,2.0,1.0,1.0,,,,,,
177,PT10M31.00S,2022-03-01T00:39:07.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630169,88.51839684625493,47.794117647058826,1610612754,33,34,2022-03-01T00:39:15Z,1720000,-11.0,55.0,1,right,T. Haliburton driving floating Jump Shot (12 PTS) (C. Duarte 1 AST),"[1630169, 1630537]",1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,5.65,Made,12.0,C. Duarte,1630537.0,1.0,,,,,,,,,,,,,,,
179,PT10M11.00S,2022-03-01T00:39:27.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,12.828515111695138,42.8921568627451,1610612753,33,34,2022-03-01T00:39:31Z,1740000,36.0,68.0,1,left,MISS T. Ross 7' driving floating Shot,[203082],1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,7.68,Missed,,,,,,,,,,,,,,,,,,,
180,PT10M10.00S,2022-03-01T00:39:28.3Z,2,REGULAR,rebound,defensive,[],1630537,,,1610612754,33,34,2022-03-01T00:39:31Z,1750000,,,0,,C. Duarte REBOUND (Off:1 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,179.0,2.0,1.0,1.0,,,,,,
