actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
357,PT11M28.00S,2022-01-18T01:24:00.0Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,40,54,2022-01-18T01:24:00Z,3530000,,,0,,C. Anthony REBOUND (Off:2 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,356.0,5.0,3.0,2.0,,,,,,,,,,,,,,
358,PT11M17.00S,2022-01-18T01:24:11.2Z,3,REGULAR,3pt,Jump Shot,[],1629643,71.96123521681997,83.33333333333334,1610612753,43,54,2022-01-18T01:24:15Z,3540000,167.0,211.0,1,right,C. Okeke 26' 3PT  (3 PTS) (C. Anthony 4 AST),"[1629643, 1630175]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,26.9,Made,3.0,,,,,,,C. Anthony,1630175.0,4.0,,,,,,,,,
360,PT10M51.00S,2022-01-18T01:24:37.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629642,17.95335085413929,62.99019607843137,1610612757,43,54,2022-01-18T01:24:41Z,3560000,-65.0,116.0,1,left,MISS N. Little 13' pullup Shot,[1629642],1610612757.0,POR,pullup,,,Little,N. Little,,,,,13.32,Missed,,,,,,,,,,,,,,,,,,,
361,PT10M48.00S,2022-01-18T01:24:40.3Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,43,54,2022-01-18T01:24:41Z,3570000,,,0,,C. Anthony REBOUND (Off:2 Def:4),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,360.0,6.0,4.0,2.0,,,,,,,,,,,,,,
362,PT10M44.00S,2022-01-18T01:24:45.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630532,92.06636005256242,54.90196078431373,1610612753,45,54,2022-01-18T01:24:55Z,3580000,25.0,22.0,1,right,F. Wagner running finger roll Layup (6 PTS) (C. Anthony 5 AST),"[1630532, 1630175]",1610612753.0,ORL,running finger roll,,,Wagner,F. Wagner,,,,,3.3,Made,6.0,,,,,,,C. Anthony,1630175.0,5.0,,,,,,,,,
364,PT10M28.00S,2022-01-18T01:25:00.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,16.63929040735874,56.127450980392155,1610612757,45,56,2022-01-18T01:25:07Z,3600000,-31.0,104.0,1,left,A. Simons 10' driving floating Jump Shot (6 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,10.83,Made,6.0,,,,,,,,,,,,,,,,,,
365,PT10M25.00S,2022-01-18T01:25:09.5Z,3,REGULAR,stoppage,equipment issue,[],0,,,1610612753,45,56,2022-01-18T01:25:09Z,3610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT10M07.00S,2022-01-18T01:25:35.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629643,90.3580814717477,53.18627450980392,1610612753,45,56,2022-01-18T01:25:41Z,3620000,16.0,38.0,1,right,MISS C. Okeke driving Layup,[1629643],1610612753.0,ORL,driving,,,Okeke,C. Okeke,,,,,4.13,Missed,,,,,,,,,,,,,,,,,,,
367,PT10M05.00S,2022-01-18T01:25:37.4Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,45,56,2022-01-18T01:25:41Z,3630000,,,0,,J. Nurkic REBOUND (Off:3 Def:8),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,366.0,11.0,8.0,3.0,,,,,,,,,,,,,,
368,PT09M55.00S,2022-01-18T01:25:48.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,7.835085413929041,51.71568627450981,1610612757,45,56,2022-01-18T01:26:40Z,3640000,-9.0,21.0,1,left,MISS N. Little cutting Layup,[1629642],1610612757.0,POR,cutting,,,Little,N. Little,,,,,2.28,Missed,,,,,,,,,,,,,,,,,,,
369,PT09M55.00S,2022-01-18T01:25:48.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,45,56,2022-01-18T01:26:40Z,3650000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,368.0,,,,,,,,,,,,,,,,,
370,PT09M55.00S,2022-01-18T01:25:58.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,45,56,2022-01-18T01:25:58Z,3660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT09M44.00S,2022-01-18T01:26:20.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,8.09789750328515,53.92156862745098,1610612757,45,58,2022-01-18T01:26:27Z,3670000,-20.0,24.0,1,left,J. Nurkic driving finger roll Layup (17 PTS),[203994],1610612757.0,POR,driving finger roll,,,Nurkic,J. Nurkic,,,,,3.07,Made,17.0,,,,,,,,,,,,,,,,,,
372,PT09M21.00S,2022-01-18T01:26:42.3Z,3,REGULAR,3pt,Jump Shot,[],1630532,86.28449408672799,95.83333333333334,1610612753,45,58,2022-01-18T01:26:46Z,3680000,229.0,76.0,1,right,MISS F. Wagner 24' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,24.16,Missed,,,,,,,,,,,,,,,,,,,
373,PT09M19.00S,2022-01-18T01:26:44.3Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612757,45,58,2022-01-18T01:26:46Z,3690000,,,0,,N. Little REBOUND (Off:4 Def:3),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,372.0,7.0,3.0,4.0,,,,,,,,,,,,,,
374,PT09M12.00S,2022-01-18T01:26:51.6Z,3,REGULAR,turnover,bad pass,[],203468,,,1610612757,45,58,2022-01-18T01:26:55Z,3700000,,,0,,C. McCollum bad pass TURNOVER (3 TO),"[203468, 1630175]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,3.0,Anthony,1630175.0,,,,,,
375,PT09M12.00S,2022-01-18T01:26:51.6Z,3,REGULAR,steal,,[],1630175,,,1610612753,45,58,2022-01-18T01:26:54Z,3710000,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT09M04.00S,2022-01-18T01:27:01.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,91.80354796320631,53.67647058823529,1610612753,47,58,2022-01-18T01:27:08Z,3720000,18.0,25.0,1,right,F. Wagner driving Layup (8 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,3.06,Made,8.0,,,,,,,,,,,,,,,,,,
377,PT08M45.00S,2022-01-18T01:27:21.7Z,3,REGULAR,foul,personal,[],201577,,,1610612757,47,58,2022-01-18T01:27:30Z,3730000,,,0,,R. Lopez personal FOUL (4 PF),"[201577, 203994]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,2534.0,4.0,0.0,Nurkic,203994.0,
379,PT08M38.00S,2022-01-18T01:27:49.2Z,3,REGULAR,2pt,Jump Shot,[],203496,7.046649145860711,75.24509803921569,1610612757,47,58,2022-01-18T01:28:31Z,3750000,-126.0,14.0,1,left,MISS R. Covington 12' driving floating Shot,[203496],1610612757.0,POR,driving floating,,,Covington,R. Covington,,,,,12.69,Missed,,,,,,,,,,,,,,,,,,,
380,PT08M35.00S,2022-01-18T01:27:52.2Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,47,58,2022-01-18T01:27:54Z,3760000,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,379.0,2.0,2.0,0.0,,,,,,,,,,,,,,
381,PT08M30.00S,2022-01-18T01:27:59.2Z,3,REGULAR,foul,personal,[],203496,,,1610612753,47,58,2022-01-18T01:28:07Z,3770000,,,0,,R. Covington personal FOUL (1 PF),"[203496, 1630532]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Wagner,1630532.0,
383,PT08M23.00S,2022-01-18T01:28:21.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203914,91.80354796320631,54.41176470588235,1610612753,47,58,2022-01-18T01:28:27Z,3790000,22.0,25.0,1,right,MISS G. Harris driving Layup,[203914],1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,3.3,Missed,,,,,,,,,,,,,,,,,,,
384,PT08M17.00S,2022-01-18T01:28:26.3Z,3,REGULAR,rebound,offensive,[],201577,,,1610612753,47,58,2022-01-18T01:28:26Z,3800000,,,0,,R. Lopez REBOUND (Off:1 Def:0),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,383.0,1.0,0.0,1.0,,,,,,,,,,,,,,
385,PT08M17.00S,2022-01-18T01:28:26.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201577,94.40999984741211,50.0,1610612753,49,58,2022-01-18T01:29:18Z,3810000,0.0,0.0,1,right,R. Lopez tip Layup (5 PTS),[201577],1610612753.0,ORL,tip,,,Lopez,R. Lopez,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,,
386,PT08M05.00S,2022-01-18T01:28:40.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,7.440867279894875,53.67647058823529,1610612757,49,60,2022-01-18T01:28:47Z,3820000,-18.0,17.0,1,left,N. Little cutting Layup (10 PTS),[1629642],1610612757.0,POR,cutting,,,Little,N. Little,,,,,2.53,Made,10.0,,,,,,,,,,,,,,,,,,
388,PT08M05.00S,2022-01-18T01:28:44.0Z,3,REGULAR,foul,personal,['1freethrow'],1630532,,,1610612757,49,60,2022-01-18T01:28:57Z,3840000,,,0,,F. Wagner shooting personal FOUL (1 PF) (Little 1 FT),"[1630532, 1629642]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Little,1629642.0,
390,PT08M05.00S,2022-01-18T01:29:06.6Z,3,REGULAR,freethrow,1 of 1,[],1629642,,,1610612757,49,61,2022-01-18T01:29:06Z,3860000,,,0,,N. Little Free Throw 1 of 1 (11 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
391,PT07M54.00S,2022-01-18T01:29:20.8Z,3,REGULAR,turnover,bad pass,[],1630175,,,1610612753,49,61,2022-01-18T01:29:27Z,3870000,,,0,,C. Anthony bad pass TURNOVER (3 TO),"[1630175, 203468]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,3.0,McCollum,203468.0,,,,,,
392,PT07M54.00S,2022-01-18T01:29:20.8Z,3,REGULAR,steal,,[],203468,,,1610612757,49,61,2022-01-18T01:29:23Z,3880000,,,0,,C. McCollum STEAL (1 STL),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M51.00S,2022-01-18T01:29:27.5Z,3,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612757,49,61,2022-01-18T01:29:40Z,3890000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Little 2 FT),"[1630175, 1629642]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Little,1629642.0,
395,PT07M51.00S,2022-01-18T01:29:51.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629642,,,1610612757,49,62,2022-01-18T01:29:51Z,3910000,,,0,,N. Little Free Throw 1 of 2 (12 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
396,PT07M51.00S,2022-01-18T01:30:04.7Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629642,,,1610612757,49,63,2022-01-18T01:30:04Z,3920000,,,0,,N. Little Free Throw 2 of 2 (13 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
397,PT07M39.00S,2022-01-18T01:30:18.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,91.40932982917214,48.03921568627451,1610612753,51,63,2022-01-18T01:30:31Z,3930000,-10.0,28.0,1,right,F. Wagner driving reverse Layup (10 PTS) (R. Lopez 1 AST),"[1630532, 201577]",1610612753.0,ORL,driving reverse,,,Wagner,F. Wagner,,,,,2.99,Made,10.0,,,,,,,R. Lopez,201577.0,1.0,,,,,,,,,
399,PT07M19.00S,2022-01-18T01:30:38.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203994,7.966491458607096,51.225490196078425,1610612757,51,63,2022-01-18T01:30:43Z,3950000,-6.0,22.0,1,left,MISS J. Nurkic driving Hook,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,2.32,Missed,,,,,,,,,,,,,,,,,,,
400,PT07M16.00S,2022-01-18T01:30:41.6Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,51,63,2022-01-18T01:30:43Z,3960000,,,0,,C. Anthony REBOUND (Off:2 Def:5),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,399.0,7.0,5.0,2.0,,,,,,,,,,,,,,
401,PT07M10.00S,2022-01-18T01:30:47.9Z,3,REGULAR,3pt,Jump Shot,[],1630532,67.88764783180025,35.049019607843135,1610612753,51,63,2022-01-18T01:30:53Z,3970000,-75.0,249.0,1,right,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
402,PT07M05.00S,2022-01-18T01:30:52.9Z,3,REGULAR,rebound,defensive,[],1629014,,,1610612757,51,63,2022-01-18T01:30:53Z,3980000,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,401.0,2.0,2.0,0.0,,,,,,,,,,,,,,
403,PT06M58.00S,2022-01-18T01:30:59.0Z,3,REGULAR,3pt,Jump Shot,[],1629014,31.61957950065703,41.911764705882355,1610612757,51,63,2022-01-18T01:31:03Z,3990000,40.0,245.0,1,left,MISS A. Simons 24' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,24.8,Missed,,,,,,,,,,,,,,,,,,,
404,PT06M56.00S,2022-01-18T01:31:01.0Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,51,63,2022-01-18T01:31:03Z,4000000,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,403.0,3.0,3.0,0.0,,,,,,,,,,,,,,
405,PT06M45.00S,2022-01-18T01:31:12.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201577,91.01511169513797,59.068627450980394,1610612753,51,63,2022-01-18T01:31:57Z,4010000,45.0,32.0,1,right,MISS R. Lopez Hook,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,5.55,Missed,,,,,,,,,,,,,,,,,,,
406,PT06M44.00S,2022-01-18T01:31:13.2Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,51,63,2022-01-18T01:31:26Z,4020000,,,0,,J. Nurkic REBOUND (Off:3 Def:9),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,405.0,12.0,9.0,3.0,,,,,,,,,,,,,,
407,PT06M44.00S,2022-01-18T01:31:21.8Z,3,REGULAR,foul,technical,['1freethrow'],201577,,,1610612757,51,63,2022-01-18T01:31:41Z,4030000,,,0,,R. Lopez technical FOUL (1 Tech),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,1628480.0,4.0,1.0,,,
408,PT06M44.00S,2022-01-18T01:31:44.3Z,3,REGULAR,freethrow,1 of 1,[],1629014,,,1610612757,51,64,2022-01-18T01:31:44Z,4040000,,,0,,A. Simons technical Free Throw 1 of 1 (7 PTS),[1629014],1610612757.0,POR,technical,,,Simons,A. Simons,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
409,PT06M44.00S,2022-01-18T01:31:51.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612757,51,64,2022-01-18T01:31:51Z,4050000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M44.00S,2022-01-18T01:33:26.3Z,3,REGULAR,substitution,out,[],1629643,,,1610612757,51,64,2022-01-18T01:34:31Z,4060000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M44.00S,2022-01-18T01:33:26.3Z,3,REGULAR,substitution,out,[],201577,,,1610612757,51,64,2022-01-18T01:34:31Z,4070000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M44.00S,2022-01-18T01:33:26.3Z,3,REGULAR,substitution,out,[],203468,,,1610612757,51,64,2022-01-18T01:34:31Z,4080000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M44.00S,2022-01-18T01:33:26.3Z,3,REGULAR,substitution,in,[],1630591,,,1610612757,51,64,2022-01-18T01:34:31Z,4090000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M44.00S,2022-01-18T01:33:26.3Z,3,REGULAR,substitution,in,[],1628964,,,1610612757,51,64,2022-01-18T01:34:31Z,4100000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M44.00S,2022-01-18T01:33:26.3Z,3,REGULAR,substitution,in,[],203463,,,1610612757,51,64,2022-01-18T01:34:31Z,4110000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M34.00S,2022-01-18T01:34:58.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612757,51,64,2022-01-18T01:35:18Z,4120000,,,0,,C. Anthony personal FOUL (2 PF) (McLemore 2 FT),"[1630175, 203463]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,1626300.0,2.0,0.0,McLemore,203463.0,
418,PT06M34.00S,2022-01-18T01:35:26.8Z,3,REGULAR,freethrow,1 of 2,[],203463,,,1610612757,51,65,2022-01-18T01:35:26Z,4140000,,,0,,B. McLemore Free Throw 1 of 2 (4 PTS),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
419,PT06M34.00S,2022-01-18T01:35:43.6Z,3,REGULAR,freethrow,2 of 2,[],203463,,,1610612757,51,66,2022-01-18T01:35:43Z,4150000,,,0,,B. McLemore Free Throw 2 of 2 (5 PTS),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
420,PT06M22.00S,2022-01-18T01:36:03.8Z,3,REGULAR,violation,kicked ball,[],203463,,,1610612753,51,66,2022-01-18T01:36:18Z,4160000,,,0,,B. McLemore kicked ball VIOLATION,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,1628480.0,,,,,
421,PT06M12.00S,2022-01-18T01:36:22.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,91.40932982917214,52.94117647058824,1610612753,51,66,2022-01-18T01:36:29Z,4170000,15.0,28.0,1,right,MISS M. Bamba cutting Layup,[1628964],1610612753.0,ORL,cutting,,,Bamba,M. Bamba,,,,,3.19,Missed,,,,,,,,,,,,,,,,,,,
422,PT06M10.00S,2022-01-18T01:36:24.0Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,51,66,2022-01-18T01:36:29Z,4180000,,,0,,J. Nurkic REBOUND (Off:3 Def:10),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,421.0,13.0,10.0,3.0,,,,,,,,,,,,,,
423,PT06M03.00S,2022-01-18T01:36:31.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,6.652431011826544,54.90196078431373,1610612757,51,68,2022-01-18T01:36:39Z,4190000,-25.0,10.0,1,left,A. Simons driving floating bank Jump Shot (9 PTS),[1629014],1610612757.0,POR,driving floating bank,,,Simons,A. Simons,,,,,2.65,Made,9.0,,,,,,,,,,,,,,,,,,
424,PT05M47.00S,2022-01-18T01:36:47.3Z,3,REGULAR,turnover,bad pass,[],1630532,,,1610612753,51,68,2022-01-18T01:36:51Z,4200000,,,0,,F. Wagner bad pass TURNOVER (3 TO),"[1630532, 1629642]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,3.0,Little,1629642.0,,,,,,
425,PT05M47.00S,2022-01-18T01:36:47.3Z,3,REGULAR,steal,,[],1629642,,,1610612757,51,68,2022-01-18T01:36:50Z,4210000,,,0,,N. Little STEAL (1 STL),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M42.00S,2022-01-18T01:36:52.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203463,7.835085413929041,3.1862745098039214,1610612757,51,71,2022-01-18T01:37:01Z,4220000,234.0,21.0,1,left,B. McLemore 3PT running (8 PTS) (A. Simons 2 AST),"[203463, 1629014]",1610612757.0,POR,running,,,McLemore,B. McLemore,,,,,23.5,Made,8.0,,,,,,,A. Simons,1629014.0,2.0,,,,,,,,,
428,PT05M41.00S,2022-01-18T01:36:59.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,51,71,2022-01-18T01:36:59Z,4240000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M41.00S,2022-01-18T01:39:28.9Z,3,REGULAR,substitution,out,[],203914,,,1610612753,51,71,2022-01-18T01:39:43Z,4250000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M41.00S,2022-01-18T01:39:28.9Z,3,REGULAR,substitution,out,[],1630532,,,1610612753,51,71,2022-01-18T01:39:43Z,4260000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M41.00S,2022-01-18T01:39:28.9Z,3,REGULAR,substitution,out,[],1630175,,,1610612753,51,71,2022-01-18T01:39:43Z,4270000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M41.00S,2022-01-18T01:39:28.9Z,3,REGULAR,substitution,in,[],1629021,,,1610612753,51,71,2022-01-18T01:39:43Z,4280000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M41.00S,2022-01-18T01:39:28.9Z,3,REGULAR,substitution,in,[],203082,,,1610612753,51,71,2022-01-18T01:39:43Z,4290000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M41.00S,2022-01-18T01:39:28.9Z,3,REGULAR,substitution,in,[],1630181,,,1610612753,51,71,2022-01-18T01:39:43Z,4300000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M16.00S,2022-01-18T01:40:11.0Z,3,REGULAR,2pt,Jump Shot,[],203082,77.08607095926413,48.77450980392157,1610612753,51,71,2022-01-18T01:40:19Z,4310000,-6.0,163.0,1,right,MISS T. Ross 16' driving floating Shot,[203082],1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,16.3,Missed,,,,,,,,,,,,,,,,,,,
436,PT05M13.00S,2022-01-18T01:40:14.0Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612757,51,71,2022-01-18T01:40:19Z,4320000,,,0,,N. Little REBOUND (Off:4 Def:4),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,435.0,8.0,4.0,4.0,,,,,,,,,,,,,,
437,PT05M09.00S,2022-01-18T01:40:18.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203463,5.732588699080158,94.6078431372549,1610612757,51,74,2022-01-18T01:40:54Z,4330000,-223.0,1.0,1,left,B. McLemore 3PT  (11 PTS) (A. Simons 3 AST),"[203463, 1629014]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,22.3,Made,11.0,,,,,,,A. Simons,1629014.0,3.0,,,,,,,,,
439,PT04M49.00S,2022-01-18T01:40:38.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629021,89.70105124835742,44.36274509803921,1610612753,53,74,2022-01-18T01:40:45Z,4350000,-28.0,44.0,1,right,M. Wagner turnaround Hook (12 PTS),[1629021],1610612753.0,ORL,turnaround,,,Wagner,M. Wagner,,,,,5.25,Made,12.0,,,,,,,,,,,,,,,,,,
440,PT04M31.00S,2022-01-18T01:40:56.4Z,3,REGULAR,3pt,Jump Shot,[],203463,33.722076215505915,56.372549019607845,1610612757,53,74,2022-01-18T01:41:01Z,4360000,-32.0,264.0,1,left,MISS B. McLemore 26' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,,
441,PT04M27.00S,2022-01-18T01:41:00.4Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,53,74,2022-01-18T01:41:01Z,4370000,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,440.0,2.0,2.0,0.0,,,,,,,,,,,,,,
442,PT04M19.00S,2022-01-18T01:41:07.9Z,3,REGULAR,2pt,Jump Shot,[],1630181,76.69185282522996,41.42156862745098,1610612753,55,74,2022-01-18T01:41:14Z,4380000,-43.0,167.0,1,right,R. Hampton 17' pullup Jump Shot (2 PTS) (M. Bamba 1 AST),"[1630181, 1628964]",1610612753.0,ORL,pullup,,,Hampton,R. Hampton,,,,,17.2,Made,2.0,,,,,,,M. Bamba,1628964.0,1.0,,,,,,,,,
444,PT04M03.00S,2022-01-18T01:41:23.7Z,3,REGULAR,3pt,Jump Shot,[],203463,28.597240473061763,25.245098039215684,1610612757,55,74,2022-01-18T01:41:30Z,4400000,124.0,216.0,1,left,MISS B. McLemore 24' 3PT - blocked,"[203463, 1629021]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,24.92,Missed,,,,,,Wagner,1629021.0,,,,,,,,,,,,
