actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
86,PT04M38.00S,2022-01-18T00:22:35.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,6,16,2022-01-18T00:22:36Z,860000,,,0,,J. Nurkic REBOUND (Off:0 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,85.0,4.0,4.0,0.0,,,,,,,,,,,,,,
87,PT04M27.00S,2022-01-18T00:22:46.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,92.06636005256242,54.90196078431373,1610612757,6,16,2022-01-18T00:22:51Z,870000,25.0,22.0,1,right,MISS J. Nurkic driving Layup,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,3.3,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M25.00S,2022-01-18T00:22:48.7Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,6,16,2022-01-18T00:22:48Z,880000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,,
89,PT04M17.00S,2022-01-18T00:22:56.3Z,1,REGULAR,3pt,Jump Shot,[],1628964,9.280551905387648,3.6764705882352944,1610612753,6,16,2022-01-18T00:23:01Z,890000,232.0,35.0,1,left,MISS M. Bamba 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M15.00S,2022-01-18T00:22:58.3Z,1,REGULAR,rebound,offensive,[],203914,,,1610612753,6,16,2022-01-18T00:24:11Z,900000,,,0,,G. Harris REBOUND (Off:1 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,89.0,2.0,1.0,1.0,,,,,,,,,,,,,,
91,PT04M15.00S,2022-01-18T00:23:01.0Z,1,REGULAR,foul,personal,['2freethrow'],203503,,,1610612753,6,16,2022-01-18T00:23:11Z,910000,,,0,,T. Snell shooting personal FOUL (1 PF) (Harris 2 FT),"[203503, 203914]",1610612757.0,POR,shooting,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Harris,203914.0,
93,PT04M15.00S,2022-01-18T00:23:24.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203914,,,1610612753,7,16,2022-01-18T00:23:48Z,930000,,,0,,G. Harris Free Throw 1 of 2 (3 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
95,PT04M15.00S,2022-01-18T00:23:25.9Z,1,REGULAR,substitution,out,[],1630175,,,1610612753,7,16,2022-01-18T00:23:37Z,940000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M15.00S,2022-01-18T00:23:25.9Z,1,REGULAR,substitution,out,[],203994,,,1610612753,7,16,2022-01-18T00:23:37Z,950000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M15.00S,2022-01-18T00:23:25.9Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,7,16,2022-01-18T00:23:37Z,960000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M15.00S,2022-01-18T00:23:25.9Z,1,REGULAR,substitution,in,[],1630570,,,1610612753,7,16,2022-01-18T00:23:37Z,970000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M15.00S,2022-01-18T00:23:24.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203914,,,1610612753,7,16,2022-01-18T00:23:48Z,980000,,,0,,MISS G. Harris Free Throw 2 of 2,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,Missed,,,,,,,,,,,,,,,,,,,
101,PT04M12.00S,2022-01-18T00:23:27.9Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,7,16,2022-01-18T00:23:48Z,990000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,100.0,2.0,2.0,0.0,,,,,,,,,,,,,,
102,PT03M55.00S,2022-01-18T00:24:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,91.80354796320631,55.392156862745104,1610612757,7,18,2022-01-18T00:24:09Z,1000000,27.0,25.0,1,right,T. Watford cutting Layup (2 PTS) (R. Covington 1 AST),"[1630570, 203496]",1610612757.0,POR,cutting,,,Watford,T. Watford,,,,,3.65,Made,2.0,,,,,,,R. Covington,203496.0,1.0,,,,,,,,,
104,PT03M45.00S,2022-01-18T00:24:13.7Z,1,REGULAR,3pt,Jump Shot,[],203914,17.296320630749015,94.6078431372549,1610612753,7,18,2022-01-18T00:24:18Z,1020000,-223.0,110.0,1,left,MISS G. Harris 24' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,,
105,PT03M42.00S,2022-01-18T00:24:16.4Z,1,REGULAR,rebound,defensive,[],203463,,,1610612757,7,18,2022-01-18T00:24:16Z,1030000,,,0,,B. McLemore REBOUND (Off:0 Def:1),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,
106,PT03M37.00S,2022-01-18T00:24:21.0Z,1,REGULAR,turnover,bad pass,[],203463,,,1610612757,7,18,2022-01-18T00:24:26Z,1040000,,,0,,B. McLemore bad pass TURNOVER (1 TO),"[203463, 1629643]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,1.0,Okeke,1629643.0,,,,,,
107,PT03M37.00S,2022-01-18T00:24:21.0Z,1,REGULAR,steal,,[],1629643,,,1610612753,7,18,2022-01-18T00:24:23Z,1050000,,,0,,C. Okeke STEAL (1 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M33.00S,2022-01-18T00:24:25.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203914,5.469776609724048,94.6078431372549,1610612753,7,18,2022-01-18T00:24:35Z,1060000,-223.0,-1.0,1,left,MISS G. Harris running 3PT,[203914],1610612753.0,ORL,running,,,Harris,G. Harris,,,,,22.3,Missed,,,,,,,,,,,,,,,,,,,
109,PT03M30.00S,2022-01-18T00:24:28.4Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,7,18,2022-01-18T00:24:35Z,1070000,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT03M20.00S,2022-01-18T00:24:38.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,82.07950065703022,37.254901960784316,1610612757,7,18,2022-01-18T00:24:46Z,1080000,-64.0,116.0,1,right,MISS A. Simons 13' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,13.23,Missed,,,,,,,,,,,,,,,,,,,
111,PT03M16.00S,2022-01-18T00:24:43.2Z,1,REGULAR,rebound,offensive,[],203496,,,1610612757,7,18,2022-01-18T00:24:43Z,1090000,,,0,,R. Covington REBOUND (Off:1 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,110.0,3.0,2.0,1.0,,,,,,,,,,,,,,
112,PT03M14.00S,2022-01-18T00:24:44.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203463,66.44218134034165,50.245098039215684,1610612757,7,18,2022-01-18T00:24:51Z,1100000,1.0,263.0,1,right,MISS B. McLemore 26' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
113,PT03M14.00S,2022-01-18T00:24:44.7Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,7,18,2022-01-18T00:24:51Z,1110000,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,112.0,2.0,2.0,0.0,,,,,,,,,,,,,,
114,PT03M00.00S,2022-01-18T00:24:59.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203914,8.492115637319317,44.11764705882353,1610612753,7,18,2022-01-18T00:25:08Z,1120000,29.0,27.0,1,left,MISS G. Harris driving finger roll Layup,[203914],1610612753.0,ORL,driving finger roll,,,Harris,G. Harris,,,,,4.01,Missed,,,,,,,,,,,,,,,,,,,
115,PT02M54.00S,2022-01-18T00:25:05.0Z,1,REGULAR,rebound,offensive,[],203914,,,1610612753,7,18,2022-01-18T00:25:08Z,1130000,,,0,,G. Harris REBOUND (Off:2 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,114.0,3.0,1.0,2.0,,,,,,,,,,,,,,
116,PT02M54.00S,2022-01-18T00:25:04.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203914,5.590000152587891,50.0,1610612753,9,18,2022-01-18T00:26:45Z,1140000,0.0,0.0,1,left,G. Harris tip Layup (5 PTS),[203914],1610612753.0,ORL,tip,,,Harris,G. Harris,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,,
117,PT02M42.00S,2022-01-18T00:25:16.2Z,1,REGULAR,2pt,Jump Shot,[],203463,70.17082785808148,43.06449142156863,1610612757,9,18,2022-01-18T00:27:03Z,1150000,-35.0,228.0,1,right,MISS B. McLemore 23' Jump Shot,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
118,PT02M39.00S,2022-01-18T00:25:19.2Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,9,18,2022-01-18T00:25:31Z,1160000,,,0,,M. Bamba REBOUND (Off:0 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,117.0,3.0,3.0,0.0,,,,,,,,,,,,,,
119,PT02M35.00S,2022-01-18T00:25:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630591,6.915243101182654,44.85294117647059,1610612753,11,18,2022-01-18T00:26:18Z,1170000,26.0,13.0,1,left,J. Suggs driving finger roll Layup (2 PTS),[1630591],1610612753.0,ORL,driving finger roll,,,Suggs,J. Suggs,,,,,2.86,Made,2.0,,,,,,,,,,,,,,,,,,
120,PT02M20.00S,2022-01-18T00:25:40.7Z,1,REGULAR,turnover,out-of-bounds,[],1629014,,,1610612757,11,18,2022-01-18T00:25:56Z,1180000,,,0,,A. Simons lost ball out-of-bounds TURNOVER (1 TO),[1629014],1610612757.0,POR,lost ball,,,Simons,A. Simons,,,,,,,,,,,,,,,,,1.0,,,1628480.0,,,,,
121,PT02M20.00S,2022-01-18T00:25:48.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,11,18,2022-01-18T00:25:48Z,1190000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M20.00S,2022-01-18T00:28:08.1Z,1,REGULAR,substitution,out,[],203914,,,1610612753,11,18,2022-01-18T00:28:32Z,1200000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M20.00S,2022-01-18T00:28:08.1Z,1,REGULAR,substitution,out,[],1629014,,,1610612753,11,18,2022-01-18T00:28:32Z,1210000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M20.00S,2022-01-18T00:28:08.1Z,1,REGULAR,substitution,out,[],203463,,,1610612753,11,18,2022-01-18T00:28:32Z,1220000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M20.00S,2022-01-18T00:28:08.1Z,1,REGULAR,substitution,out,[],203496,,,1610612753,11,18,2022-01-18T00:28:32Z,1230000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M20.00S,2022-01-18T00:28:08.1Z,1,REGULAR,substitution,in,[],1630181,,,1610612753,11,18,2022-01-18T00:28:32Z,1240000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M20.00S,2022-01-18T00:28:08.1Z,1,REGULAR,substitution,in,[],203468,,,1610612753,11,18,2022-01-18T00:28:32Z,1250000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M20.00S,2022-01-18T00:28:08.1Z,1,REGULAR,substitution,in,[],1629642,,,1610612753,11,18,2022-01-18T00:28:32Z,1260000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M20.00S,2022-01-18T00:28:08.1Z,1,REGULAR,substitution,in,[],1628372,,,1610612753,11,18,2022-01-18T00:28:32Z,1270000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M00.00S,2022-01-18T00:29:03.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,11,18,2022-01-18T00:29:03Z,1280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M58.00S,2022-01-18T00:29:14.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629643,6.915243101182654,21.323529411764707,1610612753,11,18,2022-01-18T00:29:35Z,1290000,143.0,13.0,1,left,MISS C. Okeke 14' fadeaway Shot,[1629643],1610612753.0,ORL,fadeaway,,,Okeke,C. Okeke,,,,,14.39,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M54.00S,2022-01-18T00:29:18.0Z,1,REGULAR,rebound,defensive,[],1628372,,,1610612757,11,18,2022-01-18T00:29:20Z,1300000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,,
133,PT01M46.00S,2022-01-18T00:29:26.9Z,1,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612757,11,18,2022-01-18T00:29:33Z,1310000,,,0,,J. Suggs shooting personal FOUL (1 PF) (Watford 2 FT),"[1630591, 1630570]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Watford,1630570.0,
135,PT01M46.00S,2022-01-18T00:29:47.5Z,1,REGULAR,freethrow,1 of 2,[],1630570,,,1610612757,11,19,2022-01-18T00:29:47Z,1330000,,,0,,T. Watford Free Throw 1 of 2 (3 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
136,PT01M46.00S,2022-01-18T00:29:50.3Z,1,REGULAR,substitution,out,[],1629643,,,1610612757,11,19,2022-01-18T00:29:53Z,1340000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M46.00S,2022-01-18T00:29:50.3Z,1,REGULAR,substitution,in,[],1629021,,,1610612757,11,19,2022-01-18T00:29:53Z,1350000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M46.00S,2022-01-18T00:30:05.0Z,1,REGULAR,freethrow,2 of 2,[],1630570,,,1610612757,11,20,2022-01-18T00:30:05Z,1360000,,,0,,T. Watford Free Throw 2 of 2 (4 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
139,PT01M31.00S,2022-01-18T00:30:21.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,7.046649145860711,45.34313725490196,1610612753,13,20,2022-01-18T00:30:37Z,1370000,23.0,14.0,1,left,M. Bamba finger roll Layup (2 PTS) (T. Ross 1 AST),"[1628964, 203082]",1610612753.0,ORL,finger roll,,,Bamba,M. Bamba,,,,,2.7,Made,2.0,,,,,,,T. Ross,203082.0,1.0,,,,,,,,,
141,PT01M09.00S,2022-01-18T00:30:43.3Z,1,REGULAR,turnover,bad pass,[],203468,,,1610612757,13,20,2022-01-18T00:30:49Z,1390000,,,0,,C. McCollum bad pass TURNOVER (1 TO),"[203468, 1630181]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,1.0,Hampton,1630181.0,,,,,,
142,PT01M09.00S,2022-01-18T00:30:43.3Z,1,REGULAR,steal,,[],1630181,,,1610612753,13,20,2022-01-18T00:31:10Z,1400000,,,0,,R. Hampton STEAL (1 STL),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M53.70S,2022-01-18T00:31:00.3Z,1,REGULAR,foul,personal,['2freethrow'],1629642,,,1610612753,13,20,2022-01-18T00:31:15Z,1410000,,,0,,N. Little shooting personal FOUL (1 PF) (Wagner 2 FT),"[1629642, 1629021]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,1626300.0,1.0,1.0,Wagner,1629021.0,
145,PT00M53.70S,2022-01-18T00:31:28.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629021,,,1610612753,14,20,2022-01-18T00:31:28Z,1430000,,,0,,M. Wagner Free Throw 1 of 2 (1 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
146,PT00M53.70S,2022-01-18T00:31:44.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629021,,,1610612753,15,20,2022-01-18T00:31:44Z,1440000,,,0,,M. Wagner Free Throw 2 of 2 (2 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
147,PT00M41.20S,2022-01-18T00:32:00.5Z,1,REGULAR,2pt,Jump Shot,[],203468,81.15965834428384,27.450980392156865,1610612757,15,20,2022-01-18T00:32:05Z,1450000,-113.0,125.0,1,right,MISS C. McCollum 16' pullup Shot,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,16.8,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M38.10S,2022-01-18T00:32:03.6Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,15,20,2022-01-18T00:32:05Z,1460000,,,0,,M. Bamba REBOUND (Off:0 Def:4),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,147.0,4.0,4.0,0.0,,,,,,,,,,,,,,
149,PT00M38.10S,2022-01-18T00:32:06.0Z,1,REGULAR,turnover,out-of-bounds,[],1628964,,,1610612753,15,20,2022-01-18T00:32:15Z,1470000,,,0,,M. Bamba lost ball out-of-bounds TURNOVER (1 TO),[1628964],1610612753.0,ORL,lost ball,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,1.0,,,1626300.0,,,,,
150,PT00M38.10S,2022-01-18T00:32:18.9Z,1,REGULAR,stoppage,injury,[],0,,,1610612757,15,20,2022-01-18T00:32:18Z,1480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M30.70S,2022-01-18T00:32:52.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628372,92.19776609724047,53.92156862745098,1610612757,15,20,2022-01-18T00:32:58Z,1490000,20.0,21.0,1,right,MISS D. Smith Jr. driving Layup - blocked,"[1628372, 1628964]",1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,2.86,Missed,,,,,,Bamba,1628964.0,,,,,,,,,,,,
154,PT00M30.70S,2022-01-18T00:32:52.4Z,1,REGULAR,block,,[],1628964,,,1610612757,15,20,2022-01-18T00:33:07Z,1495000,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M28.70S,2022-01-18T00:32:54.4Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,15,20,2022-01-18T00:33:07Z,1500000,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,,
153,PT00M25.90S,2022-01-18T00:32:59.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630591,8.492115637319317,53.18627450980392,1610612753,17,20,2022-01-18T00:33:06Z,1510000,-16.0,27.0,1,left,J. Suggs running Layup (4 PTS),[1630591],1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,3.16,Made,4.0,,,,,,,,,,,,,,,,,,
155,PT00M02.10S,2022-01-18T00:33:23.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,92.85479632063075,53.67647058823529,1610612757,17,22,2022-01-18T00:33:29Z,1520000,18.0,15.0,1,right,N. Little driving Layup (2 PTS) (D. Smith Jr. 1 AST),"[1629642, 1628372]",1610612757.0,POR,driving,,,Little,N. Little,,,,,2.36,Made,2.0,,,,,,,D. Smith Jr.,1628372.0,1.0,,,,,,,,,
157,PT00M00.00S,2022-01-18T00:33:31.2Z,1,REGULAR,3pt,Jump Shot,[],1630591,53.43298291721419,66.42156862745098,1610612753,17,22,2022-01-18T00:33:46Z,1540000,-82.0,450.0,1,left,MISS J. Suggs 45' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,45.72,Missed,,,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2022-01-18T00:33:31.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,17,22,2022-01-18T00:33:46Z,1550000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,157.0,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2022-01-18T00:33:42.3Z,1,REGULAR,period,end,[],0,,,1610612753,17,22,2022-01-18T00:33:42Z,1560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-01-18T00:33:54.4Z,2,REGULAR,substitution,out,['startperiod'],1628964,,,1610612753,17,22,2022-01-18T00:36:03Z,1570000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-18T00:33:54.4Z,2,REGULAR,substitution,out,['startperiod'],203503,,,1610612753,17,22,2022-01-18T00:36:03Z,1580000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-18T00:33:54.4Z,2,REGULAR,substitution,in,['startperiod'],1630532,,,1610612753,17,22,2022-01-18T00:36:03Z,1590000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-01-18T00:33:54.4Z,2,REGULAR,substitution,in,['startperiod'],203463,,,1610612753,17,22,2022-01-18T00:36:03Z,1600000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-01-18T00:36:13.1Z,2,REGULAR,period,start,[],0,,,1610612757,17,22,2022-01-18T00:36:13Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M42.00S,2022-01-18T00:36:30.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,90.88370565045992,46.07843137254902,1610612757,17,24,2022-01-18T00:36:36Z,1620000,-20.0,33.0,1,right,D. Smith Jr. cutting Layup (2 PTS) (N. Little 2 AST),"[1628372, 1629642]",1610612757.0,POR,cutting,,,Smith Jr.,D. Smith Jr.,,,,,3.86,Made,2.0,,,,,,,N. Little,1629642.0,2.0,,,,,,,,,
167,PT11M30.00S,2022-01-18T00:36:42.1Z,2,REGULAR,3pt,Jump Shot,[],1629021,30.17411300919842,69.85294117647058,1610612753,20,24,2022-01-18T00:36:46Z,1640000,-99.0,231.0,1,left,M. Wagner 25' 3PT  (5 PTS) (J. Suggs 1 AST),"[1629021, 1630591]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,25.15,Made,5.0,,,,,,,J. Suggs,1630591.0,1.0,,,,,,,,,
169,PT11M15.00S,2022-01-18T00:36:56.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,84.70762155059133,44.11764705882353,1610612757,20,24,2022-01-18T00:37:03Z,1660000,-29.0,91.0,1,right,MISS T. Watford 9' driving floating Shot,[1630570],1610612757.0,POR,driving floating,,,Watford,T. Watford,,,,,9.58,Missed,,,,,,,,,,,,,,,,,,,
170,PT11M12.00S,2022-01-18T00:36:59.9Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,20,24,2022-01-18T00:37:03Z,1670000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,,,,,,
171,PT10M57.00S,2022-01-18T00:37:14.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,17.0335085413929,43.38235294117647,1610612753,20,24,2022-01-18T00:37:19Z,1680000,33.0,108.0,1,left,MISS R. Hampton 11' pullup Shot,[1630181],1610612753.0,ORL,pullup,,,Hampton,R. Hampton,,,,,11.26,Missed,,,,,,,,,,,,,,,,,,,
172,PT10M54.00S,2022-01-18T00:37:17.7Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612757,20,24,2022-01-18T00:37:19Z,1690000,,,0,,T. Watford REBOUND (Off:0 Def:2),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,171.0,2.0,2.0,0.0,,,,,,,,,,,,,,
