actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
88,PT05M50.00S,2022-01-23T23:24:12.2Z,1,REGULAR,foul,personal,['2freethrow'],202696,,,1610612753,2,10,2022-01-23T23:24:19Z,880000,,,0,,N. Vucevic shooting personal FOUL (2 PF) (Wagner 2 FT),"[202696, 1629021]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,,,,,,,,204059.0,2.0,0.0,Wagner,1629021.0,,,,,,,,,
90,PT05M50.00S,2022-01-23T23:24:37.2Z,1,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,3,10,2022-01-23T23:24:37Z,900000,,,0,,M. Wagner Free Throw 1 of 2 (1 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
91,PT05M50.00S,2022-01-23T23:24:55.6Z,1,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,4,10,2022-01-23T23:24:55Z,910000,,,0,,M. Wagner Free Throw 2 of 2 (2 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
92,PT05M34.00S,2022-01-23T23:25:10.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,10.200394218134035,40.19607843137255,1610612741,4,10,2022-01-23T23:25:17Z,920000,49.0,43.0,1,left,MISS N. Vucevic 6' turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,6.55,Missed,,,,,,,,,,,,,,,,,,,
93,PT05M31.00S,2022-01-23T23:25:13.8Z,1,REGULAR,rebound,defensive,[],1629678,,,1610612753,4,10,2022-01-23T23:25:17Z,930000,,,0,,A. Schofield REBOUND (Off:0 Def:1),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,
94,PT05M19.00S,2022-01-23T23:25:25.5Z,1,REGULAR,3pt,Jump Shot,[],1629021,67.49342969776609,68.87254901960785,1610612753,7,10,2022-01-23T23:25:31Z,940000,94.0,253.0,1,right,M. Wagner 27' 3PT  (5 PTS) (A. Schofield 1 AST),"[1629021, 1629678]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,27.01,Made,5.0,,,,,,,,,,,,,,,A. Schofield,1629678.0,1.0,
96,PT05M04.00S,2022-01-23T23:25:40.2Z,1,REGULAR,turnover,bad pass,[],1629632,,,1610612741,7,10,2022-01-23T23:25:45Z,960000,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 1629643]",1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,1.0,,,Okeke,1629643.0,,,,
97,PT05M04.00S,2022-01-23T23:25:40.2Z,1,REGULAR,steal,,[],1629643,,,1610612753,7,10,2022-01-23T23:25:42Z,970000,,,0,,C. Okeke STEAL (1 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M57.00S,2022-01-23T23:25:47.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629678,69.85873850197109,78.18627450980392,1610612753,10,10,2022-01-23T23:25:54Z,980000,141.0,231.0,1,right,A. Schofield 27' 3PT running (3 PTS) (C. Anthony 1 AST),"[1629678, 1630175]",1610612753.0,ORL,running,,,Schofield,A. Schofield,,,,,27.04,Made,3.0,,,,,,,,,,,,,,,C. Anthony,1630175.0,1.0,
100,PT04M39.00S,2022-01-23T23:26:04.8Z,1,REGULAR,3pt,Jump Shot,[],1628972,28.465834428383708,20.588235294117645,1610612741,10,10,2022-01-23T23:26:09Z,1000000,147.0,215.0,1,left,MISS T. Brown Jr. 26' 3PT,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,,
101,PT04M36.00S,2022-01-23T23:26:07.8Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,10,10,2022-01-23T23:26:09Z,1010000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT04M24.00S,2022-01-23T23:26:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,92.72339027595268,48.77450980392157,1610612753,12,10,2022-01-23T23:26:24Z,1020000,-6.0,16.0,1,right,M. Wagner driving Layup (7 PTS),[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,1.7,Made,7.0,,,,,,,,,,,,,,,,,,
103,PT04M15.00S,2022-01-23T23:26:36.3Z,1,REGULAR,foul,personal,[],1629678,,,1610612741,12,10,2022-01-23T23:26:45Z,1030000,,,0,,A. Schofield personal FOUL (1 PF),"[1629678, 1629744]",1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,1201.0,1.0,0.0,Thomas,1629744.0,,,,,,,,,
105,PT04M15.00S,2022-01-23T23:28:26.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612741,12,10,2022-01-23T23:28:31Z,1050000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M15.00S,2022-01-23T23:28:55.4Z,1,REGULAR,substitution,out,[],1629649,,,1610612741,12,10,2022-01-23T23:29:28Z,1060000,,,0,,SUB out: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M15.00S,2022-01-23T23:28:55.4Z,1,REGULAR,substitution,out,[],1630175,,,1610612741,12,10,2022-01-23T23:29:28Z,1070000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M15.00S,2022-01-23T23:28:55.4Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,12,10,2022-01-23T23:29:28Z,1080000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M15.00S,2022-01-23T23:28:55.4Z,1,REGULAR,substitution,in,[],1630532,,,1610612741,12,10,2022-01-23T23:29:28Z,1090000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M15.00S,2022-01-23T23:28:55.4Z,1,REGULAR,substitution,in,[],1630591,,,1610612741,12,10,2022-01-23T23:29:28Z,1100000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M15.00S,2022-01-23T23:28:55.4Z,1,REGULAR,substitution,in,[],1630792,,,1610612741,12,10,2022-01-23T23:29:28Z,1110000,,,0,,SUB in: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M04.00S,2022-01-23T23:29:58.2Z,1,REGULAR,3pt,Jump Shot,[],1630792,17.296320630749015,91.91176470588235,1610612741,12,10,2022-01-23T23:30:04Z,1120000,-210.0,110.0,1,left,MISS M. Hill 3PT,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,23.68,Missed,,,,,,,,,,,,,,,,,,,
113,PT03M59.00S,2022-01-23T23:30:03.2Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,12,10,2022-01-23T23:30:04Z,1130000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT03M57.00S,2022-01-23T23:30:07.2Z,1,REGULAR,turnover,traveling,[],1629678,,,1610612753,12,10,2022-01-23T23:30:15Z,1140000,,,0,,A. Schofield traveling TURNOVER (1 TO),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,204059.0,,,,,1.0,,,,,,,,
115,PT03M57.00S,2022-01-23T23:30:12.9Z,1,REGULAR,substitution,out,[],202696,,,1610612741,12,10,2022-01-23T23:30:15Z,1150000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M57.00S,2022-01-23T23:30:12.9Z,1,REGULAR,substitution,in,[],1628396,,,1610612741,12,10,2022-01-23T23:30:15Z,1160000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M46.00S,2022-01-23T23:30:28.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629632,16.507884362680684,36.51960784313725,1610612741,12,12,2022-01-23T23:30:32Z,1170000,67.0,103.0,1,left,C. White 12' pullup Jump Shot (3 PTS),[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,12.28,Made,3.0,,,,,,,,,,,,,,,,,,
118,PT03M37.00S,2022-01-23T23:30:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.85479632063075,50.0,1610612753,14,12,2022-01-23T23:30:41Z,1180000,0.0,15.0,1,right,F. Wagner Layup (2 PTS) (J. Suggs 1 AST),"[1630532, 1630591]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,1.47,Made,2.0,,,,,,,,,,,,,,,J. Suggs,1630591.0,1.0,
120,PT03M25.00S,2022-01-23T23:30:51.6Z,1,REGULAR,foul,offensive,[],1628396,,,1610612741,14,12,2022-01-23T23:31:03Z,1200000,,,0,,T. Bradley off-the-ball offensive FOUL (1 PF),"[1628396, 1629678]",1610612741.0,CHI,off-the-ball,,,Bradley,T. Bradley,,,,,,,,,,,,1201.0,1.0,0.0,Schofield,1629678.0,,,,,,,,,
122,PT03M25.00S,2022-01-23T23:30:51.6Z,1,REGULAR,turnover,offensive foul,[],1628396,,,1610612741,14,12,2022-01-23T23:30:51Z,1220000,,,0,,T. Bradley offensive foul TURNOVER (1 TO),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,1201.0,,,,,1.0,,,,,,,,
123,PT03M11.00S,2022-01-23T23:31:16.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630532,93.64323258869908,50.49019607843137,1610612753,16,12,2022-01-23T23:32:22Z,1230000,2.0,7.0,1,right,F. Wagner cutting DUNK (4 PTS) (M. Wagner 1 AST),"[1630532, 1629021]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,0.77,Made,4.0,,,,,,,,,,,,,,,M. Wagner,1629021.0,1.0,
125,PT02M54.00S,2022-01-23T23:31:33.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,17.296320630749015,59.55882352941176,1610612741,16,14,2022-01-23T23:31:41Z,1250000,-48.0,110.0,1,left,C. White 12' floating Jump Shot (5 PTS) (T. Bradley 1 AST),"[1629632, 1628396]",1610612741.0,CHI,floating,,,White,C. White,,,,,12.0,Made,5.0,,,,,,,,,,,,,,,T. Bradley,1628396.0,1.0,
127,PT02M45.00S,2022-01-23T23:31:42.2Z,1,REGULAR,3pt,Jump Shot,[],1629643,68.01905387647832,70.83333333333334,1610612753,16,14,2022-01-23T23:31:47Z,1270000,104.0,248.0,1,right,MISS C. Okeke 26' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M42.00S,2022-01-23T23:31:45.2Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612741,16,14,2022-01-23T23:31:47Z,1280000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,
129,PT02M36.00S,2022-01-23T23:31:53.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,15.325229960578188,41.911764705882355,1610612741,16,16,2022-01-23T23:33:30Z,1290000,40.0,92.0,1,left,C. White 10' floating Jump Shot (7 PTS),[1629632],1610612741.0,CHI,floating,,,White,C. White,,,,,10.01,Made,7.0,,,,,,,,,,,,,,,,,,
130,PT02M14.00S,2022-01-23T23:32:13.5Z,1,REGULAR,3pt,Jump Shot,[],1630532,66.44218134034165,63.23529411764706,1610612753,16,16,2022-01-23T23:32:18Z,1300000,66.0,263.0,1,right,MISS F. Wagner 27' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,27.11,Missed,,,,,,,,,,,,,,,,,,,
131,PT02M10.00S,2022-01-23T23:32:17.5Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,16,16,2022-01-23T23:32:18Z,1310000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT02M03.00S,2022-01-23T23:32:24.6Z,1,REGULAR,3pt,Jump Shot,[],1629632,32.276609724047304,39.46078431372549,1610612741,16,16,2022-01-23T23:32:33Z,1320000,53.0,251.0,1,left,MISS C. White 25' turnaround fadeaway 3PT,[1629632],1610612741.0,CHI,turnaround fadeaway,,,White,C. White,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
133,PT02M01.00S,2022-01-23T23:32:26.6Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,16,16,2022-01-23T23:32:28Z,1330000,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,132.0,2.0,2.0,0.0,,,,,,,,,,,,,,
134,PT01M56.00S,2022-01-23T23:32:35.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628972,,,1610612753,16,16,2022-01-23T23:34:11Z,1340000,,,0,,T. Brown Jr. personal FOUL (1 PF) (Suggs 2 FT),"[1628972, 1630591]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,1201.0,1.0,0.0,Suggs,1630591.0,,,,,,,,,
136,PT01M56.00S,2022-01-23T23:32:59.3Z,1,REGULAR,freethrow,1 of 2,[],1630591,,,1610612753,17,16,2022-01-23T23:33:23Z,1360000,,,0,,J. Suggs Free Throw 1 of 2 (1 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
137,PT01M56.00S,2022-01-23T23:33:00.7Z,1,REGULAR,substitution,out,[],1629632,,,1610612753,17,16,2022-01-23T23:33:19Z,1370000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M56.00S,2022-01-23T23:33:00.7Z,1,REGULAR,substitution,out,[],1630792,,,1610612753,17,16,2022-01-23T23:33:19Z,1380000,,,0,,SUB out: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M56.00S,2022-01-23T23:33:00.7Z,1,REGULAR,substitution,in,[],201942,,,1610612753,17,16,2022-01-23T23:33:19Z,1390000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M56.00S,2022-01-23T23:33:00.7Z,1,REGULAR,substitution,in,[],1630245,,,1610612753,17,16,2022-01-23T23:33:19Z,1400000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M56.00S,2022-01-23T23:32:59.3Z,1,REGULAR,freethrow,2 of 2,[],1630591,,,1610612753,17,16,2022-01-23T23:33:23Z,1410000,,,0,,MISS J. Suggs Free Throw 2 of 2,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,Missed,,,,,,,,,,,,,,,,,,,
142,PT01M52.00S,2022-01-23T23:33:03.3Z,1,REGULAR,rebound,defensive,[],1628396,,,1610612741,17,16,2022-01-23T23:33:23Z,1420000,,,0,,T. Bradley REBOUND (Off:0 Def:1),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,,,,,
143,PT01M33.00S,2022-01-23T23:33:44.8Z,1,REGULAR,turnover,out-of-bounds,[],1628972,,,1610612741,17,16,2022-01-23T23:33:53Z,1430000,,,0,,T. Brown Jr. step out-of-bounds TURNOVER (1 TO),[1628972],1610612741.0,CHI,step,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,1626302.0,,,,,1.0,,,,,,,,
144,PT01M20.00S,2022-01-23T23:34:09.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,92.06636005256242,48.03921568627451,1610612753,17,16,2022-01-23T23:34:23Z,1440000,-10.0,22.0,1,right,MISS F. Wagner driving Layup - blocked,"[1630532, 1628396]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,2.42,Missed,,,,,,,,,,,,Bradley,1628396.0,,,,,,
145,PT01M20.00S,2022-01-23T23:34:09.7Z,1,REGULAR,block,,[],1628396,,,1610612753,17,16,2022-01-23T23:34:14Z,1450000,,,0,,T. Bradley BLOCK (1 BLK),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M20.00S,2022-01-23T23:34:09.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,17,16,2022-01-23T23:34:23Z,1460000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,
147,PT01M20.00S,2022-01-23T23:34:21.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,17,16,2022-01-23T23:34:21Z,1470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M08.00S,2022-01-23T23:34:41.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629021,91.5407358738502,49.50980392156863,1610612753,19,16,2022-01-23T23:34:47Z,1480000,-2.0,27.0,1,right,M. Wagner driving Hook (9 PTS),[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,2.71,Made,9.0,,,,,,,,,,,,,,,,,,
149,PT00M51.10S,2022-01-23T23:35:00.4Z,1,REGULAR,turnover,bad pass,[],1629744,,,1610612741,19,16,2022-01-23T23:35:04Z,1490000,,,0,,M. Thomas bad pass TURNOVER (1 TO),"[1629744, 1630532]",1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,1.0,,,Wagner,1630532.0,,,,
150,PT00M51.10S,2022-01-23T23:35:00.4Z,1,REGULAR,steal,,[],1630532,,,1610612753,19,16,2022-01-23T23:35:02Z,1500000,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M45.00S,2022-01-23T23:35:07.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630532,92.06636005256242,50.0,1610612753,21,16,2022-01-23T23:35:48Z,1510000,0.0,22.0,1,right,F. Wagner running pullup Jump Shot (6 PTS),[1630532],1610612753.0,ORL,running pullup,,,Wagner,F. Wagner,,,,,2.21,Made,6.0,,,,,,,,,,,,,,,,,,
152,PT00M32.30S,2022-01-23T23:35:30.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630591,,,1610612741,21,16,2022-01-23T23:35:42Z,1520000,,,0,,J. Suggs personal FOUL (1 PF) (DeRozan 2 FT),"[1630591, 201942]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,1626302.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,
154,PT00M32.30S,2022-01-23T23:35:55.8Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,21,16,2022-01-23T23:35:55Z,1540000,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Missed,,,,,,,,,,,,,,,,,,,
155,PT00M32.30S,2022-01-23T23:35:55.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,21,16,2022-01-23T23:35:55Z,1550000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,154.0,,,,,,,,,,,,,,,,,
156,PT00M32.30S,2022-01-23T23:36:09.6Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,21,17,2022-01-23T23:36:09Z,1560000,,,0,,D. DeRozan Free Throw 2 of 2 (8 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
157,PT00M14.10S,2022-01-23T23:36:29.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629021,92.9862023653088,52.69607843137255,1610612753,23,17,2022-01-23T23:36:48Z,1570000,13.0,13.0,1,right,M. Wagner cutting DUNK (11 PTS) (F. Wagner 1 AST),"[1629021, 1630532]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,1.9,Made,11.0,,,,,,,,,,,,,,,F. Wagner,1630532.0,1.0,
159,PT00M02.60S,2022-01-23T23:36:44.2Z,1,REGULAR,2pt,Jump Shot,[],201942,18.084756898817346,67.8921568627451,1610612741,23,19,2022-01-23T23:36:53Z,1590000,-89.0,117.0,1,left,D. DeRozan 14' turnaround fadeaway Jump Shot (10 PTS),[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,14.77,Made,10.0,,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2022-01-23T23:36:48.5Z,1,REGULAR,3pt,Jump Shot,[],1629678,41.343626806833115,73.77450980392157,1610612753,23,19,2022-01-23T23:37:01Z,1600000,119.0,499.0,1,right,MISS A. Schofield 51' 3PT,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,51.29,Missed,,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2022-01-23T23:36:48.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,23,19,2022-01-23T23:37:01Z,1610000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2022-01-23T23:36:52.9Z,1,REGULAR,period,end,[],0,,,1610612753,23,19,2022-01-23T23:36:52Z,1620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-01-23T23:36:59.3Z,2,REGULAR,substitution,out,['startperiod'],1628396,,,1610612753,23,19,2022-01-23T23:39:32Z,1630000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-01-23T23:36:59.3Z,2,REGULAR,substitution,in,['startperiod'],1629076,,,1610612753,23,19,2022-01-23T23:39:32Z,1640000,,,0,,SUB in: T. Cook,[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-01-23T23:39:51.1Z,2,REGULAR,period,start,[],0,,,1610612741,23,19,2022-01-23T23:39:51Z,1650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M53.00S,2022-01-23T23:40:04.4Z,2,REGULAR,foul,personal,[],1629021,,,1610612741,23,19,2022-01-23T23:40:14Z,1660000,,,0,,M. Wagner personal FOUL (1 PF),"[1629021, 1629076]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,1201.0,1.0,0.0,Cook,1629076.0,,,,,,,,,
168,PT11M45.00S,2022-01-23T23:40:31.1Z,2,REGULAR,foul,offensive,[],1630245,,,1610612741,23,19,2022-01-23T23:40:42Z,1680000,,,0,,A. Dosunmu off-the-ball offensive FOUL (1 PF),"[1630245, 1629678]",1610612741.0,CHI,off-the-ball,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,1201.0,1.0,0.0,Schofield,1629678.0,,,,,,,,,
170,PT11M45.00S,2022-01-23T23:40:31.1Z,2,REGULAR,turnover,offensive foul,[],1630245,,,1610612741,23,19,2022-01-23T23:40:31Z,1700000,,,0,,A. Dosunmu offensive foul TURNOVER (2 TO),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,1201.0,,,,,2.0,,,,,,,,
171,PT11M33.00S,2022-01-23T23:40:48.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630591,92.59198423127464,44.85294117647059,1610612753,23,19,2022-01-23T23:40:53Z,1710000,-26.0,17.0,1,right,MISS J. Suggs driving finger roll Layup,[1630591],1610612753.0,ORL,driving finger roll,,,Suggs,J. Suggs,,,,,3.09,Missed,,,,,,,,,,,,,,,,,,,
172,PT11M31.00S,2022-01-23T23:40:50.7Z,2,REGULAR,rebound,defensive,[],1630245,,,1610612741,23,19,2022-01-23T23:40:53Z,1720000,,,0,,A. Dosunmu REBOUND (Off:1 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,171.0,2.0,1.0,1.0,,,,,,,,,,,,,,
173,PT11M26.00S,2022-01-23T23:41:00.3Z,2,REGULAR,turnover,traveling,[],201942,,,1610612741,23,19,2022-01-23T23:41:05Z,1730000,,,0,,D. DeRozan traveling TURNOVER (3 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,1626302.0,,,,,3.0,,,,,,,,
174,PT11M15.00S,2022-01-23T23:41:22.2Z,2,REGULAR,turnover,out-of-bounds,[],1629678,,,1610612753,23,19,2022-01-23T23:41:28Z,1740000,,,0,,A. Schofield bad pass out-of-bounds TURNOVER (2 TO),[1629678],1610612753.0,ORL,bad pass,,,Schofield,A. Schofield,,,,,,,,,,,,1626302.0,,,,,2.0,,,,,,,,
175,PT11M02.00S,2022-01-23T23:41:42.0Z,2,REGULAR,foul,personal,['2freethrow'],1629678,,,1610612741,23,19,2022-01-23T23:41:54Z,1750000,,,0,,A. Schofield shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1629678, 201942]",1610612753.0,ORL,shooting,,,Schofield,A. Schofield,,,,,,,,,,,,204059.0,2.0,0.0,DeRozan,201942.0,,,,,,,,,
177,PT11M02.00S,2022-01-23T23:42:07.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612741,23,20,2022-01-23T23:42:07Z,1770000,,,0,,D. DeRozan Free Throw 1 of 2 (11 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
