actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
560,PT10M24.00S,2021-11-11T01:57:09.9Z,4,REGULAR,substitution,out,[],1629021,,,1610612753,75,98,2021-11-11T01:57:33Z,5430000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
561,PT10M24.00S,2021-11-11T01:57:09.9Z,4,REGULAR,substitution,in,[],1628964,,,1610612753,75,98,2021-11-11T01:57:33Z,5440000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
563,PT10M09.00S,2021-11-11T01:58:08.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628964,86.94152431011827,53.92156862745098,1610612753,75,98,2021-11-11T01:58:14Z,5450000,20.0,70.0,1,right,MISS M. Bamba 7' turnaround Hook,[1628964],1610612753.0,ORL,turnaround,,,Bamba,M. Bamba,,,,,,,,7.29,Missed,,,,,,,,,,,,,,,
564,PT10M06.00S,2021-11-11T01:58:11.8Z,4,REGULAR,rebound,defensive,[],200794,,,1610612751,75,98,2021-11-11T01:58:14Z,5460000,,,0,,P. Millsap REBOUND (Off:0 Def:2),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,563.0,2.0,2.0,0.0,,,,,,,,,,,
565,PT09M53.00S,2021-11-11T01:58:25.0Z,4,REGULAR,3pt,Jump Shot,[],200746,5.206964520367937,95.09803921568627,1610612751,75,98,2021-11-11T01:58:30Z,5470000,-225.0,-4.0,1,left,MISS L. Aldridge 3PT,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,22.55,Missed,,,,,,,,,,,,,,,
566,PT09M49.00S,2021-11-11T01:58:29.0Z,4,REGULAR,rebound,offensive,[],200794,,,1610612751,75,98,2021-11-11T01:58:30Z,5480000,,,0,,P. Millsap REBOUND (Off:1 Def:2),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,565.0,3.0,2.0,1.0,,,,,,,,,,,
568,PT09M46.00S,2021-11-11T01:58:32.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],200794,6.389618922470433,3.1862745098039214,1610612751,75,98,2021-11-11T01:58:36Z,5490000,234.0,8.0,1,left,MISS P. Millsap 3PT,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,23.42,Missed,,,,,,,,,,,,,,,
569,PT09M43.00S,2021-11-11T01:58:35.0Z,4,REGULAR,rebound,defensive,[],1630532,,,1610612753,75,98,2021-11-11T01:58:36Z,5500000,,,0,,F. Wagner REBOUND (Off:3 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,568.0,6.0,3.0,3.0,,,,,,,,,,,
570,PT09M37.00S,2021-11-11T01:58:41.2Z,4,REGULAR,3pt,Jump Shot,[],1630532,66.04796320630749,52.94117647058824,1610612753,75,98,2021-11-11T01:58:46Z,5510000,15.0,267.0,1,right,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,26.7,Missed,,,,,,,,,,,,,,,
571,PT09M34.00S,2021-11-11T01:58:44.2Z,4,REGULAR,rebound,defensive,[],1628975,,,1610612751,75,98,2021-11-11T01:59:55Z,5520000,,,0,,J. Carter REBOUND (Off:0 Def:2),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,570.0,2.0,2.0,0.0,,,,,,,,,,,
572,PT09M33.00S,2021-11-11T01:58:49.2Z,4,REGULAR,foul,personal,[],1630532,,,1610612751,75,98,2021-11-11T01:59:01Z,5530000,,,0,,F. Wagner personal FOUL (3 PF),"[1630532, 200746]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,1198.0,3.0,0.0,Aldridge,200746.0,,,
574,PT09M27.00S,2021-11-11T01:59:15.0Z,4,REGULAR,2pt,Jump Shot,[],200746,15.062417871222076,75.98039215686273,1610612751,75,100,2021-11-11T01:59:21Z,5550000,-130.0,89.0,1,left,L. Aldridge 15' Jump Shot (17 PTS) (D. Bembry 1 AST),"[200746, 1627761]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,15.75,Made,,,,,,,17.0,,,,,,D. Bembry,1627761.0,1.0
576,PT09M05.00S,2021-11-11T01:59:35.7Z,4,REGULAR,3pt,Jump Shot,[],1630532,66.70499342969777,51.225490196078425,1610612753,75,100,2021-11-11T01:59:42Z,5570000,6.0,260.0,1,right,MISS F. Wagner 26' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,26.06,Missed,,,,,,,,,,,,,,,
577,PT09M02.00S,2021-11-11T01:59:38.7Z,4,REGULAR,rebound,defensive,[],200746,,,1610612751,75,100,2021-11-11T01:59:42Z,5580000,,,0,,L. Aldridge REBOUND (Off:2 Def:6),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,576.0,8.0,6.0,2.0,,,,,,,,,,,
578,PT08M50.00S,2021-11-11T01:59:50.7Z,4,REGULAR,2pt,Jump Shot,[],200746,7.30946123521682,78.43137254901961,1610612751,75,102,2021-11-11T02:00:09Z,5590000,-142.0,16.0,1,left,L. Aldridge 14' step back Jump Shot (19 PTS) (D. Bembry 2 AST),"[200746, 1627761]",1610612751.0,BKN,step back,,,Aldridge,L. Aldridge,,,,,,,,14.31,Made,,,,,,,19.0,,,,,,D. Bembry,1627761.0,2.0
580,PT08M28.00S,2021-11-11T02:00:12.7Z,4,REGULAR,3pt,Jump Shot,[],1630181,69.85873850197109,20.098039215686274,1610612753,75,102,2021-11-11T02:00:18Z,5610000,-150.0,231.0,1,right,MISS R. Hampton 27' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,27.5,Missed,,,,,,,,,,,,,,,
581,PT08M25.00S,2021-11-11T02:00:15.7Z,4,REGULAR,rebound,offensive,[],1628964,,,1610612753,75,102,2021-11-11T02:00:18Z,5620000,,,0,,M. Bamba REBOUND (Off:3 Def:6),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,580.0,9.0,6.0,3.0,,,,,,,,,,,
582,PT08M25.00S,2021-11-11T02:00:18.4Z,4,REGULAR,foul,personal,[],200794,,,1610612753,75,102,2021-11-11T02:00:29Z,5630000,,,0,,P. Millsap personal FOUL (3 PF),"[200794, 1628964]",1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,1198.0,3.0,0.0,Bamba,1628964.0,,,
584,PT08M18.00S,2021-11-11T02:00:39.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630175,91.40932982917214,45.83333333333333,1610612753,77,102,2021-11-11T02:09:46Z,5650000,-21.0,28.0,1,right,C. Anthony driving finger roll Layup (8 PTS) (M. Bamba 2 AST),"[1630175, 1628964]",1610612753.0,ORL,driving finger roll,,,Anthony,C. Anthony,,,,,,,,3.51,Made,,,,,,,8.0,,,,,,M. Bamba,1628964.0,2.0
586,PT08M03.00S,2021-11-11T02:00:54.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],200746,8.360709592641262,46.32352941176471,1610612751,77,102,2021-11-11T02:01:00Z,5670000,18.0,26.0,1,left,MISS L. Aldridge Layup - blocked,"[200746, 1628964]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,3.19,Missed,,,,,Bamba,1628964.0,,,,,,,,,
587,PT08M03.00S,2021-11-11T02:00:54.6Z,4,REGULAR,block,,[],1628964,,,1610612751,77,102,2021-11-11T02:00:57Z,5680000,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
588,PT08M00.00S,2021-11-11T02:00:57.6Z,4,REGULAR,rebound,defensive,[],203914,,,1610612753,77,102,2021-11-11T02:01:00Z,5690000,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,586.0,1.0,1.0,0.0,,,,,,,,,,,
589,PT07M57.00S,2021-11-11T02:01:00.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630175,91.93495400788436,48.28431372549019,1610612753,79,102,2021-11-11T02:01:09Z,5700000,-9.0,23.0,1,right,C. Anthony running Layup (10 PTS) (G. Harris 2 AST),"[1630175, 203914]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,,,,2.48,Made,,,,,,,10.0,,,,,,G. Harris,203914.0,2.0
591,PT07M40.00S,2021-11-11T02:01:17.5Z,4,REGULAR,2pt,Jump Shot,[],200746,15.325229960578188,23.52941176470588,1610612751,79,104,2021-11-11T02:01:24Z,5720000,132.0,92.0,1,left,L. Aldridge 16' Jump Shot (21 PTS) (D. Bembry 3 AST),"[200746, 1627761]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,16.1,Made,,,,,,,21.0,,,,,,D. Bembry,1627761.0,3.0
593,PT07M25.00S,2021-11-11T02:01:32.6Z,4,REGULAR,3pt,Jump Shot,[],1630175,80.1084099868594,5.637254901960785,1610612753,79,104,2021-11-11T02:01:43Z,5740000,-222.0,134.0,1,right,MISS C. Anthony 25' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,,,,25.94,Missed,,,,,,,,,,,,,,,
594,PT07M23.00S,2021-11-11T02:01:34.6Z,4,REGULAR,rebound,defensive,[],1628975,,,1610612751,79,104,2021-11-11T02:01:43Z,5750000,,,0,,J. Carter REBOUND (Off:0 Def:3),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,593.0,3.0,3.0,0.0,,,,,,,,,,,
595,PT07M20.00S,2021-11-11T02:01:37.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628975,31.225361366622867,59.31372549019608,1610612751,79,107,2021-11-11T02:11:36Z,5760000,-47.0,241.0,1,left,J. Carter 24' 3PT running pullup (10 PTS),[1628975],1610612751.0,BKN,running pullup,,,Carter,J. Carter,,,,,,,,24.55,Made,,,,,,,10.0,,,,,,,,
596,PT07M07.00S,2021-11-11T02:01:50.4Z,4,REGULAR,2pt,Jump Shot,[],203914,91.14651773981603,28.676470588235293,1610612753,79,107,2021-11-11T02:11:55Z,5770000,-107.0,31.0,1,right,MISS G. Harris 11' floating Shot,[203914],1610612753.0,ORL,floating,,,Harris,G. Harris,,,,,,,,11.09,Missed,,,,,,,,,,,,,,,
597,PT07M07.00S,2021-11-11T02:01:50.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612751,79,107,2021-11-11T02:01:59Z,5780000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,596.0,,,,,,,,,,,,,,
598,PT07M07.00S,2021-11-11T02:01:56.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,79,107,2021-11-11T02:01:56Z,5790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M55.00S,2021-11-11T02:02:09.9Z,4,REGULAR,3pt,Jump Shot,[],1627761,5.732588699080158,3.431372549019608,1610612751,79,110,2021-11-11T02:02:16Z,5800000,233.0,1.0,1,left,D. Bembry 3PT  (6 PTS) (P. Mills 3 AST),"[1627761, 201988]",1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,23.28,Made,,,,,,,6.0,,,,,,P. Mills,201988.0,3.0
601,PT06M54.00S,2021-11-11T02:02:18.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,79,110,2021-11-11T02:02:18Z,5820000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT06M54.00S,2021-11-11T02:04:36.6Z,4,REGULAR,substitution,out,[],203914,,,1610612753,79,110,2021-11-11T02:04:56Z,5830000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
603,PT06M54.00S,2021-11-11T02:04:36.6Z,4,REGULAR,substitution,out,[],1630175,,,1610612753,79,110,2021-11-11T02:04:56Z,5840000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
604,PT06M54.00S,2021-11-11T02:04:36.6Z,4,REGULAR,substitution,out,[],1628964,,,1610612753,79,110,2021-11-11T02:04:56Z,5850000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
605,PT06M54.00S,2021-11-11T02:04:36.6Z,4,REGULAR,substitution,out,[],201988,,,1610612753,79,110,2021-11-11T02:04:56Z,5860000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
606,PT06M54.00S,2021-11-11T02:04:36.6Z,4,REGULAR,substitution,out,[],200746,,,1610612753,79,110,2021-11-11T02:04:56Z,5870000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,
607,PT06M54.00S,2021-11-11T02:04:36.6Z,4,REGULAR,substitution,in,[],1629021,,,1610612753,79,110,2021-11-11T02:04:56Z,5880000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
608,PT06M54.00S,2021-11-11T02:04:36.6Z,4,REGULAR,substitution,in,[],1629643,,,1610612753,79,110,2021-11-11T02:04:56Z,5890000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
609,PT06M54.00S,2021-11-11T02:04:36.6Z,4,REGULAR,substitution,in,[],1630591,,,1610612753,79,110,2021-11-11T02:04:56Z,5900000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
610,PT06M54.00S,2021-11-11T02:04:36.6Z,4,REGULAR,substitution,in,[],1630560,,,1610612753,79,110,2021-11-11T02:04:56Z,5910000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
611,PT06M54.00S,2021-11-11T02:04:36.6Z,4,REGULAR,substitution,in,[],1630549,,,1610612753,79,110,2021-11-11T02:04:56Z,5920000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
612,PT06M32.00S,2021-11-11T02:05:26.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,92.32917214191852,52.450980392156865,1610612753,81,110,2021-11-11T02:05:31Z,5930000,12.0,20.0,1,right,R. Hampton cutting Layup (7 PTS) (C. Okeke 2 AST),"[1630181, 1629643]",1610612753.0,ORL,cutting,,,Hampton,R. Hampton,,,,,,,,2.31,Made,,,,,,,7.0,,,,,,C. Okeke,1629643.0,2.0
614,PT06M10.00S,2021-11-11T02:05:47.1Z,4,REGULAR,3pt,Jump Shot,[],1627761,5.206964520367937,95.09803921568627,1610612751,81,113,2021-11-11T02:05:52Z,5950000,-225.0,-4.0,1,left,D. Bembry 3PT  (9 PTS) (P. Millsap 1 AST),"[1627761, 200794]",1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,22.55,Made,,,,,,,9.0,,,,,,P. Millsap,200794.0,1.0
616,PT05M57.00S,2021-11-11T02:06:00.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,90.48948751642575,55.392156862745104,1610612753,83,113,2021-11-11T02:06:08Z,5970000,27.0,37.0,1,right,R. Hampton driving Layup (9 PTS),[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,,,,4.57,Made,,,,,,,9.0,,,,,,,,
617,PT05M45.00S,2021-11-11T02:06:14.9Z,4,REGULAR,turnover,3-second-violation,[],1630549,,,1610612751,83,113,2021-11-11T02:10:54Z,5980000,,,0,,D. Sharpe 3-second-violation TURNOVER (1 TO),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,1.0,,,,,,,,,,,,1198.0,,,,,,,
618,PT05M31.00S,2021-11-11T02:06:41.8Z,4,REGULAR,turnover,lost ball,[],1630532,,,1610612753,83,113,2021-11-11T02:06:53Z,5990000,,,0,,F. Wagner lost ball TURNOVER (4 TO),"[1630532, 1630549]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,4.0,Sharpe,1630549.0,,,,,,,,,,,,,,,,,
619,PT05M31.00S,2021-11-11T02:06:41.8Z,4,REGULAR,steal,,[],1630549,,,1610612751,83,113,2021-11-11T02:06:43Z,6000000,,,0,,D. Sharpe STEAL (1 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
620,PT05M27.00S,2021-11-11T02:06:46.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627761,7.046649145860711,46.07843137254902,1610612751,83,115,2021-11-11T02:07:05Z,6010000,20.0,14.0,1,left,D. Bembry running Layup (11 PTS),[1627761],1610612751.0,BKN,running,,,Bembry,D. Bembry,,,,,,,,2.39,Made,,,,,,,11.0,,,,,,,,
621,PT05M10.00S,2021-11-11T02:07:02.2Z,4,REGULAR,3pt,Jump Shot,[],1630181,67.09921156373193,29.166666666666668,1610612753,83,115,2021-11-11T02:07:21Z,6020000,-104.0,257.0,1,right,MISS R. Hampton 27' step back 3PT,[1630181],1610612753.0,ORL,step back,,,Hampton,R. Hampton,,,,,,,,27.71,Missed,,,,,,,,,,,,,,,
622,PT05M10.00S,2021-11-11T02:07:02.2Z,4,REGULAR,rebound,offensive,[],1630532,,,1610612753,83,115,2021-11-11T02:07:10Z,6030000,,,0,,F. Wagner REBOUND (Off:4 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,621.0,7.0,3.0,4.0,,,,,,,,,,,
623,PT05M05.00S,2021-11-11T02:07:07.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630591,75.24638633377135,88.23529411764706,1610612753,83,115,2021-11-11T02:07:16Z,6040000,191.0,180.0,1,right,MISS J. Suggs 26' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,26.27,Missed,,,,,,,,,,,,,,,
624,PT05M05.00S,2021-11-11T02:07:07.8Z,4,REGULAR,rebound,defensive,[],200794,,,1610612751,83,115,2021-11-11T02:07:16Z,6050000,,,0,,P. Millsap REBOUND (Off:1 Def:3),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,623.0,4.0,3.0,1.0,,,,,,,,,,,
625,PT04M51.00S,2021-11-11T02:07:22.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,8.754927726675426,47.549019607843135,1610612751,83,115,2021-11-11T02:07:32Z,6060000,12.0,30.0,1,left,MISS C. Thomas driving finger roll Layup,[1630560],1610612751.0,BKN,driving finger roll,,,Thomas,C. Thomas,,,,,,,,3.22,Missed,,,,,,,,,,,,,,,
626,PT04M48.00S,2021-11-11T02:07:25.1Z,4,REGULAR,rebound,defensive,[],1629643,,,1610612753,83,115,2021-11-11T02:07:25Z,6070000,,,0,,C. Okeke REBOUND (Off:0 Def:4),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,625.0,4.0,4.0,0.0,,,,,,,,,,,
627,PT04M37.00S,2021-11-11T02:07:35.6Z,4,REGULAR,turnover,bad pass,[],1629643,,,1610612753,83,115,2021-11-11T02:07:39Z,6080000,,,0,,C. Okeke bad pass TURNOVER (2 TO),"[1629643, 1628975]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,2.0,Carter,1628975.0,,,,,,,,,,,,,,,,,
628,PT04M37.00S,2021-11-11T02:07:35.6Z,4,REGULAR,steal,,[],1628975,,,1610612751,83,115,2021-11-11T02:07:37Z,6090000,,,0,,J. Carter STEAL (1 STL),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
629,PT04M24.00S,2021-11-11T02:07:48.9Z,4,REGULAR,turnover,bad pass,[],200794,,,1610612751,83,115,2021-11-11T02:07:54Z,6100000,,,0,,P. Millsap bad pass TURNOVER (1 TO),"[200794, 1630532]",1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,1.0,Wagner,1630532.0,,,,,,,,,,,,,,,,,
630,PT04M24.00S,2021-11-11T02:07:48.9Z,4,REGULAR,steal,,[],1630532,,,1610612753,83,115,2021-11-11T02:07:51Z,6110000,,,0,,F. Wagner STEAL (6 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
631,PT04M16.00S,2021-11-11T02:07:56.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630532,78.26872536136662,8.823529411764707,1610612753,83,115,2021-11-11T02:08:02Z,6120000,-206.0,152.0,1,right,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,25.58,Missed,,,,,,,,,,,,,,,
632,PT04M12.00S,2021-11-11T02:08:01.3Z,4,REGULAR,rebound,offensive,[],1630181,,,1610612753,83,115,2021-11-11T02:08:01Z,6130000,,,0,,R. Hampton REBOUND (Off:2 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,631.0,3.0,1.0,2.0,,,,,,,,,,,
633,PT04M09.00S,2021-11-11T02:08:04.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629643,72.61826544021025,83.08823529411765,1610612753,83,115,2021-11-11T02:08:09Z,6140000,165.0,205.0,1,right,MISS C. Okeke 26' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,26.33,Missed,,,,,,,,,,,,,,,
634,PT04M07.00S,2021-11-11T02:08:06.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,83,115,2021-11-11T02:08:09Z,6150000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,633.0,,,,,,,,,,,,,,
635,PT04M07.00S,2021-11-11T02:08:09.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,83,115,2021-11-11T02:08:09Z,6160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT04M07.00S,2021-11-11T02:08:19.6Z,4,REGULAR,substitution,out,[],1630532,,,1610612753,83,115,2021-11-11T02:08:50Z,6170000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
637,PT04M07.00S,2021-11-11T02:08:19.6Z,4,REGULAR,substitution,out,[],1630591,,,1610612753,83,115,2021-11-11T02:08:50Z,6180000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
638,PT04M07.00S,2021-11-11T02:08:19.6Z,4,REGULAR,substitution,in,[],1629649,,,1610612753,83,115,2021-11-11T02:08:50Z,6190000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,
639,PT04M07.00S,2021-11-11T02:08:19.6Z,4,REGULAR,substitution,in,[],1628539,,,1610612753,83,115,2021-11-11T02:08:50Z,6200000,,,0,,SUB in: M. Mulder,[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,,,,,,,,,,,,,,,,,,,,
640,PT04M02.00S,2021-11-11T02:08:53.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629643,67.23061760840999,71.07843137254902,1610612753,83,115,2021-11-11T02:16:51Z,6210000,105.0,256.0,1,right,MISS C. Okeke 27' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,27.64,Missed,,,,,,,,,,,,,,,
641,PT04M00.00S,2021-11-11T02:08:55.0Z,4,REGULAR,rebound,defensive,[],1630549,,,1610612751,83,115,2021-11-11T02:16:51Z,6220000,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,640.0,1.0,1.0,0.0,,,,,,,,,,,
642,PT03M47.00S,2021-11-11T02:09:00.1Z,4,REGULAR,2pt,Jump Shot,[],1628975,17.6084099868594,82.08486519607843,1610612751,83,115,2021-11-11T02:17:25Z,6230000,-160.0,113.0,1,left,MISS J. Carter 19' step back Shot,[1628975],1610612751.0,BKN,step back,,,Carter,J. Carter,,,,,,,,19.62,Missed,,,,,,,,,,,,,,,
643,PT03M42.00S,2021-11-11T02:09:05.1Z,4,REGULAR,rebound,offensive,[],200794,,,1610612751,83,115,2021-11-11T02:17:25Z,6240000,,,0,,P. Millsap REBOUND (Off:2 Def:3),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,642.0,5.0,3.0,2.0,,,,,,,,,,,
644,PT03M42.00S,2021-11-11T02:09:05.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",200794,5.590000152587891,50.0,1610612751,83,117,2021-11-11T02:11:13Z,6250000,0.0,0.0,1,left,P. Millsap tip Layup (5 PTS),[200794],1610612751.0,BKN,tip,,,Millsap,P. Millsap,,,,,,,,0.0,Made,,,,,,,5.0,,,,,,,,
645,PT03M29.00S,2021-11-11T02:09:19.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629649,91.40932982917214,45.588235294117645,1610612753,85,117,2021-11-11T02:17:57Z,6260000,-22.0,28.0,1,right,I. Brazdeikis driving Layup (2 PTS),[1629649],1610612753.0,ORL,driving,,,Brazdeikis,I. Brazdeikis,,,,,,,,3.59,Made,,,,,,,2.0,,,,,,,,
646,PT03M16.00S,2021-11-11T02:09:31.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627761,8.623521681997373,59.068627450980394,1610612751,85,117,2021-11-11T02:10:04Z,6270000,-45.0,29.0,1,left,MISS D. Bembry driving floating Shot - blocked,"[1627761, 1629021]",1610612751.0,BKN,driving floating,,,Bembry,D. Bembry,,,,,,,,5.36,Missed,,,,,Wagner,1629021.0,,,,,,,,,
647,PT03M16.00S,2021-11-11T02:09:31.6Z,4,REGULAR,block,,[],1629021,,,1610612751,85,117,2021-11-11T02:09:34Z,6280000,,,0,,M. Wagner BLOCK (1 BLK),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
