actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
90,PT04M22.00S,2022-01-27T00:24:46.0Z,1,REGULAR,substitution,in,[],1628392,,,1610612753,18,12,2022-01-27T00:25:01Z,900000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M07.00S,2022-01-27T00:25:09.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,91.40932982917214,54.166666666666664,1610612753,18,12,2022-01-27T00:25:15Z,910000,21.0,28.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,,,,,,Missed,,,,,,3.51,,,,,,,,,
92,PT04M05.00S,2022-01-27T00:25:11.7Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,18,12,2022-01-27T00:25:15Z,920000,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,
93,PT04M04.00S,2022-01-27T00:25:13.1Z,1,REGULAR,turnover,bad pass,[],201587,,,1610612746,18,12,2022-01-27T00:25:20Z,930000,,,0,,N. Batum bad pass TURNOVER (1 TO),"[201587, 1629643]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,1.0,Okeke,1629643.0,,,
94,PT04M04.00S,2022-01-27T00:25:13.1Z,1,REGULAR,steal,,[],1629643,,,1610612753,18,12,2022-01-27T00:25:18Z,940000,,,0,,C. Okeke STEAL (1 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M03.00S,2022-01-27T00:25:19.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,91.67214191852825,53.18627450980392,1610612753,20,12,2022-01-27T00:33:40Z,950000,16.0,26.0,1,right,F. Wagner Layup (5 PTS) (C. Okeke 1 AST),"[1630532, 1629643]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,Made,5.0,,,,,3.03,C. Okeke,1629643.0,1.0,,,,,,
97,PT03M50.00S,2022-01-27T00:25:27.3Z,1,REGULAR,3pt,Jump Shot,[],201587,32.670827858081466,50.245098039215684,1610612746,20,15,2022-01-27T00:25:32Z,970000,-1.0,255.0,1,left,N. Batum 25' 3PT  (6 PTS) (E. Bledsoe 2 AST),"[201587, 202339]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,Made,6.0,,,,,25.46,E. Bledsoe,202339.0,2.0,,,,,,
99,PT03M35.00S,2022-01-27T00:25:41.2Z,1,REGULAR,3pt,Jump Shot,[],1628976,69.20170827858082,27.941176470588236,1610612753,20,15,2022-01-27T00:25:46Z,990000,-110.0,237.0,1,right,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,Missed,,,,,,26.14,,,,,,,,,
100,PT03M33.00S,2022-01-27T00:25:43.2Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,20,15,2022-01-27T00:25:46Z,1000000,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,99.0,2.0,2.0,0.0,,,,,,,,,,
101,PT03M29.00S,2022-01-27T00:25:48.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201587,26.757555847568987,80.63725490196079,1610612746,20,15,2022-01-27T00:26:02Z,1010000,-153.0,199.0,1,left,MISS N. Batum 25' running 3PT,[201587],1610612746.0,LAC,running,,,Batum,N. Batum,,,,,,,,,,Missed,,,,,,25.11,,,,,,,,,
102,PT03M25.00S,2022-01-27T00:25:52.7Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,20,15,2022-01-27T00:26:02Z,1020000,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,101.0,2.0,2.0,0.0,,,,,,,,,,
103,PT03M23.00S,2022-01-27T00:26:02.1Z,1,REGULAR,foul,offensive,[],1628976,,,1610612753,20,15,2022-01-27T00:26:37Z,1030000,,,0,,W. Carter Jr. off-the-ball offensive FOUL (1 PF),"[1628976, 202339]",1610612753.0,ORL,off-the-ball,,,Carter Jr.,W. Carter Jr.,,,,,203593.0,1.0,0.0,Bledsoe,202339.0,,,,,,,,,,,,,,,,
105,PT03M23.00S,2022-01-27T00:26:02.1Z,1,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,20,15,2022-01-27T00:26:02Z,1050000,,,0,,W. Carter Jr. offensive foul TURNOVER (2 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,203593.0,,,,,,,,,,,,,,,2.0,,,,,
106,PT03M23.00S,2022-01-27T00:26:14.3Z,1,REGULAR,substitution,out,[],1630532,,,1610612746,20,15,2022-01-27T00:26:29Z,1060000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M23.00S,2022-01-27T00:26:14.3Z,1,REGULAR,substitution,out,[],1628976,,,1610612746,20,15,2022-01-27T00:26:29Z,1070000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M23.00S,2022-01-27T00:26:14.3Z,1,REGULAR,substitution,out,[],201587,,,1610612746,20,15,2022-01-27T00:26:29Z,1080000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M23.00S,2022-01-27T00:26:14.3Z,1,REGULAR,substitution,in,[],1629021,,,1610612746,20,15,2022-01-27T00:26:29Z,1090000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M23.00S,2022-01-27T00:26:14.3Z,1,REGULAR,substitution,in,[],203082,,,1610612746,20,15,2022-01-27T00:26:29Z,1100000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M23.00S,2022-01-27T00:26:14.3Z,1,REGULAR,substitution,in,[],1626159,,,1610612746,20,15,2022-01-27T00:26:29Z,1110000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M09.00S,2022-01-27T00:26:45.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628379,17.821944809461236,22.058823529411764,1610612746,20,15,2022-01-27T00:26:49Z,1120000,140.0,115.0,1,left,MISS L. Kennard 18' pullup Shot,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,,,,,,Missed,,,,,,18.09,,,,,,,,,
113,PT03M07.00S,2022-01-27T00:26:47.6Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,20,15,2022-01-27T00:26:49Z,1130000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,
114,PT02M57.00S,2022-01-27T00:26:57.9Z,1,REGULAR,turnover,bad pass,[],1629021,,,1610612753,20,15,2022-01-27T00:27:02Z,1140000,,,0,,M. Wagner bad pass TURNOVER (1 TO),"[1629021, 202339]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,1.0,Bledsoe,202339.0,,,
115,PT02M57.00S,2022-01-27T00:26:57.9Z,1,REGULAR,steal,,[],202339,,,1610612746,20,15,2022-01-27T00:27:00Z,1150000,,,0,,E. Bledsoe STEAL (1 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M53.00S,2022-01-27T00:27:02.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202339,5.732588699080158,50.245098039215684,1610612746,20,17,2022-01-27T00:27:11Z,1160000,-1.0,1.0,1,left,E. Bledsoe running Layup (2 PTS),[202339],1610612746.0,LAC,running,,,Bledsoe,E. Bledsoe,,,,,,,,,,Made,2.0,,,,,0.18,,,,,,,,,
117,PT02M53.00S,2022-01-27T00:27:11.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612753,20,17,2022-01-27T00:27:11Z,1170000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M53.00S,2022-01-27T00:29:03.4Z,1,REGULAR,substitution,out,[],1630175,,,1610612753,20,17,2022-01-27T00:29:43Z,1180000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M53.00S,2022-01-27T00:29:03.4Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,20,17,2022-01-27T00:29:43Z,1190000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M42.00S,2022-01-27T00:30:10.7Z,1,REGULAR,2pt,Jump Shot,[],203914,77.21747700394218,70.58823529411765,1610612753,20,17,2022-01-27T00:30:14Z,1200000,103.0,162.0,1,right,MISS G. Harris 19' pullup Shot,[203914],1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,,,,,,Missed,,,,,,19.17,,,,,,,,,
121,PT02M39.00S,2022-01-27T00:30:13.7Z,1,REGULAR,rebound,defensive,[],202339,,,1610612746,20,17,2022-01-27T00:30:14Z,1210000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,
122,PT02M32.00S,2022-01-27T00:30:21.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,5.338370565045992,49.26470588235294,1610612746,20,19,2022-01-27T00:30:28Z,1220000,4.0,-2.0,1,left,I. Hartenstein cutting DUNK (2 PTS) (A. Coffey 2 AST),"[1628392, 1629599]",1610612746.0,LAC,cutting,,,Hartenstein,I. Hartenstein,,,,,,,,,,Made,2.0,,,,,0.44,A. Coffey,1629599.0,2.0,,,,,,
124,PT02M14.00S,2022-01-27T00:30:37.7Z,1,REGULAR,3pt,Jump Shot,[],203914,71.82982917214193,18.872549019607842,1610612753,23,19,2022-01-27T00:30:43Z,1240000,-156.0,212.0,1,right,G. Harris 26' 3PT  (6 PTS) (M. Wagner 1 AST),"[203914, 1629021]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,Made,6.0,,,,,26.32,M. Wagner,1629021.0,1.0,,,,,,
126,PT01M52.00S,2022-01-27T00:31:00.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,8.886333771353483,55.14705882352941,1610612746,23,19,2022-01-27T00:31:06Z,1260000,-26.0,31.0,1,left,MISS A. Coffey driving Layup,[1629599],1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,,,,,,Missed,,,,,,4.03,,,,,,,,,
127,PT01M50.00S,2022-01-27T00:31:02.2Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612746,23,19,2022-01-27T00:31:06Z,1270000,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,126.0,1.0,0.0,1.0,,,,,,,,,,
128,PT01M49.00S,2022-01-27T00:31:03.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,8.09789750328515,53.18627450980392,1610612746,23,21,2022-01-27T00:31:16Z,1280000,-16.0,24.0,1,left,I. Hartenstein putback Layup (4 PTS),[1628392],1610612746.0,LAC,putback,,,Hartenstein,I. Hartenstein,,,,,,,,,,Made,4.0,,,,,2.85,,,,,,,,,
129,PT01M35.00S,2022-01-27T00:31:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,86.02168199737189,47.30392156862745,1610612753,23,21,2022-01-27T00:31:23Z,1290000,-13.0,79.0,1,right,MISS T. Ross 8' driving floating Shot,[203082],1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,,,,,,Missed,,,,,,8.0,,,,,,,,,
130,PT01M32.00S,2022-01-27T00:31:20.6Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,23,21,2022-01-27T00:31:23Z,1300000,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,129.0,2.0,1.0,1.0,,,,,,,,,,
131,PT01M28.00S,2022-01-27T00:31:24.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629599,7.835085413929041,54.90196078431373,1610612746,23,23,2022-01-27T00:31:31Z,1310000,-25.0,21.0,1,left,A. Coffey running Layup (4 PTS) (J. Winslow 1 AST),"[1629599, 1626159]",1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,,,,,,Made,4.0,,,,,3.23,J. Winslow,1626159.0,1.0,,,,,,
133,PT01M15.00S,2022-01-27T00:31:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,91.80354796320631,54.90196078431373,1610612753,25,23,2022-01-27T00:31:43Z,1330000,25.0,25.0,1,right,J. Suggs driving Layup (5 PTS),[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,,,,,,Made,5.0,,,,,3.46,,,,,,,,,
134,PT00M49.00S,2022-01-27T00:32:03.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626159,17.296320630749015,47.549019607843135,1610612746,25,23,2022-01-27T00:32:10Z,1340000,12.0,110.0,1,left,MISS J. Winslow 11' turnaround fadeaway Shot,[1626159],1610612746.0,LAC,turnaround fadeaway,,,Winslow,J. Winslow,,,,,,,,,,Missed,,,,,,11.08,,,,,,,,,
135,PT00M45.80S,2022-01-27T00:32:07.8Z,1,REGULAR,rebound,defensive,[],203082,,,1610612753,25,23,2022-01-27T00:32:07Z,1350000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,
136,PT00M40.70S,2022-01-27T00:32:12.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203082,67.09921156373193,70.09803921568627,1610612753,25,23,2022-01-27T00:32:21Z,1360000,100.0,257.0,1,right,MISS T. Ross 27' pullup 3PT,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,,,,,,Missed,,,,,,27.58,,,,,,,,,
137,PT00M38.00S,2022-01-27T00:32:15.6Z,1,REGULAR,rebound,defensive,[],202339,,,1610612746,25,23,2022-01-27T00:32:21Z,1370000,,,0,,E. Bledsoe REBOUND (Off:0 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,136.0,2.0,2.0,0.0,,,,,,,,,,
138,PT00M33.50S,2022-01-27T00:32:20.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202339,7.440867279894875,46.81372549019608,1610612746,25,23,2022-01-27T00:32:29Z,1380000,16.0,17.0,1,left,MISS E. Bledsoe driving Layup - blocked,"[202339, 203082]",1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,,,,,,Missed,,,,,,2.36,,,,,,,Ross,203082.0,
139,PT00M33.50S,2022-01-27T00:32:20.1Z,1,REGULAR,block,,[],203082,,,1610612746,25,23,2022-01-27T00:32:23Z,1390000,,,0,,T. Ross BLOCK (1 BLK),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M29.30S,2022-01-27T00:32:24.3Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,25,23,2022-01-27T00:32:29Z,1400000,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,
141,PT00M27.20S,2022-01-27T00:32:26.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203082,70.38436268068331,75.98039215686273,1610612753,25,23,2022-01-27T00:32:35Z,1410000,130.0,226.0,1,right,MISS T. Ross 26' running 3PT,[203082],1610612753.0,ORL,running,,,Ross,T. Ross,,,,,,,,,,Missed,,,,,,26.06,,,,,,,,,
142,PT00M23.10S,2022-01-27T00:32:30.6Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612746,25,23,2022-01-27T00:32:35Z,1420000,,,0,,J. Winslow REBOUND (Off:0 Def:1),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,
143,PT00M00.00S,2022-01-27T00:32:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626159,5.601182654402102,60.049019607843135,1610612746,25,23,2022-01-27T00:33:06Z,1430000,-50.0,0.0,1,left,MISS J. Winslow driving floating Shot,[1626159],1610612746.0,LAC,driving floating,,,Winslow,J. Winslow,,,,,,,,,,Missed,,,,,,5.02,,,,,,,,,
144,PT00M00.00S,2022-01-27T00:32:53.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,25,23,2022-01-27T00:34:36Z,1440000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,
145,PT00M00.00S,2022-01-27T00:33:00.8Z,1,REGULAR,period,end,[],0,,,1610612746,25,23,2022-01-27T00:34:36Z,1450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-01-27T00:33:15.6Z,2,REGULAR,substitution,out,['startperiod'],1629599,,,1610612746,25,23,2022-01-27T00:35:30Z,1460000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-01-27T00:33:15.6Z,2,REGULAR,substitution,in,['startperiod'],1630527,,,1610612746,25,23,2022-01-27T00:35:30Z,1470000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-01-27T00:35:35.9Z,2,REGULAR,period,start,[],0,,,1610612746,25,23,2022-01-27T00:35:35Z,1480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M50.00S,2022-01-27T00:35:45.8Z,2,REGULAR,turnover,bad pass,[],202339,,,1610612746,25,23,2022-01-27T00:35:50Z,1490000,,,0,,E. Bledsoe bad pass TURNOVER (1 TO),"[202339, 1629643]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,1.0,Okeke,1629643.0,,,
150,PT11M50.00S,2022-01-27T00:35:45.8Z,2,REGULAR,steal,,[],1629643,,,1610612753,25,23,2022-01-27T00:35:48Z,1500000,,,0,,C. Okeke STEAL (2 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M50.00S,2022-01-27T00:35:49.7Z,2,REGULAR,foul,personal,[],1628392,,,1610612753,25,23,2022-01-27T00:38:44Z,1510000,,,0,,I. Hartenstein take personal FOUL (1 PF),"[1628392, 1629643]",1610612746.0,LAC,take,,,Hartenstein,I. Hartenstein,,,,,200834.0,1.0,0.0,Okeke,1629643.0,,,,,,,,,,,,,,,,
153,PT11M39.00S,2022-01-27T00:36:17.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203082,86.94152431011827,38.48039215686275,1610612753,27,23,2022-01-27T00:36:27Z,1530000,-58.0,70.0,1,right,T. Ross 9' driving floating bank Jump Shot (2 PTS),[203082],1610612753.0,ORL,driving floating bank,,,Ross,T. Ross,,,,,,,,,,Made,2.0,,,,,9.08,,,,,,,,,
154,PT11M39.00S,2022-01-27T00:36:22.8Z,2,REGULAR,foul,personal,['1freethrow'],1628392,,,1610612753,27,23,2022-01-27T00:36:34Z,1540000,,,0,,I. Hartenstein shooting personal FOUL (2 PF) (Ross 1 FT),"[1628392, 203082]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,1627541.0,2.0,0.0,Ross,203082.0,,,,,,,,,,,,,,,,
156,PT11M39.00S,2022-01-27T00:36:49.6Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],203082,,,1610612753,28,23,2022-01-27T00:36:49Z,1560000,,,0,,T. Ross Free Throw 1 of 1 (3 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
157,PT11M17.00S,2022-01-27T00:37:14.7Z,2,REGULAR,3pt,Jump Shot,[],1626159,10.463206307490145,3.1862745098039214,1610612746,28,23,2022-01-27T00:37:20Z,1570000,234.0,46.0,1,left,MISS J. Winslow 3PT,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,Missed,,,,,,23.86,,,,,,,,,
158,PT11M12.00S,2022-01-27T00:37:19.7Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,28,23,2022-01-27T00:37:20Z,1580000,,,0,,T. Ross REBOUND (Off:0 Def:2),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,157.0,2.0,2.0,0.0,,,,,,,,,,
159,PT11M05.00S,2022-01-27T00:37:29.0Z,2,REGULAR,foul,personal,[],1628392,,,1610612753,28,23,2022-01-27T00:37:49Z,1590000,,,0,,I. Hartenstein personal FOUL (3 PF),"[1628392, 1630591]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,203593.0,3.0,0.0,Suggs,1630591.0,,,,,,,,,,,,,,,,
161,PT11M05.00S,2022-01-27T00:37:45.6Z,2,REGULAR,substitution,out,[],202339,,,1610612753,28,23,2022-01-27T00:37:48Z,1610000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M05.00S,2022-01-27T00:37:45.6Z,2,REGULAR,substitution,in,[],202704,,,1610612753,28,23,2022-01-27T00:37:48Z,1620000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M05.00S,2022-01-27T00:37:54.9Z,2,REGULAR,substitution,out,[],1628392,,,1610612753,28,23,2022-01-27T00:38:04Z,1630000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M05.00S,2022-01-27T00:37:54.9Z,2,REGULAR,substitution,in,[],201586,,,1610612753,28,23,2022-01-27T00:38:04Z,1640000,,,0,,SUB in: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT10M58.00S,2022-01-27T00:38:21.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,79.97700394218134,52.450980392156865,1610612753,30,23,2022-01-27T00:38:25Z,1650000,12.0,136.0,1,right,T. Ross 13' pullup Jump Shot (5 PTS) (J. Suggs 1 AST),"[203082, 1630591]",1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,,,,,,Made,5.0,,,,,13.63,J. Suggs,1630591.0,1.0,,,,,,
167,PT10M45.00S,2022-01-27T00:38:34.2Z,2,REGULAR,turnover,bad pass,[],1626159,,,1610612746,30,23,2022-01-27T00:38:39Z,1670000,,,0,,J. Winslow bad pass TURNOVER (1 TO),"[1626159, 1629021]",1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,1.0,Wagner,1629021.0,,,
168,PT10M45.00S,2022-01-27T00:38:34.2Z,2,REGULAR,steal,,[],1629021,,,1610612753,30,23,2022-01-27T00:38:37Z,1680000,,,0,,M. Wagner STEAL (1 STL),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M33.00S,2022-01-27T00:38:46.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203082,77.61169513797634,61.51960784313726,1610612753,30,23,2022-01-27T00:38:51Z,1690000,58.0,158.0,1,right,MISS T. Ross 16' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,,,,,,Missed,,,,,,16.82,,,,,,,,,
170,PT10M30.00S,2022-01-27T00:38:49.2Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,30,23,2022-01-27T00:38:51Z,1700000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,,
171,PT10M21.00S,2022-01-27T00:38:57.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630527,5.863994743758213,50.245098039215684,1610612746,30,25,2022-01-27T00:39:03Z,1710000,-1.0,3.0,1,left,B. Boston Jr. cutting DUNK (2 PTS) (S. Ibaka 1 AST),"[1630527, 201586]",1610612746.0,LAC,cutting,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,Made,2.0,,,,,0.29,S. Ibaka,201586.0,1.0,,,,,,
173,PT09M56.00S,2022-01-27T00:39:23.0Z,2,REGULAR,3pt,Jump Shot,[],1630591,67.09921156373193,48.03921568627451,1610612753,30,25,2022-01-27T00:39:26Z,1730000,-10.0,257.0,1,right,MISS J. Suggs 25' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,Missed,,,,,,25.7,,,,,,,,,
174,PT09M53.00S,2022-01-27T00:39:26.0Z,2,REGULAR,rebound,defensive,[],201586,,,1610612746,30,25,2022-01-27T00:39:26Z,1740000,,,0,,S. Ibaka REBOUND (Off:0 Def:1),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,,
175,PT09M39.00S,2022-01-27T00:39:39.6Z,2,REGULAR,2pt,Jump Shot,[],1630527,23.340998685939553,36.029411764705884,1610612746,30,25,2022-01-27T00:39:45Z,1750000,70.0,167.0,1,left,MISS B. Boston Jr. 18' pullup Shot,[1630527],1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,Missed,,,,,,18.09,,,,,,,,,
