actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
262,PT02M20.00S,2022-01-27T00:54:58.2Z,2,REGULAR,3pt,Jump Shot,[],1630532,71.43561103810775,79.16666666666666,1610612753,47,43,2022-01-27T00:58:07Z,2610000,146.0,216.0,1,right,MISS F. Wagner 26' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,,,,,,Missed,,,,,,26.06,,,,,,,,,
263,PT02M17.00S,2022-01-27T00:55:01.2Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,47,43,2022-01-27T00:55:05Z,2620000,,,0,,I. Zubac REBOUND (Off:1 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,262.0,6.0,5.0,1.0,,,,,,,,,,
264,PT02M17.00S,2022-01-27T00:55:04.9Z,2,REGULAR,turnover,out-of-bounds,[],1627826,,,1610612746,47,43,2022-01-27T00:55:21Z,2630000,,,0,,I. Zubac bad pass out-of-bounds TURNOVER (2 TO),[1627826],1610612746.0,LAC,bad pass,,,Zubac,I. Zubac,,,,,1627541.0,,,,,,,,,,,,,,,2.0,,,,,
265,PT02M17.00S,2022-01-27T00:55:10.5Z,2,REGULAR,substitution,out,[],1630532,,,1610612753,47,43,2022-01-27T00:55:18Z,2640000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M17.00S,2022-01-27T00:55:10.5Z,2,REGULAR,substitution,in,[],203914,,,1610612753,47,43,2022-01-27T00:55:18Z,2650000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M02.00S,2022-01-27T00:55:39.8Z,2,REGULAR,foul,offensive,[],1630591,,,1610612753,47,43,2022-01-27T01:00:03Z,2660000,,,0,,J. Suggs offensive FOUL (1 PF),"[1630591, 1629599]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,203593.0,1.0,0.0,Coffey,1629599.0,,,,,,,,,,,,,,,,
269,PT02M02.00S,2022-01-27T00:55:39.8Z,2,REGULAR,turnover,offensive foul,[],1630591,,,1610612753,47,43,2022-01-27T00:55:39Z,2680000,,,0,,J. Suggs offensive foul TURNOVER (1 TO),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,203593.0,,,,,,,,,,,,,,,1.0,,,,,
270,PT01M47.00S,2022-01-27T00:56:13.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202339,8.886333771353483,2.941176470588235,1610612746,47,46,2022-01-27T00:56:17Z,2690000,235.0,31.0,1,left,E. Bledsoe 3PT  (5 PTS) (A. Coffey 4 AST),"[202339, 1629599]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,Made,5.0,,,,,23.73,A. Coffey,1629599.0,4.0,,,,,,
272,PT01M35.00S,2022-01-27T00:56:24.1Z,2,REGULAR,3pt,Jump Shot,[],1630175,69.85873850197109,21.568627450980394,1610612753,47,46,2022-01-27T00:56:29Z,2710000,-142.0,231.0,1,right,MISS C. Anthony 27' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,,,,,,Missed,,,,,,27.11,,,,,,,,,
273,PT01M31.00S,2022-01-27T00:56:28.1Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,47,46,2022-01-27T00:56:29Z,2720000,,,0,,N. Batum REBOUND (Off:0 Def:3),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,272.0,3.0,3.0,0.0,,,,,,,,,,
274,PT01M30.00S,2022-01-27T00:56:33.8Z,2,REGULAR,foul,offensive,[],202339,,,1610612746,47,46,2022-01-27T00:56:44Z,2730000,,,0,,E. Bledsoe charge offensive FOUL (2 PF),"[202339, 203914]",1610612746.0,LAC,charge,,,Bledsoe,E. Bledsoe,,,,,203593.0,2.0,0.0,Harris,203914.0,,,,,,,,,,,,,,,,
276,PT01M30.00S,2022-01-27T00:56:33.8Z,2,REGULAR,turnover,offensive foul,[],202339,,,1610612746,47,46,2022-01-27T00:56:33Z,2750000,,,0,,E. Bledsoe offensive foul TURNOVER (3 TO),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,203593.0,,,,,,,,,,,,,,,3.0,,,,,
277,PT01M30.00S,2022-01-27T00:56:55.2Z,2,REGULAR,substitution,out,[],202339,,,1610612753,47,46,2022-01-27T00:56:59Z,2760000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT01M30.00S,2022-01-27T00:56:55.2Z,2,REGULAR,substitution,in,[],202704,,,1610612753,47,46,2022-01-27T00:56:59Z,2770000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT01M16.00S,2022-01-27T00:57:23.7Z,2,REGULAR,foul,technical,['1freethrow'],1627826,,,1610612753,47,46,2022-01-27T00:57:39Z,2780000,,,0,,I. Zubac defensive-3-second technical FOUL (1 Tech),[1627826],1610612746.0,LAC,defensive-3-second,,,Zubac,I. Zubac,,,,,203593.0,1.0,1.0,,,,,,,,,,,,,,,,,,
280,PT01M16.00S,2022-01-27T00:57:44.0Z,2,REGULAR,freethrow,1 of 1,[],203914,,,1610612753,48,46,2022-01-27T00:57:44Z,2790000,,,0,,G. Harris technical Free Throw 1 of 1 (7 PTS),[203914],1610612753.0,ORL,technical,,,Harris,G. Harris,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
281,PT01M16.00S,2022-01-27T00:57:44.8Z,2,REGULAR,substitution,out,[],202704,,,1610612753,48,46,2022-01-27T00:57:48Z,2800000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT01M16.00S,2022-01-27T00:57:44.8Z,2,REGULAR,substitution,in,[],1628379,,,1610612753,48,46,2022-01-27T00:57:48Z,2810000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT01M05.00S,2022-01-27T00:58:05.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628964,86.81011826544021,95.34313725490196,1610612753,48,46,2022-01-27T00:58:10Z,2820000,227.0,71.0,1,right,MISS M. Bamba 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,Missed,,,,,,23.77,,,,,,,,,
284,PT01M02.00S,2022-01-27T00:58:08.4Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,48,46,2022-01-27T00:58:10Z,2830000,,,0,,A. Coffey REBOUND (Off:0 Def:2),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,283.0,2.0,2.0,0.0,,,,,,,,,,
285,PT00M52.80S,2022-01-27T00:58:21.6Z,2,REGULAR,foul,offensive,[],1627826,,,1610612746,48,46,2022-01-27T00:58:49Z,2840000,,,0,,I. Zubac off-the-ball offensive FOUL (2 PF),"[1627826, 203914]",1610612746.0,LAC,off-the-ball,,,Zubac,I. Zubac,,,,,1627541.0,2.0,1.0,Harris,203914.0,,,,,,,,,,,,,,,,
287,PT00M52.80S,2022-01-27T00:58:21.6Z,2,REGULAR,turnover,offensive foul,[],1627826,,,1610612746,48,46,2022-01-27T00:58:21Z,2860000,,,0,,I. Zubac offensive foul TURNOVER (3 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,1627541.0,,,,,,,,,,,,,,,3.0,,,,,
288,PT00M52.80S,2022-01-27T00:58:38.5Z,2,REGULAR,substitution,out,[],1627826,,,1610612753,48,46,2022-01-27T00:58:46Z,2870000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT00M52.80S,2022-01-27T00:58:38.5Z,2,REGULAR,substitution,in,[],1626159,,,1610612753,48,46,2022-01-27T00:58:46Z,2880000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT00M35.40S,2022-01-27T00:59:06.9Z,2,REGULAR,turnover,bad pass,[],1630175,,,1610612753,48,46,2022-01-27T00:59:11Z,2890000,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 1629599]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,2.0,Coffey,1629599.0,,,
291,PT00M35.40S,2022-01-27T00:59:06.9Z,2,REGULAR,steal,,[],1629599,,,1610612746,48,46,2022-01-27T00:59:09Z,2900000,,,0,,A. Coffey STEAL (1 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT00M21.30S,2022-01-27T00:59:21.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201587,19.92444152431012,90.19607843137256,1610612746,48,49,2022-01-27T00:59:27Z,2910000,-201.0,135.0,1,left,N. Batum 24' 3PT  (12 PTS) (T. Mann 2 AST),"[201587, 1629611]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,Made,12.0,,,,,24.2,T. Mann,1629611.0,2.0,,,,,,
294,PT00M00.00S,2022-01-27T00:59:55.6Z,2,REGULAR,period,end,[],0,,,1610612753,48,49,2022-01-27T00:59:55Z,2930000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT12M00.00S,2022-01-27T01:14:36.0Z,3,REGULAR,substitution,out,['startperiod'],203914,,,1610612753,48,49,2022-01-27T01:15:10Z,2940000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT12M00.00S,2022-01-27T01:14:36.0Z,3,REGULAR,substitution,out,['startperiod'],1628379,,,1610612753,48,49,2022-01-27T01:15:10Z,2950000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT12M00.00S,2022-01-27T01:14:36.0Z,3,REGULAR,substitution,out,['startperiod'],1626159,,,1610612753,48,49,2022-01-27T01:15:10Z,2960000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT12M00.00S,2022-01-27T01:14:36.0Z,3,REGULAR,substitution,in,['startperiod'],1630532,,,1610612753,48,49,2022-01-27T01:15:10Z,2970000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT12M00.00S,2022-01-27T01:14:36.0Z,3,REGULAR,substitution,in,['startperiod'],202704,,,1610612753,48,49,2022-01-27T01:15:10Z,2980000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT12M00.00S,2022-01-27T01:14:36.0Z,3,REGULAR,substitution,in,['startperiod'],1627826,,,1610612753,48,49,2022-01-27T01:15:10Z,2990000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2022-01-27T01:15:09.0Z,3,REGULAR,period,start,[],0,,,1610612746,48,49,2022-01-27T01:15:11Z,3000000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT11M45.00S,2022-01-27T01:15:23.1Z,3,REGULAR,2pt,Jump Shot,[],1629611,85.89027595269383,66.91176470588235,1610612746,48,51,2022-01-27T01:15:45Z,3010000,85.0,80.0,1,right,T. Mann 11' fadeaway Jump Shot (7 PTS) (N. Batum 1 AST),"[1629611, 201587]",1610612746.0,LAC,fadeaway,,,Mann,T. Mann,,,,,,,,,,Made,7.0,,,,,11.65,N. Batum,201587.0,1.0,,,,,,
304,PT11M24.00S,2022-01-27T01:15:44.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,7.440867279894875,46.32352941176471,1610612753,48,51,2022-01-27T01:15:49Z,3030000,18.0,17.0,1,left,MISS J. Suggs driving Layup,[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,,,,,,Missed,,,,,,2.53,,,,,,,,,
305,PT11M21.00S,2022-01-27T01:15:47.1Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,48,51,2022-01-27T01:15:49Z,3040000,,,0,,N. Batum REBOUND (Off:0 Def:4),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,304.0,4.0,4.0,0.0,,,,,,,,,,
306,PT11M07.00S,2022-01-27T01:16:00.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,82.9993429697766,41.42156862745098,1610612746,48,51,2022-01-27T01:16:05Z,3050000,-43.0,107.0,1,right,MISS A. Coffey 11' pullup Shot - blocked,"[1629599, 1628964]",1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,,,,,,Missed,,,,,,11.56,,,,,,,Bamba,1628964.0,
307,PT11M07.00S,2022-01-27T01:16:00.7Z,3,REGULAR,block,,[],1628964,,,1610612746,48,51,2022-01-27T01:16:03Z,3060000,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT11M04.00S,2022-01-27T01:16:03.7Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,48,51,2022-01-27T01:16:05Z,3070000,,,0,,M. Bamba REBOUND (Off:2 Def:5),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,306.0,7.0,5.0,2.0,,,,,,,,,,
309,PT11M02.00S,2022-01-27T01:16:06.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630591,8.229303547963205,47.30392156862745,1610612753,50,51,2022-01-27T01:16:15Z,3080000,13.0,25.0,1,left,J. Suggs running Layup (12 PTS) (F. Wagner 5 AST),"[1630591, 1630532]",1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,,,,,,Made,12.0,,,,,2.83,F. Wagner,1630532.0,5.0,,,,,,
311,PT10M48.00S,2022-01-27T01:16:19.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201587,81.8166885676741,51.470588235294116,1610612746,50,51,2022-01-27T01:16:32Z,3100000,7.0,118.0,1,right,MISS N. Batum 11' driving floating bank Shot,[201587],1610612746.0,LAC,driving floating bank,,,Batum,N. Batum,,,,,,,,,,Missed,,,,,,11.86,,,,,,,,,
312,PT10M47.00S,2022-01-27T01:16:20.8Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,50,51,2022-01-27T01:23:32Z,3110000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,311.0,5.0,4.0,1.0,,,,,,,,,,
313,PT10M47.00S,2022-01-27T01:16:29.2Z,3,REGULAR,foul,personal,[],201587,,,1610612753,50,51,2022-01-27T01:23:37Z,3120000,,,0,,N. Batum personal FOUL (2 PF),"[201587, 1628976]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,203593.0,2.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,
315,PT10M32.00S,2022-01-27T01:16:52.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,15.325229960578188,47.30392156862745,1610612753,52,51,2022-01-27T01:17:02Z,3140000,13.0,92.0,1,left,C. Anthony 9' turnaround Jump Shot (6 PTS),[1630175],1610612753.0,ORL,turnaround,,,Anthony,C. Anthony,,,,,,,,,,Made,6.0,,,,,9.26,,,,,,,,,
316,PT10M20.00S,2022-01-27T01:17:05.6Z,3,REGULAR,turnover,bad pass,[],202704,,,1610612746,52,51,2022-01-27T01:17:11Z,3150000,,,0,,R. Jackson bad pass TURNOVER (3 TO),"[202704, 1630175]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,3.0,Anthony,1630175.0,,,
317,PT10M20.00S,2022-01-27T01:17:05.6Z,3,REGULAR,steal,,[],1630175,,,1610612753,52,51,2022-01-27T01:17:08Z,3160000,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT10M15.00S,2022-01-27T01:17:10.1Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630532,5.995400788436268,50.0,1610612753,54,51,2022-01-27T01:18:35Z,3170000,0.0,4.0,1,left,F. Wagner running alley-oop DUNK (7 PTS) (C. Anthony 5 AST),"[1630532, 1630175]",1610612753.0,ORL,running alley-oop,,,Wagner,F. Wagner,,,,,,,,,,Made,7.0,,,,,0.39,C. Anthony,1630175.0,5.0,,,,,,
320,PT09M58.00S,2022-01-27T01:17:26.9Z,3,REGULAR,3pt,Jump Shot,[],1629599,67.49342969776609,61.51960784313726,1610612746,54,54,2022-01-27T01:17:34Z,3190000,58.0,253.0,1,right,A. Coffey 25' 3PT bank (10 PTS) (I. Zubac 2 AST),"[1629599, 1627826]",1610612746.0,LAC,bank,,,Coffey,A. Coffey,,,,,,,,,,Made,10.0,,,,,25.96,I. Zubac,1627826.0,2.0,,,,,,
322,PT09M47.00S,2022-01-27T01:17:41.2Z,3,REGULAR,foul,personal,[],1627826,,,1610612753,54,54,2022-01-27T01:17:50Z,3210000,,,0,,I. Zubac personal FOUL (3 PF),"[1627826, 1628976]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,200834.0,3.0,1.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,
324,PT09M39.00S,2022-01-27T01:18:14.7Z,3,REGULAR,foul,offensive,[],1628976,,,1610612753,54,54,2022-01-27T01:18:25Z,3230000,,,0,,W. Carter Jr. off-the-ball offensive FOUL (2 PF),"[1628976, 201587]",1610612753.0,ORL,off-the-ball,,,Carter Jr.,W. Carter Jr.,,,,,200834.0,2.0,0.0,Batum,201587.0,,,,,,,,,,,,,,,,
326,PT09M39.00S,2022-01-27T01:18:14.7Z,3,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,54,54,2022-01-27T01:18:14Z,3250000,,,0,,W. Carter Jr. offensive foul TURNOVER (3 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,200834.0,,,,,,,,,,,,,,,3.0,,,,,
327,PT09M28.00S,2022-01-27T01:18:39.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202704,91.80354796320631,55.63725490196079,1610612746,54,54,2022-01-27T01:18:58Z,3260000,28.0,25.0,1,right,MISS R. Jackson driving Layup,[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,,,,,,Missed,,,,,,3.74,,,,,,,,,
328,PT09M24.00S,2022-01-27T01:18:43.6Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,54,54,2022-01-27T01:18:43Z,3270000,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,327.0,3.0,3.0,0.0,,,,,,,,,,
329,PT09M20.00S,2022-01-27T01:18:47.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,7.703679369250986,48.77450980392157,1610612753,56,54,2022-01-27T01:20:26Z,3280000,6.0,20.0,1,left,W. Carter Jr. running Layup (7 PTS) (F. Wagner 6 AST),"[1628976, 1630532]",1610612753.0,ORL,running,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,Made,7.0,,,,,2.08,F. Wagner,1630532.0,6.0,,,,,,
331,PT09M10.00S,2022-01-27T01:18:57.5Z,3,REGULAR,3pt,Jump Shot,[],1629599,69.20170827858082,72.54901960784314,1610612746,56,57,2022-01-27T01:19:17Z,3300000,113.0,237.0,1,right,A. Coffey 26' 3PT pullup (13 PTS),[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,,,,,,Made,13.0,,,,,26.24,,,,,,,,,
332,PT08M54.00S,2022-01-27T01:19:13.5Z,3,REGULAR,3pt,Jump Shot,[],1630175,30.56833114323259,27.205882352941174,1610612753,59,57,2022-01-27T01:19:20Z,3310000,114.0,235.0,1,left,C. Anthony 26' 3PT  (9 PTS) (M. Bamba 1 AST),"[1630175, 1628964]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,Made,9.0,,,,,26.1,M. Bamba,1628964.0,1.0,,,,,,
334,PT08M35.00S,2022-01-27T01:19:32.2Z,3,REGULAR,2pt,Jump Shot,[],1629599,78.53153745072274,28.921568627450984,1610612746,59,57,2022-01-27T01:19:39Z,3330000,-105.0,149.0,1,right,MISS A. Coffey 18' pullup Shot,[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,,,,,,Missed,,,,,,18.28,,,,,,,,,
335,PT08M33.00S,2022-01-27T01:19:34.2Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,59,57,2022-01-27T01:19:39Z,3340000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,334.0,6.0,5.0,1.0,,,,,,,,,,
336,PT08M28.00S,2022-01-27T01:19:40.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,7.966491458607096,52.69607843137255,1610612753,59,57,2022-01-27T01:19:53Z,3350000,-13.0,22.0,1,left,MISS J. Suggs driving Layup,[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,,,,,,Missed,,,,,,2.62,,,,,,,,,
337,PT08M23.00S,2022-01-27T01:19:45.0Z,3,REGULAR,rebound,defensive,[],202704,,,1610612746,59,57,2022-01-27T01:20:36Z,3360000,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,336.0,2.0,2.0,0.0,,,,,,,,,,
338,PT08M21.00S,2022-01-27T01:19:46.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202704,88.51839684625493,48.529411764705884,1610612746,59,57,2022-01-27T01:21:06Z,3370000,-7.0,55.0,1,right,MISS R. Jackson running Layup - blocked,"[202704, 1630175]",1610612746.0,LAC,running,,,Jackson,R. Jackson,,,,,,,,,,Missed,,,,,,5.59,,,,,,,Anthony,1630175.0,
339,PT08M21.00S,2022-01-27T01:19:46.7Z,3,REGULAR,block,,[],1630175,,,1610612746,59,57,2022-01-27T01:19:49Z,3380000,,,0,,C. Anthony BLOCK (1 BLK),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT08M18.00S,2022-01-27T01:19:49.7Z,3,REGULAR,rebound,defensive,[],1630175,,,1610612753,59,57,2022-01-27T01:20:00Z,3390000,,,0,,C. Anthony REBOUND (Off:0 Def:4),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,338.0,4.0,4.0,0.0,,,,,,,,,,
341,PT08M16.00S,2022-01-27T01:19:52.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,5.206964520367937,50.0,1610612753,61,57,2022-01-27T01:20:13Z,3400000,0.0,-4.0,1,left,M. Bamba running DUNK (6 PTS) (C. Anthony 6 AST),"[1628964, 1630175]",1610612753.0,ORL,running,,,Bamba,M. Bamba,,,,,,,,,,Made,6.0,,,,,0.36,C. Anthony,1630175.0,6.0,,,,,,
343,PT08M16.00S,2022-01-27T01:20:11.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612746,61,57,2022-01-27T01:20:11Z,3420000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT08M16.00S,2022-01-27T01:22:06.9Z,3,REGULAR,substitution,out,[],202704,,,1610612746,61,57,2022-01-27T01:22:56Z,3430000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT08M16.00S,2022-01-27T01:22:06.9Z,3,REGULAR,substitution,in,[],202339,,,1610612746,61,57,2022-01-27T01:22:56Z,3440000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT08M02.00S,2022-01-27T01:23:07.7Z,3,REGULAR,3pt,Jump Shot,[],201587,73.80091984231275,14.215686274509803,1610612746,61,57,2022-01-27T01:23:12Z,3450000,-179.0,194.0,1,right,MISS N. Batum 26' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,Missed,,,,,,26.37,,,,,,,,,
347,PT07M58.00S,2022-01-27T01:23:11.7Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,61,57,2022-01-27T01:23:12Z,3460000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,346.0,7.0,6.0,1.0,,,,,,,,,,
348,PT07M55.00S,2022-01-27T01:23:16.9Z,3,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612753,61,57,2022-01-27T01:23:29Z,3470000,,,0,,I. Zubac shooting personal FOUL (4 PF) (Anthony 2 FT),"[1627826, 1630175]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,203593.0,4.0,1.0,Anthony,1630175.0,,,,,,,,,,,,,,,,
350,PT07M55.00S,2022-01-27T01:23:56.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630175,,,1610612753,62,57,2022-01-27T01:23:56Z,3490000,,,0,,C. Anthony Free Throw 1 of 2 (10 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
351,PT07M55.00S,2022-01-27T01:23:57.3Z,3,REGULAR,substitution,out,[],1627826,,,1610612753,62,57,2022-01-27T01:24:04Z,3500000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT07M55.00S,2022-01-27T01:23:57.3Z,3,REGULAR,substitution,in,[],1628392,,,1610612753,62,57,2022-01-27T01:24:04Z,3510000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
