actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
89,PT04M47.00S,2021-11-14T00:25:26.2Z,1,REGULAR,2pt,Jump Shot,[],1628976,74.95072273324573,44.85294117647059,1610612753,18,17,2021-11-14T00:25:31Z,880000,-26.0,183.0,1,right,MISS W. Carter Jr. 18' Jump Shot,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,18.48,Missed,,,,,,,,,,,,,,,,
90,PT04M44.00S,2021-11-14T00:25:29.2Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,18,17,2021-11-14T00:25:31Z,890000,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,
91,PT04M43.00S,2021-11-14T00:25:33.6Z,1,REGULAR,foul,personal,[],1628976,,,1610612764,18,17,2021-11-14T00:26:18Z,900000,,,0,,W. Carter Jr. personal FOUL (2 PF),"[1628976, 1626149]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,1193.0,2.0,0.0,Harrell,1626149.0,,,,,,,
93,PT04M43.00S,2021-11-14T00:25:45.0Z,1,REGULAR,substitution,out,[],1628976,,,1610612764,18,17,2021-11-14T00:25:52Z,920000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M43.00S,2021-11-14T00:25:45.0Z,1,REGULAR,substitution,out,[],1628988,,,1610612764,18,17,2021-11-14T00:25:52Z,930000,,,0,,SUB out: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M43.00S,2021-11-14T00:25:45.0Z,1,REGULAR,substitution,in,[],1628964,,,1610612764,18,17,2021-11-14T00:25:52Z,940000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M43.00S,2021-11-14T00:25:45.0Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,18,17,2021-11-14T00:25:52Z,950000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M31.00S,2021-11-14T00:26:15.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,6.750985545335084,56.127450980392155,1610612764,18,19,2021-11-14T00:26:22Z,960000,-31.0,11.0,1,left,M. Harrell driving Layup (4 PTS),[1626149],1610612764.0,WAS,driving,,,Harrell,M. Harrell,,,,,,,,3.25,Made,,,,,,,,,,4.0,,,,,,
98,PT04M14.00S,2021-11-14T00:26:31.9Z,1,REGULAR,3pt,Jump Shot,[],1628964,75.73915900131406,85.29411764705883,1610612753,18,19,2021-11-14T00:26:36Z,970000,176.0,176.0,1,right,MISS M. Bamba 24' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,24.9,Missed,,,,,,,,,,,,,,,,
99,PT04M11.00S,2021-11-14T00:26:34.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,18,19,2021-11-14T00:26:36Z,980000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,98.0,2.0,2.0,0.0,,,,,,,,,,,,
100,PT04M01.00S,2021-11-14T00:26:44.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628398,7.670827858081481,47.05882352941176,1610612764,18,21,2021-11-14T00:26:51Z,990000,15.0,20.0,1,left,K. Kuzma driving DUNK (4 PTS) (M. Harrell 2 AST),"[1628398, 1626149]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,,,,2.45,Made,,,,,,,,,,4.0,M. Harrell,1626149.0,2.0,,,
102,PT03M50.00S,2021-11-14T00:26:55.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630175,92.42772667542707,60.78431372549019,1610612753,18,21,2021-11-14T00:27:01Z,1010000,54.0,19.0,1,right,MISS C. Anthony driving DUNK,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,,,,5.71,Missed,,,,,,,,,,,,,,,,
103,PT03M49.00S,2021-11-14T00:26:57.0Z,1,REGULAR,rebound,offensive,[],203914,,,1610612753,18,21,2021-11-14T00:26:57Z,1020000,,,0,,G. Harris REBOUND (Off:1 Def:0),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,102.0,1.0,0.0,1.0,,,,,,,,,,,,
104,PT03M47.00S,2021-11-14T00:26:58.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629643,69.03745072273324,38.970588235294116,1610612753,18,21,2021-11-14T00:27:05Z,1030000,-55.0,239.0,1,right,MISS C. Okeke 24' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,24.48,Missed,,,,,,,,,,,,,,,,
105,PT03M47.00S,2021-11-14T00:26:58.4Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,18,21,2021-11-14T00:27:05Z,1040000,,,0,,M. Harrell REBOUND (Off:0 Def:1),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,
106,PT03M36.00S,2021-11-14T00:27:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203526,8.065045992115643,43.13725490196079,1610612764,18,21,2021-11-14T00:27:19Z,1050000,34.0,23.0,1,left,MISS R. Neto driving Layup - blocked,"[203526, 1628964]",1610612764.0,WAS,driving,,,Neto,R. Neto,,,,,,,,4.15,Missed,,,,,,,,,,,,,,Bamba,1628964.0,
107,PT03M36.00S,2021-11-14T00:27:11.2Z,1,REGULAR,block,,[],1628964,,,1610612764,18,21,2021-11-14T00:27:14Z,1060000,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M36.00S,2021-11-14T00:27:11.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,18,21,2021-11-14T00:27:19Z,1070000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,
109,PT03M36.00S,2021-11-14T00:27:16.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,18,21,2021-11-14T00:27:16Z,1080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M36.00S,2021-11-14T00:27:17.5Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,18,21,2021-11-14T00:27:26Z,1090000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M36.00S,2021-11-14T00:27:17.5Z,1,REGULAR,substitution,in,[],1630264,,,1610612764,18,21,2021-11-14T00:27:26Z,1100000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M36.00S,2021-11-14T00:27:30.1Z,1,REGULAR,substitution,out,[],1630175,,,1610612764,18,21,2021-11-14T00:27:33Z,1110000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M36.00S,2021-11-14T00:27:30.1Z,1,REGULAR,substitution,in,[],1630591,,,1610612764,18,21,2021-11-14T00:27:33Z,1120000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M29.00S,2021-11-14T00:27:49.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,7.933639947437584,55.14705882352941,1610612764,18,23,2021-11-14T00:27:55Z,1130000,-26.0,22.0,1,left,M. Harrell Layup (6 PTS) (R. Neto 1 AST),"[1626149, 203526]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,3.39,Made,,,,,,,,,,6.0,R. Neto,203526.0,1.0,,,
116,PT03M17.00S,2021-11-14T00:28:01.7Z,1,REGULAR,turnover,out-of-bounds,[],203082,,,1610612753,18,23,2021-11-14T00:28:12Z,1150000,,,0,,T. Ross lost ball out-of-bounds TURNOVER (1 TO),[203082],1610612753.0,ORL,lost ball,,,Ross,T. Ross,,,,,1.0,,,,,,,,,1193.0,,,,,,,,,,,
117,PT03M17.00S,2021-11-14T00:28:05.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,18,23,2021-11-14T00:28:05Z,1160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M53.00S,2021-11-14T00:28:29.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626149,30.66688567674113,45.58823529411765,1610612764,18,23,2021-11-14T00:28:35Z,1170000,22.0,236.0,1,left,MISS M. Harrell 23' Jump Shot,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,23.68,Missed,,,,,,,,,,,,,,,,
119,PT02M51.00S,2021-11-14T00:28:31.5Z,1,REGULAR,rebound,defensive,[],203082,,,1610612753,18,23,2021-11-14T00:28:35Z,1180000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,
120,PT02M41.00S,2021-11-14T00:28:41.3Z,1,REGULAR,3pt,Jump Shot,[],1628964,68.11760840998686,40.44117647058824,1610612753,18,23,2021-11-14T00:28:45Z,1190000,-48.0,247.0,1,right,MISS M. Bamba 25' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,25.18,Missed,,,,,,,,,,,,,,,,
121,PT02M39.00S,2021-11-14T00:28:43.3Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,18,23,2021-11-14T00:28:45Z,1200000,,,0,,M. Harrell REBOUND (Off:0 Def:2),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,120.0,2.0,2.0,0.0,,,,,,,,,,,,
122,PT02M28.00S,2021-11-14T00:28:54.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,13.978318002628114,59.31372549019608,1610612764,18,23,2021-11-14T00:29:03Z,1210000,-47.0,79.0,1,left,MISS R. Neto 9' driving floating Shot,[203526],1610612764.0,WAS,driving floating,,,Neto,R. Neto,,,,,,,,9.16,Missed,,,,,,,,,,,,,,,,
124,PT02M28.00S,2021-11-14T00:28:54.9Z,1,REGULAR,rebound,offensive,[],1630264,,,1610612764,18,23,2021-11-14T00:29:19Z,1230000,,,0,,A. Gill REBOUND (Off:1 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,122.0,1.0,0.0,1.0,,,,,,,,,,,,
127,PT02M19.00S,2021-11-14T00:29:08.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,8.722076215505908,5.14705882352942,1610612764,18,26,2021-11-14T00:30:56Z,1260000,224.0,29.0,1,left,D. Avdija 3PT  (3 PTS) (C. Kispert 1 AST),"[1630166, 1630557]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,22.62,Made,,,,,,,,,,3.0,C. Kispert,1630557.0,1.0,,,
128,PT02M01.00S,2021-11-14T00:29:22.7Z,1,REGULAR,foul,personal,[],203526,,,1610612753,18,26,2021-11-14T00:29:47Z,1270000,,,0,,R. Neto personal FOUL (1 PF),"[203526, 1628964]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,1193.0,1.0,0.0,Bamba,1628964.0,,,,,,,
130,PT02M01.00S,2021-11-14T00:30:00.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,18,26,2021-11-14T00:30:00Z,1290000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M01.00S,2021-11-14T00:31:22.9Z,1,REGULAR,substitution,out,[],203526,,,1610612753,18,26,2021-11-14T00:32:07Z,1300000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M01.00S,2021-11-14T00:31:22.9Z,1,REGULAR,substitution,in,[],203915,,,1610612753,18,26,2021-11-14T00:32:07Z,1310000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M52.00S,2021-11-14T00:32:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,86.51445466491458,38.725490196078425,1610612753,18,26,2021-11-14T00:32:31Z,1320000,-56.0,74.0,1,right,MISS T. Ross 9' driving floating Shot,[203082],1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,,,,9.33,Missed,,,,,,,,,,,,,,,,
138,PT01M51.00S,2021-11-14T00:32:26.8Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612753,18,26,2021-11-14T00:32:31Z,1330000,,,0,,M. Bamba REBOUND (Off:2 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,137.0,3.0,1.0,2.0,,,,,,,,,,,,
139,PT01M45.00S,2021-11-14T00:32:34.2Z,1,REGULAR,turnover,out-of-bounds,[],1629643,,,1610612753,18,26,2021-11-14T00:32:43Z,1340000,,,0,,C. Okeke bad pass out-of-bounds TURNOVER (1 TO),[1629643],1610612753.0,ORL,bad pass,,,Okeke,C. Okeke,,,,,1.0,,,,,,,,,1627529.0,,,,,,,,,,,
140,PT01M45.00S,2021-11-14T00:32:41.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,18,26,2021-11-14T00:32:41Z,1350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M27.00S,2021-11-14T00:32:59.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626149,8.459264126149804,61.27450980392157,1610612764,18,26,2021-11-14T00:33:09Z,1360000,-56.0,27.0,1,left,MISS M. Harrell 6' Layup,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,6.25,Missed,,,,,,,,,,,,,,,,
142,PT01M25.00S,2021-11-14T00:33:01.4Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,18,26,2021-11-14T00:33:09Z,1370000,,,0,,M. Bamba REBOUND (Off:2 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,141.0,4.0,2.0,2.0,,,,,,,,,,,,
143,PT01M22.00S,2021-11-14T00:33:06.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629643,88.74835742444152,41.17647058823529,1610612753,18,26,2021-11-14T00:37:57Z,1380000,-44.0,53.0,1,right,MISS C. Okeke 6' running Layup - blocked,"[1629643, 1630166]",1610612753.0,ORL,running,,,Okeke,C. Okeke,,,,,,,,6.92,Missed,,,,,,,,,,,,,,Avdija,1630166.0,
144,PT01M22.00S,2021-11-14T00:33:06.5Z,1,REGULAR,block,,[],1630166,,,1610612753,18,26,2021-11-14T00:33:11Z,1390000,,,0,,D. Avdija BLOCK (1 BLK),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M22.00S,2021-11-14T00:33:06.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,18,26,2021-11-14T00:33:38Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,
146,PT01M22.00S,2021-11-14T00:33:13.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,18,26,2021-11-14T00:33:13Z,1410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M17.00S,2021-11-14T00:33:29.8Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,18,26,2021-11-14T00:38:54Z,1420000,,,0,,J. Suggs bad pass TURNOVER (2 TO),"[1630591, 1630166]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,2.0,Avdija,1630166.0,,,,,,,,,,,,,,,,,,
148,PT01M17.00S,2021-11-14T00:33:29.8Z,1,REGULAR,steal,,[],1630166,,,1610612764,18,26,2021-11-14T00:38:54Z,1430000,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M17.00S,2021-11-14T00:33:36.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612764,18,26,2021-11-14T00:33:36Z,1440000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M07.00S,2021-11-14T00:35:05.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630557,37.10578186596584,61.51960784313725,1610612764,18,26,2021-11-14T00:35:12Z,1450000,-58.0,296.0,1,left,MISS C. Kispert 30' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,30.18,Missed,,,,,,,,,,,,,,,,
151,PT01M01.00S,2021-11-14T00:35:11.0Z,1,REGULAR,rebound,offensive,[],1630166,,,1610612764,18,26,2021-11-14T01:14:58Z,1460000,,,0,,D. Avdija REBOUND (Off:1 Def:0),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,,,,
152,PT01M00.00S,2021-11-14T00:35:13.9Z,1,REGULAR,turnover,traveling,[],1630166,,,1610612764,18,26,2021-11-14T00:35:26Z,1470000,,,0,,D. Avdija traveling TURNOVER (1 TO),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,1.0,,,,,,,,,1151.0,,,,,,,,,,,
153,PT00M45.70S,2021-11-14T00:35:43.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628964,88.2227332457293,58.33333333333333,1610612753,18,26,2021-11-14T00:35:48Z,1480000,42.0,58.0,1,right,MISS M. Bamba 7' Hook,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,7.16,Missed,,,,,,,,,,,,,,,,
154,PT00M43.90S,2021-11-14T00:35:44.9Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,18,26,2021-11-14T00:35:48Z,1490000,,,0,,D. Avdija REBOUND (Off:1 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,153.0,2.0,1.0,1.0,,,,,,,,,,,,
155,PT00M33.70S,2021-11-14T00:35:55.4Z,1,REGULAR,turnover,bad pass,[],203915,,,1610612764,18,26,2021-11-14T00:36:00Z,1500000,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 1628964]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,1.0,Bamba,1628964.0,,,,,,,,,,,,,,,,,,
156,PT00M33.70S,2021-11-14T00:35:55.4Z,1,REGULAR,steal,,[],1628964,,,1610612753,18,26,2021-11-14T00:35:57Z,1510000,,,0,,M. Bamba STEAL (1 STL),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M29.50S,2021-11-14T00:35:59.4Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203914,67.85479632063075,36.029411764705884,1610612753,18,26,2021-11-14T00:42:45Z,1520000,-70.0,250.0,1,right,MISS G. Harris 25' running pullup 3PT,[203914],1610612753.0,ORL,running pullup,,,Harris,G. Harris,,,,,,,,25.93,Missed,,,,,,,,,,,,,,,,
158,PT00M28.20S,2021-11-14T00:36:00.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,18,26,2021-11-14T00:36:03Z,1530000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,157.0,,,,,,,,,,,,,,,
159,PT00M28.20S,2021-11-14T00:36:07.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,18,26,2021-11-14T00:36:07Z,1540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M11.50S,2021-11-14T00:36:33.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626149,13.84691195795007,42.15686274509803,1610612764,18,26,2021-11-14T00:44:55Z,1550000,39.0,78.0,1,left,MISS M. Harrell 8' turnaround Shot,[1626149],1610612764.0,WAS,turnaround,,,Harrell,M. Harrell,,,,,,,,8.7,Missed,,,,,,,,,,,,,,,,
161,PT00M09.50S,2021-11-14T00:36:35.4Z,1,REGULAR,rebound,offensive,[],1630264,,,1610612764,18,26,2021-11-14T00:44:55Z,1560000,,,0,,A. Gill REBOUND (Off:2 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,160.0,2.0,0.0,2.0,,,,,,,,,,,,
162,PT00M08.00S,2021-11-14T00:36:41.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630264,5.590000152587891,50.0,1610612764,18,28,2021-11-14T00:45:17Z,1570000,0.0,0.0,1,left,A. Gill putback Layup (2 PTS),[1630264],1610612764.0,WAS,putback,,,Gill,A. Gill,,,,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,
163,PT00M00.40S,2021-11-14T00:36:42.6Z,1,REGULAR,3pt,Jump Shot,[],1630591,69.1688567674113,63.23529411764706,1610612753,18,28,2021-11-14T00:36:48Z,1580000,66.0,237.0,1,right,MISS J. Suggs 24' step back 3PT,[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,,,,24.64,Missed,,,,,,,,,,,,,,,,
164,PT00M00.40S,2021-11-14T00:36:42.6Z,1,REGULAR,rebound,defensive,[],1626149,,,1610612764,18,28,2021-11-14T00:36:48Z,1590000,,,0,,M. Harrell REBOUND (Off:0 Def:3),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,163.0,3.0,3.0,0.0,,,,,,,,,,,,
165,PT00M00.00S,2021-11-14T00:36:53.4Z,1,REGULAR,period,end,[],0,,,1610612764,18,28,2021-11-14T00:36:53Z,1600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-11-14T00:36:57.0Z,2,REGULAR,substitution,out,['startperiod'],1629643,,,1610612764,18,28,2021-11-14T00:39:12Z,1610000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-14T00:36:57.0Z,2,REGULAR,substitution,out,['startperiod'],203914,,,1610612764,18,28,2021-11-14T00:39:12Z,1620000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-11-14T00:36:57.0Z,2,REGULAR,substitution,out,['startperiod'],1630557,,,1610612764,18,28,2021-11-14T00:39:12Z,1630000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-11-14T00:36:57.0Z,2,REGULAR,substitution,in,['startperiod'],1630532,,,1610612764,18,28,2021-11-14T00:39:12Z,1640000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-11-14T00:36:57.0Z,2,REGULAR,substitution,in,['startperiod'],1630181,,,1610612764,18,28,2021-11-14T00:39:12Z,1650000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-11-14T00:36:57.0Z,2,REGULAR,substitution,in,['startperiod'],203484,,,1610612764,18,28,2021-11-14T00:39:12Z,1660000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-11-14T00:39:21.3Z,2,REGULAR,period,start,[],0,,,1610612764,18,28,2021-11-14T00:39:21Z,1670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M42.00S,2021-11-14T00:39:38.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,11.744415243101187,58.33333333333333,1610612764,18,28,2021-11-14T00:39:44Z,1680000,-42.0,58.0,1,left,MISS M. Harrell 7' alley-oop DUNK,[1626149],1610612764.0,WAS,alley-oop,,,Harrell,M. Harrell,,,,,,,,7.14,Missed,,,,,,,,,,,,,,,,
175,PT11M40.00S,2021-11-14T00:39:40.1Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,18,28,2021-11-14T00:39:44Z,1690000,,,0,,M. Bamba REBOUND (Off:2 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,174.0,5.0,3.0,2.0,,,,,,,,,,,,
176,PT11M32.00S,2021-11-14T00:39:48.0Z,2,REGULAR,3pt,Jump Shot,[],1628964,67.7233902759527,60.53921568627451,1610612753,18,28,2021-11-14T00:39:54Z,1700000,53.0,251.0,1,right,MISS M. Bamba 25' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,25.64,Missed,,,,,,,,,,,,,,,,
177,PT11M29.00S,2021-11-14T00:39:51.0Z,2,REGULAR,rebound,defensive,[],203915,,,1610612764,18,28,2021-11-14T00:39:54Z,1710000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:3),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,176.0,4.0,3.0,1.0,,,,,,,,,,,,
178,PT11M17.00S,2021-11-14T00:40:02.6Z,2,REGULAR,3pt,Jump Shot,[],203484,23.04533508541394,92.40196078431373,1610612764,18,28,2021-11-14T00:40:08Z,1720000,-212.0,164.0,1,left,MISS K. Caldwell-Pope 26' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,26.81,Missed,,,,,,,,,,,,,,,,
179,PT11M14.00S,2021-11-14T00:40:05.6Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,18,28,2021-11-14T00:40:08Z,1730000,,,0,,M. Bamba REBOUND (Off:2 Def:4),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,178.0,6.0,4.0,2.0,,,,,,,,,,,,
