actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
534,PT09M11.00S,2022-03-09T01:57:32.9Z,4,REGULAR,rebound,offensive,[],1629021,,,1610612753,80,82,2022-03-09T01:57:32Z,5310000,,,0,,M. Wagner REBOUND (Off:2 Def:3),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,533.0,5.0,3.0,2.0,,,,,,,,,,,
535,PT09M10.00S,2022-03-09T01:57:33.9Z,4,REGULAR,turnover,bad pass,[],1629021,,,1610612753,80,82,2022-03-09T01:57:42Z,5320000,,,0,,M. Wagner bad pass TURNOVER (2 TO),"[1629021, 1628969]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,2.0,,,,,,,,Bridges,1628969.0,
536,PT09M10.00S,2022-03-09T01:57:33.9Z,4,REGULAR,steal,,[],1628969,,,1610612756,80,82,2022-03-09T01:57:37Z,5330000,,,0,,M. Bridges STEAL (3 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT09M05.00S,2022-03-09T01:57:38.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629013,86.67871222076215,2.941176470588235,1610612756,80,85,2022-03-09T01:57:54Z,5340000,-235.0,73.0,1,right,L. Shamet 24' 3PT running (15 PTS) (C. Payne 9 AST),"[1629013, 1626166]",1610612756.0,PHX,running,,,Shamet,L. Shamet,,,,,24.63,Made,15.0,C. Payne,1626166.0,9.0,,,,,,,,,,,,,,,
539,PT08M45.00S,2022-03-09T01:58:01.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626166,,,1610612753,80,85,2022-03-09T01:58:13Z,5360000,,,0,,C. Payne shooting personal FOUL (2 PF) (Wagner 2 FT),"[1626166, 1629021]",1610612756.0,PHX,shooting,,,Payne,C. Payne,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Wagner,1629021.0,,,,,
541,PT08M45.00S,2022-03-09T01:58:28.5Z,4,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,81,85,2022-03-09T01:58:28Z,5380000,,,0,,M. Wagner Free Throw 1 of 2 (7 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
542,PT08M45.00S,2022-03-09T01:58:43.9Z,4,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,82,85,2022-03-09T01:58:44Z,5390000,,,0,,M. Wagner Free Throw 2 of 2 (8 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
543,PT08M31.00S,2022-03-09T01:59:04.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,82,85,2022-03-09T01:59:04Z,5400000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M24.00S,2022-03-09T02:02:06.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,86.15308804204993,50.0,1610612756,82,85,2022-03-09T02:02:10Z,5410000,0.0,78.0,1,right,MISS C. Payne 7' driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,7.77,Missed,,,,,,,,,,,,,,,,,,,
545,PT08M21.00S,2022-03-09T02:02:09.1Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,82,85,2022-03-09T02:02:54Z,5420000,,,0,,M. Wagner REBOUND (Off:2 Def:4),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,544.0,6.0,4.0,2.0,,,,,,,,,,,
546,PT08M16.00S,2022-03-09T02:02:14.2Z,4,REGULAR,3pt,Jump Shot,[],1629021,5.206964520367937,3.431372549019608,1610612753,82,85,2022-03-09T02:02:22Z,5430000,233.0,-4.0,1,left,MISS M. Wagner 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
547,PT08M13.00S,2022-03-09T02:02:17.2Z,4,REGULAR,rebound,defensive,[],1629013,,,1610612756,82,85,2022-03-09T02:02:22Z,5440000,,,0,,L. Shamet REBOUND (Off:0 Def:3),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,546.0,3.0,3.0,0.0,,,,,,,,,,,
548,PT08M02.00S,2022-03-09T02:02:28.9Z,4,REGULAR,3pt,Jump Shot,[],1629013,73.53810775295663,80.14705882352942,1610612756,82,88,2022-03-09T02:02:33Z,5450000,151.0,196.0,1,right,L. Shamet 24' 3PT  (18 PTS) (C. Payne 10 AST),"[1629013, 1626166]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,24.74,Made,18.0,C. Payne,1626166.0,10.0,,,,,,,,,,,,,,,
550,PT07M37.00S,2022-03-09T02:02:52.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,11.777266754270697,43.627450980392155,1610612753,82,88,2022-03-09T02:02:57Z,5470000,32.0,58.0,1,left,MISS C. Anthony 6' driving floating bank Shot,[1630175],1610612753.0,ORL,driving floating bank,,,Anthony,C. Anthony,,,,,6.64,Missed,,,,,,,,,,,,,,,,,,,
551,PT07M37.00S,2022-03-09T02:02:52.6Z,4,REGULAR,rebound,defensive,[],1629028,,,1610612756,82,88,2022-03-09T02:02:57Z,5480000,,,0,,D. Ayton REBOUND (Off:2 Def:13),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,550.0,15.0,13.0,2.0,,,,,,,,,,,
552,PT07M30.00S,2022-03-09T02:03:04.1Z,4,REGULAR,foul,offensive,['inpenalty'],1629028,,,1610612756,82,88,2022-03-09T02:03:13Z,5490000,,,0,,D. Ayton off-the-ball offensive FOUL (3 PF),"[1629028, 1629021]",1610612756.0,PHX,off-the-ball,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,101284.0,3.0,0.0,Wagner,1629021.0,,,,,
554,PT07M30.00S,2022-03-09T02:03:04.1Z,4,REGULAR,turnover,offensive foul,[],1629028,,,1610612756,82,88,2022-03-09T02:03:04Z,5510000,,,0,,D. Ayton offensive foul TURNOVER (2 TO),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,2.0,101284.0,,,,,,,,,
555,PT07M30.00S,2022-03-09T02:03:11.3Z,4,REGULAR,substitution,out,[],203914,,,1610612753,82,88,2022-03-09T02:03:21Z,5520000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT07M30.00S,2022-03-09T02:03:11.3Z,4,REGULAR,substitution,out,[],203082,,,1610612753,82,88,2022-03-09T02:03:21Z,5530000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M30.00S,2022-03-09T02:03:11.3Z,4,REGULAR,substitution,in,[],1630181,,,1610612753,82,88,2022-03-09T02:03:21Z,5540000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT07M30.00S,2022-03-09T02:03:11.3Z,4,REGULAR,substitution,in,[],1630532,,,1610612753,82,88,2022-03-09T02:03:21Z,5550000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M17.00S,2022-03-09T02:03:43.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630175,23.209592641261498,86.27450980392157,1610612753,82,88,2022-03-09T02:03:49Z,5560000,-181.0,166.0,1,left,MISS C. Anthony 24' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,24.57,Missed,,,,,,,,,,,,,,,,,,,
560,PT07M14.00S,2022-03-09T02:03:46.5Z,4,REGULAR,rebound,defensive,[],203109,,,1610612756,82,88,2022-03-09T02:03:49Z,5570000,,,0,,J. Crowder REBOUND (Off:0 Def:10),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,559.0,10.0,10.0,0.0,,,,,,,,,,,
561,PT06M58.00S,2022-03-09T02:04:01.8Z,4,REGULAR,2pt,Jump Shot,[],203109,75.3777923784494,27.696078431372552,1610612756,82,90,2022-03-09T02:04:09Z,5580000,-112.0,179.0,1,right,J. Crowder 21' step back Jump Shot (4 PTS),[203109],1610612756.0,PHX,step back,,,Crowder,J. Crowder,,,,,21.08,Made,4.0,,,,,,,,,,,,,,,,,,
562,PT06M39.00S,2022-03-09T02:04:25.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629028,,,1610612753,82,90,2022-03-09T02:04:49Z,5590000,,,0,,D. Ayton shooting personal FOUL (4 PF) (Wagner 2 FT),"[1629028, 1629021]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,1151.0,4.0,0.0,Wagner,1629021.0,,,,,
564,PT06M39.00S,2022-03-09T02:04:49.5Z,4,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,83,90,2022-03-09T02:04:49Z,5610000,,,0,,M. Wagner Free Throw 1 of 2 (9 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
565,PT06M39.00S,2022-03-09T02:05:07.8Z,4,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,84,90,2022-03-09T02:05:07Z,5620000,,,0,,M. Wagner Free Throw 2 of 2 (10 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
566,PT06M31.00S,2022-03-09T02:05:18.2Z,4,REGULAR,3pt,Jump Shot,[],203109,76.69185282522996,86.27450980392157,1610612756,84,93,2022-03-09T02:05:23Z,5630000,181.0,167.0,1,right,J. Crowder 24' 3PT  (7 PTS) (C. Payne 11 AST),"[203109, 1626166]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,24.63,Made,7.0,C. Payne,1626166.0,11.0,,,,,,,,,,,,,,,
568,PT06M20.00S,2022-03-09T02:05:29.1Z,4,REGULAR,3pt,Jump Shot,[],1629643,24.26084099868594,13.480392156862745,1610612753,84,93,2022-03-09T02:05:34Z,5650000,183.0,176.0,1,left,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
569,PT06M17.00S,2022-03-09T02:05:32.1Z,4,REGULAR,rebound,defensive,[],1629028,,,1610612756,84,93,2022-03-09T02:05:34Z,5660000,,,0,,D. Ayton REBOUND (Off:2 Def:14),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,568.0,16.0,14.0,2.0,,,,,,,,,,,
570,PT06M08.00S,2022-03-09T02:05:40.6Z,4,REGULAR,3pt,Jump Shot,[],1629013,73.27529566360053,11.76470588235294,1610612756,84,93,2022-03-09T02:05:44Z,5670000,-191.0,199.0,1,right,MISS L. Shamet 27' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,27.58,Missed,,,,,,,,,,,,,,,,,,,
571,PT06M06.00S,2022-03-09T02:05:42.6Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,84,93,2022-03-09T02:05:47Z,5680000,,,0,,M. Wagner REBOUND (Off:2 Def:5),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,570.0,7.0,5.0,2.0,,,,,,,,,,,
572,PT06M01.00S,2022-03-09T02:05:48.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,23.340998685939553,87.74509803921569,1610612753,84,93,2022-03-09T02:05:57Z,5690000,-189.0,167.0,1,left,MISS F. Wagner 25' running 3PT,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,,
573,PT05M58.00S,2022-03-09T02:05:51.1Z,4,REGULAR,rebound,defensive,[],1628969,,,1610612756,84,93,2022-03-09T02:05:52Z,5700000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,572.0,3.0,3.0,0.0,,,,,,,,,,,
574,PT05M44.00S,2022-03-09T02:06:04.7Z,4,REGULAR,3pt,Jump Shot,[],203109,67.62483574244416,32.1078431372549,1610612756,84,93,2022-03-09T02:06:10Z,5710000,-89.0,252.0,1,right,MISS J. Crowder 26' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
575,PT05M41.00S,2022-03-09T02:06:07.7Z,4,REGULAR,rebound,defensive,[],1629643,,,1610612753,84,93,2022-03-09T02:06:10Z,5720000,,,0,,C. Okeke REBOUND (Off:0 Def:4),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,574.0,4.0,4.0,0.0,,,,,,,,,,,
576,PT05M34.00S,2022-03-09T02:06:15.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,5.995400788436268,43.13725490196079,1610612753,86,93,2022-03-09T02:06:20Z,5730000,34.0,4.0,1,left,M. Wagner driving Layup (12 PTS) (C. Okeke 1 AST),"[1629021, 1629643]",1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,3.45,Made,12.0,C. Okeke,1629643.0,1.0,,,,,,,,,,,,,,,
578,PT05M22.00S,2022-03-09T02:06:27.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,90.09526938239159,58.08823529411765,1610612756,86,93,2022-03-09T02:06:33Z,5750000,40.0,41.0,1,right,MISS C. Payne driving Layup,[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,5.73,Missed,,,,,,,,,,,,,,,,,,,
579,PT05M20.00S,2022-03-09T02:06:29.2Z,4,REGULAR,rebound,defensive,[],1629643,,,1610612753,86,93,2022-03-09T02:06:33Z,5760000,,,0,,C. Okeke REBOUND (Off:0 Def:5),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,578.0,5.0,5.0,0.0,,,,,,,,,,,
580,PT05M14.00S,2022-03-09T02:06:35.6Z,4,REGULAR,3pt,Jump Shot,[],1629021,29.122864651773984,76.7156862745098,1610612753,86,93,2022-03-09T02:06:41Z,5770000,-134.0,221.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
581,PT05M08.00S,2022-03-09T02:06:41.6Z,4,REGULAR,rebound,defensive,[],1626166,,,1610612756,86,93,2022-03-09T02:06:41Z,5780000,,,0,,C. Payne REBOUND (Off:0 Def:6),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,580.0,6.0,6.0,0.0,,,,,,,,,,,
584,PT04M56.00S,2022-03-09T02:07:18.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,86,93,2022-03-09T02:07:18Z,5810000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT04M56.00S,2022-03-09T02:07:31.5Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612756,86,93,2022-03-09T02:07:54Z,5820000,,,0,,,[],1610612753.0,ORL,overturned,,,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,No Foul on F. Wagner
586,PT04M56.00S,2022-03-09T02:10:18.1Z,4,REGULAR,substitution,out,[],1629643,,,1610612756,86,93,2022-03-09T02:10:28Z,5830000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT04M56.00S,2022-03-09T02:10:18.1Z,4,REGULAR,substitution,out,[],1629021,,,1610612756,86,93,2022-03-09T02:10:28Z,5840000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT04M56.00S,2022-03-09T02:10:18.1Z,4,REGULAR,substitution,in,[],1628964,,,1610612756,86,93,2022-03-09T02:10:28Z,5850000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT04M56.00S,2022-03-09T02:10:18.1Z,4,REGULAR,substitution,in,[],1628976,,,1610612756,86,93,2022-03-09T02:10:28Z,5860000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT04M53.00S,2022-03-09T02:11:09.0Z,4,REGULAR,jumpball,recovered,[],203109,,,1610612756,86,93,2022-03-09T02:11:09Z,5870000,,,0,,Jump Ball D. Ayton vs. F. Wagner: Tip to J. Crowder,"[203109, 1629028, 1630532]",1610612756.0,PHX,challenge,J. Crowder,203109.0,Crowder,J. Crowder,Ayton,1629028.0,Wagner,1630532.0,,,,,,,,,,,,,,,,,,,,,
593,PT04M41.00S,2022-03-09T02:11:21.7Z,4,REGULAR,3pt,Jump Shot,[],203109,69.85873850197109,18.627450980392158,1610612756,86,93,2022-03-09T02:11:27Z,5900000,-157.0,231.0,1,right,MISS J. Crowder 27' 3PT,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,27.91,Missed,,,,,,,,,,,,,,,,,,,
594,PT04M36.00S,2022-03-09T02:11:26.7Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612753,86,93,2022-03-09T02:11:27Z,5910000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,593.0,2.0,2.0,0.0,,,,,,,,,,,
595,PT04M31.00S,2022-03-09T02:11:31.3Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630175,5.732588699080158,54.65686274509803,1610612753,86,93,2022-03-09T02:11:54Z,5920000,-23.0,1.0,1,left,MISS C. Anthony running Layup,[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,2.33,Missed,,,,,,,,,,,,,,,,,,,
596,PT04M24.00S,2022-03-09T02:11:38.3Z,4,REGULAR,rebound,offensive,[],1628964,,,1610612753,86,93,2022-03-09T02:11:46Z,5930000,,,0,,M. Bamba REBOUND (Off:2 Def:9),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,595.0,11.0,9.0,2.0,,,,,,,,,,,
597,PT04M24.00S,2022-03-09T02:11:38.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628964,5.590000152587891,50.0,1610612753,88,93,2022-03-09T02:11:38Z,5940000,0.0,0.0,1,left,M. Bamba tip DUNK (9 PTS),[1628964],1610612753.0,ORL,tip,,,Bamba,M. Bamba,,,,,0.0,Made,9.0,,,,,,,,,,,,,,,,,,
598,PT04M11.00S,2022-03-09T02:11:51.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,81.68528252299606,49.26470588235294,1610612756,88,93,2022-03-09T02:15:58Z,5950000,-4.0,120.0,1,right,MISS C. Payne 11' floating Shot,[1626166],1610612756.0,PHX,floating,,,Payne,C. Payne,,,,,11.98,Missed,,,,,,,,,,,,,,,,,,,
599,PT04M09.00S,2022-03-09T02:11:53.5Z,4,REGULAR,rebound,offensive,[],1629028,,,1610612756,88,93,2022-03-09T02:11:53Z,5960000,,,0,,D. Ayton REBOUND (Off:3 Def:14),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,598.0,17.0,14.0,3.0,,,,,,,,,,,
600,PT04M08.00S,2022-03-09T02:11:54.4Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629028,89.56964520367937,54.90196078431373,1610612756,88,93,2022-03-09T02:16:20Z,5970000,25.0,46.0,1,right,MISS D. Ayton turnaround Hook,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,5.17,Missed,,,,,,,,,,,,,,,,,,,
601,PT04M05.00S,2022-03-09T02:11:57.4Z,4,REGULAR,rebound,defensive,[],1630175,,,1610612753,88,93,2022-03-09T02:12:09Z,5980000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,600.0,3.0,3.0,0.0,,,,,,,,,,,
602,PT03M54.00S,2022-03-09T02:12:07.7Z,4,REGULAR,3pt,Jump Shot,[],1630175,21.369908015768726,89.95098039215686,1610612753,91,93,2022-03-09T02:12:12Z,5990000,-200.0,148.0,1,left,C. Anthony 24' 3PT  (7 PTS) (F. Wagner 2 AST),"[1630175, 1630532]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,24.89,Made,7.0,F. Wagner,1630532.0,2.0,,,,,,,,,,,,,,,
604,PT03M31.00S,2022-03-09T02:12:31.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,89.96386333771353,42.64705882352941,1610612756,91,93,2022-03-09T02:12:36Z,6010000,-37.0,42.0,1,right,MISS D. Ayton Layup,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,5.57,Missed,,,,,,,,,,,,,,,,,,,
605,PT03M28.00S,2022-03-09T02:12:34.3Z,4,REGULAR,rebound,defensive,[],1628964,,,1610612753,91,93,2022-03-09T02:12:36Z,6020000,,,0,,M. Bamba REBOUND (Off:2 Def:10),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,604.0,12.0,10.0,2.0,,,,,,,,,,,
606,PT03M25.00S,2022-03-09T02:12:38.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630175,5.601182654402102,45.09803921568628,1610612753,93,93,2022-03-09T02:13:14Z,6030000,25.0,0.0,1,left,C. Anthony running Layup (9 PTS),[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,2.45,Made,9.0,,,,,,,,,,,,,,,,,,
607,PT03M25.00S,2022-03-09T02:12:42.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,93,93,2022-03-09T02:12:42Z,6040000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT03M16.00S,2022-03-09T02:14:32.6Z,4,REGULAR,violation,kicked ball,[],1630181,,,1610612756,93,93,2022-03-09T02:14:42Z,6050000,,,0,,R. Hampton kicked ball VIOLATION,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,1628951.0,,,,,,,,,
609,PT03M11.00S,2022-03-09T02:14:48.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,93,93,2022-03-09T02:14:48Z,6060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT03M10.00S,2022-03-09T02:15:03.0Z,4,REGULAR,foul,personal,['3freethrow'],1630175,,,1610612756,93,93,2022-03-09T02:15:25Z,6070000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Shamet 3 FT),"[1630175, 1629013]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Shamet,1629013.0,,,,,
612,PT03M10.00S,2022-03-09T02:15:29.7Z,4,REGULAR,freethrow,1 of 3,[],1629013,,,1610612756,93,94,2022-03-09T02:15:29Z,6090000,,,0,,L. Shamet Free Throw 1 of 3 (19 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
613,PT03M10.00S,2022-03-09T02:15:44.4Z,4,REGULAR,freethrow,2 of 3,[],1629013,,,1610612756,93,95,2022-03-09T02:15:44Z,6100000,,,0,,L. Shamet Free Throw 2 of 3 (20 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
614,PT03M10.00S,2022-03-09T02:16:01.1Z,4,REGULAR,freethrow,3 of 3,[],1629013,,,1610612756,93,96,2022-03-09T02:16:01Z,6110000,,,0,,L. Shamet Free Throw 3 of 3 (21 PTS),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
615,PT02M45.00S,2022-03-09T02:16:31.7Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612753,93,96,2022-03-09T02:16:39Z,6120000,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,1151.0,,,,,,,,,
616,PT02M33.00S,2022-03-09T02:16:56.6Z,4,REGULAR,turnover,lost ball,[],1629028,,,1610612756,93,96,2022-03-09T02:17:03Z,6130000,,,0,,D. Ayton lost ball TURNOVER (3 TO),"[1629028, 1630181]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,3.0,,,,,,,,Hampton,1630181.0,
617,PT02M33.00S,2022-03-09T02:16:56.6Z,4,REGULAR,steal,,[],1630181,,,1610612753,93,96,2022-03-09T02:16:59Z,6140000,,,0,,R. Hampton STEAL (3 STL),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT02M29.00S,2022-03-09T02:17:00.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630181,6.258212877792378,47.794117647058826,1610612753,95,96,2022-03-09T02:17:09Z,6150000,11.0,6.0,1,left,R. Hampton running Layup (6 PTS),[1630181],1610612753.0,ORL,running,,,Hampton,R. Hampton,,,,,1.27,Made,6.0,,,,,,,,,,,,,,,,,,
619,PT02M04.00S,2022-03-09T02:17:24.3Z,4,REGULAR,3pt,Jump Shot,[],1629013,88.91261498028909,3.1862745098039214,1610612756,95,96,2022-03-09T02:17:28Z,6160000,-234.0,52.0,1,right,MISS L. Shamet 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,23.97,Missed,,,,,,,,,,,,,,,,,,,
620,PT02M03.00S,2022-03-09T02:17:25.3Z,4,REGULAR,rebound,defensive,[],1628964,,,1610612753,95,96,2022-03-09T02:17:28Z,6170000,,,0,,M. Bamba REBOUND (Off:2 Def:11),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,619.0,13.0,11.0,2.0,,,,,,,,,,,
621,PT01M51.00S,2022-03-09T02:17:39.6Z,4,REGULAR,3pt,Jump Shot,[],1628964,21.895532194480946,88.48039215686273,1610612753,95,96,2022-03-09T02:17:44Z,6180000,-192.0,153.0,1,left,MISS M. Bamba 24' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,,
