actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
93,PT05M01.00S,2022-02-17T00:25:03.5Z,1,REGULAR,turnover,out-of-bounds,[],1629643,,,1610612753,17,20,2022-02-17T00:25:11Z,920000,,,0,,C. Okeke bad pass out-of-bounds TURNOVER (1 TO),[1629643],1610612753.0,ORL,bad pass,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,202007.0,,,,,1.0,,
94,PT04M43.00S,2022-02-17T00:25:24.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628989,85.23324572930355,50.49019607843137,1610612737,17,22,2022-02-17T00:25:30Z,930000,2.0,86.0,1,right,K. Huerter 8' turnaround Jump Shot (4 PTS),[1628989],1610612737.0,ATL,turnaround,,,Huerter,K. Huerter,,,,,8.63,Made,4.0,,,,,,,,,,,,,,,,,
95,PT04M23.00S,2022-02-17T00:25:44.6Z,1,REGULAR,3pt,Jump Shot,[],203914,28.991458607095925,75.0,1610612753,17,22,2022-02-17T00:29:31Z,940000,-125.0,220.0,1,left,MISS G. Harris 25' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,
96,PT04M21.00S,2022-02-17T00:25:46.6Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612737,17,22,2022-02-17T00:25:49Z,950000,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,95.0,2.0,2.0,0.0,,,,,,,,,,
97,PT04M14.00S,2022-02-17T00:25:53.7Z,1,REGULAR,3pt,Jump Shot,[],203992,91.67214191852825,1.9607843137254901,1610612737,17,25,2022-02-17T00:25:59Z,960000,-240.0,26.0,1,right,B. Bogdanovic 24' 3PT  (3 PTS) (T. Young 2 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,24.16,Made,3.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,
99,PT03M59.00S,2022-02-17T00:26:08.6Z,1,REGULAR,3pt,Jump Shot,[],1629643,26.49474375821288,16.911764705882355,1610612753,17,25,2022-02-17T00:26:15Z,980000,165.0,197.0,1,left,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,
100,PT03M58.00S,2022-02-17T00:26:13.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,17,25,2022-02-17T00:26:13Z,990000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,
101,PT03M58.00S,2022-02-17T00:26:15.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,17,25,2022-02-17T00:26:15Z,1000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M40.00S,2022-02-17T00:26:34.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,84.70762155059133,59.31372549019608,1610612737,17,25,2022-02-17T00:26:40Z,1010000,47.0,91.0,1,right,MISS D. Hunter 10' bank Shot,[1629631],1610612737.0,ATL,bank,,,Hunter,D. Hunter,,,,,10.24,Missed,,,,,,,,,,,,,,,,,,
103,PT03M37.00S,2022-02-17T00:26:37.6Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,17,25,2022-02-17T00:26:40Z,1020000,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,102.0,2.0,2.0,0.0,,,,,,,,,,
104,PT03M28.00S,2022-02-17T00:26:46.3Z,1,REGULAR,3pt,Jump Shot,[],1630175,34.37910643889619,50.98039215686274,1610612753,17,25,2022-02-17T00:26:50Z,1030000,-5.0,271.0,1,left,MISS C. Anthony 27' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,
105,PT03M25.00S,2022-02-17T00:26:49.3Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,17,25,2022-02-17T00:26:50Z,1040000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,
106,PT03M17.00S,2022-02-17T00:26:57.4Z,1,REGULAR,3pt,Jump Shot,[],203992,74.06373193166885,13.23529411764706,1610612737,17,28,2022-02-17T00:27:02Z,1050000,-184.0,191.0,1,right,B. Bogdanovic 26' 3PT  (6 PTS) (T. Young 3 AST),"[203992, 1629027]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,26.53,Made,6.0,T. Young,1629027.0,3.0,,,,,,,,,,,,,,
108,PT03M16.00S,2022-02-17T00:27:10.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612753,17,28,2022-02-17T00:27:10Z,1070000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M16.00S,2022-02-17T00:28:55.3Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,17,28,2022-02-17T00:29:44Z,1080000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M16.00S,2022-02-17T00:28:55.3Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,17,28,2022-02-17T00:29:44Z,1090000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M16.00S,2022-02-17T00:28:55.3Z,1,REGULAR,substitution,out,[],1630175,,,1610612753,17,28,2022-02-17T00:29:44Z,1100000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M16.00S,2022-02-17T00:28:55.3Z,1,REGULAR,substitution,out,[],1628989,,,1610612753,17,28,2022-02-17T00:29:44Z,1110000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M16.00S,2022-02-17T00:28:55.3Z,1,REGULAR,substitution,out,[],1629631,,,1610612753,17,28,2022-02-17T00:29:44Z,1120000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M16.00S,2022-02-17T00:28:55.3Z,1,REGULAR,substitution,out,[],203991,,,1610612753,17,28,2022-02-17T00:29:44Z,1130000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M16.00S,2022-02-17T00:28:55.3Z,1,REGULAR,substitution,in,[],203082,,,1610612753,17,28,2022-02-17T00:29:44Z,1140000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M16.00S,2022-02-17T00:28:55.3Z,1,REGULAR,substitution,in,[],1628964,,,1610612753,17,28,2022-02-17T00:29:44Z,1150000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M16.00S,2022-02-17T00:28:55.3Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,17,28,2022-02-17T00:29:44Z,1160000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M16.00S,2022-02-17T00:28:55.3Z,1,REGULAR,substitution,in,[],1626153,,,1610612753,17,28,2022-02-17T00:29:44Z,1170000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M16.00S,2022-02-17T00:28:55.3Z,1,REGULAR,substitution,in,[],201568,,,1610612753,17,28,2022-02-17T00:29:44Z,1180000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M16.00S,2022-02-17T00:28:55.3Z,1,REGULAR,substitution,in,[],1630168,,,1610612753,17,28,2022-02-17T00:29:44Z,1190000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M57.00S,2022-02-17T00:30:13.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,5.732588699080158,50.49019607843137,1610612753,19,28,2022-02-17T00:30:18Z,1200000,-2.0,1.0,1,left,J. Suggs Layup (2 PTS) (T. Ross 1 AST),"[1630591, 203082]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,0.29,Made,2.0,T. Ross,203082.0,1.0,,,,,,,,,,,,,,
123,PT02M38.00S,2022-02-17T00:30:36.3Z,1,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612737,19,28,2022-02-17T00:30:49Z,1220000,,,0,,J. Suggs shooting personal FOUL (1 PF) (Gallinari 2 FT),"[1630591, 201568]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Gallinari,201568.0,,,
125,PT02M38.00S,2022-02-17T00:30:58.5Z,1,REGULAR,freethrow,1 of 2,[],201568,,,1610612737,19,29,2022-02-17T00:30:58Z,1240000,,,0,,D. Gallinari Free Throw 1 of 2 (4 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
126,PT02M38.00S,2022-02-17T00:31:00.8Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,19,29,2022-02-17T00:31:17Z,1250000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M38.00S,2022-02-17T00:31:00.8Z,1,REGULAR,substitution,in,[],101150,,,1610612737,19,29,2022-02-17T00:31:17Z,1260000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M38.00S,2022-02-17T00:31:18.1Z,1,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,19,30,2022-02-17T00:31:18Z,1270000,,,0,,D. Gallinari Free Throw 2 of 2 (5 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
129,PT02M23.00S,2022-02-17T00:31:35.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,19,30,2022-02-17T00:31:35Z,1280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M17.00S,2022-02-17T00:31:52.0Z,1,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612753,19,30,2022-02-17T00:32:09Z,1290000,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Suggs 2 FT),"[1630168, 1630591]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Suggs,1630591.0,,,
132,PT02M17.00S,2022-02-17T00:32:11.7Z,1,REGULAR,freethrow,1 of 2,[],1630591,,,1610612753,20,30,2022-02-17T00:32:36Z,1310000,,,0,,J. Suggs Free Throw 1 of 2 (3 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
133,PT02M17.00S,2022-02-17T00:32:11.7Z,1,REGULAR,freethrow,2 of 2,[],1630591,,,1610612753,20,30,2022-02-17T00:32:36Z,1320000,,,0,,MISS J. Suggs Free Throw 2 of 2,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,Missed,,,,,,,,,,,,,,,,,,
134,PT02M12.00S,2022-02-17T00:32:16.7Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612737,20,30,2022-02-17T00:32:36Z,1330000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,
135,PT01M56.00S,2022-02-17T00:32:47.2Z,1,REGULAR,3pt,Jump Shot,[],101150,79.31997371879106,6.372549019607843,1610612737,20,30,2022-02-17T00:33:11Z,1340000,-218.0,142.0,1,right,MISS L. Williams 26' pullup 3PT,[101150],1610612737.0,ATL,pullup,,,Williams,L. Williams,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,
136,PT01M53.00S,2022-02-17T00:32:50.2Z,1,REGULAR,rebound,defensive,[],203082,,,1610612753,20,30,2022-02-17T00:32:51Z,1350000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,
137,PT01M40.00S,2022-02-17T00:33:04.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,9.937582128777924,58.08823529411765,1610612753,20,30,2022-02-17T00:33:33Z,1360000,-40.0,41.0,1,left,MISS J. Suggs driving Layup,[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,5.75,Missed,,,,,,,,,,,,,,,,,,
138,PT01M36.00S,2022-02-17T00:33:08.0Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612753,20,30,2022-02-17T00:33:33Z,1370000,,,0,,M. Bamba REBOUND (Off:1 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,137.0,2.0,1.0,1.0,,,,,,,,,,
139,PT01M36.00S,2022-02-17T00:33:08.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628964,5.590000152587891,50.0,1610612753,20,30,2022-02-17T00:33:45Z,1380000,0.0,0.0,1,left,MISS M. Bamba tip Layup,[1628964],1610612753.0,ORL,tip,,,Bamba,M. Bamba,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
140,PT01M36.00S,2022-02-17T00:33:08.1Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612737,20,30,2022-02-17T00:33:45Z,1390000,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,,,
141,PT01M36.00S,2022-02-17T00:33:11.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630168,92.32917214191852,49.754901960784316,1610612737,20,32,2022-02-17T00:34:31Z,1400000,-1.0,20.0,1,right,O. Okongwu running Layup (2 PTS) (D. Wright 1 AST),"[1630168, 1626153]",1610612737.0,ATL,running,,,Okongwu,O. Okongwu,,,,,1.96,Made,2.0,D. Wright,1626153.0,1.0,,,,,,,,,,,,,,
142,PT01M36.00S,2022-02-17T00:33:17.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203082,,,1610612737,20,32,2022-02-17T00:33:24Z,1410000,,,0,,T. Ross shooting personal FOUL (1 PF) (Okongwu 1 FT),"[203082, 1630168]",1610612753.0,ORL,shooting,,,Ross,T. Ross,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Okongwu,1630168.0,,,
144,PT01M36.00S,2022-02-17T00:33:31.3Z,1,REGULAR,freethrow,1 of 1,[],1630168,,,1610612737,20,32,2022-02-17T00:33:31Z,1430000,,,0,,MISS O. Okongwu Free Throw 1 of 1,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Missed,,,,,,,,,,,,,,,,,,
145,PT01M34.00S,2022-02-17T00:33:32.7Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,20,32,2022-02-17T00:33:32Z,1440000,,,0,,M. Bamba REBOUND (Off:1 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,144.0,3.0,2.0,1.0,,,,,,,,,,
146,PT01M22.00S,2022-02-17T00:33:47.3Z,1,REGULAR,foul,personal,[],1630168,,,1610612753,20,32,2022-02-17T00:33:55Z,1450000,,,0,,O. Okongwu personal FOUL (2 PF),"[1630168, 1628964]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,1627529.0,2.0,0.0,Bamba,1628964.0,,,
148,PT01M19.00S,2022-02-17T00:34:06.0Z,1,REGULAR,turnover,out-of-bounds,[],1628964,,,1610612753,20,32,2022-02-17T00:34:16Z,1470000,,,0,,M. Bamba bad pass out-of-bounds TURNOVER (1 TO),[1628964],1610612753.0,ORL,bad pass,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,202007.0,,,,,1.0,,
149,PT01M06.00S,2022-02-17T00:34:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203992,92.72339027595268,49.26470588235294,1610612737,20,34,2022-02-17T00:34:29Z,1480000,-4.0,16.0,1,right,B. Bogdanovic driving Layup (8 PTS),[203992],1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,1.63,Made,8.0,,,,,,,,,,,,,,,,,
150,PT00M56.00S,2022-02-17T00:34:34.4Z,1,REGULAR,3pt,Jump Shot,[],203914,8.360709592641262,1.9607843137254901,1610612753,23,34,2022-02-17T00:34:39Z,1490000,240.0,26.0,1,left,G. Harris 24' 3PT  (3 PTS) (J. Suggs 1 AST),"[203914, 1630591]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,24.16,Made,3.0,J. Suggs,1630591.0,1.0,,,,,,,,,,,,,,
152,PT00M39.60S,2022-02-17T00:34:57.6Z,1,REGULAR,turnover,out-of-bounds,[],101150,,,1610612737,23,34,2022-02-17T00:35:04Z,1510000,,,0,,L. Williams bad pass out-of-bounds TURNOVER (1 TO),[101150],1610612737.0,ATL,bad pass,,,Williams,L. Williams,,,,,,,,,,,,,,,,,1627529.0,,,,,1.0,,
153,PT00M31.00S,2022-02-17T00:35:12.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630591,12.040078843626807,47.549019607843135,1610612753,25,34,2022-02-17T00:35:21Z,1520000,12.0,61.0,1,left,J. Suggs 6' driving Hook (5 PTS),[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,6.19,Made,5.0,,,,,,,,,,,,,,,,,
154,PT00M10.20S,2022-02-17T00:35:36.0Z,1,REGULAR,3pt,Jump Shot,[],1626153,72.22404730617609,16.42156862745098,1610612737,25,37,2022-02-17T00:35:40Z,1530000,-168.0,209.0,1,right,D. Wright 26' 3PT  (3 PTS) (L. Williams 1 AST),"[1626153, 101150]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,26.78,Made,3.0,L. Williams,101150.0,1.0,,,,,,,,,,,,,,
156,PT00M00.20S,2022-02-17T00:35:48.4Z,1,REGULAR,3pt,Jump Shot,[],203914,23.866622864651774,9.558823529411764,1610612753,25,37,2022-02-17T00:35:53Z,1550000,202.0,172.0,1,left,MISS G. Harris 26' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,26.53,Missed,,,,,,,,,,,,,,,,,,
157,PT00M00.20S,2022-02-17T00:35:48.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,25,37,2022-02-17T00:35:53Z,1560000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,156.0,,,,,,,,,,,,,
158,PT00M00.00S,2022-02-17T00:35:54.7Z,1,REGULAR,period,end,[],0,,,1610612753,25,37,2022-02-17T00:35:54Z,1570000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-02-17T00:38:40.7Z,2,REGULAR,period,start,[],0,,,1610612737,25,37,2022-02-17T00:38:40Z,1580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M44.00S,2022-02-17T00:38:55.4Z,2,REGULAR,3pt,Jump Shot,[],201568,65.25952693823915,49.26470588235294,1610612737,25,37,2022-02-17T00:39:01Z,1590000,-4.0,274.0,1,right,MISS D. Gallinari 27' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,27.41,Missed,,,,,,,,,,,,,,,,,,
162,PT11M41.00S,2022-02-17T00:38:58.4Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,25,37,2022-02-17T00:39:01Z,1600000,,,0,,M. Bamba REBOUND (Off:1 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,161.0,4.0,3.0,1.0,,,,,,,,,,
163,PT11M25.00S,2022-02-17T00:39:14.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628964,5.863994743758213,35.53921568627451,1610612753,27,37,2022-02-17T00:39:20Z,1610000,72.0,3.0,1,left,M. Bamba 7' turnaround Hook (4 PTS),[1628964],1610612753.0,ORL,turnaround,,,Bamba,M. Bamba,,,,,7.23,Made,4.0,,,,,,,,,,,,,,,,,
164,PT11M11.00S,2022-02-17T00:39:28.5Z,2,REGULAR,3pt,Jump Shot,[],203992,64.99671484888306,49.50980392156863,1610612737,27,40,2022-02-17T00:39:34Z,1620000,-2.0,277.0,1,right,B. Bogdanovic 27' 3PT step back (11 PTS),[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,27.65,Made,11.0,,,,,,,,,,,,,,,,,
165,PT10M49.00S,2022-02-17T00:39:51.2Z,2,REGULAR,3pt,Jump Shot,[],1630591,17.821944809461236,3.6764705882352944,1610612753,27,40,2022-02-17T00:39:55Z,1630000,232.0,115.0,1,left,MISS J. Suggs 25' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,
166,PT10M45.00S,2022-02-17T00:39:55.2Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,27,40,2022-02-17T00:39:55Z,1640000,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,
167,PT10M32.00S,2022-02-17T00:40:07.8Z,2,REGULAR,3pt,Jump Shot,[],203992,76.2976346911958,90.19607843137256,1610612737,27,40,2022-02-17T00:40:12Z,1650000,201.0,170.0,1,right,MISS B. Bogdanovic 26' step back 3PT,[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,
168,PT10M30.00S,2022-02-17T00:40:09.8Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,27,40,2022-02-17T00:40:12Z,1660000,,,0,,M. Bamba REBOUND (Off:1 Def:4),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,167.0,5.0,4.0,1.0,,,,,,,,,,
169,PT10M19.00S,2022-02-17T00:40:20.7Z,2,REGULAR,3pt,Jump Shot,[],1629643,28.465834428383708,76.7156862745098,1610612753,27,40,2022-02-17T00:40:25Z,1670000,-134.0,215.0,1,left,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,
170,PT10M16.00S,2022-02-17T00:40:23.7Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,27,40,2022-02-17T00:40:25Z,1680000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,,
171,PT09M56.00S,2022-02-17T00:40:43.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,87.07293035479631,57.59803921568627,1610612737,27,42,2022-02-17T00:40:50Z,1690000,38.0,69.0,1,right,O. Okongwu 7' driving bank Hook (4 PTS) (B. Bogdanovic 1 AST),"[1630168, 203992]",1610612737.0,ATL,driving bank,,,Okongwu,O. Okongwu,,,,,7.88,Made,4.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,,,,
173,PT09M40.00S,2022-02-17T00:40:59.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629643,13.091327201051248,61.51960784313726,1610612753,29,42,2022-02-17T00:41:05Z,1710000,-58.0,71.0,1,left,C. Okeke 9' driving floating Jump Shot (2 PTS),[1629643],1610612753.0,ORL,driving floating,,,Okeke,C. Okeke,,,,,9.11,Made,2.0,,,,,,,,,,,,,,,,,
175,PT09M24.00S,2022-02-17T00:41:15.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201568,82.9993429697766,39.21568627450981,1610612737,29,42,2022-02-17T00:41:20Z,1730000,-54.0,107.0,1,right,MISS D. Gallinari 12' turnaround Shot,[201568],1610612737.0,ATL,turnaround,,,Gallinari,D. Gallinari,,,,,12.01,Missed,,,,,,,,,,,,,,,,,,
176,PT09M20.00S,2022-02-17T00:41:19.7Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,29,42,2022-02-17T00:41:20Z,1740000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,175.0,2.0,2.0,0.0,,,,,,,,,,
177,PT09M15.00S,2022-02-17T00:41:23.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630591,5.338370565045992,51.71568627450981,1610612753,31,42,2022-02-17T00:42:15Z,1750000,-9.0,-2.0,1,left,J. Suggs running reverse Layup (7 PTS) (C. Okeke 1 AST),"[1630591, 1629643]",1610612753.0,ORL,running reverse,,,Suggs,J. Suggs,,,,,0.89,Made,7.0,C. Okeke,1629643.0,1.0,,,,,,,,,,,,,,
179,PT09M05.00S,2022-02-17T00:41:34.3Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",101150,87.99277266754271,42.40196078431372,1610612737,31,42,2022-02-17T00:43:12Z,1770000,-38.0,60.0,1,right,MISS L. Williams 7' driving floating Shot,[101150],1610612737.0,ATL,driving floating,,,Williams,L. Williams,,,,,7.14,Missed,,,,,,,,,,,,,,,,,,
180,PT09M04.00S,2022-02-17T00:41:35.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,31,42,2022-02-17T00:45:43Z,1780000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,179.0,,,,,,,,,,,,,
183,PT09M04.00S,2022-02-17T00:41:43.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,31,42,2022-02-17T00:41:43Z,1810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
