actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
370,PT10M28.00S,2022-01-29T01:31:30.5Z,3,REGULAR,turnover,bad pass,[],1630175,,,1610612753,70,56,2022-01-29T01:31:39Z,3610000,,,0,,C. Anthony bad pass TURNOVER (3 TO),"[1630175, 1628977]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,3.0,Diallo,1628977.0,,,,,,,,,,,,,,
371,PT10M28.00S,2022-01-29T01:31:30.5Z,3,REGULAR,steal,,[],1628977,,,1610612765,70,56,2022-01-29T01:31:35Z,3620000,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT10M22.00S,2022-01-29T01:31:36.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630595,8.229303547963205,48.28431372549019,1610612765,70,56,2022-01-29T01:38:00Z,3630000,9.0,25.0,1,left,MISS C. Cunningham running reverse Layup,[1630595],1610612765.0,DET,running reverse,,,Cunningham,C. Cunningham,,,,,2.63,Missed,,,,,,,,,,,,,,,,,,,
373,PT10M20.00S,2022-01-29T01:31:38.6Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612765,70,56,2022-01-29T01:32:57Z,3640000,,,0,,S. Bey REBOUND (Off:2 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,372.0,,,,,,,,,3.0,1.0,2.0,,,,,,,
374,PT10M20.00S,2022-01-29T01:31:48.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630180,5.590000152587891,50.0,1610612765,70,58,2022-01-29T01:32:41Z,3650000,0.0,0.0,1,left,S. Bey tip Layup (9 PTS),[1630180],1610612765.0,DET,tip,,,Bey,S. Bey,,,,,0.0,Made,,,,,,9.0,,,,,,,,,,,,,
377,PT10M08.00S,2022-01-29T01:32:27.8Z,3,REGULAR,foul,personal,['2freethrow'],202709,,,1610612753,70,58,2022-01-29T01:32:36Z,3680000,,,0,,C. Joseph shooting personal FOUL (2 PF) (Anthony 2 FT),"[202709, 1630175]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,,,,202041.0,,,,,,,,,,,2.0,0.0,Anthony,1630175.0,,,
379,PT10M08.00S,2022-01-29T01:32:40.1Z,3,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,71,58,2022-01-29T01:32:40Z,3700000,,,0,,C. Anthony Free Throw 1 of 2 (7 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,,,,,,7.0,,,,,,,,,,,,,
380,PT10M08.00S,2022-01-29T01:33:02.1Z,3,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,72,58,2022-01-29T01:33:02Z,3710000,,,0,,C. Anthony Free Throw 2 of 2 (8 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,,,,,,8.0,,,,,,,,,,,,,
381,PT09M58.00S,2022-01-29T01:33:15.4Z,3,REGULAR,turnover,traveling,[],1630180,,,1610612765,72,58,2022-01-29T01:33:24Z,3720000,,,0,,S. Bey traveling TURNOVER (2 TO),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,1627964.0,2.0,,,,,,,,,,,,,,,,
382,PT09M45.00S,2022-01-29T01:33:41.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628976,91.01511169513797,49.754901960784316,1610612753,72,58,2022-01-29T01:33:46Z,3730000,-1.0,32.0,1,right,MISS W. Carter Jr. alley-oop DUNK,[1628976],1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,3.2,Missed,,,,,,,,,,,,,,,,,,,
383,PT09M42.00S,2022-01-29T01:33:44.5Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,72,58,2022-01-29T01:33:46Z,3740000,,,0,,I. Stewart REBOUND (Off:1 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,382.0,,,,,,,,,3.0,2.0,1.0,,,,,,,
384,PT09M37.00S,2022-01-29T01:33:49.1Z,3,REGULAR,3pt,Jump Shot,[],202709,25.18068331143233,12.009803921568627,1610612765,72,61,2022-01-29T01:33:57Z,3750000,190.0,184.0,1,left,C. Joseph 26' 3PT  (10 PTS) (C. Cunningham 4 AST),"[202709, 1630595]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,26.46,Made,,,,,,10.0,C. Cunningham,1630595.0,4.0,,,,,,,,,,
386,PT09M28.00S,2022-01-29T01:33:58.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,92.06636005256242,50.0,1610612753,72,61,2022-01-29T01:34:04Z,3770000,0.0,22.0,1,right,MISS J. Suggs driving Layup,[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,2.21,Missed,,,,,,,,,,,,,,,,,,,
387,PT09M26.00S,2022-01-29T01:34:00.2Z,3,REGULAR,rebound,defensive,[],202709,,,1610612765,72,61,2022-01-29T01:36:44Z,3780000,,,0,,C. Joseph REBOUND (Off:2 Def:4),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,386.0,,,,,,,,,6.0,4.0,2.0,,,,,,,
388,PT09M25.00S,2022-01-29T01:34:06.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,72,61,2022-01-29T01:34:06Z,3790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT09M19.00S,2022-01-29T01:34:21.9Z,3,REGULAR,2pt,Jump Shot,[],1630595,24.655059132720105,37.99019607843137,1610612765,72,61,2022-01-29T01:34:31Z,3800000,60.0,179.0,1,left,MISS C. Cunningham 18' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,18.91,Missed,,,,,,,,,,,,,,,,,,,
390,PT09M16.00S,2022-01-29T01:34:24.9Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,72,61,2022-01-29T01:34:31Z,3810000,,,0,,M. Bamba REBOUND (Off:2 Def:6),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,389.0,,,,,,,,,8.0,6.0,2.0,,,,,,,
391,PT09M11.00S,2022-01-29T01:34:31.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630175,71.17279894875165,77.20588235294117,1610612753,72,61,2022-01-29T01:38:09Z,3820000,136.0,218.0,1,right,MISS C. Anthony 25' running pullup 3PT,[1630175],1610612753.0,ORL,running pullup,,,Anthony,C. Anthony,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
392,PT09M07.00S,2022-01-29T01:34:35.0Z,3,REGULAR,rebound,defensive,[],1628977,,,1610612765,72,61,2022-01-29T01:34:38Z,3830000,,,0,,H. Diallo REBOUND (Off:2 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,391.0,,,,,,,,,4.0,2.0,2.0,,,,,,,
393,PT08M49.00S,2022-01-29T01:34:52.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202709,18.347568988173457,48.28431372549019,1610612765,72,61,2022-01-29T01:35:03Z,3840000,9.0,120.0,1,left,MISS C. Joseph 12' step back Shot,[202709],1610612765.0,DET,step back,,,Joseph,C. Joseph,,,,,12.03,Missed,,,,,,,,,,,,,,,,,,,
394,PT08M47.00S,2022-01-29T01:34:54.4Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,72,61,2022-01-29T01:35:03Z,3850000,,,0,,M. Bamba REBOUND (Off:2 Def:7),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,393.0,,,,,,,,,9.0,7.0,2.0,,,,,,,
395,PT08M42.00S,2022-01-29T01:34:59.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628964,67.49342969776609,41.66666666666667,1610612753,72,61,2022-01-29T01:35:06Z,3860000,-42.0,253.0,1,right,MISS M. Bamba 25' running 3PT,[1628964],1610612753.0,ORL,running,,,Bamba,M. Bamba,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,,
396,PT08M39.00S,2022-01-29T01:35:02.5Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,72,61,2022-01-29T01:35:06Z,3870000,,,0,,I. Stewart REBOUND (Off:1 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,395.0,,,,,,,,,4.0,3.0,1.0,,,,,,,
397,PT08M29.00S,2022-01-29T01:35:12.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,8.229303547963205,48.77450980392157,1610612765,72,61,2022-01-29T01:35:24Z,3880000,6.0,25.0,1,left,MISS H. Diallo driving finger roll Layup,[1628977],1610612765.0,DET,driving finger roll,,,Diallo,H. Diallo,,,,,2.56,Missed,,,,,,,,,,,,,,,,,,,
398,PT08M26.00S,2022-01-29T01:35:15.7Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,72,61,2022-01-29T01:35:24Z,3890000,,,0,,M. Bamba REBOUND (Off:2 Def:8),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,397.0,,,,,,,,,10.0,8.0,2.0,,,,,,,
399,PT08M19.00S,2022-01-29T01:35:23.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,91.80354796320631,50.98039215686274,1610612753,74,61,2022-01-29T01:35:28Z,3900000,5.0,25.0,1,right,M. Bamba DUNK (9 PTS) (C. Anthony 5 AST),"[1628964, 1630175]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,2.5,Made,,,,,,9.0,C. Anthony,1630175.0,5.0,,,,,,,,,,
401,PT08M18.00S,2022-01-29T01:35:33.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612765,74,61,2022-01-29T01:35:33Z,3920000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT08M04.00S,2022-01-29T01:38:32.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,6.964520367936925,52.71905637254902,1610612765,74,63,2022-01-29T01:39:45Z,3930000,-14.0,13.0,1,left,I. Stewart cutting Layup (2 PTS) (C. Joseph 1 AST),"[1630191, 202709]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,1.88,Made,,,,,,2.0,C. Joseph,202709.0,1.0,,,,,,,,,,
404,PT07M48.00S,2022-01-29T01:38:48.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630591,91.93495400788436,45.34313725490196,1610612753,74,63,2022-01-29T01:39:29Z,3950000,-23.0,23.0,1,right,MISS J. Suggs driving Hook,[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,3.3,Missed,,,,,,,,,,,,,,,,,,,
405,PT07M48.00S,2022-01-29T01:38:53.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,74,63,2022-01-29T01:38:53Z,3960000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,404.0,,,,,,,,,,,,,,,,,,
406,PT07M48.00S,2022-01-29T01:38:54.3Z,3,REGULAR,foul,personal,[],202709,,,1610612753,74,63,2022-01-29T01:40:52Z,3970000,,,0,,C. Joseph loose ball personal FOUL (3 PF),"[202709, 1628976]",1610612765.0,DET,loose ball,,,Joseph,C. Joseph,,,,,,,,1627964.0,,,,,,,,,,,3.0,0.0,Carter Jr.,1628976.0,,,
408,PT07M37.00S,2022-01-29T01:39:31.1Z,3,REGULAR,turnover,backcourt,[],1630532,,,1610612753,74,63,2022-01-29T01:39:39Z,3990000,,,0,,F. Wagner backcourt TURNOVER (2 TO),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,1627964.0,2.0,,,,,,,,,,,,,,,,
409,PT07M26.00S,2022-01-29T01:39:56.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630180,29.590998685939553,76.2484681372549,1610612765,74,66,2022-01-29T01:40:06Z,4000000,-131.0,226.0,1,left,S. Bey 26' 3PT  (12 PTS) (I. Stewart 1 AST),"[1630180, 1630191]",1610612765.0,DET,,,,Bey,S. Bey,,,,,26.11,Made,,,,,,12.0,I. Stewart,1630191.0,1.0,,,,,,,,,,
411,PT07M12.00S,2022-01-29T01:40:12.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628964,92.72339027595268,47.30392156862745,1610612753,76,66,2022-01-29T01:40:18Z,4020000,-13.0,16.0,1,right,M. Bamba DUNK (11 PTS) (C. Anthony 6 AST),"[1628964, 1630175]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,2.09,Made,,,,,,11.0,C. Anthony,1630175.0,6.0,,,,,,,,,,
413,PT07M12.00S,2022-01-29T01:40:16.5Z,3,REGULAR,foul,personal,['1freethrow'],202709,,,1610612753,76,66,2022-01-29T01:40:31Z,4040000,,,0,,C. Joseph shooting personal FOUL (4 PF) (Bamba 1 FT),"[202709, 1628964]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,,,,202041.0,,,,,,,,,,,4.0,0.0,Bamba,1628964.0,,,
415,PT07M12.00S,2022-01-29T01:40:41.8Z,3,REGULAR,freethrow,1 of 1,[],1628964,,,1610612753,77,66,2022-01-29T01:40:41Z,4060000,,,0,,M. Bamba Free Throw 1 of 1 (12 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Made,,,,,,12.0,,,,,,,,,,,,,
416,PT06M59.00S,2022-01-29T01:40:58.9Z,3,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612765,77,66,2022-01-29T01:41:10Z,4070000,,,0,,F. Wagner shooting personal FOUL (3 PF) (Bey 2 FT),"[1630532, 1630180]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,1628951.0,,,,,,,,,,,3.0,0.0,Bey,1630180.0,,,
418,PT06M59.00S,2022-01-29T01:41:23.7Z,3,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,77,66,2022-01-29T01:41:23Z,4090000,,,0,,MISS S. Bey Free Throw 1 of 2,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Missed,,,,,,,,,,,,,,,,,,,
419,PT06M59.00S,2022-01-29T01:41:23.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,77,66,2022-01-29T01:41:23Z,4100000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,418.0,,,,,,,,,,,,,,,,,,
420,PT06M59.00S,2022-01-29T01:41:38.8Z,3,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,77,67,2022-01-29T01:41:38Z,4110000,,,0,,S. Bey Free Throw 2 of 2 (13 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,,,,,,13.0,,,,,,,,,,,,,
421,PT06M41.00S,2022-01-29T01:41:57.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,91.27792378449409,53.18627450980392,1610612753,77,67,2022-01-29T01:42:06Z,4120000,16.0,29.0,1,right,MISS W. Carter Jr. driving Layup,[1628976],1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,3.35,Missed,,,,,,,,,,,,,,,,,,,
422,PT06M39.00S,2022-01-29T01:41:59.4Z,3,REGULAR,rebound,offensive,[],1630591,,,1610612753,77,67,2022-01-29T01:42:23Z,4130000,,,0,,J. Suggs REBOUND (Off:1 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,421.0,,,,,,,,,1.0,0.0,1.0,,,,,,,
423,PT06M39.00S,2022-01-29T01:42:04.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630591,94.40999984741211,50.0,1610612753,79,67,2022-01-29T01:42:17Z,4140000,0.0,0.0,1,right,J. Suggs tip Layup (6 PTS),[1630591],1610612753.0,ORL,tip,,,Suggs,J. Suggs,,,,,0.0,Made,,,,,,6.0,,,,,,,,,,,,,
424,PT06M14.00S,2022-01-29T01:42:23.4Z,3,REGULAR,3pt,Jump Shot,[],1628977,29.517082785808146,19.362745098039216,1610612765,79,67,2022-01-29T01:43:06Z,4150000,153.0,225.0,1,left,MISS H. Diallo 27' 3PT,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,27.22,Missed,,,,,,,,,,,,,,,,,,,
425,PT06M13.00S,2022-01-29T01:42:24.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,79,67,2022-01-29T01:43:09Z,4160000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,424.0,,,,,,,,,,,,,,,,,,
426,PT06M02.00S,2022-01-29T01:43:10.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628977,,,1610612753,79,67,2022-01-29T01:43:26Z,4170000,,,0,,H. Diallo shooting personal FOUL (2 PF) (Wagner 2 FT),"[1628977, 1630532]",1610612765.0,DET,shooting,,,Diallo,H. Diallo,,,,,,,,202041.0,,,,,,,,,,,2.0,0.0,Wagner,1630532.0,,,
428,PT06M02.00S,2022-01-29T01:43:39.7Z,3,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,80,67,2022-01-29T01:43:39Z,4190000,,,0,,F. Wagner Free Throw 1 of 2 (18 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,,,,,,18.0,,,,,,,,,,,,,
429,PT06M02.00S,2022-01-29T01:43:41.9Z,3,REGULAR,substitution,out,[],1630591,,,1610612753,80,67,2022-01-29T01:43:47Z,4200000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M02.00S,2022-01-29T01:43:41.9Z,3,REGULAR,substitution,in,[],203914,,,1610612753,80,67,2022-01-29T01:43:47Z,4210000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT06M02.00S,2022-01-29T01:43:56.9Z,3,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,81,67,2022-01-29T01:43:56Z,4220000,,,0,,F. Wagner Free Throw 2 of 2 (19 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,,,,,,19.0,,,,,,,,,,,,,
432,PT05M40.00S,2022-01-29T01:44:20.4Z,3,REGULAR,2pt,Jump Shot,[],1630180,25.18068331143233,66.42156862745098,1610612765,81,67,2022-01-29T01:44:26Z,4230000,-82.0,184.0,1,left,MISS S. Bey 20' pullup Shot,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,20.17,Missed,,,,,,,,,,,,,,,,,,,
433,PT05M37.00S,2022-01-29T01:44:23.4Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,81,67,2022-01-29T01:44:26Z,4240000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:7),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,432.0,,,,,,,,,9.0,7.0,2.0,,,,,,,
434,PT05M26.00S,2022-01-29T01:44:35.7Z,3,REGULAR,turnover,bad pass,[],1630175,,,1610612753,81,67,2022-01-29T01:44:42Z,4250000,,,0,,C. Anthony bad pass TURNOVER (4 TO),"[1630175, 202709]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,4.0,Joseph,202709.0,,,,,,,,,,,,,,
435,PT05M26.00S,2022-01-29T01:44:35.7Z,3,REGULAR,steal,,[],202709,,,1610612765,81,67,2022-01-29T01:44:38Z,4260000,,,0,,C. Joseph STEAL (1 STL),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M26.00S,2022-01-29T01:44:40.1Z,3,REGULAR,foul,personal,[],1630532,,,1610612765,81,67,2022-01-29T01:44:52Z,4270000,,,0,,F. Wagner personal FOUL (4 PF),"[1630532, 202709]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,202041.0,,,,,,,,,,,4.0,0.0,Joseph,202709.0,,,
444,PT05M26.00S,2022-01-29T01:45:03.3Z,3,REGULAR,substitution,out,[],1630532,,,1610612765,81,67,2022-01-29T01:45:19Z,4350000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT05M26.00S,2022-01-29T01:45:03.3Z,3,REGULAR,substitution,out,[],202709,,,1610612765,81,67,2022-01-29T01:52:11Z,4365000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT05M26.00S,2022-01-29T01:45:03.3Z,3,REGULAR,substitution,out,[],1630191,,,1610612765,81,67,2022-01-29T01:52:11Z,4367500,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT05M26.00S,2022-01-29T01:45:03.3Z,3,REGULAR,substitution,in,[],1629643,,,1610612765,81,67,2022-01-29T01:52:11Z,4368750,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT05M26.00S,2022-01-29T01:45:03.3Z,3,REGULAR,substitution,in,[],1630165,,,1610612765,81,67,2022-01-29T01:52:11Z,4369375,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT05M26.00S,2022-01-29T01:45:03.3Z,3,REGULAR,substitution,in,[],1626168,,,1610612765,81,67,2022-01-29T01:52:11Z,4369687,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M11.00S,2022-01-29T01:45:22.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630595,6.521024967148489,48.77450980392157,1610612765,81,69,2022-01-29T02:01:45Z,4370000,6.0,9.0,1,left,C. Cunningham driving finger roll Layup (4 PTS),[1630595],1610612765.0,DET,driving finger roll,,,Cunningham,C. Cunningham,,,,,1.07,Made,,,,,,4.0,,,,,,,,,,,,,
447,PT04M52.00S,2022-01-29T01:45:42.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203914,89.43823915900131,57.35294117647059,1610612753,81,69,2022-01-29T01:45:54Z,4380000,37.0,47.0,1,right,MISS G. Harris driving finger roll Layup,[203914],1610612753.0,ORL,driving finger roll,,,Harris,G. Harris,,,,,5.95,Missed,,,,,,,,,,,,,,,,,,,
448,PT04M50.00S,2022-01-29T01:45:44.2Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,81,69,2022-01-29T01:45:54Z,4390000,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,447.0,,,,,,,,,1.0,1.0,0.0,,,,,,,
449,PT04M42.00S,2022-01-29T01:45:51.9Z,3,REGULAR,3pt,Jump Shot,[],1630595,23.340998685939553,85.04901960784314,1610612765,81,69,2022-01-29T01:46:19Z,4400000,-175.0,167.0,1,left,MISS C. Cunningham 24' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,24.2,Missed,,,,,,,,,,,,,,,,,,,
450,PT04M39.00S,2022-01-29T01:45:54.9Z,3,REGULAR,rebound,defensive,[],1629643,,,1610612753,81,69,2022-01-29T01:46:19Z,4410000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,449.0,,,,,,,,,2.0,2.0,0.0,,,,,,,
451,PT04M30.00S,2022-01-29T01:46:12.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,81,69,2022-01-29T01:46:12Z,4420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M30.00S,2022-01-29T01:46:13.5Z,3,REGULAR,substitution,out,[],1628976,,,1610612753,81,69,2022-01-29T01:46:20Z,4430000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M30.00S,2022-01-29T01:46:13.5Z,3,REGULAR,substitution,in,[],203082,,,1610612753,81,69,2022-01-29T01:46:20Z,4440000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M30.00S,2022-01-29T01:46:25.6Z,3,REGULAR,substitution,out,[],1628977,,,1610612753,81,69,2022-01-29T01:46:31Z,4450000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M30.00S,2022-01-29T01:46:25.6Z,3,REGULAR,substitution,in,[],203585,,,1610612753,81,69,2022-01-29T01:46:31Z,4460000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M21.00S,2022-01-29T01:46:48.6Z,3,REGULAR,3pt,Jump Shot,[],1629643,94.30026281208936,3.6764705882352944,1610612753,84,69,2022-01-29T01:46:54Z,4470000,-232.0,1.0,1,right,C. Okeke 3PT  (11 PTS) (G. Harris 2 AST),"[1629643, 203914]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,23.16,Made,,,,,,11.0,G. Harris,203914.0,2.0,,,,,,,,,,
458,PT04M05.00S,2022-01-29T01:47:03.5Z,3,REGULAR,3pt,Jump Shot,[],203585,22.552562417871222,10.294117647058822,1610612765,84,69,2022-01-29T01:47:10Z,4490000,199.0,159.0,1,left,MISS R. McGruder 25' 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
459,PT04M02.00S,2022-01-29T01:47:06.5Z,3,REGULAR,rebound,defensive,[],203082,,,1610612753,84,69,2022-01-29T01:47:10Z,4500000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,458.0,,,,,,,,,1.0,1.0,0.0,,,,,,,
460,PT03M48.00S,2022-01-29T01:47:21.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203914,91.40932982917214,52.450980392156865,1610612753,84,69,2022-01-29T01:54:02Z,4510000,12.0,28.0,1,right,MISS G. Harris cutting finger roll Layup,[203914],1610612753.0,ORL,cutting finger roll,,,Harris,G. Harris,,,,,3.09,Missed,,,,,,,,,,,,,,,,,,,
