actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
91,PT03M57.00S,2022-01-29T00:24:28.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,11.908672798948752,47.05882352941176,1610612753,21,11,2022-01-29T00:24:35Z,900000,15.0,59.0,1,left,F. Wagner 6' driving Hook (13 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,6.12,Made,,,,,,13.0,,,,,,,,,,,,,
92,PT03M56.00S,2022-01-29T00:24:37.3Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612765,21,11,2022-01-29T00:24:44Z,910000,,,0,,TEAM delay-of-game VIOLATION,[],1610612753.0,ORL,,,,,,,,,,,,,1628951.0,,,,,,,,,,,,,,,,,
93,PT03M47.00S,2022-01-29T00:24:53.4Z,1,REGULAR,turnover,lost ball,[],202709,,,1610612765,21,11,2022-01-29T00:25:02Z,920000,,,0,,C. Joseph lost ball TURNOVER (1 TO),"[202709, 1630175]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,1.0,Anthony,1630175.0,,,,,,,,,,,,,,
94,PT03M47.00S,2022-01-29T00:24:53.4Z,1,REGULAR,steal,,[],1630175,,,1610612753,21,11,2022-01-29T00:24:55Z,930000,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M46.00S,2022-01-29T00:24:59.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630175,15.768725361366624,48.552389705882355,1610612753,21,11,2022-01-29T00:25:20Z,940000,7.0,96.0,1,left,MISS C. Anthony 9' running Layup - blocked,"[1630175, 202709]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,9.6,Missed,,,,,,,,,,,,,,,,,Joseph,202709.0,
96,PT03M46.00S,2022-01-29T00:24:59.1Z,1,REGULAR,block,,[],202709,,,1610612753,21,11,2022-01-29T00:25:03Z,950000,,,0,,C. Joseph BLOCK (1 BLK),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M46.00S,2022-01-29T00:24:59.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,21,11,2022-01-29T00:25:20Z,960000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,
98,PT03M46.00S,2022-01-29T00:25:07.0Z,1,REGULAR,substitution,out,[],1628964,,,1610612765,21,11,2022-01-29T00:25:25Z,970000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M46.00S,2022-01-29T00:25:07.0Z,1,REGULAR,substitution,out,[],1630532,,,1610612765,21,11,2022-01-29T00:25:25Z,980000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M46.00S,2022-01-29T00:25:07.0Z,1,REGULAR,substitution,out,[],1628977,,,1610612765,21,11,2022-01-29T00:25:25Z,990000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M46.00S,2022-01-29T00:25:07.0Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,21,11,2022-01-29T00:25:25Z,1000000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M46.00S,2022-01-29T00:25:07.0Z,1,REGULAR,substitution,in,[],1629643,,,1610612765,21,11,2022-01-29T00:25:25Z,1010000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M46.00S,2022-01-29T00:25:07.0Z,1,REGULAR,substitution,in,[],203082,,,1610612765,21,11,2022-01-29T00:25:25Z,1020000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M46.00S,2022-01-29T00:25:07.0Z,1,REGULAR,substitution,in,[],203585,,,1610612765,21,11,2022-01-29T00:25:25Z,1030000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M46.00S,2022-01-29T00:25:07.0Z,1,REGULAR,substitution,in,[],1626168,,,1610612765,21,11,2022-01-29T00:25:25Z,1040000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M30.00S,2022-01-29T00:25:32.8Z,1,REGULAR,3pt,Jump Shot,[],1626168,66.17936925098554,26.715686274509803,1610612765,21,14,2022-01-29T00:25:38Z,1050000,-116.0,265.0,1,right,T. Lyles 28' 3PT  (3 PTS) (S. Bey 2 AST),"[1626168, 1630180]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,28.98,Made,,,,,,3.0,S. Bey,1630180.0,2.0,,,,,,,,,,
108,PT03M15.00S,2022-01-29T00:25:51.0Z,1,REGULAR,foul,personal,[],1630180,,,1610612753,21,14,2022-01-29T00:26:03Z,1070000,,,0,,S. Bey personal FOUL (1 PF),"[1630180, 1628976]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,202041.0,,,,,,,,,,,1.0,0.0,Carter Jr.,1628976.0,,,
110,PT03M15.00S,2022-01-29T00:26:02.7Z,1,REGULAR,substitution,out,[],202709,,,1610612753,21,14,2022-01-29T00:26:13Z,1090000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M15.00S,2022-01-29T00:26:02.7Z,1,REGULAR,substitution,in,[],1630165,,,1610612753,21,14,2022-01-29T00:26:13Z,1100000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M00.00S,2022-01-29T00:26:31.2Z,1,REGULAR,3pt,Jump Shot,[],203082,31.35676741130092,62.254901960784316,1610612753,24,14,2022-01-29T00:26:39Z,1110000,-61.0,242.0,1,left,T. Ross 24' 3PT pullup (3 PTS) (W. Carter Jr. 3 AST),"[203082, 1628976]",1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,24.99,Made,,,,,,3.0,W. Carter Jr.,1628976.0,3.0,,,,,,,,,,
114,PT02M44.00S,2022-01-29T00:26:47.7Z,1,REGULAR,3pt,Jump Shot,[],1630595,67.62483574244416,34.31372549019608,1610612765,24,14,2022-01-29T00:26:53Z,1130000,-78.0,252.0,1,right,MISS C. Cunningham 26' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
115,PT02M42.00S,2022-01-29T00:26:49.7Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,24,14,2022-01-29T00:26:53Z,1140000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,114.0,,,,,,,,,2.0,2.0,0.0,,,,,,,
116,PT02M37.00S,2022-01-29T00:26:56.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,6.1268068331143235,47.549019607843135,1610612753,26,14,2022-01-29T00:27:08Z,1150000,12.0,5.0,1,left,C. Anthony driving Layup (4 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,1.33,Made,,,,,,4.0,,,,,,,,,,,,,
117,PT02M37.00S,2022-01-29T00:27:00.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630165,,,1610612753,26,14,2022-01-29T00:27:18Z,1160000,,,0,,K. Hayes shooting personal FOUL (1 PF) (Anthony 1 FT),"[1630165, 1630175]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,,,,1628951.0,,,,,,,,,,,1.0,0.0,Anthony,1630175.0,,,
119,PT02M37.00S,2022-01-29T00:27:22.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612753,26,14,2022-01-29T00:29:31Z,1180000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M37.00S,2022-01-29T00:27:38.3Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,26,14,2022-01-29T00:29:38Z,1190000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M37.00S,2022-01-29T00:27:38.3Z,1,REGULAR,substitution,out,[],1630595,,,1610612753,26,14,2022-01-29T00:29:38Z,1200000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M37.00S,2022-01-29T00:27:38.3Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,26,14,2022-01-29T00:29:38Z,1210000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M37.00S,2022-01-29T00:27:38.3Z,1,REGULAR,substitution,in,[],1628402,,,1610612753,26,14,2022-01-29T00:29:38Z,1220000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M37.00S,2022-01-29T00:29:58.7Z,1,REGULAR,freethrow,1 of 1,[],1630175,,,1610612753,27,14,2022-01-29T00:29:58Z,1230000,,,0,,C. Anthony Free Throw 1 of 1 (5 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,,,,,,5.0,,,,,,,,,,,,,
125,PT02M18.00S,2022-01-29T00:30:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,93.11760840998686,52.69607843137255,1610612765,27,16,2022-01-29T00:30:27Z,1240000,13.0,12.0,1,right,S. Bey driving Layup (5 PTS),[1630180],1610612765.0,DET,driving,,,Bey,S. Bey,,,,,1.82,Made,,,,,,5.0,,,,,,,,,,,,,
126,PT02M03.00S,2022-01-29T00:30:33.3Z,1,REGULAR,3pt,Jump Shot,[],203914,3.630091984231275,94.11764705882352,1610612753,30,16,2022-01-29T00:30:38Z,1250000,-221.0,-18.0,1,left,G. Harris 3PT  (3 PTS) (T. Ross 1 AST),"[203914, 203082]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,22.14,Made,,,,,,3.0,T. Ross,203082.0,1.0,,,,,,,,,,
128,PT01M51.00S,2022-01-29T00:30:45.8Z,1,REGULAR,3pt,Jump Shot,[],1626168,68.41327201051249,29.166666666666668,1610612765,30,16,2022-01-29T00:30:50Z,1270000,-104.0,244.0,1,right,MISS T. Lyles 26' 3PT,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
129,PT01M48.00S,2022-01-29T00:30:48.8Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,30,16,2022-01-29T00:30:50Z,1280000,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,128.0,,,,,,,,,1.0,1.0,0.0,,,,,,,
130,PT01M42.00S,2022-01-29T00:30:54.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203914,4.418528252299605,53.92156862745098,1610612753,32,16,2022-01-29T00:32:04Z,1290000,-20.0,-11.0,1,left,G. Harris running reverse Layup (5 PTS) (C. Okeke 1 AST),"[203914, 1629643]",1610612753.0,ORL,running reverse,,,Harris,G. Harris,,,,,2.25,Made,,,,,,5.0,C. Okeke,1629643.0,1.0,,,,,,,,,,
132,PT01M27.00S,2022-01-29T00:31:19.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,32,16,2022-01-29T00:31:19Z,1310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M27.00S,2022-01-29T00:31:20.9Z,1,REGULAR,substitution,out,[],1630175,,,1610612765,32,16,2022-01-29T00:31:24Z,1320000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M27.00S,2022-01-29T00:31:20.9Z,1,REGULAR,substitution,in,[],1630591,,,1610612765,32,16,2022-01-29T00:31:24Z,1330000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M20.00S,2022-01-29T00:31:40.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,85.3646517739816,95.58823529411765,1610612765,32,16,2022-01-29T00:31:48Z,1340000,228.0,85.0,1,right,MISS S. Bey 24' step back 3PT,[1630180],1610612765.0,DET,step back,,,Bey,S. Bey,,,,,24.33,Missed,,,,,,,,,,,,,,,,,,,
136,PT01M16.00S,2022-01-29T00:31:44.0Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,32,16,2022-01-29T00:31:48Z,1350000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,135.0,,,,,,,,,1.0,1.0,0.0,,,,,,,
137,PT01M15.00S,2022-01-29T00:31:48.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628402,,,1610612753,32,16,2022-01-29T00:32:00Z,1360000,,,0,,F. Jackson shooting personal FOUL (1 PF) (Okeke 2 FT),"[1628402, 1629643]",1610612765.0,DET,shooting,,,Jackson,F. Jackson,,,,,,,,1627964.0,,,,,,,,,,,1.0,0.0,Okeke,1629643.0,,,
139,PT01M15.00S,2022-01-29T00:32:12.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629643,,,1610612753,33,16,2022-01-29T00:32:12Z,1380000,,,0,,C. Okeke Free Throw 1 of 2 (1 PTS),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,Made,,,,,,1.0,,,,,,,,,,,,,
140,PT01M15.00S,2022-01-29T00:32:27.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629643,,,1610612753,34,16,2022-01-29T00:32:27Z,1390000,,,0,,C. Okeke Free Throw 2 of 2 (2 PTS),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,Made,,,,,,2.0,,,,,,,,,,,,,
141,PT01M00.00S,2022-01-29T00:32:42.0Z,1,REGULAR,3pt,Jump Shot,[],1630165,68.67608409986859,30.88235294117647,1610612765,34,16,2022-01-29T00:32:48Z,1400000,-96.0,242.0,1,right,MISS K. Hayes 26' step back 3PT,[1630165],1610612765.0,DET,step back,,,Hayes,K. Hayes,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,,
142,PT00M56.40S,2022-01-29T00:32:45.6Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,34,16,2022-01-29T00:32:48Z,1410000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,141.0,,,,,,,,,1.0,1.0,0.0,,,,,,,
143,PT00M41.30S,2022-01-29T00:33:01.0Z,1,REGULAR,3pt,Jump Shot,[],1629643,8.804204993429698,96.83670343137256,1610612753,37,16,2022-01-29T00:33:16Z,1420000,-234.0,30.0,1,left,C. Okeke 3PT  (5 PTS) (M. Wagner 1 AST),"[1629643, 1629021]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,23.62,Made,,,,,,5.0,M. Wagner,1629021.0,1.0,,,,,,,,,,
145,PT00M23.20S,2022-01-29T00:33:23.4Z,1,REGULAR,foul,personal,['2freethrow'],203914,,,1610612765,37,16,2022-01-29T00:33:44Z,1440000,,,0,,G. Harris shooting personal FOUL (1 PF) (McGruder 2 FT),"[203914, 203585]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,,,,1627964.0,,,,,,,,,,,1.0,0.0,McGruder,203585.0,,,
147,PT00M23.20S,2022-01-29T00:33:49.8Z,1,REGULAR,freethrow,1 of 2,[],203585,,,1610612765,37,16,2022-01-29T00:33:49Z,1460000,,,0,,MISS R. McGruder Free Throw 1 of 2,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M23.20S,2022-01-29T00:33:49.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,37,16,2022-01-29T00:33:49Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,147.0,,,,,,,,,,,,,,,,,,
149,PT00M23.20S,2022-01-29T00:34:06.5Z,1,REGULAR,freethrow,2 of 2,[],203585,,,1610612765,37,17,2022-01-29T00:34:06Z,1480000,,,0,,R. McGruder Free Throw 2 of 2 (1 PTS),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,Made,,,,,,1.0,,,,,,,,,,,,,
150,PT00M06.20S,2022-01-29T00:34:24.7Z,1,REGULAR,2pt,Jump Shot,[],203082,23.209592641261498,51.71568627450981,1610612753,39,17,2022-01-29T00:34:33Z,1490000,-9.0,166.0,1,left,T. Ross 16' pullup Jump Shot (5 PTS) (M. Wagner 2 AST),"[203082, 1629021]",1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,16.59,Made,,,,,,5.0,M. Wagner,1629021.0,2.0,,,,,,,,,,
152,PT00M01.40S,2022-01-29T00:34:34.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630591,,,1610612765,39,17,2022-01-29T00:34:45Z,1510000,,,0,,J. Suggs personal FOUL (1 PF) (Hayes 2 FT),"[1630591, 1630165]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,1628951.0,,,,,,,,,,,1.0,0.0,Hayes,1630165.0,,,
154,PT00M01.40S,2022-01-29T00:34:58.9Z,1,REGULAR,freethrow,1 of 2,[],1630165,,,1610612765,39,18,2022-01-29T00:34:58Z,1530000,,,0,,K. Hayes Free Throw 1 of 2 (1 PTS),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,Made,,,,,,1.0,,,,,,,,,,,,,
155,PT00M01.40S,2022-01-29T00:34:58.9Z,1,REGULAR,freethrow,2 of 2,[],1630165,,,1610612765,39,19,2022-01-29T00:36:35Z,1540000,,,0,,K. Hayes Free Throw 2 of 2 (2 PTS),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,Made,,,,,,2.0,,,,,,,,,,,,,
156,PT00M00.80S,2022-01-29T00:35:22.9Z,1,REGULAR,turnover,bad pass,[],1629643,,,1610612753,39,19,2022-01-29T00:36:32Z,1550000,,,0,,C. Okeke bad pass TURNOVER (1 TO),"[1629643, 1626168]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,1.0,Lyles,1626168.0,,,,,,,,,,,,,,
157,PT00M00.80S,2022-01-29T00:35:22.9Z,1,REGULAR,steal,,[],1626168,,,1610612765,39,19,2022-01-29T00:35:26Z,1560000,,,0,,T. Lyles STEAL (1 STL),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2022-01-29T00:36:01.9Z,1,REGULAR,period,end,[],0,,,1610612765,39,19,2022-01-29T00:36:02Z,1600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-29T00:36:10.0Z,2,REGULAR,substitution,out,['startperiod'],1630180,,,1610612765,39,19,2022-01-29T00:38:03Z,1610000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-01-29T00:36:10.0Z,2,REGULAR,substitution,in,['startperiod'],1628367,,,1610612765,39,19,2022-01-29T00:38:03Z,1620000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-01-29T00:38:08.6Z,2,REGULAR,period,start,[],0,,,1610612765,39,19,2022-01-29T00:38:08Z,1630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M43.00S,2022-01-29T00:38:25.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626168,80.3712220762155,39.21568627450981,1610612765,39,19,2022-01-29T00:38:51Z,1640000,-54.0,132.0,1,right,MISS T. Lyles 14' turnaround fadeaway Shot,[1626168],1610612765.0,DET,turnaround fadeaway,,,Lyles,T. Lyles,,,,,14.26,Missed,,,,,,,,,,,,,,,,,,,
166,PT11M40.00S,2022-01-29T00:38:28.2Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,39,19,2022-01-29T00:38:33Z,1650000,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,165.0,,,,,,,,,2.0,2.0,0.0,,,,,,,
167,PT11M32.00S,2022-01-29T00:38:39.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,10.85742444152431,40.19607843137255,1610612753,39,19,2022-01-29T00:39:32Z,1660000,49.0,50.0,1,left,MISS J. Suggs 6' driving Layup - blocked,"[1630591, 1628367]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,6.97,Missed,,,,,,,,,,,,,,,,,Jackson,1628367.0,
168,PT11M32.00S,2022-01-29T00:38:39.2Z,2,REGULAR,block,,[],1628367,,,1610612753,39,19,2022-01-29T00:38:46Z,1670000,,,0,,J. Jackson BLOCK (1 BLK),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M32.00S,2022-01-29T00:38:39.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,39,19,2022-01-29T00:48:48Z,1680000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,,,
345,PT11M32.00S,2022-01-29T00:39:08.8Z,2,REGULAR,jumpball,recovered,[],0,,,1610612765,39,19,2022-01-29T01:21:34Z,1685000,,,0,,Jump Ball J. Jackson vs. J. Suggs: Tip to Team (DET),"[1628367, 1630591]",1610612765.0,DET,heldball,Team (DET),,,,Jackson,1628367.0,Suggs,1630591.0,,,,,,,,,,,,,,,,,,,,,
170,PT11M29.00S,2022-01-29T00:39:38.4Z,2,REGULAR,jumpball,recovered,[],203585,,,1610612765,39,19,2022-01-29T01:21:58Z,1690000,,,0,,Jump Ball T. Lyles vs. M. Wagner: Tip to R. McGruder,"[203585, 1626168, 1629021]",1610612765.0,DET,outofbounds,R. McGruder,203585.0,McGruder,R. McGruder,Lyles,1626168.0,Wagner,1629021.0,,,,,,,,,,,,,,,,,,,,,
173,PT11M14.00S,2022-01-29T00:39:50.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,92.85479632063075,39.46078431372549,1610612765,39,21,2022-01-29T00:39:57Z,1720000,-53.0,15.0,1,right,K. Hayes driving floating Jump Shot (4 PTS) (R. McGruder 1 AST),"[1630165, 203585]",1610612765.0,DET,driving floating,,,Hayes,K. Hayes,,,,,5.47,Made,,,,,,4.0,R. McGruder,203585.0,1.0,,,,,,,,,,
174,PT10M56.00S,2022-01-29T00:40:08.3Z,2,REGULAR,turnover,lost ball,[],1630591,,,1610612753,39,21,2022-01-29T00:40:13Z,1730000,,,0,,J. Suggs lost ball TURNOVER (1 TO),"[1630591, 203585]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,1.0,McGruder,203585.0,,,,,,,,,,,,,,
175,PT10M56.00S,2022-01-29T00:40:08.3Z,2,REGULAR,steal,,[],203585,,,1610612765,39,21,2022-01-29T01:01:12Z,1740000,,,0,,R. McGruder STEAL (1 STL),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M52.00S,2022-01-29T00:40:12.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203585,91.5407358738502,45.83333333333333,1610612765,39,23,2022-01-29T00:40:21Z,1750000,-21.0,27.0,1,right,R. McGruder running Layup (3 PTS) (K. Hayes 1 AST),"[203585, 1630165]",1610612765.0,DET,running,,,McGruder,R. McGruder,,,,,3.41,Made,,,,,,3.0,K. Hayes,1630165.0,1.0,,,,,,,,,,
178,PT10M32.00S,2022-01-29T00:40:35.5Z,2,REGULAR,foul,personal,['2freethrow'],1626168,,,1610612753,39,23,2022-01-29T00:40:47Z,1770000,,,0,,T. Lyles shooting personal FOUL (1 PF) (Wagner 2 FT),"[1626168, 1629021]",1610612765.0,DET,shooting,,,Lyles,T. Lyles,,,,,,,,1627964.0,,,,,,,,,,,1.0,0.0,Wagner,1629021.0,,,
180,PT10M32.00S,2022-01-29T00:41:02.4Z,2,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,40,23,2022-01-29T00:41:02Z,1790000,,,0,,M. Wagner Free Throw 1 of 2 (1 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,,,,,,1.0,,,,,,,,,,,,,
181,PT10M32.00S,2022-01-29T00:41:21.2Z,2,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,41,23,2022-01-29T00:41:21Z,1800000,,,0,,M. Wagner Free Throw 2 of 2 (2 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,,,,,,2.0,,,,,,,,,,,,,
182,PT10M19.00S,2022-01-29T00:41:37.2Z,2,REGULAR,foul,personal,['2freethrow'],203914,,,1610612765,41,23,2022-01-29T00:41:52Z,1810000,,,0,,G. Harris shooting personal FOUL (2 PF) (Hayes 2 FT),"[203914, 1630165]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,,,,1627964.0,,,,,,,,,,,2.0,0.0,Hayes,1630165.0,,,
184,PT10M19.00S,2022-01-29T00:42:08.3Z,2,REGULAR,freethrow,1 of 2,[],1630165,,,1610612765,41,23,2022-01-29T00:42:08Z,1830000,,,0,,MISS K. Hayes Free Throw 1 of 2,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
185,PT10M19.00S,2022-01-29T00:42:08.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,41,23,2022-01-29T00:42:08Z,1840000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,,
