actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
96,PT04M47.00S,2022-02-25T03:30:59.3Z,1,REGULAR,3pt,Jump Shot,[],203952,26.231931668856767,82.35294117647058,1610612744,24,19,2022-02-25T03:31:11Z,930000,-162.0,194.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,25.27,Missed,,,,,,,,,,,,,,,
97,PT04M42.00S,2022-02-25T03:31:04.3Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,24,19,2022-02-25T03:31:11Z,940000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,96.0,2.0,2.0,0.0,,,,,,,,,,,
99,PT04M42.00S,2022-02-25T03:31:11.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629673,,,1610612757,24,19,2022-02-25T03:31:23Z,960000,,,0,,J. Poole shooting personal FOUL (2 PF) (Watford 2 FT),"[1629673, 1630570]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,,,,202027.0,2.0,0.0,Watford,1630570.0,,,,,,
101,PT04M42.00S,2022-02-25T03:31:31.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630570,,,1610612757,25,19,2022-02-25T03:31:31Z,980000,,,0,,T. Watford Free Throw 1 of 2 (1 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,Made,,,,,,,,,,1.0,,,,,
102,PT04M42.00S,2022-02-25T03:31:32.5Z,1,REGULAR,substitution,out,[],1628404,,,1610612757,25,19,2022-02-25T03:31:50Z,990000,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M42.00S,2022-02-25T03:31:32.5Z,1,REGULAR,substitution,out,[],1629604,,,1610612757,25,19,2022-02-25T03:31:50Z,1000000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M42.00S,2022-02-25T03:31:32.5Z,1,REGULAR,substitution,in,[],203463,,,1610612757,25,19,2022-02-25T03:31:50Z,1010000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M42.00S,2022-02-25T03:31:32.5Z,1,REGULAR,substitution,in,[],1630535,,,1610612757,25,19,2022-02-25T03:31:50Z,1020000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M42.00S,2022-02-25T03:31:53.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630570,,,1610612757,26,19,2022-02-25T03:31:53Z,1030000,,,0,,T. Watford Free Throw 2 of 2 (2 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,Made,,,,,,,,,,2.0,,,,,
107,PT04M28.00S,2022-02-25T03:32:08.8Z,1,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,26,19,2022-02-25T03:32:15Z,1040000,,,0,,S. Curry bad pass out-of-bounds TURNOVER (1 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,1.0,,,,,,,,,202027.0,,,,,,,,,,
108,PT04M28.00S,2022-02-25T03:32:12.8Z,1,REGULAR,substitution,out,[],1626172,,,1610612757,26,19,2022-02-25T03:32:17Z,1050000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M28.00S,2022-02-25T03:32:12.8Z,1,REGULAR,substitution,in,[],203490,,,1610612757,26,19,2022-02-25T03:32:17Z,1060000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M15.00S,2022-02-25T03:32:36.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630535,90.48948751642575,3.6764705882352944,1610612757,29,19,2022-02-25T03:32:43Z,1070000,-232.0,37.0,1,right,G. Brown III 3PT  (3 PTS) (T. Watford 1 AST),"[1630535, 1630570]",1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,23.45,Made,,,,,,,,,,3.0,T. Watford,1630570.0,1.0,,
112,PT03M57.00S,2022-02-25T03:32:54.2Z,1,REGULAR,3pt,Jump Shot,[],201939,32.14520367936925,38.23529411764706,1610612744,29,19,2022-02-25T03:33:02Z,1090000,59.0,250.0,1,left,MISS S. Curry 25' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,,25.65,Missed,,,,,,,,,,,,,,,
113,PT03M54.00S,2022-02-25T03:32:57.2Z,1,REGULAR,rebound,defensive,[],1630535,,,1610612757,29,19,2022-02-25T03:33:02Z,1100000,,,0,,G. Brown III REBOUND (Off:0 Def:1),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,
114,PT03M41.00S,2022-02-25T03:33:10.0Z,1,REGULAR,3pt,Jump Shot,[],1629014,69.46452036793693,72.05882352941177,1610612757,29,19,2022-02-25T03:33:14Z,1110000,110.0,235.0,1,right,MISS A. Simons 25' step back 3PT,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,,,,25.91,Missed,,,,,,,,,,,,,,,
115,PT03M38.00S,2022-02-25T03:33:13.0Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,29,19,2022-02-25T03:33:14Z,1120000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,
116,PT03M33.00S,2022-02-25T03:33:18.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203490,12.959921156373195,34.55882352941176,1610612744,29,21,2022-02-25T03:33:30Z,1130000,77.0,69.0,1,left,O. Porter Jr. 10' running pullup Jump Shot (2 PTS),[203490],1610612744.0,GSW,running pullup,,,Porter Jr.,O. Porter Jr.,,,,,,,,10.37,Made,,,,,,,,,,2.0,,,,,
117,PT03M14.00S,2022-02-25T03:33:38.1Z,1,REGULAR,turnover,bad pass,[],1629014,,,1610612757,29,21,2022-02-25T03:33:43Z,1140000,,,0,,A. Simons bad pass TURNOVER (2 TO),"[1629014, 203490]",1610612757.0,POR,,,,Simons,A. Simons,,,,,2.0,Porter Jr.,203490.0,,,,,,,,,,,,,,,,,
118,PT03M14.00S,2022-02-25T03:33:38.1Z,1,REGULAR,steal,,[],203490,,,1610612744,29,21,2022-02-25T03:39:13Z,1150000,,,0,,O. Porter Jr. STEAL (1 STL),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M09.00S,2022-02-25T03:33:42.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629673,10.5946123521682,40.44117647058824,1610612744,29,21,2022-02-25T03:42:30Z,1160000,48.0,47.0,1,left,MISS J. Poole 6' running Layup,[1629673],1610612744.0,GSW,running,,,Poole,J. Poole,,,,,,,,6.71,Missed,,,,,,,,,,,,,,,
120,PT03M09.00S,2022-02-25T03:33:42.5Z,1,REGULAR,rebound,offensive,[],203490,,,1610612744,29,21,2022-02-25T03:35:46Z,1170000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,119.0,2.0,1.0,1.0,,,,,,,,,,,
121,PT03M08.00S,2022-02-25T03:33:46.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",203490,5.590000152587891,50.0,1610612744,29,23,2022-02-25T03:36:00Z,1180000,0.0,0.0,1,left,O. Porter Jr. tip Layup (4 PTS),[203490],1610612744.0,GSW,tip,,,Porter Jr.,O. Porter Jr.,,,,,,,,0.0,Made,,,,,,,,,,4.0,,,,,
123,PT02M58.00S,2022-02-25T03:33:52.6Z,1,REGULAR,turnover,bad pass,[],203463,,,1610612757,29,23,2022-02-25T03:33:57Z,1200000,,,0,,B. McLemore bad pass TURNOVER (1 TO),"[203463, 203952]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,1.0,Wiggins,203952.0,,,,,,,,,,,,,,,,,
124,PT02M58.00S,2022-02-25T03:33:52.6Z,1,REGULAR,steal,,[],203952,,,1610612744,29,23,2022-02-25T03:34:57Z,1210000,,,0,,A. Wiggins STEAL (2 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M54.00S,2022-02-25T03:33:57.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203952,26.757555847568987,17.892156862745097,1610612744,29,23,2022-02-25T03:34:12Z,1220000,161.0,199.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,25.57,Missed,,,,,,,,,,,,,,,
126,PT02M51.00S,2022-02-25T03:34:00.4Z,1,REGULAR,rebound,defensive,[],203463,,,1610612757,29,23,2022-02-25T03:34:00Z,1230000,,,0,,B. McLemore REBOUND (Off:0 Def:1),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,
127,PT02M51.00S,2022-02-25T03:34:02.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203952,,,1610612757,29,23,2022-02-25T03:37:49Z,1240000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Watford 2 FT),"[203952, 1630570]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,1146.0,1.0,0.0,Watford,1630570.0,,,,,,
129,PT02M51.00S,2022-02-25T03:34:21.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,29,23,2022-02-25T03:34:21Z,1260000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M51.00S,2022-02-25T03:36:49.5Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,29,23,2022-02-25T03:37:46Z,1270000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M51.00S,2022-02-25T03:36:49.5Z,1,REGULAR,substitution,out,[],1626159,,,1610612757,29,23,2022-02-25T03:37:46Z,1280000,,,0,,SUB out: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M51.00S,2022-02-25T03:36:49.5Z,1,REGULAR,substitution,out,[],203952,,,1610612757,29,23,2022-02-25T03:37:46Z,1290000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M51.00S,2022-02-25T03:36:49.5Z,1,REGULAR,substitution,out,[],201939,,,1610612757,29,23,2022-02-25T03:37:46Z,1300000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M51.00S,2022-02-25T03:36:49.5Z,1,REGULAR,substitution,in,[],1630314,,,1610612757,29,23,2022-02-25T03:37:46Z,1310000,,,0,,SUB in: B. Williams,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M51.00S,2022-02-25T03:36:49.5Z,1,REGULAR,substitution,in,[],1630553,,,1610612757,29,23,2022-02-25T03:37:46Z,1320000,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M51.00S,2022-02-25T03:36:49.5Z,1,REGULAR,substitution,in,[],202691,,,1610612757,29,23,2022-02-25T03:37:46Z,1330000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M51.00S,2022-02-25T03:36:49.5Z,1,REGULAR,substitution,in,[],1627814,,,1610612757,29,23,2022-02-25T03:37:46Z,1340000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M51.00S,2022-02-25T03:38:02.2Z,1,REGULAR,freethrow,1 of 2,[],1630570,,,1610612757,30,23,2022-02-25T03:38:21Z,1350000,,,0,,T. Watford Free Throw 1 of 2 (3 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,Made,,,,,,,,,,3.0,,,,,
139,PT02M51.00S,2022-02-25T03:38:02.2Z,1,REGULAR,freethrow,2 of 2,[],1630570,,,1610612757,30,23,2022-02-25T03:38:21Z,1360000,,,0,,MISS T. Watford Free Throw 2 of 2,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,Missed,,,,,,,,,,,,,,,
140,PT02M48.00S,2022-02-25T03:38:05.2Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,30,23,2022-02-25T03:38:21Z,1370000,,,0,,K. Thompson REBOUND (Off:1 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,139.0,2.0,1.0,1.0,,,,,,,,,,,
141,PT02M33.00S,2022-02-25T03:38:33.4Z,1,REGULAR,turnover,lost ball,[],203490,,,1610612744,30,23,2022-02-25T03:38:38Z,1380000,,,0,,O. Porter Jr. lost ball TURNOVER (1 TO),"[203490, 1630570]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,1.0,Watford,1630570.0,,,,,,,,,,,,,,,,,
142,PT02M33.00S,2022-02-25T03:38:33.4Z,1,REGULAR,steal,,[],1630570,,,1610612757,30,23,2022-02-25T03:38:37Z,1390000,,,0,,T. Watford STEAL (1 STL),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M23.00S,2022-02-25T03:38:44.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630535,91.40932982917214,54.65686274509803,1610612757,30,23,2022-02-25T03:38:53Z,1400000,23.0,28.0,1,right,MISS G. Brown III driving Layup - blocked,"[1630535, 203490]",1610612757.0,POR,driving,,,Brown III,G. Brown III,,,,,,,,3.67,Missed,,,,,,,,,,,,,,Porter Jr.,203490.0
145,PT02M23.00S,2022-02-25T03:38:44.6Z,1,REGULAR,block,,[],203490,,,1610612757,30,23,2022-02-25T03:38:54Z,1405000,,,0,,O. Porter Jr. BLOCK (1 BLK),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M23.00S,2022-02-25T03:38:44.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,30,23,2022-02-25T03:38:54Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,
146,PT02M23.00S,2022-02-25T03:38:57.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,30,23,2022-02-25T03:38:57Z,1420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M21.00S,2022-02-25T03:38:59.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203463,94.1688567674113,96.07843137254902,1610612757,30,23,2022-02-25T03:39:15Z,1430000,230.0,2.0,1,right,MISS B. McLemore 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,23.04,Missed,,,,,,,,,,,,,,,
148,PT02M17.00S,2022-02-25T03:39:03.9Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,30,23,2022-02-25T03:39:15Z,1440000,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,,,
149,PT02M12.00S,2022-02-25T03:39:10.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,8.886333771353483,49.26470588235294,1610612744,30,23,2022-02-25T03:40:15Z,1450000,4.0,31.0,1,left,MISS J. Kuminga driving Layup - blocked,"[1630228, 1630535]",1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,,,,3.12,Missed,,,,,,,,,,,,,,Brown III,1630535.0
150,PT02M12.00S,2022-02-25T03:39:10.3Z,1,REGULAR,block,,[],1630535,,,1610612744,30,23,2022-02-25T03:39:16Z,1460000,,,0,,G. Brown III BLOCK (1 BLK),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M12.00S,2022-02-25T03:39:10.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,30,23,2022-02-25T03:39:31Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,
152,PT02M12.00S,2022-02-25T03:39:20.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,30,23,2022-02-25T03:39:20Z,1480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M09.00S,2022-02-25T03:39:28.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203490,9.149145860709593,5.147058823529411,1610612744,30,23,2022-02-25T03:39:36Z,1490000,224.0,34.0,1,left,MISS O. Porter Jr. 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,22.68,Missed,,,,,,,,,,,,,,,
154,PT02M09.00S,2022-02-25T03:39:28.7Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,30,23,2022-02-25T03:39:36Z,1500000,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,
155,PT01M58.00S,2022-02-25T03:39:38.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,87.72996057818659,43.38235294117647,1610612757,30,23,2022-02-25T03:39:50Z,1510000,-33.0,63.0,1,right,MISS T. Watford 7' driving floating Shot - blocked,"[1630570, 1630228]",1610612757.0,POR,driving floating,,,Watford,T. Watford,,,,,,,,7.1,Missed,,,,,,,,,,,,,,Kuminga,1630228.0
156,PT01M58.00S,2022-02-25T03:39:38.6Z,1,REGULAR,block,,[],1630228,,,1610612757,30,23,2022-02-25T03:39:42Z,1520000,,,0,,J. Kuminga BLOCK (1 BLK),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M55.00S,2022-02-25T03:39:41.6Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,30,23,2022-02-25T03:39:50Z,1530000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,155.0,3.0,2.0,1.0,,,,,,,,,,,
158,PT01M48.00S,2022-02-25T03:39:50.1Z,1,REGULAR,foul,personal,['2freethrow'],1630553,,,1610612744,30,23,2022-02-25T03:40:02Z,1540000,,,0,,K. Johnson shooting personal FOUL (1 PF) (Thompson 2 FT),"[1630553, 202691]",1610612757.0,POR,shooting,,,Johnson,K. Johnson,,,,,,,,,,,,,,1146.0,1.0,0.0,Thompson,202691.0,,,,,,
160,PT01M48.00S,2022-02-25T03:40:23.2Z,1,REGULAR,freethrow,1 of 2,[],202691,,,1610612744,30,24,2022-02-25T03:40:23Z,1560000,,,0,,K. Thompson Free Throw 1 of 2 (6 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,Made,,,,,,,,,,6.0,,,,,
161,PT01M48.00S,2022-02-25T03:40:42.3Z,1,REGULAR,freethrow,2 of 2,[],202691,,,1610612744,30,25,2022-02-25T03:40:42Z,1570000,,,0,,K. Thompson Free Throw 2 of 2 (7 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,Made,,,,,,,,,,7.0,,,,,
162,PT01M28.00S,2022-02-25T03:41:03.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630314,86.67871222076215,62.99019607843137,1610612757,30,25,2022-02-25T03:41:08Z,1580000,65.0,73.0,1,right,MISS B. Williams 9' step back Shot,[1630314],1610612757.0,POR,step back,,,Williams,B. Williams,,,,,,,,9.75,Missed,,,,,,,,,,,,,,,
163,PT01M25.00S,2022-02-25T03:41:06.8Z,1,REGULAR,rebound,defensive,[],1627814,,,1610612744,30,25,2022-02-25T03:41:08Z,1590000,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,162.0,1.0,1.0,0.0,,,,,,,,,,,
164,PT01M21.00S,2022-02-25T03:41:13.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203463,,,1610612744,30,25,2022-02-25T03:41:28Z,1600000,,,0,,B. McLemore personal FOUL (1 PF) (Porter Jr. 2 FT),"[203463, 203490]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,202027.0,1.0,0.0,Porter Jr.,203490.0,,,,,,
166,PT01M21.00S,2022-02-25T03:41:39.0Z,1,REGULAR,freethrow,1 of 2,[],203490,,,1610612744,30,26,2022-02-25T03:41:39Z,1620000,,,0,,O. Porter Jr. Free Throw 1 of 2 (5 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,Made,,,,,,,,,,5.0,,,,,
167,PT01M21.00S,2022-02-25T03:41:58.4Z,1,REGULAR,freethrow,2 of 2,[],203490,,,1610612744,30,27,2022-02-25T03:41:58Z,1630000,,,0,,O. Porter Jr. Free Throw 2 of 2 (6 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,Made,,,,,,,,,,6.0,,,,,
168,PT01M01.00S,2022-02-25T03:42:22.5Z,1,REGULAR,3pt,Jump Shot,[],1630553,77.973061760841,88.23529411764706,1610612757,30,27,2022-02-25T03:44:26Z,1640000,191.0,155.0,1,right,MISS K. Johnson 24' pullup 3PT,[1630553],1610612757.0,POR,pullup,,,Johnson,K. Johnson,,,,,,,,24.59,Missed,,,,,,,,,,,,,,,
169,PT00M58.90S,2022-02-25T03:42:24.6Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,30,27,2022-02-25T03:42:29Z,1650000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:3),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,168.0,4.0,3.0,1.0,,,,,,,,,,,
170,PT00M42.30S,2022-02-25T03:42:41.8Z,1,REGULAR,2pt,Layup,[],1630228,12.040078843626807,70.58823529411765,1610612744,30,27,2022-02-25T03:42:54Z,1660000,-103.0,61.0,1,left,MISS J. Kuminga 11' driving Layup,[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,,,,11.95,Missed,,,,,,,,,,,,,,,
171,PT00M39.60S,2022-02-25T03:42:44.4Z,1,REGULAR,rebound,defensive,[],203463,,,1610612757,30,27,2022-02-25T03:42:44Z,1670000,,,0,,B. McLemore REBOUND (Off:0 Def:2),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,170.0,2.0,2.0,0.0,,,,,,,,,,,
172,PT00M37.00S,2022-02-25T03:42:49.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630535,93.64323258869908,50.73529411764706,1610612757,32,27,2022-02-25T03:43:01Z,1680000,4.0,7.0,1,right,G. Brown III running alley-oop DUNK (5 PTS) (B. McLemore 1 AST),"[1630535, 203463]",1610612757.0,POR,running alley-oop,,,Brown III,G. Brown III,,,,,,,,0.82,Made,,,,,,,,,,5.0,B. McLemore,203463.0,1.0,,
174,PT00M25.60S,2022-02-25T03:43:10.6Z,1,REGULAR,3pt,Jump Shot,[],202691,30.17411300919842,72.79411764705883,1610612744,32,30,2022-02-25T03:43:14Z,1700000,-114.0,231.0,1,left,K. Thompson 25' 3PT  (10 PTS) (O. Porter Jr. 1 AST),"[202691, 203490]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,25.77,Made,,,,,,,,,,10.0,O. Porter Jr.,203490.0,1.0,,
176,PT00M05.00S,2022-02-25T03:43:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,92.46057818659659,48.28431372549019,1610612757,32,30,2022-02-25T03:44:01Z,1720000,-9.0,18.0,1,right,MISS K. Johnson driving Layup,[1630553],1610612757.0,POR,driving,,,Johnson,K. Johnson,,,,,,,,2.03,Missed,,,,,,,,,,,,,,,
177,PT00M02.30S,2022-02-25T03:43:37.8Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,32,30,2022-02-25T03:43:37Z,1730000,,,0,,K. Thompson REBOUND (Off:1 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,176.0,3.0,2.0,1.0,,,,,,,,,,,
178,PT00M01.10S,2022-02-25T03:43:41.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203463,,,1610612744,32,30,2022-02-25T03:43:54Z,1740000,,,0,,B. McLemore shooting personal FOUL (2 PF) (Kuminga 2 FT),"[203463, 1630228]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,,,,,,,,,,1146.0,2.0,0.0,Kuminga,1630228.0,,,,,,
180,PT00M01.10S,2022-02-25T03:44:29.3Z,1,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,32,31,2022-02-25T03:44:53Z,1760000,,,0,,J. Kuminga Free Throw 1 of 2 (1 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Made,,,,,,,,,,1.0,,,,,
181,PT00M01.10S,2022-02-25T03:44:30.1Z,1,REGULAR,substitution,out,[],1627814,,,1610612744,32,31,2022-02-25T03:44:37Z,1770000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,
182,PT00M01.10S,2022-02-25T03:44:30.1Z,1,REGULAR,substitution,in,[],1626172,,,1610612744,32,31,2022-02-25T03:44:37Z,1780000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
