actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
370,PT11M41.00S,2021-12-13T03:28:20.9Z,3,REGULAR,turnover,lost ball,[],203994,,,1610612757,56,56,2021-12-13T03:28:24Z,3650000,,,0,,J. Nurkic lost ball TURNOVER (1 TO),"[203994, 1629020]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,1.0,Vanderbilt,1629020.0,,,,,,
371,PT11M41.00S,2021-12-13T03:28:20.9Z,3,REGULAR,steal,,[],1629020,,,1610612750,56,56,2021-12-13T03:28:22Z,3660000,,,0,,J. Vanderbilt STEAL (3 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT11M36.00S,2021-12-13T03:28:25.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,94.30026281208936,48.28431372549019,1610612750,56,58,2021-12-13T03:28:29Z,3670000,-9.0,1.0,1,right,A. Edwards running Layup (13 PTS) (P. Beverley 3 AST),"[1630162, 201976]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,0.87,Made,,,,,,,,,,13.0,,,,P. Beverley,201976.0,3.0,,,
374,PT11M18.00S,2021-12-13T03:28:42.2Z,3,REGULAR,3pt,Jump Shot,[],1629642,5.995400788436268,94.6078431372549,1610612757,56,58,2021-12-13T03:28:47Z,3690000,-223.0,4.0,1,left,MISS N. Little 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,22.3,Missed,,,,,,,,,,,,,,,,,,,
375,PT11M16.00S,2021-12-13T03:28:44.2Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,56,58,2021-12-13T03:28:47Z,3700000,,,0,,K. Towns REBOUND (Off:5 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,374.0,10.0,5.0,5.0,,,,,,,,,,,,,,,
376,PT11M02.00S,2021-12-13T03:28:59.4Z,3,REGULAR,3pt,Jump Shot,[],1629020,92.19776609724047,4.166666666666666,1610612750,56,61,2021-12-13T03:29:03Z,3710000,-229.0,21.0,1,right,J. Vanderbilt 3PT  (8 PTS) (A. Edwards 1 AST),"[1629020, 1630162]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,23.01,Made,,,,,,,,,,8.0,,,,A. Edwards,1630162.0,1.0,,,
378,PT10M49.00S,2021-12-13T03:29:12.0Z,3,REGULAR,3pt,Jump Shot,[],1626204,6.258212877792378,95.34313725490196,1610612757,56,61,2021-12-13T03:29:17Z,3730000,-227.0,6.0,1,left,MISS L. Nance Jr. 3PT,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,,
379,PT10M46.00S,2021-12-13T03:29:15.2Z,3,REGULAR,rebound,offensive,[],203081,,,1610612757,56,61,2021-12-13T03:29:15Z,3740000,,,0,,D. Lillard REBOUND (Off:2 Def:4),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,378.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
380,PT10M33.00S,2021-12-13T03:29:28.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203994,21.23850197109067,49.50980392156863,1610612757,56,61,2021-12-13T03:29:32Z,3750000,2.0,147.0,1,left,MISS J. Nurkic 14' floating Shot,[203994],1610612757.0,POR,floating,,,Nurkic,J. Nurkic,,,,,14.71,Missed,,,,,,,,,,,,,,,,,,,
381,PT10M30.00S,2021-12-13T03:29:31.5Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,56,61,2021-12-13T03:29:32Z,3760000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,380.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
382,PT10M25.00S,2021-12-13T03:29:36.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630162,94.43166885676742,48.03921568627451,1610612750,56,63,2021-12-13T03:29:46Z,3770000,-10.0,0.0,1,right,A. Edwards running Layup (15 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,0.98,Made,,,,,,,,,,15.0,,,,,,,,,
383,PT10M14.00S,2021-12-13T03:29:47.0Z,3,REGULAR,3pt,Jump Shot,[],1626204,6.915243101182654,94.36274509803921,1610612757,56,63,2021-12-13T03:29:50Z,3780000,-222.0,13.0,1,left,MISS L. Nance Jr. 3PT,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,22.22,Missed,,,,,,,,,,,,,,,,,,,
384,PT10M11.00S,2021-12-13T03:29:50.0Z,3,REGULAR,rebound,defensive,[],1626156,,,1610612750,56,63,2021-12-13T03:29:50Z,3790000,,,0,,D. Russell REBOUND (Off:0 Def:2),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,383.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
385,PT10M04.00S,2021-12-13T03:29:56.7Z,3,REGULAR,3pt,Jump Shot,[],201976,71.17279894875165,78.43137254901961,1610612750,56,63,2021-12-13T03:30:22Z,3800000,142.0,218.0,1,right,MISS P. Beverley 26' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
386,PT10M00.00S,2021-12-13T03:30:20.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,56,63,2021-12-13T03:30:20Z,3810000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,385.0,,,,,,,,,,,,,,,,,,
387,PT10M00.00S,2021-12-13T03:30:21.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,56,63,2021-12-13T03:30:21Z,3820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT09M57.00S,2021-12-13T03:30:37.9Z,3,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612750,56,63,2021-12-13T03:30:48Z,3830000,,,0,,L. Nance Jr. shooting personal FOUL (4 PF) (Towns 2 FT),"[1626204, 1626157]",1610612757.0,POR,shooting,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,1627962.0,4.0,0.0,Towns,1626157.0,,,,,,,,,,
390,PT09M57.00S,2021-12-13T03:31:15.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626157,,,1610612750,56,64,2021-12-13T03:31:15Z,3850000,,,0,,K. Towns Free Throw 1 of 2 (20 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,,,,20.0,,,,,,,,,
391,PT09M57.00S,2021-12-13T03:31:17.4Z,3,REGULAR,substitution,out,[],1626204,,,1610612750,56,64,2021-12-13T03:31:21Z,3860000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT09M57.00S,2021-12-13T03:31:17.4Z,3,REGULAR,substitution,in,[],203496,,,1610612750,56,64,2021-12-13T03:31:21Z,3870000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT09M57.00S,2021-12-13T03:31:44.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1626157,,,1610612750,56,65,2021-12-13T03:31:44Z,3880000,,,0,,K. Towns Free Throw 2 of 2 (21 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,,,,21.0,,,,,,,,,
394,PT09M46.00S,2021-12-13T03:31:57.9Z,3,REGULAR,turnover,out-of-bounds,[],1626181,,,1610612757,56,65,2021-12-13T03:32:07Z,3890000,,,0,,N. Powell lost ball out-of-bounds TURNOVER (3 TO),[1626181],1610612757.0,POR,lost ball,,,Powell,N. Powell,,,,,,,,,,,202053.0,,,,,,3.0,,,,,,,,
395,PT09M33.00S,2021-12-13T03:32:17.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626156,67.23061760840999,47.794117647058826,1610612750,56,68,2021-12-13T03:32:22Z,3900000,-11.0,256.0,1,right,D. Russell 25' 3PT pullup (10 PTS) (K. Towns 3 AST),"[1626156, 1626157]",1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,25.57,Made,,,,,,,,,,10.0,,,,K. Towns,1626157.0,3.0,,,
396,PT09M32.00S,2021-12-13T03:32:23.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,56,68,2021-12-13T03:32:23Z,3910000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT09M22.00S,2021-12-13T03:35:25.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,56,68,2021-12-13T03:35:25Z,3920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT09M16.00S,2021-12-13T03:35:49.0Z,3,REGULAR,violation,kicked ball,[],1626157,,,1610612757,56,68,2021-12-13T03:35:56Z,3930000,,,0,,K. Towns kicked ball VIOLATION,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,204059.0,,,,,,,,,,,,,,
400,PT09M04.00S,2021-12-13T03:36:13.8Z,3,REGULAR,3pt,Jump Shot,[],1626181,9.543363994743759,96.56862745098039,1610612757,56,68,2021-12-13T03:36:18Z,3940000,-233.0,37.0,1,left,MISS N. Powell pullup 3PT,[1626181],1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,23.58,Missed,,,,,,,,,,,,,,,,,,,
401,PT08M59.00S,2021-12-13T03:36:18.8Z,3,REGULAR,rebound,offensive,[],203994,,,1610612757,56,68,2021-12-13T03:36:18Z,3950000,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,400.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
402,PT08M59.00S,2021-12-13T03:36:17.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,5.590000152587891,50.0,1610612757,58,68,2021-12-13T03:36:17Z,3960000,0.0,0.0,1,left,J. Nurkic tip Layup (8 PTS),[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,0.0,Made,,,,,,,,,,8.0,,,,,,,,,
403,PT08M40.00S,2021-12-13T03:36:36.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,84.57621550591328,50.98039215686274,1610612750,58,68,2021-12-13T03:36:57Z,3970000,5.0,92.0,1,right,MISS K. Towns 9' driving floating Shot - blocked,"[1626157, 203496]",1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,9.26,Missed,,,,,,,,,,,,,,,,,,Covington,203496.0
404,PT08M40.00S,2021-12-13T03:36:36.5Z,3,REGULAR,block,,[],203496,,,1610612750,58,68,2021-12-13T03:36:39Z,3980000,,,0,,R. Covington BLOCK (2 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT08M40.00S,2021-12-13T03:36:36.5Z,3,REGULAR,rebound,defensive,[],203081,,,1610612757,58,68,2021-12-13T03:36:57Z,3990000,,,0,,D. Lillard REBOUND (Off:2 Def:5),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,403.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
406,PT08M40.00S,2021-12-13T03:36:40.9Z,3,REGULAR,foul,personal,[],201976,,,1610612757,58,68,2021-12-13T03:36:46Z,4000000,,,0,,P. Beverley take personal FOUL (2 PF),"[201976, 203081]",1610612750.0,MIN,take,,,Beverley,P. Beverley,,,,,,,,,,,202053.0,2.0,0.0,Lillard,203081.0,,,,,,,,,,
408,PT08M32.00S,2021-12-13T03:37:06.9Z,3,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612757,58,68,2021-12-13T03:37:13Z,4020000,,,0,,A. Edwards shooting personal FOUL (4 PF) (Lillard 2 FT),"[1630162, 203081]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,,,,,,,1627962.0,4.0,0.0,Lillard,203081.0,,,,,,,,,,
410,PT08M32.00S,2021-12-13T03:37:39.0Z,3,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,59,68,2021-12-13T03:37:39Z,4040000,,,0,,D. Lillard Free Throw 1 of 2 (13 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,,,,,,13.0,,,,,,,,,
411,PT08M32.00S,2021-12-13T03:37:39.5Z,3,REGULAR,substitution,out,[],1629642,,,1610612757,59,68,2021-12-13T03:37:51Z,4050000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT08M32.00S,2021-12-13T03:37:39.5Z,3,REGULAR,substitution,out,[],1630162,,,1610612757,59,68,2021-12-13T03:37:51Z,4060000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT08M32.00S,2021-12-13T03:37:39.5Z,3,REGULAR,substitution,in,[],1629014,,,1610612757,59,68,2021-12-13T03:37:51Z,4070000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT08M32.00S,2021-12-13T03:37:39.5Z,3,REGULAR,substitution,in,[],1627736,,,1610612757,59,68,2021-12-13T03:37:51Z,4080000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT08M32.00S,2021-12-13T03:38:07.6Z,3,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,60,68,2021-12-13T03:38:07Z,4090000,,,0,,D. Lillard Free Throw 2 of 2 (14 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,,,,,,14.0,,,,,,,,,
416,PT08M11.00S,2021-12-13T03:38:29.7Z,3,REGULAR,3pt,Jump Shot,[],201976,66.17936925098554,24.509803921568626,1610612750,60,71,2021-12-13T03:38:36Z,4100000,-127.0,265.0,1,right,P. Beverley 29' 3PT step back (8 PTS),[201976],1610612750.0,MIN,step back,,,Beverley,P. Beverley,,,,,29.44,Made,,,,,,,,,,8.0,,,,,,,,,
417,PT07M53.00S,2021-12-13T03:38:49.4Z,3,REGULAR,foul,personal,['3freethrow'],201976,,,1610612757,60,71,2021-12-13T03:39:10Z,4110000,,,0,,P. Beverley shooting personal FOUL (3 PF) (Lillard 3 FT),"[201976, 203081]",1610612750.0,MIN,shooting,,,Beverley,P. Beverley,,,,,,,,,,,1627962.0,3.0,0.0,Lillard,203081.0,,,,,,,,,,
419,PT07M53.00S,2021-12-13T03:39:19.6Z,3,REGULAR,freethrow,1 of 3,[],203081,,,1610612757,60,71,2021-12-13T03:39:19Z,4130000,,,0,,MISS D. Lillard Free Throw 1 of 3,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Missed,,,,,,,,,,,,,,,,,,,
420,PT07M53.00S,2021-12-13T03:39:19.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,60,71,2021-12-13T03:39:19Z,4140000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,419.0,,,,,,,,,,,,,,,,,,
421,PT07M53.00S,2021-12-13T03:39:34.6Z,3,REGULAR,freethrow,2 of 3,[],203081,,,1610612757,61,71,2021-12-13T03:39:34Z,4150000,,,0,,D. Lillard Free Throw 2 of 3 (15 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,,,,,,15.0,,,,,,,,,
422,PT07M53.00S,2021-12-13T03:39:54.2Z,3,REGULAR,freethrow,3 of 3,[],203081,,,1610612757,62,71,2021-12-13T03:39:54Z,4160000,,,0,,D. Lillard Free Throw 3 of 3 (16 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,,,,,,16.0,,,,,,,,,
423,PT07M42.00S,2021-12-13T03:40:09.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,90.48948751642575,40.19607843137255,1610612750,62,71,2021-12-13T03:40:16Z,4170000,-49.0,37.0,1,right,MISS K. Towns 6' driving Layup - blocked,"[1626157, 203496]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,6.13,Missed,,,,,,,,,,,,,,,,,,Covington,203496.0
424,PT07M42.00S,2021-12-13T03:40:09.7Z,3,REGULAR,block,,[],203496,,,1610612750,62,71,2021-12-13T03:40:12Z,4180000,,,0,,R. Covington BLOCK (3 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT07M42.00S,2021-12-13T03:40:09.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,62,71,2021-12-13T03:40:16Z,4190000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,423.0,,,,,,,,,,,,,,,,,,
426,PT07M42.00S,2021-12-13T03:40:13.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,62,71,2021-12-13T03:40:13Z,4200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT07M42.00S,2021-12-13T03:40:31.0Z,3,REGULAR,foul,offensive,[],1626157,,,1610612750,62,71,2021-12-13T03:40:37Z,4210000,,,0,,K. Towns offensive FOUL (3 PF),"[1626157, 1629014]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,202053.0,3.0,0.0,Simons,1629014.0,,,,,,,,,,
429,PT07M42.00S,2021-12-13T03:40:31.0Z,3,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,62,71,2021-12-13T03:40:31Z,4230000,,,0,,K. Towns offensive foul TURNOVER (4 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,202053.0,,,,,,4.0,,,,,,,,
430,PT07M26.00S,2021-12-13T03:40:58.6Z,3,REGULAR,foul,offensive,[],203994,,,1610612757,62,71,2021-12-13T03:41:08Z,4240000,,,0,,J. Nurkic charge offensive FOUL (4 PF),"[203994, 1629020]",1610612757.0,POR,charge,,,Nurkic,J. Nurkic,,,,,,,,,,,202053.0,4.0,0.0,Vanderbilt,1629020.0,,,,,,,,,,
432,PT07M26.00S,2021-12-13T03:40:58.6Z,3,REGULAR,turnover,offensive foul,[],203994,,,1610612757,62,71,2021-12-13T03:40:58Z,4260000,,,0,,J. Nurkic offensive foul TURNOVER (2 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,202053.0,,,,,,2.0,,,,,,,,
433,PT07M26.00S,2021-12-13T03:41:22.6Z,3,REGULAR,substitution,out,[],203994,,,1610612750,62,71,2021-12-13T03:41:38Z,4270000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT07M26.00S,2021-12-13T03:41:22.6Z,3,REGULAR,substitution,in,[],1630570,,,1610612750,62,71,2021-12-13T03:41:38Z,4280000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT07M12.00S,2021-12-13T03:41:57.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626157,73.53810775295663,16.666666666666664,1610612750,62,71,2021-12-13T03:42:00Z,4290000,-167.0,196.0,1,right,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
436,PT07M08.00S,2021-12-13T03:42:01.0Z,3,REGULAR,rebound,defensive,[],1629014,,,1610612757,62,71,2021-12-13T03:42:00Z,4300000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,435.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
437,PT07M03.00S,2021-12-13T03:42:06.3Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1626157,,,1610612757,62,71,2021-12-13T03:42:16Z,4310000,,,0,,K. Towns shooting personal FOUL (4 PF) (Simons 3 FT),"[1626157, 1629014]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,,,,,,,1627962.0,4.0,0.0,Simons,1629014.0,,,,,,,,,,
439,PT07M03.00S,2021-12-13T03:42:39.4Z,3,REGULAR,freethrow,1 of 3,['fastbreak'],1629014,,,1610612757,63,71,2021-12-13T03:43:15Z,4330000,,,0,,A. Simons Free Throw 1 of 3 (12 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
440,PT07M03.00S,2021-12-13T03:42:39.4Z,3,REGULAR,freethrow,2 of 3,['fastbreak'],1629014,,,1610612757,64,71,2021-12-13T03:43:15Z,4340000,,,0,,A. Simons Free Throw 2 of 3 (13 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,,,,,,,,,,13.0,,,,,,,,,
441,PT07M03.00S,2021-12-13T03:42:55.0Z,3,REGULAR,substitution,out,[],1626157,,,1610612757,64,71,2021-12-13T03:42:59Z,4350000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT07M03.00S,2021-12-13T03:42:55.0Z,3,REGULAR,substitution,in,[],1630183,,,1610612757,64,71,2021-12-13T03:42:59Z,4360000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT07M03.00S,2021-12-13T03:42:39.4Z,3,REGULAR,freethrow,3 of 3,['fastbreak'],1629014,,,1610612757,64,71,2021-12-13T03:43:15Z,4370000,,,0,,MISS A. Simons Free Throw 3 of 3,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Missed,,,,,,,,,,,,,,,,,,,
444,PT07M00.00S,2021-12-13T03:42:42.4Z,3,REGULAR,rebound,defensive,[],1629020,,,1610612750,64,71,2021-12-13T03:43:15Z,4380000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,443.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
445,PT06M50.00S,2021-12-13T03:43:25.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,90.48948751642575,41.911764705882355,1610612750,64,71,2021-12-13T03:43:28Z,4390000,-40.0,37.0,1,right,MISS D. Russell driving floating Shot,[1626156],1610612750.0,MIN,driving floating,,,Russell,D. Russell,,,,,5.47,Missed,,,,,,,,,,,,,,,,,,,
446,PT06M48.00S,2021-12-13T03:43:27.1Z,3,REGULAR,rebound,defensive,[],203496,,,1610612757,64,71,2021-12-13T03:43:28Z,4400000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,445.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
447,PT06M39.00S,2021-12-13T03:43:35.3Z,3,REGULAR,turnover,bad pass,[],1630570,,,1610612757,64,71,2021-12-13T03:43:39Z,4410000,,,0,,T. Watford bad pass TURNOVER (1 TO),"[1630570, 201976]",1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,1.0,Beverley,201976.0,,,,,,
448,PT06M39.00S,2021-12-13T03:43:35.3Z,3,REGULAR,steal,,[],201976,,,1610612750,64,71,2021-12-13T03:43:37Z,4420000,,,0,,P. Beverley STEAL (2 STL),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT06M38.00S,2021-12-13T03:43:37.8Z,3,REGULAR,turnover,bad pass,[],201976,,,1610612750,64,71,2021-12-13T03:43:43Z,4430000,,,0,,P. Beverley bad pass TURNOVER (1 TO),"[201976, 203496]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,1.0,Covington,203496.0,,,,,,
450,PT06M38.00S,2021-12-13T03:43:37.8Z,3,REGULAR,steal,,[],203496,,,1610612757,64,71,2021-12-13T03:43:40Z,4440000,,,0,,R. Covington STEAL (4 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT06M34.00S,2021-12-13T03:43:43.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201976,,,1610612757,64,71,2021-12-13T03:43:55Z,4450000,,,0,,P. Beverley personal FOUL (4 PF) (Lillard 2 FT),"[201976, 203081]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,204059.0,4.0,0.0,Lillard,203081.0,,,,,,,,,,
453,PT06M34.00S,2021-12-13T03:44:09.4Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203081,,,1610612757,64,71,2021-12-13T03:44:09Z,4470000,,,0,,MISS D. Lillard Free Throw 1 of 2,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Missed,,,,,,,,,,,,,,,,,,,
454,PT06M34.00S,2021-12-13T03:44:09.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,64,71,2021-12-13T03:44:09Z,4480000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,453.0,,,,,,,,,,,,,,,,,,
455,PT06M34.00S,2021-12-13T03:44:12.2Z,3,REGULAR,substitution,out,[],201976,,,1610612757,64,71,2021-12-13T03:44:19Z,4490000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT06M34.00S,2021-12-13T03:44:12.2Z,3,REGULAR,substitution,in,[],1629669,,,1610612757,64,71,2021-12-13T03:44:19Z,4500000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT06M34.00S,2021-12-13T03:44:36.0Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203081,,,1610612757,65,71,2021-12-13T03:44:36Z,4510000,,,0,,D. Lillard Free Throw 2 of 2 (17 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,,,,,,17.0,,,,,,,,,
458,PT06M24.00S,2021-12-13T03:44:46.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,94.1688567674113,40.19607843137255,1610612750,65,71,2021-12-13T03:44:50Z,4520000,-49.0,2.0,1,right,MISS D. Russell driving floating Shot - blocked,"[1626156, 1630570]",1610612750.0,MIN,driving floating,,,Russell,D. Russell,,,,,4.91,Missed,,,,,,,,,,,,,,,,,,Watford,1630570.0
