actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
91,PT04M40.00S,2021-12-13T02:27:22.5Z,1,REGULAR,3pt,Jump Shot,[],1630183,24.392247043363994,16.176470588235293,1610612750,18,20,2021-12-13T02:27:26Z,910000,169.0,177.0,1,left,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,,
92,PT04M38.00S,2021-12-13T02:27:24.5Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,18,20,2021-12-13T02:27:26Z,920000,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,91.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
93,PT04M28.00S,2021-12-13T02:27:35.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,89.83245729303549,52.20588235294118,1610612757,20,20,2021-12-13T02:27:44Z,930000,11.0,43.0,1,right,A. Simons driving Layup (2 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,4.45,Made,,,,,,,,,,2.0,,,,,,,,,
95,PT04M14.00S,2021-12-13T02:27:47.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,29.517082785808146,22.794117647058822,1610612750,20,23,2021-12-13T02:27:53Z,950000,136.0,225.0,1,left,A. Edwards 26' 3PT  (5 PTS) (P. Beverley 2 AST),"[1630162, 201976]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,26.29,Made,,,,,,,,,,5.0,,,,P. Beverley,201976.0,2.0,,,
96,PT03M59.00S,2021-12-13T02:28:03.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,93.9060446780552,49.26470588235294,1610612757,22,23,2021-12-13T02:28:12Z,960000,-4.0,5.0,1,right,J. Nurkic driving DUNK (6 PTS) (D. Lillard 3 AST),"[203994, 203081]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,0.61,Made,,,,,,,,,,6.0,,,,D. Lillard,203081.0,3.0,,,
98,PT03M59.00S,2021-12-13T02:28:11.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,22,23,2021-12-13T02:28:11Z,980000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M59.00S,2021-12-13T02:30:30.2Z,1,REGULAR,substitution,out,[],201976,,,1610612750,22,23,2021-12-13T02:30:48Z,990000,,,0,,SUB out: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M59.00S,2021-12-13T02:30:30.2Z,1,REGULAR,substitution,in,[],1630195,,,1610612750,22,23,2021-12-13T02:30:48Z,1000000,,,0,,SUB in: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M51.00S,2021-12-13T02:31:10.4Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,22,23,2021-12-13T02:31:16Z,1010000,,,0,,A. Edwards step out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,step,,,Edwards,A. Edwards,,,,,,,,,,,202053.0,,,,,,1.0,,,,,,,,
103,PT03M40.00S,2021-12-13T02:31:28.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203081,64.33968462549278,27.205882352941174,1610612757,22,23,2021-12-13T02:31:32Z,1020000,-114.0,283.0,1,right,MISS D. Lillard 30' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,30.48,Missed,,,,,,,,,,,,,,,,,,,
104,PT03M37.00S,2021-12-13T02:31:31.2Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,22,23,2021-12-13T02:31:32Z,1030000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
105,PT03M31.00S,2021-12-13T02:31:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,5.469776609724048,52.94117647058824,1610612750,22,23,2021-12-13T02:31:41Z,1040000,-15.0,-1.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,1.47,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M28.00S,2021-12-13T02:31:39.4Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,22,23,2021-12-13T02:31:39Z,1050000,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,105.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
107,PT03M28.00S,2021-12-13T02:31:48.3Z,1,REGULAR,foul,personal,[],1630195,,,1610612757,22,23,2021-12-13T02:31:56Z,1060000,,,0,,L. Bolmaro take personal FOUL (1 PF),"[1630195, 203081]",1610612750.0,MIN,take,,,Bolmaro,L. Bolmaro,,,,,,,,,,,202053.0,1.0,0.0,Lillard,203081.0,,,,,,,,,,
109,PT03M17.00S,2021-12-13T02:32:14.2Z,1,REGULAR,3pt,Jump Shot,[],1629014,73.14388961892247,80.63725490196079,1610612757,25,23,2021-12-13T02:32:17Z,1080000,153.0,200.0,1,right,A. Simons 25' 3PT  (5 PTS) (N. Powell 2 AST),"[1629014, 1626181]",1610612757.0,POR,,,,Simons,A. Simons,,,,,25.19,Made,,,,,,,,,,5.0,,,,N. Powell,1626181.0,2.0,,,
111,PT02M58.00S,2021-12-13T02:32:32.9Z,1,REGULAR,3pt,Jump Shot,[],1630183,7.966491458607096,4.6568627450980395,1610612750,25,23,2021-12-13T02:32:37Z,1100000,227.0,22.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,22.78,Missed,,,,,,,,,,,,,,,,,,,
112,PT02M57.00S,2021-12-13T02:32:33.9Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,25,23,2021-12-13T02:33:18Z,1110000,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,111.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
113,PT02M56.00S,2021-12-13T02:32:37.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626157,5.732588699080158,50.245098039215684,1610612750,25,25,2021-12-13T02:32:57Z,1120000,-1.0,1.0,1,left,K. Towns driving DUNK (10 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,0.18,Made,,,,,,,,,,10.0,,,,,,,,,
114,PT02M56.00S,2021-12-13T02:32:39.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626181,,,1610612750,25,25,2021-12-13T02:33:06Z,1130000,,,0,,N. Powell shooting personal FOUL (2 PF) (Towns 1 FT),"[1626181, 1626157]",1610612757.0,POR,shooting,,,Powell,N. Powell,,,,,,,,,,,202053.0,2.0,0.0,Towns,1626157.0,,,,,,,,,,
116,PT02M56.00S,2021-12-13T02:32:52.5Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,25,25,2021-12-13T02:33:06Z,1150000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M56.00S,2021-12-13T02:32:52.5Z,1,REGULAR,substitution,in,[],1626156,,,1610612750,25,25,2021-12-13T02:33:06Z,1160000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M56.00S,2021-12-13T02:33:13.5Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1626157,,,1610612750,25,26,2021-12-13T02:33:13Z,1170000,,,0,,K. Towns Free Throw 1 of 1 (11 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
121,PT02M46.00S,2021-12-13T02:33:32.7Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612757,25,26,2021-12-13T02:33:37Z,1190000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Powell 2 FT),"[1630183, 1626181]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,202053.0,1.0,0.0,Powell,1626181.0,,,,,,,,,,
123,PT02M46.00S,2021-12-13T02:33:56.7Z,1,REGULAR,freethrow,1 of 2,[],1626181,,,1610612757,25,26,2021-12-13T02:33:56Z,1210000,,,0,,MISS N. Powell Free Throw 1 of 2,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
124,PT02M46.00S,2021-12-13T02:33:56.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,25,26,2021-12-13T02:33:56Z,1220000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,,
125,PT02M46.00S,2021-12-13T02:33:57.5Z,1,REGULAR,substitution,out,[],203081,,,1610612757,25,26,2021-12-13T02:34:04Z,1230000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M46.00S,2021-12-13T02:33:57.5Z,1,REGULAR,substitution,in,[],1628372,,,1610612757,25,26,2021-12-13T02:34:04Z,1240000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M46.00S,2021-12-13T02:34:19.9Z,1,REGULAR,freethrow,2 of 2,[],1626181,,,1610612757,26,26,2021-12-13T02:34:19Z,1250000,,,0,,N. Powell Free Throw 2 of 2 (9 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
128,PT02M36.00S,2021-12-13T02:34:31.0Z,1,REGULAR,3pt,Jump Shot,[],1630183,21.369908015768726,90.44117647058823,1610612750,26,29,2021-12-13T02:34:35Z,1260000,-202.0,148.0,1,left,J. McDaniels 25' 3PT  (3 PTS) (D. Russell 1 AST),"[1630183, 1626156]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,25.08,Made,,,,,,,,,,3.0,,,,D. Russell,1626156.0,1.0,,,
130,PT02M22.00S,2021-12-13T02:34:45.4Z,1,REGULAR,3pt,Jump Shot,[],203496,69.33311432325887,26.225490196078432,1610612757,26,29,2021-12-13T02:34:49Z,1280000,-119.0,236.0,1,right,MISS R. Covington 26' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,26.41,Missed,,,,,,,,,,,,,,,,,,,
131,PT02M20.00S,2021-12-13T02:34:47.4Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612750,26,29,2021-12-13T02:34:49Z,1290000,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
132,PT02M13.00S,2021-12-13T02:34:54.9Z,1,REGULAR,3pt,Jump Shot,[],1627736,29.6484888304862,23.774509803921568,1610612750,26,29,2021-12-13T02:34:58Z,1300000,131.0,226.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
133,PT02M11.00S,2021-12-13T02:34:56.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,26,29,2021-12-13T02:34:58Z,1310000,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,132.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
134,PT02M00.00S,2021-12-13T02:35:08.6Z,1,REGULAR,turnover,out-of-bounds,[],1626181,,,1610612757,26,29,2021-12-13T02:35:13Z,1320000,,,0,,N. Powell bad pass out-of-bounds TURNOVER (2 TO),[1626181],1610612757.0,POR,bad pass,,,Powell,N. Powell,,,,,,,,,,,202053.0,,,,,,2.0,,,,,,,,
135,PT01M38.00S,2021-12-13T02:35:37.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630195,5.732588699080158,53.431372549019606,1610612750,26,29,2021-12-13T02:35:41Z,1330000,-17.0,1.0,1,left,MISS L. Bolmaro driving Layup - blocked,"[1630195, 203994]",1610612750.0,MIN,driving,,,Bolmaro,L. Bolmaro,,,,,1.73,Missed,,,,,,,,,,,,,,,,,,Nurkic,203994.0
136,PT01M38.00S,2021-12-13T02:35:37.5Z,1,REGULAR,block,,[],203994,,,1610612750,26,29,2021-12-13T02:35:39Z,1340000,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M35.00S,2021-12-13T02:35:40.5Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,26,29,2021-12-13T02:35:41Z,1350000,,,0,,J. Nurkic REBOUND (Off:0 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,135.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
138,PT01M16.00S,2021-12-13T02:35:59.1Z,1,REGULAR,2pt,Jump Shot,[],203994,74.06373193166885,71.56862745098039,1610612757,26,29,2021-12-13T02:36:04Z,1360000,108.0,191.0,1,right,MISS J. Nurkic 21' Jump Shot,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,21.96,Missed,,,,,,,,,,,,,,,,,,,
139,PT01M13.00S,2021-12-13T02:36:02.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,26,29,2021-12-13T02:36:04Z,1370000,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,138.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
140,PT01M06.00S,2021-12-13T02:36:09.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,8.492115637319317,4.166666666666666,1610612750,26,32,2021-12-13T02:36:12Z,1380000,229.0,27.0,1,left,M. Beasley 3PT  (3 PTS) (L. Bolmaro 1 AST),"[1627736, 1630195]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,23.08,Made,,,,,,,,,,3.0,,,,L. Bolmaro,1630195.0,1.0,,,
142,PT00M48.80S,2021-12-13T02:36:25.9Z,1,REGULAR,2pt,Jump Shot,[],1629014,78.40013140604468,33.33333333333333,1610612757,26,32,2021-12-13T02:36:30Z,1400000,-83.0,151.0,1,right,MISS A. Simons 17' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,17.2,Missed,,,,,,,,,,,,,,,,,,,
143,PT00M47.50S,2021-12-13T02:36:27.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,26,32,2021-12-13T02:36:30Z,1410000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,142.0,,,,,,,,,,,,,,,,,,
144,PT00M47.50S,2021-12-13T02:36:31.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,26,32,2021-12-13T02:36:31Z,1420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M34.70S,2021-12-13T02:36:57.2Z,1,REGULAR,2pt,Jump Shot,[],1626157,24.917871222076215,67.64705882352942,1610612750,26,32,2021-12-13T02:39:16Z,1430000,-88.0,182.0,1,left,MISS K. Towns 20' step back Shot,[1626157],1610612750.0,MIN,step back,,,Towns,K. Towns,,,,,20.2,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M32.20S,2021-12-13T02:36:59.7Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,26,32,2021-12-13T02:37:02Z,1440000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,145.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
147,PT00M12.90S,2021-12-13T02:37:20.7Z,1,REGULAR,turnover,out-of-bounds,[],203496,,,1610612757,26,32,2021-12-13T02:37:25Z,1450000,,,0,,R. Covington bad pass out-of-bounds TURNOVER (1 TO),[203496],1610612757.0,POR,bad pass,,,Covington,R. Covington,,,,,,,,,,,202053.0,,,,,,1.0,,,,,,,,
148,PT00M03.00S,2021-12-13T02:37:38.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203994,,,1610612750,26,32,2021-12-13T02:37:49Z,1460000,,,0,,J. Nurkic shooting personal FOUL (2 PF) (Towns 2 FT),"[203994, 1626157]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,1627962.0,2.0,0.0,Towns,1626157.0,,,,,,,,,,
150,PT00M03.00S,2021-12-13T02:38:14.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626157,,,1610612750,26,32,2021-12-13T02:38:14Z,1480000,,,0,,MISS K. Towns Free Throw 1 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Missed,,,,,,,,,,,,,,,,,,,
151,PT00M03.00S,2021-12-13T02:38:14.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,26,32,2021-12-13T02:38:14Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,
152,PT00M03.00S,2021-12-13T02:38:34.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626157,,,1610612750,26,33,2021-12-13T02:38:34Z,1500000,,,0,,K. Towns Free Throw 2 of 2 (12 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
153,PT00M03.00S,2021-12-13T02:38:42.8Z,1,REGULAR,violation,kicked ball,[],1630183,,,1610612757,26,33,2021-12-13T02:38:47Z,1510000,,,0,,J. McDaniels kicked ball VIOLATION,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,204059.0,,,,,,,,,,,,,,
154,PT00M00.00S,2021-12-13T02:38:57.9Z,1,REGULAR,3pt,Jump Shot,[],1629014,51.593298291721425,8.57843137254902,1610612757,26,33,2021-12-13T02:39:02Z,1520000,-207.0,403.0,1,right,MISS A. Simons 45' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,45.27,Missed,,,,,,,,,,,,,,,,,,,
155,PT00M00.00S,2021-12-13T02:39:00.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,26,33,2021-12-13T02:39:00Z,1530000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,154.0,,,,,,,,,,,,,,,,,,
156,PT00M00.00S,2021-12-13T02:39:01.0Z,1,REGULAR,period,end,[],0,,,1610612757,26,33,2021-12-13T02:39:01Z,1540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-12-13T02:39:56.0Z,2,REGULAR,substitution,out,['startperiod'],1626181,,,1610612757,26,33,2021-12-13T02:41:31Z,1550000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-12-13T02:39:56.0Z,2,REGULAR,substitution,out,['startperiod'],203994,,,1610612757,26,33,2021-12-13T02:41:31Z,1560000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-12-13T02:39:56.0Z,2,REGULAR,substitution,out,['startperiod'],1630195,,,1610612757,26,33,2021-12-13T02:41:31Z,1570000,,,0,,SUB out: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-12-13T02:39:56.0Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612757,26,33,2021-12-13T02:41:31Z,1580000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-12-13T02:39:56.0Z,2,REGULAR,substitution,in,['startperiod'],1626204,,,1610612757,26,33,2021-12-13T02:41:31Z,1590000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-12-13T02:39:56.0Z,2,REGULAR,substitution,in,['startperiod'],203503,,,1610612757,26,33,2021-12-13T02:41:31Z,1600000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-12-13T02:39:56.0Z,2,REGULAR,substitution,in,['startperiod'],1629020,,,1610612757,26,33,2021-12-13T02:41:31Z,1610000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-12-13T02:39:56.0Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612757,26,33,2021-12-13T02:41:31Z,1620000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-12-13T02:41:50.1Z,2,REGULAR,period,start,[],0,,,0,26,33,2021-12-13T02:41:50Z,1630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M45.00S,2021-12-13T02:42:08.2Z,2,REGULAR,turnover,out-of-bounds,[],1628372,,,1610612757,26,33,2021-12-13T02:42:12Z,1640000,,,0,,D. Smith Jr. step out-of-bounds TURNOVER (1 TO),[1628372],1610612757.0,POR,step,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,202053.0,,,,,,1.0,,,,,,,,
167,PT11M27.00S,2021-12-13T02:42:31.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626156,9.149145860709593,49.50980392156863,1610612750,26,33,2021-12-13T02:42:37Z,1650000,2.0,34.0,1,left,MISS D. Russell driving Layup - blocked,"[1626156, 203496]",1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,3.36,Missed,,,,,,,,,,,,,,,,,,Covington,203496.0
168,PT11M27.00S,2021-12-13T02:42:31.1Z,2,REGULAR,block,,[],203496,,,1610612750,26,33,2021-12-13T02:42:33Z,1660000,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M27.00S,2021-12-13T02:42:31.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,26,33,2021-12-13T02:42:37Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,,,
170,PT11M27.00S,2021-12-13T02:42:35.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,26,33,2021-12-13T02:42:35Z,1680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M26.00S,2021-12-13T02:42:48.7Z,2,REGULAR,foul,offensive,[],1629675,,,1610612750,26,33,2021-12-13T02:42:56Z,1690000,,,0,,N. Reid charge offensive FOUL (1 PF),"[1629675, 1626204]",1610612750.0,MIN,charge,,,Reid,N. Reid,,,,,,,,,,,202053.0,1.0,0.0,Nance Jr.,1626204.0,,,,,,,,,,
173,PT11M26.00S,2021-12-13T02:42:48.7Z,2,REGULAR,turnover,offensive foul,[],1629675,,,1610612750,26,33,2021-12-13T02:42:48Z,1710000,,,0,,N. Reid offensive foul TURNOVER (1 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,202053.0,,,,,,1.0,,,,,,,,
174,PT11M15.00S,2021-12-13T02:43:11.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203496,67.49342969776609,50.49019607843137,1610612757,26,33,2021-12-13T02:43:15Z,1720000,2.0,253.0,1,right,MISS R. Covington 25' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
175,PT11M11.00S,2021-12-13T02:43:15.1Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,26,33,2021-12-13T02:43:15Z,1730000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,174.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
176,PT11M04.00S,2021-12-13T02:43:21.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,5.601182654402102,50.245098039215684,1610612750,26,33,2021-12-13T02:44:16Z,1740000,-1.0,0.0,1,left,MISS N. Reid reverse Layup,[1629675],1610612750.0,MIN,reverse,,,Reid,N. Reid,,,,,0.12,Missed,,,,,,,,,,,,,,,,,,,
182,PT11M04.00S,2021-12-13T02:43:21.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,26,33,2021-12-13T02:47:32Z,1745000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,,
177,PT11M04.00S,2021-12-13T02:43:55.9Z,2,REGULAR,substitution,out,[],1628372,,,1610612750,26,33,2021-12-13T02:44:01Z,1748125,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M04.00S,2021-12-13T02:43:55.9Z,2,REGULAR,substitution,in,[],203463,,,1610612750,26,33,2021-12-13T02:44:01Z,1749687,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M04.00S,2021-12-13T02:44:15.2Z,2,REGULAR,jumpball,recovered,[],1626156,,,1610612750,26,33,2021-12-13T02:47:24Z,1751250,,,0,,Jump Ball N. Reid vs. T. Snell: Tip to D. Russell,"[1626156, 1629675, 203503]",1610612750.0,MIN,heldball,D. Russell,1626156.0,Russell,D. Russell,Reid,1629675.0,Snell,203503.0,,,,,,,,,,,,,,,,,,,,,
183,PT11M00.00S,2021-12-13T02:44:20.8Z,2,REGULAR,foul,personal,[],203503,,,1610612750,26,33,2021-12-13T02:44:43Z,1800000,,,0,,T. Snell personal FOUL (1 PF),"[203503, 1629675]",1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,202053.0,1.0,0.0,Reid,1629675.0,,,,,,,,,,
