actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
547,PT10M34.00S,2021-10-28T04:03:18.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612763,90,77,2021-10-28T04:03:24Z,5450000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,546.0,,,,,,,,,,,,,,,,,
548,PT10M34.00S,2021-10-28T04:03:22.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,90,77,2021-10-28T04:03:22Z,5460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT10M17.00S,2021-10-28T04:03:42.5Z,4,REGULAR,turnover,bad pass,[],1630214,,,1610612763,90,77,2021-10-28T04:03:47Z,5470000,,,0,,X. Tillman bad pass TURNOVER (2 TO),"[1630214, 203468]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,2.0,,,,,McCollum,203468.0
550,PT10M17.00S,2021-10-28T04:03:42.5Z,4,REGULAR,steal,,[],203468,,,1610612757,90,77,2021-10-28T04:03:44Z,5480000,,,0,,C. McCollum STEAL (1 STL),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
551,PT10M10.00S,2021-10-28T04:03:49.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203468,93.77463863337714,3.9215686274509802,1610612757,93,77,2021-10-28T04:03:54Z,5490000,-230.0,6.0,1,right,C. McCollum 3PT  (18 PTS) (A. Simons 1 AST),"[203468, 1629014]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,23.05,Made,,,,,18.0,A. Simons,1629014.0,1.0,,,,,,,,,,
553,PT10M09.00S,2021-10-28T04:03:55.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,93,77,2021-10-28T04:03:55Z,5510000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT10M09.00S,2021-10-28T04:05:44.0Z,4,REGULAR,substitution,out,[],1630214,,,1610612763,93,77,2021-10-28T04:06:51Z,5520000,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,
555,PT10M09.00S,2021-10-28T04:05:44.0Z,4,REGULAR,substitution,out,[],1630533,,,1610612763,93,77,2021-10-28T04:06:51Z,5530000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,
556,PT10M09.00S,2021-10-28T04:05:44.0Z,4,REGULAR,substitution,out,[],1628991,,,1610612763,93,77,2021-10-28T04:06:51Z,5540000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,
557,PT10M09.00S,2021-10-28T04:05:44.0Z,4,REGULAR,substitution,in,[],1629630,,,1610612763,93,77,2021-10-28T04:06:51Z,5550000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,
558,PT10M09.00S,2021-10-28T04:05:44.0Z,4,REGULAR,substitution,in,[],203500,,,1610612763,93,77,2021-10-28T04:06:51Z,5560000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
559,PT10M09.00S,2021-10-28T04:05:44.0Z,4,REGULAR,substitution,in,[],1629001,,,1610612763,93,77,2021-10-28T04:06:51Z,5570000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
560,PT09M51.00S,2021-10-28T04:07:36.1Z,4,REGULAR,turnover,lost ball,[],1629630,,,1610612763,93,77,2021-10-28T04:07:44Z,5580000,,,0,,J. Morant lost ball TURNOVER (7 TO),"[1629630, 1629014]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,7.0,,,,,Simons,1629014.0
561,PT09M51.00S,2021-10-28T04:07:36.1Z,4,REGULAR,steal,,[],1629014,,,1610612757,93,77,2021-10-28T04:07:44Z,5590000,,,0,,A. Simons STEAL (2 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
562,PT09M46.00S,2021-10-28T04:07:41.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626204,93.77463863337714,48.77450980392157,1610612757,95,77,2021-10-28T04:07:50Z,5600000,-6.0,6.0,1,right,L. Nance Jr. running DUNK (8 PTS) (D. Smith Jr. 3 AST),"[1626204, 1628372]",1610612757.0,POR,running,,,Nance Jr.,L. Nance Jr.,,,,,0.86,Made,,,,,8.0,D. Smith Jr.,1628372.0,3.0,,,,,,,,,,
564,PT09M28.00S,2021-10-28T04:07:59.1Z,4,REGULAR,3pt,Jump Shot,[],1629001,14.4053876478318,4.166666666666666,1610612763,95,77,2021-10-28T04:08:04Z,5620000,229.0,83.0,1,left,MISS D. Melton 24' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,24.37,Missed,,,,,,,,,,,,,,,,,,
565,PT09M25.00S,2021-10-28T04:08:02.1Z,4,REGULAR,rebound,defensive,[],1626204,,,1610612757,95,77,2021-10-28T04:08:04Z,5630000,,,0,,L. Nance Jr. REBOUND (Off:3 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,564.0,5.0,2.0,3.0,,,,,,,,,,,,,,
566,PT09M16.00S,2021-10-28T04:08:10.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626204,94.03745072273325,47.05882352941176,1610612757,95,77,2021-10-28T04:08:13Z,5640000,-15.0,4.0,1,right,MISS L. Nance Jr. cutting DUNK - blocked,"[1626204, 1629001]",1610612757.0,POR,cutting,,,Nance Jr.,L. Nance Jr.,,,,,1.51,Missed,,,,,,,,,Melton,1629001.0,,,,,,,,
567,PT09M16.00S,2021-10-28T04:08:10.2Z,4,REGULAR,block,,[],1629001,,,1610612757,95,77,2021-10-28T04:08:12Z,5650000,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
568,PT09M14.00S,2021-10-28T04:08:12.2Z,4,REGULAR,rebound,defensive,[],1629001,,,1610612763,95,77,2021-10-28T04:08:13Z,5660000,,,0,,D. Melton REBOUND (Off:0 Def:6),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,566.0,6.0,6.0,0.0,,,,,,,,,,,,,,
569,PT09M07.00S,2021-10-28T04:08:22.8Z,4,REGULAR,foul,personal,[],203469,,,1610612763,95,77,2021-10-28T04:08:32Z,5670000,,,0,,C. Zeller personal FOUL (3 PF),"[203469, 1629630]",1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,202053.0,,3.0,0.0,Morant,1629630.0,,
571,PT09M00.00S,2021-10-28T04:08:57.6Z,4,REGULAR,3pt,Jump Shot,[],1630241,9.017739816031538,3.431372549019608,1610612763,95,77,2021-10-28T04:09:02Z,5690000,233.0,32.0,1,left,MISS S. Merrill 3PT,[1630241],1610612763.0,MEM,,,,Merrill,S. Merrill,,,,,23.5,Missed,,,,,,,,,,,,,,,,,,
572,PT08M57.00S,2021-10-28T04:09:00.5Z,4,REGULAR,rebound,defensive,[],203468,,,1610612757,95,77,2021-10-28T04:09:00Z,5700000,,,0,,C. McCollum REBOUND (Off:0 Def:5),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,571.0,5.0,5.0,0.0,,,,,,,,,,,,,,
573,PT08M47.00S,2021-10-28T04:09:10.8Z,4,REGULAR,3pt,Jump Shot,[],203468,70.25295663600527,13.725490196078432,1610612757,98,77,2021-10-28T04:09:16Z,5710000,-181.0,227.0,1,right,C. McCollum 29' 3PT  (21 PTS) (D. Smith Jr. 4 AST),"[203468, 1628372]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,29.07,Made,,,,,21.0,D. Smith Jr.,1628372.0,4.0,,,,,,,,,,
575,PT08M34.00S,2021-10-28T04:09:27.5Z,4,REGULAR,foul,personal,['2freethrow'],1628372,,,1610612763,98,77,2021-10-28T04:09:35Z,5730000,,,0,,D. Smith Jr. shooting personal FOUL (2 PF) (Morant 2 FT),"[1628372, 1629630]",1610612757.0,POR,shooting,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,202037.0,,2.0,1.0,Morant,1629630.0,,
577,PT08M34.00S,2021-10-28T04:09:52.9Z,4,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,98,78,2021-10-28T04:10:13Z,5750000,,,0,,J. Morant Free Throw 1 of 2 (17 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
578,PT08M34.00S,2021-10-28T04:09:52.9Z,4,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,98,78,2021-10-28T04:10:13Z,5760000,,,0,,MISS J. Morant Free Throw 2 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Missed,,,,,,,,,,,,,,,,,,
579,PT08M32.00S,2021-10-28T04:09:54.9Z,4,REGULAR,rebound,offensive,[],1629630,,,1610612763,98,78,2021-10-28T04:10:23Z,5770000,,,0,,J. Morant REBOUND (Off:2 Def:6),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,578.0,8.0,6.0,2.0,,,,,,,,,,,,,,
582,PT08M32.00S,2021-10-28T04:10:02.6Z,4,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,98,78,2021-10-28T04:11:13Z,5775000,,,0,,J. Morant bad pass out-of-bounds TURNOVER (8 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,,,,,,,,,,,,,202037.0,8.0,,,,,,
580,PT08M32.00S,2021-10-28T04:10:12.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,98,78,2021-10-28T04:10:44Z,5780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT08M22.00S,2021-10-28T04:10:29.1Z,4,REGULAR,turnover,traveling,[],1626204,,,1610612757,98,78,2021-10-28T04:10:50Z,5790000,,,0,,L. Nance Jr. traveling TURNOVER (1 TO),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,202037.0,1.0,,,,,,
583,PT08M07.00S,2021-10-28T04:10:53.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203500,6.521024967148489,41.17647058823529,1610612763,98,78,2021-10-28T04:11:01Z,5800000,44.0,9.0,1,left,MISS S. Adams Layup,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,4.5,Missed,,,,,,,,,,,,,,,,,,
585,PT08M04.00S,2021-10-28T04:10:56.4Z,4,REGULAR,rebound,offensive,[],1629001,,,1610612763,98,78,2021-10-28T04:11:01Z,5820000,,,0,,D. Melton REBOUND (Off:1 Def:6),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,583.0,7.0,6.0,1.0,,,,,,,,,,,,,,
586,PT08M03.00S,2021-10-28T04:10:57.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629001,7.703679369250986,49.754901960784316,1610612763,98,78,2021-10-28T04:11:04Z,5830000,1.0,20.0,1,left,MISS D. Melton Layup,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,1.99,Missed,,,,,,,,,,,,,,,,,,
587,PT08M01.00S,2021-10-28T04:10:59.8Z,4,REGULAR,rebound,offensive,[],203500,,,1610612763,98,78,2021-10-28T04:11:04Z,5840000,,,0,,S. Adams REBOUND (Off:5 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,586.0,7.0,2.0,5.0,,,,,,,,,,,,,,
588,PT08M00.00S,2021-10-28T04:11:00.8Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",203500,11.514454664914586,48.529411764705884,1610612763,98,78,2021-10-28T04:11:08Z,5850000,7.0,56.0,1,left,MISS S. Adams turnaround Hook,[203500],1610612763.0,MEM,turnaround,,,Adams,S. Adams,,,,,5.62,Missed,,,,,,,,,,,,,,,,,,
589,PT07M58.00S,2021-10-28T04:11:02.8Z,4,REGULAR,rebound,defensive,[],203469,,,1610612757,98,78,2021-10-28T04:11:08Z,5860000,,,0,,C. Zeller REBOUND (Off:3 Def:2),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,588.0,5.0,2.0,3.0,,,,,,,,,,,,,,
590,PT07M51.00S,2021-10-28T04:11:10.0Z,4,REGULAR,3pt,Jump Shot,[],1628372,94.69448094612353,95.83333333333334,1610612757,101,78,2021-10-28T04:11:16Z,5870000,229.0,-3.0,1,right,D. Smith Jr. 3PT  (5 PTS) (A. Simons 2 AST),"[1628372, 1629014]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,22.92,Made,,,,,5.0,A. Simons,1629014.0,2.0,,,,,,,,,,
592,PT07M33.00S,2021-10-28T04:11:27.1Z,4,REGULAR,turnover,lost ball,[],1629630,,,1610612763,101,78,2021-10-28T04:11:31Z,5890000,,,0,,J. Morant lost ball TURNOVER (9 TO),"[1629630, 203468]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,9.0,,,,,McCollum,203468.0
593,PT07M33.00S,2021-10-28T04:11:27.1Z,4,REGULAR,steal,,[],203468,,,1610612757,101,78,2021-10-28T04:11:28Z,5900000,,,0,,C. McCollum STEAL (2 STL),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
594,PT07M28.00S,2021-10-28T04:11:38.0Z,4,REGULAR,foul,offensive,[],203468,,,1610612757,101,78,2021-10-28T04:11:45Z,5910000,,,0,,C. McCollum offensive FOUL (3 PF),"[203468, 1629001]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,202053.0,,3.0,0.0,Melton,1629001.0,,
596,PT07M28.00S,2021-10-28T04:11:38.0Z,4,REGULAR,turnover,offensive foul,[],203468,,,1610612757,101,78,2021-10-28T04:11:38Z,5930000,,,0,,C. McCollum offensive foul TURNOVER (2 TO),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,202053.0,2.0,,,,,,
597,PT07M28.00S,2021-10-28T04:11:52.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,101,78,2021-10-28T04:11:52Z,5940000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT07M28.00S,2021-10-28T04:13:58.5Z,4,REGULAR,substitution,out,[],1628372,,,1610612763,101,78,2021-10-28T04:14:48Z,5950000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
599,PT07M28.00S,2021-10-28T04:13:58.5Z,4,REGULAR,substitution,out,[],203469,,,1610612763,101,78,2021-10-28T04:14:48Z,5960000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
600,PT07M28.00S,2021-10-28T04:13:58.5Z,4,REGULAR,substitution,in,[],203081,,,1610612763,101,78,2021-10-28T04:14:48Z,5970000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
601,PT07M28.00S,2021-10-28T04:13:58.5Z,4,REGULAR,substitution,in,[],203994,,,1610612763,101,78,2021-10-28T04:14:48Z,5980000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
602,PT07M16.00S,2021-10-28T04:15:25.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630241,32.14520367936925,40.68627450980392,1610612763,101,81,2021-10-28T04:15:29Z,5990000,47.0,250.0,1,left,S. Merrill 25' 3PT pullup (3 PTS) (J. Morant 10 AST),"[1630241, 1629630]",1610612763.0,MEM,pullup,,,Merrill,S. Merrill,,,,,25.4,Made,,,,,3.0,J. Morant,1629630.0,10.0,,,,,,,,,,
604,PT06M54.00S,2021-10-28T04:15:47.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,85.10183968462549,49.754901960784316,1610612757,101,81,2021-10-28T04:15:52Z,6010000,-1.0,88.0,1,right,MISS C. McCollum 8' driving floating Shot,[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,8.75,Missed,,,,,,,,,,,,,,,,,,
605,PT06M50.00S,2021-10-28T04:15:51.3Z,4,REGULAR,rebound,offensive,[],203994,,,1610612757,101,81,2021-10-28T04:15:51Z,6020000,,,0,,J. Nurkic REBOUND (Off:2 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,604.0,7.0,5.0,2.0,,,,,,,,,,,,,,
606,PT06M50.00S,2021-10-28T04:15:51.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,94.40999984741211,50.0,1610612757,103,81,2021-10-28T04:15:51Z,6030000,0.0,0.0,1,right,J. Nurkic tip Layup (17 PTS),[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,0.0,Made,,,,,17.0,,,,,,,,,,,,,
607,PT06M34.00S,2021-10-28T04:16:06.4Z,4,REGULAR,3pt,Jump Shot,[],1630241,29.122864651773984,76.7156862745098,1610612763,103,81,2021-10-28T04:16:12Z,6040000,-134.0,221.0,1,left,MISS S. Merrill 25' 3PT,[1630241],1610612763.0,MEM,,,,Merrill,S. Merrill,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,
608,PT06M30.00S,2021-10-28T04:16:10.4Z,4,REGULAR,rebound,defensive,[],203081,,,1610612757,103,81,2021-10-28T04:16:12Z,6050000,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,607.0,3.0,3.0,0.0,,,,,,,,,,,,,,
609,PT06M27.00S,2021-10-28T04:16:16.0Z,4,REGULAR,foul,personal,['2freethrow'],1630241,,,1610612757,103,81,2021-10-28T04:16:25Z,6060000,,,0,,S. Merrill shooting personal FOUL (1 PF) (McCollum 2 FT),"[1630241, 203468]",1610612763.0,MEM,shooting,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,202037.0,,1.0,0.0,McCollum,203468.0,,
611,PT06M27.00S,2021-10-28T04:16:46.5Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],203468,,,1610612757,104,81,2021-10-28T04:16:46Z,6080000,,,0,,C. McCollum Free Throw 1 of 2 (22 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
612,PT06M27.00S,2021-10-28T04:16:47.1Z,4,REGULAR,substitution,out,[],1626204,,,1610612757,104,81,2021-10-28T04:16:50Z,6090000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
613,PT06M27.00S,2021-10-28T04:16:47.1Z,4,REGULAR,substitution,in,[],203496,,,1610612757,104,81,2021-10-28T04:16:50Z,6100000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
614,PT06M27.00S,2021-10-28T04:17:11.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],203468,,,1610612757,105,81,2021-10-28T04:17:11Z,6110000,,,0,,C. McCollum Free Throw 2 of 2 (23 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
615,PT06M10.00S,2021-10-28T04:17:30.6Z,4,REGULAR,2pt,Jump Shot,[],1629001,9.280551905387648,89.2156862745098,1610612763,105,81,2021-10-28T04:17:37Z,6120000,-196.0,35.0,1,left,MISS D. Melton 19' step back Shot,[1629001],1610612763.0,MEM,step back,,,Melton,D. Melton,,,,,19.91,Missed,,,,,,,,,,,,,,,,,,
616,PT06M07.00S,2021-10-28T04:17:33.6Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,105,81,2021-10-28T04:17:37Z,6130000,,,0,,J. Nurkic REBOUND (Off:2 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,615.0,8.0,6.0,2.0,,,,,,,,,,,,,,
617,PT05M55.00S,2021-10-28T04:17:46.1Z,4,REGULAR,3pt,Jump Shot,[],203081,70.77858081471747,77.94117647058823,1610612757,105,81,2021-10-28T04:17:52Z,6140000,140.0,222.0,1,right,MISS D. Lillard 26' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,26.25,Missed,,,,,,,,,,,,,,,,,,
618,PT05M52.00S,2021-10-28T04:17:49.1Z,4,REGULAR,rebound,defensive,[],1629630,,,1610612763,105,81,2021-10-28T04:17:52Z,6150000,,,0,,J. Morant REBOUND (Off:2 Def:7),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,617.0,9.0,7.0,2.0,,,,,,,,,,,,,,
619,PT05M41.00S,2021-10-28T04:18:00.4Z,4,REGULAR,turnover,bad pass,[],1629001,,,1610612763,105,81,2021-10-28T04:18:04Z,6160000,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 203994]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,1.0,,,,,Nurkic,203994.0
620,PT05M41.00S,2021-10-28T04:18:00.4Z,4,REGULAR,steal,,[],203994,,,1610612757,105,81,2021-10-28T04:18:02Z,6170000,,,0,,J. Nurkic STEAL (3 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
621,PT05M37.00S,2021-10-28T04:18:04.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203468,88.64980289093299,45.34313725490196,1610612757,105,81,2021-10-28T04:18:12Z,6180000,-23.0,54.0,1,right,MISS C. McCollum running Layup,[203468],1610612757.0,POR,running,,,McCollum,C. McCollum,,,,,5.9,Missed,,,,,,,,,,,,,,,,,,
622,PT05M34.00S,2021-10-28T04:18:06.8Z,4,REGULAR,rebound,offensive,[],203468,,,1610612757,105,81,2021-10-28T04:18:06Z,6190000,,,0,,C. McCollum REBOUND (Off:1 Def:5),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,621.0,6.0,5.0,1.0,,,,,,,,,,,,,,
623,PT05M34.00S,2021-10-28T04:18:11.5Z,4,REGULAR,foul,personal,['2freethrow'],1629630,,,1610612757,105,81,2021-10-28T04:18:26Z,6200000,,,0,,J. Morant shooting personal FOUL (2 PF) (McCollum 2 FT),"[1629630, 203468]",1610612763.0,MEM,shooting,,,Morant,J. Morant,,,,,,,,,,,,,,,,,1179.0,,2.0,0.0,McCollum,203468.0,,
625,PT05M34.00S,2021-10-28T04:18:37.2Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203468,,,1610612757,106,81,2021-10-28T04:18:37Z,6220000,,,0,,C. McCollum Free Throw 1 of 2 (24 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
626,PT05M34.00S,2021-10-28T04:18:47.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612757,106,81,2021-10-28T04:18:47Z,6230000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT05M34.00S,2021-10-28T04:19:42.0Z,4,REGULAR,substitution,out,[],1629001,,,1610612757,106,81,2021-10-28T04:20:09Z,6240000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
628,PT05M34.00S,2021-10-28T04:19:42.0Z,4,REGULAR,substitution,out,[],203500,,,1610612757,106,81,2021-10-28T04:20:09Z,6250000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
629,PT05M34.00S,2021-10-28T04:19:42.0Z,4,REGULAR,substitution,out,[],1629630,,,1610612757,106,81,2021-10-28T04:20:09Z,6260000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,
630,PT05M34.00S,2021-10-28T04:19:42.0Z,4,REGULAR,substitution,out,[],1626145,,,1610612757,106,81,2021-10-28T04:20:09Z,6270000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,
631,PT05M34.00S,2021-10-28T04:19:42.0Z,4,REGULAR,substitution,in,[],1629681,,,1610612757,106,81,2021-10-28T04:20:09Z,6280000,,,0,,SUB in: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,
632,PT05M34.00S,2021-10-28T04:19:42.0Z,4,REGULAR,substitution,in,[],1629723,,,1610612757,106,81,2021-10-28T04:20:09Z,6290000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,
633,PT05M34.00S,2021-10-28T04:19:42.0Z,4,REGULAR,substitution,in,[],1629633,,,1610612757,106,81,2021-10-28T04:20:09Z,6300000,,,0,,SUB in: J. Culver,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,
634,PT05M34.00S,2021-10-28T04:19:42.0Z,4,REGULAR,substitution,in,[],1630583,,,1610612757,106,81,2021-10-28T04:20:09Z,6310000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,
635,PT05M34.00S,2021-10-28T04:20:26.3Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203468,,,1610612757,107,81,2021-10-28T04:20:26Z,6320000,,,0,,C. McCollum Free Throw 2 of 2 (25 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
636,PT05M20.00S,2021-10-28T04:20:40.6Z,4,REGULAR,foul,personal,[],203994,,,1610612763,107,81,2021-10-28T04:20:47Z,6330000,,,0,,J. Nurkic personal FOUL (2 PF),"[203994, 1630241]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,1179.0,,2.0,0.0,Merrill,1630241.0,,
