actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
88,PT04M06.00S,2021-11-21T03:26:38.6Z,1,REGULAR,2pt,Jump Shot,[],203552,19.92444152431012,19.362745098039216,1610612755,20,19,2021-11-21T03:26:42Z,860000,153.0,135.0,1,left,S. Curry 20' pullup Jump Shot (6 PTS) (A. Drummond 1 AST),"[203552, 203083]",1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,20.41,Made,6.0,,,,,,,,,,,,,A. Drummond,203083.0,1.0,,,
90,PT03M55.00S,2021-11-21T03:26:52.0Z,1,REGULAR,turnover,backcourt,[],1629014,,,1610612757,20,19,2021-11-21T03:26:56Z,880000,,,0,,A. Simons backcourt TURNOVER (1 TO),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,203592.0,,,,,1.0,,,,,,
91,PT03M55.00S,2021-11-21T03:26:55.9Z,1,REGULAR,substitution,out,[],203496,,,1610612755,20,19,2021-11-21T03:27:02Z,890000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M55.00S,2021-11-21T03:26:55.9Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,20,19,2021-11-21T03:27:02Z,900000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M55.00S,2021-11-21T03:26:55.9Z,1,REGULAR,substitution,in,[],1626204,,,1610612755,20,19,2021-11-21T03:27:02Z,910000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M55.00S,2021-11-21T03:26:55.9Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,20,19,2021-11-21T03:27:02Z,920000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M45.00S,2021-11-21T03:27:19.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629680,6.521024967148489,49.26470588235294,1610612755,20,21,2021-11-21T03:27:22Z,930000,4.0,9.0,1,left,M. Thybulle cutting DUNK (2 PTS) (S. Curry 2 AST),"[1629680, 203552]",1610612755.0,PHI,cutting,,,Thybulle,M. Thybulle,,,,,0.95,Made,2.0,,,,,,,,,,,,,S. Curry,203552.0,2.0,,,
97,PT03M29.00S,2021-11-21T03:27:35.8Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612757,20,21,2021-11-21T03:27:39Z,950000,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 203552]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,1.0,,,,Curry,203552.0,
98,PT03M29.00S,2021-11-21T03:27:35.8Z,1,REGULAR,steal,,[],203552,,,1610612755,20,21,2021-11-21T03:27:37Z,960000,,,0,,S. Curry STEAL (1 STL),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M26.00S,2021-11-21T03:27:38.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203552,29.6484888304862,77.94117647058823,1610612755,20,21,2021-11-21T03:27:47Z,970000,-140.0,226.0,1,left,MISS S. Curry 26' running pullup 3PT,[203552],1610612755.0,PHI,running pullup,,,Curry,S. Curry,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,,
100,PT03M22.00S,2021-11-21T03:27:43.2Z,1,REGULAR,rebound,offensive,[],1629003,,,1610612755,20,21,2021-11-21T03:27:43Z,980000,,,0,,S. Milton REBOUND (Off:1 Def:0),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,99.0,1.0,0.0,1.0,,,,,,,,,,,,,,
101,PT03M19.00S,2021-11-21T03:27:46.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629003,6.521024967148489,50.0,1610612755,20,23,2021-11-21T03:27:51Z,990000,0.0,9.0,1,left,S. Milton driving Layup (2 PTS),[1629003],1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,0.88,Made,2.0,,,,,,,,,,,,,,,,,,
102,PT03M13.00S,2021-11-21T03:27:57.3Z,1,REGULAR,foul,offensive,[],1629642,,,1610612757,20,23,2021-11-21T03:28:16Z,1000000,,,0,,N. Little charge offensive FOUL (1 PF),"[1629642, 203552]",1610612757.0,POR,charge,,,Little,N. Little,,,,,,,,,,,,,,1830.0,1.0,0.0,Curry,203552.0,,,,,,,
104,PT03M13.00S,2021-11-21T03:27:57.3Z,1,REGULAR,turnover,offensive foul,[],1629642,,,1610612757,20,23,2021-11-21T03:27:57Z,1020000,,,0,,N. Little offensive foul TURNOVER (1 TO),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,1830.0,,,,,1.0,,,,,,
106,PT03M13.00S,2021-11-21T03:28:05.8Z,1,REGULAR,substitution,in,[],1627788,,,1610612755,20,23,2021-11-21T03:28:10Z,1040000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M13.00S,2021-11-21T03:28:05.8Z,1,REGULAR,substitution,out,[],203552,,,1610612755,20,23,2021-11-21T03:28:19Z,1050000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M03.00S,2021-11-21T03:28:28.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202699,13.748357424441524,23.52941176470588,1610612755,20,23,2021-11-21T03:28:36Z,1060000,132.0,77.0,1,left,MISS T. Harris 15' step back Shot,[202699],1610612755.0,PHI,step back,,,Harris,T. Harris,,,,,15.3,Missed,,,,,,,,,,,,,,,,,,,
109,PT03M01.00S,2021-11-21T03:28:30.0Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,20,23,2021-11-21T03:28:36Z,1070000,,,0,,N. Little REBOUND (Off:1 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,108.0,2.0,1.0,1.0,,,,,,,,,,,,,,
110,PT02M55.00S,2021-11-21T03:28:38.1Z,1,REGULAR,foul,personal,[],1629680,,,1610612757,20,23,2021-11-21T03:28:48Z,1080000,,,0,,M. Thybulle personal FOUL (1 PF),"[1629680, 203081]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,202035.0,1.0,0.0,Lillard,203081.0,,,,,,,
112,PT02M55.00S,2021-11-21T03:28:46.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,20,23,2021-11-21T03:28:46Z,1100000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M55.00S,2021-11-21T03:30:13.6Z,1,REGULAR,substitution,out,[],203083,,,1610612757,20,23,2021-11-21T03:31:22Z,1110000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M55.00S,2021-11-21T03:30:13.6Z,1,REGULAR,substitution,in,[],1629646,,,1610612757,20,23,2021-11-21T03:31:22Z,1120000,,,0,,SUB in: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M44.00S,2021-11-21T03:31:57.6Z,1,REGULAR,2pt,Jump Shot,[],1629642,74.32654402102497,29.411764705882355,1610612757,22,23,2021-11-21T03:32:01Z,1130000,-103.0,189.0,1,right,N. Little 21' pullup Jump Shot (4 PTS),[1629642],1610612757.0,POR,pullup,,,Little,N. Little,,,,,21.5,Made,4.0,,,,,,,,,,,,,,,,,,
116,PT02M28.00S,2021-11-21T03:32:12.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,5.732588699080158,49.01960784313725,1610612755,22,25,2021-11-21T03:32:17Z,1140000,5.0,1.0,1,left,S. Milton driving finger roll Layup (4 PTS),[1629003],1610612755.0,PHI,driving finger roll,,,Milton,S. Milton,,,,,0.51,Made,4.0,,,,,,,,,,,,,,,,,,
117,PT02M17.00S,2021-11-21T03:32:23.8Z,1,REGULAR,3pt,Jump Shot,[],203081,67.09921156373193,49.26470588235294,1610612757,25,25,2021-11-21T03:32:27Z,1150000,-4.0,257.0,1,right,D. Lillard 25' 3PT pullup (12 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,25.68,Made,12.0,,,,,,,,,,,,,,,,,,
118,PT01M54.00S,2021-11-21T03:32:46.4Z,1,REGULAR,2pt,Jump Shot,[],202699,20.581471747700395,34.80392156862745,1610612755,25,25,2021-11-21T03:32:50Z,1160000,76.0,141.0,1,left,MISS T. Harris 16' turnaround Shot,[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,16.02,Missed,,,,,,,,,,,,,,,,,,,
119,PT01M52.00S,2021-11-21T03:32:48.4Z,1,REGULAR,rebound,defensive,[],203469,,,1610612757,25,25,2021-11-21T03:32:50Z,1170000,,,0,,C. Zeller REBOUND (Off:0 Def:2),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,118.0,2.0,2.0,0.0,,,,,,,,,,,,,,
120,PT01M41.00S,2021-11-21T03:32:59.6Z,1,REGULAR,3pt,Jump Shot,[],203081,65.25952693823915,69.85294117647058,1610612757,25,25,2021-11-21T03:33:06Z,1180000,99.0,274.0,1,right,MISS D. Lillard 29' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,29.15,Missed,,,,,,,,,,,,,,,,,,,
121,PT01M38.00S,2021-11-21T03:33:02.6Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612755,25,25,2021-11-21T03:33:06Z,1190000,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,
122,PT01M33.00S,2021-11-21T03:33:07.0Z,1,REGULAR,turnover,lost ball,[],1629003,,,1610612755,25,25,2021-11-21T03:33:13Z,1200000,,,0,,S. Milton lost ball TURNOVER (1 TO),"[1629003, 203469]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,1.0,,,,Zeller,203469.0,
123,PT01M33.00S,2021-11-21T03:33:07.0Z,1,REGULAR,steal,,[],203469,,,1610612757,25,25,2021-11-21T03:33:41Z,1210000,,,0,,C. Zeller STEAL (1 STL),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M32.00S,2021-11-21T03:33:11.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,25,25,2021-11-21T03:33:11Z,1220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M32.00S,2021-11-21T03:33:12.9Z,1,REGULAR,substitution,out,[],202699,,,1610612757,25,25,2021-11-21T03:33:17Z,1230000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M32.00S,2021-11-21T03:33:12.9Z,1,REGULAR,substitution,in,[],1627777,,,1610612757,25,25,2021-11-21T03:33:17Z,1240000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M32.00S,2021-11-21T03:33:19.8Z,1,REGULAR,substitution,out,[],203081,,,1610612757,25,25,2021-11-21T03:33:22Z,1250000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M32.00S,2021-11-21T03:33:19.8Z,1,REGULAR,substitution,in,[],203468,,,1610612757,25,25,2021-11-21T03:33:22Z,1260000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M15.00S,2021-11-21T03:33:46.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203469,94.1688567674113,50.73529411764706,1610612757,25,25,2021-11-21T03:33:50Z,1270000,4.0,2.0,1,right,MISS C. Zeller driving reverse Layup - blocked,"[203469, 1629646]",1610612757.0,POR,driving reverse,,,Zeller,C. Zeller,,,,,0.44,Missed,,,,,,Bassey,1629646.0,,,,,,,,,,,,
130,PT01M15.00S,2021-11-21T03:33:46.8Z,1,REGULAR,block,,[],1629646,,,1610612757,25,25,2021-11-21T03:33:49Z,1280000,,,0,,C. Bassey BLOCK (1 BLK),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M13.00S,2021-11-21T03:33:48.8Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,25,25,2021-11-21T03:33:50Z,1290000,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT01M05.00S,2021-11-21T03:33:57.2Z,1,REGULAR,3pt,Jump Shot,[],1629680,14.273981603153747,96.32352941176471,1610612755,25,25,2021-11-21T03:34:01Z,1300000,-232.0,82.0,1,left,MISS M. Thybulle 24' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,24.56,Missed,,,,,,,,,,,,,,,,,,,
133,PT01M03.00S,2021-11-21T03:33:59.2Z,1,REGULAR,rebound,defensive,[],203468,,,1610612757,25,25,2021-11-21T03:34:01Z,1310000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,132.0,2.0,2.0,0.0,,,,,,,,,,,,,,
134,PT00M47.40S,2021-11-21T03:34:21.8Z,1,REGULAR,foul,personal,[],1629680,,,1610612757,25,25,2021-11-21T03:34:26Z,1320000,,,0,,M. Thybulle personal FOUL (2 PF),"[1629680, 203469]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,203592.0,2.0,0.0,Zeller,203469.0,,,,,,,
136,PT00M43.60S,2021-11-21T03:34:45.0Z,1,REGULAR,3pt,Jump Shot,[],203468,68.41327201051249,64.4607843137255,1610612757,28,25,2021-11-21T03:34:53Z,1340000,72.0,244.0,1,right,C. McCollum 25' 3PT pullup (8 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,25.49,Made,8.0,,,,,,,,,,,,,,,,,,
137,PT00M26.10S,2021-11-21T03:35:06.6Z,1,REGULAR,2pt,Jump Shot,[],1627777,8.623521681997373,76.7156862745098,1610612755,28,25,2021-11-21T03:35:10Z,1350000,-134.0,29.0,1,left,MISS G. Niang 13' step back Shot,[1627777],1610612755.0,PHI,step back,,,Niang,G. Niang,,,,,13.66,Missed,,,,,,,,,,,,,,,,,,,
138,PT00M23.10S,2021-11-21T03:35:09.6Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,28,25,2021-11-21T03:35:10Z,1360000,,,0,,N. Little REBOUND (Off:1 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,137.0,3.0,2.0,1.0,,,,,,,,,,,,,,
139,PT00M06.80S,2021-11-21T03:35:26.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626204,94.30026281208936,49.01960784313725,1610612757,30,25,2021-11-21T03:35:36Z,1370000,-5.0,1.0,1,right,L. Nance Jr. alley-oop DUNK (2 PTS) (C. McCollum 1 AST),"[1626204, 203468]",1610612757.0,POR,alley-oop,,,Nance Jr.,L. Nance Jr.,,,,,0.5,Made,2.0,,,,,,,,,,,,,C. McCollum,203468.0,1.0,,,
141,PT00M00.00S,2021-11-21T03:35:37.2Z,1,REGULAR,3pt,Jump Shot,[],1627788,27.151773981603156,20.833333333333336,1610612755,30,25,2021-11-21T03:35:47Z,1390000,146.0,203.0,1,left,MISS F. Korkmaz 24' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,24.97,Missed,,,,,,,,,,,,,,,,,,,
142,PT00M00.00S,2021-11-21T03:35:39.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,30,25,2021-11-21T03:35:39Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,
143,PT00M00.00S,2021-11-21T03:35:40.3Z,1,REGULAR,period,end,[],0,,,1610612755,30,25,2021-11-21T03:35:40Z,1410000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-11-21T03:36:41.6Z,2,REGULAR,substitution,out,['startperiod'],203469,,,1610612755,30,25,2021-11-21T03:38:06Z,1420000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-11-21T03:36:41.6Z,2,REGULAR,substitution,in,['startperiod'],203503,,,1610612755,30,25,2021-11-21T03:38:06Z,1430000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-11-21T03:38:19.5Z,2,REGULAR,period,start,[],0,,,1610612755,30,25,2021-11-21T03:38:19Z,1440000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M35.00S,2021-11-21T03:38:43.5Z,2,REGULAR,turnover,bad pass,[],1627788,,,1610612755,30,25,2021-11-21T03:38:47Z,1450000,,,0,,F. Korkmaz bad pass TURNOVER (1 TO),"[1627788, 1626204]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,1.0,,,,Nance Jr.,1626204.0,
148,PT11M35.00S,2021-11-21T03:38:43.5Z,2,REGULAR,steal,,[],1626204,,,1610612757,30,25,2021-11-21T03:38:45Z,1460000,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M13.00S,2021-11-21T03:39:05.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203468,93.11760840998686,53.92156862745098,1610612757,30,25,2021-11-21T03:39:08Z,1470000,20.0,12.0,1,right,MISS C. McCollum driving reverse Layup,[203468],1610612757.0,POR,driving reverse,,,McCollum,C. McCollum,,,,,2.31,Missed,,,,,,,,,,,,,,,,,,,
150,PT11M11.00S,2021-11-21T03:39:07.6Z,2,REGULAR,rebound,defensive,[],1629646,,,1610612755,30,25,2021-11-21T03:39:08Z,1480000,,,0,,C. Bassey REBOUND (Off:0 Def:2),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,149.0,2.0,2.0,0.0,,,,,,,,,,,,,,
151,PT11M05.00S,2021-11-21T03:39:13.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629680,7.835085413929041,49.01960784313725,1610612755,30,25,2021-11-21T03:39:17Z,1490000,5.0,21.0,1,left,MISS M. Thybulle driving Layup,[1629680],1610612755.0,PHI,driving,,,Thybulle,M. Thybulle,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,,
152,PT11M03.00S,2021-11-21T03:39:15.6Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,30,25,2021-11-21T03:39:17Z,1500000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,,
153,PT10M55.00S,2021-11-21T03:39:23.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,92.46057818659659,49.50980392156863,1610612757,30,25,2021-11-21T03:39:27Z,1510000,-2.0,18.0,1,right,MISS L. Nance Jr. driving Layup,[1626204],1610612757.0,POR,driving,,,Nance Jr.,L. Nance Jr.,,,,,1.86,Missed,,,,,,,,,,,,,,,,,,,
154,PT10M53.00S,2021-11-21T03:39:25.0Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612757,30,25,2021-11-21T03:39:25Z,1520000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,153.0,2.0,1.0,1.0,,,,,,,,,,,,,,
155,PT10M51.00S,2021-11-21T03:39:28.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626204,87.07293035479631,49.754901960784316,1610612757,30,25,2021-11-21T03:39:34Z,1530000,-1.0,69.0,1,right,MISS L. Nance Jr. 6' fadeaway Shot,[1626204],1610612757.0,POR,fadeaway,,,Nance Jr.,L. Nance Jr.,,,,,6.9,Missed,,,,,,,,,,,,,,,,,,,
156,PT10M49.00S,2021-11-21T03:39:30.0Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,30,25,2021-11-21T03:39:34Z,1540000,,,0,,S. Milton REBOUND (Off:1 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,155.0,2.0,1.0,1.0,,,,,,,,,,,,,,
157,PT10M41.00S,2021-11-21T03:39:37.5Z,2,REGULAR,3pt,Jump Shot,[],1627777,8.754927726675426,95.09803921568627,1610612755,30,25,2021-11-21T03:39:41Z,1550000,-225.0,30.0,1,left,MISS G. Niang 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,22.75,Missed,,,,,,,,,,,,,,,,,,,
158,PT10M39.00S,2021-11-21T03:39:39.5Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,30,25,2021-11-21T03:39:41Z,1560000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,,,
159,PT10M33.00S,2021-11-21T03:39:45.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629014,90.22667542706965,40.44117647058824,1610612757,30,25,2021-11-21T03:39:51Z,1570000,-48.0,39.0,1,right,MISS A. Simons 6' running pullup Shot,[1629014],1610612757.0,POR,running pullup,,,Simons,A. Simons,,,,,6.19,Missed,,,,,,,,,,,,,,,,,,,
160,PT10M32.00S,2021-11-21T03:39:46.6Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,30,25,2021-11-21T03:39:51Z,1580000,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,,,
161,PT10M12.00S,2021-11-21T03:40:06.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629646,17.427726675427067,48.77450980392157,1610612755,30,27,2021-11-21T03:40:15Z,1590000,6.0,111.0,1,left,C. Bassey 11' floating Jump Shot (2 PTS) (S. Milton 1 AST),"[1629646, 1629003]",1610612755.0,PHI,floating,,,Bassey,C. Bassey,,,,,11.15,Made,2.0,,,,,,,,,,,,,S. Milton,1629003.0,1.0,,,
163,PT10M00.00S,2021-11-21T03:40:24.9Z,2,REGULAR,foul,offensive,[],1629642,,,1610612757,30,27,2021-11-21T03:40:42Z,1610000,,,0,,N. Little offensive FOUL (2 PF),"[1629642, 1629680]",1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,1830.0,2.0,0.0,Thybulle,1629680.0,,,,,,,
165,PT10M00.00S,2021-11-21T03:40:24.9Z,2,REGULAR,turnover,offensive foul,[],1629642,,,1610612757,30,27,2021-11-21T03:40:24Z,1630000,,,0,,N. Little offensive foul TURNOVER (2 TO),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,1830.0,,,,,2.0,,,,,,
166,PT09M44.00S,2021-11-21T03:41:11.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629003,7.703679369250986,56.61764705882353,1610612755,30,27,2021-11-21T03:41:23Z,1640000,-33.0,20.0,1,left,MISS S. Milton driving floating Shot,[1629003],1610612755.0,PHI,driving floating,,,Milton,S. Milton,,,,,3.86,Missed,,,,,,,,,,,,,,,,,,,
167,PT09M44.00S,2021-11-21T03:41:11.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,30,27,2021-11-21T03:41:23Z,1650000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,
168,PT09M44.00S,2021-11-21T03:41:15.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,30,27,2021-11-21T03:41:55Z,1660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M29.00S,2021-11-21T03:41:42.7Z,2,REGULAR,3pt,Jump Shot,[],203468,89.83245729303549,4.166666666666666,1610612757,33,27,2021-11-21T03:41:49Z,1670000,-229.0,43.0,1,right,C. McCollum 3PT  (11 PTS) (A. Simons 1 AST),"[203468, 1629014]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,23.32,Made,11.0,,,,,,,,,,,,,A. Simons,1629014.0,1.0,,,
171,PT09M05.00S,2021-11-21T03:42:06.6Z,2,REGULAR,3pt,Jump Shot,[],1627788,9.411957950065702,3.9215686274509802,1610612755,33,27,2021-11-21T03:42:10Z,1690000,230.0,36.0,1,left,MISS F. Korkmaz 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,23.32,Missed,,,,,,,,,,,,,,,,,,,
172,PT09M03.00S,2021-11-21T03:42:08.6Z,2,REGULAR,rebound,defensive,[],203503,,,1610612757,33,27,2021-11-21T03:42:10Z,1700000,,,0,,T. Snell REBOUND (Off:0 Def:1),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,171.0,1.0,1.0,0.0,,,,,,,,,,,,,,
173,PT08M56.00S,2021-11-21T03:42:15.1Z,2,REGULAR,3pt,Jump Shot,[],1629014,71.56701708278581,77.69607843137256,1610612757,33,27,2021-11-21T03:42:19Z,1710000,138.0,215.0,1,right,MISS A. Simons 25' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,,
174,PT08M52.00S,2021-11-21T03:42:19.1Z,2,REGULAR,rebound,offensive,[],1629642,,,1610612757,33,27,2021-11-21T03:42:19Z,1720000,,,0,,N. Little REBOUND (Off:2 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,173.0,4.0,2.0,2.0,,,,,,,,,,,,,,
