actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
90,PT04M22.00S,2022-03-31T02:29:54.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,9.149145860709593,45.09803921568628,1610612757,26,22,2022-03-31T02:29:59Z,900000,25.0,34.0,1,left,D. Eubanks cutting Layup (6 PTS) (B. McLemore 1 AST),"[1629234, 203463]",1610612757.0,POR,cutting,,,Eubanks,D. Eubanks,,,,,,,,,,Made,,6.0,4.15,B. McLemore,203463.0,1.0,,,,,,,,,
92,PT04M01.00S,2022-03-31T02:30:14.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,89.83245729303549,64.4607843137255,1610612740,26,24,2022-03-31T02:30:20Z,920000,72.0,43.0,1,right,C. McCollum 8' driving floating bank Jump Shot (14 PTS) (B. Ingram 2 AST),"[203468, 1627742]",1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,,,,,,Made,,14.0,8.42,B. Ingram,1627742.0,2.0,,,,,,,,,
94,PT03M52.00S,2022-03-31T02:30:27.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,26,24,2022-03-31T02:30:27Z,940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M52.00S,2022-03-31T02:30:27.7Z,1,REGULAR,substitution,out,[],1629604,,,1610612757,26,24,2022-03-31T02:30:45Z,950000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M52.00S,2022-03-31T02:30:27.7Z,1,REGULAR,substitution,out,[],1627742,,,1610612757,26,24,2022-03-31T02:30:45Z,960000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M52.00S,2022-03-31T02:30:27.7Z,1,REGULAR,substitution,out,[],202685,,,1610612757,26,24,2022-03-31T02:30:45Z,970000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M52.00S,2022-03-31T02:30:27.7Z,1,REGULAR,substitution,in,[],1629637,,,1610612757,26,24,2022-03-31T02:30:45Z,990000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M52.00S,2022-03-31T02:30:27.7Z,1,REGULAR,substitution,in,[],1628984,,,1610612757,26,24,2022-03-31T02:30:45Z,1000000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M52.00S,2022-03-31T02:30:27.7Z,1,REGULAR,substitution,in,[],1629712,,,1610612757,26,24,2022-03-31T02:31:16Z,1010000,,,0,,SUB in: D. Louzada,[1629712],1610612757.0,POR,,,,Louzada,D. Louzada,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M41.00S,2022-03-31T02:31:20.1Z,1,REGULAR,foul,personal,[],1630529,,,1610612757,26,24,2022-03-31T02:33:08Z,1020000,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 1630314]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,1628954.0,1.0,0.0,Williams,1630314.0,,,,,,,,,,,,,,,,
104,PT03M41.00S,2022-03-31T02:31:32.3Z,1,REGULAR,substitution,out,[],1630314,,,1610612757,26,24,2022-03-31T02:31:38Z,1040000,,,0,,SUB out: B. Williams,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M41.00S,2022-03-31T02:31:32.3Z,1,REGULAR,substitution,out,[],1629234,,,1610612757,26,24,2022-03-31T02:31:38Z,1050000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M41.00S,2022-03-31T02:31:32.3Z,1,REGULAR,substitution,in,[],1629617,,,1610612757,26,24,2022-03-31T02:31:38Z,1060000,,,0,,SUB in: R. Perry,[1629617],1610612757.0,POR,,,,Perry,R. Perry,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M41.00S,2022-03-31T02:31:32.3Z,1,REGULAR,substitution,in,[],1627739,,,1610612757,26,24,2022-03-31T02:31:38Z,1070000,,,0,,SUB in: K. Dunn,[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M35.00S,2022-03-31T02:31:44.4Z,1,REGULAR,turnover,out-of-bounds,[],203463,,,1610612757,26,24,2022-03-31T02:34:20Z,1080000,,,0,,B. McLemore bad pass out-of-bounds TURNOVER (1 TO),[203463],1610612757.0,POR,bad pass,,,McLemore,B. McLemore,,,,,1179.0,,,,,,,,,,,,,,,1.0,,,,,
109,PT03M14.00S,2022-03-31T02:32:08.6Z,1,REGULAR,turnover,bad pass,[],1630530,,,1610612740,26,24,2022-03-31T02:32:12Z,1090000,,,0,,T. Murphy III bad pass TURNOVER (1 TO),"[1630530, 1629833]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,1.0,Blevins,1629833.0,,,
110,PT03M14.00S,2022-03-31T02:32:08.6Z,1,REGULAR,steal,,[],1629833,,,1610612757,26,24,2022-03-31T02:35:45Z,1100000,,,0,,K. Blevins STEAL (1 STL),[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M06.00S,2022-03-31T02:32:17.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627739,7.5722733245729295,48.529411764705884,1610612757,26,24,2022-03-31T02:36:40Z,1110000,7.0,19.0,1,left,MISS K. Dunn driving Layup,[1627739],1610612757.0,POR,driving,,,Dunn,K. Dunn,,,,,,,,,,Missed,,,2.01,,,,,,,,,,,,
112,PT03M06.00S,2022-03-31T02:32:17.4Z,1,REGULAR,rebound,offensive,[],1629617,,,1610612757,26,24,2022-03-31T02:34:40Z,1120000,,,0,,R. Perry REBOUND (Off:1 Def:0),[1629617],1610612757.0,POR,,,,Perry,R. Perry,,,,,,,,,,,111.0,,,,,,1.0,0.0,1.0,,,,,,
113,PT03M06.00S,2022-03-31T02:32:21.7Z,1,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612757,26,24,2022-03-31T02:34:49Z,1135000,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Perry 2 FT),"[1630530, 1629617]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,1179.0,1.0,0.0,Perry,1629617.0,,,,,,,,,,,,,,,,
115,PT03M06.00S,2022-03-31T02:32:41.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629617,,,1610612757,27,24,2022-03-31T03:24:19Z,1151250,,,0,,R. Perry Free Throw 1 of 2 (1 PTS),[1629617],1610612757.0,POR,,,,Perry,R. Perry,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
120,PT03M06.00S,2022-03-31T02:32:41.0Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629617,,,1610612757,28,24,2022-03-31T03:24:19Z,1155625,,,0,,R. Perry Free Throw 2 of 2 (2 PTS),[1629617],1610612757.0,POR,,,,Perry,R. Perry,,,,,,,,,,Made,,2.0,,,,,,,,,,,,,
116,PT03M06.00S,2022-03-31T02:32:41.9Z,1,REGULAR,substitution,out,[],203468,,,1610612740,28,24,2022-03-31T03:24:19Z,1160000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M06.00S,2022-03-31T02:32:41.9Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,28,24,2022-03-31T03:24:19Z,1170000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M06.00S,2022-03-31T02:32:41.9Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,28,24,2022-03-31T03:24:19Z,1180000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M06.00S,2022-03-31T02:32:41.9Z,1,REGULAR,substitution,in,[],1626204,,,1610612740,28,24,2022-03-31T03:24:19Z,1190000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M45.00S,2022-03-31T02:33:32.5Z,1,REGULAR,3pt,Jump Shot,[],1630530,89.30683311432325,3.431372549019608,1610612740,28,24,2022-03-31T03:23:45Z,1195000,-233.0,48.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,Missed,,,23.77,,,,,,,,,,,,
122,PT02M43.00S,2022-03-31T02:33:34.5Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,28,24,2022-03-31T03:23:45Z,1197500,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,121.0,,,,,,1.0,0.0,1.0,,,,,,
123,PT02M42.00S,2022-03-31T02:33:36.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629637,94.40999984741211,50.0,1610612740,28,26,2022-03-31T03:23:54Z,1198750,0.0,0.0,1,right,J. Hayes tip Layup (4 PTS),[1629637],1610612740.0,NOP,tip,,,Hayes,J. Hayes,,,,,,,,,,Made,,4.0,0.0,,,,,,,,,,,,
124,PT02M25.00S,2022-03-31T02:33:49.3Z,1,REGULAR,3pt,Jump Shot,[],1629712,33.459264126149804,42.64705882352941,1610612757,28,26,2022-03-31T02:34:06Z,1240000,37.0,262.0,1,left,MISS D. Louzada 26' 3PT,[1629712],1610612757.0,POR,,,,Louzada,D. Louzada,,,,,,,,,,Missed,,,26.46,,,,,,,,,,,,
125,PT02M21.00S,2022-03-31T02:33:53.3Z,1,REGULAR,rebound,offensive,[],1629833,,,1610612757,28,26,2022-03-31T02:34:06Z,1250000,,,0,,K. Blevins REBOUND (Off:1 Def:0),[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,124.0,,,,,,1.0,0.0,1.0,,,,,,
126,PT02M20.00S,2022-03-31T02:33:56.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203463,8.886333771353483,41.911764705882355,1610612757,30,26,2022-03-31T02:34:12Z,1260000,40.0,31.0,1,left,B. McLemore driving floating bank Jump Shot (5 PTS),[203463],1610612757.0,POR,driving floating bank,,,McLemore,B. McLemore,,,,,,,,,,Made,,5.0,5.09,,,,,,,,,,,,
127,PT02M20.00S,2022-03-31T02:34:01.0Z,1,REGULAR,foul,personal,['1freethrow'],1630530,,,1610612757,30,26,2022-03-31T02:34:08Z,1270000,,,0,,T. Murphy III shooting personal FOUL (2 PF) (McLemore 1 FT),"[1630530, 203463]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,1628954.0,2.0,0.0,McLemore,203463.0,,,,,,,,,,,,,,,,
129,PT02M20.00S,2022-03-31T02:34:30.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203463,,,1610612757,31,26,2022-03-31T02:34:30Z,1290000,,,0,,B. McLemore Free Throw 1 of 1 (6 PTS),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
130,PT02M06.00S,2022-03-31T02:34:46.6Z,1,REGULAR,3pt,Jump Shot,[],1628984,72.48685939553219,78.92156862745098,1610612740,31,26,2022-03-31T02:34:54Z,1300000,145.0,206.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,Missed,,,25.18,,,,,,,,,,,,
131,PT02M02.00S,2022-03-31T02:34:49.7Z,1,REGULAR,rebound,defensive,[],203463,,,1610612757,31,26,2022-03-31T02:34:49Z,1310000,,,0,,B. McLemore REBOUND (Off:0 Def:1),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,130.0,,,,,,1.0,1.0,0.0,,,,,,
132,PT01M54.00S,2022-03-31T02:34:57.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,10.068988173455978,43.872549019607845,1610612757,33,26,2022-03-31T02:35:11Z,1320000,31.0,42.0,1,left,K. Dunn driving floating Jump Shot (2 PTS),[1627739],1610612757.0,POR,driving floating,,,Dunn,K. Dunn,,,,,,,,,,Made,,2.0,5.2,,,,,,,,,,,,
133,PT01M42.00S,2022-03-31T02:35:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,92.46057818659659,46.568627450980394,1610612740,33,28,2022-03-31T02:35:16Z,1330000,-17.0,18.0,1,right,D. Graham driving Layup (2 PTS),[1628984],1610612740.0,NOP,driving,,,Graham,D. Graham,,,,,,,,,,Made,,2.0,2.52,,,,,,,,,,,,
135,PT01M30.00S,2022-03-31T02:35:21.2Z,1,REGULAR,turnover,lost ball,[],1627739,,,1610612757,33,28,2022-03-31T02:35:25Z,1350000,,,0,,K. Dunn lost ball TURNOVER (1 TO),"[1627739, 1630631]",1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,1.0,Alvarado,1630631.0,,,
136,PT01M30.00S,2022-03-31T02:35:21.2Z,1,REGULAR,steal,,[],1630631,,,1610612740,33,28,2022-03-31T02:35:23Z,1360000,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M28.00S,2022-03-31T02:35:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630530,90.48948751642575,56.127450980392155,1610612740,33,30,2022-03-31T02:35:33Z,1370000,31.0,37.0,1,right,T. Murphy III running Layup (2 PTS) (J. Alvarado 1 AST),"[1630530, 1630631]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,,,,,,Made,,2.0,4.79,J. Alvarado,1630631.0,1.0,,,,,,,,,
139,PT01M14.00S,2022-03-31T02:35:37.3Z,1,REGULAR,3pt,Jump Shot,[],1629617,32.013797634691194,66.42156862745098,1610612757,33,30,2022-03-31T02:35:44Z,1390000,-82.0,248.0,1,left,MISS R. Perry 26' 3PT,[1629617],1610612757.0,POR,,,,Perry,R. Perry,,,,,,,,,,Missed,,,26.16,,,,,,,,,,,,
140,PT01M11.00S,2022-03-31T02:35:40.3Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,33,30,2022-03-31T02:35:44Z,1400000,,,0,,J. Hayes REBOUND (Off:1 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,139.0,,,,,,2.0,1.0,1.0,,,,,,
141,PT00M56.40S,2022-03-31T02:35:56.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,91.67214191852825,45.588235294117645,1610612740,33,30,2022-03-31T02:36:10Z,1410000,-22.0,26.0,1,right,MISS T. Murphy III driving Layup,[1630530],1610612740.0,NOP,driving,,,Murphy III,T. Murphy III,,,,,,,,,,Missed,,,3.4,,,,,,,,,,,,
142,PT00M54.80S,2022-03-31T02:35:58.1Z,1,REGULAR,rebound,offensive,[],1630530,,,1610612740,33,30,2022-03-31T02:38:04Z,1420000,,,0,,T. Murphy III REBOUND (Off:1 Def:0),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,141.0,,,,,,1.0,0.0,1.0,,,,,,
143,PT00M54.80S,2022-03-31T02:36:00.7Z,1,REGULAR,foul,personal,['2freethrow'],1629712,,,1610612740,33,30,2022-03-31T02:36:12Z,1430000,,,0,,D. Louzada shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1629712, 1630530]",1610612757.0,POR,shooting,,,Louzada,D. Louzada,,,,,1179.0,1.0,0.0,Murphy III,1630530.0,,,,,,,,,,,,,,,,
145,PT00M54.80S,2022-03-31T02:36:26.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630530,,,1610612740,33,31,2022-03-31T02:36:26Z,1450000,,,0,,T. Murphy III Free Throw 1 of 2 (3 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
146,PT00M54.80S,2022-03-31T02:36:43.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630530,,,1610612740,33,32,2022-03-31T02:36:43Z,1460000,,,0,,T. Murphy III Free Throw 2 of 2 (4 PTS),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
147,PT00M41.80S,2022-03-31T02:36:58.0Z,1,REGULAR,3pt,Jump Shot,[],203463,29.6484888304862,74.01960784313727,1610612757,36,32,2022-03-31T02:37:03Z,1470000,-120.0,226.0,1,left,B. McLemore 25' 3PT  (9 PTS) (K. Dunn 1 AST),"[203463, 1627739]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,Made,,9.0,25.61,K. Dunn,1627739.0,1.0,,,,,,,,,
149,PT00M31.20S,2022-03-31T02:37:13.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629637,84.70762155059133,55.88235294117647,1610612740,36,32,2022-03-31T02:37:17Z,1490000,29.0,91.0,1,right,MISS J. Hayes 9' driving Hook,[1629637],1610612740.0,NOP,driving,,,Hayes,J. Hayes,,,,,,,,,,Missed,,,9.58,,,,,,,,,,,,
150,PT00M29.00S,2022-03-31T02:37:15.6Z,1,REGULAR,rebound,defensive,[],1629833,,,1610612757,36,32,2022-03-31T02:37:17Z,1500000,,,0,,K. Blevins REBOUND (Off:1 Def:1),[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,149.0,,,,,,2.0,1.0,1.0,,,,,,
151,PT00M26.80S,2022-03-31T02:37:17.8Z,1,REGULAR,turnover,lost ball,[],1629833,,,1610612757,36,32,2022-03-31T02:37:21Z,1510000,,,0,,K. Blevins lost ball TURNOVER (1 TO),"[1629833, 1630631]",1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,,,,,,,,,,1.0,Alvarado,1630631.0,,,
152,PT00M26.80S,2022-03-31T02:37:17.8Z,1,REGULAR,steal,,[],1630631,,,1610612740,36,32,2022-03-31T02:37:19Z,1520000,,,0,,J. Alvarado STEAL (2 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M02.70S,2022-03-31T02:37:41.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,66.3107752956636,54.41176470588235,1610612740,36,32,2022-03-31T02:37:47Z,1530000,22.0,264.0,1,right,MISS D. Graham 26' step back bank 3PT,[1628984],1610612740.0,NOP,step back bank,,,Graham,D. Graham,,,,,,,,,,Missed,,,26.51,,,,,,,,,,,,
154,PT00M02.70S,2022-03-31T02:37:41.9Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612757,36,32,2022-03-31T02:37:47Z,1540000,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,153.0,,,,,,1.0,1.0,0.0,,,,,,
155,PT00M00.00S,2022-03-31T02:37:52.2Z,1,REGULAR,period,end,[],0,,,1610612757,36,32,2022-03-31T02:37:52Z,1550000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-03-31T02:39:35.3Z,2,REGULAR,substitution,out,['startperiod'],1629617,,,1610612757,36,32,2022-03-31T02:40:35Z,1560000,,,0,,SUB out: R. Perry,[1629617],1610612757.0,POR,,,,Perry,R. Perry,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-03-31T02:39:35.3Z,2,REGULAR,substitution,out,['startperiod'],1629833,,,1610612757,36,32,2022-03-31T02:40:35Z,1570000,,,0,,SUB out: K. Blevins,[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-03-31T02:39:35.3Z,2,REGULAR,substitution,out,['startperiod'],1629712,,,1610612757,36,32,2022-03-31T02:40:35Z,1580000,,,0,,SUB out: D. Louzada,[1629712],1610612757.0,POR,,,,Louzada,D. Louzada,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-03-31T02:39:35.3Z,2,REGULAR,substitution,out,['startperiod'],1629637,,,1610612757,36,32,2022-03-31T02:40:35Z,1590000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-03-31T02:39:35.3Z,2,REGULAR,substitution,out,['startperiod'],1630530,,,1610612757,36,32,2022-03-31T02:40:35Z,1600000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-03-31T02:39:35.3Z,2,REGULAR,substitution,in,['startperiod'],1629604,,,1610612757,36,32,2022-03-31T02:40:35Z,1610000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-03-31T02:39:35.3Z,2,REGULAR,substitution,in,['startperiod'],1630535,,,1610612757,36,32,2022-03-31T02:40:35Z,1620000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-03-31T02:39:35.3Z,2,REGULAR,substitution,in,['startperiod'],1629234,,,1610612757,36,32,2022-03-31T02:40:35Z,1630000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-03-31T02:39:35.3Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612757,36,32,2022-03-31T02:40:35Z,1640000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-03-31T02:39:35.3Z,2,REGULAR,substitution,in,['startperiod'],1630230,,,1610612757,36,32,2022-03-31T02:40:35Z,1650000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-03-31T02:40:38.9Z,2,REGULAR,period,start,[],0,,,1610612757,36,32,2022-03-31T02:40:38Z,1660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M45.00S,2022-03-31T02:40:53.1Z,2,REGULAR,3pt,Jump Shot,[],203463,27.151773981603156,80.63725490196079,1610612757,36,32,2022-03-31T02:40:56Z,1670000,-153.0,203.0,1,left,MISS B. McLemore 25' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,Missed,,,25.41,,,,,,,,,,,,
169,PT11M43.00S,2022-03-31T02:40:55.1Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,36,32,2022-03-31T02:40:56Z,1680000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,168.0,,,,,,1.0,1.0,0.0,,,,,,
170,PT11M33.00S,2022-03-31T02:41:05.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626204,86.94152431011827,49.754901960784316,1610612740,36,34,2022-03-31T02:41:09Z,1690000,-1.0,70.0,1,right,L. Nance Jr. 7' driving Hook (2 PTS) (J. Alvarado 2 AST),"[1626204, 1630631]",1610612740.0,NOP,driving,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,Made,,2.0,7.02,J. Alvarado,1630631.0,2.0,,,,,,,,,
172,PT11M13.00S,2022-03-31T02:41:24.1Z,2,REGULAR,3pt,Jump Shot,[],1630535,9.543363994743759,95.34313725490196,1610612757,39,34,2022-03-31T02:41:29Z,1710000,-227.0,37.0,1,left,G. Brown III 3PT  (9 PTS) (D. Eubanks 1 AST),"[1630535, 1629234]",1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,Made,,9.0,22.97,D. Eubanks,1629234.0,1.0,,,,,,,,,
174,PT11M00.00S,2022-03-31T02:41:42.2Z,2,REGULAR,turnover,out-of-bounds,[],1630631,,,1610612740,39,34,2022-03-31T02:47:40Z,1730000,,,0,,J. Alvarado bad pass out-of-bounds TURNOVER (1 TO),[1630631],1610612740.0,NOP,bad pass,,,Alvarado,J. Alvarado,,,,,202026.0,,,,,,,,,,,,,,,1.0,,,,,
175,PT10M40.00S,2022-03-31T02:42:08.3Z,2,REGULAR,foul,personal,['2freethrow'],202685,,,1610612757,39,34,2022-03-31T02:42:16Z,1740000,,,0,,J. Valanciunas shooting personal FOUL (2 PF) (Elleby 2 FT),"[202685, 1629604]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,202026.0,2.0,0.0,Elleby,1629604.0,,,,,,,,,,,,,,,,
177,PT10M40.00S,2022-03-31T02:42:35.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629604,,,1610612757,40,34,2022-03-31T02:42:35Z,1760000,,,0,,C. Elleby Free Throw 1 of 2 (3 PTS),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
178,PT10M40.00S,2022-03-31T02:42:51.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629604,,,1610612757,41,34,2022-03-31T02:42:51Z,1770000,,,0,,C. Elleby Free Throw 2 of 2 (4 PTS),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
179,PT10M19.00S,2022-03-31T02:43:14.1Z,2,REGULAR,turnover,bad pass,[],202685,,,1610612740,41,34,2022-03-31T02:43:17Z,1780000,,,0,,J. Valanciunas bad pass TURNOVER (1 TO),"[202685, 203463]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,1.0,McLemore,203463.0,,,
180,PT10M19.00S,2022-03-31T02:43:14.1Z,2,REGULAR,steal,,[],203463,,,1610612757,41,34,2022-03-31T02:43:15Z,1790000,,,0,,B. McLemore STEAL (1 STL),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
