actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
268,PT04M09.00S,2021-11-18T03:57:00.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,6.258212877792378,49.26470588235294,1610612757,41,50,2021-11-18T03:57:05Z,2580000,4.0,6.0,1,left,J. Nurkic driving Layup (10 PTS) (D. Lillard 6 AST),"[203994, 203081]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,,,,,,0.73,Made,,,,,,,10.0,,,,D. Lillard,203081.0,6.0,
270,PT03M46.00S,2021-11-18T03:57:24.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627936,83.26215505913272,50.49019607843137,1610612741,41,52,2021-11-18T03:57:27Z,2600000,2.0,105.0,1,right,A. Caruso 10' pullup Jump Shot (5 PTS),[1627936],1610612741.0,CHI,pullup,,,Caruso,A. Caruso,,,,,,,,,,10.48,Made,,,,,,,5.0,,,,,,,
271,PT03M29.00S,2021-11-18T03:57:41.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,8.09789750328515,45.34313725490196,1610612757,41,52,2021-11-18T03:57:46Z,2610000,23.0,24.0,1,left,MISS J. Nurkic driving Hook,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,,,,,,3.32,Missed,,,,,,,,,,,,,,
272,PT03M28.00S,2021-11-18T03:57:42.5Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612741,41,52,2021-11-18T03:57:46Z,2620000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,271.0,1.0,1.0,0.0,,,,,,,,
273,PT03M19.00S,2021-11-18T03:57:51.9Z,2,REGULAR,3pt,Jump Shot,[],201942,71.30420499342969,74.75490196078431,1610612741,41,55,2021-11-18T03:57:56Z,2630000,124.0,217.0,1,right,D. DeRozan 25' 3PT  (15 PTS) (A. Caruso 4 AST),"[201942, 1627936]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,25.0,Made,,,,,,,15.0,,,,A. Caruso,1627936.0,4.0,
275,PT03M00.00S,2021-11-18T03:58:10.4Z,2,REGULAR,3pt,Jump Shot,[],203496,16.770696452036795,98.0392156862745,1610612757,41,55,2021-11-18T03:58:14Z,2650000,-240.0,105.0,1,left,MISS R. Covington 26' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,26.22,Missed,,,,,,,,,,,,,,
276,PT02M58.00S,2021-11-18T03:58:12.4Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612741,41,55,2021-11-18T03:58:14Z,2660000,,,0,,L. Ball REBOUND (Off:0 Def:2),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,275.0,2.0,2.0,0.0,,,,,,,,
277,PT02M51.00S,2021-11-18T03:58:19.4Z,2,REGULAR,2pt,Jump Shot,[],203897,76.95466491458606,45.588235294117645,1610612741,41,57,2021-11-18T03:58:23Z,2670000,-22.0,164.0,1,right,Z. LaVine 16' pullup Jump Shot (16 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,,,,,,16.56,Made,,,,,,,16.0,,,,,,,
278,PT02M50.00S,2021-11-18T03:58:28.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,41,57,2021-11-18T03:58:28Z,2680000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M50.00S,2021-11-18T03:59:36.4Z,2,REGULAR,substitution,out,[],203994,,,1610612757,41,57,2021-11-18T03:59:50Z,2690000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M50.00S,2021-11-18T03:59:36.4Z,2,REGULAR,substitution,in,[],1626204,,,1610612757,41,57,2021-11-18T03:59:50Z,2700000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M33.00S,2021-11-18T04:00:11.3Z,2,REGULAR,3pt,Jump Shot,[],203468,6.652431011826544,96.56862745098039,1610612757,41,57,2021-11-18T04:00:15Z,2710000,-233.0,10.0,1,left,MISS C. McCollum 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,23.3,Missed,,,,,,,,,,,,,,
282,PT02M30.00S,2021-11-18T04:00:14.0Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612757,41,57,2021-11-18T04:00:14Z,2720000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,281.0,4.0,3.0,1.0,,,,,,,,
283,PT02M26.00S,2021-11-18T04:00:17.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626181,9.411957950065702,56.86274509803921,1610612757,41,57,2021-11-18T04:00:22Z,2730000,-34.0,36.0,1,left,MISS N. Powell driving floating Shot,[1626181],1610612757.0,POR,driving floating,,,Powell,N. Powell,,,,,,,,,,4.97,Missed,,,,,,,,,,,,,,
284,PT02M24.00S,2021-11-18T04:00:19.4Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,41,57,2021-11-18T04:00:19Z,2740000,,,0,,Z. LaVine REBOUND (Off:0 Def:4),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,283.0,4.0,4.0,0.0,,,,,,,,
285,PT02M18.00S,2021-11-18T04:00:25.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203897,93.64323258869908,48.28431372549019,1610612741,41,59,2021-11-18T04:00:31Z,2750000,-9.0,7.0,1,right,Z. LaVine running Layup (18 PTS),[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,,,,,,1.13,Made,,,,,,,18.0,,,,,,,
286,PT02M07.00S,2021-11-18T04:00:42.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628396,,,1610612757,41,59,2021-11-18T04:00:50Z,2760000,,,0,,T. Bradley personal FOUL (3 PF) (Lillard 2 FT),"[1628396, 203081]",1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,1628159.0,3.0,0.0,Lillard,203081.0,,,,,,,,,,,,,,,,
288,PT02M07.00S,2021-11-18T04:01:02.8Z,2,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,42,59,2021-11-18T04:01:02Z,2780000,,,0,,D. Lillard Free Throw 1 of 2 (3 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,
289,PT02M07.00S,2021-11-18T04:01:20.7Z,2,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,43,59,2021-11-18T04:01:20Z,2790000,,,0,,D. Lillard Free Throw 2 of 2 (4 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,Made,,,,,,,4.0,,,,,,,
290,PT01M57.00S,2021-11-18T04:01:36.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,43,59,2021-11-18T04:01:37Z,2800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M57.00S,2021-11-18T04:01:39.9Z,2,REGULAR,substitution,out,[],1628396,,,1610612741,43,59,2021-11-18T04:01:44Z,2810000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M57.00S,2021-11-18T04:01:39.9Z,2,REGULAR,substitution,in,[],1629750,,,1610612741,43,59,2021-11-18T04:01:44Z,2820000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M48.00S,2021-11-18T04:02:05.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629750,93.77463863337714,50.0,1610612741,43,61,2021-11-18T04:02:10Z,2830000,0.0,6.0,1,right,J. Green DUNK (4 PTS) (A. Caruso 5 AST),"[1629750, 1627936]",1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,0.6,Made,,,,,,,4.0,,,,A. Caruso,1627936.0,5.0,
295,PT01M39.00S,2021-11-18T04:02:17.1Z,2,REGULAR,foul,offensive,[],203496,,,1610612757,43,61,2021-11-18T04:02:32Z,2850000,,,0,,R. Covington offensive FOUL (1 PF),"[203496, 1628366]",1610612757.0,POR,,,,Covington,R. Covington,,,,,1162.0,1.0,0.0,Ball,1628366.0,,,,,,,,,,,,,,,,
297,PT01M39.00S,2021-11-18T04:02:17.1Z,2,REGULAR,turnover,offensive foul,[],203496,,,1610612757,43,61,2021-11-18T04:02:32Z,2870000,,,0,,R. Covington offensive foul TURNOVER (3 TO),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,1628159.0,,,,,,,,,,,,,,3.0,,,,,,
298,PT01M22.00S,2021-11-18T04:02:50.4Z,2,REGULAR,foul,personal,['2freethrow'],203468,,,1610612741,43,61,2021-11-18T04:02:59Z,2880000,,,0,,C. McCollum shooting personal FOUL (1 PF) (Caruso 2 FT),"[203468, 1627936]",1610612757.0,POR,shooting,,,McCollum,C. McCollum,,,,,1627541.0,1.0,0.0,Caruso,1627936.0,,,,,,,,,,,,,,,,
300,PT01M22.00S,2021-11-18T04:03:21.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627936,,,1610612741,43,62,2021-11-18T04:03:21Z,2900000,,,0,,A. Caruso Free Throw 1 of 2 (6 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,
301,PT01M22.00S,2021-11-18T04:03:41.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627936,,,1610612741,43,63,2021-11-18T04:03:41Z,2910000,,,0,,A. Caruso Free Throw 2 of 2 (7 PTS),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,Made,,,,,,,7.0,,,,,,,
302,PT01M07.00S,2021-11-18T04:03:57.1Z,2,REGULAR,3pt,Jump Shot,[],203496,24.655059132720105,84.55882352941177,1610612757,46,63,2021-11-18T04:04:01Z,2920000,-173.0,179.0,1,left,R. Covington 24' 3PT  (8 PTS) (N. Powell 2 AST),"[203496, 1626181]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,24.9,Made,,,,,,,8.0,,,,N. Powell,1626181.0,2.0,
304,PT00M45.90S,2021-11-18T04:04:19.6Z,2,REGULAR,3pt,Jump Shot,[],201942,89.43823915900131,94.36274509803921,1610612741,46,63,2021-11-18T04:04:23Z,2940000,222.0,47.0,1,right,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,22.67,Missed,,,,,,,,,,,,,,
305,PT00M43.40S,2021-11-18T04:04:22.0Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,46,63,2021-11-18T04:04:22Z,2950000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:4),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,304.0,5.0,4.0,1.0,,,,,,,,
306,PT00M35.90S,2021-11-18T04:04:30.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,6.258212877792378,56.372549019607845,1610612757,46,63,2021-11-18T04:04:38Z,2960000,-32.0,6.0,1,left,MISS D. Lillard driving Layup - blocked,"[203081, 1628366]",1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,,,,,,3.25,Missed,Ball,1628366.0,,,,,,,,,,,,
307,PT00M35.90S,2021-11-18T04:04:30.0Z,2,REGULAR,block,,[],1628366,,,1610612757,46,63,2021-11-18T04:04:31Z,2970000,,,0,,L. Ball BLOCK (1 BLK),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M35.90S,2021-11-18T04:04:30.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,46,63,2021-11-18T04:04:38Z,2980000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,306.0,,,,,,,,,,,
309,PT00M35.90S,2021-11-18T04:04:34.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,46,63,2021-11-18T04:04:34Z,2990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M28.70S,2021-11-18T04:05:02.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628366,,,1610612757,46,63,2021-11-18T04:05:07Z,3000000,,,0,,L. Ball personal FOUL (2 PF) (Lillard 2 FT),"[1628366, 203081]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,1627541.0,2.0,0.0,Lillard,203081.0,,,,,,,,,,,,,,,,
312,PT00M28.70S,2021-11-18T04:05:34.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203081,,,1610612757,47,63,2021-11-18T04:05:34Z,3020000,,,0,,D. Lillard Free Throw 1 of 2 (5 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,Made,,,,,,,5.0,,,,,,,
313,PT00M28.70S,2021-11-18T04:05:50.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203081,,,1610612757,48,63,2021-11-18T04:05:50Z,3030000,,,0,,D. Lillard Free Throw 2 of 2 (6 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,
314,PT00M04.60S,2021-11-18T04:06:17.1Z,2,REGULAR,3pt,Jump Shot,[],203897,61.18593955321945,50.0,1610612741,48,63,2021-11-18T04:06:20Z,3040000,0.0,312.0,1,right,MISS Z. LaVine 31' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,,,,,,31.24,Missed,,,,,,,,,,,,,,
315,PT00M02.50S,2021-11-18T04:06:19.2Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,48,63,2021-11-18T04:06:20Z,3050000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:5),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,314.0,6.0,5.0,1.0,,,,,,,,
316,PT00M00.00S,2021-11-18T04:06:21.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626204,52.2503285151117,49.50980392156863,1610612757,48,63,2021-11-18T04:06:49Z,3060000,2.0,439.0,1,left,MISS L. Nance Jr. 43' running pullup 3PT,[1626204],1610612757.0,POR,running pullup,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,43.87,Missed,,,,,,,,,,,,,,
317,PT00M00.00S,2021-11-18T04:06:21.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,48,63,2021-11-18T04:06:49Z,3070000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,316.0,,,,,,,,,,,
318,PT00M00.00S,2021-11-18T04:06:25.0Z,2,REGULAR,period,end,[],0,,,1610612757,48,63,2021-11-18T04:06:24Z,3080000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-11-18T04:20:29.0Z,3,REGULAR,substitution,out,['startperiod'],1626204,,,1610612757,48,63,2021-11-18T04:21:31Z,3090000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-11-18T04:20:29.0Z,3,REGULAR,substitution,out,['startperiod'],1629750,,,1610612757,48,63,2021-11-18T04:21:31Z,3100000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-11-18T04:20:29.0Z,3,REGULAR,substitution,in,['startperiod'],203994,,,1610612757,48,63,2021-11-18T04:21:31Z,3110000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-11-18T04:20:29.0Z,3,REGULAR,substitution,in,['startperiod'],1628396,,,1610612757,48,63,2021-11-18T04:21:31Z,3120000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-11-18T04:21:47.8Z,3,REGULAR,period,start,[],0,,,1610612741,48,63,2021-11-18T04:21:47Z,3130000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M45.00S,2021-11-18T04:22:02.3Z,3,REGULAR,3pt,Jump Shot,[],203897,34.11629434954008,51.225490196078425,1610612741,48,66,2021-11-18T04:22:06Z,3140000,-6.0,268.0,1,left,Z. LaVine 26' 3PT  (21 PTS) (D. DeRozan 2 AST),"[203897, 201942]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,26.83,Made,,,,,,,21.0,,,,D. DeRozan,201942.0,2.0,
326,PT11M24.00S,2021-11-18T04:22:22.6Z,3,REGULAR,3pt,Jump Shot,[],203081,74.85216819973719,13.23529411764706,1610612757,48,66,2021-11-18T04:22:26Z,3160000,-184.0,184.0,1,right,MISS D. Lillard 26' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,26.0,Missed,,,,,,,,,,,,,,
327,PT11M22.00S,2021-11-18T04:22:24.6Z,3,REGULAR,rebound,defensive,[],1627936,,,1610612741,48,66,2021-11-18T04:22:26Z,3170000,,,0,,A. Caruso REBOUND (Off:3 Def:3),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,326.0,6.0,3.0,3.0,,,,,,,,
328,PT11M11.00S,2021-11-18T04:22:36.1Z,3,REGULAR,turnover,bad pass,[],201942,,,1610612741,48,66,2021-11-18T04:22:40Z,3180000,,,0,,D. DeRozan bad pass TURNOVER (2 TO),"[201942, 203496]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,2.0,Covington,203496.0,,,,
329,PT11M11.00S,2021-11-18T04:22:36.1Z,3,REGULAR,steal,,[],203496,,,1610612757,48,66,2021-11-18T04:22:38Z,3190000,,,0,,R. Covington STEAL (2 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT11M08.00S,2021-11-18T04:22:42.7Z,3,REGULAR,foul,personal,[],1627936,,,1610612757,48,66,2021-11-18T04:22:59Z,3200000,,,0,,A. Caruso take personal FOUL (2 PF),"[1627936, 203468]",1610612741.0,CHI,take,,,Caruso,A. Caruso,,,,,1162.0,2.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,,
332,PT11M02.00S,2021-11-18T04:23:01.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203468,88.51839684625493,59.068627450980394,1610612757,50,66,2021-11-18T04:23:07Z,3220000,45.0,55.0,1,right,C. McCollum 7' driving floating Jump Shot (2 PTS) (R. Covington 1 AST),"[203468, 203496]",1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,,,,,,7.16,Made,,,,,,,2.0,,,,R. Covington,203496.0,1.0,
333,PT10M45.00S,2021-11-18T04:23:18.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628396,5.732588699080158,51.225490196078425,1610612741,50,68,2021-11-18T04:23:22Z,3230000,-6.0,1.0,1,left,T. Bradley cutting Layup (4 PTS) (Z. LaVine 1 AST),"[1628396, 203897]",1610612741.0,CHI,cutting,,,Bradley,T. Bradley,,,,,,,,,,0.63,Made,,,,,,,4.0,,,,Z. LaVine,203897.0,1.0,
335,PT10M35.00S,2021-11-18T04:23:28.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.77463863337714,51.470588235294116,1610612757,52,68,2021-11-18T04:23:31Z,3250000,7.0,6.0,1,right,J. Nurkic cutting Layup (12 PTS) (C. McCollum 1 AST),"[203994, 203468]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,,,,,,0.95,Made,,,,,,,12.0,,,,C. McCollum,203468.0,1.0,
338,PT10M26.00S,2021-11-18T04:23:49.1Z,3,REGULAR,foul,personal,[],203994,,,1610612741,52,68,2021-11-18T04:23:51Z,3280000,,,0,,J. Nurkic personal FOUL (2 PF),"[203994, 1628396]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,1627541.0,2.0,0.0,Bradley,1628396.0,,,,,,,,,,,,,,,,
340,PT10M13.00S,2021-11-18T04:24:10.0Z,3,REGULAR,turnover,lost ball,[],203897,,,1610612741,52,68,2021-11-18T04:24:13Z,3300000,,,0,,Z. LaVine lost ball TURNOVER (2 TO),"[203897, 1626181]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,2.0,Powell,1626181.0,,,,
341,PT10M13.00S,2021-11-18T04:24:10.0Z,3,REGULAR,steal,,[],1626181,,,1610612757,52,68,2021-11-18T04:24:11Z,3310000,,,0,,N. Powell STEAL (1 STL),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT10M04.00S,2021-11-18T04:24:19.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203994,93.24901445466492,49.50980392156863,1610612757,54,68,2021-11-18T04:25:05Z,3320000,-2.0,11.0,1,right,J. Nurkic cutting Layup (14 PTS) (C. McCollum 2 AST),"[203994, 203468]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,,,,,,1.13,Made,,,,,,,14.0,,,,C. McCollum,203468.0,2.0,
344,PT10M04.00S,2021-11-18T04:24:24.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,54,68,2021-11-18T04:24:24Z,3340000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT09M48.00S,2021-11-18T04:27:32.6Z,3,REGULAR,3pt,Jump Shot,[],1627936,6.783837056504599,4.901960784313726,1610612741,54,71,2021-11-18T04:27:36Z,3350000,225.0,11.0,1,left,A. Caruso 3PT  (10 PTS) (D. DeRozan 3 AST),"[1627936, 201942]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,22.58,Made,,,,,,,10.0,,,,D. DeRozan,201942.0,3.0,
348,PT09M31.00S,2021-11-18T04:27:48.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203081,79.84559789750328,45.09803921568628,1610612757,54,71,2021-11-18T04:27:52Z,3370000,-25.0,137.0,1,right,MISS D. Lillard 13' driving floating Shot,[203081],1610612757.0,POR,driving floating,,,Lillard,D. Lillard,,,,,,,,,,13.92,Missed,,,,,,,,,,,,,,
349,PT09M28.00S,2021-11-18T04:27:51.7Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,54,71,2021-11-18T04:27:52Z,3380000,,,0,,Z. LaVine REBOUND (Off:0 Def:5),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,348.0,5.0,5.0,0.0,,,,,,,,
350,PT09M19.00S,2021-11-18T04:28:00.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628396,6.652431011826544,48.28431372549019,1610612741,54,71,2021-11-18T04:28:06Z,3390000,9.0,10.0,1,left,MISS T. Bradley cutting Layup - blocked,"[1628396, 203496]",1610612741.0,CHI,cutting,,,Bradley,T. Bradley,,,,,,,,,,1.32,Missed,Covington,203496.0,,,,,,,,,,,,
351,PT09M19.00S,2021-11-18T04:28:00.4Z,3,REGULAR,block,,[],203496,,,1610612741,54,71,2021-11-18T04:28:03Z,3400000,,,0,,R. Covington BLOCK (2 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT09M18.00S,2021-11-18T04:28:01.4Z,3,REGULAR,rebound,offensive,[],1628366,,,1610612741,54,71,2021-11-18T04:28:06Z,3410000,,,0,,L. Ball REBOUND (Off:1 Def:2),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,350.0,3.0,2.0,1.0,,,,,,,,
353,PT09M18.00S,2021-11-18T04:28:09.8Z,3,REGULAR,foul,personal,[],203994,,,1610612741,54,71,2021-11-18T04:31:42Z,3420000,,,0,,J. Nurkic personal FOUL (3 PF),"[203994, 1628366]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,1162.0,3.0,0.0,Ball,1628366.0,,,,,,,,,,,,,,,,
355,PT09M18.00S,2021-11-18T04:28:29.3Z,3,REGULAR,foul,offensive,[],201942,,,1610612741,54,71,2021-11-18T04:29:10Z,3440000,,,0,,D. DeRozan offensive FOUL (1 PF),"[201942, 203994]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,1628159.0,1.0,0.0,Nurkic,203994.0,,,,,,,,,,,,,,,,
357,PT09M18.00S,2021-11-18T04:28:29.3Z,3,REGULAR,turnover,offensive foul,[],201942,,,1610612741,54,71,2021-11-18T04:28:35Z,3460000,,,0,,D. DeRozan offensive foul TURNOVER (3 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,1628159.0,,,,,,,,,,,,,,3.0,,,,,,
358,PT09M06.00S,2021-11-18T04:28:51.5Z,3,REGULAR,turnover,lost ball,[],1626181,,,1610612757,54,71,2021-11-18T04:28:56Z,3470000,,,0,,N. Powell lost ball TURNOVER (1 TO),"[1626181, 201942]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,1.0,DeRozan,201942.0,,,,
359,PT09M06.00S,2021-11-18T04:28:51.5Z,3,REGULAR,steal,,[],201942,,,1610612741,54,71,2021-11-18T04:28:54Z,3480000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT09M06.00S,2021-11-18T04:29:02.0Z,3,REGULAR,foul,personal,[],203496,,,1610612741,54,71,2021-11-18T04:29:11Z,3490000,,,0,,R. Covington take personal FOUL (2 PF),"[203496, 201942]",1610612757.0,POR,take,,,Covington,R. Covington,,,,,1628159.0,2.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,,,,
362,PT08M55.00S,2021-11-18T04:29:19.9Z,3,REGULAR,turnover,traveling,[],201942,,,1610612741,54,71,2021-11-18T04:29:27Z,3510000,,,0,,D. DeRozan traveling TURNOVER (4 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,1162.0,,,,,,,,,,,,,,4.0,,,,,,
