actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
88,PT05M22.00S,2021-11-18T03:24:26.8Z,1,REGULAR,block,,[],203081,,,1610612741,13,18,2021-11-18T03:24:28Z,830000,,,0,,D. Lillard BLOCK (1 BLK),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M20.00S,2021-11-18T03:24:28.8Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,13,18,2021-11-18T03:24:31Z,840000,,,0,,J. Nurkic REBOUND (Off:4 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,87.0,6.0,2.0,4.0,,,,,,,,
90,PT05M11.00S,2021-11-18T03:24:38.6Z,1,REGULAR,2pt,Jump Shot,[],1626181,11.251642575558476,81.37254901960785,1610612757,15,18,2021-11-18T03:24:42Z,850000,-157.0,53.0,1,left,N. Powell 16' pullup Jump Shot (4 PTS) (D. Lillard 4 AST),"[1626181, 203081]",1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,,,,,,16.57,Made,,,,,,,4.0,,,,D. Lillard,203081.0,4.0,
92,PT04M44.00S,2021-11-18T03:25:04.0Z,1,REGULAR,2pt,Jump Shot,[],1628366,76.95466491458606,35.294117647058826,1610612741,15,18,2021-11-18T03:25:09Z,870000,-74.0,164.0,1,right,MISS L. Ball 17' step back Shot,[1628366],1610612741.0,CHI,step back,,,Ball,L. Ball,,,,,,,,,,17.98,Missed,,,,,,,,,,,,,,
93,PT04M43.00S,2021-11-18T03:25:05.0Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,15,18,2021-11-18T03:25:09Z,880000,,,0,,R. Covington REBOUND (Off:1 Def:1),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,92.0,2.0,1.0,1.0,,,,,,,,
94,PT04M25.00S,2021-11-18T03:25:23.5Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612757,15,18,2021-11-18T03:25:27Z,890000,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 1628366]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,1.0,Ball,1628366.0,,,,
95,PT04M25.00S,2021-11-18T03:25:23.5Z,1,REGULAR,steal,,[],1628366,,,1610612741,15,18,2021-11-18T03:25:24Z,900000,,,0,,L. Ball STEAL (1 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M23.00S,2021-11-18T03:25:25.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203897,72.7496714848883,15.441176470588236,1610612741,15,21,2021-11-18T03:25:32Z,910000,-173.0,204.0,1,right,Z. LaVine 26' 3PT running (8 PTS) (A. Caruso 3 AST),"[203897, 1627936]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,,,,,,26.71,Made,,,,,,,8.0,,,,A. Caruso,1627936.0,3.0,
98,PT04M01.00S,2021-11-18T03:25:48.3Z,1,REGULAR,foul,personal,['3freethrow'],1627936,,,1610612757,15,21,2021-11-18T03:29:56Z,930000,,,0,,A. Caruso shooting personal FOUL (1 PF) (Simons 3 FT),"[1627936, 1629014]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,1627541.0,1.0,0.0,Simons,1629014.0,,,,,,,,,,,,,,,,
100,PT04M01.00S,2021-11-18T03:26:20.4Z,1,REGULAR,freethrow,1 of 3,[],1629014,,,1610612757,15,21,2021-11-18T03:26:40Z,950000,,,0,,MISS A. Simons Free Throw 1 of 3,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,Missed,,,,,,,,,,,,,,
102,PT04M01.00S,2021-11-18T03:26:20.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,15,21,2021-11-18T03:26:40Z,955000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,
101,PT04M01.00S,2021-11-18T03:26:20.4Z,1,REGULAR,freethrow,2 of 3,[],1629014,,,1610612757,16,21,2021-11-18T03:30:06Z,960000,,,0,,A. Simons Free Throw 2 of 3 (1 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,
113,PT04M01.00S,2021-11-18T03:26:20.4Z,1,REGULAR,freethrow,3 of 3,[],1629014,,,1610612757,17,21,2021-11-18T03:30:06Z,965000,,,0,,A. Simons Free Throw 3 of 3 (2 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,
103,PT04M01.00S,2021-11-18T03:26:52.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,17,21,2021-11-18T03:30:06Z,970000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M01.00S,2021-11-18T03:27:58.7Z,1,REGULAR,substitution,out,[],203994,,,1610612741,17,21,2021-11-18T03:30:06Z,980000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M01.00S,2021-11-18T03:27:58.7Z,1,REGULAR,substitution,out,[],1627936,,,1610612741,17,21,2021-11-18T03:30:06Z,990000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M01.00S,2021-11-18T03:27:58.7Z,1,REGULAR,substitution,out,[],1628396,,,1610612741,17,21,2021-11-18T03:30:06Z,1000000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M01.00S,2021-11-18T03:27:58.7Z,1,REGULAR,substitution,in,[],203469,,,1610612741,17,21,2021-11-18T03:30:06Z,1010000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M01.00S,2021-11-18T03:27:58.7Z,1,REGULAR,substitution,in,[],1629750,,,1610612741,17,21,2021-11-18T03:30:06Z,1020000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M01.00S,2021-11-18T03:27:58.7Z,1,REGULAR,substitution,in,[],1627884,,,1610612741,17,21,2021-11-18T03:30:06Z,1030000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M39.00S,2021-11-18T03:30:10.6Z,1,REGULAR,3pt,Jump Shot,[],1630245,66.04796320630749,34.55882352941176,1610612741,17,24,2021-11-18T03:30:16Z,1040000,-77.0,267.0,1,right,A. Dosunmu 27' 3PT  (3 PTS) (D. Jones Jr. 1 AST),"[1630245, 1627884]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,27.76,Made,,,,,,,3.0,,,,D. Jones Jr.,1627884.0,1.0,
116,PT03M18.00S,2021-11-18T03:30:31.5Z,1,REGULAR,3pt,Jump Shot,[],203081,43.18331143232589,11.519607843137255,1610612757,17,24,2021-11-18T03:30:43Z,1060000,192.0,353.0,1,left,MISS D. Lillard 40' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,,,,,,40.24,Missed,,,,,,,,,,,,,,
117,PT03M16.00S,2021-11-18T03:30:35.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,17,24,2021-11-18T03:30:35Z,1070000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,,,,
118,PT03M16.00S,2021-11-18T03:30:37.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,17,24,2021-11-18T03:30:37Z,1080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M16.00S,2021-11-18T03:30:40.6Z,1,REGULAR,substitution,out,[],1626181,,,1610612741,17,24,2021-11-18T03:30:47Z,1090000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M16.00S,2021-11-18T03:30:40.6Z,1,REGULAR,substitution,out,[],203496,,,1610612741,17,24,2021-11-18T03:30:47Z,1100000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M16.00S,2021-11-18T03:30:40.6Z,1,REGULAR,substitution,in,[],1629642,,,1610612741,17,24,2021-11-18T03:30:47Z,1110000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M16.00S,2021-11-18T03:30:40.6Z,1,REGULAR,substitution,in,[],1626204,,,1610612741,17,24,2021-11-18T03:30:47Z,1120000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M52.00S,2021-11-18T03:31:13.1Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,17,24,2021-11-18T03:31:16Z,1130000,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 203081]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,1.0,Lillard,203081.0,,,,
124,PT02M52.00S,2021-11-18T03:31:13.1Z,1,REGULAR,steal,,[],203081,,,1610612757,17,24,2021-11-18T03:31:14Z,1140000,,,0,,D. Lillard STEAL (1 STL),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M41.00S,2021-11-18T03:31:24.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626204,25.18068331143233,16.42156862745098,1610612757,20,24,2021-11-18T03:31:28Z,1150000,168.0,184.0,1,left,L. Nance Jr. 24' 3PT  (3 PTS) (D. Lillard 5 AST),"[1626204, 203081]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,24.92,Made,,,,,,,3.0,,,,D. Lillard,203081.0,5.0,
127,PT02M31.00S,2021-11-18T03:31:33.4Z,1,REGULAR,3pt,Jump Shot,[],203897,70.12155059132719,16.666666666666664,1610612741,20,27,2021-11-18T03:32:02Z,1170000,-167.0,228.0,1,right,Z. LaVine 28' 3PT pullup (11 PTS) (L. Ball 1 AST),"[203897, 1628366]",1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,,,,,,28.28,Made,,,,,,,11.0,,,,L. Ball,1628366.0,1.0,
129,PT02M20.00S,2021-11-18T03:31:44.9Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612757,20,27,2021-11-18T03:31:48Z,1190000,,,0,,D. Lillard bad pass TURNOVER (2 TO),"[203081, 1628366]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,2.0,Ball,1628366.0,,,,
130,PT02M20.00S,2021-11-18T03:31:44.9Z,1,REGULAR,steal,,[],1628366,,,1610612741,20,27,2021-11-18T03:31:46Z,1200000,,,0,,L. Ball STEAL (2 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M15.00S,2021-11-18T03:31:50.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627884,94.1688567674113,45.09803921568628,1610612741,20,27,2021-11-18T03:31:57Z,1210000,-25.0,2.0,1,right,MISS D. Jones Jr. running reverse Layup,[1627884],1610612741.0,CHI,running reverse,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,2.46,Missed,,,,,,,,,,,,,,
132,PT02M11.00S,2021-11-18T03:31:54.0Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,20,27,2021-11-18T03:31:57Z,1220000,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,
133,PT02M09.00S,2021-11-18T03:32:00.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627884,,,1610612757,20,27,2021-11-18T03:32:16Z,1230000,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (Zeller 2 FT),"[1627884, 203469]",1610612741.0,CHI,shooting,,,Jones Jr.,D. Jones Jr.,,,,,1628159.0,1.0,0.0,Zeller,203469.0,,,,,,,,,,,,,,,,
135,PT02M09.00S,2021-11-18T03:32:24.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203469,,,1610612757,21,27,2021-11-18T03:32:24Z,1250000,,,0,,C. Zeller Free Throw 1 of 2 (1 PTS),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,
136,PT02M09.00S,2021-11-18T03:32:25.4Z,1,REGULAR,substitution,out,[],203081,,,1610612757,21,27,2021-11-18T03:32:34Z,1260000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M09.00S,2021-11-18T03:32:25.4Z,1,REGULAR,substitution,out,[],1628366,,,1610612757,21,27,2021-11-18T03:32:34Z,1270000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M09.00S,2021-11-18T03:32:25.4Z,1,REGULAR,substitution,out,[],203897,,,1610612757,21,27,2021-11-18T03:32:34Z,1280000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M09.00S,2021-11-18T03:32:25.4Z,1,REGULAR,substitution,in,[],203468,,,1610612757,21,27,2021-11-18T03:32:34Z,1290000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M09.00S,2021-11-18T03:32:25.4Z,1,REGULAR,substitution,in,[],201942,,,1610612757,21,27,2021-11-18T03:32:34Z,1300000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M09.00S,2021-11-18T03:32:25.4Z,1,REGULAR,substitution,in,[],1627936,,,1610612757,21,27,2021-11-18T03:32:34Z,1310000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M09.00S,2021-11-18T03:32:46.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203469,,,1610612757,22,27,2021-11-18T03:32:46Z,1320000,,,0,,C. Zeller Free Throw 2 of 2 (2 PTS),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,
143,PT01M52.00S,2021-11-18T03:33:04.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,79.71419185282524,41.42156862745098,1610612741,22,29,2021-11-18T03:33:08Z,1330000,-43.0,138.0,1,right,D. DeRozan 14' step back Jump Shot (8 PTS),[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,,,,,,14.47,Made,,,,,,,8.0,,,,,,,
144,PT01M35.00S,2021-11-18T03:33:27.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627884,,,1610612757,22,29,2021-11-18T03:33:32Z,1340000,,,0,,D. Jones Jr. personal FOUL (2 PF) (Zeller 2 FT),"[1627884, 203469]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,1162.0,2.0,0.0,Zeller,203469.0,,,,,,,,,,,,,,,,
146,PT01M35.00S,2021-11-18T03:33:49.2Z,1,REGULAR,freethrow,1 of 2,[],203469,,,1610612757,23,29,2021-11-18T03:33:49Z,1360000,,,0,,C. Zeller Free Throw 1 of 2 (3 PTS),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,
147,PT01M35.00S,2021-11-18T03:34:04.0Z,1,REGULAR,freethrow,2 of 2,[],203469,,,1610612757,24,29,2021-11-18T03:34:04Z,1370000,,,0,,C. Zeller Free Throw 2 of 2 (4 PTS),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,Made,,,,,,,4.0,,,,,,,
148,PT01M20.00S,2021-11-18T03:34:20.3Z,1,REGULAR,2pt,Jump Shot,[],201942,77.87450722733246,72.79411764705883,1610612741,24,31,2021-11-18T03:34:25Z,1380000,114.0,155.0,1,right,D. DeRozan 19' step back Jump Shot (10 PTS),[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,,,,,,19.28,Made,,,,,,,10.0,,,,,,,
149,PT01M00.00S,2021-11-18T03:34:40.4Z,1,REGULAR,3pt,Jump Shot,[],1629014,27.808804204993432,78.18627450980392,1610612757,24,31,2021-11-18T03:34:44Z,1390000,-141.0,209.0,1,left,MISS A. Simons 25' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,,,,25.2,Missed,,,,,,,,,,,,,,
150,PT00M59.90S,2021-11-18T03:34:40.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,24,31,2021-11-18T03:34:44Z,1400000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,149.0,,,,,,,,,,,
151,PT00M59.90S,2021-11-18T03:34:44.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,24,31,2021-11-18T03:34:44Z,1410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M49.10S,2021-11-18T03:35:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,94.1688567674113,46.81372549019608,1610612741,24,31,2021-11-18T03:35:06Z,1420000,-16.0,2.0,1,right,MISS D. Jones Jr. reverse Layup,[1627884],1610612741.0,CHI,reverse,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,1.61,Missed,,,,,,,,,,,,,,
153,PT00M46.90S,2021-11-18T03:35:03.1Z,1,REGULAR,rebound,defensive,[],203469,,,1610612757,24,31,2021-11-18T03:35:06Z,1430000,,,0,,C. Zeller REBOUND (Off:0 Def:1),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,
154,PT00M30.80S,2021-11-18T03:35:19.3Z,1,REGULAR,2pt,Jump Shot,[],1629642,26.10052562417871,44.36274509803921,1610612757,24,31,2021-11-18T03:35:27Z,1440000,28.0,193.0,1,left,MISS N. Little 19' pullup Shot,[1629642],1610612757.0,POR,pullup,,,Little,N. Little,,,,,,,,,,19.49,Missed,,,,,,,,,,,,,,
155,PT00M28.50S,2021-11-18T03:35:21.6Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612741,24,31,2021-11-18T03:35:27Z,1450000,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,
156,PT00M10.50S,2021-11-18T03:35:39.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,92.32917214191852,55.392156862745104,1610612741,24,31,2021-11-18T03:35:47Z,1460000,27.0,20.0,1,right,MISS A. Caruso driving Layup,[1627936],1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,,,,,,3.34,Missed,,,,,,,,,,,,,,
157,PT00M10.30S,2021-11-18T03:35:41.7Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612741,24,31,2021-11-18T03:35:41Z,1470000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,156.0,2.0,1.0,1.0,,,,,,,,
158,PT00M10.30S,2021-11-18T03:35:41.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627884,94.40999984741211,50.0,1610612741,24,33,2021-11-18T03:41:23Z,1480000,0.0,0.0,1,right,D. Jones Jr. putback Layup (2 PTS),[1627884],1610612741.0,CHI,putback,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,0.0,Made,,,,,,,2.0,,,,,,,
159,PT00M00.00S,2021-11-18T03:35:54.7Z,1,REGULAR,3pt,Jump Shot,[],203468,26.10052562417871,84.80392156862744,1610612757,24,33,2021-11-18T03:36:01Z,1490000,-174.0,193.0,1,left,MISS C. McCollum 25' step back 3PT,[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,,,,,,25.97,Missed,,,,,,,,,,,,,,
160,PT00M00.00S,2021-11-18T03:35:56.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,24,33,2021-11-18T03:35:56Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,159.0,,,,,,,,,,,
161,PT00M00.00S,2021-11-18T03:35:57.6Z,1,REGULAR,period,end,[],0,,,1610612757,24,33,2021-11-18T03:35:57Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-11-18T03:38:02.9Z,2,REGULAR,substitution,out,['startperiod'],203469,,,1610612757,24,33,2021-11-18T03:38:29Z,1520000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-11-18T03:38:02.9Z,2,REGULAR,substitution,in,['startperiod'],203503,,,1610612757,24,33,2021-11-18T03:38:29Z,1530000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-11-18T03:38:33.5Z,2,REGULAR,period,start,[],0,,,1610612741,24,33,2021-11-18T03:38:33Z,1540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M37.00S,2021-11-18T03:38:55.3Z,2,REGULAR,3pt,Jump Shot,[],1627936,69.1688567674113,70.83333333333333,1610612741,24,33,2021-11-18T03:44:29Z,1550000,104.0,237.0,1,right,MISS A. Caruso 25' pullup 3PT,[1627936],1610612741.0,CHI,pullup,,,Caruso,A. Caruso,,,,,,,,,,25.92,Missed,,,,,,,,,,,,,,
166,PT11M35.00S,2021-11-18T03:38:57.3Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,24,33,2021-11-18T03:38:58Z,1560000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,
167,PT11M28.00S,2021-11-18T03:39:07.0Z,2,REGULAR,turnover,out-of-bounds,[],203503,,,1610612757,24,33,2021-11-18T03:39:11Z,1570000,,,0,,T. Snell bad pass out-of-bounds TURNOVER (1 TO),[203503],1610612757.0,POR,bad pass,,,Snell,T. Snell,,,,,1628159.0,,,,,,,,,,,,,,1.0,,,,,,
168,PT11M28.00S,2021-11-18T03:39:19.7Z,2,REGULAR,stoppage,other,[],0,,,1610612741,24,33,2021-11-18T03:39:19Z,1580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M08.00S,2021-11-18T03:39:43.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,88.12417871222075,83.57843137254902,1610612741,24,35,2021-11-18T03:39:47Z,1590000,168.0,59.0,1,right,D. DeRozan 17' fadeaway Jump Shot (12 PTS),[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,,,,,,17.8,Made,,,,,,,12.0,,,,,,,
170,PT10M56.00S,2021-11-18T03:39:58.2Z,2,REGULAR,foul,offensive,[],1626204,,,1610612757,24,35,2021-11-18T03:40:04Z,1600000,,,0,,L. Nance Jr. offensive FOUL (1 PF),"[1626204, 1627936]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,1162.0,1.0,0.0,Caruso,1627936.0,,,,,,,,,,,,,,,,
172,PT10M56.00S,2021-11-18T03:39:58.2Z,2,REGULAR,turnover,offensive foul,[],1626204,,,1610612757,24,35,2021-11-18T03:39:58Z,1620000,,,0,,L. Nance Jr. offensive foul TURNOVER (1 TO),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,1162.0,,,,,,,,,,,,,,1.0,,,,,,
173,PT10M56.00S,2021-11-18T03:40:03.6Z,2,REGULAR,substitution,out,[],1630245,,,1610612741,24,35,2021-11-18T03:40:06Z,1630000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M56.00S,2021-11-18T03:40:03.6Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,24,35,2021-11-18T03:40:06Z,1640000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M47.00S,2021-11-18T03:40:26.5Z,2,REGULAR,foul,personal,[],1629014,,,1610612741,24,35,2021-11-18T03:40:31Z,1650000,,,0,,A. Simons personal FOUL (1 PF),"[1629014, 201942]",1610612757.0,POR,,,,Simons,A. Simons,,,,,1628159.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,,,,
177,PT10M32.00S,2021-11-18T03:40:59.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627936,91.27792378449409,62.254901960784316,1610612741,24,35,2021-11-18T03:41:05Z,1670000,61.0,29.0,1,right,MISS A. Caruso 6' driving floating Shot,[1627936],1610612741.0,CHI,driving floating,,,Caruso,A. Caruso,,,,,,,,,,6.8,Missed,,,,,,,,,,,,,,
178,PT10M32.00S,2021-11-18T03:40:59.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,24,35,2021-11-18T03:41:05Z,1680000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,
179,PT10M32.00S,2021-11-18T03:41:05.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,24,35,2021-11-18T03:41:05Z,1690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
