actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value
85,PT05M05.00S,2022-02-05T03:22:36.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629660,26.62614980289093,17.401960784313726,1610612760,8,11,2022-02-05T03:22:53Z,850000,163.0,198.0,1,left,MISS T. Jerome 25' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
86,PT05M03.00S,2022-02-05T03:22:38.1Z,1,REGULAR,rebound,offensive,[],1629647,,,1610612760,8,11,2022-02-05T03:22:38Z,860000,,,0,,D. Bazley REBOUND (Off:2 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,85.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
87,PT04M57.00S,2022-02-05T03:22:44.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,5.338370565045992,96.07843137254902,1610612760,8,11,2022-02-05T03:22:48Z,870000,-230.0,-2.0,1,left,MISS J. Giddey 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M54.00S,2022-02-05T03:22:46.9Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,8,11,2022-02-05T03:22:46Z,880000,,,0,,C. Elleby REBOUND (Off:1 Def:3),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,87.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
90,PT04M46.00S,2022-02-05T03:22:59.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.38042049934296,50.49019607843137,1610612757,10,11,2022-02-05T03:23:02Z,890000,2.0,10.0,1,right,J. Nurkic driving Layup (2 PTS),[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,1.0,Made,,,,,,,,,,,,,,,2.0,,,,
91,PT04M46.00S,2022-02-05T03:23:01.5Z,1,REGULAR,foul,personal,['1freethrow'],1629660,,,1610612757,10,11,2022-02-05T03:23:19Z,900000,,,0,,T. Jerome shooting personal FOUL (1 PF) (Nurkic 1 FT),"[1629660, 203994]",1610612760.0,OKC,shooting,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Nurkic,203994.0,,,,,
93,PT04M46.00S,2022-02-05T03:23:30.8Z,1,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,11,11,2022-02-05T03:23:30Z,920000,,,0,,J. Nurkic Free Throw 1 of 1 (3 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,,,,,,,,,3.0,,,,
94,PT04M35.00S,2022-02-05T03:23:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,6.915243101182654,54.166666666666664,1610612760,11,11,2022-02-05T03:23:44Z,930000,-21.0,13.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,2.43,Missed,,,,,,,,,,,,,,,,,,,
95,PT04M34.00S,2022-02-05T03:23:42.1Z,1,REGULAR,rebound,defensive,[],1630535,,,1610612757,11,11,2022-02-05T03:23:44Z,940000,,,0,,G. Brown III REBOUND (Off:0 Def:1),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
96,PT04M33.00S,2022-02-05T03:23:45.8Z,1,REGULAR,foul,personal,[],1630581,,,1610612757,11,11,2022-02-05T03:23:51Z,950000,,,0,,J. Giddey personal FOUL (1 PF),"[1630581, 1630535]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Brown III,1630535.0,,,,,
98,PT04M33.00S,2022-02-05T03:23:51.6Z,1,REGULAR,substitution,out,[],1630581,,,1610612757,11,11,2022-02-05T03:23:54Z,970000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M33.00S,2022-02-05T03:23:51.6Z,1,REGULAR,substitution,in,[],1629026,,,1610612757,11,11,2022-02-05T03:23:54Z,980000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M17.00S,2022-02-05T03:24:20.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629604,93.24901445466492,65.19607843137256,1610612757,11,11,2022-02-05T03:24:25Z,990000,76.0,11.0,1,right,MISS C. Elleby 7' driving floating Shot,[1629604],1610612757.0,POR,driving floating,,,Elleby,C. Elleby,,,,,7.68,Missed,,,,,,,,,,,,,,,,,,,
101,PT04M15.00S,2022-02-05T03:24:22.0Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,11,11,2022-02-05T03:24:25Z,1000000,,,0,,J. Nurkic REBOUND (Off:3 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,100.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
102,PT04M15.00S,2022-02-05T03:24:22.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,94.40999984741211,50.0,1610612757,13,11,2022-02-05T03:24:22Z,1010000,0.0,0.0,1,right,J. Nurkic tip Layup (5 PTS),[203994],1610612757.0,POR,tip,,,Nurkic,J. Nurkic,,,,,0.0,Made,,,,,,,,,,,,,,,5.0,,,,
103,PT03M58.00S,2022-02-05T03:24:40.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,11.514454664914586,50.49019607843137,1610612760,13,11,2022-02-05T03:24:44Z,1020000,-2.0,56.0,1,left,MISS L. Dort driving floating Shot,[1629652],1610612760.0,OKC,driving floating,,,Dort,L. Dort,,,,,5.58,Missed,,,,,,,,,,,,,,,,,,,
104,PT03M56.00S,2022-02-05T03:24:42.0Z,1,REGULAR,rebound,offensive,[],1629026,,,1610612760,13,11,2022-02-05T03:24:42Z,1030000,,,0,,K. Williams REBOUND (Off:1 Def:0),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,103.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
105,PT03M54.00S,2022-02-05T03:24:44.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630544,22.158344283837057,88.97058823529412,1610612760,13,14,2022-02-05T03:24:49Z,1040000,-195.0,156.0,1,left,T. Mann 24' 3PT  (5 PTS) (K. Williams 1 AST),"[1630544, 1629026]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,24.95,Made,,,,,,,,,,,,,,,5.0,K. Williams,1629026.0,1.0,
107,PT03M30.00S,2022-02-05T03:25:10.9Z,1,REGULAR,turnover,out-of-bounds,[],203463,,,1610612757,13,14,2022-02-05T03:25:15Z,1060000,,,0,,B. McLemore bad pass out-of-bounds TURNOVER (1 TO),[203463],1610612757.0,POR,bad pass,,,McLemore,B. McLemore,,,,,,,,,,,,,1.0,,,1162.0,,,,,,,,,
108,PT03M30.00S,2022-02-05T03:25:15.1Z,1,REGULAR,substitution,out,[],203994,,,1610612760,13,14,2022-02-05T03:25:22Z,1070000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M30.00S,2022-02-05T03:25:15.1Z,1,REGULAR,substitution,out,[],1629647,,,1610612760,13,14,2022-02-05T03:25:22Z,1080000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M30.00S,2022-02-05T03:25:15.1Z,1,REGULAR,substitution,in,[],1630570,,,1610612760,13,14,2022-02-05T03:25:22Z,1090000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M30.00S,2022-02-05T03:25:15.1Z,1,REGULAR,substitution,in,[],203488,,,1610612760,13,14,2022-02-05T03:25:22Z,1100000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M08.00S,2022-02-05T03:25:49.7Z,1,REGULAR,turnover,lost ball,[],1629026,,,1610612760,13,14,2022-02-05T03:25:53Z,1110000,,,0,,K. Williams lost ball TURNOVER (1 TO),"[1629026, 1630535]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,1.0,Brown III,1630535.0,,,,,,,,,,
113,PT03M08.00S,2022-02-05T03:25:49.7Z,1,REGULAR,steal,,[],1630535,,,1610612757,13,14,2022-02-05T03:25:51Z,1120000,,,0,,G. Brown III STEAL (1 STL),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M55.00S,2022-02-05T03:26:02.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630535,94.03745072273325,49.50980392156863,1610612757,15,14,2022-02-05T03:26:07Z,1130000,-2.0,4.0,1,right,G. Brown III driving DUNK (4 PTS) (A. Simons 1 AST),"[1630535, 1629014]",1610612757.0,POR,driving,,,Brown III,G. Brown III,,,,,0.43,Made,,,,,,,,,,,,,,,4.0,A. Simons,1629014.0,1.0,
116,PT02M37.00S,2022-02-05T03:26:19.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629026,15.719448094612352,39.950980392156865,1610612760,15,16,2022-02-05T03:26:25Z,1150000,50.0,95.0,1,left,K. Williams 10' driving Hook (2 PTS),[1629026],1610612760.0,OKC,driving,,,Williams,K. Williams,,,,,10.77,Made,,,,,,,,,,,,,,,2.0,,,,
117,PT02M26.00S,2022-02-05T03:26:31.2Z,1,REGULAR,2pt,Jump Shot,[],1629014,79.45137976346912,64.70588235294117,1610612757,17,16,2022-02-05T03:26:36Z,1160000,74.0,141.0,1,right,A. Simons 15' driving floating Jump Shot (4 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,15.87,Made,,,,,,,,,,,,,,,4.0,,,,
118,PT02M14.00S,2022-02-05T03:26:47.2Z,1,REGULAR,turnover,out-of-bounds,[],1629652,,,1610612760,17,16,2022-02-05T03:26:52Z,1170000,,,0,,L. Dort step out-of-bounds TURNOVER (1 TO),[1629652],1610612760.0,OKC,step,,,Dort,L. Dort,,,,,,,,,,,,,1.0,,,202037.0,,,,,,,,,
119,PT02M14.00S,2022-02-05T03:26:50.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,17,16,2022-02-05T03:26:50Z,1180000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M14.00S,2022-02-05T03:29:15.1Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,17,16,2022-02-05T03:29:35Z,1190000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M14.00S,2022-02-05T03:29:15.1Z,1,REGULAR,substitution,out,[],1630535,,,1610612757,17,16,2022-02-05T03:29:35Z,1200000,,,0,,SUB out: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M14.00S,2022-02-05T03:29:15.1Z,1,REGULAR,substitution,out,[],1629604,,,1610612757,17,16,2022-02-05T03:29:35Z,1210000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M14.00S,2022-02-05T03:29:15.1Z,1,REGULAR,substitution,in,[],203468,,,1610612757,17,16,2022-02-05T03:29:35Z,1220000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M14.00S,2022-02-05T03:29:15.1Z,1,REGULAR,substitution,in,[],203503,,,1610612757,17,16,2022-02-05T03:29:35Z,1230000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M14.00S,2022-02-05T03:29:15.1Z,1,REGULAR,substitution,in,[],1628372,,,1610612757,17,16,2022-02-05T03:29:35Z,1240000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M04.00S,2022-02-05T03:29:54.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628372,93.24901445466492,53.431372549019606,1610612757,17,16,2022-02-05T03:29:57Z,1250000,17.0,11.0,1,right,MISS D. Smith Jr. cutting Layup - blocked,"[1628372, 203488]",1610612757.0,POR,cutting,,,Smith Jr.,D. Smith Jr.,,,,,2.04,Missed,,,,,Muscala,203488.0,,,,,,,,,,,,,
127,PT02M04.00S,2022-02-05T03:29:54.2Z,1,REGULAR,block,,[],203488,,,1610612757,17,16,2022-02-05T03:29:56Z,1260000,,,0,,M. Muscala BLOCK (1 BLK),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M02.00S,2022-02-05T03:29:56.2Z,1,REGULAR,rebound,defensive,[],1629660,,,1610612760,17,16,2022-02-05T03:29:57Z,1270000,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
129,PT01M55.00S,2022-02-05T03:30:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203488,5.863994743758213,49.26470588235294,1610612760,17,16,2022-02-05T03:30:07Z,1280000,4.0,3.0,1,left,MISS M. Muscala cutting Layup,[203488],1610612760.0,OKC,cutting,,,Muscala,M. Muscala,,,,,0.45,Missed,,,,,,,,,,,,,,,,,,,
130,PT01M52.00S,2022-02-05T03:30:06.3Z,1,REGULAR,rebound,offensive,[],1629652,,,1610612760,17,16,2022-02-05T03:30:07Z,1290000,,,0,,L. Dort REBOUND (Off:1 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,129.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
131,PT01M52.00S,2022-02-05T03:30:06.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629652,5.590000152587891,50.0,1610612760,17,16,2022-02-05T03:30:06Z,1300000,0.0,0.0,1,left,MISS L. Dort tip Layup,[1629652],1610612760.0,OKC,tip,,,Dort,L. Dort,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M51.00S,2022-02-05T03:30:06.5Z,1,REGULAR,rebound,defensive,[],203503,,,1610612757,17,16,2022-02-05T03:30:06Z,1310000,,,0,,T. Snell REBOUND (Off:0 Def:2),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,131.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
133,PT01M39.00S,2022-02-05T03:30:18.8Z,1,REGULAR,2pt,Jump Shot,[],203468,77.08607095926413,50.245098039215684,1610612757,19,16,2022-02-05T03:30:22Z,1320000,1.0,163.0,1,right,C. McCollum 16' step back Jump Shot (4 PTS),[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,16.29,Made,,,,,,,,,,,,,,,4.0,,,,
134,PT01M25.00S,2022-02-05T03:30:33.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203488,7.440867279894875,50.0,1610612760,19,18,2022-02-05T03:30:37Z,1330000,0.0,17.0,1,left,M. Muscala cutting DUNK (2 PTS) (K. Williams 2 AST),"[203488, 1629026]",1610612760.0,OKC,cutting,,,Muscala,M. Muscala,,,,,1.74,Made,,,,,,,,,,,,,,,2.0,K. Williams,1629026.0,2.0,
136,PT01M12.00S,2022-02-05T03:30:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,90.88370565045992,62.00980392156863,1610612757,19,18,2022-02-05T03:30:50Z,1350000,60.0,33.0,1,right,MISS C. McCollum 6' driving floating Shot,[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,6.86,Missed,,,,,,,,,,,,,,,,,,,
137,PT01M09.00S,2022-02-05T03:30:48.8Z,1,REGULAR,rebound,offensive,[],1628372,,,1610612757,19,18,2022-02-05T03:30:50Z,1360000,,,0,,D. Smith Jr. REBOUND (Off:1 Def:0),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,136.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
138,PT01M09.00S,2022-02-05T03:30:49.2Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628372,94.40999984741211,50.0,1610612757,19,18,2022-02-05T03:31:08Z,1370000,0.0,0.0,1,right,MISS D. Smith Jr. tip DUNK,[1628372],1610612757.0,POR,tip,,,Smith Jr.,D. Smith Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
139,PT01M08.00S,2022-02-05T03:30:50.2Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,19,18,2022-02-05T03:30:50Z,1380000,,,0,,K. Williams REBOUND (Off:1 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,138.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
140,PT01M00.00S,2022-02-05T03:30:57.5Z,1,REGULAR,3pt,Jump Shot,[],1629652,28.728646517739815,22.30392156862745,1610612760,19,21,2022-02-05T03:31:01Z,1390000,138.0,218.0,1,left,L. Dort 25' 3PT step back (8 PTS),[1629652],1610612760.0,OKC,step back,,,Dort,L. Dort,,,,,25.79,Made,,,,,,,,,,,,,,,8.0,,,,
141,PT00M36.90S,2022-02-05T03:31:26.8Z,1,REGULAR,2pt,Jump Shot,[],1628372,81.8166885676741,75.24509803921569,1610612757,19,21,2022-02-05T03:31:30Z,1400000,126.0,118.0,1,right,MISS D. Smith Jr. 17' pullup Shot,[1628372],1610612757.0,POR,pullup,,,Smith Jr.,D. Smith Jr.,,,,,17.3,Missed,,,,,,,,,,,,,,,,,,,
142,PT00M35.00S,2022-02-05T03:31:28.7Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,19,21,2022-02-05T03:31:30Z,1410000,,,0,,K. Williams REBOUND (Off:1 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,141.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
143,PT00M23.70S,2022-02-05T03:31:42.8Z,1,REGULAR,turnover,traveling,[],1629652,,,1610612760,19,21,2022-02-05T03:31:46Z,1420000,,,0,,L. Dort traveling TURNOVER (2 TO),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,2.0,,,1162.0,,,,,,,,,
144,PT00M23.70S,2022-02-05T03:31:45.4Z,1,REGULAR,substitution,out,[],1629026,,,1610612757,19,21,2022-02-05T03:31:50Z,1430000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M23.70S,2022-02-05T03:31:45.4Z,1,REGULAR,substitution,in,[],1629647,,,1610612757,19,21,2022-02-05T03:31:50Z,1440000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M05.30S,2022-02-05T03:32:22.5Z,1,REGULAR,foul,personal,[],1629660,,,1610612757,19,21,2022-02-05T03:32:28Z,1450000,,,0,,T. Jerome take personal FOUL (2 PF),"[1629660, 203468]",1610612760.0,OKC,take,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,202037.0,2.0,0.0,McCollum,203468.0,,,,,
148,PT00M00.00S,2022-02-05T03:32:45.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203468,66.44218134034165,50.98039215686274,1610612757,19,21,2022-02-05T03:32:50Z,1470000,5.0,263.0,1,right,MISS C. McCollum 26' step back 3PT,[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
149,PT00M00.00S,2022-02-05T03:32:45.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,19,21,2022-02-05T03:32:50Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,
150,PT00M00.00S,2022-02-05T03:32:50.6Z,1,REGULAR,period,end,[],0,,,1610612757,19,21,2022-02-05T03:32:50Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-02-05T03:34:58.2Z,2,REGULAR,substitution,out,['startperiod'],1629652,,,1610612757,19,21,2022-02-05T03:35:16Z,1500000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-02-05T03:34:58.2Z,2,REGULAR,substitution,out,['startperiod'],1630544,,,1610612757,19,21,2022-02-05T03:35:16Z,1510000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-02-05T03:34:58.2Z,2,REGULAR,substitution,out,['startperiod'],203488,,,1610612757,19,21,2022-02-05T03:35:16Z,1520000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-02-05T03:34:58.2Z,2,REGULAR,substitution,out,['startperiod'],1629647,,,1610612757,19,21,2022-02-05T03:35:16Z,1530000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-02-05T03:34:58.2Z,2,REGULAR,substitution,in,['startperiod'],1629603,,,1610612757,19,21,2022-02-05T03:35:16Z,1550000,,,0,,SUB in: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-02-05T03:34:58.2Z,2,REGULAR,substitution,in,['startperiod'],1629026,,,1610612757,19,21,2022-02-05T03:35:16Z,1560000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-02-05T03:34:58.2Z,2,REGULAR,substitution,in,['startperiod'],1630177,,,1610612757,19,21,2022-02-05T03:35:55Z,1575000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-02-05T03:34:58.2Z,2,REGULAR,substitution,in,['startperiod'],1630581,,,1610612757,19,21,2022-02-05T03:38:21Z,1577500,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-02-05T03:35:38.5Z,2,REGULAR,period,start,[],0,,,1610612760,19,21,2022-02-05T03:35:38Z,1580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M38.00S,2022-02-05T03:35:59.8Z,2,REGULAR,3pt,Jump Shot,[],1629660,21.632720105124836,10.049019607843137,1610612760,19,24,2022-02-05T03:36:04Z,1590000,200.0,151.0,1,left,T. Jerome 25' 3PT  (3 PTS) (T. Maledon 1 AST),"[1629660, 1630177]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,25.03,Made,,,,,,,,,,,,,,,3.0,T. Maledon,1630177.0,1.0,
163,PT11M21.00S,2022-02-05T03:36:17.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,91.80354796320631,51.9607843137255,1610612757,21,24,2022-02-05T03:36:21Z,1610000,10.0,25.0,1,right,D. Smith Jr. driving Layup (2 PTS) (C. McCollum 2 AST),"[1628372, 203468]",1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,2.64,Made,,,,,,,,,,,,,,,2.0,C. McCollum,203468.0,2.0,
165,PT11M01.00S,2022-02-05T03:36:38.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,21,24,2022-02-05T03:36:38Z,1630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M59.00S,2022-02-05T03:36:49.8Z,2,REGULAR,3pt,Jump Shot,[],1629026,19.267411300919843,92.8921568627451,1610612760,21,24,2022-02-05T03:36:53Z,1640000,-214.0,129.0,1,left,MISS K. Williams 25' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
167,PT10M57.00S,2022-02-05T03:36:51.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,21,24,2022-02-05T03:36:53Z,1650000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,,
168,PT10M57.00S,2022-02-05T03:36:54.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,21,24,2022-02-05T03:36:54Z,1660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M43.00S,2022-02-05T03:37:11.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203463,93.9060446780552,53.92156862745098,1610612757,21,24,2022-02-05T03:37:15Z,1670000,20.0,5.0,1,right,MISS B. McLemore driving reverse Layup,[203463],1610612757.0,POR,driving reverse,,,McLemore,B. McLemore,,,,,2.02,Missed,,,,,,,,,,,,,,,,,,,
170,PT10M41.00S,2022-02-05T03:37:13.5Z,2,REGULAR,rebound,defensive,[],1629603,,,1610612760,21,24,2022-02-05T03:37:15Z,1680000,,,0,,M. Diakite REBOUND (Off:0 Def:2),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
171,PT10M33.00S,2022-02-05T03:37:23.6Z,2,REGULAR,turnover,traveling,[],1630177,,,1610612760,21,24,2022-02-05T03:37:27Z,1690000,,,0,,T. Maledon traveling TURNOVER (1 TO),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,1.0,,,1162.0,,,,,,,,,
172,PT10M21.00S,2022-02-05T03:37:41.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203468,75.1149802890933,28.186274509803923,1610612757,21,24,2022-02-05T03:37:46Z,1700000,-109.0,181.0,1,right,MISS C. McCollum 21' Jump Shot,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,21.17,Missed,,,,,,,,,,,,,,,,,,,
