actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value
265,PT02M55.00S,2022-02-05T03:53:24.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203468,92.9862023653088,50.98039215686274,1610612757,42,40,2022-02-05T03:53:31Z,2620000,5.0,13.0,1,right,C. McCollum running Layup (8 PTS),[203468],1610612757.0,POR,running,,,McCollum,C. McCollum,,,,,1.43,Made,,,,,,,,,,,,,,,8.0,,,,
266,PT02M32.00S,2022-02-05T03:53:47.5Z,2,REGULAR,3pt,Jump Shot,[],1630544,18.084756898817346,94.11764705882352,1610612760,42,40,2022-02-05T03:53:52Z,2630000,-221.0,117.0,1,left,MISS T. Mann 24' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
267,PT02M30.00S,2022-02-05T03:53:49.5Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,42,40,2022-02-05T03:53:52Z,2640000,,,0,,J. Nurkic REBOUND (Off:3 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,266.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
268,PT02M17.00S,2022-02-05T03:54:03.3Z,2,REGULAR,3pt,Jump Shot,[],1629014,73.53810775295663,13.480392156862745,1610612757,42,40,2022-02-05T03:54:06Z,2650000,-183.0,196.0,1,right,MISS A. Simons 26' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,,
269,PT02M13.00S,2022-02-05T03:54:06.1Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,42,40,2022-02-05T03:54:06Z,2660000,,,0,,T. Mann REBOUND (Off:1 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,268.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
270,PT02M07.00S,2022-02-05T03:54:12.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,7.440867279894875,50.245098039215684,1610612760,42,42,2022-02-05T03:54:20Z,2670000,-1.0,17.0,1,left,T. Mann running Layup (7 PTS) (T. Jerome 5 AST),"[1630544, 1629660]",1610612760.0,OKC,running,,,Mann,T. Mann,,,,,1.74,Made,,,,,,,,,,,,,,,7.0,T. Jerome,1629660.0,5.0,
272,PT01M44.00S,2022-02-05T03:54:34.9Z,2,REGULAR,3pt,Jump Shot,[],203503,91.67214191852825,2.696078431372549,1610612757,45,42,2022-02-05T03:54:38Z,2690000,-237.0,26.0,1,right,T. Snell 3PT  (11 PTS) (A. Simons 3 AST),"[203503, 1629014]",1610612757.0,POR,,,,Snell,T. Snell,,,,,23.79,Made,,,,,,,,,,,,,,,11.0,A. Simons,1629014.0,3.0,
274,PT01M26.00S,2022-02-05T03:54:53.6Z,2,REGULAR,3pt,Jump Shot,[],1629660,36.61300919842313,23.03921568627451,1610612760,45,45,2022-02-05T03:54:59Z,2710000,135.0,292.0,1,left,T. Jerome 32' 3PT  (9 PTS) (L. Dort 1 AST),"[1629660, 1629652]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,32.13,Made,,,,,,,,,,,,,,,9.0,L. Dort,1629652.0,1.0,
276,PT01M11.00S,2022-02-05T03:55:09.7Z,2,REGULAR,3pt,Jump Shot,[],203468,67.49342969776609,32.35294117647059,1610612757,45,45,2022-02-05T03:55:15Z,2730000,-88.0,253.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,,
277,PT01M08.00S,2022-02-05T03:55:12.7Z,2,REGULAR,rebound,offensive,[],1630535,,,1610612757,45,45,2022-02-05T03:58:00Z,2740000,,,0,,G. Brown III REBOUND (Off:1 Def:1),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,276.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
280,PT01M08.00S,2022-02-05T03:55:17.1Z,2,REGULAR,foul,personal,['2freethrow'],1629660,,,1610612757,45,45,2022-02-05T03:55:28Z,2770000,,,0,,T. Jerome shooting personal FOUL (4 PF) (Brown III 2 FT),"[1629660, 1630535]",1610612760.0,OKC,shooting,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,200833.0,4.0,0.0,Brown III,1630535.0,,,,,
282,PT01M08.00S,2022-02-05T03:55:38.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630535,,,1610612757,45,45,2022-02-05T03:58:02Z,2790000,,,0,,MISS G. Brown III Free Throw 1 of 2,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
283,PT01M08.00S,2022-02-05T03:55:38.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,45,45,2022-02-05T03:55:38Z,2800000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,,,
284,PT01M08.00S,2022-02-05T03:55:39.6Z,2,REGULAR,substitution,out,[],1629660,,,1610612757,45,45,2022-02-05T03:55:46Z,2810000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT01M08.00S,2022-02-05T03:55:39.6Z,2,REGULAR,substitution,out,[],1629603,,,1610612757,45,45,2022-02-05T03:55:46Z,2820000,,,0,,SUB out: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT01M08.00S,2022-02-05T03:55:39.6Z,2,REGULAR,substitution,in,[],203488,,,1610612757,45,45,2022-02-05T03:55:46Z,2830000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT01M08.00S,2022-02-05T03:55:39.6Z,2,REGULAR,substitution,in,[],1630581,,,1610612757,45,45,2022-02-05T03:55:46Z,2840000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M08.00S,2022-02-05T03:56:00.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630535,,,1610612757,46,45,2022-02-05T03:58:02Z,2850000,,,0,,G. Brown III Free Throw 2 of 2 (5 PTS),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,Made,,,,,,,,,,,,,,,5.0,,,,
289,PT00M56.10S,2022-02-05T03:56:14.3Z,2,REGULAR,2pt,Jump Shot,[],203488,22.815374507227332,30.88235294117647,1610612760,46,45,2022-02-05T03:56:18Z,2860000,96.0,162.0,1,left,MISS M. Muscala 18' Jump Shot,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,18.81,Missed,,,,,,,,,,,,,,,,,,,
290,PT00M54.10S,2022-02-05T03:56:16.3Z,2,REGULAR,rebound,defensive,[],203503,,,1610612757,46,45,2022-02-05T03:56:18Z,2870000,,,0,,T. Snell REBOUND (Off:1 Def:5),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,289.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
291,PT00M44.00S,2022-02-05T03:56:26.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,91.67214191852825,62.99019607843137,1610612757,46,45,2022-02-05T03:56:32Z,2880000,65.0,26.0,1,right,MISS J. Nurkic 6' turnaround Hook,[203994],1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,6.99,Missed,,,,,,,,,,,,,,,,,,,
292,PT00M42.40S,2022-02-05T03:56:28.3Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,46,45,2022-02-05T03:56:28Z,2890000,,,0,,J. Nurkic REBOUND (Off:4 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,291.0,10.0,6.0,4.0,,,,,,,,,,,,,,,
293,PT00M40.70S,2022-02-05T03:56:30.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,92.85479632063075,58.57843137254902,1610612757,46,45,2022-02-05T04:28:24Z,2900000,43.0,15.0,1,right,MISS J. Nurkic putback Layup,[203994],1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,4.53,Missed,,,,,,,,,,,,,,,,,,,
294,PT00M40.70S,2022-02-05T03:56:30.0Z,2,REGULAR,rebound,offensive,[],1630535,,,1610612757,46,45,2022-02-05T03:56:39Z,2910000,,,0,,G. Brown III REBOUND (Off:2 Def:1),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,293.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
295,PT00M40.10S,2022-02-05T03:56:33.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630535,94.40999984741211,50.0,1610612757,48,45,2022-02-05T03:56:33Z,2920000,0.0,0.0,1,right,G. Brown III tip DUNK (7 PTS),[1630535],1610612757.0,POR,tip,,,Brown III,G. Brown III,,,,,0.0,Made,,,,,,,,,,,,,,,7.0,,,,
296,PT00M32.90S,2022-02-05T03:56:40.4Z,2,REGULAR,3pt,Jump Shot,[],1630544,29.25427069645204,24.264705882352942,1610612760,48,45,2022-02-05T03:56:45Z,2930000,129.0,222.0,1,left,MISS T. Mann 25' step back 3PT,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,,
297,PT00M29.30S,2022-02-05T03:56:44.0Z,2,REGULAR,rebound,defensive,[],203503,,,1610612757,48,45,2022-02-05T03:56:45Z,2940000,,,0,,T. Snell REBOUND (Off:1 Def:6),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,296.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
298,PT00M08.40S,2022-02-05T03:57:04.8Z,2,REGULAR,2pt,Jump Shot,[],203468,79.84559789750328,83.57843137254902,1610612757,48,45,2022-02-05T03:57:08Z,2950000,168.0,137.0,1,right,MISS C. McCollum 21' pullup Shot,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,21.67,Missed,,,,,,,,,,,,,,,,,,,
299,PT00M05.60S,2022-02-05T03:57:07.6Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,48,45,2022-02-05T03:57:08Z,2960000,,,0,,L. Dort REBOUND (Off:1 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,298.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
300,PT00M03.40S,2022-02-05T03:57:11.4Z,2,REGULAR,foul,personal,['2freethrow'],203503,,,1610612760,48,45,2022-02-05T03:57:20Z,2970000,,,0,,T. Snell shooting personal FOUL (1 PF) (Dort 2 FT),"[203503, 1629652]",1610612757.0,POR,shooting,,,Snell,T. Snell,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Dort,1629652.0,,,,,
302,PT00M03.40S,2022-02-05T03:57:40.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629652,,,1610612760,48,45,2022-02-05T03:57:40Z,2990000,,,0,,MISS L. Dort Free Throw 1 of 2,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Missed,,,,,,,,,,,,,,,,,,,
303,PT00M03.40S,2022-02-05T03:57:40.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,48,45,2022-02-05T03:57:40Z,3000000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,,
304,PT00M03.40S,2022-02-05T03:57:41.5Z,2,REGULAR,substitution,out,[],1630544,,,1610612760,48,45,2022-02-05T03:57:43Z,3010000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M03.40S,2022-02-05T03:57:41.5Z,2,REGULAR,substitution,in,[],1629026,,,1610612760,48,45,2022-02-05T03:57:43Z,3020000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M03.40S,2022-02-05T03:58:14.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629652,,,1610612760,48,46,2022-02-05T03:58:14Z,3030000,,,0,,L. Dort Free Throw 2 of 2 (9 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,,,,,,,,,,,,,,,9.0,,,,
307,PT00M00.00S,2022-02-05T03:58:25.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,92.9862023653088,42.8921568627451,1610612757,50,46,2022-02-05T03:58:31Z,3040000,-36.0,13.0,1,right,A. Simons driving floating Jump Shot (8 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,3.79,Made,,,,,,,,,,,,,,,8.0,,,,
308,PT00M00.00S,2022-02-05T03:58:28.6Z,2,REGULAR,instantreplay,request,[],0,,,1610612760,50,46,2022-02-05T03:58:57Z,3050000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,End Period - Good Basket
309,PT00M00.00S,2022-02-05T03:58:58.8Z,2,REGULAR,period,end,[],0,,,1610612760,50,46,2022-02-05T03:58:58Z,3060000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2022-02-05T04:12:51.3Z,3,REGULAR,substitution,out,['startperiod'],1630535,,,1610612760,50,46,2022-02-05T04:13:24Z,3070000,,,0,,SUB out: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2022-02-05T04:12:51.3Z,3,REGULAR,substitution,out,['startperiod'],203488,,,1610612760,50,46,2022-02-05T04:13:24Z,3080000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2022-02-05T04:12:51.3Z,3,REGULAR,substitution,out,['startperiod'],1629026,,,1610612760,50,46,2022-02-05T04:13:24Z,3090000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2022-02-05T04:12:51.3Z,3,REGULAR,substitution,in,['startperiod'],1629604,,,1610612760,50,46,2022-02-05T04:13:24Z,3100000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2022-02-05T04:12:51.3Z,3,REGULAR,substitution,in,['startperiod'],1630544,,,1610612760,50,46,2022-02-05T04:13:24Z,3110000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2022-02-05T04:12:51.3Z,3,REGULAR,substitution,in,['startperiod'],1629603,,,1610612760,50,46,2022-02-05T04:13:24Z,3120000,,,0,,SUB in: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2022-02-05T04:13:37.1Z,3,REGULAR,period,start,[],0,,,1610612760,50,46,2022-02-05T04:13:37Z,3130000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT11M36.00S,2022-02-05T04:14:02.8Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612760,50,46,2022-02-05T04:14:13Z,3140000,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT11M19.00S,2022-02-05T04:14:32.6Z,3,REGULAR,foul,personal,['2freethrow'],1629603,,,1610612757,50,46,2022-02-05T04:14:48Z,3150000,,,0,,M. Diakite shooting personal FOUL (1 PF) (Nurkic 2 FT),"[1629603, 203994]",1610612760.0,OKC,shooting,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Nurkic,203994.0,,,,,
320,PT11M19.00S,2022-02-05T04:14:55.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203994,,,1610612757,51,46,2022-02-05T04:15:14Z,3170000,,,0,,J. Nurkic Free Throw 1 of 2 (6 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,,,,,,,,,6.0,,,,
321,PT11M19.00S,2022-02-05T04:14:55.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203994,,,1610612757,51,46,2022-02-05T04:15:14Z,3180000,,,0,,MISS J. Nurkic Free Throw 2 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
322,PT11M17.00S,2022-02-05T04:14:57.0Z,3,REGULAR,rebound,defensive,[],1629603,,,1610612760,51,46,2022-02-05T04:15:14Z,3190000,,,0,,M. Diakite REBOUND (Off:0 Def:4),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,321.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
323,PT11M09.00S,2022-02-05T04:15:18.1Z,3,REGULAR,3pt,Jump Shot,[],1629652,68.01905387647832,64.70588235294117,1610612760,51,46,2022-02-05T04:15:22Z,3200000,74.0,248.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,,
324,PT11M05.00S,2022-02-05T04:15:22.1Z,3,REGULAR,rebound,defensive,[],203468,,,1610612757,51,46,2022-02-05T04:15:22Z,3210000,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,323.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
325,PT11M01.00S,2022-02-05T04:15:27.3Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203503,7.835085413929041,35.049019607843135,1610612757,53,46,2022-02-05T04:15:36Z,3220000,75.0,21.0,1,left,T. Snell 7' running pullup Jump Shot (13 PTS) (C. McCollum 3 AST),"[203503, 203468]",1610612757.0,POR,running pullup,,,Snell,T. Snell,,,,,7.77,Made,,,,,,,,,,,,,,,13.0,C. McCollum,203468.0,3.0,
327,PT10M39.00S,2022-02-05T04:15:48.9Z,3,REGULAR,turnover,bad pass,[],1630581,,,1610612760,53,46,2022-02-05T04:15:52Z,3240000,,,0,,J. Giddey bad pass TURNOVER (2 TO),"[1630581, 1629014]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,2.0,Simons,1629014.0,,,,,,,,,,
328,PT10M39.00S,2022-02-05T04:15:48.9Z,3,REGULAR,steal,,[],1629014,,,1610612757,53,46,2022-02-05T04:15:50Z,3250000,,,0,,A. Simons STEAL (2 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT10M30.00S,2022-02-05T04:15:57.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203994,5.995400788436268,46.568627450980394,1610612757,53,46,2022-02-05T04:16:03Z,3260000,17.0,4.0,1,left,MISS J. Nurkic reverse Layup,[203994],1610612757.0,POR,reverse,,,Nurkic,J. Nurkic,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,,
330,PT10M28.00S,2022-02-05T04:15:59.6Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,53,46,2022-02-05T04:16:03Z,3270000,,,0,,D. Bazley REBOUND (Off:2 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,329.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
331,PT10M15.00S,2022-02-05T04:16:12.5Z,3,REGULAR,2pt,Jump Shot,[],1629603,78.9257555847569,37.254901960784316,1610612760,53,46,2022-02-05T04:16:16Z,3280000,-64.0,146.0,1,right,MISS M. Diakite 15' Jump Shot,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,15.89,Missed,,,,,,,,,,,,,,,,,,,
332,PT10M13.00S,2022-02-05T04:16:14.5Z,3,REGULAR,rebound,defensive,[],1629014,,,1610612757,53,46,2022-02-05T04:16:16Z,3290000,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,331.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
333,PT10M00.00S,2022-02-05T04:16:29.8Z,3,REGULAR,foul,personal,['2freethrow'],1629603,,,1610612757,53,46,2022-02-05T04:16:39Z,3300000,,,0,,M. Diakite shooting personal FOUL (2 PF) (Simons 2 FT),"[1629603, 1629014]",1610612760.0,OKC,shooting,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,200833.0,2.0,0.0,Simons,1629014.0,,,,,
335,PT10M00.00S,2022-02-05T04:16:55.8Z,3,REGULAR,freethrow,1 of 2,[],1629014,,,1610612757,54,46,2022-02-05T04:17:11Z,3320000,,,0,,A. Simons Free Throw 1 of 2 (9 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,,,,,,,,,,,,,,,9.0,,,,
336,PT10M00.00S,2022-02-05T04:16:55.8Z,3,REGULAR,freethrow,2 of 2,[],1629014,,,1610612757,54,46,2022-02-05T04:17:11Z,3330000,,,0,,MISS A. Simons Free Throw 2 of 2,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Missed,,,,,,,,,,,,,,,,,,,
337,PT09M57.00S,2022-02-05T04:16:58.8Z,3,REGULAR,rebound,defensive,[],1629603,,,1610612760,54,46,2022-02-05T04:17:11Z,3340000,,,0,,M. Diakite REBOUND (Off:0 Def:5),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,336.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
338,PT09M43.00S,2022-02-05T04:17:25.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629603,94.95729303547962,50.73529411764706,1610612760,54,48,2022-02-05T04:17:30Z,3350000,4.0,-5.0,1,right,M. Diakite reverse Layup (8 PTS) (L. Dort 2 AST),"[1629603, 1629652]",1610612760.0,OKC,reverse,,,Diakite,M. Diakite,,,,,0.63,Made,,,,,,,,,,,,,,,8.0,L. Dort,1629652.0,2.0,
340,PT09M28.00S,2022-02-05T04:17:39.1Z,3,REGULAR,3pt,Jump Shot,[],203468,32.802233902759525,74.26470588235294,1610612757,54,48,2022-02-05T04:17:43Z,3370000,-121.0,256.0,1,left,MISS C. McCollum 28' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,28.31,Missed,,,,,,,,,,,,,,,,,,,
341,PT09M25.00S,2022-02-05T04:17:42.1Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,54,48,2022-02-05T04:17:43Z,3380000,,,0,,J. Giddey REBOUND (Off:1 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,340.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
342,PT09M22.00S,2022-02-05T04:17:45.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,79.31997371879106,91.91176470588235,1610612760,54,48,2022-02-05T04:17:51Z,3390000,210.0,142.0,1,right,MISS L. Dort 25' running 3PT,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
343,PT09M19.00S,2022-02-05T04:17:48.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612757,54,48,2022-02-05T04:17:51Z,3400000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,342.0,,,,,,,,,,,,,,,,,,
344,PT09M19.00S,2022-02-05T04:17:52.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,54,48,2022-02-05T04:17:52Z,3410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT09M04.00S,2022-02-05T04:18:11.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,10.726018396846255,38.970588235294116,1610612757,56,48,2022-02-05T04:18:15Z,3420000,55.0,48.0,1,left,C. McCollum 7' driving floating Jump Shot (10 PTS),[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,7.33,Made,,,,,,,,,,,,,,,10.0,,,,
346,PT08M41.00S,2022-02-05T04:18:35.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,90.48948751642575,55.63725490196079,1610612760,56,48,2022-02-05T04:18:38Z,3430000,28.0,37.0,1,right,MISS T. Mann driving floating Shot,[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,4.64,Missed,,,,,,,,,,,,,,,,,,,
347,PT08M38.00S,2022-02-05T04:18:38.5Z,3,REGULAR,rebound,defensive,[],1629604,,,1610612757,56,48,2022-02-05T04:18:38Z,3440000,,,0,,C. Elleby REBOUND (Off:2 Def:4),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,346.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
348,PT08M27.00S,2022-02-05T04:18:49.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,6.389618922470433,48.529411764705884,1610612757,58,48,2022-02-05T04:18:54Z,3450000,7.0,8.0,1,left,J. Nurkic DUNK (8 PTS) (C. McCollum 4 AST),"[203994, 203468]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,1.06,Made,,,,,,,,,,,,,,,8.0,C. McCollum,203468.0,4.0,
350,PT08M27.00S,2022-02-05T04:18:53.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,58,48,2022-02-05T04:18:53Z,3470000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT08M09.00S,2022-02-05T04:22:06.9Z,3,REGULAR,3pt,Jump Shot,[],1630581,71.43561103810775,78.43137254901961,1610612760,58,48,2022-02-05T04:22:17Z,3480000,142.0,216.0,1,right,MISS J. Giddey 25' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
352,PT08M08.00S,2022-02-05T04:22:07.9Z,3,REGULAR,rebound,offensive,[],1629647,,,1610612760,58,48,2022-02-05T04:22:17Z,3490000,,,0,,D. Bazley REBOUND (Off:3 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,351.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
