actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
84,PT05M07.00S,2021-11-06T02:24:42.2Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,15,4,2021-11-06T02:25:01Z,840000,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,
85,PT05M03.00S,2021-11-06T02:25:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629014,93.64323258869908,51.71568627450981,1610612757,17,4,2021-11-06T02:25:10Z,850000,9.0,7.0,1,right,A. Simons running Layup (2 PTS) (D. Lillard 2 AST),"[1629014, 203081]",1610612757.0,POR,running,,,Simons,A. Simons,,,,,1.13,Made,2.0,D. Lillard,203081.0,2.0,,,,,,,,,,,,,,,
87,PT04M43.00S,2021-11-06T02:25:24.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,6.1268068331143235,35.049019607843135,1610612754,17,6,2021-11-06T02:25:32Z,870000,75.0,5.0,1,left,D. Sabonis 7' turnaround fadeaway Jump Shot (2 PTS),[1627734],1610612754.0,IND,turnaround fadeaway,,,Sabonis,D. Sabonis,,,,,7.5,Made,2.0,,,,,,,,,,,,,,,,,,
88,PT04M29.00S,2021-11-06T02:25:38.7Z,1,REGULAR,3pt,Jump Shot,[],203081,91.27792378449409,95.34313725490196,1610612757,17,6,2021-11-06T03:15:57Z,880000,227.0,29.0,1,right,MISS D. Lillard step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,22.86,Missed,,,,,,,,,,,,,,,,,,,
89,PT04M28.00S,2021-11-06T02:25:39.7Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,17,6,2021-11-06T02:25:42Z,890000,,,0,,T. McConnell REBOUND (Off:1 Def:4),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,88.0,5.0,4.0,1.0,,,,,,,,
90,PT04M21.00S,2021-11-06T02:25:55.1Z,1,REGULAR,foul,personal,[],203994,,,1610612754,17,6,2021-11-06T02:29:10Z,900000,,,0,,J. Nurkic personal FOUL (2 PF),"[203994, 1627734]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,1146.0,2.0,0.0,Sabonis,1627734.0,
92,PT04M21.00S,2021-11-06T02:26:08.6Z,1,REGULAR,substitution,out,[],203994,,,1610612754,17,6,2021-11-06T02:26:13Z,920000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M21.00S,2021-11-06T02:26:08.6Z,1,REGULAR,substitution,in,[],203469,,,1610612754,17,6,2021-11-06T02:26:13Z,930000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M15.00S,2021-11-06T02:26:32.5Z,1,REGULAR,3pt,Jump Shot,[],204456,30.56833114323259,72.79411764705883,1610612754,17,9,2021-11-06T02:29:05Z,960000,-114.0,235.0,1,left,T. McConnell 26' 3PT  (5 PTS) (J. Holiday 1 AST),"[204456, 203200]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,26.1,Made,5.0,J. Holiday,203200.0,1.0,,,,,,,,,,,,,,,
98,PT03M59.00S,2021-11-06T02:26:40.4Z,1,REGULAR,turnover,bad pass,[],203496,,,1610612757,17,9,2021-11-06T02:26:45Z,970000,,,0,,R. Covington bad pass TURNOVER (2 TO),"[203496, 1628470]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,2.0,Craig,1628470.0,,,,,,,,,,,,
99,PT03M59.00S,2021-11-06T02:26:40.4Z,1,REGULAR,steal,,[],1628470,,,1610612754,17,9,2021-11-06T02:26:43Z,980000,,,0,,T. Craig STEAL (1 STL),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M54.00S,2021-11-06T02:26:45.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628470,19.66162943495401,7.598039215686274,1610612754,17,9,2021-11-06T02:43:02Z,990000,212.0,132.0,1,left,MISS T. Craig 24' 3PT,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M51.00S,2021-11-06T02:26:48.1Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612757,17,9,2021-11-06T02:26:53Z,1000000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,
102,PT03M48.00S,2021-11-06T02:26:50.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,94.95729303547962,53.18627450980392,1610612757,17,9,2021-11-06T02:44:13Z,1010000,16.0,-5.0,1,right,MISS N. Powell running Layup,[1626181],1610612757.0,POR,running,,,Powell,N. Powell,,,,,1.67,Missed,,,,,,,,,,,,,,,,,,,
104,PT03M48.00S,2021-11-06T02:26:50.7Z,1,REGULAR,rebound,offensive,[],203469,,,1610612757,17,9,2021-11-06T02:27:03Z,1020000,,,0,,C. Zeller REBOUND (Off:1 Def:0),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,102.0,1.0,0.0,1.0,,,,,,,,
105,PT03M42.00S,2021-11-06T02:26:56.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203496,92.19776609724047,49.26470588235294,1610612757,19,9,2021-11-06T02:44:38Z,1030000,-4.0,21.0,1,right,R. Covington cutting DUNK (2 PTS) (C. Zeller 1 AST),"[203496, 203469]",1610612757.0,POR,cutting,,,Covington,R. Covington,,,,,2.11,Made,2.0,C. Zeller,203469.0,1.0,,,,,,,,,,,,,,,
165,PT03M41.00S,2021-11-06T02:28:13.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,19,9,2021-11-06T02:36:25Z,1045000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M41.00S,2021-11-06T02:29:29.9Z,1,REGULAR,substitution,out,[],1626181,,,1610612754,19,9,2021-11-06T02:29:40Z,1050000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M41.00S,2021-11-06T02:29:29.9Z,1,REGULAR,substitution,out,[],203496,,,1610612754,19,9,2021-11-06T02:29:40Z,1060000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M41.00S,2021-11-06T02:29:29.9Z,1,REGULAR,substitution,out,[],1630537,,,1610612754,19,9,2021-11-06T02:29:40Z,1070000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M41.00S,2021-11-06T02:29:29.9Z,1,REGULAR,substitution,out,[],204456,,,1610612754,19,9,2021-11-06T02:29:40Z,1080000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M41.00S,2021-11-06T02:29:29.9Z,1,REGULAR,substitution,in,[],1626204,,,1610612754,19,9,2021-11-06T02:29:40Z,1110000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M41.00S,2021-11-06T02:29:29.9Z,1,REGULAR,substitution,in,[],1629642,,,1610612754,19,9,2021-11-06T02:29:40Z,1120000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M41.00S,2021-11-06T02:29:29.9Z,1,REGULAR,substitution,in,[],202954,,,1610612754,19,9,2021-11-06T02:29:40Z,1130000,,,0,,SUB in: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M41.00S,2021-11-06T02:29:29.9Z,1,REGULAR,substitution,in,[],1629103,,,1610612754,19,9,2021-11-06T02:29:40Z,1150000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M20.00S,2021-11-06T02:30:19.5Z,1,REGULAR,3pt,Jump Shot,[],1627734,9.674770039421814,94.85294117647058,1610612754,19,9,2021-11-06T02:30:23Z,1170000,-224.0,38.0,1,left,MISS D. Sabonis 3PT,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,22.76,Missed,,,,,,,,,,,,,,,,,,,
123,PT03M17.00S,2021-11-06T02:30:22.5Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,19,9,2021-11-06T02:30:23Z,1180000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,
124,PT03M11.00S,2021-11-06T02:30:29.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,77.7431011826544,90.93137254901961,1610612757,22,9,2021-11-06T02:30:52Z,1190000,205.0,157.0,1,right,A. Simons 25' 3PT running (5 PTS) (D. Lillard 3 AST),"[1629014, 203081]",1610612757.0,POR,running,,,Simons,A. Simons,,,,,25.78,Made,5.0,D. Lillard,203081.0,3.0,,,,,,,,,,,,,,,
126,PT03M00.00S,2021-11-06T02:30:38.7Z,1,REGULAR,3pt,Jump Shot,[],203200,35.29894875164258,49.50980392156863,1610612754,22,12,2021-11-06T02:30:48Z,1210000,2.0,279.0,1,left,J. Holiday 27' 3PT  (3 PTS) (B. Wanamaker 1 AST),"[203200, 202954]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,27.93,Made,3.0,B. Wanamaker,202954.0,1.0,,,,,,,,,,,,,,,
128,PT02M40.00S,2021-11-06T02:30:59.0Z,1,REGULAR,2pt,Jump Shot,[],203081,73.53810775295663,27.205882352941174,1610612757,24,12,2021-11-06T02:31:02Z,1230000,-114.0,196.0,1,right,D. Lillard 22' Jump Shot (4 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,22.69,Made,4.0,,,,,,,,,,,,,,,,,,
129,PT02M31.00S,2021-11-06T02:31:07.9Z,1,REGULAR,3pt,Jump Shot,[],1629103,8.754927726675426,96.32352941176471,1610612754,24,15,2021-11-06T02:31:11Z,1240000,-232.0,30.0,1,left,K. Martin 3PT  (3 PTS) (B. Wanamaker 2 AST),"[1629103, 202954]",1610612754.0,IND,,,,Martin,K. Martin,,,,,23.35,Made,3.0,B. Wanamaker,202954.0,2.0,,,,,,,,,,,,,,,
131,PT02M19.00S,2021-11-06T02:31:23.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,24,15,2021-11-06T02:31:23Z,1260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M06.00S,2021-11-06T02:31:50.2Z,1,REGULAR,3pt,Jump Shot,[],203081,76.5604467805519,86.76470588235294,1610612757,24,15,2021-11-06T02:46:19Z,1270000,184.0,168.0,1,right,MISS D. Lillard 24' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,,
137,PT02M05.00S,2021-11-06T02:31:51.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,24,15,2021-11-06T02:46:19Z,1280000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,
138,PT02M05.00S,2021-11-06T02:31:53.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612757,24,15,2021-11-06T02:32:06Z,1290000,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,1151.0,,,,,
139,PT01M49.00S,2021-11-06T02:32:18.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627734,6.652431011826544,50.0,1610612754,24,17,2021-11-06T02:32:22Z,1300000,0.0,10.0,1,left,D. Sabonis driving DUNK (4 PTS),[1627734],1610612754.0,IND,driving,,,Sabonis,D. Sabonis,,,,,1.0,Made,4.0,,,,,,,,,,,,,,,,,,
140,PT01M40.00S,2021-11-06T02:32:27.5Z,1,REGULAR,2pt,Jump Shot,[],1629014,71.69842312746385,59.31372549019608,1610612757,24,17,2021-11-06T02:32:31Z,1310000,47.0,214.0,1,right,MISS A. Simons 21' Jump Shot,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,21.85,Missed,,,,,,,,,,,,,,,,,,,
141,PT01M37.00S,2021-11-06T02:32:30.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,24,17,2021-11-06T02:32:31Z,1320000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,,,,
142,PT01M31.00S,2021-11-06T02:32:36.8Z,1,REGULAR,3pt,Jump Shot,[],203200,27.677398160315374,17.15686274509804,1610612754,24,17,2021-11-06T02:32:40Z,1330000,164.0,208.0,1,left,MISS J. Holiday 26' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,,
143,PT01M27.00S,2021-11-06T02:32:40.8Z,1,REGULAR,rebound,defensive,[],203469,,,1610612757,24,17,2021-11-06T02:32:45Z,1340000,,,0,,C. Zeller REBOUND (Off:1 Def:1),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,142.0,2.0,1.0,1.0,,,,,,,,
144,PT01M23.00S,2021-11-06T02:32:51.5Z,1,REGULAR,foul,personal,[],203200,,,1610612757,24,17,2021-11-06T02:32:57Z,1350000,,,0,,J. Holiday personal FOUL (1 PF),"[203200, 1626204]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Nance Jr.,1626204.0,
146,PT01M23.00S,2021-11-06T02:32:56.8Z,1,REGULAR,substitution,out,[],203081,,,1610612757,24,17,2021-11-06T02:32:58Z,1370000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M23.00S,2021-11-06T02:32:56.8Z,1,REGULAR,substitution,in,[],203468,,,1610612757,24,17,2021-11-06T02:32:58Z,1380000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M21.00S,2021-11-06T02:33:12.9Z,1,REGULAR,turnover,bad pass,[],1629642,,,1610612757,24,17,2021-11-06T02:33:17Z,1390000,,,0,,N. Little bad pass TURNOVER (1 TO),"[1629642, 203200]",1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,1.0,Holiday,203200.0,,,,,,,,,,,,
149,PT01M21.00S,2021-11-06T02:33:12.9Z,1,REGULAR,steal,,[],203200,,,1610612754,24,17,2021-11-06T02:33:14Z,1400000,,,0,,J. Holiday STEAL (1 STL),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M17.00S,2021-11-06T02:33:18.1Z,1,REGULAR,turnover,out-of-bounds,[],202954,,,1610612754,24,17,2021-11-06T02:48:30Z,1410000,,,0,,B. Wanamaker bad pass out-of-bounds TURNOVER (1 TO),[202954],1610612754.0,IND,bad pass,,,Wanamaker,B. Wanamaker,,,,,,,,,,,1.0,,,,,,,,,1151.0,,,,,
151,PT00M57.60S,2021-11-06T02:33:45.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203468,80.3712220762155,48.77450980392157,1610612757,24,17,2021-11-06T02:33:49Z,1420000,-6.0,132.0,1,right,MISS C. McCollum 13' driving floating Shot,[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,13.21,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M54.20S,2021-11-06T02:33:48.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,24,17,2021-11-06T02:33:48Z,1430000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,151.0,2.0,2.0,0.0,,,,,,,,
153,PT00M47.50S,2021-11-06T02:33:57.6Z,1,REGULAR,foul,personal,[],1629642,,,1610612754,24,17,2021-11-06T02:34:06Z,1440000,,,0,,N. Little personal FOUL (1 PF),"[1629642, 1628470]",1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Craig,1628470.0,
155,PT00M34.30S,2021-11-06T02:34:38.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,4.812746386333772,52.69607843137255,1610612754,24,19,2021-11-06T02:34:43Z,1460000,-13.0,-7.0,1,left,D. Sabonis cutting DUNK (6 PTS) (B. Wanamaker 3 AST),"[1627734, 202954]",1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,1.53,Made,6.0,B. Wanamaker,202954.0,3.0,,,,,,,,,,,,,,,
157,PT00M21.40S,2021-11-06T02:34:57.7Z,1,REGULAR,violation,kicked ball,[],1627734,,,1610612757,24,19,2021-11-06T02:50:01Z,1480000,,,0,,D. Sabonis kicked ball VIOLATION,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,1146.0,,,,,
158,PT00M21.40S,2021-11-06T02:35:12.9Z,1,REGULAR,substitution,out,[],1627734,,,1610612757,24,19,2021-11-06T02:35:16Z,1490000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M21.40S,2021-11-06T02:35:12.9Z,1,REGULAR,substitution,in,[],1626167,,,1610612757,24,19,2021-11-06T02:35:16Z,1500000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M08.00S,2021-11-06T02:35:35.6Z,1,REGULAR,3pt,Jump Shot,[],1629642,69.72733245729303,70.34313725490196,1610612757,24,19,2021-11-06T02:35:39Z,1510000,102.0,232.0,1,right,MISS N. Little 25' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
161,PT00M05.30S,2021-11-06T02:35:38.3Z,1,REGULAR,rebound,defensive,[],202954,,,1610612754,24,19,2021-11-06T02:35:39Z,1520000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,160.0,1.0,1.0,0.0,,,,,,,,
162,PT00M00.40S,2021-11-06T02:35:43.2Z,1,REGULAR,3pt,Jump Shot,[],202954,22.421156373193167,91.42156862745098,1610612754,24,19,2021-11-06T02:35:48Z,1530000,-207.0,158.0,1,left,MISS B. Wanamaker 26' step back 3PT,[202954],1610612754.0,IND,step back,,,Wanamaker,B. Wanamaker,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
163,PT00M00.40S,2021-11-06T02:35:43.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,24,19,2021-11-06T02:35:48Z,1540000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,162.0,,,,,,,,,,,
164,PT00M00.00S,2021-11-06T02:35:46.4Z,1,REGULAR,period,end,[],0,,,1610612754,24,19,2021-11-06T02:35:46Z,1550000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-11-06T02:37:51.3Z,2,REGULAR,substitution,out,['startperiod'],203469,,,1610612754,24,19,2021-11-06T02:38:26Z,1560000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-11-06T02:37:51.3Z,2,REGULAR,substitution,out,['startperiod'],1628470,,,1610612754,24,19,2021-11-06T02:38:26Z,1570000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-06T02:37:51.3Z,2,REGULAR,substitution,in,['startperiod'],203503,,,1610612754,24,19,2021-11-06T02:38:26Z,1580000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-11-06T02:37:51.3Z,2,REGULAR,substitution,in,['startperiod'],1627747,,,1610612754,24,19,2021-11-06T02:38:26Z,1590000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-11-06T02:38:35.7Z,2,REGULAR,period,start,[],0,,,1610612754,24,19,2021-11-06T02:38:35Z,1600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M45.00S,2021-11-06T02:38:50.0Z,2,REGULAR,3pt,Jump Shot,[],203200,34.90473061760841,37.5,1610612754,24,22,2021-11-06T02:38:53Z,1610000,62.0,276.0,1,left,J. Holiday 28' 3PT  (6 PTS) (B. Wanamaker 4 AST),"[203200, 202954]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,28.26,Made,6.0,B. Wanamaker,202954.0,4.0,,,,,,,,,,,,,,,
173,PT11M28.00S,2021-11-06T02:39:08.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,92.9862023653088,51.71568627450981,1610612757,26,22,2021-11-06T02:39:14Z,1630000,9.0,13.0,1,right,N. Little driving Layup (2 PTS) (L. Nance Jr. 1 AST),"[1629642, 1626204]",1610612757.0,POR,driving,,,Little,N. Little,,,,,1.59,Made,2.0,L. Nance Jr.,1626204.0,1.0,,,,,,,,,,,,,,,
175,PT11M28.00S,2021-11-06T02:39:14.3Z,2,REGULAR,foul,personal,['1freethrow'],1627747,,,1610612757,26,22,2021-11-06T02:39:21Z,1650000,,,0,,C. LeVert shooting personal FOUL (2 PF) (Little 1 FT),"[1627747, 1629642]",1610612754.0,IND,shooting,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Little,1629642.0,
177,PT11M28.00S,2021-11-06T02:39:30.0Z,2,REGULAR,freethrow,1 of 1,[],1629642,,,1610612757,27,22,2021-11-06T02:39:30Z,1670000,,,0,,N. Little Free Throw 1 of 1 (3 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
178,PT11M09.00S,2021-11-06T02:39:50.7Z,2,REGULAR,3pt,Jump Shot,[],1629103,14.4053876478318,96.07843137254902,1610612754,27,25,2021-11-06T02:39:54Z,1680000,-230.0,83.0,1,left,K. Martin 24' 3PT step back (6 PTS) (C. LeVert 1 AST),"[1629103, 1627747]",1610612754.0,IND,step back,,,Martin,K. Martin,,,,,24.49,Made,6.0,C. LeVert,1627747.0,1.0,,,,,,,,,,,,,,,
179,PT10M51.00S,2021-11-06T02:40:09.1Z,2,REGULAR,2pt,Jump Shot,[],1629642,77.61169513797634,69.36274509803921,1610612757,29,25,2021-11-06T02:40:14Z,1690000,97.0,158.0,1,right,N. Little 18' pullup Jump Shot (5 PTS) (L. Nance Jr. 2 AST),"[1629642, 1626204]",1610612757.0,POR,pullup,,,Little,N. Little,,,,,18.53,Made,5.0,L. Nance Jr.,1626204.0,2.0,,,,,,,,,,,,,,,
181,PT10M39.00S,2021-11-06T02:40:21.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202954,7.835085413929041,45.34313725490196,1610612754,29,25,2021-11-06T02:40:24Z,1710000,23.0,21.0,1,left,MISS B. Wanamaker driving floating bank Shot - blocked,"[202954, 1629014]",1610612754.0,IND,driving floating bank,,,Wanamaker,B. Wanamaker,,,,,3.14,Missed,,,,,,,,,,,,Simons,1629014.0,,,,,,
182,PT10M39.00S,2021-11-06T02:40:21.4Z,2,REGULAR,block,,[],1629014,,,1610612754,29,25,2021-11-06T02:40:23Z,1720000,,,0,,A. Simons BLOCK (1 BLK),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M37.00S,2021-11-06T02:40:23.4Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,29,25,2021-11-06T02:40:24Z,1730000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,181.0,2.0,2.0,0.0,,,,,,,,
184,PT10M26.00S,2021-11-06T02:40:34.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,92.46057818659659,49.754901960784316,1610612757,29,25,2021-11-06T02:40:37Z,1740000,-1.0,18.0,1,right,MISS A. Simons driving Layup,[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,,
185,PT10M25.00S,2021-11-06T02:40:35.1Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,29,25,2021-11-06T02:40:37Z,1750000,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,184.0,3.0,3.0,0.0,,,,,,,,
186,PT10M20.00S,2021-11-06T02:40:40.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629103,22.28975032851511,87.99019607843137,1610612754,29,25,2021-11-06T02:40:47Z,1760000,-190.0,157.0,1,left,MISS K. Martin 24' running 3PT,[1629103],1610612754.0,IND,running,,,Martin,K. Martin,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,,
187,PT10M17.00S,2021-11-06T02:40:43.4Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,29,25,2021-11-06T02:40:47Z,1770000,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,,,
