actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
100,PT05M05.00S,2021-12-15T03:23:21.2Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,14,15,2021-12-15T03:23:24Z,940000,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,
101,PT05M01.00S,2021-12-15T03:23:24.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629013,68.15045992115637,20.588235294117645,1610612756,14,18,2021-12-15T03:23:30Z,950000,-147.0,247.0,1,right,L. Shamet 28' 3PT running (5 PTS) (C. Paul 6 AST),"[1629013, 101108]",1610612756.0,PHX,running,,,Shamet,L. Shamet,,,,,,,,28.74,Made,,,,,5.0,C. Paul,101108.0,6.0,,,,,,,,
103,PT04M37.00S,2021-12-15T03:23:48.4Z,1,REGULAR,3pt,Jump Shot,[],1629642,6.521024967148489,4.411764705882353,1610612757,14,18,2021-12-15T03:23:54Z,970000,228.0,9.0,1,left,MISS N. Little 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,22.81,Missed,,,,,,,,,,,,,,,,
104,PT04M34.00S,2021-12-15T03:23:51.4Z,1,REGULAR,rebound,offensive,[],203496,,,1610612757,14,18,2021-12-15T03:23:54Z,980000,,,0,,R. Covington REBOUND (Off:1 Def:0),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,103.0,1.0,0.0,1.0,,,,,,,,,,,,
105,PT04M32.00S,2021-12-15T03:23:54.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203496,4.418528252299605,96.56862745098039,1610612757,14,18,2021-12-15T03:23:59Z,990000,-233.0,-11.0,1,left,MISS R. Covington 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,23.31,Missed,,,,,,,,,,,,,,,,
106,PT04M28.00S,2021-12-15T03:23:58.3Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,14,18,2021-12-15T03:23:59Z,1000000,,,0,,C. Paul REBOUND (Off:0 Def:3),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,105.0,3.0,3.0,0.0,,,,,,,,,,,,
107,PT04M20.00S,2021-12-15T03:24:05.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,80.1084099868594,34.80392156862745,1610612756,14,20,2021-12-15T03:24:11Z,1010000,-76.0,134.0,1,right,D. Ayton 15' driving floating Jump Shot (9 PTS) (C. Paul 7 AST),"[1629028, 101108]",1610612756.0,PHX,driving floating,,,Ayton,D. Ayton,,,,,,,,15.45,Made,,,,,9.0,C. Paul,101108.0,7.0,,,,,,,,
109,PT04M10.00S,2021-12-15T03:24:15.9Z,1,REGULAR,3pt,Jump Shot,[],203081,36.35019710906702,24.509803921568626,1610612757,14,20,2021-12-15T03:24:19Z,1030000,127.0,289.0,1,left,MISS D. Lillard 31' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,31.61,Missed,,,,,,,,,,,,,,,,
110,PT04M08.00S,2021-12-15T03:24:17.9Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,14,20,2021-12-15T03:24:19Z,1040000,,,0,,J. Crowder REBOUND (Off:0 Def:2),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,109.0,2.0,2.0,0.0,,,,,,,,,,,,
111,PT03M58.00S,2021-12-15T03:24:30.2Z,1,REGULAR,foul,personal,[],203496,,,1610612756,14,20,2021-12-15T03:24:47Z,1050000,,,0,,R. Covington personal FOUL (1 PF),"[203496, 1628969]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Bridges,1628969.0,,,
113,PT03M58.00S,2021-12-15T03:24:45.6Z,1,REGULAR,substitution,out,[],1629642,,,1610612756,14,20,2021-12-15T03:25:00Z,1070000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M58.00S,2021-12-15T03:24:45.6Z,1,REGULAR,substitution,out,[],1629028,,,1610612756,14,20,2021-12-15T03:25:00Z,1090000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M58.00S,2021-12-15T03:24:45.6Z,1,REGULAR,substitution,out,[],1629013,,,1610612756,14,20,2021-12-15T03:25:00Z,1100000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M58.00S,2021-12-15T03:24:45.6Z,1,REGULAR,substitution,in,[],1629014,,,1610612756,14,20,2021-12-15T03:25:00Z,1110000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M58.00S,2021-12-15T03:24:45.6Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,14,20,2021-12-15T03:25:00Z,1120000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M58.00S,2021-12-15T03:24:45.6Z,1,REGULAR,substitution,in,[],201580,,,1610612756,14,20,2021-12-15T03:25:00Z,1130000,,,0,,SUB in: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M58.00S,2021-12-15T03:24:45.6Z,1,REGULAR,substitution,in,[],1626166,,,1610612756,14,20,2021-12-15T03:25:00Z,1140000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M58.00S,2021-12-15T03:24:45.6Z,1,REGULAR,substitution,out,[],101108,,,1610612756,14,20,2021-12-15T03:25:36Z,1145000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M49.00S,2021-12-15T03:25:08.8Z,1,REGULAR,2pt,Jump Shot,[],1629661,77.08607095926413,53.92156862745098,1610612756,14,20,2021-12-15T03:25:13Z,1150000,20.0,163.0,1,right,MISS C. Johnson 16' driving floating Shot - blocked,"[1629661, 203081]",1610612756.0,PHX,driving floating,,,Johnson,C. Johnson,,,,,,,,16.41,Missed,,,,,,,,,,,,,,Lillard,203081.0,
122,PT03M49.00S,2021-12-15T03:25:08.8Z,1,REGULAR,block,,[],203081,,,1610612756,14,20,2021-12-15T03:25:11Z,1160000,,,0,,D. Lillard BLOCK (1 BLK),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M47.00S,2021-12-15T03:25:10.8Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,14,20,2021-12-15T03:25:13Z,1170000,,,0,,R. Covington REBOUND (Off:1 Def:1),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,121.0,2.0,1.0,1.0,,,,,,,,,,,,
124,PT03M39.00S,2021-12-15T03:25:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203496,6.783837056504599,44.85294117647059,1610612757,14,20,2021-12-15T03:25:25Z,1180000,26.0,11.0,1,left,MISS R. Covington driving Layup,[203496],1610612757.0,POR,driving,,,Covington,R. Covington,,,,,,,,2.81,Missed,,,,,,,,,,,,,,,,
125,PT03M37.00S,2021-12-15T03:25:20.7Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,14,20,2021-12-15T03:25:25Z,1190000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,
126,PT03M30.00S,2021-12-15T03:25:30.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,14,20,2021-12-15T03:25:30Z,1200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M30.00S,2021-12-15T03:25:35.1Z,1,REGULAR,substitution,out,[],1626181,,,1610612756,14,20,2021-12-15T03:25:46Z,1210000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M30.00S,2021-12-15T03:25:35.1Z,1,REGULAR,substitution,out,[],203994,,,1610612756,14,20,2021-12-15T03:25:46Z,1220000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M30.00S,2021-12-15T03:25:35.1Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,14,20,2021-12-15T03:25:46Z,1230000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M30.00S,2021-12-15T03:25:35.1Z,1,REGULAR,substitution,in,[],203503,,,1610612756,14,20,2021-12-15T03:25:46Z,1240000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M30.00S,2021-12-15T03:25:35.1Z,1,REGULAR,substitution,in,[],1626204,,,1610612756,14,20,2021-12-15T03:25:46Z,1250000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M30.00S,2021-12-15T03:25:35.1Z,1,REGULAR,substitution,in,[],101108,,,1610612756,14,20,2021-12-15T03:25:46Z,1260000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M22.00S,2021-12-15T03:25:57.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201580,94.82588699080158,50.0,1610612756,14,22,2021-12-15T03:26:48Z,1270000,0.0,-4.0,1,right,J. McGee cutting DUNK (2 PTS) (C. Payne 1 AST),"[201580, 1626166]",1610612756.0,PHX,cutting,,,McGee,J. McGee,,,,,,,,0.39,Made,,,,,2.0,C. Payne,1626166.0,1.0,,,,,,,,
136,PT03M22.00S,2021-12-15T03:26:03.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,14,22,2021-12-15T03:26:03Z,1290000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M22.00S,2021-12-15T03:28:53.6Z,1,REGULAR,substitution,out,[],101108,,,1610612757,14,22,2021-12-15T03:29:12Z,1300000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M22.00S,2021-12-15T03:28:53.6Z,1,REGULAR,substitution,in,[],1628969,,,1610612757,14,22,2021-12-15T03:29:12Z,1310000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M00.00S,2021-12-15T03:29:46.6Z,1,REGULAR,2pt,Jump Shot,[],1626204,22.28975032851511,73.0392156862745,1610612757,16,22,2021-12-15T03:29:51Z,1320000,-115.0,157.0,1,left,L. Nance Jr. 19' Jump Shot (5 PTS) (A. Simons 1 AST),"[1626204, 1629014]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,19.47,Made,,,,,5.0,A. Simons,1629014.0,1.0,,,,,,,,
141,PT02M46.00S,2021-12-15T03:30:05.6Z,1,REGULAR,foul,personal,[],203503,,,1610612756,16,22,2021-12-15T03:30:11Z,1340000,,,0,,T. Snell personal FOUL (1 PF),"[203503, 1629661]",1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Johnson,1629661.0,,,
143,PT02M46.00S,2021-12-15T03:30:10.4Z,1,REGULAR,substitution,out,[],203081,,,1610612756,16,22,2021-12-15T03:30:18Z,1360000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M46.00S,2021-12-15T03:30:10.4Z,1,REGULAR,substitution,in,[],203463,,,1610612756,16,22,2021-12-15T03:30:18Z,1370000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M38.00S,2021-12-15T03:30:38.8Z,1,REGULAR,turnover,3-second-violation,[],201580,,,1610612756,16,22,2021-12-15T03:30:49Z,1380000,,,0,,J. McGee 3-second-violation TURNOVER (1 TO),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,1.0,,,,,,,,,,,,,1627962.0,,,,,,,
146,PT02M38.00S,2021-12-15T03:30:58.3Z,1,REGULAR,substitution,out,[],1628969,,,1610612757,16,22,2021-12-15T03:31:01Z,1390000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M38.00S,2021-12-15T03:30:58.3Z,1,REGULAR,substitution,in,[],203901,,,1610612757,16,22,2021-12-15T03:31:01Z,1400000,,,0,,SUB in: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M22.00S,2021-12-15T03:31:13.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,30.56833114323259,20.833333333333336,1610612757,16,22,2021-12-15T03:31:18Z,1410000,146.0,235.0,1,left,MISS A. Simons 27' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,,27.64,Missed,,,,,,,,,,,,,,,,
149,PT02M18.00S,2021-12-15T03:31:17.0Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,16,22,2021-12-15T03:31:18Z,1420000,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,
150,PT02M13.00S,2021-12-15T03:31:21.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203109,76.5604467805519,10.53921568627451,1610612756,16,25,2021-12-15T03:31:29Z,1430000,-197.0,168.0,1,right,J. Crowder 25' 3PT running (9 PTS) (E. Payton 1 AST),"[203109, 203901]",1610612756.0,PHX,running,,,Crowder,J. Crowder,,,,,,,,25.9,Made,,,,,9.0,E. Payton,203901.0,1.0,,,,,,,,
152,PT01M58.00S,2021-12-15T03:31:35.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,19.793035479632064,49.754901960784316,1610612757,16,25,2021-12-15T03:31:41Z,1450000,1.0,134.0,1,left,MISS A. Simons 13' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,,,,13.36,Missed,,,,,,,,,,,,,,,,
153,PT01M56.00S,2021-12-15T03:31:37.8Z,1,REGULAR,rebound,defensive,[],203109,,,1610612756,16,25,2021-12-15T03:31:41Z,1460000,,,0,,J. Crowder REBOUND (Off:0 Def:3),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,152.0,3.0,3.0,0.0,,,,,,,,,,,,
154,PT01M48.00S,2021-12-15T03:31:47.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203901,91.93495400788436,54.41176470588235,1610612756,16,25,2021-12-15T03:31:56Z,1470000,22.0,23.0,1,right,MISS E. Payton driving floating Shot,[203901],1610612756.0,PHX,driving floating,,,Payton,E. Payton,,,,,,,,3.21,Missed,,,,,,,,,,,,,,,,
155,PT01M46.00S,2021-12-15T03:31:49.3Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,16,25,2021-12-15T03:31:56Z,1480000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,154.0,2.0,2.0,0.0,,,,,,,,,,,,
156,PT01M40.00S,2021-12-15T03:31:56.8Z,1,REGULAR,foul,personal,[],1626166,,,1610612757,16,25,2021-12-15T03:32:09Z,1490000,,,0,,C. Payne personal FOUL (1 PF),"[1626166, 203463]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,McLemore,203463.0,,,
158,PT01M40.00S,2021-12-15T03:32:07.6Z,1,REGULAR,substitution,out,[],203109,,,1610612757,16,25,2021-12-15T03:32:10Z,1510000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M40.00S,2021-12-15T03:32:07.6Z,1,REGULAR,substitution,in,[],1629013,,,1610612757,16,25,2021-12-15T03:32:10Z,1520000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M33.00S,2021-12-15T03:32:27.3Z,1,REGULAR,2pt,Jump Shot,[],203463,26.363337713534822,41.911764705882355,1610612757,16,25,2021-12-15T03:32:31Z,1530000,40.0,195.0,1,left,MISS B. McLemore 19' Jump Shot,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,19.94,Missed,,,,,,,,,,,,,,,,
161,PT01M31.00S,2021-12-15T03:32:29.3Z,1,REGULAR,rebound,offensive,[],203503,,,1610612757,16,25,2021-12-15T03:32:31Z,1540000,,,0,,T. Snell REBOUND (Off:1 Def:0),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,160.0,1.0,0.0,1.0,,,,,,,,,,,,
162,PT01M31.00S,2021-12-15T03:32:31.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201580,,,1610612757,16,25,2021-12-15T03:32:42Z,1550000,,,0,,J. McGee shooting personal FOUL (1 PF) (Snell 2 FT),"[201580, 203503]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Snell,203503.0,,,
164,PT01M31.00S,2021-12-15T03:32:52.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203503,,,1610612757,17,25,2021-12-15T03:32:52Z,1570000,,,0,,T. Snell Free Throw 1 of 2 (1 PTS),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
165,PT01M31.00S,2021-12-15T03:33:06.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203503,,,1610612757,18,25,2021-12-15T03:33:06Z,1580000,,,0,,T. Snell Free Throw 2 of 2 (2 PTS),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
166,PT01M16.00S,2021-12-15T03:33:23.2Z,1,REGULAR,3pt,Jump Shot,[],1629661,87.59855453350855,95.58823529411765,1610612756,18,28,2021-12-15T03:33:28Z,1590000,228.0,64.0,1,right,C. Johnson 3PT  (3 PTS) (L. Shamet 1 AST),"[1629661, 1629013]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,23.67,Made,,,,,3.0,L. Shamet,1629013.0,1.0,,,,,,,,
168,PT01M03.00S,2021-12-15T03:33:35.3Z,1,REGULAR,3pt,Jump Shot,[],203463,27.283180026281208,16.911764705882355,1610612757,18,28,2021-12-15T03:33:39Z,1610000,165.0,204.0,1,left,MISS B. McLemore 26' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,26.26,Missed,,,,,,,,,,,,,,,,
169,PT01M01.00S,2021-12-15T03:33:37.3Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,18,28,2021-12-15T03:33:39Z,1620000,,,0,,J. McGee REBOUND (Off:0 Def:2),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,
170,PT00M53.70S,2021-12-15T03:33:52.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203503,,,1610612756,18,28,2021-12-15T03:33:59Z,1630000,,,0,,T. Snell personal FOUL (2 PF) (Payne 2 FT),"[203503, 1626166]",1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Payne,1626166.0,,,
172,PT00M53.70S,2021-12-15T03:34:12.9Z,1,REGULAR,freethrow,1 of 2,[],1626166,,,1610612756,18,28,2021-12-15T03:34:12Z,1650000,,,0,,MISS C. Payne Free Throw 1 of 2,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,Missed,,,,,,,,,,,,,,,,
173,PT00M53.70S,2021-12-15T03:34:12.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,18,28,2021-12-15T03:34:12Z,1660000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,
174,PT00M53.70S,2021-12-15T03:34:30.8Z,1,REGULAR,freethrow,2 of 2,[],1626166,,,1610612756,18,29,2021-12-15T03:34:30Z,1670000,,,0,,C. Payne Free Throw 2 of 2 (1 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
175,PT00M40.50S,2021-12-15T03:34:46.8Z,1,REGULAR,3pt,Jump Shot,[],1629014,31.488173455978973,26.47058823529412,1610612757,18,29,2021-12-15T03:34:53Z,1680000,118.0,243.0,1,left,MISS A. Simons 27' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,,27.04,Missed,,,,,,,,,,,,,,,,
176,PT00M37.00S,2021-12-15T03:34:50.3Z,1,REGULAR,rebound,defensive,[],201580,,,1610612756,18,29,2021-12-15T03:36:56Z,1690000,,,0,,J. McGee REBOUND (Off:0 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,175.0,3.0,3.0,0.0,,,,,,,,,,,,
177,PT00M32.70S,2021-12-15T03:34:55.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626166,67.88764783180025,15.686274509803921,1610612756,18,32,2021-12-15T03:35:06Z,1700000,-172.0,249.0,1,right,C. Payne 30' 3PT running pullup (4 PTS),[1626166],1610612756.0,PHX,running pullup,,,Payne,C. Payne,,,,,,,,30.27,Made,,,,,4.0,,,,,,,,,,,
178,PT00M13.00S,2021-12-15T03:35:19.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,5.732588699080158,52.450980392156865,1610612757,20,32,2021-12-15T03:35:24Z,1710000,-12.0,1.0,1,left,A. Simons driving reverse Layup (2 PTS),[1629014],1610612757.0,POR,driving reverse,,,Simons,A. Simons,,,,,,,,1.24,Made,,,,,2.0,,,,,,,,,,,
179,PT00M13.00S,2021-12-15T03:35:21.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201580,,,1610612757,20,32,2021-12-15T03:35:55Z,1720000,,,0,,J. McGee shooting personal FOUL (2 PF) (Simons 1 FT),"[201580, 1629014]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Simons,1629014.0,,,
181,PT00M13.00S,2021-12-15T03:35:42.6Z,1,REGULAR,freethrow,1 of 1,[],1629014,,,1610612757,21,32,2021-12-15T03:35:42Z,1740000,,,0,,A. Simons Free Throw 1 of 1 (3 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
182,PT00M00.00S,2021-12-15T03:36:03.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,92.72339027595268,45.34313725490196,1610612756,21,32,2021-12-15T03:36:16Z,1750000,-23.0,16.0,1,right,MISS C. Payne driving Layup,[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,,,,2.82,Missed,,,,,,,,,,,,,,,,
183,PT00M00.00S,2021-12-15T03:36:04.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,21,32,2021-12-15T03:36:04Z,1760000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,
185,PT00M00.00S,2021-12-15T03:36:10.4Z,1,REGULAR,instantreplay,request,[],0,,,1610612756,21,32,2021-12-15T03:37:30Z,1765000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,2882.0,,,,,,,End Period - No Basket
184,PT00M00.00S,2021-12-15T03:36:17.9Z,1,REGULAR,period,end,[],0,,,1610612756,21,32,2021-12-15T03:36:17Z,1770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2021-12-15T03:39:08.4Z,2,REGULAR,substitution,out,['startperiod'],203496,,,1610612756,21,32,2021-12-15T03:39:29Z,1780000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2021-12-15T03:39:08.4Z,2,REGULAR,substitution,in,['startperiod'],1626181,,,1610612756,21,32,2021-12-15T03:39:29Z,1790000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2021-12-15T03:39:45.8Z,2,REGULAR,period,start,[],0,,,1610612757,21,32,2021-12-15T03:39:45Z,1800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M46.00S,2021-12-15T03:39:59.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,7.440867279894875,54.41176470588235,1610612757,23,32,2021-12-15T03:40:02Z,1810000,-22.0,17.0,1,left,N. Powell driving floating Jump Shot (5 PTS),[1626181],1610612757.0,POR,driving floating,,,Powell,N. Powell,,,,,,,,2.81,Made,,,,,5.0,,,,,,,,,,,
190,PT11M39.00S,2021-12-15T03:40:05.4Z,2,REGULAR,3pt,Jump Shot,[],1629013,72.35545335085413,18.38235294117647,1610612756,23,32,2021-12-15T03:40:11Z,1820000,-158.0,207.0,1,right,MISS L. Shamet 26' pullup 3PT,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,,,,26.08,Missed,,,,,,,,,,,,,,,,
191,PT11M37.00S,2021-12-15T03:40:07.4Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612757,23,32,2021-12-15T03:40:11Z,1830000,,,0,,N. Powell REBOUND (Off:0 Def:3),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,190.0,3.0,3.0,0.0,,,,,,,,,,,,
