actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
86,PT04M54.00S,2023-03-14T23:25:03.0Z,1,REGULAR,2pt,Jump Shot,[],202330,92.59198423127464,68.87254901960785,1610612766,14,17,2023-03-14T23:37:15Z,830000,False,94.0,17.0,1,right,G. Hayward 9' turnaround fadeaway Jump Shot (2 PTS) (T. Rozier 4 AST),"[202330, 1626179]",1610612766.0,CHA,turnaround fadeaway,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Right,9.59,Made,,2.0,T. Rozier,1626179.0,4.0,,,,,,,,,,,,,
88,PT04M40.00S,2023-03-14T23:25:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,5.732588699080158,50.98039215686274,1610612739,14,19,2023-03-14T23:25:23Z,850000,False,-5.0,1.0,1,left,D. Garland driving Layup (9 PTS),[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,0.51,Made,,9.0,,,,,,,,,,,,,,,,
89,PT04M40.00S,2023-03-14T23:25:22.2Z,1,REGULAR,foul,personal,['1freethrow'],1630550,,,1610612739,14,19,2023-03-14T23:25:35Z,860000,False,,,0,,J. Thor shooting personal FOUL (1 PF) (Garland 1 FT),"[1630550, 1629636]",1610612766.0,CHA,shooting,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200832.0,1.0,0.0,Garland,1629636.0,,,
91,PT04M40.00S,2023-03-14T23:25:43.6Z,1,REGULAR,freethrow,1 of 1,[],1629636,,,1610612739,14,19,2023-03-14T23:25:45Z,880000,False,,,0,,MISS D. Garland Free Throw 1 of 1,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
92,PT04M37.00S,2023-03-14T23:25:46.6Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,14,19,2023-03-14T23:25:45Z,890000,False,,,0,,N. Richards REBOUND (Off:1 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,91.0,,,,,,,3.0,2.0,1.0,,,,,,,,
93,PT04M14.00S,2023-03-14T23:26:08.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,94.03745072273325,50.49019607843137,1610612766,16,19,2023-03-14T23:26:12Z,900000,False,2.0,4.0,1,right,N. Richards cutting DUNK (5 PTS) (D. Smith Jr. 1 AST),"[1630208, 1628372]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.43,Made,,5.0,D. Smith Jr.,1628372.0,1.0,,,,,,,,,,,,,
95,PT03M53.00S,2023-03-14T23:26:34.0Z,1,REGULAR,foul,personal,['2freethrow'],1630550,,,1610612739,16,19,2023-03-14T23:27:10Z,920000,False,,,0,,J. Thor shooting personal FOUL (2 PF) (Garland 2 FT),"[1630550, 1629636]",1610612766.0,CHA,shooting,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1155.0,2.0,0.0,Garland,1629636.0,,,
98,PT03M53.00S,2023-03-14T23:27:25.2Z,1,REGULAR,substitution,out,[],1630208,,,1610612739,16,19,2023-03-14T23:27:37Z,950000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M53.00S,2023-03-14T23:27:25.2Z,1,REGULAR,substitution,out,[],202330,,,1610612739,16,19,2023-03-14T23:27:37Z,960000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M53.00S,2023-03-14T23:27:25.2Z,1,REGULAR,substitution,in,[],1626162,,,1610612739,16,19,2023-03-14T23:27:37Z,970000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M53.00S,2023-03-14T23:27:25.2Z,1,REGULAR,substitution,in,[],1629023,,,1610612739,16,19,2023-03-14T23:27:37Z,980000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M53.00S,2023-03-14T23:27:42.4Z,1,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,16,19,2023-03-14T23:27:42Z,990000,False,,,0,,MISS D. Garland Free Throw 1 of 2,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
103,PT03M53.00S,2023-03-14T23:27:42.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,16,19,2023-03-14T23:27:42Z,1000000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,
104,PT03M53.00S,2023-03-14T23:28:02.7Z,1,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,16,20,2023-03-14T23:28:02Z,1010000,False,,,0,,D. Garland Free Throw 2 of 2 (10 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
105,PT03M53.00S,2023-03-14T23:28:26.4Z,1,REGULAR,substitution,out,[],1629636,,,1610612766,16,20,2023-03-14T23:28:29Z,1020000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M53.00S,2023-03-14T23:28:26.4Z,1,REGULAR,substitution,in,[],201937,,,1610612766,16,20,2023-03-14T23:28:29Z,1030000,False,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M39.00S,2023-03-14T23:28:46.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,91.93495400788436,64.95098039215686,1610612766,16,20,2023-03-14T23:43:42Z,1040000,False,75.0,23.0,1,right,MISS T. Rozier 7' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,7.83,Missed,,,,,,,,,,,,,,,,,,
108,PT03M36.00S,2023-03-14T23:28:49.2Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,16,20,2023-03-14T23:28:51Z,1050000,False,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,In The Paint (Non-RA),0-8 Center,,,107.0,,,,,,,2.0,2.0,0.0,,,,,,,,
109,PT03M26.00S,2023-03-14T23:28:58.9Z,1,REGULAR,3pt,Jump Shot,[],1626224,31.35676741130092,54.41176470588235,1610612739,16,20,2023-03-14T23:29:02Z,1060000,False,-22.0,242.0,1,left,MISS C. Osman 24' pullup 3PT,[1626224],1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,Above the Break 3,24+ Center,24.33,Missed,,,,,,,,,,,,,,,,,,
110,PT03M24.00S,2023-03-14T23:29:00.9Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,16,20,2023-03-14T23:29:02Z,1070000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,109.0,,,,,,,2.0,2.0,0.0,,,,,,,,
225,PT03M19.00S,2023-03-14T23:29:05.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630550,90.48948751642575,53.18627450980392,1610612766,16,20,2023-03-14T23:50:57Z,1075000,False,16.0,37.0,1,right,MISS J. Thor driving Layup - blocked,"[1630550, 201937]",1610612766.0,CHA,driving,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,Rubio,201937.0,,,,,,,,,,,
226,PT03M19.00S,2023-03-14T23:29:05.1Z,1,REGULAR,block,,[],201937,,,1610612766,16,20,2023-03-14T23:49:56Z,1077500,False,,,0,,R. Rubio BLOCK (1 BLK),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT03M18.00S,2023-03-14T23:29:06.1Z,1,REGULAR,rebound,offensive,[],1630550,,,1610612766,16,20,2023-03-14T23:50:57Z,1078750,False,,,0,,J. Thor REBOUND (Off:1 Def:0),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,225.0,,,,,,,1.0,0.0,1.0,,,,,,,,
111,PT03M17.00S,2023-03-14T23:29:11.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630550,92.72339027595268,52.450980392156865,1610612766,18,20,2023-03-14T23:51:14Z,1080000,False,12.0,16.0,1,right,J. Thor putback Layup (2 PTS),[1630550],1610612766.0,CHA,putback,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,2.01,Made,,2.0,,,,,,,,,,,,,,,,
112,PT03M00.00S,2023-03-14T23:29:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630205,6.258212877792378,54.166666666666664,1610612739,18,20,2023-03-14T23:29:29Z,1090000,False,-21.0,6.0,1,left,MISS L. Stevens driving Layup,[1630205],1610612739.0,CLE,driving,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
113,PT02M56.00S,2023-03-14T23:29:29.1Z,1,REGULAR,rebound,offensive,[],1630205,,,1610612739,18,20,2023-03-14T23:29:29Z,1100000,False,,,0,,L. Stevens REBOUND (Off:1 Def:2),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,112.0,,,,,,,3.0,2.0,1.0,,,,,,,,
114,PT02M56.00S,2023-03-14T23:29:28.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630205,5.590000152587891,50.0,1610612739,18,22,2023-03-14T23:29:28Z,1110000,False,0.0,0.0,1,left,L. Stevens putback Layup (7 PTS),[1630205],1610612739.0,CLE,putback,,,Stevens,L. Stevens,,,,,Mid-Range,8-16 Left,0.0,Made,,7.0,,,,,,,,,,,,,,,,
115,PT02M46.00S,2023-03-14T23:29:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.19776609724047,52.69607843137255,1610612766,18,22,2023-03-14T23:29:45Z,1120000,False,13.0,21.0,1,right,MISS T. Rozier driving Layup - blocked,"[1626179, 1629731]",1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,Wade,1629731.0,,,,,,,,,,,
116,PT02M46.00S,2023-03-14T23:29:39.6Z,1,REGULAR,block,,[],1629731,,,1610612766,18,22,2023-03-14T23:29:42Z,1130000,False,,,0,,D. Wade BLOCK (1 BLK),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
117,PT02M42.00S,2023-03-14T23:29:43.6Z,1,REGULAR,rebound,defensive,[],201937,,,1610612739,18,22,2023-03-14T23:29:45Z,1140000,False,,,0,,R. Rubio REBOUND (Off:0 Def:1),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Restricted Area,0-8 Center,,,115.0,,,,,,,1.0,1.0,0.0,,,,,,,,
118,PT02M41.00S,2023-03-14T23:29:44.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201937,8.09789750328515,54.90196078431373,1610612739,18,22,2023-03-14T23:29:51Z,1150000,False,-25.0,24.0,1,left,MISS R. Rubio running Layup,[201937],1610612739.0,CLE,running,,,Rubio,R. Rubio,,,,,Restricted Area,0-8 Center,3.4,Missed,,,,,,,,,,,,,,,,,,
119,PT02M38.00S,2023-03-14T23:29:47.3Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612739,18,22,2023-03-14T23:29:47Z,1160000,False,,,0,,I. Okoro REBOUND (Off:1 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,118.0,,,,,,,2.0,1.0,1.0,,,,,,,,
120,PT02M36.00S,2023-03-14T23:29:49.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629731,29.122864651773984,75.73529411764706,1610612739,18,22,2023-03-14T23:29:54Z,1170000,False,-129.0,221.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
121,PT02M36.00S,2023-03-14T23:29:49.3Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,18,22,2023-03-14T23:29:54Z,1180000,False,,,0,,J. Thor REBOUND (Off:1 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Left Center,,,120.0,,,,,,,2.0,1.0,1.0,,,,,,,,
122,PT02M19.00S,2023-03-14T23:30:05.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,92.32917214191852,47.794117647058826,1610612766,20,22,2023-03-14T23:30:09Z,1190000,False,-11.0,20.0,1,right,D. Smith Jr. driving Layup (2 PTS) (T. Rozier 5 AST),"[1628372, 1626179]",1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,2.25,Made,,2.0,T. Rozier,1626179.0,5.0,,,,,,,,,,,,,
123,PT02M08.00S,2023-03-14T23:30:16.6Z,1,REGULAR,3pt,Jump Shot,[],1629731,32.013797634691194,35.294117647058826,1610612739,20,22,2023-03-14T23:30:21Z,1200000,False,74.0,248.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Center,25.9,Missed,,,,,,,,,,,,,,,,,,
124,PT02M05.00S,2023-03-14T23:30:19.6Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,20,22,2023-03-14T23:30:21Z,1210000,False,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,123.0,,,,,,,3.0,3.0,0.0,,,,,,,,
125,PT01M59.00S,2023-03-14T23:30:27.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,93.38042049934296,51.71568627450981,1610612766,22,22,2023-03-14T23:30:30Z,1220000,False,9.0,10.0,1,right,T. Rozier driving Layup (4 PTS),[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.3,Made,,4.0,,,,,,,,,,,,,,,,
126,PT01M59.00S,2023-03-14T23:30:33.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,22,22,2023-03-14T23:30:33Z,1230000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M59.00S,2023-03-14T23:32:10.1Z,1,REGULAR,substitution,out,[],1626179,,,1610612739,22,22,2023-03-14T23:33:22Z,1240000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M59.00S,2023-03-14T23:32:10.1Z,1,REGULAR,substitution,out,[],1630205,,,1610612739,22,22,2023-03-14T23:33:22Z,1250000,False,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M59.00S,2023-03-14T23:32:10.1Z,1,REGULAR,substitution,in,[],1631121,,,1610612739,22,22,2023-03-14T23:33:22Z,1260000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M59.00S,2023-03-14T23:32:10.1Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,22,22,2023-03-14T23:33:22Z,1270000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M45.00S,2023-03-14T23:33:46.4Z,1,REGULAR,foul,personal,[],1631121,,,1610612739,22,22,2023-03-14T23:56:58Z,1280000,False,,,0,,B. McGowens personal FOUL (1 PF),"[1631121, 1629731]",1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1155.0,1.0,0.0,Wade,1629731.0,,,
136,PT01M33.00S,2023-03-14T23:34:09.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,13.485545335085414,47.549019607843135,1610612739,22,22,2023-03-14T23:34:15Z,1300000,False,12.0,74.0,1,left,MISS C. LeVert 7' turnaround fadeaway Shot,[1627747],1610612739.0,CLE,turnaround fadeaway,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,7.53,Missed,,,,,,,,,,,,,,,,,,
137,PT01M29.00S,2023-03-14T23:34:13.0Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,22,22,2023-03-14T23:34:13Z,1310000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,136.0,,,,,,,1.0,1.0,0.0,,,,,,,,
138,PT01M21.00S,2023-03-14T23:34:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,87.46714848883047,48.529411764705884,1610612766,24,22,2023-03-14T23:34:24Z,1320000,False,-7.0,65.0,1,right,K. Oubre Jr. 6' driving bank Jump Shot (9 PTS),[1626162],1610612766.0,CHA,driving bank,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.57,Made,,9.0,,,,,,,,,,,,,,,,
139,PT01M10.00S,2023-03-14T23:34:31.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201937,8.754927726675426,49.26470588235294,1610612739,24,22,2023-03-14T23:34:38Z,1330000,False,4.0,30.0,1,left,MISS R. Rubio driving finger roll Layup - blocked,"[201937, 1628372]",1610612739.0,CLE,driving finger roll,,,Rubio,R. Rubio,,,,,Restricted Area,0-8 Center,3.0,Missed,,,,,,Smith Jr.,1628372.0,,,,,,,,,,,
289,PT01M10.00S,2023-03-14T23:34:31.7Z,1,REGULAR,block,,[],1628372,,,1610612739,24,22,2023-03-15T00:04:02Z,1335000,False,,,0,,D. Smith Jr. BLOCK (1 BLK),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
140,PT01M05.00S,2023-03-14T23:34:36.7Z,1,REGULAR,rebound,offensive,[],1627747,,,1610612739,24,22,2023-03-15T00:04:02Z,1340000,False,,,0,,C. LeVert REBOUND (Off:2 Def:0),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,139.0,,,,,,,2.0,0.0,2.0,,,,,,,,
141,PT01M05.00S,2023-03-14T23:34:36.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627747,5.590000152587891,50.0,1610612739,24,22,2023-03-14T23:34:36Z,1350000,False,0.0,0.0,1,left,MISS C. LeVert tip Layup,[1627747],1610612739.0,CLE,tip,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
142,PT01M04.00S,2023-03-14T23:34:37.3Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,24,22,2023-03-14T23:34:37Z,1360000,False,,,0,,J. Thor REBOUND (Off:1 Def:2),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Mid-Range,8-16 Left,,,141.0,,,,,,,3.0,2.0,1.0,,,,,,,,
143,PT00M59.00S,2023-03-14T23:34:48.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,68.80749014454665,69.6078431372549,1610612766,27,22,2023-03-15T00:02:26Z,1370000,False,98.0,241.0,1,right,K. Oubre Jr. 25' 3PT running (12 PTS) (D. Smith Jr. 2 AST),"[1626162, 1628372]",1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,25.99,Made,,12.0,D. Smith Jr.,1628372.0,2.0,,,,,,,,,,,,,
147,PT00M49.60S,2023-03-14T23:35:19.8Z,1,REGULAR,3pt,Jump Shot,[],1627747,7.966491458607096,96.32352941176471,1610612739,27,25,2023-03-15T00:03:43Z,1410000,False,-232.0,22.0,1,left,C. LeVert 3PT  (6 PTS) (R. Rubio 1 AST),"[1627747, 201937]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Left Corner 3,24+ Left,23.27,Made,,6.0,R. Rubio,201937.0,1.0,,,,,,,,,,,,,
149,PT00M36.80S,2023-03-14T23:35:42.5Z,1,REGULAR,foul,personal,[],1629731,,,1610612766,27,25,2023-03-14T23:38:05Z,1430000,False,,,0,,D. Wade personal FOUL (1 PF),"[1629731, 1629023]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,200832.0,1.0,0.0,Washington,1629023.0,,,
151,PT00M35.70S,2023-03-14T23:35:58.3Z,1,REGULAR,turnover,out-of-bounds,[],1626162,,,1610612766,27,25,2023-03-14T23:36:15Z,1450000,False,,,0,,K. Oubre Jr. bad pass out-of-bounds TURNOVER (2 TO),[1626162],1610612766.0,CHA,bad pass,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628484.0,,,,,2.0,,
152,PT00M30.50S,2023-03-14T23:36:06.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627747,22.946780551905388,90.44117647058823,1610612739,27,28,2023-03-14T23:36:20Z,1460000,False,-202.0,163.0,1,left,C. LeVert 25' 3PT  (9 PTS) (R. Rubio 2 AST),"[1627747, 201937]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,25.98,Made,,9.0,R. Rubio,201937.0,2.0,,,,,,,,,,,,,
154,PT00M16.20S,2023-03-14T23:36:25.0Z,1,REGULAR,turnover,out-of-bounds,[],1626162,,,1610612766,27,28,2023-03-14T23:36:31Z,1480000,False,,,0,,K. Oubre Jr. bad pass out-of-bounds TURNOVER (3 TO),[1626162],1610612766.0,CHA,bad pass,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,200832.0,,,,,3.0,,
155,PT00M16.20S,2023-03-14T23:36:34.6Z,1,REGULAR,substitution,out,[],1630171,,,1610612739,27,28,2023-03-14T23:36:41Z,1490000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M16.20S,2023-03-14T23:36:34.6Z,1,REGULAR,substitution,in,[],1629636,,,1610612739,27,28,2023-03-14T23:36:41Z,1500000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M00.30S,2023-03-14T23:37:17.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629636,5.601182654402102,53.431372549019606,1610612739,27,30,2023-03-14T23:37:22Z,1520000,False,-17.0,0.0,1,left,D. Garland driving finger roll Layup (12 PTS) (R. Rubio 3 AST),"[1629636, 201937]",1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,1.72,Made,,12.0,R. Rubio,201937.0,3.0,,,,,,,,,,,,,
160,PT00M00.00S,2023-03-14T23:37:36.5Z,1,REGULAR,period,end,[],0,,,1610612766,27,30,2023-03-14T23:37:36Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-03-14T23:38:00.9Z,2,REGULAR,substitution,out,['startperiod'],1630550,,,1610612766,27,30,2023-03-14T23:40:02Z,1550000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-03-14T23:38:00.9Z,2,REGULAR,substitution,out,['startperiod'],1629731,,,1610612766,27,30,2023-03-14T23:40:02Z,1560000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-03-14T23:38:00.9Z,2,REGULAR,substitution,in,['startperiod'],1630539,,,1610612766,27,30,2023-03-14T23:40:02Z,1570000,False,,,0,,SUB in: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-03-14T23:38:00.9Z,2,REGULAR,substitution,in,['startperiod'],1630596,,,1610612766,27,30,2023-03-14T23:40:02Z,1580000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-03-14T23:40:10.6Z,2,REGULAR,period,start,[],0,,,1610612766,27,30,2023-03-14T23:40:10Z,1590000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M54.00S,2023-03-14T23:40:18.6Z,2,REGULAR,foul,personal,[],1629636,,,1610612766,27,30,2023-03-15T00:08:16Z,1600000,False,,,0,,D. Garland personal FOUL (1 PF),"[1629636, 1628372]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1155.0,1.0,0.0,Smith Jr.,1628372.0,,,
169,PT11M37.00S,2023-03-14T23:41:09.8Z,2,REGULAR,3pt,Jump Shot,[],1626162,87.72996057818659,5.147058823529411,1610612766,27,30,2023-03-15T00:09:07Z,1630000,False,-224.0,63.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
170,PT11M35.00S,2023-03-14T23:41:11.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,27,30,2023-03-15T00:09:07Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Left Corner 3,24+ Left,,,169.0,,,,,,,,,,,,,,,,,
171,PT11M35.00S,2023-03-14T23:41:16.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612766,27,30,2023-03-15T00:09:52Z,1650000,False,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1155.0,,,,,,,
