actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
504,PT00M01.00S,2022-10-22T00:45:39.7Z,3,REGULAR,rebound,offensive,[],203468,,,1610612740,85,93,2022-10-22T00:48:58Z,4910000,,,0,,C. McCollum REBOUND (Off:1 Def:4),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,502.0,5.0,4.0,1.0,,,,,,,,,,,,,,
505,PT00M00.00S,2022-10-22T00:45:53.7Z,3,REGULAR,period,end,[],0,,,1610612740,85,93,2022-10-22T00:45:53Z,4920000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2022-10-22T00:48:05.2Z,4,REGULAR,substitution,out,['startperiod'],1629667,,,1610612740,85,93,2022-10-22T00:48:36Z,4930000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-10-22T00:48:05.2Z,4,REGULAR,substitution,out,['startperiod'],1627742,,,1610612740,85,93,2022-10-22T00:48:36Z,4940000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-10-22T00:48:05.2Z,4,REGULAR,substitution,in,['startperiod'],1626179,,,1610612740,85,93,2022-10-22T00:48:36Z,4950000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-10-22T00:48:05.2Z,4,REGULAR,substitution,in,['startperiod'],1628984,,,1610612740,85,93,2022-10-22T00:48:36Z,4960000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2022-10-22T00:48:38.0Z,4,REGULAR,period,start,[],0,,,1610612766,85,93,2022-10-22T00:48:38Z,4970000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT11M42.00S,2022-10-22T00:48:55.3Z,4,REGULAR,turnover,bad pass,[],1628372,,,1610612766,85,93,2022-10-22T00:48:59Z,4980000,,,0,,D. Smith Jr. bad pass TURNOVER (1 TO),"[1628372, 1630530]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,Murphy III,1630530.0,,,,,
514,PT11M42.00S,2022-10-22T00:48:55.3Z,4,REGULAR,steal,,[],1630530,,,1610612740,85,93,2022-10-22T00:48:57Z,4990000,,,0,,T. Murphy III STEAL (2 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
515,PT11M33.00S,2022-10-22T00:49:03.6Z,4,REGULAR,turnover,lost ball,[],203468,,,1610612740,85,93,2022-10-22T00:51:56Z,5000000,,,0,,C. McCollum lost ball TURNOVER (2 TO),"[203468, 1628372]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Smith Jr.,1628372.0,,,,,
516,PT11M33.00S,2022-10-22T00:49:03.6Z,4,REGULAR,steal,,[],1628372,,,1610612766,85,93,2022-10-22T00:49:06Z,5010000,,,0,,D. Smith Jr. STEAL (2 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
517,PT11M29.00S,2022-10-22T00:49:07.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628372,92.06636005256242,50.49019607843137,1610612766,87,93,2022-10-22T00:49:15Z,5020000,2.0,22.0,1,right,D. Smith Jr. running DUNK (10 PTS),[1628372],1610612766.0,CHA,running,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,10.0,,,,,,,,,,,,,
518,PT11M10.00S,2022-10-22T00:49:26.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.258212877792378,60.78431372549019,1610612740,87,93,2022-10-22T00:49:31Z,5030000,-54.0,6.0,1,left,MISS Z. Williamson Layup,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,,,,,,,,,,,,,,
519,PT11M08.00S,2022-10-22T00:49:28.7Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612766,87,93,2022-10-22T00:49:28Z,5040000,,,0,,T. Rozier REBOUND (Off:4 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,518.0,6.0,2.0,4.0,,,,,,,,,,,,,,
520,PT11M04.00S,2022-10-22T00:49:32.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630547,92.19776609724047,96.81372549019608,1610612766,87,93,2022-10-22T00:53:05Z,5050000,234.0,21.0,1,right,MISS J. Bouknight running 3PT,[1630547],1610612766.0,CHA,running,,,Bouknight,J. Bouknight,,,,,Right Corner 3,24+ Right,23.5,Missed,,,,,,,,,,,,,,,,,,
521,PT11M02.00S,2022-10-22T00:49:34.1Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,87,93,2022-10-22T00:49:38Z,5060000,,,0,,T. Murphy III REBOUND (Off:1 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,520.0,3.0,2.0,1.0,,,,,,,,,,,,,,
522,PT10M54.00S,2022-10-22T00:49:43.6Z,4,REGULAR,turnover,lost ball,[],1629627,,,1610612740,87,93,2022-10-22T00:49:51Z,5070000,,,0,,Z. Williamson lost ball TURNOVER (3 TO),"[1629627, 1628372]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,3.0,Smith Jr.,1628372.0,,,,,
523,PT10M54.00S,2022-10-22T00:49:43.6Z,4,REGULAR,steal,,[],1628372,,,1610612766,87,93,2022-10-22T00:49:46Z,5080000,,,0,,D. Smith Jr. STEAL (3 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
524,PT10M43.00S,2022-10-22T00:50:33.9Z,4,REGULAR,jumpball,recovered,[],1628984,,,1610612766,87,93,2022-10-22T00:50:33Z,5090000,,,0,,Jump Ball T. Murphy III vs. D. Smith Jr.: Tip to D. Graham,"[1628984, 1630530, 1628372]",1610612740.0,NOP,heldball,D. Graham,1628984.0,Graham,D. Graham,Murphy III,1630530.0,Smith Jr.,1628372.0,,,,,,,,,,,,,,,,,,,,,,
527,PT10M43.00S,2022-10-22T00:50:33.9Z,4,REGULAR,turnover,lost ball,[],1630547,,,1610612766,87,93,2022-10-22T00:50:33Z,5120000,,,0,,J. Bouknight lost ball TURNOVER (1 TO),"[1630547, 1630530]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,1.0,Murphy III,1630530.0,,,,,
528,PT10M43.00S,2022-10-22T00:50:33.9Z,4,REGULAR,steal,,[],1630530,,,1610612740,87,93,2022-10-22T00:50:33Z,5130000,,,0,,T. Murphy III STEAL (3 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M35.00S,2022-10-22T00:50:40.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203468,24.392247043363994,87.74509803921569,1610612740,87,93,2022-10-22T00:50:44Z,5140000,-189.0,177.0,1,left,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,,
530,PT10M34.00S,2022-10-22T00:50:42.3Z,4,REGULAR,rebound,offensive,[],1626204,,,1610612740,87,93,2022-10-22T00:50:42Z,5150000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:0),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,529.0,1.0,0.0,1.0,,,,,,,,,,,,,,
531,PT10M32.00S,2022-10-22T00:50:44.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203468,24.78646517739816,87.00980392156863,1610612740,87,93,2022-10-22T00:50:52Z,5160000,-185.0,180.0,1,left,MISS C. McCollum 25' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
532,PT10M30.00S,2022-10-22T00:50:46.3Z,4,REGULAR,rebound,offensive,[],203468,,,1610612740,87,93,2022-10-22T00:50:46Z,5170000,,,0,,C. McCollum REBOUND (Off:2 Def:4),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,531.0,6.0,4.0,2.0,,,,,,,,,,,,,,
533,PT10M29.00S,2022-10-22T00:50:47.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628984,31.09395532194481,36.51960784313725,1610612740,87,93,2022-10-22T00:50:57Z,5180000,67.0,240.0,1,left,MISS D. Graham 24' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,24.91,Missed,,,,,,,,,,,,,,,,,,
534,PT10M26.00S,2022-10-22T00:50:50.8Z,4,REGULAR,rebound,offensive,[],1626204,,,1610612740,87,93,2022-10-22T00:50:50Z,5190000,,,0,,L. Nance Jr. REBOUND (Off:2 Def:0),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,,,533.0,2.0,0.0,2.0,,,,,,,,,,,,,,
535,PT10M24.00S,2022-10-22T00:50:58.6Z,4,REGULAR,foul,personal,[],1629023,,,1610612740,87,93,2022-10-22T00:51:12Z,5200000,,,0,,P. Washington personal FOUL (4 PF),"[1629023, 1629627]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1830.0,4.0,0.0,Williamson,1629627.0
537,PT10M15.00S,2022-10-22T00:51:21.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629627,5.863994743758213,57.107843137254896,1610612740,87,93,2022-10-22T00:51:26Z,5220000,-36.0,3.0,1,left,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.56,Missed,,,,,,,,,,,,,,,,,,
538,PT10M11.00S,2022-10-22T00:51:24.4Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612766,87,93,2022-10-22T00:51:24Z,5230000,,,0,,T. Rozier REBOUND (Off:4 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,537.0,7.0,3.0,4.0,,,,,,,,,,,,,,
539,PT10M07.00S,2022-10-22T00:51:28.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,70.12155059132719,75.24509803921569,1610612766,87,93,2022-10-22T00:55:12Z,5240000,126.0,228.0,1,right,MISS P. Washington 26' running 3PT,[1629023],1610612766.0,CHA,running,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,26.09,Missed,,,,,,,,,,,,,,,,,,
540,PT10M05.00S,2022-10-22T00:51:30.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,87,93,2022-10-22T00:51:36Z,5250000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,539.0,,,,,,,,,,,,,,,,,
542,PT10M02.00S,2022-10-22T00:51:59.0Z,4,REGULAR,turnover,out-of-bounds,[],1629023,,,1610612766,87,93,2022-10-22T00:52:05Z,5270000,,,0,,P. Washington bad pass out-of-bounds TURNOVER (3 TO),[1629023],1610612766.0,CHA,bad pass,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,,,1830.0,,,,
543,PT09M45.00S,2022-10-22T00:52:30.8Z,4,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612740,87,93,2022-10-22T00:52:45Z,5280000,,,0,,P. Washington shooting personal FOUL (5 PF) (Graham 2 FT),"[1629023, 1628984]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627524.0,5.0,0.0,Graham,1628984.0
545,PT09M45.00S,2022-10-22T00:52:57.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628984,,,1610612740,87,93,2022-10-22T00:52:57Z,5300000,,,0,,MISS D. Graham Free Throw 1 of 2,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
546,PT09M45.00S,2022-10-22T00:52:57.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,87,93,2022-10-22T00:52:57Z,5310000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,545.0,,,,,,,,,,,,,,,,,
547,PT09M45.00S,2022-10-22T00:53:00.1Z,4,REGULAR,substitution,out,[],1630547,,,1610612740,87,93,2022-10-22T00:53:11Z,5320000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT09M45.00S,2022-10-22T00:53:00.1Z,4,REGULAR,substitution,out,[],1629023,,,1610612740,87,93,2022-10-22T00:53:11Z,5330000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT09M45.00S,2022-10-22T00:53:00.1Z,4,REGULAR,substitution,in,[],1629667,,,1610612740,87,93,2022-10-22T00:53:11Z,5340000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT09M45.00S,2022-10-22T00:53:00.1Z,4,REGULAR,substitution,in,[],202330,,,1610612740,87,93,2022-10-22T00:53:11Z,5350000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT09M45.00S,2022-10-22T00:53:33.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628984,,,1610612740,87,94,2022-10-22T00:53:33Z,5360000,,,0,,D. Graham Free Throw 2 of 2 (4 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
552,PT09M35.00S,2022-10-22T00:53:47.0Z,4,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612766,87,94,2022-10-22T00:54:06Z,5370000,,,0,,T. Murphy III shooting personal FOUL (2 PF) (Rozier 2 FT),"[1630530, 1626179]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1830.0,2.0,0.0,Rozier,1626179.0
554,PT09M35.00S,2022-10-22T00:54:20.2Z,4,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,88,94,2022-10-22T00:54:20Z,5390000,,,0,,T. Rozier Free Throw 1 of 2 (19 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
555,PT09M35.00S,2022-10-22T00:54:22.7Z,4,REGULAR,substitution,out,[],1630530,,,1610612766,88,94,2022-10-22T00:54:28Z,5400000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT09M35.00S,2022-10-22T00:54:22.7Z,4,REGULAR,substitution,in,[],1630529,,,1610612766,88,94,2022-10-22T00:54:28Z,5410000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT09M35.00S,2022-10-22T00:54:40.3Z,4,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,89,94,2022-10-22T00:54:40Z,5420000,,,0,,T. Rozier Free Throw 2 of 2 (20 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
558,PT09M16.00S,2022-10-22T00:55:01.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,17.0335085413929,51.225490196078425,1610612740,89,96,2022-10-22T00:55:08Z,5430000,-6.0,108.0,1,left,L. Nance Jr. 10' floating Jump Shot (2 PTS) (H. Jones 2 AST),"[1626204, 1630529]",1610612740.0,NOP,floating,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.78,Made,,,,,2.0,H. Jones,1630529.0,2.0,,,,,,,,,,
560,PT09M04.00S,2022-10-22T00:55:14.1Z,4,REGULAR,2pt,Jump Shot,[],1626179,72.88107752956637,32.1078431372549,1610612766,89,96,2022-10-22T00:57:19Z,5450000,-89.0,202.0,1,right,MISS T. Rozier 22' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Left Center,22.13,Missed,,,,,,,,,,,,,,,,,,
561,PT09M02.00S,2022-10-22T00:55:16.1Z,4,REGULAR,rebound,defensive,[],1629627,,,1610612740,89,96,2022-10-22T00:55:18Z,5460000,,,0,,Z. Williamson REBOUND (Off:2 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Left Center,,,560.0,5.0,3.0,2.0,,,,,,,,,,,,,,
562,PT08M50.00S,2022-10-22T00:55:27.9Z,4,REGULAR,2pt,Jump Shot,[],1626204,6.521024967148489,71.32352941176471,1610612740,89,96,2022-10-22T00:55:32Z,5470000,-107.0,9.0,1,left,MISS L. Nance Jr. 10' floating Shot,[1626204],1610612740.0,NOP,floating,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Left,10.7,Missed,,,,,,,,,,,,,,,,,,
563,PT08M47.00S,2022-10-22T00:55:30.9Z,4,REGULAR,rebound,defensive,[],1629667,,,1610612766,89,96,2022-10-22T00:55:32Z,5480000,,,0,,J. McDaniels REBOUND (Off:0 Def:5),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,562.0,5.0,5.0,0.0,,,,,,,,,,,,,,
564,PT08M38.00S,2022-10-22T00:55:39.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,90.09526938239159,56.372549019607845,1610612766,91,96,2022-10-22T00:55:48Z,5490000,32.0,41.0,1,right,G. Hayward turnaround Jump Shot (21 PTS) (J. McDaniels 2 AST),"[202330, 1629667]",1610612766.0,CHA,turnaround,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,5.16,Made,,,,,21.0,J. McDaniels,1629667.0,2.0,,,,,,,,,,
565,PT08M25.00S,2022-10-22T00:56:09.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,19.267411300919843,44.36274509803921,1610612740,91,96,2022-10-22T00:56:13Z,5500000,28.0,129.0,1,left,MISS C. McCollum 13' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,13.17,Missed,,,,,,,,,,,,,,,,,,
566,PT08M23.00S,2022-10-22T00:56:11.0Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612766,91,96,2022-10-22T00:56:13Z,5510000,,,0,,T. Rozier REBOUND (Off:4 Def:4),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,565.0,8.0,4.0,4.0,,,,,,,,,,,,,,
567,PT08M18.00S,2022-10-22T00:56:20.6Z,4,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612766,91,96,2022-10-22T00:56:31Z,5520000,,,0,,L. Nance Jr. shooting personal FOUL (2 PF) (Rozier 2 FT),"[1626204, 1626179]",1610612740.0,NOP,shooting,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201638.0,2.0,1.0,Rozier,1626179.0
569,PT08M18.00S,2022-10-22T00:56:58.2Z,4,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,91,96,2022-10-22T00:56:58Z,5540000,,,0,,MISS T. Rozier Free Throw 1 of 2,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
570,PT08M18.00S,2022-10-22T00:56:58.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,91,96,2022-10-22T00:56:58Z,5550000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,569.0,,,,,,,,,,,,,,,,,
571,PT08M18.00S,2022-10-22T00:57:00.2Z,4,REGULAR,substitution,out,[],1629627,,,1610612766,91,96,2022-10-22T00:57:12Z,5560000,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT08M18.00S,2022-10-22T00:57:00.2Z,4,REGULAR,substitution,out,[],203468,,,1610612766,91,96,2022-10-22T00:57:12Z,5570000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT08M18.00S,2022-10-22T00:57:00.2Z,4,REGULAR,substitution,in,[],1627742,,,1610612766,91,96,2022-10-22T00:57:12Z,5580000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT08M18.00S,2022-10-22T00:57:00.2Z,4,REGULAR,substitution,in,[],1630230,,,1610612766,91,96,2022-10-22T00:57:12Z,5590000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT08M18.00S,2022-10-22T00:57:27.0Z,4,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,92,96,2022-10-22T00:57:27Z,5600000,,,0,,T. Rozier Free Throw 2 of 2 (21 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
577,PT08M09.00S,2022-10-22T00:57:47.6Z,4,REGULAR,substitution,out,[],1626204,,,1610612740,92,96,2022-10-22T00:57:51Z,5620000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT08M09.00S,2022-10-22T00:57:47.6Z,4,REGULAR,substitution,in,[],202685,,,1610612740,92,96,2022-10-22T00:57:51Z,5630000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT08M02.00S,2022-10-22T00:58:07.1Z,4,REGULAR,2pt,Jump Shot,[],1627742,22.158344283837057,55.14705882352941,1610612740,92,96,2022-10-22T00:58:16Z,5640000,-26.0,156.0,1,left,MISS B. Ingram 15' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Center,15.79,Missed,,,,,,,,,,,,,,,,,,
580,PT07M56.00S,2022-10-22T00:58:11.8Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612740,92,96,2022-10-22T00:58:11Z,5650000,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Center,,,579.0,1.0,0.0,1.0,,,,,,,,,,,,,,
581,PT07M56.00S,2022-10-22T00:58:11.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,5.590000152587891,50.0,1610612740,92,96,2022-10-22T00:58:11Z,5660000,0.0,0.0,1,left,MISS N. Marshall tip Layup,[1630230],1610612740.0,NOP,tip,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
582,PT07M55.00S,2022-10-22T00:58:12.8Z,4,REGULAR,rebound,defensive,[],1628372,,,1610612766,92,96,2022-10-22T00:58:12Z,5670000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Left,,,581.0,2.0,2.0,0.0,,,,,,,,,,,,,,
583,PT07M44.00S,2022-10-22T00:58:24.1Z,4,REGULAR,3pt,Jump Shot,[],1628372,93.24901445466492,3.9215686274509802,1610612766,92,96,2022-10-22T00:58:27Z,5680000,-230.0,11.0,1,right,MISS D. Smith Jr. 3PT,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Left Corner 3,24+ Left,23.07,Missed,,,,,,,,,,,,,,,,,,
584,PT07M42.00S,2022-10-22T00:58:26.1Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,92,96,2022-10-22T00:58:27Z,5690000,,,0,,J. Valanciunas REBOUND (Off:3 Def:10),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Left Corner 3,24+ Left,,,583.0,13.0,10.0,3.0,,,,,,,,,,,,,,
585,PT07M29.00S,2022-10-22T00:58:39.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,6.258212877792378,46.32352941176471,1610612740,92,96,2022-10-22T00:58:49Z,5700000,18.0,6.0,1,left,MISS B. Ingram driving reverse Layup,[1627742],1610612740.0,NOP,driving reverse,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,,
586,PT07M27.00S,2022-10-22T00:58:41.5Z,4,REGULAR,rebound,offensive,[],1630529,,,1610612740,92,96,2022-10-22T00:58:41Z,5710000,,,0,,H. Jones REBOUND (Off:1 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,585.0,2.0,1.0,1.0,,,,,,,,,,,,,,
587,PT07M25.00S,2022-10-22T00:58:43.8Z,4,REGULAR,turnover,lost ball,[],1627742,,,1610612740,92,96,2022-10-22T00:58:52Z,5720000,,,0,,B. Ingram lost ball TURNOVER (4 TO),"[1627742, 202330]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,4.0,Hayward,202330.0,,,,,
