actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
261,PT05M37.00S,2022-11-05T23:53:33.1Z,2,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612751,30,38,2022-11-05T23:53:40Z,2590000,,,0,,K. Oubre Jr. shooting personal FOUL (2 PF) (Durant 2 FT),"[1626162, 201142]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1628484.0,2.0,0.0,Durant,201142.0,,,
263,PT05M37.00S,2022-11-05T23:54:02.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201142,,,1610612751,30,39,2022-11-05T23:54:02Z,2610000,,,0,,K. Durant Free Throw 1 of 2 (9 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
264,PT05M37.00S,2022-11-05T23:54:18.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201142,,,1610612751,30,40,2022-11-05T23:54:18Z,2620000,,,0,,K. Durant Free Throw 2 of 2 (10 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
265,PT05M22.00S,2022-11-05T23:54:34.8Z,2,REGULAR,3pt,Jump Shot,[],1626162,72.88107752956637,81.12745098039215,1610612766,33,40,2022-11-05T23:54:39Z,2630000,156.0,202.0,1,right,K. Oubre Jr. 25' 3PT  (11 PTS) (T. Maledon 2 AST),"[1626162, 1630177]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,25.53,Made,,,,,11.0,T. Maledon,1630177.0,2.0,,,,,,,,,,
267,PT05M03.00S,2022-11-05T23:54:53.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,5.732588699080158,53.431372549019606,1610612751,33,40,2022-11-05T23:57:11Z,2650000,-17.0,1.0,1,left,MISS R. O'Neale driving Layup,[1626220],1610612751.0,BKN,driving,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,,
268,PT05M02.00S,2022-11-05T23:54:54.2Z,2,REGULAR,rebound,defensive,[],1630177,,,1610612766,33,40,2022-11-05T23:54:58Z,2660000,,,0,,T. Maledon REBOUND (Off:0 Def:2),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,,,267.0,2.0,2.0,0.0,,,,,,,,,,,,,,
269,PT04M57.00S,2022-11-05T23:54:59.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630550,92.59198423127464,50.73529411764706,1610612766,33,40,2022-11-05T23:55:07Z,2670000,4.0,17.0,1,right,MISS J. Thor Layup - blocked,"[1630550, 201142]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,,,,,Durant,201142.0,,,,,,,,
270,PT04M57.00S,2022-11-05T23:54:59.4Z,2,REGULAR,block,,[],201142,,,1610612766,33,40,2022-11-05T23:55:02Z,2680000,,,0,,K. Durant BLOCK (2 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
271,PT04M54.00S,2022-11-05T23:55:02.4Z,2,REGULAR,rebound,defensive,[],202693,,,1610612751,33,40,2022-11-05T23:55:07Z,2690000,,,0,,M. Morris REBOUND (Off:0 Def:2),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,269.0,2.0,2.0,0.0,,,,,,,,,,,,,,
272,PT04M44.00S,2022-11-05T23:55:13.2Z,2,REGULAR,2pt,Jump Shot,[],201142,19.004599211563733,72.05882352941177,1610612751,33,42,2022-11-05T23:55:21Z,2700000,-110.0,126.0,1,left,K. Durant 16' pullup Jump Shot (12 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,16.75,Made,,,,,12.0,,,,,,,,,,,,,
273,PT04M27.00S,2022-11-05T23:55:31.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,89.22470433639947,55.553002450980394,1610612766,33,42,2022-11-05T23:58:17Z,2710000,28.0,49.0,1,right,MISS M. Plumlee Layup,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,5.62,Missed,,,,,,,,,,,,,,,,,,
274,PT04M25.00S,2022-11-05T23:55:33.9Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,33,42,2022-11-05T23:58:17Z,2720000,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,273.0,3.0,2.0,1.0,,,,,,,,,,,,,,
275,PT04M25.00S,2022-11-05T23:55:35.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203486,94.40999984741211,50.0,1610612766,33,42,2022-11-05T23:58:34Z,2730000,0.0,0.0,1,right,MISS M. Plumlee tip Layup,[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
276,PT04M24.00S,2022-11-05T23:55:36.6Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,33,42,2022-11-05T23:58:34Z,2740000,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,275.0,4.0,2.0,2.0,,,,,,,,,,,,,,
277,PT04M23.00S,2022-11-05T23:55:36.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203486,94.40999984741211,50.0,1610612766,33,42,2022-11-05T23:58:51Z,2750000,0.0,0.0,1,right,MISS M. Plumlee tip Layup,[203486],1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
278,PT04M22.00S,2022-11-05T23:55:37.9Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,33,42,2022-11-05T23:58:51Z,2760000,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,277.0,1.0,1.0,0.0,,,,,,,,,,,,,,
279,PT04M12.00S,2022-11-05T23:55:44.4Z,2,REGULAR,3pt,Jump Shot,[],1628410,6.783837056504599,97.05882352941177,1610612751,33,42,2022-11-05T23:55:51Z,2770000,-235.0,11.0,1,left,MISS E. Sumner 3PT,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,Left Corner 3,24+ Left,23.56,Missed,,,,,,,,,,,,,,,,,,
280,PT04M12.00S,2022-11-05T23:55:44.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,33,42,2022-11-05T23:55:51Z,2780000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Left Corner 3,24+ Left,,,279.0,,,,,,,,,,,,,,,,,
282,PT04M12.00S,2022-11-05T23:55:50.1Z,2,REGULAR,substitution,out,[],1630177,,,1610612751,33,42,2022-11-05T23:56:11Z,2800000,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M12.00S,2022-11-05T23:55:50.1Z,2,REGULAR,substitution,out,[],1626162,,,1610612751,33,42,2022-11-05T23:56:11Z,2810000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M12.00S,2022-11-05T23:55:50.1Z,2,REGULAR,substitution,out,[],1630550,,,1610612751,33,42,2022-11-05T23:56:11Z,2820000,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M12.00S,2022-11-05T23:55:50.1Z,2,REGULAR,substitution,in,[],1626179,,,1610612751,33,42,2022-11-05T23:56:11Z,2830000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M12.00S,2022-11-05T23:55:50.1Z,2,REGULAR,substitution,in,[],1629023,,,1610612751,33,42,2022-11-05T23:56:11Z,2840000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M12.00S,2022-11-05T23:55:50.1Z,2,REGULAR,substitution,in,[],1629667,,,1610612751,33,42,2022-11-05T23:56:11Z,2850000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M09.00S,2022-11-05T23:56:20.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201142,7.88436268068331,75.71231617647058,1610612751,33,44,2022-11-06T00:00:14Z,2860000,-129.0,22.0,1,left,K. Durant 13' pullup Jump Shot (14 PTS) (E. Sumner 1 AST),"[201142, 1628410]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,13.04,Made,,,,,14.0,E. Sumner,1628410.0,1.0,,,,,,,,,,
290,PT03M45.00S,2022-11-05T23:56:44.4Z,2,REGULAR,3pt,Jump Shot,[],1626179,83.39356110381078,96.07843137254902,1610612766,36,44,2022-11-05T23:56:49Z,2880000,230.0,104.0,1,right,T. Rozier 25' 3PT  (13 PTS) (J. Bouknight 2 AST),"[1626179, 1630547]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,25.26,Made,,,,,13.0,J. Bouknight,1630547.0,2.0,,,,,,,,,,
292,PT03M28.00S,2022-11-05T23:57:01.0Z,2,REGULAR,3pt,Jump Shot,[],202693,28.991458607095925,75.0,1610612751,36,44,2022-11-05T23:57:07Z,2900000,-125.0,220.0,1,left,MISS M. Morris 25' 3PT,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,25.3,Missed,,,,,,,,,,,,,,,,,,
293,PT03M24.00S,2022-11-05T23:57:05.0Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,36,44,2022-11-05T23:57:07Z,2910000,,,0,,J. McDaniels REBOUND (Off:1 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,292.0,4.0,3.0,1.0,,,,,,,,,,,,,,
294,PT03M11.00S,2022-11-05T23:57:20.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203486,91.93495400788436,54.166666666666664,1610612766,38,44,2022-11-06T00:01:28Z,2920000,21.0,23.0,1,right,M. Plumlee turnaround Hook (2 PTS) (T. Rozier 1 AST),"[203486, 1626179]",1610612766.0,CHA,turnaround,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,3.12,Made,,,,,2.0,T. Rozier,1626179.0,1.0,,,,,,,,,,
295,PT03M11.00S,2022-11-05T23:57:23.0Z,2,REGULAR,foul,personal,['1freethrow'],202693,,,1610612766,38,44,2022-11-05T23:57:32Z,2930000,,,0,,M. Morris shooting personal FOUL (2 PF) (Plumlee 1 FT),"[202693, 203486]",1610612751.0,BKN,shooting,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628484.0,2.0,0.0,Plumlee,203486.0,,,
297,PT03M11.00S,2022-11-05T23:57:45.0Z,2,REGULAR,freethrow,1 of 1,[],203486,,,1610612766,39,44,2022-11-05T23:57:45Z,2950000,,,0,,M. Plumlee Free Throw 1 of 1 (3 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
298,PT02M55.00S,2022-11-05T23:58:05.4Z,2,REGULAR,3pt,Jump Shot,[],202693,31.882391590013142,54.65686274509803,1610612751,39,44,2022-11-05T23:58:12Z,2960000,-23.0,247.0,1,left,MISS M. Morris 24' 3PT,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,24.83,Missed,,,,,,,,,,,,,,,,,,
299,PT02M53.00S,2022-11-05T23:58:07.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,39,44,2022-11-05T23:58:12Z,2970000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,298.0,,,,,,,,,,,,,,,,,
301,PT02M53.00S,2022-11-05T23:58:15.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,39,44,2022-11-05T23:58:15Z,2990000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M32.00S,2022-11-06T00:01:23.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,86.94152431011827,50.0,1610612766,39,44,2022-11-06T00:01:31Z,3000000,0.0,70.0,1,right,MISS P. Washington 7' Hook,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,,,,,,,,,,,,,,
303,PT02M30.00S,2022-11-06T00:01:25.2Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612751,39,44,2022-11-06T00:01:31Z,3010000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,302.0,2.0,2.0,0.0,,,,,,,,,,,,,,
304,PT02M19.00S,2022-11-06T00:01:36.8Z,2,REGULAR,3pt,Jump Shot,[],1626220,28.597240473061763,19.362745098039216,1610612751,39,47,2022-11-06T00:01:45Z,3020000,153.0,216.0,1,left,R. O'Neale 26' 3PT  (3 PTS) (M. Morris 1 AST),"[1626220, 202693]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,26.51,Made,,,,,3.0,M. Morris,202693.0,1.0,,,,,,,,,,
306,PT02M05.00S,2022-11-06T00:01:50.5Z,2,REGULAR,3pt,Jump Shot,[],1626179,74.32654402102497,13.480392156862745,1610612766,42,47,2022-11-06T00:02:35Z,3040000,-183.0,189.0,1,right,T. Rozier 26' 3PT pullup (16 PTS),[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,26.27,Made,,,,,16.0,,,,,,,,,,,,,
307,PT01M42.00S,2022-11-06T00:02:15.7Z,2,REGULAR,foul,personal,[],1629667,,,1610612751,42,47,2022-11-06T00:02:28Z,3050000,,,0,,J. McDaniels personal FOUL (1 PF),"[1629667, 202693]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,200832.0,1.0,0.0,Morris,202693.0,,,
309,PT01M42.00S,2022-11-06T00:02:26.8Z,2,REGULAR,substitution,out,[],202693,,,1610612751,42,47,2022-11-06T00:02:33Z,3070000,,,0,,SUB out: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M42.00S,2022-11-06T00:02:26.8Z,2,REGULAR,substitution,in,[],203925,,,1610612751,42,47,2022-11-06T00:02:33Z,3080000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M32.00S,2022-11-06T00:02:47.7Z,2,REGULAR,2pt,Jump Shot,[],201142,7.835085413929041,72.79411764705883,1610612751,42,47,2022-11-06T00:02:53Z,3090000,-114.0,21.0,1,left,MISS K. Durant 11' Jump Shot,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,11.59,Missed,,,,,,,,,,,,,,,,,,
313,PT01M29.00S,2022-11-06T00:02:50.7Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,42,47,2022-11-06T00:02:53Z,3100000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,312.0,1.0,1.0,0.0,,,,,,,,,,,,,,
314,PT01M21.00S,2022-11-06T00:02:58.1Z,2,REGULAR,3pt,Jump Shot,[],1629667,80.50262812089356,93.62745098039215,1610612766,42,47,2022-11-06T00:03:02Z,3110000,218.0,131.0,1,right,MISS J. McDaniels 25' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
315,PT01M19.00S,2022-11-06T00:03:00.1Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,42,47,2022-11-06T00:03:02Z,3120000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,314.0,3.0,3.0,0.0,,,,,,,,,,,,,,
316,PT01M02.00S,2022-11-06T00:03:19.0Z,2,REGULAR,turnover,traveling,[],1630560,,,1610612751,42,47,2022-11-06T00:05:43Z,3130000,,,0,,C. Thomas traveling TURNOVER (1 TO),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,204058.0,,,,,1.0,,
317,PT00M42.40S,2022-11-06T00:03:53.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630547,90.22667542706965,50.0,1610612766,44,47,2022-11-06T00:04:03Z,3140000,0.0,39.0,1,right,J. Bouknight cutting Layup (3 PTS) (P. Washington 1 AST),"[1630547, 1629023]",1610612766.0,CHA,cutting,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,3.94,Made,,,,,3.0,P. Washington,1629023.0,1.0,,,,,,,,,,
319,PT00M31.90S,2022-11-06T00:04:10.7Z,2,REGULAR,3pt,Jump Shot,[],1628410,5.601182654402102,2.941176470588235,1610612751,44,50,2022-11-06T00:04:15Z,3160000,235.0,0.0,1,left,E. Sumner 3PT  (6 PTS) (R. O'Neale 2 AST),"[1628410, 1626220]",1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,Right Corner 3,24+ Right,23.53,Made,,,,,6.0,R. O'Neale,1626220.0,2.0,,,,,,,,,,
321,PT00M07.90S,2022-11-06T00:04:37.8Z,2,REGULAR,2pt,Jump Shot,[],1626179,80.89684625492772,68.62745098039215,1610612766,44,50,2022-11-06T00:04:42Z,3180000,93.0,127.0,1,right,MISS T. Rozier 15' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,15.76,Missed,,,,,,,,,,,,,,,,,,
322,PT00M04.90S,2022-11-06T00:04:40.8Z,2,REGULAR,rebound,defensive,[],1630560,,,1610612751,44,50,2022-11-06T00:04:42Z,3190000,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,,,321.0,2.0,2.0,0.0,,,,,,,,,,,,,,
323,PT00M02.10S,2022-11-06T00:04:45.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626179,,,1610612751,44,50,2022-11-06T00:05:01Z,3200000,,,0,,T. Rozier shooting personal FOUL (1 PF) (Thomas 2 FT),"[1626179, 1630560]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200832.0,1.0,0.0,Thomas,1630560.0,,,
325,PT00M02.10S,2022-11-06T00:05:21.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630560,,,1610612751,44,51,2022-11-06T00:05:21Z,3220000,,,0,,C. Thomas Free Throw 1 of 2 (8 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
326,PT00M02.10S,2022-11-06T00:05:30.9Z,2,REGULAR,substitution,out,[],203925,,,1610612751,44,51,2022-11-06T00:05:36Z,3230000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M02.10S,2022-11-06T00:05:30.9Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,44,51,2022-11-06T00:05:36Z,3240000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M02.10S,2022-11-06T00:05:46.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630560,,,1610612751,44,52,2022-11-06T00:05:46Z,3250000,,,0,,C. Thomas Free Throw 2 of 2 (9 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
331,PT00M00.00S,2022-11-06T00:06:04.6Z,2,REGULAR,period,end,[],0,,,1610612766,44,52,2022-11-06T00:06:04Z,3280000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-11-06T00:20:06.2Z,3,REGULAR,substitution,out,['startperiod'],1630547,,,1610612766,44,52,2022-11-06T00:21:45Z,3290000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-11-06T00:20:06.2Z,3,REGULAR,substitution,out,['startperiod'],1630560,,,1610612766,44,52,2022-11-06T00:21:45Z,3300000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-11-06T00:20:06.2Z,3,REGULAR,substitution,in,['startperiod'],1626162,,,1610612766,44,52,2022-11-06T00:21:45Z,3310000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-11-06T00:20:06.2Z,3,REGULAR,substitution,in,['startperiod'],203925,,,1610612766,44,52,2022-11-06T00:21:45Z,3320000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-11-06T00:21:45.6Z,3,REGULAR,period,start,[],0,,,1610612766,44,52,2022-11-06T00:21:45Z,3330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M39.00S,2022-11-06T00:22:05.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,6.389618922470433,49.754901960784316,1610612766,46,52,2022-11-06T00:22:26Z,3340000,1.0,8.0,1,left,T. Rozier driving Layup (18 PTS),[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,18.0,,,,,,,,,,,,,
338,PT11M22.00S,2022-11-06T00:22:24.5Z,3,REGULAR,turnover,out-of-bounds,[],1628410,,,1610612751,46,52,2022-11-06T00:22:37Z,3350000,,,0,,E. Sumner step out-of-bounds TURNOVER (1 TO),[1628410],1610612751.0,BKN,step,,,Sumner,E. Sumner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,204058.0,,,,,1.0,,
339,PT11M09.00S,2022-11-06T00:22:47.8Z,3,REGULAR,turnover,lost ball,[],1626162,,,1610612766,46,52,2022-11-06T00:22:51Z,3360000,,,0,,K. Oubre Jr. lost ball TURNOVER (1 TO),"[1626162, 1629651]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Claxton,1629651.0
340,PT11M09.00S,2022-11-06T00:22:47.8Z,3,REGULAR,steal,,[],1629651,,,1610612751,46,52,2022-11-06T00:22:49Z,3370000,,,0,,N. Claxton STEAL (2 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
341,PT11M06.00S,2022-11-06T00:22:51.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629651,92.72339027595268,51.225490196078425,1610612751,46,54,2022-11-06T00:23:01Z,3380000,6.0,16.0,1,right,N. Claxton running Layup (9 PTS),[1629651],1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.7,Made,,,,,9.0,,,,,,,,,,,,,
342,PT10M47.00S,2022-11-06T00:23:10.4Z,3,REGULAR,3pt,Jump Shot,[],1626162,31.35676741130092,58.82352941176471,1610612766,46,54,2022-11-06T00:23:55Z,3390000,-44.0,242.0,1,left,MISS K. Oubre Jr. 24' pullup 3PT,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,24.63,Missed,,,,,,,,,,,,,,,,,,
343,PT10M46.00S,2022-11-06T00:23:11.4Z,3,REGULAR,rebound,defensive,[],1628410,,,1610612751,46,54,2022-11-06T00:23:27Z,3400000,,,0,,E. Sumner REBOUND (Off:1 Def:2),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,Above the Break 3,24+ Center,,,342.0,3.0,2.0,1.0,,,,,,,,,,,,,,
344,PT10M46.00S,2022-11-06T00:23:22.8Z,3,REGULAR,foul,personal,[],203486,,,1610612751,46,54,2022-11-06T00:23:30Z,3410000,,,0,,M. Plumlee personal FOUL (2 PF),"[203486, 1628410]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,204058.0,2.0,0.0,Sumner,1628410.0,,,
346,PT10M34.00S,2022-11-06T00:23:37.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,81.2910643889619,55.88235294117647,1610612751,46,54,2022-11-06T00:24:34Z,3430000,29.0,123.0,1,right,MISS K. Durant 12' turnaround fadeaway Shot,[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,12.69,Missed,,,,,,,,,,,,,,,,,,
347,PT10M32.00S,2022-11-06T00:23:39.5Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,46,54,2022-11-06T00:23:44Z,3440000,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,346.0,5.0,3.0,2.0,,,,,,,,,,,,,,
