actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
89,PT05M32.00S,2022-11-05T23:24:17.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629651,6.915243101182654,47.30392156862745,1610612751,11,14,2022-11-05T23:28:15Z,870000,13.0,13.0,1,left,N. Claxton putback DUNK (5 PTS),[1629651],1610612751.0,BKN,putback,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,5.0,,,,,,,,,,,,,
90,PT05M24.00S,2022-11-05T23:24:32.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,11,14,2022-11-05T23:24:32Z,880000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M24.00S,2022-11-05T23:26:20.5Z,1,REGULAR,substitution,out,[],1628372,,,1610612766,11,14,2022-11-05T23:27:08Z,890000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M24.00S,2022-11-05T23:26:20.5Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,11,14,2022-11-05T23:27:08Z,900000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M24.00S,2022-11-05T23:26:20.5Z,1,REGULAR,substitution,in,[],1629667,,,1610612766,11,14,2022-11-05T23:27:08Z,910000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M24.00S,2022-11-05T23:26:20.5Z,1,REGULAR,substitution,in,[],1630177,,,1610612766,11,14,2022-11-05T23:27:08Z,920000,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M14.00S,2022-11-05T23:27:33.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,92.59198423127464,53.18627450980392,1610612766,11,14,2022-11-05T23:29:17Z,930000,16.0,17.0,1,right,MISS K. Oubre Jr. driving Layup,[1626162],1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
96,PT05M12.00S,2022-11-05T23:27:35.0Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,11,14,2022-11-05T23:27:41Z,940000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,,,
97,PT04M59.00S,2022-11-05T23:27:48.1Z,1,REGULAR,3pt,Jump Shot,[],1630560,22.28975032851511,90.68627450980392,1610612751,11,17,2022-11-05T23:27:54Z,950000,-203.0,157.0,1,left,C. Thomas 25' 3PT  (3 PTS) (K. Durant 1 AST),"[1630560, 201142]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,25.69,Made,,,,,3.0,K. Durant,201142.0,1.0,,,,,,,,,,
99,PT04M30.00S,2022-11-05T23:28:17.5Z,1,REGULAR,2pt,Jump Shot,[],1629667,80.76544021024968,72.79411764705883,1610612766,11,17,2022-11-05T23:28:27Z,970000,114.0,128.0,1,right,MISS J. McDaniels 17' Jump Shot,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right Center,17.16,Missed,,,,,,,,,,,,,,,,,,
100,PT04M28.00S,2022-11-05T23:28:19.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,11,17,2022-11-05T23:28:27Z,980000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right Center,,,99.0,,,,,,,,,,,,,,,,,
102,PT04M28.00S,2022-11-05T23:28:25.4Z,1,REGULAR,substitution,out,[],203486,,,1610612751,11,17,2022-11-05T23:28:28Z,1000000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M28.00S,2022-11-05T23:28:25.4Z,1,REGULAR,substitution,in,[],1630208,,,1610612751,11,17,2022-11-05T23:28:28Z,1010000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M16.00S,2022-11-05T23:28:46.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,5.601182654402102,48.77450980392157,1610612751,11,19,2022-11-05T23:30:03Z,1020000,6.0,0.0,1,left,N. Claxton alley-oop DUNK (7 PTS) (C. Thomas 1 AST),"[1629651, 1630560]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,7.0,C. Thomas,1630560.0,1.0,,,,,,,,,,
106,PT03M57.00S,2022-11-05T23:29:04.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,90.09526938239159,50.98039215686274,1610612766,11,19,2022-11-05T23:31:30Z,1040000,5.0,41.0,1,right,MISS T. Maledon driving Layup,[1630177],1610612766.0,CHA,driving,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,,,,,,
107,PT03M56.00S,2022-11-05T23:29:05.2Z,1,REGULAR,rebound,offensive,[],1630208,,,1610612766,11,19,2022-11-05T23:31:10Z,1050000,,,0,,N. Richards REBOUND (Off:1 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,106.0,1.0,0.0,1.0,,,,,,,,,,,,,,
108,PT03M55.00S,2022-11-05T23:29:06.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,92.72339027595268,50.245098039215684,1610612766,11,19,2022-11-05T23:31:39Z,1060000,1.0,16.0,1,right,MISS N. Richards putback Layup - blocked,"[1630208, 1629651]",1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,Claxton,1629651.0,,,,,,,,
109,PT03M55.00S,2022-11-05T23:29:06.4Z,1,REGULAR,block,,[],1629651,,,1610612766,11,19,2022-11-05T23:29:10Z,1070000,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
110,PT03M55.00S,2022-11-05T23:29:06.4Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,11,19,2022-11-05T23:29:12Z,1080000,,,0,,N. Claxton REBOUND (Off:2 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,108.0,4.0,2.0,2.0,,,,,,,,,,,,,,
111,PT03M41.00S,2022-11-05T23:29:20.0Z,1,REGULAR,2pt,Jump Shot,[],1630560,9.06701708278581,32.8201593137255,1610612751,11,19,2022-11-05T23:32:24Z,1090000,86.0,33.0,1,left,MISS C. Thomas 9' driving floating bank Shot,[1630560],1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,9.19,Missed,,,,,,,,,,,,,,,,,,
112,PT03M40.00S,2022-11-05T23:29:21.0Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,11,19,2022-11-05T23:29:31Z,1100000,,,0,,N. Richards REBOUND (Off:1 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,111.0,2.0,1.0,1.0,,,,,,,,,,,,,,
113,PT03M28.00S,2022-11-05T23:29:34.0Z,1,REGULAR,3pt,Jump Shot,[],1626162,70.12155059132719,77.69607843137256,1610612766,11,19,2022-11-05T23:29:54Z,1110000,138.0,228.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,26.71,Missed,,,,,,,,,,,,,,,,,,
114,PT03M28.00S,2022-11-05T23:29:34.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,11,19,2022-11-05T23:29:54Z,1120000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,113.0,,,,,,,,,,,,,,,,,
116,PT03M27.00S,2022-11-05T23:29:44.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612751,11,19,2022-11-05T23:29:44Z,1140000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M27.00S,2022-11-05T23:30:35.3Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,11,19,2022-11-05T23:31:12Z,1150000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M27.00S,2022-11-05T23:30:35.3Z,1,REGULAR,substitution,in,[],1629139,,,1610612751,11,19,2022-11-05T23:31:12Z,1160000,,,0,,SUB in: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M15.00S,2022-11-05T23:31:20.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,6.1268068331143235,49.50980392156863,1610612751,11,21,2022-11-05T23:31:27Z,1170000,2.0,5.0,1,left,K. Durant cutting DUNK (6 PTS) (Y. Watanabe 1 AST),"[201142, 1629139]",1610612751.0,BKN,cutting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,0.57,Made,,,,,6.0,Y. Watanabe,1629139.0,1.0,,,,,,,,,,
121,PT02M57.00S,2022-11-05T23:31:37.8Z,1,REGULAR,2pt,Jump Shot,[],1626162,93.82391590013141,70.75674019607843,1610612766,11,21,2022-11-05T23:33:30Z,1190000,104.0,6.0,1,right,MISS K. Oubre Jr. 10' pullup Shot,[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,10.4,Missed,,,,,,,,,,,,,,,,,,
122,PT02M55.00S,2022-11-05T23:31:39.8Z,1,REGULAR,rebound,offensive,[],1629667,,,1610612766,11,21,2022-11-05T23:31:44Z,1200000,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,,,121.0,1.0,0.0,1.0,,,,,,,,,,,,,,
123,PT02M54.00S,2022-11-05T23:31:40.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629667,93.9060446780552,53.431372549019606,1610612766,13,21,2022-11-05T23:31:51Z,1210000,17.0,5.0,1,right,J. McDaniels putback Layup (2 PTS),[1629667],1610612766.0,CHA,putback,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.79,Made,,,,,2.0,,,,,,,,,,,,,
124,PT02M39.00S,2022-11-05T23:31:55.2Z,1,REGULAR,3pt,Jump Shot,[],1629139,33.065045992115635,49.01960784313725,1610612751,13,24,2022-11-05T23:32:00Z,1220000,5.0,258.0,1,left,Y. Watanabe 25' 3PT  (3 PTS) (C. Thomas 2 AST),"[1629139, 1630560]",1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Center,25.83,Made,,,,,3.0,C. Thomas,1630560.0,2.0,,,,,,,,,,
126,PT02M24.00S,2022-11-05T23:32:10.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630547,88.12417871222075,49.754901960784316,1610612766,13,24,2022-11-05T23:34:05Z,1240000,-1.0,59.0,1,right,MISS J. Bouknight driving floating Shot,[1630547],1610612766.0,CHA,driving floating,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),0-8 Center,5.91,Missed,,,,,,,,,,,,,,,,,,
127,PT02M24.00S,2022-11-05T23:32:10.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,13,24,2022-11-05T23:32:23Z,1250000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,126.0,,,,,,,,,,,,,,,,,
129,PT02M24.00S,2022-11-05T23:32:16.0Z,1,REGULAR,substitution,out,[],1630177,,,1610612751,13,24,2022-11-05T23:32:30Z,1270000,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M24.00S,2022-11-05T23:32:16.0Z,1,REGULAR,substitution,out,[],1626162,,,1610612751,13,24,2022-11-05T23:32:30Z,1280000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M24.00S,2022-11-05T23:32:16.0Z,1,REGULAR,substitution,out,[],1626220,,,1610612751,13,24,2022-11-05T23:32:30Z,1290000,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M24.00S,2022-11-05T23:32:16.0Z,1,REGULAR,substitution,in,[],1629023,,,1610612751,13,24,2022-11-05T23:32:30Z,1300000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M24.00S,2022-11-05T23:32:16.0Z,1,REGULAR,substitution,in,[],1626179,,,1610612751,13,24,2022-11-05T23:32:30Z,1310000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M24.00S,2022-11-05T23:32:16.0Z,1,REGULAR,substitution,in,[],201988,,,1610612751,13,24,2022-11-05T23:32:30Z,1320000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M04.00S,2022-11-05T23:32:51.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,16.113666228646515,57.84313725490197,1610612751,13,26,2022-11-05T23:34:52Z,1330000,-39.0,99.0,1,left,C. Thomas 10' driving floating Jump Shot (5 PTS) (P. Mills 1 AST),"[1630560, 201988]",1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,10.65,Made,,,,,5.0,P. Mills,201988.0,1.0,,,,,,,,,,
137,PT01M51.00S,2022-11-05T23:33:06.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629139,,,1610612766,13,26,2022-11-05T23:33:24Z,1350000,,,0,,Y. Watanabe shooting personal FOUL (1 PF) (Richards 2 FT),"[1629139, 1630208]",1610612751.0,BKN,shooting,,,Watanabe,Y. Watanabe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200832.0,1.0,0.0,Richards,1630208.0,,,
139,PT01M51.00S,2022-11-05T23:33:37.5Z,1,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,13,26,2022-11-05T23:33:37Z,1370000,,,0,,MISS N. Richards Free Throw 1 of 2,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT01M51.00S,2022-11-05T23:33:37.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,13,26,2022-11-05T23:33:37Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,,,
141,PT01M51.00S,2022-11-05T23:33:53.4Z,1,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,14,26,2022-11-05T23:33:53Z,1390000,,,0,,N. Richards Free Throw 2 of 2 (1 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
142,PT01M36.00S,2022-11-05T23:34:10.4Z,1,REGULAR,2pt,Jump Shot,[],1630560,22.339027595269386,58.76991421568628,1610612751,14,26,2022-11-05T23:35:29Z,1400000,-44.0,157.0,1,left,MISS C. Thomas 16' turnaround Shot,[1630560],1610612751.0,BKN,turnaround,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Center,16.35,Missed,,,,,,,,,,,,,,,,,,
143,PT01M33.00S,2022-11-05T23:34:13.4Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,14,26,2022-11-05T23:34:19Z,1410000,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Left Center,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,
144,PT01M25.00S,2022-11-05T23:34:22.0Z,1,REGULAR,3pt,Jump Shot,[],1629023,74.58935611038108,83.08823529411765,1610612766,17,26,2022-11-05T23:34:27Z,1420000,165.0,186.0,1,right,P. Washington 24' 3PT  (6 PTS) (J. McDaniels 1 AST),"[1629023, 1629667]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,24.92,Made,,,,,6.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,
146,PT01M11.00S,2022-11-05T23:34:38.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630208,,,1610612751,17,26,2022-11-05T23:34:56Z,1440000,,,0,,N. Richards personal FOUL (1 PF) (Thomas 2 FT),"[1630208, 1630560]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200832.0,1.0,0.0,Thomas,1630560.0,,,
148,PT01M11.00S,2022-11-05T23:35:07.0Z,1,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,17,27,2022-11-05T23:35:07Z,1460000,,,0,,C. Thomas Free Throw 1 of 2 (6 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
149,PT01M11.00S,2022-11-05T23:35:22.3Z,1,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,17,28,2022-11-05T23:35:22Z,1470000,,,0,,C. Thomas Free Throw 2 of 2 (7 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
150,PT01M02.00S,2022-11-05T23:35:35.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629139,,,1610612766,17,28,2022-11-05T23:35:42Z,1480000,,,0,,Y. Watanabe shooting personal FOUL (2 PF) (Bouknight 2 FT),"[1629139, 1630547]",1610612751.0,BKN,shooting,,,Watanabe,Y. Watanabe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200832.0,2.0,0.0,Bouknight,1630547.0,,,
152,PT01M02.00S,2022-11-05T23:36:00.6Z,1,REGULAR,freethrow,1 of 2,[],1630547,,,1610612766,17,28,2022-11-05T23:36:00Z,1500000,,,0,,MISS J. Bouknight Free Throw 1 of 2,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
153,PT01M02.00S,2022-11-05T23:36:00.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,17,28,2022-11-05T23:36:00Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,
154,PT01M02.00S,2022-11-05T23:36:13.7Z,1,REGULAR,freethrow,2 of 2,[],1630547,,,1610612766,18,28,2022-11-05T23:36:13Z,1520000,,,0,,J. Bouknight Free Throw 2 of 2 (1 PTS),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
155,PT00M50.90S,2022-11-05T23:36:26.5Z,1,REGULAR,3pt,Jump Shot,[],201142,32.802233902759525,44.11764705882353,1610612751,18,28,2022-11-05T23:36:31Z,1530000,29.0,256.0,1,left,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,25.75,Missed,,,,,,,,,,,,,,,,,,
156,PT00M48.90S,2022-11-05T23:36:28.5Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,18,28,2022-11-05T23:36:31Z,1540000,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,155.0,2.0,2.0,0.0,,,,,,,,,,,,,,
157,PT00M44.90S,2022-11-05T23:36:32.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,70.25295663600527,21.07843137254902,1610612766,21,28,2022-11-05T23:37:11Z,1550000,-145.0,227.0,1,right,T. Rozier 26' 3PT running (8 PTS) (J. McDaniels 2 AST),"[1626179, 1629667]",1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,26.92,Made,,,,,8.0,J. McDaniels,1629667.0,2.0,,,,,,,,,,
159,PT00M31.80S,2022-11-05T23:36:51.4Z,1,REGULAR,2pt,Jump Shot,[],201142,13.091327201051248,71.07843137254902,1610612751,21,30,2022-11-05T23:36:59Z,1570000,-105.0,71.0,1,left,K. Durant 12' pullup Jump Shot (8 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,12.69,Made,,,,,8.0,,,,,,,,,,,,,
160,PT00M19.50S,2022-11-05T23:37:04.7Z,1,REGULAR,3pt,Jump Shot,[],1626179,95.0886990801577,4.6568627450980395,1610612766,21,30,2022-11-05T23:37:56Z,1580000,-227.0,-6.0,1,right,MISS T. Rozier pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
161,PT00M16.80S,2022-11-05T23:37:07.4Z,1,REGULAR,rebound,defensive,[],1629139,,,1610612751,21,30,2022-11-05T23:37:07Z,1590000,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Left Corner 3,24+ Left,,,160.0,1.0,1.0,0.0,,,,,,,,,,,,,,
162,PT00M02.00S,2022-11-05T23:37:22.2Z,1,REGULAR,3pt,Jump Shot,[],1629139,30.042706964520367,25.0,1610612751,21,30,2022-11-05T23:37:37Z,1600000,125.0,230.0,1,left,MISS Y. Watanabe 26' 3PT,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Right Center,26.17,Missed,,,,,,,,,,,,,,,,,,
163,PT00M02.00S,2022-11-05T23:37:22.2Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,21,30,2022-11-05T23:37:37Z,1610000,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,162.0,3.0,3.0,0.0,,,,,,,,,,,,,,
164,PT00M00.00S,2022-11-05T23:37:32.2Z,1,REGULAR,period,end,[],0,,,1610612766,21,30,2022-11-05T23:37:32Z,1620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-11-05T23:39:00.6Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612766,21,30,2022-11-05T23:40:07Z,1630000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-11-05T23:39:00.6Z,2,REGULAR,substitution,out,['startperiod'],1630560,,,1610612766,21,30,2022-11-05T23:40:07Z,1640000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-11-05T23:39:00.6Z,2,REGULAR,substitution,in,['startperiod'],203925,,,1610612766,21,30,2022-11-05T23:40:07Z,1650000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-11-05T23:39:00.6Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612766,21,30,2022-11-05T23:40:07Z,1660000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-11-05T23:40:06.5Z,2,REGULAR,period,start,[],0,,,1610612766,21,30,2022-11-05T23:40:07Z,1670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M33.00S,2022-11-05T23:40:32.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,91.85282522996059,60.661764705882355,1610612766,21,30,2022-11-05T23:41:44Z,1680000,53.0,24.0,1,right,MISS J. Bouknight driving finger roll Layup,[1630547],1610612766.0,CHA,driving finger roll,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),0-8 Center,5.85,Missed,,,,,,,,,,,,,,,,,,
171,PT11M29.00S,2022-11-05T23:40:36.2Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,21,30,2022-11-05T23:41:44Z,1690000,,,0,,N. Richards REBOUND (Off:2 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,170.0,3.0,1.0,2.0,,,,,,,,,,,,,,
172,PT11M29.00S,2022-11-05T23:40:35.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,94.40999984741211,50.0,1610612766,23,30,2022-11-05T23:40:35Z,1700000,0.0,0.0,1,right,N. Richards tip Layup (3 PTS),[1630208],1610612766.0,CHA,tip,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,3.0,,,,,,,,,,,,,
173,PT11M14.00S,2022-11-05T23:40:50.9Z,2,REGULAR,2pt,Jump Shot,[],203552,19.84231274638634,79.63388480392157,1610612751,23,30,2022-11-05T23:41:54Z,1710000,-148.0,134.0,1,left,MISS S. Curry 19' pullup Shot,[203552],1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,19.98,Missed,,,,,,,,,,,,,,,,,,
174,PT11M12.00S,2022-11-05T23:40:52.9Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,23,30,2022-11-05T23:40:58Z,1720000,,,0,,N. Richards REBOUND (Off:2 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Left Center,,,173.0,4.0,2.0,2.0,,,,,,,,,,,,,,
