actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
259,PT05M12.00S,2023-04-04T23:57:49.7Z,2,REGULAR,turnover,traveling,[],1628424,,,1610612766,40,45,2023-04-04T23:57:55Z,2550000,False,,,0,,K. Simmons traveling TURNOVER (1 TO),[1628424],1610612766.0,CHA,,,,Simmons,K. Simmons,,,,,Above the Break 3,24+ Right Center,,,,,,,2530.0,,,,,1.0,,,,,,,,
260,PT04M57.00S,2023-04-04T23:58:13.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630173,8.360709592641262,49.50980392156863,1610612761,40,47,2023-04-04T23:58:17Z,2560000,False,2.0,26.0,1,left,P. Achiuwa DUNK (5 PTS) (P. Siakam 2 AST),"[1630173, 1627783]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,,,,,,,,,,,5.0,P. Siakam,1627783.0,2.0
262,PT04M42.00S,2023-04-04T23:58:30.9Z,2,REGULAR,turnover,out-of-bounds,[],1630177,,,1610612766,40,47,2023-04-04T23:58:40Z,2580000,False,,,0,,T. Maledon bad pass out-of-bounds TURNOVER (4 TO),[1630177],1610612766.0,CHA,bad pass,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,,,,,4.0,,,,,,,,
263,PT04M23.00S,2023-04-04T23:58:57.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630173,6.521024967148489,52.450980392156865,1610612761,40,47,2023-04-04T23:59:01Z,2590000,False,-12.0,9.0,1,left,MISS P. Achiuwa Layup,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,1.51,Missed,,,,,,,,,,,,,,,,,,
264,PT04M21.00S,2023-04-04T23:58:59.3Z,2,REGULAR,rebound,defensive,[],1630550,,,1610612766,40,47,2023-04-04T23:59:01Z,2600000,False,,,0,,J. Thor REBOUND (Off:0 Def:4),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,263.0,4.0,4.0,0.0,,,,,,,,,,,,,,
265,PT04M01.00S,2023-04-04T23:59:19.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631121,88.12417871222075,49.26470588235294,1610612766,42,47,2023-04-05T00:00:04Z,2610000,False,-4.0,59.0,1,right,B. McGowens driving floating Jump Shot (11 PTS) (T. Maledon 6 AST),"[1631121, 1630177]",1610612766.0,CHA,driving floating,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,,,,,,,,,,,,,,,11.0,T. Maledon,1630177.0,6.0
268,PT03M41.00S,2023-04-04T23:59:50.5Z,2,REGULAR,3pt,Jump Shot,[],203115,29.517082785808146,25.0,1610612761,42,50,2023-04-05T00:00:48Z,2630000,False,125.0,225.0,1,left,W. Barton 25' 3PT pullup (9 PTS),[203115],1610612761.0,TOR,pullup,,,Barton,W. Barton,,,,,Above the Break 3,24+ Right Center,25.74,Made,,,,,,,,,,,,,,,9.0,,,
269,PT03M15.00S,2023-04-05T00:00:18.3Z,2,REGULAR,3pt,Jump Shot,[],1628424,81.8166885676741,94.36274509803921,1610612766,45,50,2023-04-05T00:02:21Z,2640000,False,222.0,118.0,1,right,K. Simmons 25' 3PT pullup (3 PTS) (B. McGowens 3 AST),"[1628424, 1631121]",1610612766.0,CHA,pullup,,,Simmons,K. Simmons,,,,,Above the Break 3,24+ Right Center,25.14,Made,,,,,,,,,,,,,,,3.0,B. McGowens,1631121.0,3.0
271,PT02M59.00S,2023-04-05T00:00:33.6Z,2,REGULAR,3pt,Jump Shot,[],1630173,27.54599211563732,16.42156862745098,1610612761,45,50,2023-04-05T00:00:38Z,2660000,False,168.0,206.0,1,left,MISS P. Achiuwa 26' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,26.61,Missed,,,,,,,,,,,,,,,,,,
272,PT02M56.00S,2023-04-05T00:00:36.6Z,2,REGULAR,rebound,defensive,[],1630550,,,1610612766,45,50,2023-04-05T00:00:38Z,2670000,False,,,0,,J. Thor REBOUND (Off:0 Def:5),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Right Center,,,271.0,5.0,5.0,0.0,,,,,,,,,,,,,,
273,PT02M52.00S,2023-04-05T00:00:42.3Z,2,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612766,45,50,2023-04-05T00:00:57Z,2680000,False,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Simmons 2 FT),"[1630173, 1628424]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,1.0,0.0,Simmons,1628424.0,,,,,,,,,
275,PT02M52.00S,2023-04-05T00:01:08.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628424,,,1610612766,46,50,2023-04-05T00:01:08Z,2700000,False,,,0,,K. Simmons Free Throw 1 of 2 (4 PTS),[1628424],1610612766.0,CHA,,,,Simmons,K. Simmons,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
276,PT02M52.00S,2023-04-05T00:01:09.7Z,2,REGULAR,substitution,out,[],1630567,,,1610612766,46,50,2023-04-05T00:01:35Z,2710000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M52.00S,2023-04-05T00:01:09.7Z,2,REGULAR,substitution,out,[],1630173,,,1610612766,46,50,2023-04-05T00:01:35Z,2720000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M52.00S,2023-04-05T00:01:09.7Z,2,REGULAR,substitution,out,[],1628449,,,1610612766,46,50,2023-04-05T00:01:35Z,2730000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M52.00S,2023-04-05T00:01:09.7Z,2,REGULAR,substitution,in,[],1628384,,,1610612766,46,50,2023-04-05T00:01:35Z,2740000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M52.00S,2023-04-05T00:01:09.7Z,2,REGULAR,substitution,in,[],1627751,,,1610612766,46,50,2023-04-05T00:01:35Z,2750000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M52.00S,2023-04-05T00:01:09.7Z,2,REGULAR,substitution,in,[],1627832,,,1610612766,46,50,2023-04-05T00:01:35Z,2760000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M52.00S,2023-04-05T00:01:39.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628424,,,1610612766,47,50,2023-04-05T00:01:39Z,2770000,False,,,0,,K. Simmons Free Throw 2 of 2 (5 PTS),[1628424],1610612766.0,CHA,,,,Simmons,K. Simmons,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
283,PT02M28.00S,2023-04-05T00:01:59.8Z,2,REGULAR,3pt,Jump Shot,[],1627783,23.603810775295663,87.74509803921569,1610612761,47,50,2023-04-05T00:02:06Z,2780000,False,-189.0,169.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
284,PT02M22.00S,2023-04-05T00:02:05.8Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,47,50,2023-04-05T00:02:06Z,2790000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,283.0,2.0,1.0,1.0,,,,,,,,,,,,,,
285,PT02M22.00S,2023-04-05T00:02:05.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,5.590000152587891,50.0,1610612761,47,50,2023-04-05T00:02:05Z,2800000,False,0.0,0.0,1,left,MISS J. Poeltl tip Layup,[1627751],1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
286,PT02M21.00S,2023-04-05T00:02:05.6Z,2,REGULAR,rebound,defensive,[],1630177,,,1610612766,47,50,2023-04-05T00:02:05Z,2810000,False,,,0,,T. Maledon REBOUND (Off:1 Def:2),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Mid-Range,8-16 Left,,,285.0,3.0,2.0,1.0,,,,,,,,,,,,,,
287,PT02M14.00S,2023-04-05T00:02:13.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630208,86.02168199737189,46.568627450980394,1610612766,47,50,2023-04-05T00:02:17Z,2820000,False,-17.0,79.0,1,right,MISS N. Richards 8' Jump Shot,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,8.08,Missed,,,,,,,,,,,,,,,,,,
288,PT02M12.00S,2023-04-05T00:02:15.9Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,47,50,2023-04-05T00:02:17Z,2830000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,287.0,3.0,2.0,1.0,,,,,,,,,,,,,,
289,PT02M02.00S,2023-04-05T00:02:25.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,6.521024967148489,49.01960784313725,1610612761,47,52,2023-04-05T00:02:30Z,2840000,False,5.0,9.0,1,left,J. Poeltl Hook (6 PTS) (O. Anunoby 1 AST),"[1627751, 1628384]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,,,,,,,,,6.0,O. Anunoby,1628384.0,1.0
291,PT01M46.00S,2023-04-05T00:02:41.0Z,2,REGULAR,2pt,Jump Shot,[],1631121,83.919185282523,33.57843137254902,1610612766,49,52,2023-04-05T00:02:46Z,2860000,False,-82.0,99.0,1,right,B. McGowens 12' floating Jump Shot (13 PTS),[1631121],1610612766.0,CHA,floating,,,McGowens,B. McGowens,,,,,Mid-Range,8-16 Left,12.84,Made,,,,,,,,,,,,,,,13.0,,,
292,PT01M30.00S,2023-04-05T00:02:57.6Z,2,REGULAR,3pt,Jump Shot,[],203115,6.258212877792378,95.83333333333334,1610612761,49,55,2023-04-05T00:03:01Z,2870000,False,-229.0,6.0,1,left,W. Barton 3PT  (12 PTS) (O. Anunoby 2 AST),"[203115, 1628384]",1610612761.0,TOR,,,,Barton,W. Barton,,,,,Left Corner 3,24+ Left,22.93,Made,,,,,,,,,,,,,,,12.0,O. Anunoby,1628384.0,2.0
294,PT01M14.00S,2023-04-05T00:03:13.9Z,2,REGULAR,turnover,lost ball,[],1630177,,,1610612766,49,55,2023-04-05T00:03:18Z,2890000,False,,,0,,T. Maledon lost ball TURNOVER (5 TO),"[1630177, 1627832]",1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,5.0,VanVleet,1627832.0,,,,,,
295,PT01M14.00S,2023-04-05T00:03:13.9Z,2,REGULAR,steal,,[],1627832,,,1610612761,49,55,2023-04-05T00:03:15Z,2900000,False,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
296,PT01M07.00S,2023-04-05T00:03:20.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,7.966491458607096,49.754901960784316,1610612761,49,57,2023-04-05T00:03:27Z,2910000,False,1.0,22.0,1,left,P. Siakam running Layup (11 PTS) (O. Anunoby 3 AST),"[1627783, 1628384]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,,,,,,,,,,,11.0,O. Anunoby,1628384.0,3.0
298,PT00M45.90S,2023-04-05T00:03:42.5Z,2,REGULAR,turnover,lost ball,[],1630177,,,1610612766,49,57,2023-04-05T00:03:46Z,2930000,False,,,0,,T. Maledon lost ball TURNOVER (6 TO),"[1630177, 1627832]",1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,6.0,VanVleet,1627832.0,,,,,,
299,PT00M45.90S,2023-04-05T00:03:42.5Z,2,REGULAR,steal,,[],1627832,,,1610612761,49,57,2023-04-05T00:03:44Z,2940000,False,,,0,,F. VanVleet STEAL (3 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
300,PT00M42.10S,2023-04-05T00:03:46.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,6.258212877792378,50.98039215686274,1610612761,49,59,2023-04-05T00:03:52Z,2950000,False,-5.0,6.0,1,left,P. Siakam running Layup (13 PTS) (F. VanVleet 6 AST),"[1627783, 1627832]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,,,,,,,,,13.0,F. VanVleet,1627832.0,6.0
302,PT00M34.70S,2023-04-05T00:03:58.5Z,2,REGULAR,foul,personal,[],1628384,,,1610612766,49,59,2023-04-05T00:04:06Z,2970000,False,,,0,,O. Anunoby personal FOUL (1 PF),"[1628384, 1631121]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,2530.0,1.0,0.0,McGowens,1631121.0,,,,,,,,,
304,PT00M34.70S,2023-04-05T00:04:05.3Z,2,REGULAR,substitution,out,[],1630208,,,1610612766,49,59,2023-04-05T00:04:14Z,2990000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M34.70S,2023-04-05T00:04:05.3Z,2,REGULAR,substitution,out,[],1628424,,,1610612766,49,59,2023-04-05T00:04:14Z,3000000,False,,,0,,SUB out: K. Simmons,[1628424],1610612766.0,CHA,,,,Simmons,K. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M34.70S,2023-04-05T00:04:05.3Z,2,REGULAR,substitution,in,[],1630539,,,1610612766,49,59,2023-04-05T00:04:14Z,3010000,False,,,0,,SUB in: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT00M34.70S,2023-04-05T00:04:05.3Z,2,REGULAR,substitution,in,[],1629004,,,1610612766,49,59,2023-04-05T00:04:14Z,3020000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M20.90S,2023-04-05T00:04:56.1Z,2,REGULAR,3pt,Jump Shot,[],1629004,92.19776609724047,3.1862745098039214,1610612766,49,59,2023-04-05T00:05:02Z,3040000,False,-234.0,21.0,1,right,MISS S. Mykhailiuk 3PT,[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Left Corner 3,24+ Left,23.5,Missed,,,,,,,,,,,,,,,,,,
310,PT00M19.00S,2023-04-05T00:04:58.1Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,49,59,2023-04-05T00:04:58Z,3050000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Left Corner 3,24+ Left,,,309.0,4.0,3.0,1.0,,,,,,,,,,,,,,
311,PT00M05.60S,2023-04-05T00:05:13.5Z,2,REGULAR,foul,personal,[],1630550,,,1610612761,49,59,2023-04-05T00:05:19Z,3060000,False,,,0,,J. Thor personal FOUL (2 PF),"[1630550, 1627783]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Center,,,,,,,2530.0,2.0,1.0,Siakam,1627783.0,,,,,,,,,
313,PT00M05.60S,2023-04-05T00:05:31.7Z,2,REGULAR,substitution,out,[],1630550,,,1610612761,49,59,2023-04-05T00:05:34Z,3080000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M05.60S,2023-04-05T00:05:31.7Z,2,REGULAR,substitution,in,[],1630270,,,1610612761,49,59,2023-04-05T00:05:34Z,3090000,False,,,0,,SUB in: X. Sneed,[1630270],1610612766.0,CHA,,,,Sneed,X. Sneed,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M01.10S,2023-04-05T00:05:46.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.046649145860711,51.71568627450981,1610612761,49,59,2023-04-05T00:05:52Z,3100000,False,-9.0,14.0,1,left,MISS P. Siakam driving Layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,,,,,,,,,,,,,
316,PT00M01.10S,2023-04-05T00:05:50.9Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,49,59,2023-04-05T00:05:51Z,3110000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,315.0,5.0,3.0,2.0,,,,,,,,,,,,,,
317,PT00M01.10S,2023-04-05T00:05:50.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,5.590000152587891,50.0,1610612761,49,61,2023-04-05T00:08:26Z,3120000,False,0.0,0.0,1,left,J. Poeltl tip Layup (8 PTS),[1627751],1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,,,,8.0,,,
318,PT00M00.00S,2023-04-05T00:05:57.5Z,2,REGULAR,period,end,[],0,,,1610612766,49,61,2023-04-05T00:05:57Z,3130000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2023-04-05T00:20:00.0Z,3,REGULAR,substitution,out,['startperiod'],1630539,,,1610612766,49,61,2023-04-05T00:21:08Z,3140000,False,,,0,,SUB out: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2023-04-05T00:20:00.0Z,3,REGULAR,substitution,out,['startperiod'],1630270,,,1610612766,49,61,2023-04-05T00:21:08Z,3150000,False,,,0,,SUB out: X. Sneed,[1630270],1610612766.0,CHA,,,,Sneed,X. Sneed,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2023-04-05T00:20:00.0Z,3,REGULAR,substitution,out,['startperiod'],203115,,,1610612766,49,61,2023-04-05T00:21:08Z,3160000,False,,,0,,SUB out: W. Barton,[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2023-04-05T00:20:00.0Z,3,REGULAR,substitution,in,['startperiod'],1630208,,,1610612766,49,61,2023-04-05T00:21:08Z,3170000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2023-04-05T00:20:00.0Z,3,REGULAR,substitution,in,['startperiod'],1630550,,,1610612766,49,61,2023-04-05T00:21:08Z,3180000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2023-04-05T00:20:00.0Z,3,REGULAR,substitution,in,['startperiod'],1630567,,,1610612766,49,61,2023-04-05T00:21:08Z,3190000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2023-04-05T00:21:11.4Z,3,REGULAR,period,start,[],0,,,1610612766,49,61,2023-04-05T00:21:11Z,3200000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT11M49.00S,2023-04-05T00:21:21.1Z,3,REGULAR,turnover,bad pass,[],1630550,,,1610612766,49,61,2023-04-05T00:21:56Z,3210000,False,,,0,,J. Thor bad pass TURNOVER (2 TO),"[1630550, 1630567]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,2.0,Barnes,1630567.0,,,,,,
327,PT11M49.00S,2023-04-05T00:21:21.1Z,3,REGULAR,steal,,[],1630567,,,1610612761,49,61,2023-04-05T00:21:56Z,3220000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
328,PT11M42.00S,2023-04-05T00:21:28.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,93.38042049934296,49.01960784313725,1610612761,49,61,2023-04-05T00:21:33Z,3230000,False,-5.0,10.0,1,right,MISS J. Poeltl Layup,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.09,Missed,,,,,,,,,,,,,,,,,,
329,PT11M39.00S,2023-04-05T00:21:30.7Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612761,49,61,2023-04-05T00:21:30Z,3240000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,328.0,6.0,3.0,3.0,,,,,,,,,,,,,,
330,PT11M39.00S,2023-04-05T00:21:31.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627751,93.77463863337714,47.794117647058826,1610612761,49,63,2023-04-05T00:21:36Z,3250000,False,-11.0,6.0,1,right,J. Poeltl Layup (10 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,,,,,,,,,,,10.0,,,
331,PT11M26.00S,2023-04-05T00:21:47.1Z,3,REGULAR,violation,kicked ball,[],1627751,,,1610612766,49,63,2023-04-05T00:22:11Z,3260000,False,,,0,,J. Poeltl kicked ball VIOLATION,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,2530.0,,,,,,,,,,,,,
332,PT11M17.00S,2023-04-05T00:22:05.4Z,3,REGULAR,3pt,Jump Shot,[],1631121,5.338370565045992,96.32352941176471,1610612766,49,63,2023-04-05T00:22:14Z,3270000,False,-232.0,-2.0,1,left,MISS B. McGowens 3PT,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
333,PT11M14.00S,2023-04-05T00:22:07.9Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,49,63,2023-04-05T00:22:07Z,3280000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,332.0,2.0,2.0,0.0,,,,,,,,,,,,,,
334,PT11M09.00S,2023-04-05T00:22:13.6Z,3,REGULAR,3pt,Jump Shot,[],1628384,68.15045992115637,30.637254901960787,1610612761,49,63,2023-04-05T00:22:24Z,3290000,False,-97.0,247.0,1,right,MISS O. Anunoby 26' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,26.52,Missed,,,,,,,,,,,,,,,,,,
335,PT11M06.00S,2023-04-05T00:22:16.6Z,3,REGULAR,rebound,defensive,[],1630177,,,1610612766,49,63,2023-04-05T00:22:24Z,3300000,False,,,0,,T. Maledon REBOUND (Off:1 Def:3),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Left Center,,,334.0,4.0,3.0,1.0,,,,,,,,,,,,,,
336,PT11M00.00S,2023-04-05T00:22:21.2Z,3,REGULAR,3pt,Jump Shot,[],1630550,5.601182654402102,3.6764705882352944,1610612766,49,63,2023-04-05T00:22:30Z,3310000,False,232.0,0.0,1,left,MISS J. Thor 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
337,PT11M00.00S,2023-04-05T00:22:21.2Z,3,REGULAR,rebound,offensive,[],1631121,,,1610612766,49,63,2023-04-05T00:22:30Z,3320000,False,,,0,,B. McGowens REBOUND (Off:2 Def:3),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Right Corner 3,24+ Right,,,336.0,5.0,3.0,2.0,,,,,,,,,,,,,,
338,PT10M53.00S,2023-04-05T00:22:28.8Z,3,REGULAR,turnover,lost ball,[],1631121,,,1610612766,49,63,2023-04-05T00:22:35Z,3330000,False,,,0,,B. McGowens lost ball TURNOVER (2 TO),"[1631121, 1628384]",1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2.0,Anunoby,1628384.0,,,,,,
339,PT10M53.00S,2023-04-05T00:22:28.8Z,3,REGULAR,steal,,[],1628384,,,1610612761,49,63,2023-04-05T00:22:30Z,3340000,False,,,0,,O. Anunoby STEAL (2 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
340,PT10M52.00S,2023-04-05T00:22:35.2Z,3,REGULAR,turnover,bad pass,[],1628384,,,1610612761,49,63,2023-04-05T00:24:09Z,3350000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1629004]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,Mykhailiuk,1629004.0,,,,,,
341,PT10M52.00S,2023-04-05T00:22:35.2Z,3,REGULAR,steal,,[],1629004,,,1610612766,49,63,2023-04-05T00:23:11Z,3360000,False,,,0,,S. Mykhailiuk STEAL (1 STL),[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
