actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
86,PT04M56.00S,2023-04-04T23:23:27.1Z,1,REGULAR,3pt,Jump Shot,[],1629004,69.95729303547964,70.58823529411765,1610612766,17,13,2023-04-04T23:31:23Z,830000,False,103.0,230.0,1,right,MISS S. Mykhailiuk 25' pullup 3PT,[1629004],1610612766.0,CHA,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,25.19,Missed,,,,,,,,,,,,,,,,,,
87,PT04M54.00S,2023-04-04T23:23:29.1Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,17,13,2023-04-04T23:23:29Z,840000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right Center,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
88,PT04M51.00S,2023-04-04T23:23:32.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628384,4.944152431011826,51.225490196078425,1610612761,17,15,2023-04-04T23:23:40Z,850000,False,-6.0,-6.0,1,left,O. Anunoby running DUNK (4 PTS),[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,,,,,,,,,4.0,,,
89,PT04M39.00S,2023-04-04T23:23:47.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,94.03745072273325,50.98039215686274,1610612766,19,15,2023-04-04T23:23:58Z,860000,False,5.0,4.0,1,right,T. Maledon driving Layup (6 PTS),[1630177],1610612766.0,CHA,driving,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,0.6,Made,,,,,,,,,,,,,,,6.0,,,
90,PT04M39.00S,2023-04-04T23:23:48.9Z,1,REGULAR,foul,personal,['1freethrow'],1630567,,,1610612766,19,15,2023-04-04T23:24:16Z,870000,False,,,0,,S. Barnes shooting personal FOUL (1 PF) (Maledon 1 FT),"[1630567, 1630177]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,1.0,0.0,Maledon,1630177.0,,,,,,,,,
92,PT04M39.00S,2023-04-04T23:24:04.1Z,1,REGULAR,substitution,out,[],1630550,,,1610612766,19,15,2023-04-04T23:24:13Z,890000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M39.00S,2023-04-04T23:24:04.1Z,1,REGULAR,substitution,out,[],1627783,,,1610612766,19,15,2023-04-04T23:24:13Z,900000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M39.00S,2023-04-04T23:24:04.1Z,1,REGULAR,substitution,in,[],1630539,,,1610612766,19,15,2023-04-04T23:24:13Z,910000,False,,,0,,SUB in: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M39.00S,2023-04-04T23:24:04.1Z,1,REGULAR,substitution,in,[],1628449,,,1610612766,19,15,2023-04-04T23:24:13Z,920000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M39.00S,2023-04-04T23:24:19.9Z,1,REGULAR,freethrow,1 of 1,[],1630177,,,1610612766,20,15,2023-04-04T23:24:19Z,930000,False,,,0,,T. Maledon Free Throw 1 of 1 (7 PTS),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,Made,,,,,,,,,,,,,,,7.0,,,
98,PT04M21.00S,2023-04-04T23:25:04.1Z,1,REGULAR,3pt,Jump Shot,[],1628384,15.982260183968464,97.05882352941177,1610612761,20,15,2023-04-04T23:25:08Z,950000,False,-235.0,98.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
99,PT04M18.00S,2023-04-04T23:25:05.8Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,20,15,2023-04-04T23:25:05Z,960000,False,,,0,,N. Richards REBOUND (Off:0 Def:7),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,98.0,7.0,7.0,0.0,,,,,,,,,,,,,,
100,PT04M08.00S,2023-04-04T23:25:16.4Z,1,REGULAR,3pt,Jump Shot,[],1629004,81.2910643889619,4.166666666666666,1610612766,23,15,2023-04-04T23:25:20Z,970000,False,-229.0,123.0,1,right,S. Mykhailiuk 26' 3PT  (6 PTS) (K. Jones 1 AST),"[1629004, 1630539]",1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,26.03,Made,,,,,,,,,,,,,,,6.0,K. Jones,1630539.0,1.0
102,PT03M58.00S,2023-04-04T23:25:31.2Z,1,REGULAR,foul,personal,[],1630208,,,1610612761,23,15,2023-04-04T23:25:38Z,990000,False,,,0,,N. Richards personal FOUL (2 PF),"[1630208, 1627751]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,,,,,201245.0,2.0,0.0,Poeltl,1627751.0,,,,,,,,,
104,PT03M58.00S,2023-04-04T23:25:43.4Z,1,REGULAR,substitution,out,[],1630208,,,1610612761,23,15,2023-04-04T23:25:52Z,1010000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M58.00S,2023-04-04T23:25:43.4Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,23,15,2023-04-04T23:25:52Z,1020000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M58.00S,2023-04-04T23:25:43.4Z,1,REGULAR,substitution,in,[],1630550,,,1610612761,23,15,2023-04-04T23:25:52Z,1030000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M58.00S,2023-04-04T23:25:43.4Z,1,REGULAR,substitution,in,[],1630288,,,1610612761,23,15,2023-04-04T23:25:52Z,1040000,False,,,0,,SUB in: J. Dowtin Jr.,[1630288],1610612761.0,TOR,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M53.00S,2023-04-04T23:26:09.9Z,1,REGULAR,foul,personal,[],1630177,,,1610612761,23,15,2023-04-04T23:26:14Z,1050000,False,,,0,,T. Maledon personal FOUL (1 PF),"[1630177, 1627832]",1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Left Center,,,,,,,202056.0,1.0,0.0,VanVleet,1627832.0,,,,,,,,,
110,PT03M45.00S,2023-04-04T23:26:35.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,6.258212877792378,48.529411764705884,1610612761,23,17,2023-04-04T23:27:35Z,1070000,False,7.0,6.0,1,left,O. Anunoby driving DUNK (6 PTS) (F. VanVleet 4 AST),"[1628384, 1627832]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,,,,,,,,,,,6.0,F. VanVleet,1627832.0,4.0
112,PT03M24.00S,2023-04-04T23:26:58.4Z,1,REGULAR,turnover,traveling,[],1630177,,,1610612766,23,17,2023-04-04T23:27:05Z,1090000,False,,,0,,T. Maledon traveling TURNOVER (3 TO),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Left Center,,,,,,,2530.0,,,,,3.0,,,,,,,,
113,PT03M10.00S,2023-04-04T23:27:22.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628449,5.863994743758213,45.09803921568628,1610612761,23,17,2023-04-04T23:27:31Z,1100000,False,25.0,3.0,1,left,MISS C. Boucher reverse Layup - blocked,"[1628449, 1630550]",1610612761.0,TOR,reverse,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,2.46,Missed,,,,,,,,,,,,,Thor,1630550.0,,,,
114,PT03M10.00S,2023-04-04T23:27:22.8Z,1,REGULAR,block,,[],1630550,,,1610612761,23,17,2023-04-04T23:27:26Z,1110000,False,,,0,,J. Thor BLOCK (2 BLK),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
115,PT03M10.00S,2023-04-04T23:27:22.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,23,17,2023-04-04T23:27:31Z,1120000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,113.0,,,,,,,,,,,,,,,,,
117,PT03M10.00S,2023-04-04T23:27:28.8Z,1,REGULAR,substitution,out,[],1630177,,,1610612761,23,17,2023-04-04T23:27:36Z,1140000,False,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M10.00S,2023-04-04T23:27:28.8Z,1,REGULAR,substitution,out,[],1629004,,,1610612761,23,17,2023-04-04T23:27:36Z,1150000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M10.00S,2023-04-04T23:27:28.8Z,1,REGULAR,substitution,in,[],1631121,,,1610612761,23,17,2023-04-04T23:27:36Z,1160000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M10.00S,2023-04-04T23:27:28.8Z,1,REGULAR,substitution,in,[],1630270,,,1610612761,23,17,2023-04-04T23:27:36Z,1170000,False,,,0,,SUB in: X. Sneed,[1630270],1610612766.0,CHA,,,,Sneed,X. Sneed,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M02.00S,2023-04-04T23:27:51.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628384,28.991458607095925,76.9607843137255,1610612761,23,17,2023-04-04T23:27:55Z,1180000,False,-135.0,220.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,25.8,Missed,,,,,,,,,,,,,,,,,,
122,PT03M00.00S,2023-04-04T23:27:53.4Z,1,REGULAR,rebound,defensive,[],1630547,,,1610612766,23,17,2023-04-04T23:27:55Z,1190000,False,,,0,,J. Bouknight REBOUND (Off:0 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Left Center,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT02M49.00S,2023-04-04T23:28:03.4Z,1,REGULAR,2pt,Jump Shot,[],1630270,80.89684625492772,66.42156862745098,1610612766,23,17,2023-04-04T23:29:09Z,1200000,False,82.0,127.0,1,right,MISS X. Sneed 15' pullup Shot,[1630270],1610612766.0,CHA,pullup,,,Sneed,X. Sneed,,,,,Mid-Range,8-16 Right,15.13,Missed,,,,,,,,,,,,,,,,,,
124,PT02M47.00S,2023-04-04T23:28:05.4Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,23,17,2023-04-04T23:28:07Z,1210000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,
125,PT02M41.00S,2023-04-04T23:28:15.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630547,,,1610612761,23,17,2023-04-04T23:31:05Z,1220000,False,,,0,,J. Bouknight personal FOUL (1 PF) (Dowtin Jr. 2 FT),"[1630547, 1630288]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201245.0,1.0,0.0,Dowtin Jr.,1630288.0,,,,,,,,,
127,PT02M41.00S,2023-04-04T23:28:32.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,23,17,2023-04-04T23:28:32Z,1240000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M41.00S,2023-04-04T23:29:46.4Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,23,17,2023-04-04T23:31:02Z,1250000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M41.00S,2023-04-04T23:29:46.4Z,1,REGULAR,substitution,in,[],1631132,,,1610612761,23,17,2023-04-04T23:31:02Z,1260000,False,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M41.00S,2023-04-04T23:31:25.9Z,1,REGULAR,freethrow,1 of 2,[],1630288,,,1610612761,23,17,2023-04-04T23:31:25Z,1270000,False,,,0,,MISS J. Dowtin Jr. Free Throw 1 of 2,[1630288],1610612761.0,TOR,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
131,PT02M41.00S,2023-04-04T23:31:25.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,23,17,2023-04-04T23:31:25Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,
132,PT02M41.00S,2023-04-04T23:31:43.3Z,1,REGULAR,freethrow,2 of 2,[],1630288,,,1610612761,23,18,2023-04-04T23:31:43Z,1290000,False,,,0,,J. Dowtin Jr. Free Throw 2 of 2 (1 PTS),[1630288],1610612761.0,TOR,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
133,PT02M17.00S,2023-04-04T23:32:10.7Z,1,REGULAR,2pt,Jump Shot,[],1630550,90.48948751642575,74.26470588235294,1610612766,25,18,2023-04-04T23:32:16Z,1300000,False,121.0,37.0,1,right,J. Thor 12' turnaround Jump Shot (2 PTS) (X. Sneed 1 AST),"[1630550, 1630270]",1610612766.0,CHA,turnaround,,,Thor,J. Thor,,,,,Mid-Range,8-16 Right,12.68,Made,,,,,,,,,,,,,,,2.0,X. Sneed,1630270.0,1.0
135,PT01M56.00S,2023-04-04T23:32:30.9Z,1,REGULAR,3pt,Jump Shot,[],1627832,28.991458607095925,25.735294117647058,1610612761,25,18,2023-04-04T23:33:08Z,1320000,False,121.0,220.0,1,left,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.12,Missed,,,,,,,,,,,,,,,,,,
136,PT01M54.00S,2023-04-04T23:32:32.9Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,25,18,2023-04-04T23:32:35Z,1330000,False,,,0,,J. Thor REBOUND (Off:0 Def:2),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Right Center,,,135.0,2.0,2.0,0.0,,,,,,,,,,,,,,
137,PT01M48.00S,2023-04-04T23:32:38.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630550,92.46057818659659,49.26470588235294,1610612766,25,18,2023-04-04T23:33:47Z,1340000,False,-4.0,18.0,1,right,MISS J. Thor running Layup,[1630550],1610612766.0,CHA,running,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
138,PT01M47.00S,2023-04-04T23:32:39.6Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,25,18,2023-04-04T23:32:43Z,1350000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,,
139,PT01M45.00S,2023-04-04T23:32:43.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628384,8.492115637319317,49.50980392156863,1610612761,25,18,2023-04-04T23:34:05Z,1360000,False,2.0,27.0,1,left,MISS O. Anunoby running Layup - blocked,"[1628384, 1630270]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,Sneed,1630270.0,,,,
140,PT01M45.00S,2023-04-04T23:32:43.5Z,1,REGULAR,block,,[],1630270,,,1610612761,25,18,2023-04-04T23:32:46Z,1370000,False,,,0,,X. Sneed BLOCK (1 BLK),[1630270],1610612766.0,CHA,,,,Sneed,X. Sneed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
141,PT01M45.00S,2023-04-04T23:32:43.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,25,18,2023-04-04T23:32:57Z,1380000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,139.0,,,,,,,,,,,,,,,,,
143,PT01M36.00S,2023-04-04T23:33:23.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628449,27.677398160315374,18.137254901960784,1610612761,25,21,2023-04-04T23:33:28Z,1400000,False,159.0,208.0,1,left,C. Boucher 26' 3PT  (3 PTS) (F. VanVleet 5 AST),"[1628449, 1627832]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,26.18,Made,,,,,,,,,,,,,,,3.0,F. VanVleet,1627832.0,5.0
145,PT01M20.00S,2023-04-04T23:33:40.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612766,25,21,2023-04-04T23:33:48Z,1420000,False,,,0,,C. Boucher shooting personal FOUL (1 PF) (Sneed 2 FT),"[1628449, 1630270]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,1.0,0.0,Sneed,1630270.0,,,,,,,,,
147,PT01M20.00S,2023-04-04T23:34:18.7Z,1,REGULAR,freethrow,1 of 2,[],1630270,,,1610612766,26,21,2023-04-04T23:34:18Z,1440000,False,,,0,,X. Sneed Free Throw 1 of 2 (1 PTS),[1630270],1610612766.0,CHA,,,,Sneed,X. Sneed,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
148,PT01M20.00S,2023-04-04T23:34:32.7Z,1,REGULAR,freethrow,2 of 2,[],1630270,,,1610612766,27,21,2023-04-04T23:34:32Z,1450000,False,,,0,,X. Sneed Free Throw 2 of 2 (2 PTS),[1630270],1610612766.0,CHA,,,,Sneed,X. Sneed,,,,,,,,Made,,,,,,,,,,,,,,,2.0,,,
149,PT01M10.00S,2023-04-04T23:34:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,7.835085413929041,50.0,1610612761,27,23,2023-04-04T23:34:55Z,1460000,False,0.0,21.0,1,left,O. Anunoby driving Layup (8 PTS),[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,,,,,,,,,8.0,,,
150,PT00M55.30S,2023-04-04T23:35:03.5Z,1,REGULAR,turnover,bad pass,[],1630550,,,1610612766,27,23,2023-04-04T23:35:09Z,1470000,False,,,0,,J. Thor bad pass TURNOVER (1 TO),"[1630550, 1628384]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,Anunoby,1628384.0,,,,,,
151,PT00M55.30S,2023-04-04T23:35:03.5Z,1,REGULAR,steal,,[],1628384,,,1610612761,27,23,2023-04-04T23:35:28Z,1480000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
152,PT00M47.10S,2023-04-04T23:35:14.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630547,,,1610612761,27,23,2023-04-04T23:36:53Z,1490000,False,,,0,,J. Bouknight personal FOUL (2 PF) (Boucher 2 FT),"[1630547, 1628449]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Mid-Range,16-24 Right Center,,,,,,,202056.0,2.0,0.0,Boucher,1628449.0,,,,,,,,,
154,PT00M47.10S,2023-04-04T23:35:34.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628449,,,1610612761,27,24,2023-04-04T23:35:34Z,1510000,False,,,0,,C. Boucher Free Throw 1 of 2 (4 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
155,PT00M47.10S,2023-04-04T23:35:45.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628449,,,1610612761,27,25,2023-04-04T23:35:45Z,1520000,False,,,0,,C. Boucher Free Throw 2 of 2 (5 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
157,PT00M25.10S,2023-04-04T23:36:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631121,87.72996057818659,49.01960784313725,1610612766,27,25,2023-04-04T23:36:30Z,1540000,False,-5.0,63.0,1,right,MISS B. McGowens 6' floating Shot,[1631121],1610612766.0,CHA,floating,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),0-8 Center,6.3,Missed,,,,,,,,,,,,,,,,,,
158,PT00M23.80S,2023-04-04T23:36:24.0Z,1,REGULAR,rebound,offensive,[],1631121,,,1610612766,27,25,2023-04-04T23:36:30Z,1550000,False,,,0,,B. McGowens REBOUND (Off:1 Def:2),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),0-8 Center,,,157.0,3.0,2.0,1.0,,,,,,,,,,,,,,
159,PT00M23.80S,2023-04-04T23:36:24.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631121,93.24901445466492,48.529411764705884,1610612766,29,25,2023-04-04T23:37:30Z,1560000,False,-7.0,11.0,1,right,B. McGowens putback Layup (6 PTS),[1631121],1610612766.0,CHA,putback,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,,,,,,,,,,,6.0,,,
160,PT00M00.50S,2023-04-04T23:36:49.9Z,1,REGULAR,3pt,Jump Shot,[],1628384,27.54599211563732,18.627450980392158,1610612761,29,25,2023-04-04T23:36:57Z,1570000,False,157.0,206.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
161,PT00M00.50S,2023-04-04T23:36:49.9Z,1,REGULAR,rebound,offensive,[],1631132,,,1610612761,29,25,2023-04-04T23:36:57Z,1580000,False,,,0,,C. Koloko REBOUND (Off:1 Def:0),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Right Center,,,160.0,1.0,0.0,1.0,,,,,,,,,,,,,,
162,PT00M00.00S,2023-04-04T23:37:05.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630547,,,1610612761,29,25,2023-04-04T23:37:43Z,1590000,False,,,0,,J. Bouknight shooting personal FOUL (3 PF) (Koloko 2 FT),"[1630547, 1631132]",1610612766.0,CHA,shooting,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,3.0,0.0,Koloko,1631132.0,,,,,,,,,
166,PT00M00.00S,2023-04-04T23:38:29.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631132,,,1610612761,29,25,2023-04-04T23:38:29Z,1630000,False,,,0,,MISS C. Koloko Free Throw 1 of 2,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2023-04-04T23:38:29.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,29,25,2023-04-04T23:38:29Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,
168,PT00M00.00S,2023-04-04T23:38:29.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631132,,,1610612761,29,25,2023-04-04T23:38:59Z,1650000,False,,,0,,MISS C. Koloko Free Throw 2 of 2,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2023-04-04T23:38:29.9Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,29,25,2023-04-04T23:38:59Z,1660000,False,,,0,,J. Thor REBOUND (Off:0 Def:3),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,168.0,3.0,3.0,0.0,,,,,,,,,,,,,,
170,PT00M00.00S,2023-04-04T23:38:55.5Z,1,REGULAR,period,end,[],0,,,1610612766,29,25,2023-04-04T23:38:55Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-04-04T23:39:57.3Z,2,REGULAR,substitution,out,['startperiod'],1630547,,,1610612766,29,25,2023-04-04T23:41:32Z,1680000,False,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-04-04T23:39:57.3Z,2,REGULAR,substitution,out,['startperiod'],1630270,,,1610612766,29,25,2023-04-04T23:41:32Z,1690000,False,,,0,,SUB out: X. Sneed,[1630270],1610612766.0,CHA,,,,Sneed,X. Sneed,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-04-04T23:39:57.3Z,2,REGULAR,substitution,out,['startperiod'],1628384,,,1610612766,29,25,2023-04-04T23:41:32Z,1700000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-04-04T23:39:57.3Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612766,29,25,2023-04-04T23:41:32Z,1710000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
