actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
604,PT07M26.00S,2022-12-17T02:07:30.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,95,113,2022-12-17T02:07:30Z,5950000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,603.0,,,,,,,,,,,,,,,,
605,PT07M26.00S,2022-12-17T02:07:47.6Z,4,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,96,113,2022-12-17T02:07:47Z,5960000,False,,,0,,L. Ball Free Throw 2 of 2 (27 PTS),[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,,,,Made,,,,,27.0,,,,,,,,,,,,
606,PT07M13.00S,2022-12-17T02:08:01.7Z,4,REGULAR,3pt,Jump Shot,[],203992,69.72733245729303,24.509803921568626,1610612737,96,116,2022-12-17T02:08:07Z,5970000,False,-127.0,232.0,1,right,B. Bogdanovic 26' 3PT  (28 PTS) (A. Holiday 3 AST),"[203992, 1628988]",1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.48,Made,,,,,28.0,,,,,A. Holiday,1628988.0,3.0,,,,,
608,PT06M59.00S,2022-12-17T02:08:15.7Z,4,REGULAR,turnover,bad pass,[],1630163,,,1610612766,96,116,2022-12-17T02:08:20Z,5990000,False,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 1626163]",1610612766.0,CHA,,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,2.0,Kaminsky,1626163.0,,
609,PT06M59.00S,2022-12-17T02:08:15.7Z,4,REGULAR,steal,,[],1626163,,,1610612737,96,116,2022-12-17T02:14:19Z,6000000,False,,,0,,F. Kaminsky STEAL (1 STL),[1626163],1610612737.0,ATL,,,,,Kaminsky,F. Kaminsky,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
610,PT06M53.00S,2022-12-17T02:08:22.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631100,92.19776609724047,96.32352941176471,1610612737,96,116,2022-12-17T02:14:24Z,6010000,False,232.0,21.0,1,right,MISS A. Griffin running 3PT,[1631100],1610612737.0,ATL,,running,,,Griffin,A. Griffin,,,,,Right Corner 3,24+ Right,23.25,Missed,,,,,,,,,,,,,,,,,
611,PT06M49.00S,2022-12-17T02:08:26.2Z,4,REGULAR,rebound,defensive,[],1626162,,,1610612766,96,116,2022-12-17T02:08:28Z,6020000,False,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:5),[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,610.0,7.0,5.0,2.0,,,,,,,,,,,,,
612,PT06M48.00S,2022-12-17T02:08:31.5Z,4,REGULAR,turnover,traveling,[],1626179,,,1610612766,96,116,2022-12-17T02:08:50Z,6030000,False,,,0,,T. Rozier traveling TURNOVER (3 TO),[1626179],1610612766.0,CHA,201245.0,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,3.0,,,,
615,PT06M33.00S,2022-12-17T02:09:01.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203992,83.13074901445466,4.166666666666666,1610612737,96,116,2022-12-17T02:09:05Z,6060000,False,-229.0,106.0,1,right,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,
616,PT06M30.00S,2022-12-17T02:09:04.5Z,4,REGULAR,rebound,defensive,[],203486,,,1610612766,96,116,2022-12-17T02:09:05Z,6070000,False,,,0,,M. Plumlee REBOUND (Off:3 Def:4),[203486],1610612766.0,CHA,,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,615.0,7.0,4.0,3.0,,,,,,,,,,,,,
617,PT06M25.00S,2022-12-17T02:09:09.7Z,4,REGULAR,3pt,Jump Shot,[],1630550,7.178055190538765,96.07843137254902,1610612766,96,116,2022-12-17T02:09:20Z,6080000,False,-230.0,15.0,1,left,MISS J. Thor 3PT,[1630550],1610612766.0,CHA,,,,,Thor,J. Thor,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,
618,PT06M25.00S,2022-12-17T02:09:09.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612737,96,116,2022-12-17T02:09:20Z,6090000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,Left Corner 3,24+ Left,,,617.0,,,,,,,,,,,,,,,,
620,PT06M15.00S,2022-12-17T02:09:46.5Z,4,REGULAR,2pt,Jump Shot,[],203992,76.03482260183968,64.4607843137255,1610612737,96,116,2022-12-17T02:09:54Z,6110000,False,72.0,173.0,1,right,MISS B. Bogdanovic 18' fadeaway Shot,[203992],1610612737.0,ATL,,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Right Center,18.73,Missed,,,,,,,,,,,,,,,,,
621,PT06M10.00S,2022-12-17T02:09:51.5Z,4,REGULAR,rebound,defensive,[],1630550,,,1610612766,96,116,2022-12-17T02:09:54Z,6120000,False,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,,Thor,J. Thor,,,,,Mid-Range,16-24 Right Center,,,620.0,1.0,1.0,0.0,,,,,,,,,,,,,
622,PT06M06.00S,2022-12-17T02:09:55.2Z,4,REGULAR,3pt,Jump Shot,[],1630163,38.84691195795006,65.19607843137256,1610612766,96,116,2022-12-17T02:10:03Z,6130000,False,-76.0,313.0,1,left,MISS L. Ball 32' 3PT,[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,32.18,Missed,,,,,,,,,,,,,,,,,
623,PT06M04.00S,2022-12-17T02:09:57.2Z,4,REGULAR,rebound,defensive,[],1626163,,,1610612737,96,116,2022-12-17T02:13:38Z,6140000,False,,,0,,F. Kaminsky REBOUND (Off:0 Def:6),[1626163],1610612737.0,ATL,,,,,Kaminsky,F. Kaminsky,,,,,Above the Break 3,24+ Center,,,622.0,6.0,6.0,0.0,,,,,,,,,,,,,
624,PT06M04.00S,2022-12-17T02:10:03.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,96,116,2022-12-17T02:10:03Z,6150000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT06M04.00S,2022-12-17T02:10:04.8Z,4,REGULAR,substitution,out,[],1630550,,,1610612737,96,116,2022-12-17T02:12:13Z,6160000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT06M04.00S,2022-12-17T02:10:04.8Z,4,REGULAR,substitution,out,[],1630552,,,1610612737,96,116,2022-12-17T02:12:13Z,6170000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT06M04.00S,2022-12-17T02:10:04.8Z,4,REGULAR,substitution,out,[],203992,,,1610612737,96,116,2022-12-17T02:12:13Z,6180000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT06M04.00S,2022-12-17T02:10:04.8Z,4,REGULAR,substitution,in,[],202330,,,1610612737,96,116,2022-12-17T02:12:13Z,6190000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT06M04.00S,2022-12-17T02:10:04.8Z,4,REGULAR,substitution,in,[],1629027,,,1610612737,96,116,2022-12-17T02:12:13Z,6200000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT06M04.00S,2022-12-17T02:10:04.8Z,4,REGULAR,substitution,in,[],1629631,,,1610612737,96,116,2022-12-17T02:12:13Z,6210000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT05M48.00S,2022-12-17T02:13:06.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628988,94.56307490144546,52.20588235294118,1610612737,96,118,2022-12-17T02:18:11Z,6220000,False,11.0,-1.0,1,right,A. Holiday cutting Layup (11 PTS) (A. Griffin 2 AST),"[1628988, 1631100]",1610612737.0,ATL,,cutting,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,11.0,,,,,A. Griffin,1631100.0,2.0,,,,,
635,PT05M36.00S,2022-12-17T02:13:20.0Z,4,REGULAR,3pt,Jump Shot,[],1626179,19.136005256241788,5.392156862745098,1610612766,96,118,2022-12-17T02:13:47Z,6240000,False,223.0,127.0,1,left,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,
636,PT05M31.00S,2022-12-17T02:13:24.4Z,4,REGULAR,rebound,defensive,[],1628988,,,1610612737,96,118,2022-12-17T02:13:24Z,6250000,False,,,0,,A. Holiday REBOUND (Off:0 Def:2),[1628988],1610612737.0,ATL,,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,,635.0,2.0,2.0,0.0,,,,,,,,,,,,,
637,PT05M17.00S,2022-12-17T02:13:42.3Z,4,REGULAR,foul,personal,[],202330,,,1610612737,96,118,2022-12-17T02:13:54Z,6260000,False,,,0,,G. Hayward personal FOUL (3 PF),"[202330, 1629027]",1610612766.0,CHA,2005.0,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Left Center,,,,,,,,3.0,0.0,Young,1629027.0,,,,,,,,
639,PT05M10.00S,2022-12-17T02:14:01.0Z,4,REGULAR,2pt,Jump Shot,[],1629027,77.87450722733246,68.13725490196079,1610612737,96,120,2022-12-17T02:19:25Z,6280000,False,91.0,155.0,1,right,T. Young 18' pullup Jump Shot (31 PTS),[1629027],1610612737.0,ATL,,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,18.0,Made,,,,,31.0,,,,,,,,,,,,
640,PT04M54.00S,2022-12-17T02:14:17.1Z,4,REGULAR,2pt,Jump Shot,[],202330,14.536793692509855,10.53921568627451,1610612766,96,120,2022-12-17T02:14:26Z,6290000,False,197.0,84.0,1,left,MISS G. Hayward 21' Jump Shot,[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right,21.45,Missed,,,,,,,,,,,,,,,,,
641,PT04M51.00S,2022-12-17T02:14:19.8Z,4,REGULAR,rebound,defensive,[],1626163,,,1610612737,96,120,2022-12-17T02:14:19Z,6300000,False,,,0,,F. Kaminsky REBOUND (Off:0 Def:7),[1626163],1610612737.0,ATL,,,,,Kaminsky,F. Kaminsky,,,,,Mid-Range,16-24 Right,,,640.0,7.0,7.0,0.0,,,,,,,,,,,,,
642,PT04M42.00S,2022-12-17T02:14:29.2Z,4,REGULAR,turnover,bad pass,[],1629027,,,1610612737,96,120,2022-12-17T02:14:35Z,6310000,False,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 203486]",1610612737.0,ATL,,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,4.0,Plumlee,203486.0,,
643,PT04M42.00S,2022-12-17T02:14:29.2Z,4,REGULAR,steal,,[],203486,,,1610612766,96,120,2022-12-17T02:14:31Z,6320000,False,,,0,,M. Plumlee STEAL (2 STL),[203486],1610612766.0,CHA,,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
644,PT04M38.00S,2022-12-17T02:14:34.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202330,5.863994743758213,48.03921568627451,1610612766,98,120,2022-12-17T02:14:44Z,6330000,False,10.0,3.0,1,left,G. Hayward running DUNK (9 PTS) (M. Plumlee 2 AST),"[202330, 203486]",1610612766.0,CHA,,running,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,9.0,,,,,M. Plumlee,203486.0,2.0,,,,,
646,PT04M38.00S,2022-12-17T02:14:45.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,98,120,2022-12-17T02:14:45Z,6350000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT04M24.00S,2022-12-17T02:16:25.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631100,92.72339027595268,52.20588235294118,1610612737,98,122,2022-12-17T02:16:30Z,6360000,False,11.0,16.0,1,right,A. Griffin cutting DUNK (13 PTS) (F. Kaminsky 5 AST),"[1631100, 1626163]",1610612737.0,ATL,,cutting,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,13.0,,,,,F. Kaminsky,1626163.0,5.0,,,,,
649,PT04M07.00S,2022-12-17T02:16:42.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,13.222733245729303,45.588235294117645,1610612766,100,122,2022-12-17T02:16:51Z,6380000,False,22.0,72.0,1,left,T. Rozier 7' floating Jump Shot (10 PTS),[1626179],1610612766.0,CHA,,floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,7.51,Made,,,,,10.0,,,,,,,,,,,,
650,PT03M47.00S,2022-12-17T02:17:05.7Z,4,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612737,100,122,2022-12-17T02:17:21Z,6390000,False,,,0,,L. Ball shooting personal FOUL (2 PF) (Hunter 2 FT),"[1630163, 1629631]",1610612766.0,CHA,201245.0,shooting,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,2.0,1.0,Hunter,1629631.0,,,,,,,,
652,PT03M47.00S,2022-12-17T02:17:37.9Z,4,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,100,123,2022-12-17T02:17:37Z,6410000,False,,,0,,D. Hunter Free Throw 1 of 2 (11 PTS),[1629631],1610612737.0,ATL,,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
653,PT03M47.00S,2022-12-17T02:17:39.6Z,4,REGULAR,substitution,out,[],1630163,,,1610612737,100,123,2022-12-17T02:17:55Z,6420000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT03M47.00S,2022-12-17T02:17:39.6Z,4,REGULAR,substitution,out,[],1626179,,,1610612737,100,123,2022-12-17T02:17:55Z,6430000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT03M47.00S,2022-12-17T02:17:39.6Z,4,REGULAR,substitution,out,[],1626162,,,1610612737,100,123,2022-12-17T02:17:55Z,6440000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT03M47.00S,2022-12-17T02:17:39.6Z,4,REGULAR,substitution,out,[],203486,,,1610612737,100,123,2022-12-17T02:17:55Z,6450000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT03M47.00S,2022-12-17T02:17:39.6Z,4,REGULAR,substitution,out,[],202330,,,1610612737,100,123,2022-12-17T02:17:55Z,6460000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT03M47.00S,2022-12-17T02:17:39.6Z,4,REGULAR,substitution,out,[],1631100,,,1610612737,100,123,2022-12-17T02:17:55Z,6470000,False,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT03M47.00S,2022-12-17T02:17:39.6Z,4,REGULAR,substitution,in,[],1630547,,,1610612737,100,123,2022-12-17T02:17:55Z,6480000,False,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT03M47.00S,2022-12-17T02:17:39.6Z,4,REGULAR,substitution,in,[],1630177,,,1610612737,100,123,2022-12-17T02:17:55Z,6490000,False,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT03M47.00S,2022-12-17T02:17:39.6Z,4,REGULAR,substitution,in,[],1631121,,,1610612737,100,123,2022-12-17T02:17:55Z,6500000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT03M47.00S,2022-12-17T02:17:39.6Z,4,REGULAR,substitution,in,[],1630550,,,1610612737,100,123,2022-12-17T02:17:55Z,6510000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT03M47.00S,2022-12-17T02:17:39.6Z,4,REGULAR,substitution,in,[],1630539,,,1610612737,100,123,2022-12-17T02:17:55Z,6520000,False,,,0,,SUB in: K. Jones,[1630539],1610612766.0,CHA,,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT03M47.00S,2022-12-17T02:17:39.6Z,4,REGULAR,substitution,in,[],203992,,,1610612737,100,123,2022-12-17T02:17:55Z,6530000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT03M47.00S,2022-12-17T02:17:37.9Z,4,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,100,123,2022-12-17T02:18:11Z,6540000,False,,,0,,MISS D. Hunter Free Throw 2 of 2,[1629631],1610612737.0,ATL,,,,,Hunter,D. Hunter,,,,,,,,Missed,,,,,,,,,,,,,,,,,
666,PT03M42.00S,2022-12-17T02:17:42.9Z,4,REGULAR,rebound,defensive,[],1631121,,,1610612766,100,123,2022-12-17T02:18:11Z,6550000,False,,,0,,B. McGowens REBOUND (Off:0 Def:1),[1631121],1610612766.0,CHA,,,,,McGowens,B. McGowens,,,,,,,,,665.0,1.0,1.0,0.0,,,,,,,,,,,,,
667,PT03M21.00S,2022-12-17T02:18:26.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,9.149145860709593,53.67647058823529,1610612766,100,123,2022-12-17T02:22:38Z,6560000,False,-18.0,34.0,1,left,MISS J. Bouknight driving finger roll Layup,[1630547],1610612766.0,CHA,,driving finger roll,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,
668,PT03M16.00S,2022-12-17T02:18:31.8Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,100,123,2022-12-17T02:18:31Z,6570000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:9),[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,667.0,9.0,9.0,0.0,,,,,,,,,,,,,
669,PT03M07.00S,2022-12-17T02:18:41.1Z,4,REGULAR,3pt,Jump Shot,[],203992,66.04796320630749,29.65686274509804,1610612737,100,123,2022-12-17T02:18:48Z,6580000,False,-102.0,267.0,1,right,MISS B. Bogdanovic 28' 3PT,[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,28.53,Missed,,,,,,,,,,,,,,,,,
670,PT03M02.00S,2022-12-17T02:18:46.1Z,4,REGULAR,rebound,defensive,[],1630547,,,1610612766,100,123,2022-12-17T02:18:48Z,6590000,False,,,0,,J. Bouknight REBOUND (Off:0 Def:1),[1630547],1610612766.0,CHA,,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Left Center,,,669.0,1.0,1.0,0.0,,,,,,,,,,,,,
671,PT02M49.00S,2022-12-17T02:18:59.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630550,6.1268068331143235,46.81372549019608,1610612766,102,123,2022-12-17T02:19:07Z,6600000,False,16.0,5.0,1,left,J. Thor driving Layup (7 PTS) (J. Bouknight 1 AST),"[1630550, 1630547]",1610612766.0,CHA,,driving,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,7.0,,,,,J. Bouknight,1630547.0,1.0,,,,,
672,PT02M42.00S,2022-12-17T02:19:11.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,102,123,2022-12-17T02:19:11Z,6610000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT02M42.00S,2022-12-17T02:20:13.1Z,4,REGULAR,substitution,out,[],1626163,,,1610612737,102,123,2022-12-17T02:20:43Z,6620000,False,,,0,,SUB out: F. Kaminsky,[1626163],1610612737.0,ATL,,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT02M42.00S,2022-12-17T02:20:13.1Z,4,REGULAR,substitution,out,[],1628988,,,1610612737,102,123,2022-12-17T02:20:43Z,6630000,False,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT02M42.00S,2022-12-17T02:20:13.1Z,4,REGULAR,substitution,out,[],1629027,,,1610612737,102,123,2022-12-17T02:20:43Z,6640000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT02M42.00S,2022-12-17T02:20:13.1Z,4,REGULAR,substitution,out,[],1629631,,,1610612737,102,123,2022-12-17T02:20:43Z,6650000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT02M42.00S,2022-12-17T02:20:13.1Z,4,REGULAR,substitution,out,[],203992,,,1610612737,102,123,2022-12-17T02:20:43Z,6660000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT02M42.00S,2022-12-17T02:20:13.1Z,4,REGULAR,substitution,in,[],1630249,,,1610612737,102,123,2022-12-17T02:20:43Z,6670000,False,,,0,,SUB in: V. Krejci,[1630249],1610612737.0,ATL,,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT02M42.00S,2022-12-17T02:20:13.1Z,4,REGULAR,substitution,in,[],1630552,,,1610612737,102,123,2022-12-17T02:20:43Z,6680000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT02M42.00S,2022-12-17T02:20:13.1Z,4,REGULAR,substitution,in,[],1629633,,,1610612737,102,123,2022-12-17T02:20:43Z,6690000,False,,,0,,SUB in: J. Culver,[1629633],1610612737.0,ATL,,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT02M42.00S,2022-12-17T02:20:13.1Z,4,REGULAR,substitution,in,[],1631213,,,1610612737,102,123,2022-12-17T02:20:43Z,6700000,False,,,0,,SUB in: T. Martin,[1631213],1610612737.0,ATL,,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT02M42.00S,2022-12-17T02:20:13.1Z,4,REGULAR,substitution,in,[],1630235,,,1610612737,102,123,2022-12-17T02:20:43Z,6710000,False,,,0,,SUB in: T. Forrest,[1630235],1610612737.0,ATL,,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT02M22.00S,2022-12-17T02:21:01.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629633,84.83902759526939,40.931372549019606,1610612737,102,123,2022-12-17T02:24:48Z,6720000,False,-45.0,90.0,1,right,MISS J. Culver 10' turnaround fadeaway Shot,[1629633],1610612737.0,ATL,,turnaround fadeaway,,,Culver,J. Culver,,,,,In The Paint (Non-RA),8-16 Center,10.08,Missed,,,,,,,,,,,,,,,,,
684,PT02M18.00S,2022-12-17T02:21:05.9Z,4,REGULAR,rebound,defensive,[],1630539,,,1610612766,102,123,2022-12-17T02:21:09Z,6730000,False,,,0,,K. Jones REBOUND (Off:0 Def:5),[1630539],1610612766.0,CHA,,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,683.0,5.0,5.0,0.0,,,,,,,,,,,,,
685,PT02M11.00S,2022-12-17T02:21:13.2Z,4,REGULAR,3pt,Jump Shot,[],1630547,33.196452036793694,61.029411764705884,1610612766,102,123,2022-12-17T02:25:09Z,6740000,False,-55.0,260.0,1,left,MISS J. Bouknight 26' step back 3PT,[1630547],1610612766.0,CHA,,step back,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Center,26.53,Missed,,,,,,,,,,,,,,,,,
686,PT02M07.00S,2022-12-17T02:21:17.2Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,102,123,2022-12-17T02:21:18Z,6750000,False,,,0,,J. Johnson REBOUND (Off:2 Def:3),[1630552],1610612737.0,ATL,,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,685.0,5.0,3.0,2.0,,,,,,,,,,,,,
687,PT01M48.00S,2022-12-17T02:21:36.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629633,92.19776609724047,52.69607843137255,1610612737,102,123,2022-12-17T02:25:35Z,6760000,False,13.0,21.0,1,right,MISS J. Culver driving Layup,[1629633],1610612737.0,ATL,,driving,,,Culver,J. Culver,,,,,Restricted Area,0-8 Center,2.48,Missed,,,,,,,,,,,,,,,,,
688,PT01M46.00S,2022-12-17T02:21:38.1Z,4,REGULAR,rebound,defensive,[],1630177,,,1610612766,102,123,2022-12-17T02:21:42Z,6770000,False,,,0,,T. Maledon REBOUND (Off:0 Def:2),[1630177],1610612766.0,CHA,,,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,,,687.0,2.0,2.0,0.0,,,,,,,,,,,,,
