actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
81,PT04M42.00S,2023-01-03T00:21:49.2Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,12,18,2023-01-03T00:21:52Z,800000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,
82,PT04M32.00S,2023-01-03T00:21:58.7Z,1,REGULAR,3pt,Jump Shot,[],203471,83.78777923784494,96.07843137254902,1610612747,12,18,2023-01-03T00:22:03Z,810000,False,230.0,100.0,1,right,MISS D. Schroder 25' 3PT,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,,,,,25.11,Missed,,,,,,,,,,,,,,
83,PT04M29.00S,2023-01-03T00:22:01.7Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,12,18,2023-01-03T00:22:03Z,820000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,82.0,4.0,3.0,1.0,,,,,,,,,
84,PT04M21.00S,2023-01-03T00:22:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,8.229303547963205,49.50980392156863,1610612766,14,18,2023-01-03T00:22:12Z,830000,False,2.0,25.0,1,left,M. Plumlee driving finger roll Layup (4 PTS),[203486],1610612766.0,CHA,driving finger roll,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,2.5,Made,4.0,,,,,,,,,,,,,
85,PT04M10.00S,2023-01-03T00:22:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,94.08672798948751,50.88082107843137,1610612747,14,18,2023-01-03T00:23:01Z,840000,False,4.0,3.0,1,right,MISS T. Bryant Layup - blocked,"[1628418, 203486]",1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,0.54,Missed,,,,,,,,,Plumlee,203486.0,,,,
86,PT04M10.00S,2023-01-03T00:22:20.4Z,1,REGULAR,block,,[],203486,,,1610612747,14,18,2023-01-03T00:22:23Z,850000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT04M07.00S,2023-01-03T00:22:23.4Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,14,18,2023-01-03T00:22:27Z,860000,False,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,85.0,2.0,1.0,1.0,,,,,,,,,
88,PT04M05.00S,2023-01-03T00:22:25.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,32.802233902759525,40.68627450980392,1610612766,14,18,2023-01-03T00:31:40Z,870000,False,47.0,256.0,1,left,MISS L. Ball 26' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,,,26.0,Missed,,,,,,,,,,,,,,
89,PT04M05.00S,2023-01-03T00:22:25.6Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612766,14,18,2023-01-03T00:22:32Z,880000,False,,,0,,P. Washington REBOUND (Off:2 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,,,88.0,3.0,1.0,2.0,,,,,,,,,
90,PT04M01.00S,2023-01-03T00:22:28.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629023,5.590000152587891,50.0,1610612766,14,18,2023-01-03T00:40:35Z,890000,False,0.0,0.0,1,left,MISS P. Washington tip Layup,[1629023],1610612766.0,CHA,tip,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,0.0,Missed,,,,,,,,,,,,,,
91,PT04M00.00S,2023-01-03T00:22:29.9Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,14,18,2023-01-03T00:40:35Z,900000,False,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,90.0,3.0,3.0,0.0,,,,,,,,,
92,PT03M55.00S,2023-01-03T00:22:35.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628418,94.1688567674113,51.225490196078425,1610612747,14,20,2023-01-03T00:32:23Z,910000,False,6.0,2.0,1,right,T. Bryant DUNK (6 PTS) (L. James 2 AST),"[1628418, 2544]",1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,0.65,Made,6.0,,,,,L. James,2544.0,2.0,,,,,,
94,PT03M40.00S,2023-01-03T00:22:57.6Z,1,REGULAR,foul,offensive,[],1630163,,,1610612766,14,20,2023-01-03T00:33:30Z,930000,False,,,0,,L. Ball offensive FOUL (1 PF),"[1630163, 1630559]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left,202901.0,,,,,,,,,,,,,,,,1.0,0.0,Reaves,1630559.0
96,PT03M40.00S,2023-01-03T00:22:57.6Z,1,REGULAR,turnover,offensive foul,[],1630163,,,1610612766,14,20,2023-01-03T00:22:57Z,950000,False,,,0,,L. Ball offensive foul TURNOVER (3 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left,202901.0,3.0,,,,,,,,,,,,,,,,,,
97,PT03M40.00S,2023-01-03T00:23:05.3Z,1,REGULAR,substitution,out,[],1630163,,,1610612747,14,20,2023-01-03T00:23:18Z,960000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M40.00S,2023-01-03T00:23:05.3Z,1,REGULAR,substitution,out,[],203486,,,1610612747,14,20,2023-01-03T00:23:18Z,970000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M40.00S,2023-01-03T00:23:05.3Z,1,REGULAR,substitution,out,[],1629023,,,1610612747,14,20,2023-01-03T00:23:18Z,980000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M40.00S,2023-01-03T00:23:05.3Z,1,REGULAR,substitution,out,[],2544,,,1610612747,14,20,2023-01-03T00:23:18Z,990000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M40.00S,2023-01-03T00:23:05.3Z,1,REGULAR,substitution,in,[],1630550,,,1610612747,14,20,2023-01-03T00:23:18Z,1000000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M40.00S,2023-01-03T00:23:05.3Z,1,REGULAR,substitution,in,[],1628372,,,1610612747,14,20,2023-01-03T00:23:18Z,1010000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M40.00S,2023-01-03T00:23:05.3Z,1,REGULAR,substitution,in,[],1631109,,,1610612747,14,20,2023-01-03T00:23:18Z,1020000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M40.00S,2023-01-03T00:23:05.3Z,1,REGULAR,substitution,in,[],1629308,,,1610612747,14,20,2023-01-03T00:23:18Z,1030000,False,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M28.00S,2023-01-03T00:23:27.9Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612747,14,20,2023-01-03T00:23:34Z,1040000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1629667]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,1.0,McDaniels,1629667.0,,,,,,,,,,,,,,,,
106,PT03M28.00S,2023-01-03T00:23:27.9Z,1,REGULAR,steal,,[],1629667,,,1610612766,14,20,2023-01-03T00:23:29Z,1050000,False,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
107,PT03M24.00S,2023-01-03T00:23:32.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630550,12.434296977660972,53.18627450980392,1610612766,14,20,2023-01-03T00:35:32Z,1060000,False,-16.0,64.0,1,left,MISS J. Thor 6' running pullup Shot,[1630550],1610612766.0,CHA,running pullup,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.63,Missed,,,,,,,,,,,,,,
108,PT03M20.00S,2023-01-03T00:23:36.6Z,1,REGULAR,rebound,offensive,[],1628372,,,1610612766,14,20,2023-01-03T00:35:32Z,1070000,False,,,0,,D. Smith Jr. REBOUND (Off:1 Def:0),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,107.0,1.0,0.0,1.0,,,,,,,,,
109,PT03M20.00S,2023-01-03T00:23:35.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1628372,5.590000152587891,50.0,1610612766,14,20,2023-01-03T00:23:41Z,1080000,False,0.0,0.0,1,left,MISS D. Smith Jr. tip Layup,[1628372],1610612766.0,CHA,tip,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,0.0,Missed,,,,,,,,,,,,,,
110,PT03M19.00S,2023-01-03T00:23:36.7Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612747,14,20,2023-01-03T00:23:41Z,1090000,False,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,
111,PT03M16.00S,2023-01-03T00:23:39.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628418,92.06636005256242,48.28431372549019,1610612747,14,22,2023-01-03T00:23:45Z,1100000,False,-9.0,22.0,1,right,T. Bryant running Layup (8 PTS) (A. Reaves 1 AST),"[1628418, 1630559]",1610612747.0,LAL,running,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,2.37,Made,8.0,,,,,A. Reaves,1630559.0,1.0,,,,,,
113,PT03M03.00S,2023-01-03T00:23:52.7Z,1,REGULAR,3pt,Jump Shot,[],1630550,5.075558475689881,95.34313725490196,1610612766,17,22,2023-01-03T00:23:56Z,1120000,False,-227.0,-5.0,1,left,J. Thor 3PT  (3 PTS) (D. Smith Jr. 1 AST),"[1630550, 1628372]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Left Corner 3,24+ Left,,,,,22.68,Made,3.0,,,,,D. Smith Jr.,1628372.0,1.0,,,,,,
115,PT02M46.00S,2023-01-03T00:24:10.1Z,1,REGULAR,2pt,Jump Shot,[],201566,79.71419185282524,73.77450980392157,1610612747,17,22,2023-01-03T00:24:15Z,1140000,False,119.0,138.0,1,right,MISS R. Westbrook 18' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right Center,,,,,18.23,Missed,,,,,,,,,,,,,,
116,PT02M43.00S,2023-01-03T00:24:13.1Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,17,22,2023-01-03T00:24:15Z,1150000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Right Center,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,
117,PT02M35.00S,2023-01-03T00:24:20.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,5.732588699080158,47.794117647058826,1610612766,19,22,2023-01-03T00:24:24Z,1160000,False,11.0,1.0,1,left,T. Rozier driving Layup (4 PTS),[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,1.11,Made,4.0,,,,,,,,,,,,,
118,PT02M28.00S,2023-01-03T00:24:33.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,19,22,2023-01-03T00:24:33Z,1170000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M28.00S,2023-01-03T00:27:10.5Z,1,REGULAR,substitution,out,[],1626179,,,1610612747,19,22,2023-01-03T00:27:21Z,1180000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M28.00S,2023-01-03T00:27:10.5Z,1,REGULAR,substitution,out,[],203471,,,1610612747,19,22,2023-01-03T00:27:21Z,1190000,False,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M28.00S,2023-01-03T00:27:10.5Z,1,REGULAR,substitution,out,[],1628418,,,1610612747,19,22,2023-01-03T00:27:21Z,1200000,False,,,0,,SUB out: T. Bryant,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M28.00S,2023-01-03T00:27:10.5Z,1,REGULAR,substitution,in,[],202330,,,1610612747,19,22,2023-01-03T00:27:21Z,1210000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M28.00S,2023-01-03T00:27:10.5Z,1,REGULAR,substitution,in,[],1628972,,,1610612747,19,22,2023-01-03T00:27:21Z,1220000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M28.00S,2023-01-03T00:27:10.5Z,1,REGULAR,substitution,in,[],1629117,,,1610612747,19,22,2023-01-03T00:27:21Z,1230000,False,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M13.00S,2023-01-03T00:27:40.8Z,1,REGULAR,2pt,Jump Shot,[],201566,89.56964520367937,27.941176470588236,1610612747,19,22,2023-01-03T00:27:46Z,1240000,False,-110.0,46.0,1,right,MISS R. Westbrook 11' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,,11.93,Missed,,,,,,,,,,,,,,
127,PT02M09.00S,2023-01-03T00:27:44.8Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,19,22,2023-01-03T00:27:46Z,1260000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,
128,PT02M01.00S,2023-01-03T00:27:53.2Z,1,REGULAR,3pt,Jump Shot,[],1629667,30.699737187910642,69.11764705882352,1610612766,19,22,2023-01-03T00:28:00Z,1270000,False,-96.0,236.0,1,left,MISS J. McDaniels 25' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,25.47,Missed,,,,,,,,,,,,,,
129,PT01M54.00S,2023-01-03T00:28:00.2Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612747,19,22,2023-01-03T00:39:39Z,1280000,False,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:2),[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,128.0,2.0,2.0,0.0,,,,,,,,,
130,PT01M49.00S,2023-01-03T00:28:04.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201566,71.69842312746385,20.34313725490196,1610612747,19,22,2023-01-03T00:28:12Z,1290000,False,-148.0,214.0,1,right,MISS R. Westbrook 26' running pullup 3PT,[201566],1610612747.0,LAL,running pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,26.0,Missed,,,,,,,,,,,,,,
131,PT01M45.00S,2023-01-03T00:28:08.7Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,19,22,2023-01-03T00:28:12Z,1300000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,
132,PT01M31.00S,2023-01-03T00:28:22.8Z,1,REGULAR,2pt,Jump Shot,[],1628372,25.706307490144546,64.95098039215686,1610612766,19,22,2023-01-03T00:28:27Z,1310000,False,-75.0,189.0,1,left,MISS D. Smith Jr. 20' pullup Shot,[1628372],1610612766.0,CHA,pullup,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Left Center,,,,,20.34,Missed,,,,,,,,,,,,,,
133,PT01M27.00S,2023-01-03T00:28:26.8Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,19,22,2023-01-03T00:28:27Z,1320000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,
134,PT01M17.00S,2023-01-03T00:28:37.0Z,1,REGULAR,3pt,Jump Shot,[],1628972,72.35545335085413,84.55882352941177,1610612747,19,22,2023-01-03T00:28:41Z,1330000,False,173.0,207.0,1,right,MISS T. Brown Jr. 27' 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,,,27.0,Missed,,,,,,,,,,,,,,
135,PT01M13.00S,2023-01-03T00:28:41.0Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,19,22,2023-01-03T00:28:41Z,1340000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,134.0,2.0,2.0,0.0,,,,,,,,,
136,PT01M01.00S,2023-01-03T00:28:56.8Z,1,REGULAR,foul,personal,['2freethrow'],1629117,,,1610612766,19,22,2023-01-03T00:29:11Z,1350000,False,,,0,,W. Gabriel shooting personal FOUL (1 PF) (Hayward 2 FT),"[1629117, 202330]",1610612747.0,LAL,shooting,,,Gabriel,W. Gabriel,,,,,Mid-Range,8-16 Right,2004.0,,,,,,,,,,,,,,,,1.0,0.0,Hayward,202330.0
138,PT01M01.00S,2023-01-03T00:29:25.4Z,1,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,20,22,2023-01-03T00:29:25Z,1370000,False,,,0,,G. Hayward Free Throw 1 of 2 (4 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
139,PT01M01.00S,2023-01-03T00:29:29.4Z,1,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,21,22,2023-01-03T00:29:29Z,1380000,False,,,0,,G. Hayward Free Throw 2 of 2 (5 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
140,PT00M40.20S,2023-01-03T00:29:53.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,85.3646517739816,63.970588235294116,1610612747,21,22,2023-01-03T00:29:58Z,1390000,False,70.0,85.0,1,right,MISS A. Reaves 11' driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Right,,,,,11.01,Missed,,,,,,,,,,,,,,
141,PT00M37.20S,2023-01-03T00:29:56.2Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,21,22,2023-01-03T00:29:56Z,1400000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,140.0,2.0,2.0,0.0,,,,,,,,,
142,PT00M29.50S,2023-01-03T00:30:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628372,14.273981603153747,41.66666666666667,1610612766,21,22,2023-01-03T00:30:10Z,1410000,False,42.0,82.0,1,left,MISS D. Smith Jr. 9' pullup Shot,[1628372],1610612766.0,CHA,pullup,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,9.17,Missed,,,,,,,,,,,,,,
143,PT00M28.60S,2023-01-03T00:30:04.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,21,22,2023-01-03T00:30:10Z,1420000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,142.0,,,,,,,,,,,,
145,PT00M04.00S,2023-01-03T00:30:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629117,93.11760840998686,53.92156862745098,1610612747,21,22,2023-01-03T00:30:48Z,1440000,False,20.0,12.0,1,right,MISS W. Gabriel driving reverse Layup,[1629117],1610612747.0,LAL,driving reverse,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,,2.31,Missed,,,,,,,,,,,,,,
147,PT00M04.00S,2023-01-03T00:30:41.4Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,21,22,2023-01-03T00:31:54Z,1460000,False,,,0,,M. Williams REBOUND (Off:0 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,145.0,3.0,3.0,0.0,,,,,,,,,
148,PT00M00.00S,2023-01-03T00:30:50.6Z,1,REGULAR,3pt,Jump Shot,[],1628372,43.18331143232589,25.0,1610612766,21,22,2023-01-03T00:30:59Z,1470000,False,125.0,353.0,1,left,MISS D. Smith Jr. 37' pullup 3PT,[1628372],1610612766.0,CHA,pullup,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,37.49,Missed,,,,,,,,,,,,,,
149,PT00M00.00S,2023-01-03T00:30:58.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,21,22,2023-01-03T00:30:58Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,148.0,,,,,,,,,,,,
150,PT00M00.00S,2023-01-03T00:31:00.8Z,1,REGULAR,period,end,[],0,,,1610612766,21,22,2023-01-03T00:31:00Z,1490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-01-03T00:31:26.0Z,2,REGULAR,substitution,out,['startperiod'],1629667,,,1610612766,21,22,2023-01-03T00:33:37Z,1500000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-01-03T00:31:26.0Z,2,REGULAR,substitution,out,['startperiod'],1630550,,,1610612766,21,22,2023-01-03T00:33:37Z,1510000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-01-03T00:31:26.0Z,2,REGULAR,substitution,out,['startperiod'],1629308,,,1610612766,21,22,2023-01-03T00:33:37Z,1520000,False,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-01-03T00:31:26.0Z,2,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,21,22,2023-01-03T00:33:37Z,1530000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-01-03T00:31:26.0Z,2,REGULAR,substitution,in,['startperiod'],1629023,,,1610612766,21,22,2023-01-03T00:33:37Z,1540000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-01-03T00:31:26.0Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612766,21,22,2023-01-03T00:33:37Z,1550000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-01-03T00:34:00.9Z,2,REGULAR,period,start,[],0,,,1610612747,21,22,2023-01-03T00:34:01Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M47.00S,2023-01-03T00:34:14.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,92.06636005256242,51.225490196078425,1610612747,21,24,2023-01-03T00:45:19Z,1565000,False,6.0,22.0,1,right,A. Reaves driving floating Jump Shot (2 PTS) (R. Westbrook 1 AST),"[1630559, 201566]",1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,2.29,Made,2.0,,,,,R. Westbrook,201566.0,1.0,,,,,,
165,PT11M47.00S,2023-01-03T00:34:20.8Z,2,REGULAR,foul,personal,['1freethrow'],1630163,,,1610612747,21,24,2023-01-03T00:42:08Z,1567500,False,,,0,,L. Ball shooting personal FOUL (2 PF) (Reaves 1 FT),"[1630163, 1630559]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,1626302.0,,,,,,,,,,,,,,,,2.0,0.0,Reaves,1630559.0
172,PT11M47.00S,2023-01-03T00:34:24.1Z,2,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,21,24,2023-01-03T00:42:27Z,1569375,False,,,0,,MISS A. Reaves Free Throw 1 of 1,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
