actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
86,PT05M03.00S,2023-03-26T17:25:04.3Z,1,REGULAR,foul,personal,['2freethrow'],1630550,,,1610612742,18,8,2023-03-26T17:25:15Z,850000,False,,,0,,J. Thor shooting personal FOUL (1 PF) (Kleber 2 FT),"[1630550, 1628467]",1610612766.0,CHA,shooting,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,,,,,1.0,0.0,Kleber,1628467.0,,,,,
88,PT05M03.00S,2023-03-26T17:25:29.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628467,,,1610612742,18,9,2023-03-26T17:25:29Z,870000,False,,,0,,M. Kleber Free Throw 1 of 2 (4 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
89,PT05M03.00S,2023-03-26T17:25:30.9Z,1,REGULAR,substitution,out,[],1628372,,,1610612742,18,9,2023-03-26T17:25:35Z,880000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M03.00S,2023-03-26T17:25:30.9Z,1,REGULAR,substitution,in,[],1630177,,,1610612742,18,9,2023-03-26T17:25:35Z,890000,False,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M03.00S,2023-03-26T17:25:46.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628467,,,1610612742,18,10,2023-03-26T17:25:46Z,900000,False,,,0,,M. Kleber Free Throw 2 of 2 (5 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
92,PT04M51.00S,2023-03-26T17:26:05.5Z,1,REGULAR,foul,personal,[],1628467,,,1610612766,18,10,2023-03-26T17:26:11Z,910000,False,,,0,,M. Kleber personal FOUL (1 PF),"[1628467, 1631109]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Mid-Range,16-24 Right Center,,,,,,,202041.0,,,,,1.0,0.0,Williams,1631109.0,,,,,
94,PT04M43.00S,2023-03-26T17:26:27.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,93.24901445466492,47.30392156862745,1610612766,20,10,2023-03-26T17:27:25Z,930000,False,-13.0,11.0,1,right,M. Williams Hook (6 PTS) (B. McGowens 1 AST),"[1631109, 1631121]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,1.74,Made,6.0,B. McGowens,1631121.0,1.0,,,,,,,,,,,,,,
96,PT04M43.00S,2023-03-26T17:26:30.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203501,,,1610612766,20,10,2023-03-26T17:26:37Z,950000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (1 PF) (Williams 1 FT),"[203501, 1631109]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,202007.0,,,,,1.0,0.0,Williams,1631109.0,,,,,
98,PT04M43.00S,2023-03-26T17:26:56.4Z,1,REGULAR,freethrow,1 of 1,[],1631109,,,1610612766,20,10,2023-03-26T17:26:59Z,970000,False,,,0,,MISS M. Williams Free Throw 1 of 1,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
99,PT04M40.00S,2023-03-26T17:26:59.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,20,10,2023-03-26T17:26:59Z,980000,False,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,98.0,3.0,3.0,0.0,,,,,,,,,
100,PT04M25.00S,2023-03-26T17:27:13.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,15.325229960578188,53.92156862745098,1610612742,20,10,2023-03-26T17:27:21Z,990000,False,-20.0,92.0,1,left,MISS L. Doncic 9' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,9.37,Missed,,,,,,,,,,,,,,,,,,
101,PT04M19.00S,2023-03-26T17:27:19.2Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,20,10,2023-03-26T17:27:19Z,1000000,False,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,
102,PT04M00.00S,2023-03-26T17:27:38.3Z,1,REGULAR,3pt,Jump Shot,[],1631121,87.99277266754271,98.0392156862745,1610612766,20,10,2023-03-26T17:27:49Z,1010000,False,240.0,60.0,1,right,MISS B. McGowens 24' 3PT,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Right Corner 3,24+ Right,24.77,Missed,,,,,,,,,,,,,,,,,,
103,PT03M58.00S,2023-03-26T17:27:40.3Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,20,10,2023-03-26T17:27:49Z,1020000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,102.0,2.0,2.0,0.0,,,,,,,,,
104,PT03M53.00S,2023-03-26T17:27:46.0Z,1,REGULAR,2pt,Jump Shot,[],203501,8.623521681997373,25.735294117647058,1610612742,20,10,2023-03-26T17:28:43Z,1030000,False,121.0,29.0,1,left,MISS T. Hardaway Jr. 12' pullup bank Shot,[203501],1610612742.0,DAL,pullup bank,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,12.46,Missed,,,,,,,,,,,,,,,,,,
105,PT03M51.00S,2023-03-26T17:27:48.0Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,20,10,2023-03-26T17:27:55Z,1040000,False,,,0,,J. Thor REBOUND (Off:0 Def:2),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Mid-Range,8-16 Right,,,,,,,,104.0,2.0,2.0,0.0,,,,,,,,,
106,PT03M38.00S,2023-03-26T17:28:00.4Z,1,REGULAR,3pt,Jump Shot,[],1630177,66.17936925098554,34.31372549019608,1610612766,20,10,2023-03-26T17:28:06Z,1050000,False,-78.0,265.0,1,right,MISS T. Maledon 27' 3PT,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Center,27.67,Missed,,,,,,,,,,,,,,,,,,
107,PT03M34.00S,2023-03-26T17:28:04.4Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,20,10,2023-03-26T17:28:06Z,1060000,False,,,0,,M. Williams REBOUND (Off:3 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,106.0,6.0,3.0,3.0,,,,,,,,,
108,PT03M33.00S,2023-03-26T17:28:06.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203501,,,1610612766,20,10,2023-03-26T17:28:20Z,1070000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (2 PF) (Hayward 2 FT),"[203501, 202330]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Left,,,,,,,1628480.0,,,,,2.0,0.0,Hayward,202330.0,,,,,
110,PT03M33.00S,2023-03-26T17:28:29.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202330,,,1610612766,21,10,2023-03-26T17:28:29Z,1090000,False,,,0,,G. Hayward Free Throw 1 of 2 (10 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
111,PT03M33.00S,2023-03-26T17:28:43.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202330,,,1610612766,22,10,2023-03-26T17:28:43Z,1100000,False,,,0,,G. Hayward Free Throw 2 of 2 (11 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
112,PT03M16.00S,2023-03-26T17:29:02.5Z,1,REGULAR,3pt,Jump Shot,[],203493,7.703679369250986,95.83333333333334,1610612742,22,10,2023-03-26T17:29:09Z,1110000,False,-229.0,20.0,1,left,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Left Corner 3,24+ Left,23.01,Missed,,,,,,,,,,,,,,,,,,
113,PT03M13.00S,2023-03-26T17:29:05.5Z,1,REGULAR,rebound,defensive,[],1630550,,,1610612766,22,10,2023-03-26T17:29:09Z,1120000,False,,,0,,J. Thor REBOUND (Off:0 Def:3),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Left Corner 3,24+ Left,,,,,,,,112.0,3.0,3.0,0.0,,,,,,,,,
114,PT02M59.00S,2023-03-26T17:29:19.6Z,1,REGULAR,3pt,Jump Shot,[],1630177,77.21747700394218,89.70588235294117,1610612766,22,10,2023-03-26T17:29:27Z,1130000,False,199.0,162.0,1,right,MISS T. Maledon 25' 3PT,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Right Center,25.6,Missed,,,,,,,,,,,,,,,,,,
115,PT02M58.00S,2023-03-26T17:29:20.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,22,10,2023-03-26T17:29:27Z,1140000,False,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,,114.0,4.0,4.0,0.0,,,,,,,,,
116,PT02M58.00S,2023-03-26T17:29:28.3Z,1,REGULAR,foul,personal,[],1631109,,,1610612742,22,10,2023-03-26T17:29:34Z,1150000,False,,,0,,M. Williams personal FOUL (1 PF),"[1631109, 1629029]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202007.0,,,,,1.0,0.0,Doncic,1629029.0,,,,,
118,PT02M58.00S,2023-03-26T17:29:33.8Z,1,REGULAR,substitution,out,[],1631109,,,1610612742,22,10,2023-03-26T17:29:50Z,1170000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M58.00S,2023-03-26T17:29:33.8Z,1,REGULAR,substitution,out,[],202330,,,1610612742,22,10,2023-03-26T17:29:50Z,1180000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M58.00S,2023-03-26T17:29:33.8Z,1,REGULAR,substitution,out,[],1630182,,,1610612742,22,10,2023-03-26T17:29:50Z,1190000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M58.00S,2023-03-26T17:29:33.8Z,1,REGULAR,substitution,out,[],203493,,,1610612742,22,10,2023-03-26T17:29:50Z,1200000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M58.00S,2023-03-26T17:29:33.8Z,1,REGULAR,substitution,in,[],1629004,,,1610612742,22,10,2023-03-26T17:29:50Z,1210000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M58.00S,2023-03-26T17:29:33.8Z,1,REGULAR,substitution,in,[],1630539,,,1610612742,22,10,2023-03-26T17:29:50Z,1220000,False,,,0,,SUB in: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M58.00S,2023-03-26T17:29:33.8Z,1,REGULAR,substitution,in,[],1630702,,,1610612742,22,10,2023-03-26T17:29:50Z,1230000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M58.00S,2023-03-26T17:29:33.8Z,1,REGULAR,substitution,in,[],1626174,,,1610612742,22,10,2023-03-26T17:29:50Z,1240000,False,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M49.00S,2023-03-26T17:30:01.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,11.514454664914586,48.28431372549019,1610612742,22,10,2023-03-26T17:30:46Z,1250000,False,9.0,56.0,1,left,MISS L. Doncic driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,5.64,Missed,,,,,,,,,,,,,,,,,,
127,PT02M47.00S,2023-03-26T17:30:03.4Z,1,REGULAR,rebound,offensive,[],1629029,,,1610612742,22,10,2023-03-26T17:30:03Z,1260000,False,,,0,,L. Doncic REBOUND (Off:1 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,126.0,5.0,4.0,1.0,,,,,,,,,
128,PT02M47.00S,2023-03-26T17:30:05.5Z,1,REGULAR,foul,personal,['2freethrow'],1630177,,,1610612742,22,10,2023-03-26T17:30:17Z,1270000,False,,,0,,T. Maledon shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630177, 1629029]",1610612766.0,CHA,shooting,,,Maledon,T. Maledon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,,,,,1.0,0.0,Doncic,1629029.0,,,,,
130,PT02M47.00S,2023-03-26T17:30:32.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629029,,,1610612742,22,11,2023-03-26T17:30:32Z,1290000,False,,,0,,L. Doncic Free Throw 1 of 2 (2 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
131,PT02M47.00S,2023-03-26T17:30:49.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629029,,,1610612742,22,12,2023-03-26T17:30:49Z,1300000,False,,,0,,L. Doncic Free Throw 2 of 2 (3 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
132,PT02M26.00S,2023-03-26T17:31:11.3Z,1,REGULAR,3pt,Jump Shot,[],1629004,68.28186596583443,68.62745098039215,1610612766,25,12,2023-03-26T17:31:17Z,1310000,False,93.0,246.0,1,right,S. Mykhailiuk 26' 3PT step back (3 PTS),[1629004],1610612766.0,CHA,step back,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,26.27,Made,3.0,,,,,,,,,,,,,,,,,
133,PT02M09.00S,2023-03-26T17:31:27.5Z,1,REGULAR,3pt,Jump Shot,[],1628467,4.812746386333772,4.166666666666666,1610612742,25,12,2023-03-26T17:31:32Z,1320000,False,229.0,-7.0,1,left,MISS M. Kleber 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
134,PT02M07.00S,2023-03-26T17:31:29.5Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612766,25,12,2023-03-26T17:31:29Z,1330000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Right Corner 3,24+ Right,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,
135,PT02M05.00S,2023-03-26T17:31:34.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630702,,,1610612766,25,12,2023-03-26T17:31:45Z,1340000,False,,,0,,J. Hardy personal FOUL (1 PF) (Mykhailiuk 2 FT),"[1630702, 1629004]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,1.0,0.0,Mykhailiuk,1629004.0,,,,,
137,PT02M05.00S,2023-03-26T17:32:01.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629004,,,1610612766,26,12,2023-03-26T17:32:01Z,1360000,False,,,0,,S. Mykhailiuk Free Throw 1 of 2 (4 PTS),[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
138,PT02M05.00S,2023-03-26T17:32:16.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629004,,,1610612766,27,12,2023-03-26T17:32:16Z,1370000,False,,,0,,S. Mykhailiuk Free Throw 2 of 2 (5 PTS),[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
139,PT01M59.00S,2023-03-26T17:32:32.0Z,1,REGULAR,violation,kicked ball,[],1630550,,,1610612742,27,12,2023-03-26T17:32:38Z,1380000,False,,,0,,J. Thor kicked ball VIOLATION,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,202007.0,,,,,,,,,,,,,
140,PT01M46.00S,2023-03-26T17:32:54.7Z,1,REGULAR,2pt,Jump Shot,[],1629029,26.363337713534822,50.0,1610612742,27,12,2023-03-26T17:33:00Z,1390000,False,0.0,195.0,1,left,MISS L. Doncic 19' step back Shot,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Center,19.53,Missed,,,,,,,,,,,,,,,,,,
141,PT01M42.00S,2023-03-26T17:32:58.7Z,1,REGULAR,rebound,defensive,[],1630177,,,1610612766,27,12,2023-03-26T17:33:00Z,1400000,False,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Mid-Range,16-24 Center,,,,,,,,140.0,1.0,1.0,0.0,,,,,,,,,
142,PT01M37.00S,2023-03-26T17:33:02.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630550,93.64323258869908,4.901960784313726,1610612766,30,12,2023-03-26T17:33:10Z,1410000,False,-225.0,7.0,1,right,J. Thor 3PT  (3 PTS) (B. McGowens 2 AST),"[1630550, 1631121]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Left Corner 3,24+ Left,22.56,Made,3.0,B. McGowens,1631121.0,2.0,,,,,,,,,,,,,,
144,PT01M16.00S,2023-03-26T17:33:26.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630539,,,1610612742,30,12,2023-03-26T17:33:34Z,1430000,False,,,0,,K. Jones shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630539, 1629029]",1610612766.0,CHA,shooting,,,Jones,K. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202007.0,,,,,1.0,0.0,Doncic,1629029.0,,,,,
146,PT01M16.00S,2023-03-26T17:33:54.0Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,30,13,2023-03-26T17:33:54Z,1450000,False,,,0,,L. Doncic Free Throw 1 of 2 (4 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
147,PT01M16.00S,2023-03-26T17:34:09.3Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,30,14,2023-03-26T17:34:09Z,1460000,False,,,0,,L. Doncic Free Throw 2 of 2 (5 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
148,PT00M55.20S,2023-03-26T17:34:32.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,86.15308804204993,51.225490196078425,1610612766,30,14,2023-03-26T17:34:37Z,1470000,False,6.0,78.0,1,right,MISS T. Maledon 7' fadeaway Shot,[1630177],1610612766.0,CHA,fadeaway,,,Maledon,T. Maledon,,,,,In The Paint (Non-RA),0-8 Center,7.79,Missed,,,,,,,,,,,,,,,,,,
149,PT00M53.60S,2023-03-26T17:34:34.2Z,1,REGULAR,rebound,offensive,[],1630539,,,1610612766,30,14,2023-03-26T17:34:34Z,1480000,False,,,0,,K. Jones REBOUND (Off:1 Def:0),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,148.0,1.0,0.0,1.0,,,,,,,,,
150,PT00M50.90S,2023-03-26T17:34:39.3Z,1,REGULAR,turnover,3-second-violation,[],1630539,,,1610612766,30,14,2023-03-26T17:34:48Z,1490000,False,,,0,,K. Jones 3-second-violation TURNOVER (1 TO),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,,,,202007.0,,,,,,,,,1.0,,,,
151,PT00M36.00S,2023-03-26T17:35:06.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630539,,,1610612742,30,14,2023-03-26T17:35:16Z,1500000,False,,,0,,K. Jones shooting personal FOUL (2 PF) (Wood 2 FT),"[1630539, 1626174]",1610612766.0,CHA,shooting,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,2.0,0.0,Wood,1626174.0,,,,,
153,PT00M36.00S,2023-03-26T17:35:26.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626174,,,1610612742,30,15,2023-03-26T17:35:26Z,1520000,False,,,0,,C. Wood Free Throw 1 of 2 (1 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
154,PT00M36.00S,2023-03-26T17:35:42.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626174,,,1610612742,30,16,2023-03-26T17:35:42Z,1530000,False,,,0,,C. Wood Free Throw 2 of 2 (2 PTS),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
155,PT00M21.90S,2023-03-26T17:36:00.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629004,87.46714848883047,48.77450980392157,1610612766,30,16,2023-03-26T17:36:06Z,1540000,False,-6.0,65.0,1,right,MISS S. Mykhailiuk 6' turnaround fadeaway Shot,[1629004],1610612766.0,CHA,turnaround fadeaway,,,Mykhailiuk,S. Mykhailiuk,,,,,In The Paint (Non-RA),0-8 Center,6.56,Missed,,,,,,,,,,,,,,,,,,
156,PT00M20.00S,2023-03-26T17:36:02.2Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,30,16,2023-03-26T17:36:02Z,1550000,False,,,0,,L. Doncic REBOUND (Off:1 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,155.0,6.0,5.0,1.0,,,,,,,,,
157,PT00M00.00S,2023-03-26T17:36:27.3Z,1,REGULAR,period,end,[],0,,,1610612742,30,16,2023-03-26T17:36:27Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-03-26T17:37:45.6Z,2,REGULAR,substitution,out,['startperiod'],1630550,,,1610612742,30,16,2023-03-26T17:39:32Z,1570000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-03-26T17:37:45.6Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612742,30,16,2023-03-26T17:39:32Z,1580000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-03-26T17:37:45.6Z,2,REGULAR,substitution,out,['startperiod'],1630702,,,1610612742,30,16,2023-03-26T17:39:32Z,1590000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-03-26T17:37:45.6Z,2,REGULAR,substitution,in,['startperiod'],1629023,,,1610612742,30,16,2023-03-26T17:39:32Z,1600000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-03-26T17:37:45.6Z,2,REGULAR,substitution,in,['startperiod'],203200,,,1610612742,30,16,2023-03-26T17:39:32Z,1610000,False,,,0,,SUB in: J. Holiday,[203200],1610612742.0,DAL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-03-26T17:37:45.6Z,2,REGULAR,substitution,in,['startperiod'],202681,,,1610612742,30,16,2023-03-26T17:39:32Z,1620000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-03-26T17:39:45.9Z,2,REGULAR,period,start,[],0,,,1610612742,30,16,2023-03-26T17:39:45Z,1630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M46.00S,2023-03-26T17:39:58.7Z,2,REGULAR,3pt,Jump Shot,[],203501,32.40801576872536,38.23529411764706,1610612742,30,19,2023-03-26T17:40:04Z,1640000,False,59.0,252.0,1,left,T. Hardaway Jr. 25' 3PT  (3 PTS) (K. Irving 1 AST),"[203501, 202681]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,25.89,Made,3.0,K. Irving,202681.0,1.0,,,,,,,,,,,,,,
167,PT11M24.00S,2023-03-26T17:40:25.2Z,2,REGULAR,foul,offensive,[],1631121,,,1610612766,30,19,2023-03-26T17:40:36Z,1660000,False,,,0,,B. McGowens offensive FOUL (1 PF),"[1631121, 203501]",1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,,,,,1.0,0.0,Hardaway Jr.,203501.0,,,,,
169,PT11M24.00S,2023-03-26T17:40:25.2Z,2,REGULAR,turnover,offensive foul,[],1631121,,,1610612766,30,19,2023-03-26T17:40:25Z,1680000,False,,,0,,B. McGowens offensive foul TURNOVER (1 TO),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,,,,,,,,,1.0,,,,
