actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
85,PT05M39.00S,2026-01-31T00:50:29.4Z,1,REGULAR,substitution,out,[],201950,,,1610612752,12,10,2026-01-31T00:53:37Z,810000,False,,,0,,SUB out: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M39.00S,2026-01-31T00:50:29.4Z,1,REGULAR,substitution,in,[],1629013,,,1610612752,12,10,2026-01-31T00:53:37Z,820000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M39.00S,2026-01-31T00:50:29.4Z,1,REGULAR,substitution,in,[],1629011,,,1610612752,12,10,2026-01-31T00:53:37Z,830000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M39.00S,2026-01-31T00:50:29.4Z,1,REGULAR,substitution,in,[],1642885,,,1610612752,12,10,2026-01-31T00:53:37Z,840000,False,,,0,,SUB in: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M39.00S,2026-01-31T00:50:29.4Z,1,REGULAR,substitution,in,[],1631126,,,1610612752,12,10,2026-01-31T00:53:37Z,850000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M32.00S,2026-01-31T00:53:49.5Z,1,REGULAR,3pt,Jump Shot,[],1628973,70.77858081471747,24.019607843137255,1610612752,15,10,2026-01-31T01:07:57Z,860000,False,-130.0,222.0,1,right,J. Brunson 25' 3PT  (3 PTS) (M. Robinson 1 AST),"[1628973, 1629011]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,25.74,,,,M. Robinson,1629011.0,1.0,,,,,
92,PT05M09.00S,2026-01-31T00:54:14.5Z,1,REGULAR,turnover,out-of-bounds,[],1631101,,,1610612757,15,10,2026-01-31T00:54:44Z,880000,False,,,0,,S. Sharpe bad pass out-of-bounds TURNOVER (1 TO),[1631101],1610612757.0,POR,bad pass,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,1629183.0,,,,,,,,,,,,,,,1.0,,,,
93,PT04M54.00S,2026-01-31T00:54:36.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,88.78120893561103,36.51960784313725,1610612752,17,10,2026-01-31T00:54:41Z,890000,False,-67.0,53.0,1,right,J. Brunson 8' driving floating Jump Shot (5 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,,5.0,8.57,,,,,,,,,,,
94,PT04M39.00S,2026-01-31T00:54:51.8Z,1,REGULAR,turnover,bad pass,[],203924,,,1610612757,17,10,2026-01-31T00:54:56Z,900000,False,,,0,,J. Grant bad pass TURNOVER (1 TO),"[203924, 1628973]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,,,Brunson,1628973.0
95,PT04M39.00S,2026-01-31T00:54:51.8Z,1,REGULAR,steal,,[],1628973,,,1610612752,17,10,2026-01-31T00:54:53Z,910000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
96,PT04M34.00S,2026-01-31T00:54:56.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629013,95.22010512483574,95.83333333333334,1610612752,17,10,2026-01-31T00:55:01Z,920000,False,229.0,-8.0,1,right,MISS L. Shamet running 3PT,[1629013],1610612752.0,NYK,running,,,Shamet,L. Shamet,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.93,,,,,,,,,,,
97,PT04M31.00S,2026-01-31T00:54:59.5Z,1,REGULAR,rebound,defensive,[],1631126,,,1610612757,17,10,2026-01-31T00:55:01Z,930000,False,,,0,,C. Love REBOUND (Off:0 Def:1),[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Right Corner 3,24+ Right,,,,,,,96.0,,,1.0,1.0,0.0,,,,,,,,
99,PT04M27.00S,2026-01-31T00:55:21.9Z,1,REGULAR,foul,personal,[],1642885,,,1610612757,17,10,2026-01-31T00:56:19Z,950000,False,,,0,,M. Diawara personal FOUL (1 PF),"[1642885, 1641739]",1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Mid-Range,16-24 Right Center,203593.0,1.0,0.0,Camara,1641739.0,,,,,,,,,,,,,,,
100,PT04M27.00S,2026-01-31T00:55:22.0Z,1,REGULAR,substitution,out,[],1629057,,,1610612757,17,10,2026-01-31T00:55:28Z,960000,False,,,0,,SUB out: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M27.00S,2026-01-31T00:55:22.0Z,1,REGULAR,substitution,in,[],1642270,,,1610612757,17,10,2026-01-31T00:55:28Z,970000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M21.00S,2026-01-31T00:55:37.2Z,1,REGULAR,turnover,bad pass,[],1631126,,,1610612757,17,10,2026-01-31T00:55:43Z,980000,False,,,0,,C. Love bad pass TURNOVER (1 TO),"[1631126, 1628404]",1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,,,Hart,1628404.0
104,PT04M21.00S,2026-01-31T00:55:37.2Z,1,REGULAR,steal,,[],1628404,,,1610612752,17,10,2026-01-31T00:55:39Z,990000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
105,PT04M18.00S,2026-01-31T00:55:40.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628404,93.64323258869908,51.225490196078425,1610612752,19,10,2026-01-31T00:55:46Z,1000000,False,6.0,7.0,1,right,J. Hart running Layup (7 PTS),[1628404],1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,0.95,,,,,,,,,,,
106,PT04M18.00S,2026-01-31T00:55:44.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612757,19,10,2026-01-31T00:55:44Z,1010000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M18.00S,2026-01-31T00:55:44.6Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,19,10,2026-01-31T00:58:54Z,1020000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M18.00S,2026-01-31T00:55:44.6Z,1,REGULAR,substitution,in,[],1630166,,,1610612757,19,10,2026-01-31T00:58:54Z,1030000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M02.00S,2026-01-31T00:59:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631126,7.703679369250986,40.44117647058824,1610612757,19,10,2026-01-31T00:59:06Z,1040000,False,48.0,20.0,1,left,MISS C. Love driving finger roll Layup,[1631126],1610612757.0,POR,driving finger roll,,,Love,C. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,5.18,,,,,,,,,,,
110,PT04M00.00S,2026-01-31T00:59:04.5Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,19,10,2026-01-31T00:59:06Z,1050000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,109.0,,,1.0,1.0,0.0,,,,,,,,
111,PT03M41.00S,2026-01-31T00:59:22.8Z,1,REGULAR,3pt,Jump Shot,[],1642885,72.61826544021025,19.607843137254903,1610612752,22,10,2026-01-31T00:59:27Z,1060000,False,-152.0,205.0,1,right,M. Diawara 25' 3PT bank (3 PTS) (J. Hart 1 AST),"[1642885, 1628404]",1610612752.0,NYK,bank,,,Diawara,M. Diawara,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,25.51,,,,J. Hart,1628404.0,1.0,,,,,
113,PT03M26.00S,2026-01-31T00:59:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,6.258212877792378,54.166666666666664,1610612757,22,12,2026-01-31T00:59:43Z,1080000,False,-21.0,6.0,1,left,D. Avdija driving reverse Layup (2 PTS) (J. Grant 2 AST),"[1630166, 203924]",1610612757.0,POR,driving reverse,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.17,,,,J. Grant,203924.0,2.0,,,,,
115,PT03M11.00S,2026-01-31T00:59:53.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,83.919185282523,43.38235294117647,1610612752,24,12,2026-01-31T00:59:57Z,1100000,False,-33.0,99.0,1,right,J. Brunson 10' driving floating Jump Shot (7 PTS) (L. Shamet 1 AST),"[1628973, 1629013]",1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,7.0,10.41,,,,L. Shamet,1629013.0,1.0,,,,,
116,PT02M58.00S,2026-01-31T01:00:06.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,5.863994743758213,48.28431372549019,1610612757,24,14,2026-01-31T01:00:09Z,1110000,False,9.0,3.0,1,left,D. Clingan alley-oop DUNK (2 PTS) (D. Avdija 1 AST),"[1642270, 1630166]",1610612757.0,POR,alley-oop,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,0.9,,,,D. Avdija,1630166.0,1.0,,,,,
119,PT02M31.00S,2026-01-31T01:00:36.3Z,1,REGULAR,foul,personal,['2freethrow'],1641739,,,1610612752,24,14,2026-01-31T01:00:50Z,1130000,False,,,0,,T. Camara shooting personal FOUL (2 PF) (Brunson 2 FT),"[1641739, 1628973]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,Mid-Range,16-24 Center,1629183.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
121,PT02M31.00S,2026-01-31T01:01:14.0Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,25,14,2026-01-31T01:01:14Z,1150000,False,,,0,,J. Brunson Free Throw 1 of 2 (8 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
122,PT02M31.00S,2026-01-31T01:01:14.1Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,25,14,2026-01-31T01:01:25Z,1160000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M31.00S,2026-01-31T01:01:14.1Z,1,REGULAR,substitution,out,[],1642885,,,1610612752,25,14,2026-01-31T01:01:25Z,1170000,False,,,0,,SUB out: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M31.00S,2026-01-31T01:01:14.1Z,1,REGULAR,substitution,out,[],1641739,,,1610612752,25,14,2026-01-31T01:01:25Z,1180000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M31.00S,2026-01-31T01:01:14.1Z,1,REGULAR,substitution,in,[],1628969,,,1610612752,25,14,2026-01-31T01:01:25Z,1190000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M31.00S,2026-01-31T01:01:14.1Z,1,REGULAR,substitution,in,[],1628384,,,1610612752,25,14,2026-01-31T01:01:25Z,1200000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M31.00S,2026-01-31T01:01:14.1Z,1,REGULAR,substitution,in,[],1631321,,,1610612752,25,14,2026-01-31T01:01:25Z,1210000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M31.00S,2026-01-31T01:01:39.4Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,26,14,2026-01-31T01:01:39Z,1220000,False,,,0,,J. Brunson Free Throw 2 of 2 (9 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,Made,,9.0,,,,,,,,,,,,
129,PT02M14.00S,2026-01-31T01:01:57.4Z,1,REGULAR,3pt,Jump Shot,[],1631126,32.40801576872536,49.26470588235294,1610612757,26,17,2026-01-31T01:02:00Z,1230000,False,4.0,252.0,1,left,C. Love 25' 3PT  (3 PTS) (D. Avdija 2 AST),"[1631126, 1630166]",1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Center,,,,,,Made,,3.0,25.21,,,,D. Avdija,1630166.0,2.0,,,,,
131,PT01M51.00S,2026-01-31T01:02:19.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,93.11760840998686,55.88235294117647,1610612752,28,17,2026-01-31T01:02:29Z,1250000,False,29.0,12.0,1,right,O. Anunoby driving floating Jump Shot (7 PTS),[1628384],1610612752.0,NYK,driving floating,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,3.18,,,,,,,,,,,
132,PT01M40.00S,2026-01-31T01:02:30.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,29.122864651773984,72.30392156862744,1610612757,28,17,2026-01-31T01:02:34Z,1260000,False,-112.0,221.0,1,left,MISS D. Avdija 24' 3PT,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,24.78,,,,,,,,,,,
133,PT01M38.00S,2026-01-31T01:02:32.7Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,28,17,2026-01-31T01:02:34Z,1270000,False,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,132.0,,,2.0,2.0,0.0,,,,,,,,
134,PT01M30.00S,2026-01-31T01:02:41.8Z,1,REGULAR,3pt,Jump Shot,[],1628973,72.61826544021025,80.3921568627451,1610612752,31,17,2026-01-31T01:03:11Z,1280000,False,152.0,205.0,1,right,J. Brunson 25' 3PT step back (12 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,12.0,25.51,,,,,,,,,,,
135,PT01M30.00S,2026-01-31T01:02:48.2Z,1,REGULAR,foul,personal,['1freethrow'],1631321,,,1610612752,31,17,2026-01-31T01:04:17Z,1290000,False,,,0,,S. Cissoko flagrant-type-1 personal FOUL (1 PF) (Brunson 1 FT),"[1631321, 1628973]",1610612757.0,POR,flagrant-type-1,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Right Center,1629183.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
138,PT01M30.00S,2026-01-31T01:04:36.1Z,1,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,32,17,2026-01-31T01:04:45Z,1320000,False,,,0,,J. Brunson flagrant Free Throw 1 of 1 (13 PTS),[1628973],1610612752.0,NYK,flagrant,,,Brunson,J. Brunson,,,,,,,,,,,,Made,,13.0,,,,,,,,,,,,
139,PT01M20.00S,2026-01-31T01:05:00.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,83.78777923784494,48.77450980392157,1610612752,32,17,2026-01-31T01:05:05Z,1330000,False,-6.0,100.0,1,right,MISS J. Brunson 10' turnaround fadeaway Shot,[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,10.01,,,,,,,,,,,
140,PT01M18.00S,2026-01-31T01:05:02.8Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,32,17,2026-01-31T01:05:05Z,1340000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,139.0,,,1.0,1.0,0.0,,,,,,,,
142,PT01M02.00S,2026-01-31T01:05:19.8Z,1,REGULAR,3pt,Jump Shot,[],1631126,32.933639947437584,54.65686274509803,1610612757,32,20,2026-01-31T01:05:24Z,1360000,False,-23.0,257.0,1,left,C. Love 25' 3PT  (6 PTS) (S. Cissoko 1 AST),"[1631126, 1631321]",1610612757.0,POR,,,,Love,C. Love,,,,,Above the Break 3,24+ Center,,,,,,Made,,6.0,25.82,,,,S. Cissoko,1631321.0,1.0,,,,,
144,PT00M37.10S,2026-01-31T01:05:49.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,94.43166885676742,50.0,1610612752,32,20,2026-01-31T01:05:53Z,1380000,False,0.0,0.0,1,right,MISS L. Shamet cutting Layup,[1629013],1610612752.0,NYK,cutting,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.02,,,,,,,,,,,
145,PT00M36.20S,2026-01-31T01:05:49.9Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,32,20,2026-01-31T01:05:53Z,1390000,False,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,144.0,,,3.0,2.0,1.0,,,,,,,,
146,PT00M36.20S,2026-01-31T01:05:51.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629011,94.40999984741211,50.0,1610612752,34,20,2026-01-31T01:05:55Z,1400000,False,0.0,0.0,1,right,M. Robinson tip Layup (2 PTS),[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,0.0,,,,,,,,,,,
147,PT00M28.90S,2026-01-31T01:05:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,5.995400788436268,51.470588235294116,1610612757,34,22,2026-01-31T01:06:04Z,1410000,False,-7.0,4.0,1,left,D. Avdija driving finger roll Layup (4 PTS),[1630166],1610612757.0,POR,driving finger roll,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Made,,4.0,0.84,,,,,,,,,,,
148,PT00M07.30S,2026-01-31T01:06:22.9Z,1,REGULAR,3pt,Jump Shot,[],1629013,84.57621550591328,1.715686274509804,1610612752,37,22,2026-01-31T01:06:26Z,1420000,False,-241.0,92.0,1,right,L. Shamet 25' 3PT  (3 PTS) (O. Anunoby 1 AST),"[1629013, 1628384]",1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left,,,,,,Made,,3.0,25.85,,,,O. Anunoby,1628384.0,1.0,,,,,
150,PT00M04.40S,2026-01-31T01:06:36.6Z,1,REGULAR,foul,personal,[],1628384,,,1610612757,37,22,2026-01-31T01:06:42Z,1440000,False,,,0,,O. Anunoby personal FOUL (1 PF),"[1628384, 1630166]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,203593.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
152,PT00M04.40S,2026-01-31T01:06:36.7Z,1,REGULAR,substitution,out,[],1628973,,,1610612757,37,22,2026-01-31T01:07:18Z,1460000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M04.40S,2026-01-31T01:06:36.7Z,1,REGULAR,substitution,out,[],1642270,,,1610612757,37,22,2026-01-31T01:07:18Z,1470000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M04.40S,2026-01-31T01:06:36.7Z,1,REGULAR,substitution,out,[],1631321,,,1610612757,37,22,2026-01-31T01:07:18Z,1480000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M04.40S,2026-01-31T01:06:36.7Z,1,REGULAR,substitution,in,[],1628404,,,1610612757,37,22,2026-01-31T01:07:18Z,1490000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M04.40S,2026-01-31T01:06:36.7Z,1,REGULAR,substitution,in,[],201950,,,1610612757,37,22,2026-01-31T01:07:18Z,1500000,False,,,0,,SUB in: J. Holiday,[201950],1610612757.0,POR,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M04.40S,2026-01-31T01:06:36.7Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,37,22,2026-01-31T01:07:18Z,1510000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2026-01-31T01:07:40.9Z,1,REGULAR,2pt,Jump Shot,[],1631126,25.04927726675427,71.56862745098039,1610612757,37,22,2026-01-31T01:12:23Z,1530000,False,-108.0,183.0,1,left,MISS C. Love 21' Jump Shot,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,21.24,,,,,,,,,,,
160,PT00M00.00S,2026-01-31T01:07:40.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,37,22,2026-01-31T01:12:23Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,159.0,,,,,,,,,,,,,
161,PT00M00.00S,2026-01-31T01:07:43.4Z,1,REGULAR,period,end,[],0,,,1610612757,37,22,2026-01-31T01:07:43Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-01-31T01:10:08.5Z,2,REGULAR,substitution,out,['startperiod'],1629013,,,1610612757,37,22,2026-01-31T01:10:38Z,1560000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-01-31T01:10:08.5Z,2,REGULAR,substitution,out,['startperiod'],1629011,,,1610612757,37,22,2026-01-31T01:10:38Z,1570000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-01-31T01:10:08.5Z,2,REGULAR,substitution,out,['startperiod'],1628404,,,1610612757,37,22,2026-01-31T01:10:38Z,1580000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-01-31T01:10:08.5Z,2,REGULAR,substitution,out,['startperiod'],1631126,,,1610612757,37,22,2026-01-31T01:10:38Z,1590000,False,,,0,,SUB out: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-01-31T01:10:08.5Z,2,REGULAR,substitution,out,['startperiod'],1630166,,,1610612757,37,22,2026-01-31T01:10:38Z,1600000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-01-31T01:10:08.5Z,2,REGULAR,substitution,out,['startperiod'],1631101,,,1610612757,37,22,2026-01-31T01:10:38Z,1610000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-01-31T01:10:08.5Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612757,37,22,2026-01-31T01:10:38Z,1620000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-01-31T01:10:08.5Z,2,REGULAR,substitution,in,['startperiod'],1642278,,,1610612757,37,22,2026-01-31T01:10:38Z,1630000,False,,,0,,SUB in: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-01-31T01:10:08.5Z,2,REGULAR,substitution,in,['startperiod'],1642885,,,1610612757,37,22,2026-01-31T01:10:38Z,1640000,False,,,0,,SUB in: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2026-01-31T01:10:08.5Z,2,REGULAR,substitution,in,['startperiod'],1631321,,,1610612757,37,22,2026-01-31T01:10:38Z,1650000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2026-01-31T01:10:08.5Z,2,REGULAR,substitution,in,['startperiod'],1629057,,,1610612757,37,22,2026-01-31T01:10:38Z,1660000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2026-01-31T01:10:08.5Z,2,REGULAR,substitution,in,['startperiod'],1641712,,,1610612757,37,22,2026-01-31T01:10:46Z,1675000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2026-01-31T01:10:37.9Z,2,REGULAR,period,start,[],0,,,1610612757,37,22,2026-01-31T01:10:39Z,1680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
