actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT04M11.00S,2025-12-21T23:25:18.6Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612748,14,20,2025-12-21T23:25:20Z,850000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),8-16 Center,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,
86,PT04M06.00S,2025-12-21T23:25:23.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203952,29.77989487516426,20.833333333333336,1610612748,14,23,2025-12-21T23:35:40Z,860000,False,146.0,227.0,1,left,A. Wiggins 27' 3PT running (3 PTS) (D. Mitchell 4 AST),"[203952, 1630558]",1610612748.0,MIA,running,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,27.01,Made,,,,,3.0,D. Mitchell,1630558.0,4.0,,,,,,,,,,
88,PT03M51.00S,2025-12-21T23:25:39.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.62746386333771,43.38235294117647,1610612752,16,23,2025-12-21T23:25:41Z,880000,False,-33.0,83.0,1,right,J. Brunson 8' driving floating Jump Shot (9 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,8.9,Made,,,,,9.0,,,,,,,,,,,,,
89,PT03M32.00S,2025-12-21T23:25:57.5Z,1,REGULAR,3pt,Jump Shot,[],1630558,25.312089356110377,14.950980392156863,1610612748,16,26,2025-12-21T23:26:00Z,890000,False,175.0,185.0,1,left,D. Mitchell 25' 3PT  (6 PTS) (S. Fontecchio 1 AST),"[1630558, 1631323]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,25.51,Made,,,,,6.0,S. Fontecchio,1631323.0,1.0,,,,,,,,,,
91,PT03M20.00S,2025-12-21T23:26:09.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,92.59198423127464,52.20588235294118,1610612752,18,26,2025-12-21T23:26:14Z,910000,False,11.0,17.0,1,right,J. Hart driving finger roll Layup (5 PTS) (J. Brunson 1 AST),"[1628404, 1628973]",1610612752.0,NYK,driving finger roll,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,5.0,J. Brunson,1628973.0,1.0,,,,,,,,,,
93,PT03M02.00S,2025-12-21T23:26:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,10.200394218134035,44.85294117647059,1610612748,18,26,2025-12-21T23:26:31Z,930000,False,26.0,43.0,1,left,MISS A. Wiggins driving floating Shot,[203952],1610612748.0,MIA,driving floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,5.04,Missed,,,,,,,,,,,,,,,,,,
94,PT03M00.00S,2025-12-21T23:26:30.2Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,18,26,2025-12-21T23:26:31Z,940000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,,
95,PT02M55.00S,2025-12-21T23:26:34.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,75.1149802890933,12.009803921568627,1610612752,18,26,2025-12-21T23:26:42Z,950000,False,-190.0,181.0,1,right,MISS J. Brunson 26' running pullup 3PT,[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
96,PT02M48.00S,2025-12-21T23:26:41.7Z,1,REGULAR,rebound,defensive,[],203952,,,1610612748,18,26,2025-12-21T23:26:42Z,960000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,95.0,2.0,2.0,0.0,,,,,,,,,,,,,,
97,PT02M45.00S,2025-12-21T23:26:44.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,7.5722733245729295,50.245098039215684,1610612748,18,28,2025-12-21T23:38:04Z,970000,False,-1.0,19.0,1,left,D. Mitchell driving Layup (8 PTS) (A. Wiggins 3 AST),"[1630558, 203952]",1610612748.0,MIA,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,8.0,A. Wiggins,203952.0,3.0,,,,,,,,,,
99,PT02M31.00S,2025-12-21T23:27:02.2Z,1,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612752,18,28,2025-12-21T23:31:45Z,995000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Brunson 2 FT),"[1630558, 1628973]",1610612748.0,MIA,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627963.0,,,,,,1.0,0.0,Brunson,1628973.0
101,PT02M31.00S,2025-12-21T23:27:11.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,18,28,2025-12-21T23:27:11Z,1010000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M31.00S,2025-12-21T23:27:11.5Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,18,28,2025-12-21T23:30:09Z,1020000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M31.00S,2025-12-21T23:27:11.5Z,1,REGULAR,substitution,out,[],1628969,,,1610612752,18,28,2025-12-21T23:30:09Z,1030000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M31.00S,2025-12-21T23:27:11.5Z,1,REGULAR,substitution,out,[],203952,,,1610612752,18,28,2025-12-21T23:30:09Z,1040000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M31.00S,2025-12-21T23:27:11.5Z,1,REGULAR,substitution,out,[],1642276,,,1610612752,18,28,2025-12-21T23:30:09Z,1050000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M31.00S,2025-12-21T23:27:11.5Z,1,REGULAR,substitution,out,[],1630558,,,1610612752,18,28,2025-12-21T23:30:09Z,1060000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M31.00S,2025-12-21T23:27:11.5Z,1,REGULAR,substitution,in,[],1628384,,,1610612752,18,28,2025-12-21T23:30:09Z,1070000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M31.00S,2025-12-21T23:27:11.5Z,1,REGULAR,substitution,in,[],1642885,,,1610612752,18,28,2025-12-21T23:30:09Z,1080000,False,,,0,,SUB in: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M31.00S,2025-12-21T23:27:11.5Z,1,REGULAR,substitution,in,[],1642857,,,1610612752,18,28,2025-12-21T23:30:09Z,1090000,False,,,0,,SUB in: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M31.00S,2025-12-21T23:27:11.5Z,1,REGULAR,substitution,in,[],1628389,,,1610612752,18,28,2025-12-21T23:30:09Z,1100000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M31.00S,2025-12-21T23:27:11.5Z,1,REGULAR,substitution,in,[],1630696,,,1610612752,18,28,2025-12-21T23:30:09Z,1110000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M31.00S,2025-12-21T23:30:35.7Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,19,28,2025-12-21T23:30:35Z,1120000,False,,,0,,J. Brunson Free Throw 1 of 2 (10 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
113,PT02M31.00S,2025-12-21T23:30:54.6Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,20,28,2025-12-21T23:30:54Z,1130000,False,,,0,,J. Brunson Free Throw 2 of 2 (11 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
114,PT02M11.00S,2025-12-21T23:31:15.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,10.33180026281209,35.049019607843135,1610612748,20,28,2025-12-21T23:31:17Z,1140000,False,75.0,45.0,1,left,MISS J. Jaquez Jr. 8' fadeaway Shot,[1631170],1610612748.0,MIA,fadeaway,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Right,8.71,Missed,,,,,,,,,,,,,,,,,,
115,PT02M09.00S,2025-12-21T23:31:17.0Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,20,28,2025-12-21T23:31:17Z,1150000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Right,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,,
116,PT01M54.00S,2025-12-21T23:31:32.2Z,1,REGULAR,3pt,Jump Shot,[],1642885,90.22667542706965,95.34313725490196,1610612752,23,28,2025-12-21T23:31:52Z,1160000,False,227.0,39.0,1,right,M. Diawara 3PT  (3 PTS) (J. Brunson 2 AST),"[1642885, 1628973]",1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Right Corner 3,24+ Right,23.01,Made,,,,,3.0,J. Brunson,1628973.0,2.0,,,,,,,,,,
118,PT01M39.00S,2025-12-21T23:31:46.4Z,1,REGULAR,3pt,Jump Shot,[],1631323,11.908672798948752,97.79411764705883,1610612748,23,28,2025-12-21T23:31:59Z,1180000,False,-239.0,59.0,1,left,MISS S. Fontecchio 24' 3PT,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,24.63,Missed,,,,,,,,,,,,,,,,,,
119,PT01M39.00S,2025-12-21T23:31:46.4Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,23,28,2025-12-21T23:31:59Z,1190000,False,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Left Corner 3,24+ Left,,,118.0,2.0,2.0,0.0,,,,,,,,,,,,,,
120,PT01M28.00S,2025-12-21T23:31:58.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,94.69448094612353,49.50980392156863,1610612752,25,28,2025-12-21T23:32:10Z,1200000,False,-2.0,-3.0,1,right,M. Robinson alley-oop DUNK (2 PTS) (J. Brunson 3 AST),"[1629011, 1628973]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.36,Made,,,,,2.0,J. Brunson,1628973.0,3.0,,,,,,,,,,
123,PT01M16.00S,2025-12-21T23:32:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.389618922470433,49.754901960784316,1610612748,25,30,2025-12-21T23:32:27Z,1230000,False,1.0,8.0,1,left,B. Adebayo driving reverse Layup (2 PTS),[1628389],1610612748.0,MIA,driving reverse,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,2.0,,,,,,,,,,,,,
125,PT01M16.00S,2025-12-21T23:32:20.0Z,1,REGULAR,foul,personal,['1freethrow'],1629011,,,1610612748,25,30,2025-12-21T23:32:29Z,1250000,False,,,0,,M. Robinson shooting personal FOUL (1 PF) (Adebayo 1 FT),"[1629011, 1628389]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Adebayo,1628389.0
128,PT01M16.00S,2025-12-21T23:32:44.8Z,1,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,25,30,2025-12-21T23:32:46Z,1270000,False,,,0,,MISS B. Adebayo Free Throw 1 of 1,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
129,PT01M14.00S,2025-12-21T23:32:46.8Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,25,30,2025-12-21T23:32:46Z,1280000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,,,,,
130,PT01M06.00S,2025-12-21T23:32:54.2Z,1,REGULAR,3pt,Jump Shot,[],203903,93.51182654402102,2.941176470588235,1610612752,25,30,2025-12-21T23:32:57Z,1290000,False,-235.0,8.0,1,right,MISS J. Clarkson 3PT,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,23.55,Missed,,,,,,,,,,,,,,,,,,
131,PT01M02.00S,2025-12-21T23:32:58.2Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,25,30,2025-12-21T23:32:57Z,1300000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,130.0,3.0,2.0,1.0,,,,,,,,,,,,,,
132,PT00M55.10S,2025-12-21T23:33:05.2Z,1,REGULAR,2pt,Jump Shot,[],1628389,22.026938239159,39.46078431372549,1610612748,25,32,2025-12-21T23:33:08Z,1310000,False,53.0,155.0,1,left,B. Adebayo 16' pullup Jump Shot (4 PTS) (D. Smith 1 AST),"[1628389, 1630696]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,16.33,Made,,,,,4.0,D. Smith,1630696.0,1.0,,,,,,,,,,
134,PT00M46.90S,2025-12-21T23:33:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,93.24901445466492,56.61764705882353,1610612752,27,32,2025-12-21T23:33:19Z,1330000,False,33.0,11.0,1,right,J. Clarkson driving Layup (2 PTS),[203903],1610612752.0,NYK,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,3.49,Made,,,,,2.0,,,,,,,,,,,,,
135,PT00M43.00S,2025-12-21T23:33:23.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642885,,,1610612748,27,32,2025-12-21T23:33:40Z,1340000,False,,,0,,M. Diawara shooting personal FOUL (1 PF) (Jaquez Jr. 2 FT),"[1642885, 1631170]",1610612752.0,NYK,shooting,,,Diawara,M. Diawara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,101283.0,,,,,,1.0,0.0,Jaquez Jr.,1631170.0
137,PT00M43.00S,2025-12-21T23:33:58.3Z,1,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,27,33,2025-12-21T23:33:58Z,1360000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (5 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
138,PT00M43.00S,2025-12-21T23:34:12.4Z,1,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,27,34,2025-12-21T23:34:12Z,1370000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (6 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
139,PT00M29.70S,2025-12-21T23:34:28.0Z,1,REGULAR,3pt,Jump Shot,[],1628973,73.27529566360053,16.666666666666664,1610612752,30,34,2025-12-21T23:34:51Z,1380000,False,-167.0,199.0,1,right,J. Brunson 25' 3PT pullup (14 PTS) (O. Anunoby 1 AST),"[1628973, 1628384]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,25.94,Made,,,,,14.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,
141,PT00M22.60S,2025-12-21T23:34:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642857,5.338370565045992,56.372549019607845,1610612748,30,34,2025-12-21T23:34:43Z,1400000,False,-32.0,-2.0,1,left,MISS K. Jakučionis driving Layup - blocked,"[1642857, 1629011]",1610612748.0,MIA,driving,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,3.2,Missed,,,,,,,,,,,Robinson,1629011.0,,,,,,
142,PT00M22.60S,2025-12-21T23:34:39.1Z,1,REGULAR,block,,[],1629011,,,1610612748,30,34,2025-12-21T23:34:42Z,1410000,False,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
143,PT00M22.60S,2025-12-21T23:34:39.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,30,34,2025-12-21T23:34:43Z,1420000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,141.0,,,,,,,,,,,,,,,,,
146,PT00M11.60S,2025-12-21T23:35:01.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630696,27.283180026281208,18.627450980392158,1610612748,30,37,2025-12-21T23:35:04Z,1440000,False,157.0,204.0,1,left,D. Smith 25' 3PT  (3 PTS) (S. Fontecchio 2 AST),"[1630696, 1631323]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Right Center,25.74,Made,,,,,3.0,S. Fontecchio,1631323.0,2.0,,,,,,,,,,
148,PT00M01.30S,2025-12-21T23:35:15.5Z,1,REGULAR,3pt,Jump Shot,[],1642885,66.96780551905388,63.970588235294116,1610612752,30,37,2025-12-21T23:35:36Z,1460000,False,70.0,258.0,1,right,MISS M. Diawara 26' 3PT,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Above the Break 3,24+ Center,26.73,Missed,,,,,,,,,,,,,,,,,,
149,PT00M00.10S,2025-12-21T23:35:16.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,30,37,2025-12-21T23:35:53Z,1470000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,148.0,,,,,,,,,,,,,,,,,
150,PT00M00.00S,2025-12-21T23:35:23.4Z,1,REGULAR,period,end,[],0,,,1610612752,30,37,2025-12-21T23:35:53Z,1480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-12-21T23:36:07.2Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612752,30,37,2025-12-21T23:38:00Z,1490000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-12-21T23:36:07.2Z,2,REGULAR,substitution,out,['startperiod'],1629011,,,1610612752,30,37,2025-12-21T23:38:00Z,1500000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-12-21T23:36:07.2Z,2,REGULAR,substitution,out,['startperiod'],1642885,,,1610612752,30,37,2025-12-21T23:38:00Z,1510000,False,,,0,,SUB out: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-12-21T23:36:07.2Z,2,REGULAR,substitution,in,['startperiod'],1642278,,,1610612752,30,37,2025-12-21T23:38:00Z,1520000,False,,,0,,SUB in: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-12-21T23:36:07.2Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612752,30,37,2025-12-21T23:38:00Z,1530000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-12-21T23:36:07.2Z,2,REGULAR,substitution,in,['startperiod'],1628969,,,1610612752,30,37,2025-12-21T23:38:00Z,1540000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-12-21T23:38:08.9Z,2,REGULAR,period,start,[],0,,,1610612748,30,37,2025-12-21T23:38:08Z,1550000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M43.00S,2025-12-21T23:38:24.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,5.601182654402102,48.529411764705884,1610612748,30,39,2025-12-21T23:38:27Z,1560000,False,7.0,0.0,1,left,B. Adebayo alley-oop DUNK (6 PTS) (J. Jaquez Jr. 1 AST),"[1628389, 1631170]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,6.0,J. Jaquez Jr.,1631170.0,1.0,,,,,,,,,,
160,PT11M23.00S,2025-12-21T23:38:44.9Z,2,REGULAR,3pt,Jump Shot,[],203903,70.51576872536137,23.03921568627451,1610612752,33,39,2025-12-21T23:38:47Z,1580000,False,-135.0,225.0,1,right,J. Clarkson 26' 3PT  (5 PTS) (M. Bridges 2 AST),"[203903, 1628969]",1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,26.2,Made,,,,,5.0,M. Bridges,1628969.0,2.0,,,,,,,,,,
162,PT11M13.00S,2025-12-21T23:38:54.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,7.835085413929041,49.754901960784316,1610612748,33,41,2025-12-21T23:42:49Z,1600000,False,1.0,21.0,1,left,J. Jaquez Jr. driving finger roll Layup (8 PTS),[1631170],1610612748.0,MIA,driving finger roll,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,8.0,,,,,,,,,,,,,
163,PT11M03.00S,2025-12-21T23:39:05.0Z,2,REGULAR,3pt,Jump Shot,[],1628969,93.24901445466492,94.6078431372549,1610612752,36,41,2025-12-21T23:39:08Z,1610000,False,223.0,11.0,1,right,M. Bridges 3PT  (7 PTS) (J. Clarkson 1 AST),"[1628969, 203903]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,22.33,Made,,,,,7.0,J. Clarkson,203903.0,1.0,,,,,,,,,,
165,PT10M42.00S,2025-12-21T23:39:25.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,9.674770039421814,44.6078431372549,1610612748,36,41,2025-12-21T23:39:29Z,1630000,False,27.0,38.0,1,left,MISS J. Jaquez Jr. driving floating Shot,[1631170],1610612748.0,MIA,driving floating,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,,,,
166,PT10M41.00S,2025-12-21T23:39:26.9Z,2,REGULAR,rebound,offensive,[],1631323,,,1610612748,36,41,2025-12-21T23:39:29Z,1640000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:1),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,165.0,2.0,1.0,1.0,,,,,,,,,,,,,,
167,PT10M41.00S,2025-12-21T23:39:30.4Z,2,REGULAR,foul,personal,['2freethrow'],1642278,,,1610612748,36,41,2025-12-21T23:39:40Z,1650000,False,,,0,,T. Kolek shooting personal FOUL (1 PF) (Fontecchio 2 FT),"[1642278, 1631323]",1610612752.0,NYK,shooting,,,Kolek,T. Kolek,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101283.0,,,,,,1.0,0.0,Fontecchio,1631323.0
169,PT10M41.00S,2025-12-21T23:39:56.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631323,,,1610612748,36,42,2025-12-21T23:39:56Z,1670000,False,,,0,,S. Fontecchio Free Throw 1 of 2 (1 PTS),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
170,PT10M41.00S,2025-12-21T23:40:16.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631323,,,1610612748,36,43,2025-12-21T23:40:16Z,1680000,False,,,0,,S. Fontecchio Free Throw 2 of 2 (2 PTS),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
171,PT10M19.00S,2025-12-21T23:40:38.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642278,93.11760840998686,50.0,1610612752,38,43,2025-12-21T23:40:41Z,1690000,False,0.0,12.0,1,right,T. Kolek driving Layup (2 PTS),[1642278],1610612752.0,NYK,driving,,,Kolek,T. Kolek,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,2.0,,,,,,,,,,,,,
172,PT10M08.00S,2025-12-21T23:40:53.9Z,2,REGULAR,foul,personal,['2freethrow'],203903,,,1610612748,38,43,2025-12-21T23:41:04Z,1700000,False,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Smith 2 FT),"[203903, 1630696]",1610612752.0,NYK,shooting,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,,,,,,1.0,0.0,Smith,1630696.0
174,PT10M08.00S,2025-12-21T23:41:17.8Z,2,REGULAR,freethrow,1 of 2,[],1630696,,,1610612748,38,44,2025-12-21T23:41:17Z,1720000,False,,,0,,D. Smith Free Throw 1 of 2 (4 PTS),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
175,PT10M08.00S,2025-12-21T23:41:32.1Z,2,REGULAR,freethrow,2 of 2,[],1630696,,,1610612748,38,45,2025-12-21T23:41:32Z,1730000,False,,,0,,D. Smith Free Throw 2 of 2 (5 PTS),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
