actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
613,PT06M32.00S,2026-02-20T02:51:01.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,90,107,2026-02-20T02:51:01Z,5790000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT06M32.00S,2026-02-20T02:51:02.1Z,4,REGULAR,substitution,out,[],1630631,,,1610612752,90,107,2026-02-20T02:54:53Z,5795000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612752.0,NYK,,,,,,,,,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,
618,PT06M32.00S,2026-02-20T02:51:02.1Z,4,REGULAR,substitution,in,[],1628384,,,1610612752,90,107,2026-02-20T02:54:53Z,5797500,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
619,PT06M32.00S,2026-02-20T02:51:02.1Z,4,REGULAR,substitution,out,[],1642450,,,1610612752,90,107,2026-02-20T02:55:12Z,5798750,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,,,,,,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
620,PT06M32.00S,2026-02-20T02:51:02.1Z,4,REGULAR,substitution,in,[],1641709,,,1610612752,90,107,2026-02-20T02:55:12Z,5799375,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
615,PT06M32.00S,2026-02-20T02:54:50.3Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1628404,,,1610612752,90,107,2026-02-20T02:55:35Z,5810000,False,,,0,,MISS J. Hart Free Throw 1 of 2,[1628404],1610612752.0,NYK,,,,,,,,,,Missed,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
616,PT06M32.00S,2026-02-20T02:54:50.3Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,90,107,2026-02-20T02:55:35Z,5820000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,615.0,,,,,,,,,,,,,,
621,PT06M32.00S,2026-02-20T02:54:50.3Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1628404,,,1610612752,91,107,2026-02-20T02:55:35Z,5830000,False,,,0,,J. Hart Free Throw 2 of 2 (11 PTS),[1628404],1610612752.0,NYK,,,,,,,,,,Made,11.0,Hart,J. Hart,,,,,,,,,,,,,,,,,,
622,PT06M14.00S,2026-02-20T02:55:35.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,91.01511169513797,47.30392156862745,1610612765,91,109,2026-02-20T02:55:38Z,5840000,False,-13.0,32.0,1,right,C. Cunningham driving floating Jump Shot (37 PTS),[1630595],1610612765.0,DET,driving floating,,,,,,Restricted Area,0-8 Center,3.47,Made,37.0,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
623,PT06M03.00S,2026-02-20T02:55:45.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,7.046649145860711,54.65686274509803,1610612752,93,109,2026-02-20T02:55:48Z,5850000,False,-23.0,14.0,1,left,J. Brunson driving floating bank Jump Shot (28 PTS),[1628973],1610612752.0,NYK,driving floating bank,,,,,,Restricted Area,0-8 Center,2.7,Made,28.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
624,PT05M46.00S,2026-02-20T02:56:09.1Z,4,REGULAR,turnover,out-of-bounds,[],1629750,,,1610612765,93,109,2026-02-20T02:56:14Z,5860000,False,,,0,,J. Green bad pass out-of-bounds TURNOVER (2 TO),[1629750],1610612765.0,DET,bad pass,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,J. Green,,,,,,,,2004.0,2.0,,,,,,,,,
625,PT05M46.00S,2026-02-20T02:56:09.2Z,4,REGULAR,substitution,out,[],1628404,,,1610612752,93,109,2026-02-20T02:56:19Z,5870000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
626,PT05M46.00S,2026-02-20T02:56:09.2Z,4,REGULAR,substitution,in,[],1631110,,,1610612752,93,109,2026-02-20T02:56:19Z,5880000,False,,,0,,SUB in: J. Sochan,[1631110],1610612752.0,NYK,,,,,,,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
627,PT05M33.00S,2026-02-20T02:56:41.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,19.92444152431012,37.745098039215684,1610612752,95,109,2026-02-20T02:56:45Z,5890000,False,61.0,135.0,1,left,J. Brunson 14' step back Jump Shot (30 PTS),[1628973],1610612752.0,NYK,step back,,,,,,In The Paint (Non-RA),8-16 Center,14.81,Made,30.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
628,PT05M10.00S,2026-02-20T02:57:04.5Z,4,REGULAR,turnover,lost ball,[],1630595,,,1610612765,95,109,2026-02-20T02:57:07Z,5900000,False,,,0,,C. Cunningham lost ball TURNOVER (4 TO),"[1630595, 1629011]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Cunningham,C. Cunningham,,,,,,,,,4.0,,,,,,,Robinson,1629011.0,
629,PT05M10.00S,2026-02-20T02:57:04.5Z,4,REGULAR,steal,,[],1629011,,,1610612752,95,109,2026-02-20T02:57:16Z,5910000,False,,,0,,M. Robinson STEAL (2 STL),[1629011],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
630,PT05M07.00S,2026-02-20T02:57:08.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629013,5.075558475689881,48.03921568627451,1610612752,97,109,2026-02-20T02:57:12Z,5920000,False,10.0,-5.0,1,left,L. Shamet running Layup (12 PTS) (J. Sochan 1 AST),"[1629013, 1631110]",1610612752.0,NYK,running,,,,,,Restricted Area,0-8 Center,1.09,Made,12.0,Shamet,L. Shamet,J. Sochan,1631110.0,1.0,,,,,,,,,,,,,,,
632,PT05M07.00S,2026-02-20T02:57:16.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,97,109,2026-02-20T02:57:16Z,5940000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT05M07.00S,2026-02-20T02:57:16.7Z,4,REGULAR,substitution,out,[],1629750,,,1610612765,97,109,2026-02-20T02:58:52Z,5950000,False,,,0,,SUB out: J. Green,[1629750],1610612765.0,DET,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
634,PT05M07.00S,2026-02-20T02:57:16.7Z,4,REGULAR,substitution,out,[],1629130,,,1610612765,97,109,2026-02-20T02:58:52Z,5960000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
635,PT05M07.00S,2026-02-20T02:57:16.7Z,4,REGULAR,substitution,out,[],1642449,,,1610612765,97,109,2026-02-20T02:58:52Z,5970000,False,,,0,,SUB out: T. Smith,[1642449],1610612765.0,DET,,,,,,,,,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,
636,PT05M07.00S,2026-02-20T02:57:16.7Z,4,REGULAR,substitution,in,[],1630194,,,1610612765,97,109,2026-02-20T02:58:52Z,5980000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
637,PT05M07.00S,2026-02-20T02:57:16.7Z,4,REGULAR,substitution,in,[],1642450,,,1610612765,97,109,2026-02-20T02:58:52Z,5990000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,,,,,,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
638,PT05M07.00S,2026-02-20T02:57:16.7Z,4,REGULAR,substitution,in,[],202699,,,1610612765,97,109,2026-02-20T02:58:52Z,6000000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
639,PT04M54.00S,2026-02-20T02:59:12.0Z,4,REGULAR,3pt,Jump Shot,[],202699,93.77463863337714,3.431372549019608,1610612765,97,109,2026-02-20T02:59:15Z,6010000,False,-233.0,6.0,1,right,MISS T. Harris 3PT,[202699],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,23.29,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
640,PT04M52.00S,2026-02-20T02:59:13.5Z,4,REGULAR,rebound,offensive,[],1641709,,,1610612765,97,109,2026-02-20T02:59:13Z,6020000,False,,,0,,A. Thompson REBOUND (Off:1 Def:4),[1641709],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,,Thompson,A. Thompson,,,,639.0,5.0,4.0,1.0,,,,,,,,,,,
641,PT04M50.00S,2026-02-20T02:59:15.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,66.44218134034165,42.64705882352941,1610612765,97,109,2026-02-20T02:59:20Z,6030000,False,-37.0,263.0,1,right,MISS C. Cunningham 26' 3PT,[1630595],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,26.55,Missed,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
642,PT04M47.00S,2026-02-20T02:59:18.1Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612765,97,109,2026-02-20T02:59:20Z,6040000,False,,,0,,P. Reed REBOUND (Off:3 Def:3),[1630194],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,Reed,P. Reed,,,,641.0,6.0,3.0,3.0,,,,,,,,,,,
643,PT04M37.00S,2026-02-20T02:59:27.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,68.9388961892247,36.029411764705884,1610612765,97,112,2026-02-20T02:59:33Z,6050000,False,-70.0,239.0,1,right,C. Cunningham 24' 3PT step back (40 PTS),[1630595],1610612765.0,DET,step back,,,,,,Above the Break 3,24+ Center,24.95,Made,40.0,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
644,PT04M14.00S,2026-02-20T02:59:50.9Z,4,REGULAR,turnover,lost ball,[],1628973,,,1610612752,97,112,2026-02-20T02:59:55Z,6060000,False,,,0,,J. Brunson lost ball TURNOVER (6 TO),"[1628973, 1641709]",1610612752.0,NYK,,,,,,,Mid-Range,8-16 Right,,,,Brunson,J. Brunson,,,,,,,,,6.0,,,,,,,Thompson,1641709.0,
645,PT04M14.00S,2026-02-20T02:59:50.9Z,4,REGULAR,steal,,[],1641709,,,1610612765,97,112,2026-02-20T02:59:52Z,6070000,False,,,0,,A. Thompson STEAL (2 STL),[1641709],1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
646,PT04M10.00S,2026-02-20T02:59:55.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642450,94.1688567674113,51.470588235294116,1610612765,97,114,2026-02-20T03:00:00Z,6080000,False,7.0,2.0,1,right,D. Jenkins running alley-oop DUNK (4 PTS) (C. Cunningham 11 AST),"[1642450, 1630595]",1610612765.0,DET,running alley-oop,,,,,,Restricted Area,0-8 Center,0.77,Made,4.0,Jenkins,D. Jenkins,C. Cunningham,1630595.0,11.0,,,,,,,,,,,,,,,
648,PT03M56.00S,2026-02-20T03:00:12.9Z,4,REGULAR,3pt,Jump Shot,[],1629013,30.436925098554536,67.40196078431373,1610612752,97,114,2026-02-20T03:09:29Z,6100000,False,-87.0,234.0,1,left,MISS L. Shamet 24' 3PT,[1629013],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,24.93,Missed,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
649,PT03M54.00S,2026-02-20T03:00:14.9Z,4,REGULAR,rebound,offensive,[],1629011,,,1610612752,97,114,2026-02-20T03:09:29Z,6110000,False,,,0,,M. Robinson REBOUND (Off:4 Def:2),[1629011],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,Robinson,M. Robinson,,,,648.0,6.0,2.0,4.0,,,,,,,,,,,
650,PT03M52.00S,2026-02-20T03:00:17.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,5.863994743758213,49.754901960784316,1610612752,97,114,2026-02-20T03:09:21Z,6120000,False,1.0,3.0,1,left,MISS M. Robinson putback Layup - blocked,"[1629011, 1630194]",1610612752.0,NYK,putback,,,,,,Restricted Area,0-8 Center,0.29,Missed,,Robinson,M. Robinson,,,,,,,,,,Reed,1630194.0,,,,,,,
651,PT03M52.00S,2026-02-20T03:00:17.1Z,4,REGULAR,block,,[],1630194,,,1610612752,97,114,2026-02-20T03:00:18Z,6130000,False,,,0,,P. Reed BLOCK (3 BLK),[1630194],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
652,PT03M50.00S,2026-02-20T03:00:19.1Z,4,REGULAR,rebound,defensive,[],1642450,,,1610612765,97,114,2026-02-20T03:09:21Z,6140000,False,,,0,,D. Jenkins REBOUND (Off:1 Def:1),[1642450],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Jenkins,D. Jenkins,,,,650.0,2.0,1.0,1.0,,,,,,,,,,,
653,PT03M43.00S,2026-02-20T03:00:24.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612765,97,114,2026-02-20T03:00:33Z,6150000,False,,,0,,J. Brunson shooting personal FOUL (4 PF) (Jenkins 2 FT),"[1628973, 1642450]",1610612752.0,NYK,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Brunson,J. Brunson,,,,,,,,1155.0,,,,4.0,0.0,Jenkins,1642450.0,,,
656,PT03M43.00S,2026-02-20T03:00:40.7Z,4,REGULAR,substitution,out,[],1629011,,,1610612765,97,114,2026-02-20T03:01:03Z,6165000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
657,PT03M43.00S,2026-02-20T03:00:40.7Z,4,REGULAR,substitution,in,[],1626157,,,1610612765,97,114,2026-02-20T03:01:03Z,6167500,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
655,PT03M43.00S,2026-02-20T03:00:56.6Z,4,REGULAR,freethrow,1 of 2,[],1642450,,,1610612765,97,115,2026-02-20T03:01:26Z,6170000,False,,,0,,D. Jenkins Free Throw 1 of 2 (5 PTS),[1642450],1610612765.0,DET,,,,,,,,,,Made,5.0,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
658,PT03M43.00S,2026-02-20T03:00:56.6Z,4,REGULAR,freethrow,2 of 2,[],1642450,,,1610612765,97,116,2026-02-20T03:01:26Z,6180000,False,,,0,,D. Jenkins Free Throw 2 of 2 (6 PTS),[1642450],1610612765.0,DET,,,,,,,,,,Made,6.0,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
659,PT03M32.00S,2026-02-20T03:01:34.7Z,4,REGULAR,3pt,Jump Shot,[],1629013,31.61957950065703,59.55882352941176,1610612752,100,116,2026-02-20T03:01:38Z,6190000,False,-48.0,245.0,1,left,L. Shamet 24' 3PT pullup (15 PTS) (K. Towns 3 AST),"[1629013, 1626157]",1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Center,24.93,Made,15.0,Shamet,L. Shamet,K. Towns,1626157.0,3.0,,,,,,,,,,,,,,,
661,PT03M09.00S,2026-02-20T03:01:58.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,94.03745072273325,51.71568627450981,1610612765,100,118,2026-02-20T03:02:01Z,6210000,False,9.0,4.0,1,right,C. Cunningham driving finger roll Layup (42 PTS),[1630595],1610612765.0,DET,driving finger roll,,,,,,Restricted Area,0-8 Center,0.93,Made,42.0,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
662,PT02M57.00S,2026-02-20T03:02:12.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,8.229303547963205,44.85294117647059,1610612752,102,118,2026-02-20T03:02:16Z,6220000,False,26.0,25.0,1,left,K. Towns driving Layup (18 PTS) (J. Brunson 8 AST),"[1626157, 1628973]",1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,3.58,Made,18.0,Towns,K. Towns,J. Brunson,1628973.0,8.0,,,,,,,,,,,,,,,
663,PT02M57.00S,2026-02-20T03:02:14.9Z,4,REGULAR,foul,personal,['1freethrow'],202699,,,1610612752,102,118,2026-02-20T03:02:30Z,6230000,False,,,0,,T. Harris shooting personal FOUL (2 PF) (Towns 1 FT),"[202699, 1626157]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,,Harris,T. Harris,,,,,,,,1627539.0,,,,2.0,0.0,Towns,1626157.0,,,
665,PT02M57.00S,2026-02-20T03:02:41.9Z,4,REGULAR,freethrow,1 of 1,[],1626157,,,1610612752,103,118,2026-02-20T03:02:41Z,6250000,False,,,0,,K. Towns Free Throw 1 of 1 (19 PTS),[1626157],1610612752.0,NYK,,,,,,,,,,Made,19.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
666,PT02M32.00S,2026-02-20T03:03:08.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642450,94.03745072273325,49.01960784313725,1610612765,103,120,2026-02-20T03:03:11Z,6260000,False,-5.0,4.0,1,right,D. Jenkins driving Layup (8 PTS),[1642450],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,0.6,Made,8.0,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,
667,PT02M08.00S,2026-02-20T03:03:32.8Z,4,REGULAR,3pt,Jump Shot,[],1628384,32.40801576872536,50.0,1610612752,106,120,2026-02-20T03:03:36Z,6270000,False,0.0,252.0,1,left,O. Anunoby 25' 3PT  (8 PTS) (K. Towns 4 AST),"[1628384, 1626157]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,25.21,Made,8.0,Anunoby,O. Anunoby,K. Towns,1626157.0,4.0,,,,,,,,,,,,,,,
669,PT01M39.00S,2026-02-20T03:04:01.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630194,81.68528252299606,59.068627450980394,1610612765,106,120,2026-02-20T03:04:05Z,6290000,False,45.0,120.0,1,right,MISS P. Reed 12' Jump Shot,[1630194],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,12.8,Missed,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
670,PT01M37.00S,2026-02-20T03:04:03.8Z,4,REGULAR,rebound,defensive,[],1626157,,,1610612752,106,120,2026-02-20T03:04:05Z,6300000,False,,,0,,K. Towns REBOUND (Off:3 Def:6),[1626157],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Towns,K. Towns,,,,669.0,9.0,6.0,3.0,,,,,,,,,,,
671,PT01M33.00S,2026-02-20T03:04:08.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,30.831143232588698,28.431372549019606,1610612752,109,120,2026-02-20T03:04:15Z,6310000,False,108.0,237.0,1,left,J. Brunson 26' 3PT running pullup (33 PTS),[1628973],1610612752.0,NYK,running pullup,,,,,,Above the Break 3,24+ Right Center,26.06,Made,33.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
672,PT01M18.00S,2026-02-20T03:04:26.0Z,4,REGULAR,turnover,lost ball,[],1630595,,,1610612765,109,120,2026-02-20T03:04:31Z,6320000,False,,,0,,C. Cunningham lost ball TURNOVER (5 TO),"[1630595, 1628973]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,,Cunningham,C. Cunningham,,,,,,,,,5.0,,,,,,,Brunson,1628973.0,
673,PT01M18.00S,2026-02-20T03:04:26.0Z,4,REGULAR,steal,,[],1628973,,,1610612752,109,120,2026-02-20T03:04:28Z,6330000,False,,,0,,J. Brunson STEAL (2 STL),[1628973],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
674,PT01M14.00S,2026-02-20T03:04:30.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628973,5.732588699080158,2.2058823529411766,1610612752,109,120,2026-02-20T03:04:35Z,6340000,False,239.0,1.0,1,left,MISS J. Brunson running 3PT,[1628973],1610612752.0,NYK,running,,,,,,Right Corner 3,24+ Right,23.9,Missed,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
675,PT01M12.00S,2026-02-20T03:04:32.4Z,4,REGULAR,rebound,offensive,[],1626157,,,1610612752,109,120,2026-02-20T03:04:35Z,6350000,False,,,0,,K. Towns REBOUND (Off:4 Def:6),[1626157],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,,Towns,K. Towns,,,,674.0,10.0,6.0,4.0,,,,,,,,,,,
676,PT01M12.00S,2026-02-20T03:04:34.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626157,5.590000152587891,50.0,1610612752,109,120,2026-02-20T03:04:34Z,6360000,False,0.0,0.0,1,left,MISS K. Towns tip Layup,[1626157],1610612752.0,NYK,tip,,,,,,Mid-Range,8-16 Left,0.0,Missed,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
677,PT01M12.00S,2026-02-20T03:04:35.0Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612765,109,120,2026-02-20T03:04:35Z,6370000,False,,,0,,P. Reed REBOUND (Off:3 Def:4),[1630194],1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,,Reed,P. Reed,,,,676.0,7.0,4.0,3.0,,,,,,,,,,,
678,PT01M07.00S,2026-02-20T03:04:39.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630595,90.88370565045992,50.73529411764706,1610612765,109,120,2026-02-20T03:04:43Z,6380000,False,4.0,33.0,1,right,MISS C. Cunningham running Layup,[1630595],1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,3.34,Missed,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
679,PT01M03.00S,2026-02-20T03:04:43.1Z,4,REGULAR,rebound,offensive,[],202699,,,1610612765,109,120,2026-02-20T03:04:43Z,6390000,False,,,0,,T. Harris REBOUND (Off:1 Def:9),[202699],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Harris,T. Harris,,,,678.0,10.0,9.0,1.0,,,,,,,,,,,
680,PT01M03.00S,2026-02-20T03:04:42.7Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",202699,94.40999984741211,50.0,1610612765,109,120,2026-02-20T03:04:47Z,6400000,False,0.0,0.0,1,right,MISS T. Harris tip DUNK,[202699],1610612765.0,DET,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
681,PT01M03.00S,2026-02-20T03:04:42.7Z,4,REGULAR,rebound,offensive,[],1630595,,,1610612765,109,120,2026-02-20T03:04:44Z,6410000,False,,,0,,C. Cunningham REBOUND (Off:2 Def:5),[1630595],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Cunningham,C. Cunningham,,,,680.0,7.0,5.0,2.0,,,,,,,,,,,
682,PT00M54.20S,2026-02-20T03:04:53.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630194,94.03745072273325,47.30392156862745,1610612765,109,122,2026-02-20T03:04:56Z,6420000,False,-13.0,4.0,1,right,P. Reed cutting Layup (16 PTS) (C. Cunningham 12 AST),"[1630194, 1630595]",1610612765.0,DET,cutting,,,,,,Restricted Area,0-8 Center,1.39,Made,16.0,Reed,P. Reed,C. Cunningham,1630595.0,12.0,,,,,,,,,,,,,,,
684,PT00M48.30S,2026-02-20T03:05:02.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.178055190538765,50.98039215686274,1610612752,109,122,2026-02-20T03:05:06Z,6440000,False,-5.0,15.0,1,left,MISS K. Towns driving Layup - blocked,"[1626157, 1630595]",1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,1.58,Missed,,Towns,K. Towns,,,,,,,,,,Cunningham,1630595.0,,,,,,,
687,PT00M48.30S,2026-02-20T03:05:02.2Z,4,REGULAR,block,,[],1630595,,,1610612752,109,122,2026-02-20T03:05:16Z,6445000,False,,,0,,C. Cunningham BLOCK (2 BLK),[1630595],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
685,PT00M47.50S,2026-02-20T03:05:03.0Z,4,REGULAR,rebound,offensive,[],1626157,,,1610612752,109,122,2026-02-20T03:05:06Z,6450000,False,,,0,,K. Towns REBOUND (Off:5 Def:6),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Towns,K. Towns,,,,684.0,11.0,6.0,5.0,,,,,,,,,,,
686,PT00M47.50S,2026-02-20T03:05:05.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,6.1268068331143235,49.26470588235294,1610612752,111,122,2026-02-20T03:05:09Z,6460000,False,4.0,5.0,1,left,K. Towns putback Layup (21 PTS),[1626157],1610612752.0,NYK,putback,,,,,,Restricted Area,0-8 Center,0.63,Made,21.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
688,PT00M46.60S,2026-02-20T03:05:17.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626157,,,1610612765,111,122,2026-02-20T03:05:33Z,6470000,False,,,0,,K. Towns take personal FOUL (3 PF) (Reed 2 FT),"[1626157, 1630194]",1610612752.0,NYK,take,,,,,,In The Paint (Non-RA),0-8 Center,,,,Towns,K. Towns,,,,,,,,1155.0,,,,3.0,0.0,Reed,1630194.0,,,
691,PT00M46.60S,2026-02-20T03:05:28.8Z,4,REGULAR,substitution,out,[],1628973,,,1610612765,111,122,2026-02-20T03:05:49Z,6485000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,,,,,,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
692,PT00M46.60S,2026-02-20T03:05:28.8Z,4,REGULAR,substitution,out,[],202699,,,1610612765,111,122,2026-02-20T03:05:49Z,6487500,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
693,PT00M46.60S,2026-02-20T03:05:28.8Z,4,REGULAR,substitution,in,[],1630631,,,1610612765,111,122,2026-02-20T03:05:49Z,6488750,False,,,0,,SUB in: J. Alvarado,[1630631],1610612752.0,NYK,,,,,,,,,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,
