actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
178,PT12M00.00S,2026-02-20T01:13:04.0Z,2,REGULAR,substitution,out,['startperiod'],1629011,,,1610612752,26,28,2026-02-20T01:15:40Z,1650000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2026-02-20T01:13:04.0Z,2,REGULAR,substitution,out,['startperiod'],1631110,,,1610612752,26,28,2026-02-20T01:15:40Z,1660000,False,,,0,,SUB out: J. Sochan,[1631110],1610612752.0,NYK,,,,,,,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2026-02-20T01:13:04.0Z,2,REGULAR,substitution,out,['startperiod'],1642449,,,1610612752,26,28,2026-02-20T01:15:40Z,1670000,False,,,0,,SUB out: T. Smith,[1642449],1610612765.0,DET,,,,,,,,,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2026-02-20T01:13:04.0Z,2,REGULAR,substitution,out,['startperiod'],1629130,,,1610612752,26,28,2026-02-20T01:15:40Z,1680000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,,,,,,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2026-02-20T01:13:04.0Z,2,REGULAR,substitution,in,['startperiod'],1628969,,,1610612752,26,28,2026-02-20T01:15:40Z,1690000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2026-02-20T01:13:04.0Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612752,26,28,2026-02-20T01:15:40Z,1700000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2026-02-20T01:13:04.0Z,2,REGULAR,substitution,in,['startperiod'],1642885,,,1610612752,26,28,2026-02-20T01:15:40Z,1710000,False,,,0,,SUB in: M. Diawara,[1642885],1610612752.0,NYK,,,,,,,,,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2026-02-20T01:13:04.0Z,2,REGULAR,substitution,in,['startperiod'],1641842,,,1610612752,26,28,2026-02-20T01:15:40Z,1720000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,,,,,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2026-02-20T01:13:04.0Z,2,REGULAR,substitution,in,['startperiod'],1630194,,,1610612752,26,28,2026-02-20T01:15:40Z,1730000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2026-02-20T01:16:04.2Z,2,REGULAR,period,start,[],0,,,1610612765,26,28,2026-02-20T01:16:04Z,1740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M49.00S,2026-02-20T01:16:17.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641842,6.915243101182654,46.81372549019608,1610612765,26,30,2026-02-20T01:17:15Z,1750000,False,16.0,13.0,1,left,R. Holland II cutting Layup (2 PTS) (P. Reed 1 AST),"[1641842, 1630194]",1610612765.0,DET,cutting,,,,,,Restricted Area,0-8 Center,2.02,Made,2.0,Holland II,R. Holland II,P. Reed,1630194.0,1.0,,,,,,,,,,,,,,,
190,PT11M22.00S,2026-02-20T01:16:42.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,92.85479632063075,51.71568627450981,1610612752,28,30,2026-02-20T01:16:44Z,1770000,False,9.0,15.0,1,right,J. Alvarado driving floating Jump Shot (4 PTS),[1630631],1610612752.0,NYK,driving floating,,,,,,Restricted Area,0-8 Center,1.7,Made,4.0,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,
191,PT11M09.00S,2026-02-20T01:16:57.4Z,2,REGULAR,foul,personal,['2freethrow'],1642885,,,1610612765,28,30,2026-02-20T01:17:12Z,1780000,False,,,0,,M. Diawara shooting personal FOUL (1 PF) (Green 2 FT),"[1642885, 1629750]",1610612752.0,NYK,shooting,,,,,,Restricted Area,0-8 Center,,,,Diawara,M. Diawara,,,,,,,,1627539.0,,,,1.0,0.0,Green,1629750.0,,,
193,PT11M09.00S,2026-02-20T01:17:35.0Z,2,REGULAR,freethrow,1 of 2,[],1629750,,,1610612765,28,31,2026-02-20T01:17:35Z,1800000,False,,,0,,J. Green Free Throw 1 of 2 (4 PTS),[1629750],1610612765.0,DET,,,,,,,,,,Made,4.0,Green,J. Green,,,,,,,,,,,,,,,,,,
194,PT11M09.00S,2026-02-20T01:17:55.8Z,2,REGULAR,freethrow,2 of 2,[],1629750,,,1610612765,28,32,2026-02-20T01:17:55Z,1810000,False,,,0,,J. Green Free Throw 2 of 2 (5 PTS),[1629750],1610612765.0,DET,,,,,,,,,,Made,5.0,Green,J. Green,,,,,,,,,,,,,,,,,,
195,PT10M58.00S,2026-02-20T01:18:08.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,91.80354796320631,49.754901960784316,1610612752,30,32,2026-02-20T01:18:11Z,1820000,False,-1.0,25.0,1,right,J. Alvarado driving Layup (6 PTS),[1630631],1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,2.45,Made,6.0,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,
196,PT10M41.00S,2026-02-20T01:18:26.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630194,5.075558475689881,51.71568627450981,1610612765,30,34,2026-02-20T01:18:30Z,1830000,False,-9.0,-5.0,1,left,P. Reed cutting DUNK (7 PTS) (C. Cunningham 3 AST),"[1630194, 1630595]",1610612765.0,DET,cutting,,,,,,Restricted Area,0-8 Center,0.98,Made,7.0,Reed,P. Reed,C. Cunningham,1630595.0,3.0,,,,,,,,,,,,,,,
198,PT10M22.00S,2026-02-20T01:18:43.6Z,2,REGULAR,3pt,Jump Shot,[],1628969,80.6340341655716,93.13725490196079,1610612752,30,34,2026-02-20T01:18:49Z,1850000,False,216.0,130.0,1,right,MISS M. Bridges 25' 3PT,[1628969],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
199,PT10M18.00S,2026-02-20T01:18:47.6Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612765,30,34,2026-02-20T01:18:49Z,1860000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,,Green,J. Green,,,,198.0,2.0,2.0,0.0,,,,,,,,,,,
200,PT10M07.00S,2026-02-20T01:18:59.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,15.456636005256241,50.73529411764706,1610612765,30,34,2026-02-20T01:19:19Z,1870000,False,-4.0,93.0,1,left,MISS C. Cunningham 9' fadeaway Shot - blocked,"[1630595, 1628384]",1610612765.0,DET,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,9.29,Missed,,Cunningham,C. Cunningham,,,,,,,,,,Anunoby,1628384.0,,,,,,,
201,PT10M07.00S,2026-02-20T01:18:59.0Z,2,REGULAR,block,,[],1628384,,,1610612765,30,34,2026-02-20T01:19:00Z,1880000,False,,,0,,O. Anunoby BLOCK (3 BLK),[1628384],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
202,PT10M04.00S,2026-02-20T01:19:02.0Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612752,30,34,2026-02-20T01:19:02Z,1890000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Alvarado,J. Alvarado,,,,200.0,1.0,1.0,0.0,,,,,,,,,,,
203,PT10M03.00S,2026-02-20T01:19:03.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628384,93.51182654402102,50.49019607843137,1610612752,32,34,2026-02-20T01:19:06Z,1900000,False,2.0,8.0,1,right,O. Anunoby running Layup (4 PTS) (J. Alvarado 1 AST),"[1628384, 1630631]",1610612752.0,NYK,running,,,,,,Restricted Area,0-8 Center,0.89,Made,4.0,Anunoby,O. Anunoby,J. Alvarado,1630631.0,1.0,,,,,,,,,,,,,,,
205,PT09M41.00S,2026-02-20T01:19:24.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,8.623521681997373,54.90196078431373,1610612765,32,34,2026-02-20T01:19:28Z,1920000,False,-25.0,29.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,3.77,Missed,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
206,PT09M38.00S,2026-02-20T01:19:27.4Z,2,REGULAR,rebound,offensive,[],1630595,,,1610612765,32,34,2026-02-20T01:19:27Z,1930000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:0),[1630595],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Cunningham,C. Cunningham,,,,205.0,1.0,0.0,1.0,,,,,,,,,,,
207,PT09M38.00S,2026-02-20T01:19:27.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630595,5.590000152587891,50.0,1610612765,32,34,2026-02-20T01:19:30Z,1940000,False,0.0,0.0,1,left,MISS C. Cunningham tip Layup,[1630595],1610612765.0,DET,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
208,PT09M38.00S,2026-02-20T01:19:27.4Z,2,REGULAR,rebound,offensive,[],1629750,,,1610612765,32,34,2026-02-20T01:19:30Z,1950000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[1629750],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Green,J. Green,,,,207.0,3.0,2.0,1.0,,,,,,,,,,,
209,PT09M36.00S,2026-02-20T01:19:30.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629750,27.020367936925098,16.666666666666664,1610612765,32,34,2026-02-20T01:19:37Z,1960000,False,167.0,201.0,1,left,MISS J. Green 26' 3PT,[1629750],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,26.15,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,
210,PT09M36.00S,2026-02-20T01:19:30.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,32,34,2026-02-20T01:19:37Z,1970000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,209.0,,,,,,,,,,,,,,
211,PT09M36.00S,2026-02-20T01:19:35.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612765,32,34,2026-02-20T01:19:42Z,1980000,False,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1155.0,,,,,,,,,,
212,PT09M24.00S,2026-02-20T01:20:00.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630631,69.85873850197109,26.715686274509803,1610612752,32,34,2026-02-20T01:20:04Z,1990000,False,-116.0,231.0,1,right,MISS J. Alvarado 25' pullup 3PT - blocked,"[1630631, 1627747]",1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,Alvarado,J. Alvarado,,,,,,,,,,LeVert,1627747.0,,,,,,,
213,PT09M24.00S,2026-02-20T01:20:00.9Z,2,REGULAR,block,,[],1627747,,,1610612752,32,34,2026-02-20T01:20:03Z,2000000,False,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
214,PT09M21.00S,2026-02-20T01:20:03.9Z,2,REGULAR,rebound,defensive,[],1641842,,,1610612765,32,34,2026-02-20T01:20:04Z,2010000,False,,,0,,R. Holland II REBOUND (Off:0 Def:2),[1641842],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,,Holland II,R. Holland II,,,,212.0,2.0,2.0,0.0,,,,,,,,,,,
215,PT09M17.00S,2026-02-20T01:20:07.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627747,4.28712220762155,3.6764705882352944,1610612765,32,34,2026-02-20T01:23:10Z,2020000,False,232.0,-12.0,1,left,MISS C. LeVert running pullup 3PT,[1627747],1610612765.0,DET,running pullup,,,,,,Right Corner 3,24+ Right,23.19,Missed,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
216,PT09M14.00S,2026-02-20T01:20:10.9Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,32,34,2026-02-20T01:20:12Z,2030000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,,Towns,K. Towns,,,,215.0,2.0,2.0,0.0,,,,,,,,,,,
217,PT09M07.00S,2026-02-20T01:20:23.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,94.82588699080158,48.03921568627451,1610612752,32,34,2026-02-20T01:21:35Z,2040000,False,-10.0,-4.0,1,right,MISS O. Anunoby driving DUNK - blocked,"[1628384, 1630595]",1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,1.05,Missed,,Anunoby,O. Anunoby,,,,,,,,,,Cunningham,1630595.0,,,,,,,
222,PT09M07.00S,2026-02-20T01:20:23.0Z,2,REGULAR,block,,[],1630595,,,1610612752,32,34,2026-02-20T01:21:35Z,2045000,False,,,0,,C. Cunningham BLOCK (1 BLK),[1630595],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
221,PT09M07.00S,2026-02-20T01:20:23.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,32,34,2026-02-20T01:22:15Z,2050000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,,,,,,217.0,,,,,,,,,,,,,,
223,PT09M07.00S,2026-02-20T01:21:34.2Z,2,REGULAR,substitution,out,[],1628384,,,1610612752,32,34,2026-02-20T01:21:46Z,2055000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,,,,,,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
224,PT09M07.00S,2026-02-20T01:21:34.2Z,2,REGULAR,substitution,out,[],1642885,,,1610612752,32,34,2026-02-20T01:21:46Z,2057500,False,,,0,,SUB out: M. Diawara,[1642885],1610612752.0,NYK,,,,,,,,,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,
225,PT09M07.00S,2026-02-20T01:21:34.2Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,32,34,2026-02-20T01:21:46Z,2058750,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,,,,,,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
226,PT09M07.00S,2026-02-20T01:21:34.2Z,2,REGULAR,substitution,in,[],1629013,,,1610612752,32,34,2026-02-20T01:21:46Z,2059375,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,,,,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,
218,PT09M07.00S,2026-02-20T01:21:34.3Z,2,REGULAR,jumpball,recovered,[],1629013,,,1610612752,32,34,2026-02-20T01:23:05Z,2060000,False,,,0,,Jump Ball K. Towns vs. P. Reed: Tip to L. Shamet,"[1629013, 1626157, 1630194]",1610612752.0,NYK,lodgedball,L. Shamet,Towns,1626157.0,Reed,1630194.0,,,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,1629013.0
228,PT08M48.00S,2026-02-20T01:21:49.1Z,2,REGULAR,substitution,out,[],1629750,,,1610612752,32,34,2026-02-20T01:22:07Z,2140000,False,,,0,,SUB out: J. Green,[1629750],1610612765.0,DET,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
229,PT08M48.00S,2026-02-20T01:21:49.1Z,2,REGULAR,substitution,out,[],1630194,,,1610612752,32,34,2026-02-20T01:22:07Z,2150000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
230,PT08M48.00S,2026-02-20T01:21:49.1Z,2,REGULAR,substitution,in,[],202699,,,1610612752,32,34,2026-02-20T01:22:07Z,2160000,False,,,0,,SUB in: T. Harris,[202699],1610612765.0,DET,,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
231,PT08M48.00S,2026-02-20T01:21:49.1Z,2,REGULAR,substitution,in,[],1642449,,,1610612752,32,34,2026-02-20T01:22:07Z,2170000,False,,,0,,SUB in: T. Smith,[1642449],1610612765.0,DET,,,,,,,,,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,
232,PT08M41.00S,2026-02-20T01:22:19.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630631,72.7496714848883,78.67647058823529,1610612752,32,34,2026-02-20T01:27:53Z,2180000,False,143.0,204.0,1,right,MISS J. Alvarado 24' step back 3PT,[1630631],1610612752.0,NYK,step back,,,,,,Above the Break 3,24+ Right Center,24.91,Missed,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,
233,PT08M37.00S,2026-02-20T01:22:23.7Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,32,34,2026-02-20T01:22:24Z,2190000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:1),[1630595],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,,Cunningham,C. Cunningham,,,,232.0,2.0,1.0,1.0,,,,,,,,,,,
234,PT08M33.00S,2026-02-20T01:22:28.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630595,6.258212877792378,47.30392156862745,1610612765,32,34,2026-02-20T01:22:34Z,2200000,False,13.0,6.0,1,left,MISS C. Cunningham running Layup - blocked,"[1630595, 1629011]",1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,1.49,Missed,,Cunningham,C. Cunningham,,,,,,,,,,Robinson,1629011.0,,,,,,,
235,PT08M33.00S,2026-02-20T01:22:28.4Z,2,REGULAR,block,,[],1629011,,,1610612765,32,34,2026-02-20T01:22:30Z,2210000,False,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
236,PT08M31.00S,2026-02-20T01:22:30.4Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,32,34,2026-02-20T01:22:34Z,2220000,False,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Robinson,M. Robinson,,,,234.0,2.0,1.0,1.0,,,,,,,,,,,
237,PT08M26.00S,2026-02-20T01:22:35.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628969,94.95729303547962,42.8921568627451,1610612752,32,34,2026-02-20T01:22:41Z,2230000,False,-36.0,-5.0,1,right,MISS M. Bridges running Shot,[1628969],1610612752.0,NYK,running,,,,,,Restricted Area,0-8 Center,3.59,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
238,PT08M23.00S,2026-02-20T01:22:38.4Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,32,34,2026-02-20T01:22:38Z,2240000,False,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Towns,K. Towns,,,,237.0,3.0,2.0,1.0,,,,,,,,,,,
239,PT08M23.00S,2026-02-20T01:22:40.1Z,2,REGULAR,foul,offensive,[],1626157,,,1610612752,32,34,2026-02-20T01:25:56Z,2250000,False,,,0,,K. Towns offensive FOUL (2 PF),"[1626157, 1642449]",1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Towns,K. Towns,,,,,,,,2004.0,,,,2.0,0.0,Smith,1642449.0,,,
243,PT08M23.00S,2026-02-20T01:22:40.1Z,2,REGULAR,turnover,offensive foul,[],1626157,,,1610612752,32,34,2026-02-20T01:22:40Z,2265000,False,,,0,,K. Towns offensive foul TURNOVER (1 TO),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Towns,K. Towns,,,,,,,,2004.0,1.0,,,,,,,,,
241,PT08M23.00S,2026-02-20T01:23:08.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612765,32,34,2026-02-20T01:22:40Z,2270000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M03.00S,2026-02-20T01:27:19.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630595,23.209592641261498,42.8921568627451,1610612765,32,36,2026-02-20T01:27:22Z,2300000,False,36.0,166.0,1,left,C. Cunningham 16' Jump Shot (16 PTS) (T. Harris 2 AST),"[1630595, 202699]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Center,16.95,Made,16.0,Cunningham,C. Cunningham,T. Harris,202699.0,2.0,,,,,,,,,,,,,,,
247,PT07M44.00S,2026-02-20T01:27:37.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,90.22667542706965,50.245098039215684,1610612752,32,36,2026-02-20T01:27:40Z,2320000,False,1.0,39.0,1,right,MISS K. Towns driving Hook,[1626157],1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,3.94,Missed,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
248,PT07M43.00S,2026-02-20T01:27:38.3Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,32,36,2026-02-20T01:27:40Z,2330000,False,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Robinson,M. Robinson,,,,247.0,3.0,1.0,2.0,,,,,,,,,,,
249,PT07M43.00S,2026-02-20T01:27:39.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,94.40999984741211,50.0,1610612752,32,36,2026-02-20T01:27:39Z,2340000,False,0.0,0.0,1,right,MISS M. Robinson tip Layup,[1629011],1610612752.0,NYK,tip,,,,,,Mid-Range,8-16 Left,0.0,Missed,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
250,PT07M43.00S,2026-02-20T01:27:40.4Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,32,36,2026-02-20T01:27:40Z,2350000,False,,,0,,M. Robinson REBOUND (Off:3 Def:1),[1629011],1610612752.0,NYK,,,,,,,Mid-Range,8-16 Left,,,,Robinson,M. Robinson,,,,249.0,4.0,1.0,3.0,,,,,,,,,,,
251,PT07M43.00S,2026-02-20T01:27:41.7Z,2,REGULAR,foul,personal,['2freethrow'],202699,,,1610612752,32,36,2026-02-20T01:27:55Z,2360000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Robinson 2 FT),"[202699, 1629011]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,,Harris,T. Harris,,,,,,,,1627539.0,,,,1.0,0.0,Robinson,1629011.0,,,
253,PT07M43.00S,2026-02-20T01:28:11.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629011,,,1610612752,32,36,2026-02-20T01:28:11Z,2380000,False,,,0,,MISS M. Robinson Free Throw 1 of 2,[1629011],1610612752.0,NYK,,,,,,,,,,Missed,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
254,PT07M43.00S,2026-02-20T01:28:11.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,32,36,2026-02-20T01:28:11Z,2390000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,253.0,,,,,,,,,,,,,,
255,PT07M43.00S,2026-02-20T01:28:30.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629011,,,1610612752,33,36,2026-02-20T01:28:30Z,2400000,False,,,0,,M. Robinson Free Throw 2 of 2 (5 PTS),[1629011],1610612752.0,NYK,,,,,,,,,,Made,5.0,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,
256,PT07M31.00S,2026-02-20T01:28:44.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,15.325229960578188,63.970588235294116,1610612765,33,36,2026-02-20T01:28:47Z,2410000,False,-70.0,92.0,1,left,MISS C. LeVert 11' pullup Shot,[1627747],1610612765.0,DET,pullup,,,,,,In The Paint (Non-RA),8-16 Left,11.52,Missed,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
257,PT07M29.00S,2026-02-20T01:28:46.2Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612752,33,36,2026-02-20T01:28:47Z,2420000,False,,,0,,L. Shamet REBOUND (Off:0 Def:2),[1629013],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Shamet,L. Shamet,,,,256.0,2.0,2.0,0.0,,,,,,,,,,,
258,PT07M14.00S,2026-02-20T01:29:04.9Z,2,REGULAR,foul,personal,['2freethrow'],1641842,,,1610612752,33,36,2026-02-20T01:29:12Z,2430000,False,,,0,,R. Holland II shooting personal FOUL (1 PF) (Shamet 2 FT),"[1641842, 1629013]",1610612765.0,DET,shooting,,,,,,Mid-Range,8-16 Right,,,,Holland II,R. Holland II,,,,,,,,2004.0,,,,1.0,0.0,Shamet,1629013.0,,,
261,PT07M14.00S,2026-02-20T01:29:17.3Z,2,REGULAR,substitution,out,[],1626157,,,1610612752,33,36,2026-02-20T01:29:38Z,2445000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,,,,,,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
262,PT07M14.00S,2026-02-20T01:29:17.3Z,2,REGULAR,substitution,out,[],1641842,,,1610612752,33,36,2026-02-20T01:29:38Z,2447500,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,,,,,,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,
263,PT07M14.00S,2026-02-20T01:29:17.3Z,2,REGULAR,substitution,in,[],1628404,,,1610612752,33,36,2026-02-20T01:29:38Z,2448750,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,,,,,,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,
264,PT07M14.00S,2026-02-20T01:29:17.3Z,2,REGULAR,substitution,in,[],1641709,,,1610612752,33,36,2026-02-20T01:29:38Z,2449375,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
