actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
604,PT04M23.00S,2024-01-11T02:30:46.8Z,5,OVERTIME,2pt,Hook,['pointsinthepaint'],201143,10.85742444152431,45.588235294117645,1610612738,111,114,2024-01-11T02:30:51Z,5950000,False,22.0,50.0,1,left,MISS A. Horford Hook,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.43,Missed,,,,,,,,,,,,
605,PT04M22.00S,2024-01-11T02:30:47.8Z,5,OVERTIME,rebound,defensive,[],1626157,,,1610612750,111,114,2024-01-11T02:30:51Z,5960000,False,,,0,,K. Towns REBOUND (Off:1 Def:12),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,604.0,13.0,12.0,1.0,,,,,,,,
606,PT04M16.00S,2024-01-11T02:30:54.2Z,5,OVERTIME,turnover,bad pass,[],1630162,,,1610612750,111,114,2024-01-11T02:30:58Z,5970000,False,,,0,,A. Edwards bad pass TURNOVER (4 TO),"[1630162, 1628369]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,4.0,,,,,,,,,,,,,,,Tatum,1628369.0,,
607,PT04M16.00S,2024-01-11T02:30:54.2Z,5,OVERTIME,steal,,[],1628369,,,1610612738,111,114,2024-01-11T02:30:55Z,5980000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
608,PT04M16.00S,2024-01-11T02:31:08.3Z,5,OVERTIME,foul,personal,['1freethrow'],1630183,,,1610612738,111,114,2024-01-11T02:31:15Z,5990000,False,,,0,,J. McDaniels transition take personal FOUL (6 PF) (Tatum 1 FT),"[1630183, 1628369]",1610612750.0,MIN,transition take,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,1628484.0,,6.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,
610,PT04M16.00S,2024-01-11T02:31:19.3Z,5,OVERTIME,substitution,out,[],1630183,,,1610612738,111,114,2024-01-11T02:31:21Z,6010000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M16.00S,2024-01-11T02:31:19.3Z,5,OVERTIME,substitution,in,[],1629675,,,1610612738,111,114,2024-01-11T02:31:21Z,6020000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT04M16.00S,2024-01-11T02:31:41.1Z,5,OVERTIME,freethrow,1 of 1,['fromturnover'],1628369,,,1610612738,112,114,2024-01-11T02:31:41Z,6030000,False,,,0,,J. Tatum transition take Free Throw 1 of 1 (34 PTS),[1628369],1610612738.0,BOS,transition take,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,34.0,,,,,,,
613,PT04M06.00S,2024-01-11T02:32:02.4Z,5,OVERTIME,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628369,6.258212877792378,49.754901960784316,1610612738,114,114,2024-01-11T02:32:07Z,6040000,False,1.0,6.0,1,left,J. Tatum driving DUNK (36 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,0.64,Made,,,,,36.0,,,,,,,
614,PT03M48.00S,2024-01-11T02:32:21.0Z,5,OVERTIME,3pt,Jump Shot,[],1626157,71.30420499342969,77.69607843137256,1610612750,114,117,2024-01-11T02:32:26Z,6050000,False,138.0,217.0,1,right,K. Towns 25' 3PT  (25 PTS) (A. Edwards 2 AST),"[1626157, 1630162]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,25.76,Made,,,,,25.0,A. Edwards,1630162.0,2.0,,,,
616,PT03M32.00S,2024-01-11T02:32:36.3Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1628369,8.623521681997373,42.8921568627451,1610612738,114,117,2024-01-11T02:32:41Z,6070000,False,36.0,29.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 1629675]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.56,Missed,,,,,,,,,,,Reid,1629675.0
617,PT03M32.00S,2024-01-11T02:32:36.3Z,5,OVERTIME,block,,[],1629675,,,1610612738,114,117,2024-01-11T02:32:38Z,6080000,False,,,0,,N. Reid BLOCK (3 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
618,PT03M30.00S,2024-01-11T02:32:38.3Z,5,OVERTIME,rebound,offensive,[],201143,,,1610612738,114,117,2024-01-11T02:32:41Z,6090000,False,,,0,,A. Horford REBOUND (Off:1 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,616.0,8.0,7.0,1.0,,,,,,,,
619,PT03M30.00S,2024-01-11T02:32:41.8Z,5,OVERTIME,foul,personal,['2freethrow'],1626157,,,1610612738,114,117,2024-01-11T02:32:49Z,6100000,False,,,0,,K. Towns shooting personal FOUL (5 PF) (Brown 2 FT),"[1626157, 1627759]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,1155.0,,5.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,
621,PT03M30.00S,2024-01-11T02:33:12.6Z,5,OVERTIME,freethrow,1 of 2,['2ndchance'],1627759,,,1610612738,115,117,2024-01-11T02:33:12Z,6120000,False,,,0,,J. Brown Free Throw 1 of 2 (32 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,Made,,,,,32.0,,,,,,,
622,PT03M30.00S,2024-01-11T02:33:27.4Z,5,OVERTIME,freethrow,2 of 2,['2ndchance'],1627759,,,1610612738,116,117,2024-01-11T02:33:27Z,6130000,False,,,0,,J. Brown Free Throw 2 of 2 (33 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,Made,,,,,33.0,,,,,,,
623,PT03M08.00S,2024-01-11T02:33:53.0Z,5,OVERTIME,2pt,Jump Shot,[],1630162,83.78777923784494,9.313725490196079,1610612750,116,117,2024-01-11T02:34:16Z,6140000,False,-203.0,100.0,1,right,MISS A. Edwards 22' step back Shot,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left,,,,,,,22.66,Missed,,,,,,,,,,,,
624,PT03M06.00S,2024-01-11T02:33:55.0Z,5,OVERTIME,rebound,defensive,[],1627759,,,1610612738,116,117,2024-01-11T02:33:57Z,6150000,False,,,0,,J. Brown REBOUND (Off:0 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left,,,,,,,,,623.0,7.0,7.0,0.0,,,,,,,,
625,PT03M00.00S,2024-01-11T02:34:04.3Z,5,OVERTIME,foul,personal,['2freethrow'],1629675,,,1610612738,116,117,2024-01-11T02:34:18Z,6160000,False,,,0,,N. Reid shooting personal FOUL (3 PF) (Brown 2 FT),"[1629675, 1627759]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Right,1628484.0,,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,
627,PT03M00.00S,2024-01-11T02:34:38.0Z,5,OVERTIME,freethrow,1 of 2,[],1627759,,,1610612738,117,117,2024-01-11T02:34:38Z,6180000,False,,,0,,J. Brown Free Throw 1 of 2 (34 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,Made,,,,,34.0,,,,,,,
628,PT03M00.00S,2024-01-11T02:34:56.5Z,5,OVERTIME,freethrow,2 of 2,[],1627759,,,1610612738,118,117,2024-01-11T02:34:56Z,6190000,False,,,0,,J. Brown Free Throw 2 of 2 (35 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,Made,,,,,35.0,,,,,,,
629,PT02M44.00S,2024-01-11T02:35:16.3Z,5,OVERTIME,3pt,Jump Shot,[],1629638,86.94152431011827,96.81372549019608,1610612750,118,120,2024-01-11T02:36:07Z,6200000,False,234.0,70.0,1,right,N. Alexander-Walker 24' 3PT pullup (15 PTS) (A. Edwards 3 AST),"[1629638, 1630162]",1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,,,,,,,24.44,Made,,,,,15.0,A. Edwards,1630162.0,3.0,,,,
631,PT02M25.00S,2024-01-11T02:35:34.6Z,5,OVERTIME,3pt,Jump Shot,[],201950,10.200394218134035,4.166666666666666,1610612738,118,120,2024-01-11T02:35:39Z,6220000,False,229.0,43.0,1,left,MISS J. Holiday 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,,,,,23.33,Missed,,,,,,,,,,,,
632,PT02M22.00S,2024-01-11T02:35:37.6Z,5,OVERTIME,rebound,offensive,[],1627759,,,1610612738,118,120,2024-01-11T02:35:39Z,6230000,False,,,0,,J. Brown REBOUND (Off:1 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,,,,,,,631.0,8.0,7.0,1.0,,,,,,,,
633,PT02M15.00S,2024-01-11T02:35:45.4Z,5,OVERTIME,3pt,Jump Shot,['2ndchance'],201950,30.699737187910642,25.49019607843137,1610612738,118,120,2024-01-11T02:36:03Z,6240000,False,123.0,236.0,1,left,MISS J. Holiday 26' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,26.6,Missed,,,,,,,,,,,,
634,PT02M10.00S,2024-01-11T02:35:50.4Z,5,OVERTIME,rebound,defensive,['team'],0,,,1610612750,118,120,2024-01-11T02:36:03Z,6250000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,633.0,,,,,,,,,,,
636,PT01M46.00S,2024-01-11T02:36:29.9Z,5,OVERTIME,3pt,Jump Shot,[],1629675,69.20170827858082,76.47058823529412,1610612750,118,120,2024-01-11T02:36:35Z,6270000,False,132.0,237.0,1,right,MISS N. Reid 27' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,,,,27.15,Missed,,,,,,,,,,,,
637,PT01M44.00S,2024-01-11T02:36:31.9Z,5,OVERTIME,rebound,defensive,[],1628369,,,1610612738,118,120,2024-01-11T02:36:35Z,6280000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,636.0,4.0,4.0,0.0,,,,,,,,
638,PT01M33.00S,2024-01-11T02:36:45.1Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612738,118,120,2024-01-11T02:36:49Z,6290000,False,,,0,,N. Reid personal FOUL (4 PF) (Tatum 2 FT),"[1629675, 1628369]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,1628484.0,,4.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,
640,PT01M33.00S,2024-01-11T02:37:09.2Z,5,OVERTIME,freethrow,1 of 2,[],1628369,,,1610612738,119,120,2024-01-11T02:37:09Z,6310000,False,,,0,,J. Tatum Free Throw 1 of 2 (37 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,37.0,,,,,,,
641,PT01M33.00S,2024-01-11T02:37:30.9Z,5,OVERTIME,freethrow,2 of 2,[],1628369,,,1610612738,120,120,2024-01-11T02:37:30Z,6320000,False,,,0,,J. Tatum Free Throw 2 of 2 (38 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,38.0,,,,,,,
642,PT01M23.00S,2024-01-11T02:37:48.3Z,5,OVERTIME,3pt,Jump Shot,[],1626157,72.7496714848883,17.401960784313726,1610612750,120,120,2024-01-11T02:37:54Z,6330000,False,-163.0,204.0,1,right,MISS K. Towns 26' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,26.09,Missed,,,,,,,,,,,,
643,PT01M20.00S,2024-01-11T02:37:51.3Z,5,OVERTIME,rebound,defensive,[],1627759,,,1610612738,120,120,2024-01-11T02:37:54Z,6340000,False,,,0,,J. Brown REBOUND (Off:1 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,642.0,9.0,8.0,1.0,,,,,,,,
644,PT01M04.00S,2024-01-11T02:38:09.0Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1628369,8.886333771353483,58.82352941176471,1610612738,122,120,2024-01-11T02:38:13Z,6350000,False,-44.0,31.0,1,left,J. Tatum driving Layup (40 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.39,Made,,,,,40.0,,,,,,,
645,PT00M56.10S,2024-01-11T02:38:18.4Z,5,OVERTIME,turnover,bad pass,[],1630162,,,1610612750,122,120,2024-01-11T02:38:21Z,6360000,False,,,0,,A. Edwards bad pass TURNOVER (5 TO),"[1630162, 201950]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,5.0,,,,,,,,,,,,,,,Holiday,201950.0,,
646,PT00M56.10S,2024-01-11T02:38:18.4Z,5,OVERTIME,steal,,[],201950,,,1610612738,122,120,2024-01-11T02:38:20Z,6370000,False,,,0,,J. Holiday STEAL (2 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
647,PT00M51.00S,2024-01-11T02:38:23.7Z,5,OVERTIME,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628369,27.54599211563732,20.588235294117645,1610612738,125,120,2024-01-11T02:38:59Z,6380000,False,147.0,206.0,1,left,J. Tatum 25' 3PT running (43 PTS) (J. Holiday 4 AST),"[1628369, 201950]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,25.35,Made,,,,,43.0,J. Holiday,201950.0,4.0,,,,
649,PT00M49.80S,2024-01-11T02:38:30.1Z,5,OVERTIME,timeout,full,['team'],0,,,1610612750,125,120,2024-01-11T02:38:30Z,6400000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M46.90S,2024-01-11T02:40:20.0Z,5,OVERTIME,3pt,Jump Shot,[],1630162,66.70499342969777,69.85294117647058,1610612750,125,120,2024-01-11T02:40:53Z,6410000,False,99.0,260.0,1,right,MISS A. Edwards 27' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,27.88,Missed,,,,,,,,,,,,
651,PT00M44.10S,2024-01-11T02:40:33.5Z,5,OVERTIME,rebound,offensive,[],1629638,,,1610612750,125,120,2024-01-11T02:40:33Z,6420000,False,,,0,,N. Alexander-Walker REBOUND (Off:2 Def:2),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,650.0,4.0,2.0,2.0,,,,,,,,
653,PT00M40.20S,2024-01-11T02:41:11.4Z,5,OVERTIME,2pt,Jump Shot,['2ndchance'],1626157,76.16622864651774,31.61764705882353,1610612750,125,120,2024-01-11T02:41:18Z,6440000,False,-92.0,172.0,1,right,MISS K. Towns 19' fadeaway Shot,[1626157],1610612750.0,MIN,fadeaway,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,,,,,,,19.46,Missed,,,,,,,,,,,,
654,PT00M36.40S,2024-01-11T02:41:15.2Z,5,OVERTIME,rebound,defensive,[],1627759,,,1610612738,125,120,2024-01-11T02:41:18Z,6450000,False,,,0,,J. Brown REBOUND (Off:1 Def:9),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,,653.0,10.0,9.0,1.0,,,,,,,,
655,PT00M30.90S,2024-01-11T02:41:26.5Z,5,OVERTIME,timeout,full,['team'],0,,,1610612738,125,120,2024-01-11T02:41:26Z,6460000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M30.90S,2024-01-11T02:42:50.2Z,5,OVERTIME,timeout,full,['team'],0,,,1610612738,125,120,2024-01-11T02:42:50Z,6470000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M30.90S,2024-01-11T02:43:41.1Z,5,OVERTIME,substitution,out,[],1626157,,,1610612738,125,120,2024-01-11T02:44:02Z,6480000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M30.90S,2024-01-11T02:43:41.1Z,5,OVERTIME,substitution,in,[],1629162,,,1610612738,125,120,2024-01-11T02:44:02Z,6490000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M23.40S,2024-01-11T02:44:36.4Z,5,OVERTIME,turnover,out-of-bounds,[],1627759,,,1610612738,125,120,2024-01-11T02:44:47Z,6500000,False,,,0,,J. Brown bad pass out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,1155.0,2.0,,,,,,,,,,,,,,,,,,
660,PT00M23.40S,2024-01-11T02:44:38.8Z,5,OVERTIME,substitution,out,[],1629162,,,1610612750,125,120,2024-01-11T02:44:42Z,6510000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M23.40S,2024-01-11T02:44:38.8Z,5,OVERTIME,substitution,in,[],1626157,,,1610612750,125,120,2024-01-11T02:44:42Z,6520000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M18.80S,2024-01-11T02:44:59.9Z,5,OVERTIME,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630162,84.83902759526939,38.23529411764706,1610612750,125,120,2024-01-11T02:45:07Z,6530000,False,-59.0,90.0,1,right,MISS A. Edwards 10' driving floating Shot,[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,10.75,Missed,,,,,,,,,,,,
663,PT00M16.30S,2024-01-11T02:45:02.4Z,5,OVERTIME,rebound,defensive,[],1627759,,,1610612738,125,120,2024-01-11T02:45:02Z,6540000,False,,,0,,J. Brown REBOUND (Off:1 Def:10),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,662.0,11.0,10.0,1.0,,,,,,,,
665,PT00M12.70S,2024-01-11T02:45:15.4Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",203937,,,1610612738,125,120,2024-01-11T02:45:25Z,6560000,False,,,0,,K. Anderson take personal FOUL (5 PF) (Tatum 2 FT),"[203937, 1628369]",1610612750.0,MIN,take,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,1628484.0,,5.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,
667,PT00M12.70S,2024-01-11T02:45:45.8Z,5,OVERTIME,freethrow,1 of 2,[],1628369,,,1610612738,126,120,2024-01-11T02:45:45Z,6580000,False,,,0,,J. Tatum Free Throw 1 of 2 (44 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,44.0,,,,,,,
668,PT00M12.70S,2024-01-11T02:46:02.7Z,5,OVERTIME,freethrow,2 of 2,[],1628369,,,1610612738,127,120,2024-01-11T02:46:02Z,6590000,False,,,0,,J. Tatum Free Throw 2 of 2 (45 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,45.0,,,,,,,
669,PT00M12.70S,2024-01-11T02:46:06.1Z,5,OVERTIME,timeout,full,['team'],0,,,1610612750,127,120,2024-01-11T02:46:06Z,6600000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M10.80S,2024-01-11T02:47:38.7Z,5,OVERTIME,foul,offensive,['inpenalty'],1626157,,,1610612750,127,120,2024-01-11T02:49:20Z,6655000,False,,,0,,K. Towns offensive FOUL (6 PF),"[1626157, 1627759]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,1628484.0,,6.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,
672,PT00M10.80S,2024-01-11T02:47:38.7Z,5,OVERTIME,turnover,offensive foul,[],1626157,,,1610612750,127,120,2024-01-11T02:49:05Z,6658750,False,,,0,,K. Towns offensive foul TURNOVER (1 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,1628484.0,1.0,,,,,,,,,,,,,,,,,,
673,PT00M10.80S,2024-01-11T02:47:57.5Z,5,OVERTIME,substitution,out,[],1626157,,,1610612738,127,120,2024-01-11T02:49:35Z,6659375,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M10.80S,2024-01-11T02:47:57.5Z,5,OVERTIME,substitution,in,[],1629162,,,1610612738,127,120,2024-01-11T02:49:35Z,6659687,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M00.00S,2024-01-11T02:48:20.0Z,5,OVERTIME,period,end,[],0,,,1610612738,127,120,2024-01-11T02:48:20Z,6660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M00.00S,2024-01-11T02:48:27.3Z,5,OVERTIME,game,end,[],0,,,0,127,120,2024-01-11T02:48:27Z,6670000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
