actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
84,PT05M01.00S,2024-04-03T23:55:38.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,17,16,2024-04-03T23:56:14Z,820000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,Brown,J. Brown,83.0,2.0,2.0,0.0,,,,,,,,,,,,,,
85,PT04M53.00S,2024-04-03T23:55:44.6Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,17,16,2024-04-03T23:55:51Z,830000,False,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1630198]",1610612738.0,BOS,,,,,,,Mid-Range,16-24 Right Center,,,Brown,J. Brown,,,,,,,,,,,,,3.0,,,,Joe,1630198.0
86,PT04M53.00S,2024-04-03T23:55:44.6Z,1,REGULAR,steal,,[],1630198,,,1610612760,17,16,2024-04-03T23:55:46Z,840000,False,,,0,,I. Joe STEAL (1 STL),[1630198],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Right Center,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
87,PT04M48.00S,2024-04-03T23:55:50.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641717,25.969119579500656,12.990196078431374,1610612760,17,16,2024-04-03T23:56:38Z,850000,False,185.0,192.0,1,left,MISS C. Wallace 26' running 3PT,[1641717],1610612760.0,OKC,running,,,,,,Above the Break 3,24+ Right Center,26.63,Missed,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
88,PT04M46.00S,2024-04-03T23:55:52.0Z,1,REGULAR,rebound,offensive,[],1631119,,,1610612760,17,16,2024-04-03T23:56:07Z,860000,False,,,0,,J. Williams REBOUND (Off:1 Def:1),[1631119],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,,,Williams,J. Williams,87.0,2.0,1.0,1.0,,,,,,,,,,,,,,
89,PT04M44.00S,2024-04-03T23:55:54.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630581,34.11629434954008,64.70588235294117,1610612760,17,19,2024-04-03T23:56:11Z,870000,False,-74.0,268.0,1,left,J. Giddey 27' 3PT  (9 PTS) (J. Williams 2 AST),"[1630581, 1631119]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,27.81,Made,Giddey,J. Giddey,,,,,,,,,,9.0,,,,J. Williams,1631119.0,2.0,,
91,PT04M15.00S,2024-04-03T23:56:21.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,82.7365308804205,64.95098039215686,1610612738,17,19,2024-04-03T23:57:25Z,890000,False,75.0,110.0,1,right,MISS J. Brown 13' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Right,13.29,Missed,Brown,J. Brown,,,,,,,,,,,,,,,,,,
92,PT04M13.00S,2024-04-03T23:56:23.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,17,19,2024-04-03T23:56:46Z,900000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,91.0,,,,,,,,,,,,,,,,,
93,PT04M13.00S,2024-04-03T23:56:40.4Z,1,REGULAR,violation,kicked ball,[],1631119,,,1610612738,17,19,2024-04-03T23:56:50Z,910000,False,,,0,,J. Williams kicked ball VIOLATION,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,2534.0,,,,,,,,,,,,,
94,PT04M02.00S,2024-04-03T23:57:10.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201143,92.32917214191852,54.41176470588235,1610612738,19,19,2024-04-03T23:58:07Z,920000,False,22.0,20.0,1,right,A. Horford Layup (2 PTS) (P. Pritchard 1 AST),"[201143, 1630202]",1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,2.95,Made,Horford,A. Horford,,,,,,,,,,2.0,,,,P. Pritchard,1630202.0,1.0,,
96,PT03M50.00S,2024-04-03T23:57:23.1Z,1,REGULAR,3pt,Jump Shot,[],1631119,32.53942181340342,68.87254901960785,1610612760,19,19,2024-04-03T23:57:30Z,940000,False,-94.0,253.0,1,left,MISS J. Williams 27' 3PT,[1631119],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,27.04,Missed,Williams,J. Williams,,,,,,,,,,,,,,,,,,
97,PT03M47.00S,2024-04-03T23:57:26.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,19,19,2024-04-03T23:57:30Z,950000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,,,96.0,,,,,,,,,,,,,,,,,
99,PT03M37.00S,2024-04-03T23:57:52.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629026,10.068988173455978,54.90196078431373,1610612760,19,19,2024-04-03T23:58:02Z,970000,False,-25.0,42.0,1,left,MISS K. Williams driving bank Hook,[1629026],1610612760.0,OKC,driving bank,,,,,,In The Paint (Non-RA),0-8 Center,4.87,Missed,Williams,K. Williams,,,,,,,,,,,,,,,,,,
100,PT03M35.00S,2024-04-03T23:57:54.9Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,19,19,2024-04-03T23:58:02Z,980000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Horford,A. Horford,99.0,1.0,1.0,0.0,,,,,,,,,,,,,,
101,PT03M31.00S,2024-04-03T23:58:00.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,93.11760840998686,45.34313725490196,1610612738,19,19,2024-04-03T23:58:08Z,990000,False,-23.0,12.0,1,right,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,,,,Restricted Area,0-8 Center,2.63,Missed,Brown,J. Brown,,,,,,,,,,,,,,,,,,
102,PT03M30.00S,2024-04-03T23:58:01.4Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,19,19,2024-04-03T23:58:08Z,1000000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Giddey,J. Giddey,101.0,1.0,1.0,0.0,,,,,,,,,,,,,,
103,PT03M19.00S,2024-04-03T23:58:12.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629026,16.376478318002626,42.8921568627451,1610612760,19,19,2024-04-03T23:58:40Z,1010000,False,36.0,101.0,1,left,MISS K. Williams 10' pullup Shot - blocked,"[1629026, 1627759]",1610612760.0,OKC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,10.74,Missed,Williams,K. Williams,,,,,,,,,,,Brown,1627759.0,,,,,,
104,PT03M19.00S,2024-04-03T23:58:12.3Z,1,REGULAR,block,,[],1627759,,,1610612760,19,19,2024-04-03T23:58:14Z,1020000,False,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Center,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
105,PT03M18.00S,2024-04-03T23:58:13.3Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,19,19,2024-04-03T23:58:40Z,1030000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Giddey,J. Giddey,103.0,2.0,1.0,1.0,,,,,,,,,,,,,,
106,PT03M12.00S,2024-04-03T23:58:19.4Z,1,REGULAR,foul,personal,['2freethrow'],1630573,,,1610612760,19,19,2024-04-03T23:58:32Z,1040000,False,,,0,,S. Hauser shooting personal FOUL (1 PF) (Wallace 2 FT),"[1630573, 1641717]",1610612738.0,BOS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Hauser,S. Hauser,,,,,1627963.0,1.0,0.0,Wallace,1641717.0,,,,,,,,,
108,PT03M12.00S,2024-04-03T23:58:43.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641717,,,1610612760,19,20,2024-04-03T23:58:43Z,1060000,False,,,0,,C. Wallace Free Throw 1 of 2 (3 PTS),[1641717],1610612760.0,OKC,,,,,,,,,,Made,Wallace,C. Wallace,,,,,,,,,,3.0,,,,,,,,
109,PT03M12.00S,2024-04-03T23:58:44.6Z,1,REGULAR,substitution,out,[],1627759,,,1610612760,19,20,2024-04-03T23:58:51Z,1070000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
110,PT03M12.00S,2024-04-03T23:58:44.6Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,19,20,2024-04-03T23:58:51Z,1080000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
111,PT03M12.00S,2024-04-03T23:58:44.6Z,1,REGULAR,substitution,in,[],1628369,,,1610612760,19,20,2024-04-03T23:58:51Z,1090000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
112,PT03M12.00S,2024-04-03T23:58:44.6Z,1,REGULAR,substitution,in,[],1629652,,,1610612760,19,20,2024-04-03T23:58:51Z,1100000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
113,PT03M12.00S,2024-04-03T23:59:06.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1641717,,,1610612760,19,21,2024-04-03T23:59:06Z,1110000,False,,,0,,C. Wallace Free Throw 2 of 2 (4 PTS),[1641717],1610612760.0,OKC,,,,,,,,,,Made,Wallace,C. Wallace,,,,,,,,,,4.0,,,,,,,,
114,PT02M53.00S,2024-04-03T23:59:29.6Z,1,REGULAR,foul,personal,['2freethrow'],1629026,,,1610612738,19,21,2024-04-03T23:59:42Z,1120000,False,,,0,,K. Williams shooting personal FOUL (1 PF) (Pritchard 2 FT),"[1629026, 1630202]",1610612760.0,OKC,shooting,,,,,,Mid-Range,8-16 Left,,,Williams,K. Williams,,,,,2882.0,1.0,0.0,Pritchard,1630202.0,,,,,,,,,
116,PT02M53.00S,2024-04-03T23:59:40.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,19,21,2024-04-03T23:59:40Z,1140000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M53.00S,2024-04-04T00:01:51.3Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,19,21,2024-04-04T00:02:40Z,1150000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,
118,PT02M53.00S,2024-04-04T00:01:51.3Z,1,REGULAR,substitution,out,[],1641717,,,1610612738,19,21,2024-04-04T00:02:40Z,1160000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
119,PT02M53.00S,2024-04-04T00:01:51.3Z,1,REGULAR,substitution,in,[],201950,,,1610612738,19,21,2024-04-04T00:02:40Z,1170000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
120,PT02M53.00S,2024-04-04T00:01:51.3Z,1,REGULAR,substitution,in,[],202330,,,1610612738,19,21,2024-04-04T00:02:40Z,1180000,False,,,0,,SUB in: G. Hayward,[202330],1610612760.0,OKC,,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
121,PT02M53.00S,2024-04-04T00:03:06.8Z,1,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,20,21,2024-04-04T00:03:06Z,1190000,False,,,0,,P. Pritchard Free Throw 1 of 2 (1 PTS),[1630202],1610612738.0,BOS,,,,,,,,,,Made,Pritchard,P. Pritchard,,,,,,,,,,1.0,,,,,,,,
122,PT02M53.00S,2024-04-04T00:03:20.8Z,1,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,21,21,2024-04-04T00:03:20Z,1200000,False,,,0,,P. Pritchard Free Throw 2 of 2 (2 PTS),[1630202],1610612738.0,BOS,,,,,,,,,,Made,Pritchard,P. Pritchard,,,,,,,,,,2.0,,,,,,,,
123,PT02M29.00S,2024-04-04T00:03:48.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612760,21,21,2024-04-04T00:03:56Z,1210000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,,,
124,PT02M14.00S,2024-04-04T00:04:15.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,73.01248357424441,82.84313725490196,1610612738,21,21,2024-04-04T00:04:22Z,1220000,False,164.0,201.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,25.97,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
125,PT02M13.00S,2024-04-04T00:04:16.4Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,21,21,2024-04-04T00:04:22Z,1230000,False,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,Horford,A. Horford,124.0,2.0,1.0,1.0,,,,,,,,,,,,,,
126,PT02M08.00S,2024-04-04T00:04:20.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628369,84.1819973718791,93.38235294117648,1610612738,24,21,2024-04-04T00:04:48Z,1240000,False,217.0,96.0,1,right,J. Tatum 3PT pullup (7 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,pullup,,,,,,Above the Break 3,24+ Right Center,23.73,Made,Tatum,J. Tatum,,,,,,,,,,7.0,,,,A. Horford,201143.0,1.0,,
128,PT01M50.00S,2024-04-04T00:04:38.3Z,1,REGULAR,3pt,Jump Shot,[],1629652,29.25427069645204,17.647058823529413,1610612760,24,21,2024-04-04T00:04:45Z,1260000,False,162.0,222.0,1,left,MISS L. Dort 27' 3PT,[1629652],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,27.51,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,
129,PT01M48.00S,2024-04-04T00:04:40.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,24,21,2024-04-04T00:06:42Z,1270000,False,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,Tatum,J. Tatum,128.0,2.0,1.0,1.0,,,,,,,,,,,,,,
130,PT01M41.00S,2024-04-04T00:04:49.5Z,1,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,24,21,2024-04-04T00:04:54Z,1280000,False,,,0,,A. Horford bad pass out-of-bounds TURNOVER (1 TO),[201143],1610612738.0,BOS,bad pass,,,,,,Above the Break 3,24+ Right Center,,,Horford,A. Horford,,,,,2534.0,,,,,,,,1.0,,,,,
131,PT01M28.00S,2024-04-04T00:05:07.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,9.674770039421814,94.36274509803921,1610612760,24,21,2024-04-04T00:05:13Z,1290000,False,-222.0,38.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,22.51,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,
132,PT01M26.00S,2024-04-04T00:05:09.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,24,21,2024-04-04T00:05:13Z,1300000,False,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,,Tatum,J. Tatum,131.0,3.0,2.0,1.0,,,,,,,,,,,,,,
133,PT01M16.00S,2024-04-04T00:05:18.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,93.11760840998686,55.88235294117647,1610612738,26,21,2024-04-04T00:06:41Z,1310000,False,29.0,12.0,1,right,A. Horford Layup (4 PTS) (P. Pritchard 2 AST),"[201143, 1630202]",1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,3.18,Made,Horford,A. Horford,,,,,,,,,,4.0,,,,P. Pritchard,1630202.0,2.0,,
135,PT01M02.00S,2024-04-04T00:05:33.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,8.886333771353483,56.61764705882353,1610612760,26,21,2024-04-04T00:07:26Z,1330000,False,-33.0,31.0,1,left,MISS K. Williams driving reverse Layup,[1629026],1610612760.0,OKC,driving reverse,,,,,,In The Paint (Non-RA),0-8 Center,4.53,Missed,Williams,K. Williams,,,,,,,,,,,,,,,,,,
136,PT00M59.40S,2024-04-04T00:05:36.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,26,21,2024-04-04T00:07:26Z,1340000,False,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Tatum,J. Tatum,135.0,4.0,3.0,1.0,,,,,,,,,,,,,,
137,PT00M52.50S,2024-04-04T00:05:42.5Z,1,REGULAR,3pt,Jump Shot,[],201950,76.82325886990802,8.57843137254902,1610612738,26,21,2024-04-04T00:07:59Z,1350000,False,-207.0,165.0,1,right,MISS J. Holiday 26' step back 3PT,[201950],1610612738.0,BOS,step back,,,,,,Above the Break 3,24+ Left Center,26.5,Missed,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
138,PT00M51.20S,2024-04-04T00:05:43.8Z,1,REGULAR,rebound,offensive,[],1630202,,,1610612738,26,21,2024-04-04T00:05:49Z,1360000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,Pritchard,P. Pritchard,137.0,1.0,0.0,1.0,,,,,,,,,,,,,,
139,PT00M46.10S,2024-04-04T00:05:49.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630202,91.14651773981603,41.17647058823529,1610612738,26,21,2024-04-04T00:09:24Z,1370000,False,-44.0,31.0,1,right,MISS P. Pritchard pullup Shot - blocked,"[1630202, 1629652]",1610612738.0,BOS,pullup,,,,,,In The Paint (Non-RA),0-8 Center,5.37,Missed,Pritchard,P. Pritchard,,,,,,,,,,,Dort,1629652.0,,,,,,
148,PT00M46.10S,2024-04-04T00:05:49.8Z,1,REGULAR,block,,[],1629652,,,1610612738,26,21,2024-04-04T00:06:33Z,1375000,False,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
140,PT00M45.80S,2024-04-04T00:05:50.1Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,26,21,2024-04-04T00:05:59Z,1380000,False,,,0,,A. Horford REBOUND (Off:2 Def:1),[201143],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Horford,A. Horford,139.0,3.0,1.0,2.0,,,,,,,,,,,,,,
141,PT00M44.80S,2024-04-04T00:05:53.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201143,92.46057818659659,41.42156862745098,1610612738,28,21,2024-04-04T00:06:03Z,1390000,False,-43.0,18.0,1,right,A. Horford putback Layup (6 PTS),[201143],1610612738.0,BOS,putback,,,,,,In The Paint (Non-RA),0-8 Center,4.67,Made,Horford,A. Horford,,,,,,,,,,6.0,,,,,,,,
142,PT00M33.20S,2024-04-04T00:06:05.3Z,1,REGULAR,3pt,Jump Shot,[],1630198,29.77989487516426,79.41176470588235,1610612760,28,21,2024-04-04T00:06:20Z,1400000,False,-147.0,227.0,1,left,MISS I. Joe 27' 3PT,[1630198],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,27.08,Missed,Joe,I. Joe,,,,,,,,,,,,,,,,,,
143,PT00M31.60S,2024-04-04T00:06:06.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,28,21,2024-04-04T00:06:20Z,1410000,False,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,Tatum,J. Tatum,142.0,5.0,4.0,1.0,,,,,,,,,,,,,,
144,PT00M27.60S,2024-04-04T00:06:11.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201950,93.51182654402102,51.225490196078425,1610612738,30,21,2024-04-04T00:10:07Z,1420000,False,6.0,8.0,1,right,J. Holiday running reverse Layup (2 PTS) (P. Pritchard 3 AST),"[201950, 1630202]",1610612738.0,BOS,running reverse,,,,,,Restricted Area,0-8 Center,1.05,Made,Holiday,J. Holiday,,,,,,,,,,2.0,,,,P. Pritchard,1630202.0,3.0,,
146,PT00M17.80S,2024-04-04T00:06:26.1Z,1,REGULAR,foul,personal,['2freethrow'],201950,,,1610612760,30,21,2024-04-04T00:06:33Z,1440000,False,,,0,,J. Holiday shooting personal FOUL (1 PF) (Dort 2 FT),"[201950, 1629652]",1610612738.0,BOS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Holiday,J. Holiday,,,,,2534.0,1.0,0.0,Dort,1629652.0,,,,,,,,,
149,PT00M17.80S,2024-04-04T00:06:50.8Z,1,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,30,22,2024-04-04T00:06:50Z,1460000,False,,,0,,L. Dort Free Throw 1 of 2 (1 PTS),[1629652],1610612760.0,OKC,,,,,,,,,,Made,Dort,L. Dort,,,,,,,,,,1.0,,,,,,,,
150,PT00M17.80S,2024-04-04T00:06:52.2Z,1,REGULAR,substitution,out,[],1630198,,,1610612760,30,22,2024-04-04T00:07:00Z,1470000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
151,PT00M17.80S,2024-04-04T00:06:52.2Z,1,REGULAR,substitution,in,[],1630598,,,1610612760,30,22,2024-04-04T00:07:00Z,1480000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
152,PT00M17.80S,2024-04-04T00:07:11.3Z,1,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,30,23,2024-04-04T00:07:11Z,1490000,False,,,0,,L. Dort Free Throw 2 of 2 (2 PTS),[1629652],1610612760.0,OKC,,,,,,,,,,Made,Dort,L. Dort,,,,,,,,,,2.0,,,,,,,,
153,PT00M01.50S,2024-04-04T00:07:30.7Z,1,REGULAR,3pt,Jump Shot,[],1630573,74.98357424441524,83.33333333333334,1610612738,30,23,2024-04-04T00:11:00Z,1500000,False,167.0,183.0,1,right,MISS S. Hauser 24' pullup 3PT,[1630573],1610612738.0,BOS,pullup,,,,,,Above the Break 3,24+ Right Center,24.73,Missed,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
154,PT00M00.10S,2024-04-04T00:07:32.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,30,23,2024-04-04T00:10:51Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,,,153.0,,,,,,,,,,,,,,,,,
155,PT00M00.00S,2024-04-04T00:07:35.2Z,1,REGULAR,period,end,[],0,,,1610612738,30,23,2024-04-04T00:07:35Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-04-04T00:10:43.3Z,2,REGULAR,substitution,out,['startperiod'],1630573,,,1610612738,30,23,2024-04-04T00:11:04Z,1530000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-04-04T00:10:43.3Z,2,REGULAR,substitution,out,['startperiod'],1631119,,,1610612738,30,23,2024-04-04T00:11:04Z,1540000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-04-04T00:10:43.3Z,2,REGULAR,substitution,out,['startperiod'],1629026,,,1610612738,30,23,2024-04-04T00:11:04Z,1550000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,,,,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-04-04T00:10:43.3Z,2,REGULAR,substitution,in,['startperiod'],204001,,,1610612738,30,23,2024-04-04T00:11:04Z,1560000,False,,,0,,SUB in: K. Porzingis,[204001],1610612738.0,BOS,,,,,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-04-04T00:10:43.3Z,2,REGULAR,substitution,in,['startperiod'],1631096,,,1610612738,30,23,2024-04-04T00:11:04Z,1570000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,,,,,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-04-04T00:10:43.3Z,2,REGULAR,substitution,in,['startperiod'],1630322,,,1610612738,30,23,2024-04-04T00:11:04Z,1580000,False,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,,,,,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-04-04T00:11:10.6Z,2,REGULAR,period,start,[],0,,,1610612760,30,23,2024-04-04T00:11:10Z,1590000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M51.00S,2024-04-04T00:11:19.5Z,2,REGULAR,2pt,Jump Shot,[],202330,26.757555847568987,50.98039215686274,1610612760,30,23,2024-04-04T00:11:28Z,1600000,False,-5.0,199.0,1,left,MISS G. Hayward 19' pullup Shot,[202330],1610612760.0,OKC,pullup,,,,,,Mid-Range,16-24 Center,19.91,Missed,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
164,PT11M48.00S,2024-04-04T00:11:22.5Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,30,23,2024-04-04T00:14:00Z,1610000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612738.0,BOS,,,,,,,Mid-Range,16-24 Center,,,Porzingis,K. Porzingis,163.0,3.0,2.0,1.0,,,,,,,,,,,,,,
