actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
513,PT00M01.00S,2024-04-04T01:28:54.0Z,3,REGULAR,2pt,Jump Shot,[],1630581,93.24901445466492,75.24509803921569,1610612760,93,83,2024-04-04T01:29:45Z,5010000,False,126.0,11.0,1,right,MISS J. Giddey 12' driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,,,,Mid-Range,8-16 Right,12.67,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
514,PT00M00.10S,2024-04-04T01:28:54.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,93,83,2024-04-04T01:29:45Z,5020000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,Mid-Range,8-16 Right,,,,,513.0,,,,,,,,,,,,,,,,,
515,PT00M00.00S,2024-04-04T01:28:57.9Z,3,REGULAR,period,end,[],0,,,1610612760,93,83,2024-04-04T01:29:45Z,5030000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2024-04-04T01:31:58.8Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612760,93,83,2024-04-04T01:32:12Z,5040000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2024-04-04T01:31:58.8Z,4,REGULAR,substitution,out,['startperiod'],1630202,,,1610612760,93,83,2024-04-04T01:32:12Z,5050000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2024-04-04T01:31:58.8Z,4,REGULAR,substitution,out,['startperiod'],1630573,,,1610612760,93,83,2024-04-04T01:32:12Z,5060000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2024-04-04T01:31:58.8Z,4,REGULAR,substitution,out,['startperiod'],1629652,,,1610612760,93,83,2024-04-04T01:32:12Z,5070000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2024-04-04T01:31:58.8Z,4,REGULAR,substitution,out,['startperiod'],1630581,,,1610612760,93,83,2024-04-04T01:32:12Z,5080000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2024-04-04T01:31:58.8Z,4,REGULAR,substitution,in,['startperiod'],204001,,,1610612760,93,83,2024-04-04T01:32:12Z,5090000,False,,,0,,SUB in: K. Porzingis,[204001],1610612738.0,BOS,,,,,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2024-04-04T01:31:58.8Z,4,REGULAR,substitution,in,['startperiod'],1628401,,,1610612760,93,83,2024-04-04T01:32:12Z,5100000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2024-04-04T01:31:58.8Z,4,REGULAR,substitution,in,['startperiod'],201143,,,1610612760,93,83,2024-04-04T01:32:12Z,5110000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2024-04-04T01:31:58.8Z,4,REGULAR,substitution,in,['startperiod'],1641717,,,1610612760,93,83,2024-04-04T01:32:12Z,5120000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2024-04-04T01:31:58.8Z,4,REGULAR,substitution,in,['startperiod'],1629026,,,1610612760,93,83,2024-04-04T01:32:12Z,5130000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,,,,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2024-04-04T01:32:32.0Z,4,REGULAR,period,start,[],0,,,1610612738,93,83,2024-04-04T01:32:32Z,5140000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT11M43.00S,2024-04-04T01:32:48.7Z,4,REGULAR,3pt,Jump Shot,[],1627759,33.98488830486202,29.901960784313726,1610612738,96,83,2024-04-04T01:32:53Z,5150000,False,100.0,267.0,1,left,J. Brown 28' 3PT  (11 PTS) (J. Holiday 3 AST),"[1627759, 201950]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,28.53,Made,Brown,J. Brown,,,,,,,,,,11.0,,,,J. Holiday,201950.0,3.0,,
529,PT11M17.00S,2024-04-04T01:33:13.7Z,4,REGULAR,2pt,Jump Shot,[],1641717,78.13731931668858,76.47058823529412,1610612760,96,85,2024-04-04T01:33:17Z,5170000,False,132.0,153.0,1,right,C. Wallace 20' step back Jump Shot (10 PTS),[1641717],1610612760.0,OKC,step back,,,,,,Mid-Range,16-24 Right Center,20.23,Made,Wallace,C. Wallace,,,,,,,,,,10.0,,,,,,,,
530,PT11M09.00S,2024-04-04T01:33:32.0Z,4,REGULAR,foul,personal,[],1631096,,,1610612738,96,85,2024-04-04T01:33:38Z,5180000,False,,,0,,C. Holmgren personal FOUL (1 PF),"[1631096, 204001]",1610612760.0,OKC,,,,,,,Mid-Range,16-24 Right Center,,,Holmgren,C. Holmgren,,,,,2534.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,
532,PT11M09.00S,2024-04-04T01:33:38.2Z,4,REGULAR,substitution,out,[],1630198,,,1610612738,96,85,2024-04-04T01:33:40Z,5200000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
533,PT11M09.00S,2024-04-04T01:33:38.2Z,4,REGULAR,substitution,in,[],1630598,,,1610612738,96,85,2024-04-04T01:33:40Z,5210000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
534,PT11M06.00S,2024-04-04T01:33:53.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,11.251642575558476,58.333333333333336,1610612738,96,85,2024-04-04T01:34:29Z,5220000,False,-42.0,53.0,1,left,MISS D. White 6' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.77,Missed,White,D. White,,,,,,,,,,,,,,,,,,
535,PT11M04.00S,2024-04-04T01:33:55.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,96,85,2024-04-04T01:34:29Z,5230000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,534.0,,,,,,,,,,,,,,,,,
537,PT10M58.00S,2024-04-04T01:34:15.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",204001,11.645860709592641,51.9607843137255,1610612738,98,85,2024-04-04T01:34:22Z,5250000,False,-10.0,57.0,1,left,K. Porzingis turnaround Jump Shot (25 PTS) (D. White 5 AST),"[204001, 1628401]",1610612738.0,BOS,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,5.78,Made,Porzingis,K. Porzingis,,,,,,,,,,25.0,,,,D. White,1628401.0,5.0,,
539,PT10M43.00S,2024-04-04T01:34:29.1Z,4,REGULAR,2pt,Jump Shot,[],1641717,84.57621550591328,67.8921568627451,1610612760,98,87,2024-04-04T01:34:33Z,5270000,False,89.0,92.0,1,right,C. Wallace 12' pullup Jump Shot (12 PTS),[1641717],1610612760.0,OKC,pullup,,,,,,Mid-Range,8-16 Right,12.87,Made,Wallace,C. Wallace,,,,,,,,,,12.0,,,,,,,,
540,PT10M24.00S,2024-04-04T01:34:48.3Z,4,REGULAR,2pt,Jump Shot,[],1627759,10.726018396846255,75.73529411764706,1610612738,100,87,2024-04-04T01:34:53Z,5280000,False,-129.0,48.0,1,left,J. Brown 13' turnaround fadeaway Jump Shot (13 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,,,,Mid-Range,8-16 Left,13.75,Made,Brown,J. Brown,,,,,,,,,,13.0,,,,,,,,
541,PT10M07.00S,2024-04-04T01:35:05.4Z,4,REGULAR,turnover,bad pass,[],1641717,,,1610612760,100,87,2024-04-04T01:35:08Z,5290000,False,,,0,,C. Wallace bad pass TURNOVER (2 TO),"[1641717, 1627759]",1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,,,Wallace,C. Wallace,,,,,,,,,,,,,2.0,,,,Brown,1627759.0
542,PT10M07.00S,2024-04-04T01:35:05.4Z,4,REGULAR,steal,,[],1627759,,,1610612738,100,87,2024-04-04T01:35:07Z,5300000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
543,PT10M04.00S,2024-04-04T01:35:08.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,8.09789750328515,50.49019607843137,1610612738,102,87,2024-04-04T01:35:14Z,5310000,False,-2.0,24.0,1,left,J. Brown running DUNK (15 PTS),[1627759],1610612738.0,BOS,running,,,,,,Restricted Area,0-8 Center,2.37,Made,Brown,J. Brown,,,,,,,,,,15.0,,,,,,,,
544,PT09M36.00S,2024-04-04T01:35:43.6Z,4,REGULAR,turnover,out-of-bounds,[],1641717,,,1610612760,102,87,2024-04-04T01:35:53Z,5320000,False,,,0,,C. Wallace lost ball out-of-bounds TURNOVER (3 TO),[1641717],1610612760.0,OKC,lost ball,,,,,,Mid-Range,8-16 Left,,,Wallace,C. Wallace,,,,,,,,,,,,,3.0,,,,,
545,PT09M12.00S,2024-04-04T01:36:07.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201950,10.5946123521682,96.56862745098039,1610612738,105,87,2024-04-04T01:36:12Z,5330000,False,-233.0,47.0,1,left,J. Holiday 3PT  (10 PTS) (J. Brown 3 AST),"[201950, 1627759]",1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,23.75,Made,Holiday,J. Holiday,,,,,,,,,,10.0,,,,J. Brown,1627759.0,3.0,,
547,PT09M12.00S,2024-04-04T01:36:13.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,105,87,2024-04-04T01:36:13Z,5350000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT09M12.00S,2024-04-04T01:38:55.8Z,4,REGULAR,substitution,out,[],1631096,,,1610612760,105,87,2024-04-04T01:39:22Z,5360000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,,,,,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,
549,PT09M12.00S,2024-04-04T01:38:55.8Z,4,REGULAR,substitution,out,[],202330,,,1610612760,105,87,2024-04-04T01:39:22Z,5370000,False,,,0,,SUB out: G. Hayward,[202330],1610612760.0,OKC,,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
550,PT09M12.00S,2024-04-04T01:38:55.8Z,4,REGULAR,substitution,in,[],1630581,,,1610612760,105,87,2024-04-04T01:39:22Z,5380000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
551,PT09M12.00S,2024-04-04T01:38:55.8Z,4,REGULAR,substitution,in,[],1631119,,,1610612760,105,87,2024-04-04T01:39:22Z,5390000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
552,PT08M56.00S,2024-04-04T01:39:58.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,92.32917214191852,53.67647058823529,1610612760,105,89,2024-04-04T01:40:21Z,5400000,False,18.0,20.0,1,right,A. Wiggins cutting Layup (9 PTS) (J. Williams 4 AST),"[1630598, 1631119]",1610612760.0,OKC,cutting,,,,,,Restricted Area,0-8 Center,2.69,Made,Wiggins,A. Wiggins,,,,,,,,,,9.0,,,,J. Williams,1631119.0,4.0,,
554,PT08M56.00S,2024-04-04T01:40:01.5Z,4,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612760,105,89,2024-04-04T01:40:14Z,5420000,False,,,0,,D. White shooting personal FOUL (4 PF) (Wiggins 1 FT),"[1628401, 1630598]",1610612738.0,BOS,shooting,,,,,,Restricted Area,0-8 Center,,,White,D. White,,,,,2882.0,4.0,0.0,Wiggins,1630598.0,,,,,,,,,
556,PT08M56.00S,2024-04-04T01:40:22.9Z,4,REGULAR,freethrow,1 of 1,[],1630598,,,1610612760,105,90,2024-04-04T01:40:22Z,5440000,False,,,0,,A. Wiggins Free Throw 1 of 1 (10 PTS),[1630598],1610612760.0,OKC,,,,,,,,,,Made,Wiggins,A. Wiggins,,,,,,,,,,10.0,,,,,,,,
557,PT08M38.00S,2024-04-04T01:40:42.0Z,4,REGULAR,3pt,Jump Shot,[],1628401,15.062417871222076,96.56862745098039,1610612738,108,90,2024-04-04T01:40:46Z,5450000,False,-233.0,89.0,1,left,D. White 24' 3PT  (5 PTS) (K. Porzingis 4 AST),"[1628401, 204001]",1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,24.93,Made,White,D. White,,,,,,,,,,5.0,,,,K. Porzingis,204001.0,4.0,,
559,PT08M28.00S,2024-04-04T01:40:52.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,91.27792378449409,44.85294117647059,1610612760,108,90,2024-04-04T01:40:58Z,5470000,False,-26.0,29.0,1,right,MISS C. Wallace driving Layup,[1641717],1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,3.91,Missed,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
560,PT08M27.00S,2024-04-04T01:40:53.8Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,108,90,2024-04-04T01:40:58Z,5480000,False,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Brown,J. Brown,559.0,5.0,4.0,1.0,,,,,,,,,,,,,,
561,PT08M21.00S,2024-04-04T01:40:59.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,25.18068331143233,87.99019607843137,1610612738,111,90,2024-04-04T01:42:23Z,5490000,False,-190.0,184.0,1,left,J. Brown 26' 3PT step back (18 PTS),[1627759],1610612738.0,BOS,step back,,,,,,Above the Break 3,24+ Left Center,26.46,Made,Brown,J. Brown,,,,,,,,,,18.0,,,,,,,,
562,PT07M57.00S,2024-04-04T01:41:23.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629026,93.11760840998686,44.6078431372549,1610612760,111,90,2024-04-04T01:43:26Z,5500000,False,-27.0,12.0,1,right,MISS K. Williams cutting DUNK - blocked,"[1629026, 204001]",1610612760.0,OKC,cutting,,,,,,Restricted Area,0-8 Center,2.96,Missed,Williams,K. Williams,,,,,,,,,,,Porzingis,204001.0,,,,,,
563,PT07M57.00S,2024-04-04T01:41:23.4Z,4,REGULAR,block,,[],204001,,,1610612760,111,90,2024-04-04T01:41:25Z,5510000,False,,,0,,K. Porzingis BLOCK (4 BLK),[204001],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
564,PT07M56.00S,2024-04-04T01:41:24.4Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,111,90,2024-04-04T01:41:33Z,5520000,False,,,0,,A. Horford REBOUND (Off:2 Def:2),[201143],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Horford,A. Horford,562.0,4.0,2.0,2.0,,,,,,,,,,,,,,
565,PT07M54.00S,2024-04-04T01:41:27.4Z,4,REGULAR,turnover,lost ball,[],201143,,,1610612738,111,90,2024-04-04T01:41:36Z,5530000,False,,,0,,A. Horford lost ball TURNOVER (2 TO),"[201143, 1641717]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,Horford,A. Horford,,,,,,,,,,,,,2.0,,,,Wallace,1641717.0
566,PT07M54.00S,2024-04-04T01:41:27.4Z,4,REGULAR,steal,,[],1641717,,,1610612760,111,90,2024-04-04T01:41:33Z,5540000,False,,,0,,C. Wallace STEAL (4 STL),[1641717],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
567,PT07M50.00S,2024-04-04T01:41:34.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,67.36202365308804,25.49019607843137,1610612760,111,90,2024-04-04T01:44:17Z,5550000,False,-123.0,254.0,1,right,MISS J. Giddey 28' 3PT,[1630581],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,28.23,Missed,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
568,PT07M48.00S,2024-04-04T01:41:36.8Z,4,REGULAR,rebound,defensive,[],204001,,,1610612738,111,90,2024-04-04T01:44:17Z,5560000,False,,,0,,K. Porzingis REBOUND (Off:3 Def:8),[204001],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,Porzingis,K. Porzingis,567.0,11.0,8.0,3.0,,,,,,,,,,,,,,
569,PT07M34.00S,2024-04-04T01:41:46.7Z,4,REGULAR,3pt,Jump Shot,[],201143,12.697109067017081,4.411764705882353,1610612738,111,90,2024-04-04T01:41:52Z,5570000,False,228.0,67.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,23.75,Missed,Horford,A. Horford,,,,,,,,,,,,,,,,,,
570,PT07M33.00S,2024-04-04T01:41:47.7Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,111,90,2024-04-04T01:41:52Z,5580000,False,,,0,,J. Giddey REBOUND (Off:2 Def:4),[1630581],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,,,Giddey,J. Giddey,569.0,6.0,4.0,2.0,,,,,,,,,,,,,,
572,PT07M13.00S,2024-04-04T01:42:25.2Z,4,REGULAR,turnover,lost ball,[],1630581,,,1610612760,111,90,2024-04-04T01:42:29Z,5600000,False,,,0,,J. Giddey lost ball TURNOVER (2 TO),"[1630581, 1628401]",1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Giddey,J. Giddey,,,,,,,,,,,,,2.0,,,,White,1628401.0
573,PT07M13.00S,2024-04-04T01:42:25.2Z,4,REGULAR,steal,,[],1628401,,,1610612738,111,90,2024-04-04T01:42:27Z,5610000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,White,D. White,,,,,,,,,,,,,,,,,,
574,PT07M07.00S,2024-04-04T01:42:29.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",204001,8.492115637319317,50.245098039215684,1610612738,113,90,2024-04-04T01:42:35Z,5620000,False,-1.0,27.0,1,left,K. Porzingis running alley-oop DUNK (27 PTS) (D. White 6 AST),"[204001, 1628401]",1610612738.0,BOS,running alley-oop,,,,,,Restricted Area,0-8 Center,2.73,Made,Porzingis,K. Porzingis,,,,,,,,,,27.0,,,,D. White,1628401.0,6.0,,
576,PT06M52.00S,2024-04-04T01:42:49.7Z,4,REGULAR,foul,personal,[],1627759,,,1610612760,113,90,2024-04-04T01:43:01Z,5640000,False,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 1630598]",1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Brown,J. Brown,,,,,2882.0,3.0,0.0,Wiggins,1630598.0,,,,,,,,,
578,PT06M44.00S,2024-04-04T01:43:18.2Z,4,REGULAR,turnover,traveling,[],1641717,,,1610612760,113,90,2024-04-04T01:43:26Z,5660000,False,,,0,,C. Wallace traveling TURNOVER (4 TO),[1641717],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Left Center,,,Wallace,C. Wallace,,,,,2534.0,,,,,,,,4.0,,,,,
579,PT06M32.00S,2024-04-04T01:43:41.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,13.091327201051248,3.1862745098039214,1610612738,116,90,2024-04-04T01:43:45Z,5670000,False,234.0,71.0,1,left,D. White 24' 3PT  (8 PTS) (A. Horford 2 AST),"[1628401, 201143]",1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,24.45,Made,White,D. White,,,,,,,,,,8.0,,,,A. Horford,201143.0,2.0,,
581,PT06M16.00S,2024-04-04T01:43:59.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,93.24901445466492,56.372549019607845,1610612760,116,90,2024-04-04T01:44:10Z,5690000,False,32.0,11.0,1,right,MISS A. Wiggins cutting Layup,[1630598],1610612760.0,OKC,cutting,,,,,,Restricted Area,0-8 Center,3.37,Missed,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
582,PT06M15.00S,2024-04-04T01:44:00.0Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,116,90,2024-04-04T01:44:10Z,5700000,False,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Brown,J. Brown,581.0,6.0,5.0,1.0,,,,,,,,,,,,,,
583,PT06M06.00S,2024-04-04T01:44:08.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201950,8.229303547963205,44.6078431372549,1610612738,118,90,2024-04-04T01:44:13Z,5710000,False,27.0,25.0,1,left,J. Holiday cutting Layup (12 PTS) (J. Brown 4 AST),"[201950, 1627759]",1610612738.0,BOS,cutting,,,,,,Restricted Area,0-8 Center,3.67,Made,Holiday,J. Holiday,,,,,,,,,,12.0,,,,J. Brown,1627759.0,4.0,,
585,PT06M06.00S,2024-04-04T01:44:14.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,118,90,2024-04-04T01:44:14Z,5730000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT06M06.00S,2024-04-04T01:46:25.0Z,4,REGULAR,substitution,out,[],201143,,,1610612760,118,90,2024-04-04T01:47:14Z,5740000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
587,PT06M06.00S,2024-04-04T01:46:25.0Z,4,REGULAR,substitution,out,[],1641717,,,1610612760,118,90,2024-04-04T01:47:14Z,5750000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
588,PT06M06.00S,2024-04-04T01:46:25.0Z,4,REGULAR,substitution,out,[],1630581,,,1610612760,118,90,2024-04-04T01:47:14Z,5760000,False,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
589,PT06M06.00S,2024-04-04T01:46:25.0Z,4,REGULAR,substitution,out,[],1631119,,,1610612760,118,90,2024-04-04T01:47:14Z,5770000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,,,,,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,
590,PT06M06.00S,2024-04-04T01:46:25.0Z,4,REGULAR,substitution,in,[],1630202,,,1610612760,118,90,2024-04-04T01:47:14Z,5780000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
591,PT06M06.00S,2024-04-04T01:46:25.0Z,4,REGULAR,substitution,in,[],1630322,,,1610612760,118,90,2024-04-04T01:47:14Z,5790000,False,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,,,,,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,
592,PT06M06.00S,2024-04-04T01:46:25.0Z,4,REGULAR,substitution,in,[],202330,,,1610612760,118,90,2024-04-04T01:47:14Z,5800000,False,,,0,,SUB in: G. Hayward,[202330],1610612760.0,OKC,,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
593,PT06M06.00S,2024-04-04T01:46:25.0Z,4,REGULAR,substitution,in,[],203488,,,1610612760,118,90,2024-04-04T01:47:14Z,5810000,False,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,,,,,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,
594,PT05M49.00S,2024-04-04T01:47:50.9Z,4,REGULAR,2pt,Jump Shot,[],1630322,79.10643889618922,15.21905637254902,1610612760,118,92,2024-04-04T01:50:38Z,5820000,False,-174.0,144.0,1,right,L. Waters III 22' Jump Shot (2 PTS) (A. Wiggins 4 AST),"[1630322, 1630598]",1610612760.0,OKC,,,,,,,Mid-Range,16-24 Left Center,22.57,Made,Waters III,L. Waters III,,,,,,,,,,2.0,,,,A. Wiggins,1630598.0,4.0,,
596,PT05M28.00S,2024-04-04T01:48:11.6Z,4,REGULAR,turnover,bad pass,[],201950,,,1610612738,118,92,2024-04-04T01:48:16Z,5840000,False,,,0,,J. Holiday bad pass TURNOVER (3 TO),"[201950, 1629026]",1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,Holiday,J. Holiday,,,,,,,,,,,,,3.0,,,,Williams,1629026.0
597,PT05M28.00S,2024-04-04T01:48:11.6Z,4,REGULAR,steal,,[],1629026,,,1610612760,118,92,2024-04-04T01:48:13Z,5850000,False,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,
598,PT05M25.00S,2024-04-04T01:48:15.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629026,93.24901445466492,48.28431372549019,1610612760,118,94,2024-04-04T01:48:52Z,5860000,False,-9.0,11.0,1,right,K. Williams driving Layup (7 PTS),[1629026],1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,1.4,Made,Williams,K. Williams,,,,,,,,,,7.0,,,,,,,,
599,PT05M11.00S,2024-04-04T01:48:28.5Z,4,REGULAR,3pt,Jump Shot,[],1630202,9.806176084099869,2.696078431372549,1610612738,118,94,2024-04-04T01:48:34Z,5870000,False,237.0,40.0,1,left,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,23.98,Missed,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
