actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
163,PT00M07.60S,2024-02-04T23:33:47.7Z,1,REGULAR,substitution,out,[],1628436,,,1610612763,29,20,2024-02-04T23:33:52Z,1590000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M07.60S,2024-02-04T23:33:47.7Z,1,REGULAR,substitution,in,[],1629052,,,1610612763,29,20,2024-02-04T23:33:52Z,1600000,False,,,0,,SUB in: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M01.20S,2024-02-04T23:34:03.3Z,1,REGULAR,2pt,Jump Shot,[],1630590,80.6340341655716,78.92156862745098,1610612763,29,20,2024-02-04T23:34:12Z,1610000,False,145.0,130.0,1,right,MISS S. Pippen Jr. 19' pullup Shot,[1630590],1610612763.0,MEM,pullup,,,Pippen Jr.,S. Pippen Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,19.41,,,,,,,,,,
166,PT00M00.20S,2024-02-04T23:34:04.3Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,29,20,2024-02-04T23:34:12Z,1620000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Right Center,,,,,,,165.0,,,,1.0,1.0,0.0,,,,,,,
167,PT00M00.00S,2024-02-04T23:34:07.8Z,1,REGULAR,period,end,[],0,,,1610612738,29,20,2024-02-04T23:34:07Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-02-04T23:36:30.3Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,29,20,2024-02-04T23:36:52Z,1640000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-02-04T23:36:30.3Z,2,REGULAR,substitution,in,['startperiod'],1628436,,,1610612738,29,20,2024-02-04T23:36:52Z,1650000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-02-04T23:36:51.9Z,2,REGULAR,period,start,[],0,,,1610612763,29,20,2024-02-04T23:36:53Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M42.00S,2024-02-04T23:37:08.7Z,2,REGULAR,turnover,lost ball,[],1641713,,,1610612763,29,20,2024-02-04T23:37:22Z,1670000,False,,,0,,G. Jackson lost ball TURNOVER (3 TO),"[1641713, 1630202]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Mid-Range,8-16 Left,,,,,,,,,3.0,,,,,,,,Pritchard,1630202.0,,
172,PT11M42.00S,2024-02-04T23:37:08.7Z,2,REGULAR,steal,,[],1630202,,,1610612738,29,20,2024-02-04T23:37:10Z,1680000,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
173,PT11M31.00S,2024-02-04T23:37:19.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,30.56833114323259,19.11764705882353,1610612738,29,20,2024-02-04T23:42:10Z,1690000,False,154.0,235.0,1,left,MISS P. Pritchard 28' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,28.1,,,,,,,,,,
174,PT11M29.00S,2024-02-04T23:37:21.2Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,29,20,2024-02-04T23:37:26Z,1700000,False,,,0,,L. Kornet REBOUND (Off:2 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,,,,,173.0,,,,2.0,0.0,2.0,,,,,,,
175,PT11M28.00S,2024-02-04T23:37:24.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630202,10.33180026281209,3.1862745098039214,1610612738,29,20,2024-02-04T23:37:29Z,1710000,False,234.0,45.0,1,left,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,23.83,,,,,,,,,,
176,PT11M27.00S,2024-02-04T23:37:25.7Z,2,REGULAR,rebound,defensive,[],1631367,,,1610612763,29,20,2024-02-04T23:37:29Z,1720000,False,,,0,,J. Gilyard REBOUND (Off:0 Def:1),[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Right Corner 3,24+ Right,,,,,,,175.0,,,,1.0,1.0,0.0,,,,,,,
177,PT11M11.00S,2024-02-04T23:37:39.8Z,2,REGULAR,3pt,Jump Shot,[],1641713,73.14388961892247,79.65686274509804,1610612763,29,20,2024-02-04T23:42:45Z,1730000,False,148.0,200.0,1,right,MISS G. Jackson 24' pullup 3PT,[1641713],1610612763.0,MEM,pullup,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,24.89,,,,,,,,,,
178,PT11M09.00S,2024-02-04T23:37:41.8Z,2,REGULAR,rebound,offensive,[],1630562,,,1610612763,29,20,2024-02-04T23:37:47Z,1740000,False,,,0,,M. Hurt REBOUND (Off:2 Def:0),[1630562],1610612763.0,MEM,,,,Hurt,M. Hurt,,,,,Above the Break 3,24+ Right Center,,,,,,,177.0,,,,2.0,0.0,2.0,,,,,,,
179,PT11M07.00S,2024-02-04T23:37:44.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630562,91.40932982917214,47.30392156862745,1610612763,29,20,2024-02-04T23:37:52Z,1750000,False,-13.0,28.0,1,right,MISS M. Hurt putback Layup - blocked,"[1630562, 1628436]",1610612763.0,MEM,putback,,,Hurt,M. Hurt,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,3.14,,,,,,,,,Kornet,1628436.0
180,PT11M07.00S,2024-02-04T23:37:44.5Z,2,REGULAR,block,,[],1628436,,,1610612763,29,20,2024-02-04T23:37:46Z,1760000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
181,PT11M05.00S,2024-02-04T23:37:46.5Z,2,REGULAR,rebound,offensive,[],1630562,,,1610612763,29,20,2024-02-04T23:37:52Z,1770000,False,,,0,,M. Hurt REBOUND (Off:3 Def:0),[1630562],1610612763.0,MEM,,,,Hurt,M. Hurt,,,,,Restricted Area,0-8 Center,,,,,,,179.0,,,,3.0,0.0,3.0,,,,,,,
182,PT11M03.00S,2024-02-04T23:37:48.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630562,77.87450722733246,30.392156862745097,1610612763,29,22,2024-02-04T23:37:55Z,1780000,False,-98.0,155.0,1,right,M. Hurt 18' fadeaway Jump Shot (4 PTS),[1630562],1610612763.0,MEM,fadeaway,,,Hurt,M. Hurt,,,,,Mid-Range,16-24 Left Center,,,,,,Made,,4.0,,18.38,,,,,,,,,,
183,PT10M46.00S,2024-02-04T23:38:05.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,11.383048620236531,41.42156862745098,1610612738,29,22,2024-02-04T23:38:17Z,1790000,False,43.0,55.0,1,left,MISS O. Brissett 6' driving Layup,[1629052],1610612738.0,BOS,driving,,,Brissett,O. Brissett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,6.94,,,,,,,,,,
184,PT10M45.00S,2024-02-04T23:38:06.5Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,29,22,2024-02-04T23:38:17Z,1800000,False,,,0,,L. Kornet REBOUND (Off:3 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,183.0,,,,3.0,0.0,3.0,,,,,,,
185,PT10M45.00S,2024-02-04T23:38:09.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628436,5.590000152587891,50.0,1610612738,29,22,2024-02-04T23:38:34Z,1810000,False,0.0,0.0,1,left,MISS L. Kornet tip Layup,[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,0.0,,,,,,,,,,
186,PT10M44.00S,2024-02-04T23:38:10.3Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,29,22,2024-02-04T23:38:34Z,1820000,False,,,0,,L. Kornet REBOUND (Off:4 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,185.0,,,,4.0,0.0,4.0,,,,,,,
187,PT10M44.00S,2024-02-04T23:38:10.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628436,5.590000152587891,50.0,1610612738,29,22,2024-02-04T23:38:52Z,1830000,False,0.0,0.0,1,left,MISS L. Kornet tip Layup,[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,0.0,,,,,,,,,,
188,PT10M43.00S,2024-02-04T23:38:11.6Z,2,REGULAR,rebound,offensive,[],1629052,,,1610612738,29,22,2024-02-04T23:38:52Z,1840000,False,,,0,,O. Brissett REBOUND (Off:1 Def:0),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,,,,,187.0,,,,1.0,0.0,1.0,,,,,,,
189,PT10M42.00S,2024-02-04T23:38:12.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629052,9.411957950065702,48.529411764705884,1610612738,31,22,2024-02-04T23:38:24Z,1850000,False,7.0,36.0,1,left,O. Brissett putback Layup (2 PTS),[1629052],1610612738.0,BOS,putback,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,,3.68,,,,,,,,,,
190,PT10M42.00S,2024-02-04T23:38:19.1Z,2,REGULAR,foul,personal,['1freethrow'],1641787,,,1610612738,31,22,2024-02-04T23:38:25Z,1860000,False,,,0,,T. Evbuomwan shooting personal FOUL (2 PF) (Brissett 1 FT),"[1641787, 1629052]",1610612763.0,MEM,shooting,,,Evbuomwan,T. Evbuomwan,,,,,Restricted Area,0-8 Center,1162.0,2.0,0.0,Brissett,1629052.0,,,,,,,,,,,,,,,
192,PT10M42.00S,2024-02-04T23:38:33.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629052,,,1610612738,32,22,2024-02-04T23:38:33Z,1880000,False,,,0,,O. Brissett Free Throw 1 of 1 (3 PTS),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
193,PT10M23.00S,2024-02-04T23:38:54.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641787,91.80354796320631,54.65686274509803,1610612763,32,22,2024-02-04T23:39:00Z,1890000,False,23.0,25.0,1,right,MISS T. Evbuomwan cutting Layup,[1641787],1610612763.0,MEM,cutting,,,Evbuomwan,T. Evbuomwan,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,3.38,,,,,,,,,,
194,PT10M21.00S,2024-02-04T23:38:56.0Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,32,22,2024-02-04T23:39:00Z,1900000,False,,,0,,L. Kornet REBOUND (Off:4 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,193.0,,,,5.0,1.0,4.0,,,,,,,
195,PT10M02.00S,2024-02-04T23:39:13.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,9.017739816031538,52.450980392156865,1610612738,32,22,2024-02-04T23:39:18Z,1910000,False,-12.0,32.0,1,left,MISS O. Brissett driving Layup,[1629052],1610612738.0,BOS,driving,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,3.46,,,,,,,,,,
196,PT10M01.00S,2024-02-04T23:39:14.8Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,32,22,2024-02-04T23:39:18Z,1920000,False,,,0,,L. Kornet REBOUND (Off:5 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,195.0,,,,6.0,1.0,5.0,,,,,,,
197,PT09M59.00S,2024-02-04T23:39:17.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,35.56176084099869,50.0,1610612738,32,22,2024-02-04T23:39:27Z,1930000,False,0.0,282.0,1,left,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,28.18,,,,,,,,,,
198,PT09M57.00S,2024-02-04T23:39:19.6Z,2,REGULAR,rebound,defensive,[],1641713,,,1610612763,32,22,2024-02-04T23:39:27Z,1940000,False,,,0,,G. Jackson REBOUND (Off:1 Def:2),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,197.0,,,,3.0,2.0,1.0,,,,,,,
199,PT09M50.00S,2024-02-04T23:39:26.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630590,92.32917214191852,50.0,1610612763,32,24,2024-02-04T23:39:30Z,1950000,False,0.0,20.0,1,right,S. Pippen Jr. running Layup (5 PTS),[1630590],1610612763.0,MEM,running,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,,5.0,,1.96,,,,,,,,,,
200,PT09M39.00S,2024-02-04T23:39:37.0Z,2,REGULAR,3pt,Jump Shot,[],1629052,28.86005256241787,82.1078431372549,1610612738,35,24,2024-02-04T23:39:41Z,1960000,False,-161.0,219.0,1,left,O. Brissett 27' 3PT  (6 PTS) (P. Pritchard 1 AST),"[1629052, 1630202]",1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,6.0,,27.14,,,,P. Pritchard,1630202.0,1.0,,,,
202,PT09M22.00S,2024-02-04T23:39:54.0Z,2,REGULAR,3pt,Jump Shot,[],1631367,75.50919842312747,85.5392156862745,1610612763,35,27,2024-02-04T23:39:59Z,1980000,False,178.0,178.0,1,right,J. Gilyard 25' 3PT pullup (7 PTS),[1631367],1610612763.0,MEM,pullup,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,7.0,,25.13,,,,,,,,,,
203,PT09M05.00S,2024-02-04T23:40:10.7Z,2,REGULAR,3pt,Jump Shot,[],1630202,31.35676741130092,24.754901960784316,1610612738,35,27,2024-02-04T23:40:22Z,1990000,False,126.0,242.0,1,left,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,27.32,,,,,,,,,,
204,PT09M03.00S,2024-02-04T23:40:12.7Z,2,REGULAR,rebound,defensive,[],1641787,,,1610612763,35,27,2024-02-04T23:40:22Z,2000000,False,,,0,,T. Evbuomwan REBOUND (Off:6 Def:4),[1641787],1610612763.0,MEM,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Right Center,,,,,,,203.0,,,,10.0,4.0,6.0,,,,,,,
205,PT08M49.00S,2024-02-04T23:40:26.9Z,2,REGULAR,3pt,Jump Shot,[],1641787,92.72339027595268,2.450980392156863,1610612763,35,30,2024-02-04T23:40:30Z,2010000,False,-238.0,16.0,1,right,T. Evbuomwan 3PT  (3 PTS) (M. Hurt 1 AST),"[1641787, 1630562]",1610612763.0,MEM,,,,Evbuomwan,T. Evbuomwan,,,,,Left Corner 3,24+ Left,,,,,,Made,,3.0,,23.82,,,,M. Hurt,1630562.0,1.0,,,,
207,PT08M48.00S,2024-02-04T23:40:32.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,35,30,2024-02-04T23:40:32Z,2030000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M48.00S,2024-02-04T23:42:52.9Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,35,30,2024-02-04T23:43:23Z,2040000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M48.00S,2024-02-04T23:42:52.9Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,35,30,2024-02-04T23:43:23Z,2050000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M48.00S,2024-02-04T23:42:52.9Z,2,REGULAR,substitution,out,[],1641787,,,1610612738,35,30,2024-02-04T23:43:23Z,2060000,False,,,0,,SUB out: T. Evbuomwan,[1641787],1610612763.0,MEM,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M48.00S,2024-02-04T23:42:52.9Z,2,REGULAR,substitution,out,[],1641713,,,1610612738,35,30,2024-02-04T23:43:23Z,2070000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M48.00S,2024-02-04T23:42:52.9Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,35,30,2024-02-04T23:43:23Z,2080000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M48.00S,2024-02-04T23:42:52.9Z,2,REGULAR,substitution,in,[],201143,,,1610612738,35,30,2024-02-04T23:43:23Z,2090000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M48.00S,2024-02-04T23:42:52.9Z,2,REGULAR,substitution,in,[],1628379,,,1610612738,35,30,2024-02-04T23:43:23Z,2100000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M48.00S,2024-02-04T23:42:52.9Z,2,REGULAR,substitution,in,[],1641998,,,1610612738,35,30,2024-02-04T23:43:23Z,2110000,False,,,0,,SUB in: T. Jemison,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M33.00S,2024-02-04T23:43:41.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,8.492115637319317,41.911764705882355,1610612738,35,30,2024-02-04T23:49:30Z,2120000,False,40.0,27.0,1,left,MISS J. Holiday Layup - blocked,"[201950, 1641998]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,4.88,,,,,,,,,Jemison,1641998.0
217,PT08M33.00S,2024-02-04T23:43:41.9Z,2,REGULAR,block,,[],1641998,,,1610612738,35,30,2024-02-04T23:43:44Z,2130000,False,,,0,,T. Jemison BLOCK (1 BLK),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
218,PT08M31.00S,2024-02-04T23:43:43.9Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612763,35,30,2024-02-04T23:43:46Z,2140000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,216.0,,,,1.0,1.0,0.0,,,,,,,
219,PT08M29.00S,2024-02-04T23:43:46.3Z,2,REGULAR,turnover,lost ball,[],1628379,,,1610612763,35,30,2024-02-04T23:43:49Z,2150000,False,,,0,,L. Kennard lost ball TURNOVER (2 TO),"[1628379, 1629052]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2.0,,,,,,,,Brissett,1629052.0,,
220,PT08M29.00S,2024-02-04T23:43:46.3Z,2,REGULAR,steal,,[],1629052,,,1610612738,35,30,2024-02-04T23:43:47Z,2160000,False,,,0,,O. Brissett STEAL (1 STL),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
221,PT08M26.00S,2024-02-04T23:43:49.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201950,22.158344283837057,6.61764705882353,1610612738,38,30,2024-02-04T23:43:55Z,2170000,False,217.0,156.0,1,left,J. Holiday 26' 3PT  (5 PTS) (P. Pritchard 2 AST),"[201950, 1630202]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,5.0,,26.71,,,,P. Pritchard,1630202.0,2.0,,,,
223,PT08M05.00S,2024-02-04T23:44:10.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630590,92.9862023653088,54.41176470588235,1610612763,38,30,2024-02-04T23:44:16Z,2190000,False,22.0,13.0,1,right,MISS S. Pippen Jr. driving Layup,[1630590],1610612763.0,MEM,driving,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,2.58,,,,,,,,,,
224,PT08M04.00S,2024-02-04T23:44:11.0Z,2,REGULAR,rebound,offensive,[],1641998,,,1610612763,38,30,2024-02-04T23:44:16Z,2200000,False,,,0,,T. Jemison REBOUND (Off:1 Def:1),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,Restricted Area,0-8 Center,,,,,,,223.0,,,,2.0,1.0,1.0,,,,,,,
225,PT08M04.00S,2024-02-04T23:44:13.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641998,94.40999984741211,50.0,1610612763,38,32,2024-02-04T23:44:19Z,2210000,False,0.0,0.0,1,right,T. Jemison tip Layup (2 PTS),[1641998],1610612763.0,MEM,tip,,,Jemison,T. Jemison,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,,0.0,,,,,,,,,,
226,PT07M53.00S,2024-02-04T23:44:21.2Z,2,REGULAR,3pt,Jump Shot,[],201143,28.728646517739815,20.098039215686274,1610612738,38,32,2024-02-04T23:44:31Z,2220000,False,150.0,218.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,26.39,,,,,,,,,,
227,PT07M51.00S,2024-02-04T23:44:23.2Z,2,REGULAR,rebound,defensive,[],1631367,,,1610612763,38,32,2024-02-04T23:44:31Z,2230000,False,,,0,,J. Gilyard REBOUND (Off:0 Def:2),[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Right Center,,,,,,,226.0,,,,2.0,2.0,0.0,,,,,,,
228,PT07M41.00S,2024-02-04T23:44:34.0Z,2,REGULAR,3pt,Jump Shot,[],1628379,69.20170827858082,25.735294117647058,1610612763,38,35,2024-02-04T23:44:38Z,2240000,False,-121.0,237.0,1,right,L. Kennard 26' 3PT  (3 PTS) (J. Gilyard 1 AST),"[1628379, 1631367]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,,26.62,,,,J. Gilyard,1631367.0,1.0,,,,
230,PT07M17.00S,2024-02-04T23:44:57.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,7.5722733245729295,57.59803921568627,1610612738,40,35,2024-02-04T23:52:12Z,2260000,False,-38.0,19.0,1,left,P. Pritchard Layup (2 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,,4.24,,,,,,,,,,
231,PT06M54.00S,2024-02-04T23:45:20.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630590,87.46714848883047,50.49019607843137,1610612763,40,35,2024-02-04T23:45:24Z,2270000,False,2.0,65.0,1,right,MISS S. Pippen Jr. 6' driving floating Shot,[1630590],1610612763.0,MEM,driving floating,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,6.53,,,,,,,,,,
232,PT06M52.00S,2024-02-04T23:45:22.1Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,40,35,2024-02-04T23:45:24Z,2280000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,231.0,,,,2.0,2.0,0.0,,,,,,,
233,PT06M48.00S,2024-02-04T23:45:30.0Z,2,REGULAR,turnover,out-of-bounds,[],201950,,,1610612738,40,35,2024-02-04T23:45:35Z,2290000,False,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (2 TO),[201950],1610612738.0,BOS,bad pass,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,2003.0,,,,,,,,2.0,,,,,,,,,,,
234,PT06M48.00S,2024-02-04T23:45:33.9Z,2,REGULAR,substitution,out,[],1630202,,,1610612763,40,35,2024-02-04T23:45:45Z,2300000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M48.00S,2024-02-04T23:45:33.9Z,2,REGULAR,substitution,out,[],1629052,,,1610612763,40,35,2024-02-04T23:45:45Z,2310000,False,,,0,,SUB out: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M48.00S,2024-02-04T23:45:33.9Z,2,REGULAR,substitution,in,[],1628369,,,1610612763,40,35,2024-02-04T23:45:45Z,2320000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M48.00S,2024-02-04T23:45:33.9Z,2,REGULAR,substitution,in,[],204001,,,1610612763,40,35,2024-02-04T23:45:45Z,2330000,False,,,0,,SUB in: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
