actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
518,PT08M44.00S,2023-12-09T02:30:16.7Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201143,5.590000152587891,50.0,1610612738,116,101,2023-12-09T02:30:28Z,5090000,False,0.0,0.0,1,left,A. Horford tip Layup (14 PTS),[201143],1610612738.0,BOS,tip,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,0.0,Made,,14.0,,,,,,,,,,,,,,,,
519,PT08M27.00S,2023-12-09T02:30:30.9Z,4,REGULAR,3pt,Jump Shot,[],1629656,86.5473061760841,96.56862745098039,1610612752,116,104,2023-12-09T02:30:35Z,5100000,False,233.0,74.0,1,right,Q. Grimes 24' 3PT  (13 PTS) (J. Hart 6 AST),"[1629656, 1628404]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Right Corner 3,24+ Right,24.43,Made,,13.0,,,,J. Hart,1628404.0,6.0,,,,,,,,,,
521,PT08M11.00S,2023-12-09T02:30:47.3Z,4,REGULAR,turnover,offensive goaltending,[],204001,,,1610612738,116,104,2023-12-09T02:30:57Z,5120000,False,,,0,,K. Porzingis offensive goaltending TURNOVER (2 TO),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,,,2.0,,,,,,
522,PT07M59.00S,2023-12-09T02:31:24.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629628,92.59198423127464,43.13725490196079,1610612752,116,106,2023-12-09T02:31:28Z,5130000,False,-34.0,17.0,1,right,R. Barrett driving Layup (21 PTS) (J. Hart 7 AST),"[1629628, 1628404]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.83,Made,,21.0,,,,J. Hart,1628404.0,7.0,,,,,,,,,,
524,PT07M39.00S,2023-12-09T02:31:47.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.83311432325887,53.19393382352941,1610612738,118,106,2023-12-09T02:31:52Z,5150000,False,-16.0,12.0,1,left,J. Brown driving Layup (16 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.98,Made,,16.0,,,,,,,,,,,,,,,,
525,PT07M39.00S,2023-12-09T02:31:54.0Z,4,REGULAR,foul,personal,['1freethrow'],1629656,,,1610612738,118,106,2023-12-09T02:32:08Z,5160000,False,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Brown 1 FT),"[1629656, 1627759]",1610612752.0,NYK,shooting,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1151.0,1.0,0.0,,,,Brown,1627759.0,,
527,PT07M39.00S,2023-12-09T02:32:03.7Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,118,106,2023-12-09T02:32:13Z,5180000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT07M39.00S,2023-12-09T02:32:03.7Z,4,REGULAR,substitution,out,[],201143,,,1610612738,118,106,2023-12-09T02:32:13Z,5190000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT07M39.00S,2023-12-09T02:32:03.7Z,4,REGULAR,substitution,out,[],1629628,,,1610612738,118,106,2023-12-09T02:32:13Z,5200000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT07M39.00S,2023-12-09T02:32:03.7Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,118,106,2023-12-09T02:32:13Z,5210000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT07M39.00S,2023-12-09T02:32:03.7Z,4,REGULAR,substitution,in,[],1628401,,,1610612738,118,106,2023-12-09T02:32:13Z,5220000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT07M39.00S,2023-12-09T02:32:03.7Z,4,REGULAR,substitution,in,[],1628973,,,1610612738,118,106,2023-12-09T02:32:13Z,5230000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT07M39.00S,2023-12-09T02:32:22.1Z,4,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,119,106,2023-12-09T02:32:22Z,5240000,False,,,0,,J. Brown Free Throw 1 of 1 (17 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,17.0,,,,,,,,,,,,,,,,
534,PT07M19.00S,2023-12-09T02:32:47.1Z,4,REGULAR,foul,personal,[],1627759,,,1610612752,119,106,2023-12-09T02:32:55Z,5250000,False,,,0,,J. Brown personal FOUL (5 PF),"[1627759, 1630193]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1626301.0,5.0,0.0,,,,Quickley,1630193.0,,
536,PT07M19.00S,2023-12-09T02:32:56.3Z,4,REGULAR,foul,technical,['1freethrow'],1627759,,,1610612752,119,106,2023-12-09T02:33:05Z,5270000,False,,,0,,J. Brown technical FOUL (1 Tech),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1626301.0,5.0,1.0,,,,,,,
537,PT07M19.00S,2023-12-09T02:33:21.5Z,4,REGULAR,freethrow,1 of 1,[],1630193,,,1610612752,119,107,2023-12-09T02:33:21Z,5280000,False,,,0,,I. Quickley technical Free Throw 1 of 1 (16 PTS),[1630193],1610612752.0,NYK,technical,,,Quickley,I. Quickley,,,,,,,,Made,,16.0,,,,,,,,,,,,,,,,
538,PT07M19.00S,2023-12-09T02:33:24.4Z,4,REGULAR,substitution,out,[],1627759,,,1610612752,119,107,2023-12-09T02:33:32Z,5290000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT07M19.00S,2023-12-09T02:33:24.4Z,4,REGULAR,substitution,in,[],201950,,,1610612752,119,107,2023-12-09T02:33:32Z,5300000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M19.00S,2023-12-09T02:33:48.5Z,4,REGULAR,foul,technical,['1freethrow'],1627759,,,1610612752,119,107,2023-12-09T02:34:05Z,5310000,False,,,0,,J. Brown technical FOUL (2 Tech),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1626301.0,5.0,2.0,,,,,,,
541,PT07M19.00S,2023-12-09T02:33:48.5Z,4,REGULAR,ejection,other,[],1627759,,,1610612752,119,107,2023-12-09T02:34:12Z,5320000,False,,,0,,Ejection J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1626301.0,,,,,,,,,
542,PT07M19.00S,2023-12-09T02:34:32.5Z,4,REGULAR,freethrow,1 of 1,[],1630193,,,1610612752,119,108,2023-12-09T02:34:32Z,5330000,False,,,0,,I. Quickley technical Free Throw 1 of 1 (17 PTS),[1630193],1610612752.0,NYK,technical,,,Quickley,I. Quickley,,,,,,,,Made,,17.0,,,,,,,,,,,,,,,,
543,PT07M14.00S,2023-12-09T02:34:58.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612752,119,108,2023-12-09T02:35:52Z,5340000,False,,,0,,J. Tatum shooting personal FOUL (3 PF) (Hartenstein 2 FT),"[1628369, 1628392]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1151.0,3.0,0.0,,,,Hartenstein,1628392.0,,
545,PT07M14.00S,2023-12-09T02:35:15.4Z,4,REGULAR,freethrow,1 of 2,[],1628392,,,1610612752,119,108,2023-12-09T02:35:15Z,5360000,False,,,0,,MISS I. Hartenstein Free Throw 1 of 2,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
546,PT07M14.00S,2023-12-09T02:35:15.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,119,108,2023-12-09T02:35:15Z,5370000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,545.0,,,,,,,,,,,,,,,,,
547,PT07M14.00S,2023-12-09T02:35:30.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,119,108,2023-12-09T02:35:30Z,5380000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT07M14.00S,2023-12-09T02:38:22.4Z,4,REGULAR,freethrow,2 of 2,[],1628392,,,1610612752,119,109,2023-12-09T02:38:22Z,5390000,False,,,0,,I. Hartenstein Free Throw 2 of 2 (3 PTS),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
549,PT06M48.00S,2023-12-09T02:38:50.3Z,4,REGULAR,3pt,Jump Shot,[],1630573,31.09395532194481,66.42156862745098,1610612738,119,109,2023-12-09T02:41:14Z,5400000,False,-82.0,240.0,1,left,MISS S. Hauser 25' pullup 3PT,[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,25.35,Missed,,,,,,,,,,,,,,,,,,
550,PT06M46.00S,2023-12-09T02:38:52.3Z,4,REGULAR,rebound,defensive,[],1629656,,,1610612752,119,109,2023-12-09T02:39:00Z,5410000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,549.0,,1.0,1.0,0.0,,,,,,,,,,,,,
551,PT06M32.00S,2023-12-09T02:39:06.3Z,4,REGULAR,turnover,bad pass,[],1629656,,,1610612752,119,109,2023-12-09T02:39:12Z,5420000,False,,,0,,Q. Grimes bad pass TURNOVER (2 TO),"[1629656, 201950]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,2.0,Holiday,201950.0,,,,
552,PT06M32.00S,2023-12-09T02:39:06.3Z,4,REGULAR,steal,,[],201950,,,1610612738,119,109,2023-12-09T02:39:08Z,5430000,False,,,0,,J. Holiday STEAL (2 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
553,PT06M22.00S,2023-12-09T02:39:20.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204001,19.66162943495401,62.00980392156863,1610612738,119,109,2023-12-09T02:39:45Z,5440000,False,-60.0,132.0,1,left,MISS K. Porzingis 14' turnaround Shot,[204001],1610612738.0,BOS,turnaround,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,14.53,Missed,,,,,,,,,,,,,,,,,,
554,PT06M20.00S,2023-12-09T02:39:22.9Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612752,119,109,2023-12-09T02:39:45Z,5450000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:11),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,553.0,,13.0,11.0,2.0,,,,,,,,,,,,,
555,PT05M57.00S,2023-12-09T02:39:41.5Z,4,REGULAR,3pt,Jump Shot,[],1628404,70.25295663600527,19.11764705882353,1610612752,119,112,2023-12-09T02:39:47Z,5460000,False,-154.0,227.0,1,right,J. Hart 27' 3PT  (6 PTS) (I. Quickley 1 AST),"[1628404, 1630193]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,27.46,Made,,6.0,,,,I. Quickley,1630193.0,1.0,,,,,,,,,,
557,PT05M32.00S,2023-12-09T02:40:06.0Z,4,REGULAR,2pt,Jump Shot,[],1628369,8.015768725361367,77.71905637254902,1610612738,119,112,2023-12-09T02:40:16Z,5480000,False,-139.0,23.0,1,left,MISS J. Tatum 14' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,14.05,Missed,,,,,,,,,,,,,,,,,,
558,PT05M30.00S,2023-12-09T02:40:08.0Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612752,119,112,2023-12-09T02:40:16Z,5490000,False,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,,,557.0,,5.0,4.0,1.0,,,,,,,,,,,,,
559,PT05M27.00S,2023-12-09T02:40:12.0Z,4,REGULAR,turnover,lost ball,[],1628404,,,1610612752,119,112,2023-12-09T02:40:20Z,5500000,False,,,0,,J. Hart lost ball TURNOVER (1 TO),"[1628404, 1628401]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,White,1628401.0,,,,
560,PT05M27.00S,2023-12-09T02:40:12.0Z,4,REGULAR,steal,,[],1628401,,,1610612738,119,112,2023-12-09T02:40:20Z,5510000,False,,,0,,D. White STEAL (2 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
561,PT05M14.00S,2023-12-09T02:40:24.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],204001,26.888961892247043,84.06862745098039,1610612738,119,112,2023-12-09T02:40:31Z,5520000,False,-170.0,200.0,1,left,MISS K. Porzingis 26' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,,
562,PT05M12.00S,2023-12-09T02:40:26.9Z,4,REGULAR,rebound,defensive,[],1628973,,,1610612752,119,112,2023-12-09T02:40:31Z,5530000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,561.0,,1.0,1.0,0.0,,,,,,,,,,,,,
563,PT05M01.00S,2023-12-09T02:40:37.1Z,4,REGULAR,2pt,Jump Shot,[],1628973,90.88370565045992,75.98039215686273,1610612752,119,112,2023-12-09T02:40:44Z,5540000,False,130.0,33.0,1,right,MISS J. Brunson 13' turnaround fadeaway Shot,[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,13.41,Missed,,,,,,,,,,,,,,,,,,
564,PT05M00.00S,2023-12-09T02:40:38.1Z,4,REGULAR,rebound,defensive,[],201950,,,1610612738,119,112,2023-12-09T02:40:44Z,5550000,False,,,0,,J. Holiday REBOUND (Off:0 Def:5),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Right,,,563.0,,5.0,5.0,0.0,,,,,,,,,,,,,
565,PT04M42.00S,2023-12-09T02:40:56.0Z,4,REGULAR,3pt,Jump Shot,[],1628401,14.011169513797633,3.6764705882352944,1610612738,119,112,2023-12-09T02:41:05Z,5560000,False,232.0,79.0,1,left,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,24.48,Missed,,,,,,,,,,,,,,,,,,
566,PT04M39.00S,2023-12-09T02:40:59.0Z,4,REGULAR,rebound,offensive,[],1628401,,,1610612738,119,112,2023-12-09T02:45:30Z,5570000,False,,,0,,D. White REBOUND (Off:2 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,565.0,,3.0,1.0,2.0,,,,,,,,,,,,,
567,PT04M35.00S,2023-12-09T02:41:03.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628401,8.360709592641262,49.01960784313725,1610612738,121,112,2023-12-09T02:45:12Z,5580000,False,5.0,26.0,1,left,D. White driving Layup (26 PTS),[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,2.66,Made,,26.0,,,,,,,,,,,,,,,,
568,PT04M18.00S,2023-12-09T02:41:19.8Z,4,REGULAR,3pt,Jump Shot,[],1630193,67.09921156373193,24.019607843137255,1610612752,121,112,2023-12-09T02:45:33Z,5590000,False,-130.0,257.0,1,right,MISS I. Quickley 28' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,28.78,Missed,,,,,,,,,,,,,,,,,,
569,PT04M17.00S,2023-12-09T02:41:20.8Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,121,112,2023-12-09T02:41:26Z,5600000,False,,,0,,S. Hauser REBOUND (Off:1 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,568.0,,3.0,2.0,1.0,,,,,,,,,,,,,
570,PT04M08.00S,2023-12-09T02:41:34.7Z,4,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612738,121,112,2023-12-09T02:41:48Z,5610000,False,,,0,,I. Quickley shooting personal FOUL (2 PF) (White 2 FT),"[1630193, 1628401]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1151.0,2.0,0.0,,,,White,1628401.0,,
572,PT04M08.00S,2023-12-09T02:42:34.7Z,4,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,122,112,2023-12-09T02:42:34Z,5630000,False,,,0,,D. White Free Throw 1 of 2 (27 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,27.0,,,,,,,,,,,,,,,,
573,PT04M08.00S,2023-12-09T02:42:36.4Z,4,REGULAR,substitution,out,[],204001,,,1610612738,122,112,2023-12-09T02:42:45Z,5640000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M08.00S,2023-12-09T02:42:36.4Z,4,REGULAR,substitution,out,[],1629656,,,1610612738,122,112,2023-12-09T02:42:45Z,5650000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT04M08.00S,2023-12-09T02:42:36.4Z,4,REGULAR,substitution,in,[],201143,,,1610612738,122,112,2023-12-09T02:42:45Z,5660000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT04M08.00S,2023-12-09T02:42:36.4Z,4,REGULAR,substitution,in,[],203944,,,1610612738,122,112,2023-12-09T02:42:45Z,5670000,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT04M08.00S,2023-12-09T02:43:05.2Z,4,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,123,112,2023-12-09T02:43:05Z,5680000,False,,,0,,D. White Free Throw 2 of 2 (28 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,28.0,,,,,,,,,,,,,,,,
578,PT03M59.00S,2023-12-09T02:43:23.9Z,4,REGULAR,turnover,out-of-bounds,[],1628973,,,1610612752,123,112,2023-12-09T02:43:30Z,5690000,False,,,0,,J. Brunson bad pass out-of-bounds TURNOVER (1 TO),[1628973],1610612752.0,NYK,bad pass,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,200834.0,,,1.0,,,,,,
579,PT03M36.00S,2023-12-09T02:43:53.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,10.726018396846255,96.56862745098039,1610612738,123,112,2023-12-09T02:44:01Z,5700000,False,-233.0,48.0,1,left,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,23.78,Missed,,,,,,,,,,,,,,,,,,
580,PT03M35.00S,2023-12-09T02:43:54.4Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612752,123,112,2023-12-09T02:44:01Z,5710000,False,,,0,,J. Hart REBOUND (Off:1 Def:5),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,,,579.0,,6.0,5.0,1.0,,,,,,,,,,,,,
581,PT03M20.00S,2023-12-09T02:44:09.9Z,4,REGULAR,3pt,Jump Shot,[],1630193,91.67214191852825,3.1862745098039214,1610612752,123,112,2023-12-09T02:44:16Z,5720000,False,-234.0,26.0,1,right,MISS I. Quickley 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Left Corner 3,24+ Left,23.55,Missed,,,,,,,,,,,,,,,,,,
582,PT03M19.00S,2023-12-09T02:44:10.9Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612752,123,112,2023-12-09T02:44:16Z,5730000,False,,,0,,I. Hartenstein REBOUND (Off:3 Def:11),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Left Corner 3,24+ Left,,,581.0,,14.0,11.0,3.0,,,,,,,,,,,,,
583,PT03M15.00S,2023-12-09T02:44:14.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203944,67.88764783180025,61.51960784313726,1610612752,123,112,2023-12-09T02:48:48Z,5740000,False,58.0,249.0,1,right,MISS J. Randle 25' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.6,Missed,,,,,,,,,,,,,,,,,,
584,PT03M14.00S,2023-12-09T02:44:15.6Z,4,REGULAR,rebound,defensive,[],201950,,,1610612738,123,112,2023-12-09T02:44:24Z,5750000,False,,,0,,J. Holiday REBOUND (Off:0 Def:6),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,583.0,,6.0,6.0,0.0,,,,,,,,,,,,,
585,PT03M13.00S,2023-12-09T02:44:23.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,123,112,2023-12-09T02:44:23Z,5760000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT03M13.00S,2023-12-09T02:46:18.9Z,4,REGULAR,substitution,out,[],1630573,,,1610612738,123,112,2023-12-09T02:46:55Z,5770000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT03M13.00S,2023-12-09T02:46:18.9Z,4,REGULAR,substitution,out,[],1628404,,,1610612738,123,112,2023-12-09T02:46:55Z,5780000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT03M13.00S,2023-12-09T02:46:18.9Z,4,REGULAR,substitution,out,[],1630193,,,1610612738,123,112,2023-12-09T02:46:55Z,5790000,False,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT03M13.00S,2023-12-09T02:46:18.9Z,4,REGULAR,substitution,in,[],204001,,,1610612738,123,112,2023-12-09T02:46:55Z,5800000,False,,,0,,SUB in: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT03M13.00S,2023-12-09T02:46:18.9Z,4,REGULAR,substitution,in,[],1629628,,,1610612738,123,112,2023-12-09T02:46:55Z,5810000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT03M13.00S,2023-12-09T02:46:18.9Z,4,REGULAR,substitution,in,[],1628978,,,1610612738,123,112,2023-12-09T02:46:55Z,5820000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT02M59.00S,2023-12-09T02:47:28.7Z,4,REGULAR,3pt,Jump Shot,[],201143,20.844283837056505,5.392156862745098,1610612738,123,112,2023-12-09T02:47:35Z,5830000,False,223.0,143.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,26.51,Missed,,,,,,,,,,,,,,,,,,
593,PT02M58.00S,2023-12-09T02:47:29.7Z,4,REGULAR,rebound,defensive,[],1628978,,,1610612752,123,112,2023-12-09T02:47:35Z,5840000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:4),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,592.0,,4.0,4.0,0.0,,,,,,,,,,,,,
594,PT02M38.00S,2023-12-09T02:47:49.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,92.9862023653088,56.86274509803921,1610612752,123,112,2023-12-09T02:47:54Z,5850000,False,34.0,13.0,1,right,MISS D. DiVincenzo cutting Layup,[1628978],1610612752.0,NYK,cutting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
595,PT02M36.00S,2023-12-09T02:47:51.5Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,123,112,2023-12-09T02:47:54Z,5860000,False,,,0,,A. Horford REBOUND (Off:2 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,594.0,,9.0,7.0,2.0,,,,,,,,,,,,,
596,PT02M20.00S,2023-12-09T02:48:07.3Z,4,REGULAR,3pt,Jump Shot,[],1628369,32.802233902759525,28.186274509803923,1610612738,123,112,2023-12-09T02:50:10Z,5870000,False,109.0,256.0,1,left,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,27.81,Missed,,,,,,,,,,,,,,,,,,
597,PT02M19.00S,2023-12-09T02:48:08.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612752,123,112,2023-12-09T02:48:13Z,5880000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,596.0,,,,,,,,,,,,,,,,,
