actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
344,PT07M58.00S,2023-11-12T01:27:45.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,94.43166885676742,58.82352941176471,1610612738,71,53,2023-11-12T01:28:47Z,3350000,False,44.0,0.0,1,right,J. Brown floating Jump Shot (13 PTS) (D. White 4 AST),"[1627759, 1628401]",1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,4.41,Made,13.0,D. White,1628401.0,4.0,,,,,,,,,,,,,,
346,PT07M48.00S,2023-11-12T01:28:00.2Z,3,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,71,53,2023-11-12T01:28:26Z,3370000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1162.0,,,1.0,,,,,,
347,PT07M37.00S,2023-11-12T01:28:13.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],204001,78.40013140604468,89.2156862745098,1610612738,74,53,2023-11-12T01:28:29Z,3380000,False,196.0,151.0,1,right,K. Porzingis 24' 3PT  (19 PTS) (J. Holiday 6 AST),"[204001, 201950]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,24.72,Made,19.0,J. Holiday,201950.0,6.0,,,,,,,,,,,,,,
349,PT07M35.00S,2023-11-12T01:28:52.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,74,53,2023-11-12T01:28:54Z,3400000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT07M19.00S,2023-11-12T01:31:37.9Z,3,REGULAR,turnover,discontinued dribble,[],1627783,,,1610612761,74,53,2023-11-12T01:31:51Z,3410000,False,,,0,,P. Siakam discontinued dribble TURNOVER (3 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1198.0,,,3.0,,,,,,
351,PT07M07.00S,2023-11-12T01:31:58.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,92.9862023653088,52.69607843137255,1610612738,76,53,2023-11-12T01:32:03Z,3420000,False,13.0,13.0,1,right,J. Brown cutting Layup (15 PTS) (K. Porzingis 3 AST),"[1627759, 204001]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.9,Made,15.0,K. Porzingis,204001.0,3.0,,,,,,,,,,,,,,
353,PT07M00.00S,2023-11-12T01:32:10.4Z,3,REGULAR,foul,personal,['2freethrow'],204001,,,1610612761,76,53,2023-11-12T01:32:17Z,3440000,False,,,0,,K. Porzingis shooting personal FOUL (1 PF) (Schroder 2 FT),"[204001, 203471]",1610612738.0,BOS,shooting,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203591.0,1.0,1.0,,,,Schroder,203471.0,,
355,PT07M00.00S,2023-11-12T01:32:38.8Z,3,REGULAR,freethrow,1 of 2,[],203471,,,1610612761,76,54,2023-11-12T01:32:38Z,3460000,False,,,0,,D. Schroder Free Throw 1 of 2 (9 PTS),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
356,PT07M00.00S,2023-11-12T01:32:56.9Z,3,REGULAR,freethrow,2 of 2,[],203471,,,1610612761,76,55,2023-11-12T01:32:56Z,3470000,False,,,0,,D. Schroder Free Throw 2 of 2 (10 PTS),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
357,PT06M44.00S,2023-11-12T01:33:21.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.9060446780552,51.71568627450981,1610612738,78,55,2023-11-12T01:33:28Z,3480000,False,9.0,5.0,1,right,J. Brown driving Layup (17 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.98,Made,17.0,,,,,,,,,,,,,,,,,
358,PT06M33.00S,2023-11-12T01:33:32.4Z,3,REGULAR,2pt,Jump Shot,[],1630567,19.66162943495401,80.3921568627451,1610612761,78,57,2023-11-12T01:33:39Z,3490000,False,-152.0,132.0,1,left,S. Barnes 20' step back Jump Shot (10 PTS),[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,20.15,Made,10.0,,,,,,,,,,,,,,,,,
359,PT06M20.00S,2023-11-12T01:33:45.4Z,3,REGULAR,turnover,bad pass,[],204001,,,1610612738,78,57,2023-11-12T01:33:54Z,3500000,False,,,0,,K. Porzingis bad pass TURNOVER (2 TO),"[204001, 1627783]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,2.0,,,,,Siakam,1627783.0
360,PT06M20.00S,2023-11-12T01:33:45.4Z,3,REGULAR,steal,,[],1627783,,,1610612761,78,57,2023-11-12T01:33:47Z,3510000,False,,,0,,P. Siakam STEAL (3 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
361,PT06M16.00S,2023-11-12T01:33:50.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,9.280551905387648,45.83333333333333,1610612761,78,57,2023-11-12T01:34:01Z,3520000,False,21.0,35.0,1,left,MISS O. Anunoby running Layup,[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,4.05,Missed,,,,,,,,,,,,,,,,,,
362,PT06M13.00S,2023-11-12T01:33:52.6Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,78,57,2023-11-12T01:33:52Z,3530000,False,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,361.0,3.0,3.0,0.0,,,,,,,,,,
363,PT06M10.00S,2023-11-12T01:33:55.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,93.77463863337714,3.6764705882352944,1610612738,81,57,2023-11-12T01:34:11Z,3540000,False,-232.0,6.0,1,right,J. Brown 3PT  (20 PTS) (D. White 5 AST),"[1627759, 1628401]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,23.17,Made,20.0,D. White,1628401.0,5.0,,,,,,,,,,,,,,
364,PT05M56.00S,2023-11-12T01:34:08.9Z,3,REGULAR,3pt,Jump Shot,[],1628384,18.74178712220762,4.901960784313726,1610612761,81,57,2023-11-12T01:34:15Z,3550000,False,225.0,124.0,1,left,MISS O. Anunoby 25' 3PT - blocked,"[1628384, 1628401]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,White,1628401.0,,,,
365,PT05M56.00S,2023-11-12T01:34:08.9Z,3,REGULAR,block,,[],1628401,,,1610612761,81,57,2023-11-12T01:34:11Z,3560000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
366,PT05M56.00S,2023-11-12T01:34:08.9Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612761,81,57,2023-11-12T01:34:15Z,3570000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,364.0,3.0,2.0,1.0,,,,,,,,,,
367,PT05M49.00S,2023-11-12T01:34:16.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627783,8.492115637319317,49.754901960784316,1610612761,81,59,2023-11-12T01:37:44Z,3580000,False,1.0,27.0,1,left,P. Siakam DUNK (17 PTS) (O. Anunoby 2 AST),"[1627783, 1628384]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.73,Made,17.0,O. Anunoby,1628384.0,2.0,,,,,,,,,,,,,,
370,PT05M32.00S,2023-11-12T01:34:33.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,77.61169513797634,87.74509803921569,1610612738,81,59,2023-11-12T01:34:39Z,3600000,False,189.0,158.0,1,right,MISS J. Tatum 24' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,24.61,Missed,,,,,,,,,,,,,,,,,,
371,PT05M29.00S,2023-11-12T01:34:36.0Z,3,REGULAR,rebound,defensive,[],203471,,,1610612761,81,59,2023-11-12T01:34:39Z,3610000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,,,,,,,370.0,1.0,1.0,0.0,,,,,,,,,,
372,PT05M19.00S,2023-11-12T01:34:46.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,15.588042049934298,49.754901960784316,1610612761,81,59,2023-11-12T01:34:53Z,3620000,False,1.0,94.0,1,left,MISS S. Barnes 9' turnaround Shot,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,9.4,Missed,,,,,,,,,,,,,,,,,,
373,PT05M16.00S,2023-11-12T01:34:49.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,81,59,2023-11-12T01:34:53Z,3630000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,372.0,4.0,4.0,0.0,,,,,,,,,,
374,PT05M09.00S,2023-11-12T01:34:58.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.72339027595268,48.03921568627451,1610612738,81,59,2023-11-12T01:35:28Z,3640000,False,-10.0,16.0,1,right,MISS J. Holiday driving Layup - blocked,"[201950, 1630567]",1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,Barnes,1630567.0,,,,
375,PT05M09.00S,2023-11-12T01:34:58.2Z,3,REGULAR,block,,[],1630567,,,1610612738,81,59,2023-11-12T01:35:00Z,3650000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
376,PT05M08.00S,2023-11-12T01:34:59.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,81,59,2023-11-12T01:35:28Z,3660000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,374.0,,,,,,,,,,,,,
378,PT05M08.00S,2023-11-12T01:35:04.4Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,81,59,2023-11-12T01:35:14Z,3680000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT05M08.00S,2023-11-12T01:35:04.4Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,81,59,2023-11-12T01:35:14Z,3690000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT05M08.00S,2023-11-12T01:35:04.4Z,3,REGULAR,substitution,in,[],201143,,,1610612738,81,59,2023-11-12T01:35:14Z,3700000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT05M08.00S,2023-11-12T01:35:04.4Z,3,REGULAR,substitution,in,[],1630573,,,1610612738,81,59,2023-11-12T01:35:14Z,3710000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT05M08.00S,2023-11-12T01:35:04.4Z,3,REGULAR,substitution,out,[],1628384,,,1610612738,81,59,2023-11-12T01:36:09Z,3715000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT05M08.00S,2023-11-12T01:35:04.4Z,3,REGULAR,substitution,in,[],1630173,,,1610612738,81,59,2023-11-12T01:36:09Z,3717500,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT04M56.00S,2023-11-12T01:35:37.7Z,3,REGULAR,foul,personal,[],1630567,,,1610612738,81,59,2023-11-12T01:36:15Z,3720000,False,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 204001]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,1.0,0.0,,,,Porzingis,204001.0,,
386,PT04M47.00S,2023-11-12T01:36:19.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",204001,93.77463863337714,52.20588235294118,1610612738,83,59,2023-11-12T01:42:01Z,3740000,False,11.0,6.0,1,right,K. Porzingis alley-oop DUNK (21 PTS) (J. Holiday 7 AST),"[204001, 201950]",1610612738.0,BOS,alley-oop,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,1.25,Made,21.0,J. Holiday,201950.0,7.0,,,,,,,,,,,,,,
388,PT04M21.00S,2023-11-12T01:36:45.1Z,3,REGULAR,3pt,Jump Shot,[],1627783,33.722076215505915,67.64705882352942,1610612761,83,59,2023-11-12T01:36:50Z,3760000,False,-88.0,264.0,1,left,MISS P. Siakam 27' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,27.88,Missed,,,,,,,,,,,,,,,,,,
389,PT04M18.00S,2023-11-12T01:36:48.1Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,83,59,2023-11-12T01:36:50Z,3770000,False,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,388.0,5.0,4.0,1.0,,,,,,,,,,
390,PT04M13.00S,2023-11-12T01:36:53.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,77.4802890932983,8.57843137254902,1610612738,83,59,2023-11-12T01:37:00Z,3780000,False,-207.0,159.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.12,Missed,,,,,,,,,,,,,,,,,,
391,PT04M10.00S,2023-11-12T01:36:56.1Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,83,59,2023-11-12T01:37:00Z,3790000,False,,,0,,P. Siakam REBOUND (Off:1 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,390.0,6.0,5.0,1.0,,,,,,,,,,
392,PT04M06.00S,2023-11-12T01:37:00.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203471,9.674770039421814,48.03921568627451,1610612761,83,61,2023-11-12T01:37:08Z,3800000,False,10.0,38.0,1,left,D. Schroder running Layup (12 PTS) (P. Siakam 3 AST),"[203471, 1627783]",1610612761.0,TOR,running,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,3.96,Made,12.0,P. Siakam,1627783.0,3.0,,,,,,,,,,,,,,
394,PT03M51.00S,2023-11-12T01:37:18.2Z,3,REGULAR,foul,personal,[],203490,,,1610612738,83,61,2023-11-12T01:37:55Z,3820000,False,,,0,,O. Porter Jr. personal FOUL (1 PF),"[203490, 204001]",1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,1.0,0.0,,,,Porzingis,204001.0,,
396,PT03M41.00S,2023-11-12T01:37:47.2Z,3,REGULAR,3pt,Jump Shot,[],1630573,77.21747700394218,87.74509803921569,1610612738,83,61,2023-11-12T01:37:58Z,3840000,False,189.0,162.0,1,right,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,24.85,Missed,,,,,,,,,,,,,,,,,,
397,PT03M38.00S,2023-11-12T01:37:50.1Z,3,REGULAR,rebound,defensive,[],203490,,,1610612761,83,61,2023-11-12T01:37:50Z,3850000,False,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,396.0,2.0,2.0,0.0,,,,,,,,,,
398,PT03M32.00S,2023-11-12T01:37:55.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630173,10.5946123521682,45.588235294117645,1610612761,83,63,2023-11-12T01:38:05Z,3860000,False,22.0,47.0,1,left,P. Achiuwa running Layup (2 PTS) (D. Schroder 3 AST),"[1630173, 203471]",1610612761.0,TOR,running,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,5.2,Made,2.0,D. Schroder,203471.0,3.0,,,,,,,,,,,,,,
400,PT03M31.00S,2023-11-12T01:38:02.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,83,63,2023-11-12T01:38:02Z,3880000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT03M07.00S,2023-11-12T01:39:51.3Z,3,REGULAR,3pt,Jump Shot,[],1630573,91.27792378449409,96.56862745098039,1610612738,86,63,2023-11-12T01:39:58Z,3890000,False,233.0,29.0,1,right,S. Hauser 3PT  (12 PTS) (A. Horford 2 AST),"[1630573, 201143]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,23.47,Made,12.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,
403,PT02M48.00S,2023-11-12T01:40:10.1Z,3,REGULAR,3pt,Jump Shot,[],1630173,10.726018396846255,97.05882352941177,1610612761,86,63,2023-11-12T01:40:15Z,3910000,False,-235.0,48.0,1,left,MISS P. Achiuwa 24' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,24.02,Missed,,,,,,,,,,,,,,,,,,
404,PT02M46.00S,2023-11-12T01:40:12.1Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,86,63,2023-11-12T01:40:15Z,3920000,False,,,0,,S. Hauser REBOUND (Off:0 Def:4),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,,,,,,,403.0,4.0,4.0,0.0,,,,,,,,,,
405,PT02M36.00S,2023-11-12T01:40:22.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.32917214191852,45.34313725490196,1610612738,86,63,2023-11-12T01:40:26Z,3930000,False,-23.0,20.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
406,PT02M34.00S,2023-11-12T01:40:24.5Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,86,63,2023-11-12T01:40:26Z,3940000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,405.0,3.0,3.0,0.0,,,,,,,,,,
407,PT02M28.00S,2023-11-12T01:40:30.6Z,3,REGULAR,3pt,Jump Shot,[],203490,27.020367936925098,13.725490196078432,1610612761,86,66,2023-11-12T01:40:37Z,3950000,False,181.0,201.0,1,left,O. Porter Jr. 27' 3PT  (3 PTS) (P. Achiuwa 2 AST),"[203490, 1630173]",1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Above the Break 3,24+ Right Center,27.11,Made,3.0,P. Achiuwa,1630173.0,2.0,,,,,,,,,,,,,,
409,PT02M10.00S,2023-11-12T01:40:47.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,92.59198423127464,37.745098039215684,1610612738,86,66,2023-11-12T01:45:25Z,3970000,False,-61.0,17.0,1,right,MISS J. Holiday 6' fadeaway Shot,[201950],1610612738.0,BOS,fadeaway,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,6.36,Missed,,,,,,,,,,,,,,,,,,
410,PT02M09.00S,2023-11-12T01:40:48.8Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,86,66,2023-11-12T01:41:09Z,3980000,False,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,409.0,2.0,1.0,1.0,,,,,,,,,,
411,PT02M09.00S,2023-11-12T01:40:53.1Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1627759,94.40999984741211,50.0,1610612738,88,66,2023-11-12T01:41:23Z,3990000,False,0.0,0.0,1,right,J. Brown tip DUNK (22 PTS),[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.0,Made,22.0,,,,,,,,,,,,,,,,,
447,PT01M52.00S,2023-11-12T01:41:01.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,9.806176084099869,46.07843137254902,1610612761,88,66,2023-11-12T01:47:31Z,3995000,False,20.0,40.0,1,left,MISS P. Siakam Layup,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,4.43,Missed,,,,,,,,,,,,,,,,,,
448,PT01M51.00S,2023-11-12T01:41:02.1Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612761,88,66,2023-11-12T01:46:30Z,3997500,False,,,0,,P. Siakam REBOUND (Off:2 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,447.0,7.0,5.0,2.0,,,,,,,,,,
412,PT01M51.00S,2023-11-12T01:41:09.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,8.492115637319317,46.568627450980394,1610612761,88,66,2023-11-12T01:46:30Z,4000000,False,17.0,27.0,1,left,MISS P. Siakam tip Layup,[1627783],1610612761.0,TOR,tip,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
413,PT01M50.00S,2023-11-12T01:41:10.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,88,66,2023-11-12T01:45:52Z,4010000,False,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,412.0,3.0,2.0,1.0,,,,,,,,,,
414,PT01M36.00S,2023-11-12T01:41:22.1Z,3,REGULAR,turnover,lost ball,[],201950,,,1610612738,88,66,2023-11-12T01:41:28Z,4020000,False,,,0,,J. Holiday lost ball TURNOVER (4 TO),"[201950, 203490]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,4.0,,,,,Porter Jr.,203490.0
415,PT01M36.00S,2023-11-12T01:41:22.1Z,3,REGULAR,steal,,[],203490,,,1610612761,88,66,2023-11-12T01:41:23Z,4030000,False,,,0,,O. Porter Jr. STEAL (1 STL),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
416,PT01M29.00S,2023-11-12T01:41:29.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203490,24.52365308804205,90.44117647058823,1610612761,88,66,2023-11-12T01:41:35Z,4040000,False,-202.0,178.0,1,left,MISS O. Porter Jr. 26' 3PT,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.94,Missed,,,,,,,,,,,,,,,,,,
417,PT01M26.00S,2023-11-12T01:41:32.3Z,3,REGULAR,rebound,defensive,[],204001,,,1610612738,88,66,2023-11-12T01:41:35Z,4050000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:7),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,,416.0,7.0,7.0,0.0,,,,,,,,,,
418,PT01M23.00S,2023-11-12T01:41:34.5Z,3,REGULAR,turnover,bad pass,[],204001,,,1610612738,88,66,2023-11-12T01:41:40Z,4060000,False,,,0,,K. Porzingis bad pass TURNOVER (3 TO),"[204001, 203471]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,3.0,,,,,Schroder,203471.0
419,PT01M23.00S,2023-11-12T01:41:34.5Z,3,REGULAR,steal,,[],203471,,,1610612761,88,66,2023-11-12T01:41:36Z,4070000,False,,,0,,D. Schroder STEAL (1 STL),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
420,PT01M16.00S,2023-11-12T01:41:42.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630173,10.200394218134035,96.81372549019608,1610612761,88,66,2023-11-12T01:41:47Z,4080000,False,-234.0,43.0,1,left,MISS P. Achiuwa 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,23.81,Missed,,,,,,,,,,,,,,,,,,
421,PT01M13.00S,2023-11-12T01:41:45.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,88,66,2023-11-12T01:41:47Z,4090000,False,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,,,,,,,420.0,4.0,3.0,1.0,,,,,,,,,,
422,PT01M03.00S,2023-11-12T01:41:55.4Z,3,REGULAR,3pt,Jump Shot,[],1627759,71.43561103810775,77.94117647058823,1610612738,88,66,2023-11-12T01:42:04Z,4100000,False,140.0,216.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
