actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
93,PT05M07.00S,2023-11-12T00:26:23.0Z,1,REGULAR,substitution,in,[],1630202,,,1610612761,17,17,2023-11-12T00:26:25Z,850000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M07.00S,2023-11-12T00:26:42.4Z,1,REGULAR,freethrow,2 of 2,[],203471,,,1610612761,17,18,2023-11-12T00:26:42Z,860000,False,,,0,,D. Schroder Free Throw 2 of 2 (3 PTS),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
95,PT04M47.00S,2023-11-12T00:27:08.0Z,1,REGULAR,foul,personal,[],203471,,,1610612738,17,18,2023-11-12T00:27:18Z,870000,False,,,0,,D. Schroder personal FOUL (2 PF),"[203471, 1627759]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1198.0,2.0,0.0,,,,Brown,1627759.0,,
97,PT04M42.00S,2023-11-12T00:27:29.6Z,1,REGULAR,3pt,Jump Shot,[],204001,35.8245729303548,25.98039215686275,1610612738,17,18,2023-11-12T00:27:37Z,890000,False,120.0,284.0,1,left,MISS K. Porzingis 30' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,30.86,Missed,,,,,,,,,,,,,,,,,,
98,PT04M38.00S,2023-11-12T00:27:33.6Z,1,REGULAR,rebound,defensive,[],203490,,,1610612761,17,18,2023-11-12T00:27:37Z,900000,False,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,
99,PT04M32.00S,2023-11-12T00:27:39.7Z,1,REGULAR,foul,personal,['2freethrow'],201143,,,1610612761,17,18,2023-11-12T00:27:46Z,910000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Siakam 2 FT),"[201143, 1627783]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1198.0,1.0,0.0,,,,Siakam,1627783.0,,
101,PT04M32.00S,2023-11-12T00:28:07.7Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,17,19,2023-11-12T00:28:07Z,930000,False,,,0,,P. Siakam Free Throw 1 of 2 (9 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
102,PT04M32.00S,2023-11-12T00:28:25.8Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,17,20,2023-11-12T00:28:25Z,940000,False,,,0,,P. Siakam Free Throw 2 of 2 (10 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
103,PT04M18.00S,2023-11-12T00:28:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.149145860709593,55.14705882352941,1610612738,19,20,2023-11-12T00:28:50Z,950000,False,-26.0,34.0,1,left,J. Brown cutting Layup (8 PTS) (K. Porzingis 2 AST),"[1627759, 204001]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,4.22,Made,8.0,K. Porzingis,204001.0,2.0,,,,,,,,,,,,,,
105,PT04M03.00S,2023-11-12T00:28:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,90.62089356110381,40.931372549019606,1610612761,19,22,2023-11-12T00:30:12Z,970000,False,-45.0,36.0,1,right,O. Anunoby driving Layup (2 PTS) (D. Schroder 2 AST),"[1628384, 203471]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,5.77,Made,2.0,D. Schroder,203471.0,2.0,,,,,,,,,,,,,,
106,PT03M48.00S,2023-11-12T00:29:12.6Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,19,22,2023-11-12T00:30:05Z,980000,False,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 1627783]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2.0,,,,,Siakam,1627783.0
107,PT03M48.00S,2023-11-12T00:29:12.6Z,1,REGULAR,steal,,[],1627783,,,1610612761,19,22,2023-11-12T00:30:05Z,990000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
109,PT03M43.00S,2023-11-12T00:29:23.1Z,1,REGULAR,foul,personal,[],1630573,,,1610612761,19,22,2023-11-12T00:29:35Z,1000000,False,,,0,,S. Hauser personal FOUL (1 PF),"[1630573, 1628384]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,8-16 Left,,,,,,,,,,,203591.0,1.0,0.0,,,,Anunoby,1628384.0,,
111,PT03M43.00S,2023-11-12T00:29:41.4Z,1,REGULAR,substitution,out,[],203471,,,1610612761,19,22,2023-11-12T00:29:43Z,1020000,False,,,0,,SUB out: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M43.00S,2023-11-12T00:29:41.4Z,1,REGULAR,substitution,in,[],1630201,,,1610612761,19,22,2023-11-12T00:29:43Z,1030000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M36.00S,2023-11-12T00:29:55.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,94.03745072273325,55.14705882352941,1610612761,19,24,2023-11-12T00:30:11Z,1040000,False,26.0,4.0,1,right,J. Poeltl Layup (6 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.59,Made,6.0,,,,,,,,,,,,,,,,,
114,PT03M24.00S,2023-11-12T00:30:06.2Z,1,REGULAR,3pt,Jump Shot,[],1630573,20.05584756898817,95.09803921568627,1610612738,22,24,2023-11-12T00:30:14Z,1050000,False,-225.0,136.0,1,left,S. Hauser 26' 3PT  (3 PTS) (P. Pritchard 1 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,26.33,Made,3.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,
116,PT03M19.00S,2023-11-12T00:30:19.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,22,24,2023-11-12T00:30:22Z,1070000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M19.00S,2023-11-12T00:32:32.9Z,1,REGULAR,substitution,out,[],1627759,,,1610612761,22,24,2023-11-12T00:32:55Z,1080000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M19.00S,2023-11-12T00:32:32.9Z,1,REGULAR,substitution,out,[],1628384,,,1610612761,22,24,2023-11-12T00:32:55Z,1090000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M19.00S,2023-11-12T00:32:32.9Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,22,24,2023-11-12T00:32:55Z,1100000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M19.00S,2023-11-12T00:32:32.9Z,1,REGULAR,substitution,in,[],1628369,,,1610612761,22,24,2023-11-12T00:32:55Z,1110000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M19.00S,2023-11-12T00:32:32.9Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,22,24,2023-11-12T00:32:55Z,1120000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M19.00S,2023-11-12T00:32:32.9Z,1,REGULAR,substitution,in,[],1630173,,,1610612761,22,24,2023-11-12T00:32:55Z,1130000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M05.00S,2023-11-12T00:33:22.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,83.26215505913272,60.78431372549019,1610612761,22,24,2023-11-12T00:33:29Z,1140000,False,54.0,105.0,1,right,MISS P. Siakam 11' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,11.78,Missed,,,,,,,,,,,,,,,,,,
124,PT03M02.00S,2023-11-12T00:33:25.5Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,22,24,2023-11-12T00:33:36Z,1150000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,,,
125,PT02M48.00S,2023-11-12T00:33:38.7Z,1,REGULAR,3pt,Jump Shot,[],204001,31.61957950065703,77.45098039215686,1610612738,22,24,2023-11-12T00:33:45Z,1160000,False,-137.0,245.0,1,left,MISS K. Porzingis 28' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,28.06,Missed,,,,,,,,,,,,,,,,,,
126,PT02M46.00S,2023-11-12T00:33:40.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,22,24,2023-11-12T00:33:45Z,1170000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,125.0,,,,,,,,,,,,,
128,PT02M38.00S,2023-11-12T00:33:56.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,88.78120893561103,45.34313725490196,1610612761,22,24,2023-11-12T00:34:01Z,1190000,False,-23.0,53.0,1,right,MISS S. Barnes turnaround Hook,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.79,Missed,,,,,,,,,,,,,,,,,,
129,PT02M35.00S,2023-11-12T00:33:59.3Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,22,24,2023-11-12T00:34:01Z,1200000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:3),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,128.0,3.0,3.0,0.0,,,,,,,,,,
130,PT02M21.00S,2023-11-12T00:34:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,10.85742444152431,39.21568627450981,1610612738,24,24,2023-11-12T00:34:20Z,1210000,False,54.0,50.0,1,left,J. Tatum 7' driving Layup (2 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,7.32,Made,2.0,,,,,,,,,,,,,,,,,
131,PT02M11.00S,2023-11-12T00:34:22.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,83.919185282523,48.529411764705884,1610612761,24,24,2023-11-12T00:34:31Z,1220000,False,-7.0,99.0,1,right,MISS P. Achiuwa 9' floating Shot,[1630173],1610612761.0,TOR,floating,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,9.9,Missed,,,,,,,,,,,,,,,,,,
132,PT02M08.00S,2023-11-12T00:34:25.6Z,1,REGULAR,rebound,defensive,[],204001,,,1610612738,24,24,2023-11-12T00:34:31Z,1230000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:4),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,131.0,4.0,4.0,0.0,,,,,,,,,,
133,PT01M54.00S,2023-11-12T00:34:41.9Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,24,24,2023-11-12T00:34:54Z,1240000,False,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1162.0,,,1.0,,,,,,
134,PT01M54.00S,2023-11-12T00:34:44.9Z,1,REGULAR,substitution,out,[],204001,,,1610612761,24,24,2023-11-12T00:34:53Z,1250000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M54.00S,2023-11-12T00:34:44.9Z,1,REGULAR,substitution,out,[],1627783,,,1610612761,24,24,2023-11-12T00:34:53Z,1260000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M54.00S,2023-11-12T00:34:44.9Z,1,REGULAR,substitution,in,[],201950,,,1610612761,24,24,2023-11-12T00:34:53Z,1270000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M54.00S,2023-11-12T00:34:44.9Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,24,24,2023-11-12T00:34:53Z,1280000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M40.00S,2023-11-12T00:35:13.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630567,78.40013140604468,32.35294117647059,1610612761,24,26,2023-11-12T00:35:18Z,1290000,False,-88.0,151.0,1,right,S. Barnes 17' pullup Jump Shot (5 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,17.44,Made,5.0,,,,,,,,,,,,,,,,,
139,PT01M24.00S,2023-11-12T00:35:29.0Z,1,REGULAR,2pt,Jump Shot,[],201950,12.302890932982917,74.75490196078431,1610612738,24,26,2023-11-12T00:35:35Z,1300000,False,-124.0,63.0,1,left,MISS J. Holiday 13' turnaround fadeaway Shot,[201950],1610612738.0,BOS,turnaround fadeaway,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,13.9,Missed,,,,,,,,,,,,,,,,,,
140,PT01M22.00S,2023-11-12T00:35:31.0Z,1,REGULAR,rebound,defensive,[],1630201,,,1610612761,24,26,2023-11-12T00:35:35Z,1310000,False,,,0,,M. Flynn REBOUND (Off:0 Def:1),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Mid-Range,8-16 Left,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,
141,PT01M16.00S,2023-11-12T00:35:37.3Z,1,REGULAR,3pt,Jump Shot,[],1630567,66.5735873850197,56.61764705882353,1610612761,24,26,2023-11-12T00:35:44Z,1320000,False,33.0,262.0,1,right,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,26.38,Missed,,,,,,,,,,,,,,,,,,
142,PT01M13.00S,2023-11-12T00:35:40.3Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,24,26,2023-11-12T00:35:44Z,1330000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,
143,PT01M06.00S,2023-11-12T00:35:48.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,32.802233902759525,68.62745098039215,1610612738,24,26,2023-11-12T00:35:57Z,1340000,False,-93.0,256.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.22,Missed,,,,,,,,,,,,,,,,,,
144,PT01M04.00S,2023-11-12T00:35:55.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,24,26,2023-11-12T00:35:55Z,1350000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,143.0,,,,,,,,,,,,,
145,PT01M04.00S,2023-11-12T00:35:55.9Z,1,REGULAR,foul,personal,[],1630173,,,1610612738,24,26,2023-11-12T00:36:08Z,1360000,False,,,0,,P. Achiuwa loose ball personal FOUL (1 PF),"[1630173, 201143]",1610612761.0,TOR,loose ball,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,1.0,0.0,,,,Horford,201143.0,,
147,PT00M58.00S,2023-11-12T00:36:19.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,10.200394218134035,55.392156862745104,1610612738,26,26,2023-11-12T00:36:28Z,1380000,False,-27.0,43.0,1,left,J. Holiday driving Layup (4 PTS),[201950],1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,5.11,Made,4.0,,,,,,,,,,,,,,,,,
148,PT00M48.70S,2023-11-12T00:36:31.6Z,1,REGULAR,3pt,Jump Shot,[],1630567,73.80091984231275,80.14705882352942,1610612761,26,26,2023-11-12T00:36:41Z,1390000,False,151.0,194.0,1,right,MISS S. Barnes 24' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,24.55,Missed,,,,,,,,,,,,,,,,,,
149,PT00M45.90S,2023-11-12T00:36:34.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,26,26,2023-11-12T00:36:41Z,1400000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,148.0,,,,,,,,,,,,,
151,PT00M33.30S,2023-11-12T00:37:01.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612738,26,26,2023-11-12T00:37:08Z,1420000,False,,,0,,C. Boucher shooting personal FOUL (1 PF) (Tatum 2 FT),"[1628449, 1628369]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1198.0,1.0,0.0,,,,Tatum,1628369.0,,
153,PT00M33.30S,2023-11-12T00:37:20.3Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,27,26,2023-11-12T00:37:20Z,1440000,False,,,0,,J. Tatum Free Throw 1 of 2 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
154,PT00M33.30S,2023-11-12T00:37:35.1Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,28,26,2023-11-12T00:37:35Z,1450000,False,,,0,,J. Tatum Free Throw 2 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
155,PT00M25.00S,2023-11-12T00:37:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,90.48948751642575,43.627450980392155,1610612761,28,26,2023-11-12T00:37:54Z,1460000,False,-32.0,37.0,1,right,MISS S. Barnes driving Layup,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,4.88,Missed,,,,,,,,,,,,,,,,,,
156,PT00M22.90S,2023-11-12T00:37:48.2Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,28,26,2023-11-12T00:37:48Z,1470000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,155.0,3.0,2.0,1.0,,,,,,,,,,
157,PT00M16.10S,2023-11-12T00:37:55.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630201,67.62483574244416,30.392156862745097,1610612761,28,26,2023-11-12T00:38:03Z,1480000,False,-98.0,252.0,1,right,MISS M. Flynn 27' pullup 3PT,[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,27.02,Missed,,,,,,,,,,,,,,,,,,
158,PT00M11.70S,2023-11-12T00:37:59.4Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,28,26,2023-11-12T00:37:59Z,1490000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,,
159,PT00M00.70S,2023-11-12T00:38:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.411957950065702,55.392156862745104,1610612738,30,26,2023-11-12T00:38:19Z,1500000,False,-27.0,36.0,1,left,J. Tatum driving reverse Layup (6 PTS),[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,6.0,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2023-11-12T00:38:16.9Z,1,REGULAR,3pt,Jump Shot,[],1630567,36.08738501971091,20.34313725490196,1610612761,30,26,2023-11-12T00:38:47Z,1510000,False,-148.0,548.0,1,right,MISS S. Barnes 56' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,56.8,Missed,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2023-11-12T00:38:16.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,30,26,2023-11-12T00:38:47Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,160.0,,,,,,,,,,,,,
162,PT00M00.00S,2023-11-12T00:38:23.4Z,1,REGULAR,period,end,[],0,,,1610612761,30,26,2023-11-12T00:38:23Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-11-12T00:40:28.0Z,2,REGULAR,substitution,out,['startperiod'],203490,,,1610612761,30,26,2023-11-12T00:40:53Z,1540000,False,,,0,,SUB out: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-11-12T00:40:28.0Z,2,REGULAR,substitution,in,['startperiod'],1628384,,,1610612761,30,26,2023-11-12T00:40:53Z,1550000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-11-12T00:40:59.8Z,2,REGULAR,period,start,[],0,,,1610612738,30,26,2023-11-12T00:40:59Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M46.00S,2023-11-12T00:41:13.4Z,2,REGULAR,3pt,Jump Shot,[],1630573,30.436925098554536,81.12745098039215,1610612738,33,26,2023-11-12T00:41:21Z,1570000,False,-156.0,234.0,1,left,S. Hauser 28' 3PT  (6 PTS) (J. Tatum 1 AST),"[1630573, 1628369]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,28.07,Made,6.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
168,PT11M29.00S,2023-11-12T00:41:31.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,88.64980289093299,54.166666666666664,1610612761,33,26,2023-11-12T00:45:09Z,1590000,False,21.0,54.0,1,right,MISS S. Barnes Layup - blocked,"[1630567, 201950]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,5.81,Missed,,,,,,,,,,,,,Holiday,201950.0,,,,
169,PT11M29.00S,2023-11-12T00:41:31.3Z,2,REGULAR,block,,[],201950,,,1610612761,33,26,2023-11-12T00:42:32Z,1600000,False,,,0,,J. Holiday BLOCK (2 BLK),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
170,PT11M27.00S,2023-11-12T00:41:33.3Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,33,26,2023-11-12T00:45:09Z,1610000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,168.0,2.0,2.0,0.0,,,,,,,,,,
171,PT11M20.00S,2023-11-12T00:41:39.4Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1628369,15.062417871222076,26.47058823529412,1610612738,35,26,2023-11-12T00:41:55Z,1620000,False,118.0,89.0,1,left,J. Tatum 14' running pullup Jump Shot (8 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,14.75,Made,8.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,,
173,PT11M02.00S,2023-11-12T00:41:59.7Z,2,REGULAR,turnover,out-of-bounds,[],1630201,,,1610612761,35,26,2023-11-12T00:42:10Z,1640000,False,,,0,,M. Flynn bad pass out-of-bounds TURNOVER (1 TO),[1630201],1610612761.0,TOR,bad pass,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1198.0,,,1.0,,,,,,
174,PT10M43.00S,2023-11-12T00:42:20.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,31.61957950065703,73.77450980392157,1610612738,38,26,2023-11-12T00:46:58Z,1650000,False,-119.0,245.0,1,left,S. Hauser 27' 3PT step back (9 PTS) (J. Tatum 2 AST),"[1630573, 1628369]",1610612738.0,BOS,step back,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,27.21,Made,9.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
176,PT10M33.00S,2023-11-12T00:42:35.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,38,26,2023-11-12T00:42:35Z,1670000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
