actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
88,PT04M48.00S,2025-01-07T00:55:59.4Z,1,REGULAR,substitution,in,[],1641767,,,1610612751,12,13,2025-01-07T00:56:24Z,870000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,
89,PT04M32.00S,2025-01-07T00:56:33.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630592,7.5722733245729295,35.049019607843135,1610612751,12,13,2025-01-07T00:56:40Z,880000,False,75.0,19.0,1,left,MISS J. Wilson 7' floating Shot,[1630592],1610612751.0,BKN,,Wilson,J. Wilson,floating,In The Paint (Non-RA),0-8 Center,7.71,Missed,,,,,,,,,,,,,,,,,
90,PT04M30.00S,2025-01-07T00:56:35.7Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,12,13,2025-01-07T00:56:35Z,890000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,,In The Paint (Non-RA),0-8 Center,,,89.0,1.0,0.0,1.0,,,,,,,,,,,,,
91,PT04M29.00S,2025-01-07T00:56:37.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630549,13.091327201051248,54.65686274509803,1610612751,12,13,2025-01-07T00:56:44Z,900000,False,-23.0,71.0,1,left,MISS D. Sharpe 7' Hook,[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,,In The Paint (Non-RA),0-8 Center,7.43,Missed,,,,,,,,,,,,,,,,,
92,PT04M29.00S,2025-01-07T00:56:37.1Z,1,REGULAR,rebound,offensive,[],1630592,,,1610612751,12,13,2025-01-07T00:56:44Z,910000,False,,,0,,J. Wilson REBOUND (Off:1 Def:0),[1630592],1610612751.0,BKN,,Wilson,J. Wilson,,In The Paint (Non-RA),0-8 Center,,,91.0,1.0,0.0,1.0,,,,,,,,,,,,,
93,PT04M24.00S,2025-01-07T00:56:41.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630592,5.590000152587891,50.0,1610612751,14,13,2025-01-07T00:56:48Z,920000,False,0.0,0.0,1,left,J. Wilson putback Layup (2 PTS),[1630592],1610612751.0,BKN,,Wilson,J. Wilson,putback,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,2.0,,,,,,,,
95,PT04M14.00S,2025-01-07T00:57:02.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,14,13,2025-01-07T00:57:02Z,940000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M14.00S,2025-01-07T00:57:07.4Z,1,REGULAR,substitution,out,[],1641730,,,1610612754,14,13,2025-01-07T00:59:46Z,950000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,
97,PT04M14.00S,2025-01-07T00:57:07.4Z,1,REGULAR,substitution,in,[],1630553,,,1610612754,14,13,2025-01-07T00:59:46Z,960000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,
98,PT04M04.00S,2025-01-07T01:00:09.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,93.24901445466492,45.83333333333333,1610612754,14,15,2025-01-07T01:01:01Z,970000,False,-21.0,11.0,1,right,O. Toppin alley-oop DUNK (2 PTS) (B. Sheppard 1 AST),"[1630167, 1641767]",1610612754.0,IND,,Toppin,O. Toppin,alley-oop,Restricted Area,0-8 Center,2.35,Made,,,,,,,,,2.0,,B. Sheppard,1641767.0,1.0,,,,
100,PT03M41.00S,2025-01-07T01:00:33.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630592,16.507884362680684,43.13725490196079,1610612751,14,15,2025-01-07T01:00:38Z,990000,False,34.0,103.0,1,left,MISS J. Wilson 10' turnaround Hook,[1630592],1610612751.0,BKN,,Wilson,J. Wilson,turnaround,In The Paint (Non-RA),8-16 Center,10.83,Missed,,,,,,,,,,,,,,,,,
101,PT03M38.00S,2025-01-07T01:00:36.2Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,14,15,2025-01-07T01:00:38Z,1000000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:0),[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,,In The Paint (Non-RA),8-16 Center,,,100.0,2.0,0.0,2.0,,,,,,,,,,,,,
102,PT03M36.00S,2025-01-07T01:00:37.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,9.017739816031538,49.754901960784316,1610612751,16,15,2025-01-07T01:01:05Z,1010000,False,1.0,32.0,1,left,D. Sharpe putback Layup (2 PTS),[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,putback,Restricted Area,0-8 Center,3.23,Made,,,,,,,,,2.0,,,,,,,,
105,PT03M13.00S,2025-01-07T01:01:19.6Z,1,REGULAR,turnover,lost ball,[],1630169,,,1610612754,16,15,2025-01-07T01:01:24Z,1030000,False,,,0,,T. Haliburton lost ball TURNOVER (1 TO),"[1630169, 1630553]",1610612754.0,IND,,Haliburton,T. Haliburton,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,,Johnson,1630553.0
106,PT03M13.00S,2025-01-07T01:01:19.6Z,1,REGULAR,steal,,[],1630553,,,1610612751,16,15,2025-01-07T01:01:21Z,1040000,False,,,0,,K. Johnson STEAL (1 STL),[1630553],1610612751.0,BKN,,Johnson,K. Johnson,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
107,PT03M06.00S,2025-01-07T01:01:26.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630549,6.783837056504599,50.73529411764706,1610612751,18,15,2025-01-07T01:01:36Z,1050000,False,-4.0,11.0,1,left,D. Sharpe running alley-oop DUNK (4 PTS) (K. Johnson 1 AST),"[1630549, 1630553]",1610612751.0,BKN,,Sharpe,D. Sharpe,running alley-oop,Restricted Area,0-8 Center,1.19,Made,,,,,,,,,4.0,,K. Johnson,1630553.0,1.0,,,,
109,PT02M54.00S,2025-01-07T01:01:37.6Z,1,REGULAR,3pt,Jump Shot,[],1626167,66.70499342969777,43.13725490196079,1610612754,18,18,2025-01-07T01:01:42Z,1070000,False,-34.0,260.0,1,right,M. Turner 26' 3PT  (7 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,,Turner,M. Turner,,Above the Break 3,24+ Center,26.27,Made,,,,,,,,,7.0,,T. Haliburton,1630169.0,1.0,,,,
110,PT02M41.00S,2025-01-07T01:01:55.2Z,1,REGULAR,foul,personal,[],204456,,,1610612751,18,18,2025-01-07T01:02:03Z,1080000,False,,,0,,T. McConnell personal FOUL (1 PF),"[204456, 1641736]",1610612754.0,IND,1627541.0,McConnell,T. McConnell,,Mid-Range,8-16 Right,,,,,,,1.0,0.0,Beekman,1641736.0,,,,,,,,,
113,PT02M41.00S,2025-01-07T01:02:03.3Z,1,REGULAR,substitution,out,[],1630169,,,1610612751,18,18,2025-01-07T01:02:18Z,1100000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,
114,PT02M41.00S,2025-01-07T01:02:03.3Z,1,REGULAR,substitution,out,[],1626167,,,1610612751,18,18,2025-01-07T01:02:18Z,1110000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,
115,PT02M41.00S,2025-01-07T01:02:03.3Z,1,REGULAR,substitution,in,[],1628418,,,1610612751,18,18,2025-01-07T01:02:18Z,1120000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,
116,PT02M41.00S,2025-01-07T01:02:03.3Z,1,REGULAR,substitution,in,[],1641716,,,1610612751,18,18,2025-01-07T01:02:18Z,1130000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,
117,PT02M34.00S,2025-01-07T01:02:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641736,5.732588699080158,45.83333333333333,1610612751,20,18,2025-01-07T01:02:38Z,1140000,False,21.0,1.0,1,left,R. Beekman cutting Layup (2 PTS) (D. Sharpe 1 AST),"[1641736, 1630549]",1610612751.0,BKN,,Beekman,R. Beekman,cutting,Restricted Area,0-8 Center,2.08,Made,,,,,,,,,2.0,,D. Sharpe,1630549.0,1.0,,,,
119,PT02M11.00S,2025-01-07T01:02:57.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,92.9862023653088,49.26470588235294,1610612754,20,20,2025-01-07T01:03:01Z,1160000,False,-4.0,13.0,1,right,O. Toppin cutting DUNK (4 PTS) (T. McConnell 1 AST),"[1630167, 204456]",1610612754.0,IND,,Toppin,O. Toppin,cutting,Restricted Area,0-8 Center,1.39,Made,,,,,,,,,4.0,,T. McConnell,204456.0,1.0,,,,
121,PT01M54.00S,2025-01-07T01:03:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,6.652431011826544,52.450980392156865,1610612751,20,20,2025-01-07T01:03:18Z,1180000,False,-12.0,10.0,1,left,MISS K. Johnson driving finger roll Layup,[1630553],1610612751.0,BKN,,Johnson,K. Johnson,driving finger roll,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,
122,PT01M52.00S,2025-01-07T01:03:16.1Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,20,20,2025-01-07T01:03:16Z,1190000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:0),[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,,Restricted Area,0-8 Center,,,121.0,3.0,0.0,3.0,,,,,,,,,,,,,
123,PT01M50.00S,2025-01-07T01:03:18.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641787,6.652431011826544,52.20588235294118,1610612751,22,20,2025-01-07T01:03:22Z,1200000,False,-11.0,10.0,1,left,T. Evbuomwan cutting Layup (2 PTS) (D. Sharpe 2 AST),"[1641787, 1630549]",1610612751.0,BKN,,Evbuomwan,T. Evbuomwan,cutting,Restricted Area,0-8 Center,1.49,Made,,,,,,,,,2.0,,D. Sharpe,1630549.0,2.0,,,,
125,PT01M29.00S,2025-01-07T01:03:38.7Z,1,REGULAR,3pt,Jump Shot,[],1641767,65.65374507227332,46.81372549019608,1610612754,22,20,2025-01-07T01:04:29Z,1220000,False,-16.0,270.0,1,right,MISS B. Sheppard 27' 3PT,[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,,Above the Break 3,24+ Center,27.09,Missed,,,,,,,,,,,,,,,,,
126,PT01M25.00S,2025-01-07T01:03:42.7Z,1,REGULAR,rebound,defensive,[],1641787,,,1610612751,22,20,2025-01-07T01:03:43Z,1230000,False,,,0,,T. Evbuomwan REBOUND (Off:0 Def:1),[1641787],1610612751.0,BKN,,Evbuomwan,T. Evbuomwan,,Above the Break 3,24+ Center,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,
127,PT01M19.00S,2025-01-07T01:03:48.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641736,17.95335085413929,36.27450980392157,1610612751,22,20,2025-01-07T01:03:54Z,1240000,False,69.0,116.0,1,left,MISS R. Beekman 13' pullup Shot,[1641736],1610612751.0,BKN,,Beekman,R. Beekman,pullup,In The Paint (Non-RA),8-16 Center,13.5,Missed,,,,,,,,,,,,,,,,,
128,PT01M15.00S,2025-01-07T01:03:52.6Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612754,22,20,2025-01-07T01:03:54Z,1250000,False,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612754.0,IND,,Bryant,T. Bryant,,In The Paint (Non-RA),8-16 Center,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,
129,PT01M06.00S,2025-01-07T01:04:01.4Z,1,REGULAR,2pt,Jump Shot,[],1641716,79.97700394218134,26.715686274509803,1610612754,22,20,2025-01-07T01:04:05Z,1260000,False,-116.0,136.0,1,right,MISS J. Walker 17' pullup Shot,[1641716],1610612754.0,IND,,Walker,J. Walker,pullup,Mid-Range,16-24 Left Center,17.88,Missed,,,,,,,,,,,,,,,,,
130,PT01M03.00S,2025-01-07T01:04:04.4Z,1,REGULAR,rebound,defensive,[],1641787,,,1610612751,22,20,2025-01-07T01:04:05Z,1270000,False,,,0,,T. Evbuomwan REBOUND (Off:0 Def:2),[1641787],1610612751.0,BKN,,Evbuomwan,T. Evbuomwan,,Mid-Range,16-24 Left Center,,,129.0,2.0,2.0,0.0,,,,,,,,,,,,,
131,PT00M58.50S,2025-01-07T01:04:10.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641736,6.521024967148489,44.6078431372549,1610612751,22,20,2025-01-07T01:05:36Z,1280000,False,27.0,9.0,1,left,MISS R. Beekman driving reverse Layup,[1641736],1610612751.0,BKN,,Beekman,R. Beekman,driving reverse,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,,,
132,PT00M56.20S,2025-01-07T01:04:13.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,22,20,2025-01-07T01:05:36Z,1290000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,Restricted Area,0-8 Center,,,131.0,,,,,,,,,,,,,,,,
134,PT00M51.10S,2025-01-07T01:04:35.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641736,30.56833114323259,68.62745098039215,1610612751,22,20,2025-01-07T01:04:42Z,1310000,False,-93.0,235.0,1,left,MISS R. Beekman 25' 3PT,[1641736],1610612751.0,BKN,,Beekman,R. Beekman,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,
135,PT00M48.00S,2025-01-07T01:04:38.9Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,22,20,2025-01-07T01:04:42Z,1320000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:0),[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,,Above the Break 3,24+ Left Center,,,134.0,4.0,0.0,4.0,,,,,,,,,,,,,
136,PT00M46.00S,2025-01-07T01:04:40.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,10.85742444152431,46.81372549019608,1610612751,22,20,2025-01-07T01:04:44Z,1330000,False,16.0,50.0,1,left,MISS D. Sharpe putback Layup,[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,putback,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,
137,PT00M46.00S,2025-01-07T01:04:40.9Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,22,20,2025-01-07T01:04:44Z,1340000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612754.0,IND,,Toppin,O. Toppin,,In The Paint (Non-RA),0-8 Center,,,136.0,2.0,2.0,0.0,,,,,,,,,,,,,
138,PT00M33.80S,2025-01-07T01:04:55.3Z,1,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612754,22,20,2025-01-07T01:05:01Z,1350000,False,,,0,,D. Sharpe shooting personal FOUL (1 PF) (Toppin 2 FT),"[1630549, 1630167]",1610612751.0,BKN,1627541.0,Sharpe,D. Sharpe,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,0.0,Toppin,1630167.0,,,,,,,,,
140,PT00M33.80S,2025-01-07T01:05:23.1Z,1,REGULAR,freethrow,1 of 2,[],1630167,,,1610612754,22,21,2025-01-07T01:05:23Z,1370000,False,,,0,,O. Toppin Free Throw 1 of 2 (5 PTS),[1630167],1610612754.0,IND,,Toppin,O. Toppin,,,,,Made,,,,,,,,,5.0,,,,,,,,
141,PT00M33.80S,2025-01-07T01:05:40.2Z,1,REGULAR,freethrow,2 of 2,[],1630167,,,1610612754,22,22,2025-01-07T01:05:40Z,1380000,False,,,0,,O. Toppin Free Throw 2 of 2 (6 PTS),[1630167],1610612754.0,IND,,Toppin,O. Toppin,,,,,Made,,,,,,,,,6.0,,,,,,,,
142,PT00M18.20S,2025-01-07T01:05:59.5Z,1,REGULAR,turnover,out-of-bounds,[],1630553,,,1610612751,22,22,2025-01-07T01:06:04Z,1390000,False,,,0,,K. Johnson lost ball out-of-bounds TURNOVER (2 TO),[1630553],1610612751.0,BKN,1627541.0,Johnson,K. Johnson,lost ball,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,2.0,,,,,,,
143,PT00M02.70S,2025-01-07T01:06:20.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204456,84.83902759526939,41.66666666666667,1610612754,22,24,2025-01-07T01:06:24Z,1400000,False,-42.0,90.0,1,right,T. McConnell 9' pullup Jump Shot (2 PTS),[204456],1610612754.0,IND,,McConnell,T. McConnell,pullup,In The Paint (Non-RA),8-16 Center,9.92,Made,,,,,,,,,2.0,,,,,,,,
144,PT00M00.00S,2025-01-07T01:06:27.2Z,1,REGULAR,period,end,[],0,,,1610612751,22,24,2025-01-07T01:06:27Z,1410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2025-01-07T01:06:33.7Z,2,REGULAR,substitution,out,['startperiod'],1630549,,,1610612751,22,24,2025-01-07T01:08:58Z,1420000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2025-01-07T01:06:33.7Z,2,REGULAR,substitution,out,['startperiod'],1630167,,,1610612751,22,24,2025-01-07T01:08:58Z,1430000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2025-01-07T01:06:33.7Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,22,24,2025-01-07T01:08:58Z,1440000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-01-07T01:06:33.7Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612751,22,24,2025-01-07T01:08:58Z,1450000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-01-07T01:09:08.6Z,2,REGULAR,period,start,[],0,,,1610612754,22,24,2025-01-07T01:09:08Z,1460000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M35.00S,2025-01-07T01:09:34.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612754,22,24,2025-01-07T01:09:39Z,1470000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,2002.0,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
151,PT11M15.00S,2025-01-07T01:10:13.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630553,6.258212877792378,28.676470588235293,1610612751,22,24,2025-01-07T01:10:39Z,1480000,False,107.0,6.0,1,left,MISS K. Johnson 10' driving floating Shot,[1630553],1610612751.0,BKN,,Johnson,K. Johnson,driving floating,Mid-Range,8-16 Right,10.68,Missed,,,,,,,,,,,,,,,,,
152,PT11M12.00S,2025-01-07T01:10:16.0Z,2,REGULAR,rebound,defensive,[],1641716,,,1610612754,22,24,2025-01-07T01:10:39Z,1490000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,Walker,J. Walker,,Mid-Range,8-16 Right,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,
153,PT10M58.00S,2025-01-07T01:10:24.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,93.38042049934296,45.588235294117645,1610612754,22,26,2025-01-07T01:10:29Z,1500000,False,-22.0,10.0,1,right,T. McConnell driving reverse Layup (4 PTS) (T. Bryant 1 AST),"[204456, 1628418]",1610612754.0,IND,,McConnell,T. McConnell,driving reverse,Restricted Area,0-8 Center,2.41,Made,,,,,,,,,4.0,,T. Bryant,1628418.0,1.0,,,,
154,PT10M44.00S,2025-01-07T01:10:37.2Z,2,REGULAR,3pt,Jump Shot,[],1641736,3.892904073587385,96.56862745098039,1610612751,25,26,2025-01-07T01:10:41Z,1510000,False,-233.0,-16.0,1,left,R. Beekman 3PT  (5 PTS) (K. Johnson 2 AST),"[1641736, 1630553]",1610612751.0,BKN,,Beekman,R. Beekman,,Left Corner 3,24+ Left,23.33,Made,,,,,,,,,5.0,,K. Johnson,1630553.0,2.0,,,,
156,PT10M29.00S,2025-01-07T01:10:53.1Z,2,REGULAR,turnover,lost ball,[],1641767,,,1610612754,25,26,2025-01-07T01:17:51Z,1530000,False,,,0,,B. Sheppard lost ball TURNOVER (1 TO),"[1641767, 1629651]",1610612754.0,IND,,Sheppard,B. Sheppard,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,,,,,,Claxton,1629651.0
197,PT10M29.00S,2025-01-07T01:10:53.1Z,2,REGULAR,steal,,[],1629651,,,1610612751,25,26,2025-01-07T01:18:17Z,1540000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,Claxton,N. Claxton,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
158,PT10M28.00S,2025-01-07T01:11:05.4Z,2,REGULAR,turnover,double dribble,[],1630592,,,1610612751,25,26,2025-01-07T01:11:19Z,1550000,False,,,0,,J. Wilson double dribble TURNOVER (1 TO),[1630592],1610612751.0,BKN,,Wilson,J. Wilson,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,,,
159,PT10M18.00S,2025-01-07T01:11:25.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641716,67.88764783180025,36.76470588235294,1610612754,25,26,2025-01-07T01:16:09Z,1560000,False,-66.0,249.0,1,right,MISS J. Walker 25' pullup 3PT,[1641716],1610612754.0,IND,,Walker,J. Walker,pullup,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,
160,PT10M13.00S,2025-01-07T01:11:30.0Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,25,26,2025-01-07T01:11:30Z,1570000,False,,,0,,N. Claxton REBOUND (Off:1 Def:4),[1629651],1610612751.0,BKN,,Claxton,N. Claxton,,Above the Break 3,24+ Center,,,159.0,5.0,4.0,1.0,,,,,,,,,,,,,
161,PT10M05.00S,2025-01-07T01:11:41.3Z,2,REGULAR,turnover,out-of-bounds,[],1630553,,,1610612751,25,26,2025-01-07T01:11:45Z,1580000,False,,,0,,K. Johnson lost ball out-of-bounds TURNOVER (3 TO),[1630553],1610612751.0,BKN,1627541.0,Johnson,K. Johnson,lost ball,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,3.0,,,,,,,
162,PT09M47.00S,2025-01-07T01:12:03.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641716,85.3646517739816,47.30392156862745,1610612754,25,28,2025-01-07T01:12:11Z,1590000,False,-13.0,85.0,1,right,J. Walker 8' turnaround Jump Shot (2 PTS),[1641716],1610612754.0,IND,,Walker,J. Walker,turnaround,In The Paint (Non-RA),8-16 Center,8.62,Made,,,,,,,,,2.0,,,,,,,,
164,PT09M33.00S,2025-01-07T01:12:16.2Z,2,REGULAR,3pt,Jump Shot,[],1630592,26.363337713534822,82.35294117647058,1610612751,25,28,2025-01-07T01:12:22Z,1600000,False,-162.0,195.0,1,left,MISS J. Wilson 25' 3PT,[1630592],1610612751.0,BKN,,Wilson,J. Wilson,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,
165,PT09M31.00S,2025-01-07T01:12:18.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,25,28,2025-01-07T01:12:22Z,1610000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,Above the Break 3,24+ Left Center,,,164.0,,,,,,,,,,,,,,,,
166,PT09M31.00S,2025-01-07T01:12:22.7Z,2,REGULAR,foul,personal,[],1641787,,,1610612754,25,28,2025-01-07T01:12:30Z,1620000,False,,,0,,T. Evbuomwan loose ball personal FOUL (1 PF),"[1641787, 1641767]",1610612751.0,BKN,2002.0,Evbuomwan,T. Evbuomwan,loose ball,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,0.0,Sheppard,1641767.0,,,,,,,,,
168,PT09M13.00S,2025-01-07T01:12:48.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,82.34231274638634,45.09803921568628,1610612754,25,28,2025-01-07T01:12:53Z,1640000,False,-25.0,113.0,1,right,MISS P. Siakam 11' pullup Shot,[1627783],1610612754.0,IND,,Siakam,P. Siakam,pullup,In The Paint (Non-RA),8-16 Center,11.61,Missed,,,,,,,,,,,,,,,,,
169,PT09M10.00S,2025-01-07T01:12:51.2Z,2,REGULAR,rebound,offensive,[],1628418,,,1610612754,25,28,2025-01-07T01:12:53Z,1650000,False,,,0,,T. Bryant REBOUND (Off:1 Def:1),[1628418],1610612754.0,IND,,Bryant,T. Bryant,,In The Paint (Non-RA),8-16 Center,,,168.0,2.0,1.0,1.0,,,,,,,,,,,,,
170,PT09M09.00S,2025-01-07T01:12:54.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628418,92.72339027595268,49.754901960784316,1610612754,25,30,2025-01-07T01:13:04Z,1660000,False,-1.0,16.0,1,right,T. Bryant putback Layup (2 PTS),[1628418],1610612754.0,IND,,Bryant,T. Bryant,putback,Restricted Area,0-8 Center,1.59,Made,,,,,,,,,2.0,,,,,,,,
171,PT08M51.00S,2025-01-07T01:13:10.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,5.863994743758213,37.5,1610612751,25,30,2025-01-07T01:13:42Z,1670000,False,62.0,3.0,1,left,MISS N. Claxton 6' floating Shot,[1629651],1610612751.0,BKN,,Claxton,N. Claxton,floating,In The Paint (Non-RA),0-8 Center,6.26,Missed,,,,,,,,,,,,,,,,,
173,PT08M47.00S,2025-01-07T01:13:14.2Z,2,REGULAR,rebound,defensive,[],1641767,,,1610612754,25,30,2025-01-07T01:13:42Z,1690000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:1),[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,,In The Paint (Non-RA),0-8 Center,,,171.0,1.0,1.0,0.0,,,,,,,,,,,,,
174,PT08M43.00S,2025-01-07T01:13:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.72339027595268,42.8921568627451,1610612754,25,30,2025-01-07T01:13:57Z,1700000,False,-36.0,16.0,1,right,MISS P. Siakam Layup,[1627783],1610612754.0,IND,,Siakam,P. Siakam,,Restricted Area,0-8 Center,3.89,Missed,,,,,,,,,,,,,,,,,
