actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
511,PT08M17.00S,2025-04-04T01:30:04.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,71,85,2025-04-04T01:30:07Z,5020000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,509.0,,,,,,,,,,,,,,,,,,
513,PT08M16.00S,2025-04-04T01:30:34.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612751,71,85,2025-04-04T01:30:38Z,5040000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,200832.0,,,,,,,
514,PT08M03.00S,2025-04-04T01:30:54.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201144,14.799605781865965,39.21568627450981,1610612750,71,85,2025-04-04T01:31:00Z,5050000,False,54.0,87.0,1,left,MISS M. Conley 10' driving floating Shot,[201144],1610612750.0,MIN,driving floating,,,,,,In The Paint (Non-RA),8-16 Right,10.2,Missed,Conley,M. Conley,,,,,,,,,,,,,,,,,,,
515,PT08M01.00S,2025-04-04T01:30:56.4Z,4,REGULAR,rebound,defensive,[],1630553,,,1610612751,71,85,2025-04-04T01:40:57Z,5060000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1630553],1610612751.0,BKN,,,,,,,In The Paint (Non-RA),8-16 Right,,,Johnson,K. Johnson,514.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
516,PT07M58.00S,2025-04-04T01:30:59.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630623,73.40670170827858,15.931372549019606,1610612751,71,85,2025-04-04T01:31:08Z,5070000,False,-170.0,197.0,1,right,MISS T. Etienne 26' running 3PT,[1630623],1610612751.0,BKN,running,,,,,,Above the Break 3,24+ Left Center,26.08,Missed,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,
517,PT07M54.00S,2025-04-04T01:31:03.9Z,4,REGULAR,rebound,defensive,[],1630162,,,1610612750,71,85,2025-04-04T01:31:08Z,5080000,False,,,0,,A. Edwards REBOUND (Off:1 Def:4),[1630162],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Left Center,,,Edwards,A. Edwards,516.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
518,PT07M50.00S,2025-04-04T01:31:09.7Z,4,REGULAR,foul,offensive,[],201144,,,1610612750,71,85,2025-04-04T01:31:20Z,5090000,False,,,0,,M. Conley offensive FOUL (1 PF),"[201144, 1630623]",1610612750.0,MIN,,,,,,,In The Paint (Non-RA),0-8 Center,,,Conley,M. Conley,,,,,,,,,,,,202037.0,1.0,0.0,Etienne,1630623.0,,,
520,PT07M50.00S,2025-04-04T01:31:09.7Z,4,REGULAR,turnover,offensive foul,[],201144,,,1610612750,71,85,2025-04-04T01:31:09Z,5110000,False,,,0,,M. Conley offensive foul TURNOVER (2 TO),[201144],1610612750.0,MIN,,,,,,,In The Paint (Non-RA),0-8 Center,,,Conley,M. Conley,,,,,,,,,2.0,,,202037.0,,,,,,,
521,PT07M50.00S,2025-04-04T01:31:20.3Z,4,REGULAR,substitution,out,[],1629651,,,1610612751,71,85,2025-04-04T01:31:33Z,5120000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,,,,,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
522,PT07M50.00S,2025-04-04T01:31:20.3Z,4,REGULAR,substitution,in,[],1631166,,,1610612751,71,85,2025-04-04T01:31:33Z,5130000,False,,,0,,SUB in: D. Timme,[1631166],1610612751.0,BKN,,,,,,,,,,,Timme,D. Timme,,,,,,,,,,,,,,,,,,,
523,PT07M29.00S,2025-04-04T01:31:57.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1641727,69.20170827858082,53.431372549019606,1610612751,71,85,2025-04-04T01:35:48Z,5140000,False,17.0,237.0,1,right,MISS D. Whitehead 23' pullup Shot,[1641727],1610612751.0,BKN,pullup,,,,,,Mid-Range,16-24 Center,23.76,Missed,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,
524,PT07M27.00S,2025-04-04T01:31:59.1Z,4,REGULAR,rebound,defensive,[],201144,,,1610612750,71,85,2025-04-04T01:35:58Z,5150000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,,,,Mid-Range,16-24 Center,,,Conley,M. Conley,523.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
548,PT07M25.00S,2025-04-04T01:32:04.5Z,4,REGULAR,turnover,lost ball,[],1629675,,,1610612750,71,85,2025-04-04T01:36:33Z,5160000,False,,,0,,N. Reid lost ball TURNOVER (2 TO),"[1629675, 1630623]",1610612750.0,MIN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Reid,N. Reid,,,,,,,,,2.0,Etienne,1630623.0,,,,,,,,
549,PT07M25.00S,2025-04-04T01:32:04.5Z,4,REGULAR,steal,,[],1630623,,,1610612751,71,85,2025-04-04T01:36:15Z,5165000,False,,,0,,T. Etienne STEAL (2 STL),[1630623],1610612751.0,BKN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,
528,PT07M14.00S,2025-04-04T01:32:19.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631166,85.49605781865965,36.76470588235294,1610612751,73,85,2025-04-04T01:36:38Z,5190000,False,-66.0,84.0,1,right,D. Timme 10' floating Jump Shot (4 PTS) (K. Johnson 4 AST),"[1631166, 1630553]",1610612751.0,BKN,floating,,,,,,In The Paint (Non-RA),8-16 Left,10.68,Made,Timme,D. Timme,,,,,4.0,K. Johnson,1630553.0,4.0,,,,,,,,,,,
529,PT06M52.00S,2025-04-04T01:32:33.3Z,4,REGULAR,3pt,Jump Shot,[],1630162,32.802233902759525,61.029411764705884,1610612750,73,88,2025-04-04T01:35:09Z,5200000,False,-55.0,256.0,1,left,A. Edwards 26' 3PT pullup (23 PTS),[1630162],1610612750.0,MIN,pullup,,,,,,Above the Break 3,24+ Center,26.17,Made,Edwards,A. Edwards,,,,,23.0,,,,,,,,,,,,,,
530,PT06M33.00S,2025-04-04T01:32:53.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631166,93.24901445466492,47.794117647058826,1610612751,73,88,2025-04-04T01:35:31Z,5210000,False,-11.0,11.0,1,right,MISS D. Timme driving finger roll Layup - blocked,"[1631166, 203497]",1610612751.0,BKN,driving finger roll,,,,,,Restricted Area,0-8 Center,1.56,Missed,Timme,D. Timme,,,,,,,,,,,,,,,,,Gobert,203497.0,
531,PT06M33.00S,2025-04-04T01:32:53.5Z,4,REGULAR,block,,[],203497,,,1610612751,73,88,2025-04-04T01:32:56Z,5220000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,
532,PT06M33.00S,2025-04-04T01:32:53.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,73,88,2025-04-04T01:33:24Z,5230000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,530.0,,,,,,,,,,,,,,,,,,
534,PT06M33.00S,2025-04-04T01:32:58.6Z,4,REGULAR,substitution,out,[],1630570,,,1610612751,73,88,2025-04-04T01:33:02Z,5250000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,,,,,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,
535,PT06M33.00S,2025-04-04T01:32:58.6Z,4,REGULAR,substitution,in,[],1641787,,,1610612751,73,88,2025-04-04T01:33:02Z,5260000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,,,,,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,
537,PT06M27.00S,2025-04-04T01:33:19.6Z,4,REGULAR,turnover,bad pass,[],1631166,,,1610612751,73,88,2025-04-04T01:33:26Z,5270000,False,,,0,,D. Timme bad pass TURNOVER (1 TO),"[1631166, 1629638]",1610612751.0,BKN,,,,,,,Mid-Range,16-24 Left Center,,,Timme,D. Timme,,,,,,,,,1.0,Alexander-Walker,1629638.0,,,,,,,,
538,PT06M27.00S,2025-04-04T01:33:19.6Z,4,REGULAR,steal,,[],1629638,,,1610612750,73,88,2025-04-04T01:33:21Z,5280000,False,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612750.0,MIN,,,,,,,Mid-Range,16-24 Left Center,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
539,PT06M24.00S,2025-04-04T01:33:23.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,7.30946123521682,49.01960784313725,1610612750,73,90,2025-04-04T01:34:14Z,5290000,False,5.0,16.0,1,left,A. Edwards running DUNK (25 PTS) (N. Alexander-Walker 3 AST),"[1630162, 1629638]",1610612750.0,MIN,running,,,,,,Restricted Area,0-8 Center,1.69,Made,Edwards,A. Edwards,,,,,25.0,N. Alexander-Walker,1629638.0,3.0,,,,,,,,,,,
541,PT06M24.00S,2025-04-04T01:33:33.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,73,90,2025-04-04T01:33:33Z,5310000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT06M24.00S,2025-04-04T01:34:33.7Z,4,REGULAR,substitution,out,[],1630553,,,1610612751,73,90,2025-04-04T01:36:15Z,5320000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,
543,PT06M24.00S,2025-04-04T01:34:33.7Z,4,REGULAR,substitution,out,[],201144,,,1610612751,73,90,2025-04-04T01:36:15Z,5330000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,,,,,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,
544,PT06M24.00S,2025-04-04T01:34:33.7Z,4,REGULAR,substitution,out,[],1629675,,,1610612751,73,90,2025-04-04T01:36:15Z,5340000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,,,,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,
545,PT06M24.00S,2025-04-04T01:34:33.7Z,4,REGULAR,substitution,in,[],1641721,,,1610612751,73,90,2025-04-04T01:36:15Z,5350000,False,,,0,,SUB in: M. Lewis,[1641721],1610612751.0,BKN,,,,,,,,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,
546,PT06M24.00S,2025-04-04T01:34:33.7Z,4,REGULAR,substitution,in,[],203944,,,1610612751,73,90,2025-04-04T01:36:15Z,5360000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,,,,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,
547,PT06M24.00S,2025-04-04T01:34:33.7Z,4,REGULAR,substitution,in,[],1630183,,,1610612751,73,90,2025-04-04T01:36:15Z,5370000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
550,PT06M08.00S,2025-04-04T01:36:49.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641721,81.2910643889619,54.41176470588235,1610612751,75,90,2025-04-04T01:36:53Z,5380000,False,22.0,123.0,1,right,M. Lewis 12' fadeaway Jump Shot (8 PTS) (T. Etienne 3 AST),"[1641721, 1630623]",1610612751.0,BKN,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,12.54,Made,Lewis,M. Lewis,,,,,8.0,T. Etienne,1630623.0,3.0,,,,,,,,,,,
552,PT05M44.00S,2025-04-04T01:37:12.5Z,4,REGULAR,3pt,Jump Shot,[],1630162,32.53942181340342,42.64705882352941,1610612750,75,93,2025-04-04T01:37:18Z,5400000,False,37.0,253.0,1,left,A. Edwards 25' 3PT  (28 PTS) (N. Alexander-Walker 4 AST),"[1630162, 1629638]",1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,25.61,Made,Edwards,A. Edwards,,,,,28.0,N. Alexander-Walker,1629638.0,4.0,,,,,,,,,,,
554,PT05M26.00S,2025-04-04T01:37:30.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631166,81.42247043363994,42.64705882352941,1610612751,77,93,2025-04-04T01:37:36Z,5420000,False,-37.0,122.0,1,right,D. Timme 12' floating Jump Shot (6 PTS) (T. Etienne 4 AST),"[1631166, 1630623]",1610612751.0,BKN,floating,,,,,,In The Paint (Non-RA),8-16 Center,12.75,Made,Timme,D. Timme,,,,,6.0,T. Etienne,1630623.0,4.0,,,,,,,,,,,
556,PT05M17.00S,2025-04-04T01:37:45.6Z,4,REGULAR,foul,offensive,[],203944,,,1610612750,77,93,2025-04-04T01:37:55Z,5440000,False,,,0,,J. Randle offensive FOUL (3 PF),"[203944, 1641727]",1610612750.0,MIN,,,,,,,Mid-Range,8-16 Left,,,Randle,J. Randle,,,,,,,,,,,,202037.0,3.0,0.0,Whitehead,1641727.0,,,
558,PT05M17.00S,2025-04-04T01:37:45.6Z,4,REGULAR,turnover,offensive foul,[],203944,,,1610612750,77,93,2025-04-04T01:37:45Z,5460000,False,,,0,,J. Randle offensive foul TURNOVER (2 TO),[203944],1610612750.0,MIN,,,,,,,Mid-Range,8-16 Left,,,Randle,J. Randle,,,,,,,,,2.0,,,202037.0,,,,,,,
559,PT05M01.00S,2025-04-04T01:38:16.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641721,95.87713534822602,4.411764705882353,1610612751,77,93,2025-04-04T01:38:24Z,5470000,False,-228.0,-14.0,1,right,MISS M. Lewis 3PT,[1641721],1610612751.0,BKN,,,,,,,Left Corner 3,24+ Left,22.83,Missed,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,
560,PT04M59.00S,2025-04-04T01:38:18.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612750,77,93,2025-04-04T01:38:24Z,5480000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,Left Corner 3,24+ Left,,,,,559.0,,,,,,,,,,,,,,,,,,
561,PT04M59.00S,2025-04-04T01:38:25.0Z,4,REGULAR,foul,personal,[],1641787,,,1610612750,77,93,2025-04-04T01:38:32Z,5490000,False,,,0,,T. Evbuomwan loose ball personal FOUL (2 PF),"[1641787, 203944]",1610612751.0,BKN,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,200832.0,2.0,0.0,Randle,203944.0,,,
563,PT04M44.00S,2025-04-04T01:38:52.2Z,4,REGULAR,3pt,Jump Shot,[],1630162,29.6484888304862,74.01960784313727,1610612750,77,93,2025-04-04T01:38:59Z,5510000,False,-120.0,226.0,1,left,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Left Center,25.61,Missed,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,
564,PT04M40.00S,2025-04-04T01:38:56.2Z,4,REGULAR,rebound,offensive,[],1629638,,,1610612750,77,93,2025-04-04T01:39:48Z,5520000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:1),[1629638],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Left Center,,,Alexander-Walker,N. Alexander-Walker,563.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
565,PT04M27.00S,2025-04-04T01:39:08.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203944,11.12023653088042,49.01960784313725,1610612750,77,95,2025-04-04T01:39:12Z,5530000,False,5.0,52.0,1,left,J. Randle turnaround fadeaway Jump Shot (11 PTS),[203944],1610612750.0,MIN,turnaround fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,5.22,Made,Randle,J. Randle,,,,,11.0,,,,,,,,,,,,,,
594,PT04M25.00S,2025-04-04T01:39:15.0Z,4,REGULAR,turnover,lost ball,[],1641721,,,1610612751,77,95,2025-04-04T01:44:26Z,5535000,False,,,0,,M. Lewis lost ball TURNOVER (1 TO),"[1641721, 1630162]",1610612751.0,BKN,,,,,,,Above the Break 3,24+ Right Center,,,Lewis,M. Lewis,,,,,,,,,1.0,Edwards,1630162.0,,,,,,,,
595,PT04M25.00S,2025-04-04T01:39:15.0Z,4,REGULAR,steal,,[],1630162,,,1610612750,77,95,2025-04-04T01:44:26Z,5537500,False,,,0,,A. Edwards STEAL (2 STL),[1630162],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,
596,PT04M23.00S,2025-04-04T01:39:18.3Z,4,REGULAR,turnover,bad pass,[],203944,,,1610612750,77,95,2025-04-04T01:44:50Z,5538750,False,,,0,,J. Randle bad pass TURNOVER (3 TO),"[203944, 1631166]",1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,,,Randle,J. Randle,,,,,,,,,3.0,Timme,1631166.0,,,,,,,,
597,PT04M23.00S,2025-04-04T01:39:18.3Z,4,REGULAR,steal,,[],1631166,,,1610612751,77,95,2025-04-04T01:44:50Z,5539375,False,,,0,,D. Timme STEAL (1 STL),[1631166],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Right Center,,,Timme,D. Timme,,,,,,,,,,,,,,,,,,,
566,PT04M14.00S,2025-04-04T01:39:21.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641721,70.38436268068331,73.2843137254902,1610612751,77,95,2025-04-04T01:44:50Z,5540000,False,116.0,226.0,1,right,MISS M. Lewis 25' 3PT,[1641721],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Right Center,25.41,Missed,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,
567,PT04M13.00S,2025-04-04T01:39:23.9Z,4,REGULAR,rebound,offensive,[],1641727,,,1610612751,77,95,2025-04-04T01:39:23Z,5550000,False,,,0,,D. Whitehead REBOUND (Off:1 Def:2),[1641727],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Right Center,,,Whitehead,D. Whitehead,566.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
568,PT04M09.00S,2025-04-04T01:39:28.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1641721,95.0886990801577,45.83333333333333,1610612751,79,95,2025-04-04T01:44:50Z,5560000,False,-21.0,-6.0,1,right,M. Lewis driving finger roll Layup (10 PTS) (T. Evbuomwan 3 AST),"[1641721, 1641787]",1610612751.0,BKN,driving finger roll,,,,,,Restricted Area,0-8 Center,2.17,Made,Lewis,M. Lewis,,,,,10.0,T. Evbuomwan,1641787.0,3.0,,,,,,,,,,,
570,PT03M54.00S,2025-04-04T01:39:41.9Z,4,REGULAR,3pt,Jump Shot,[],1630162,33.459264126149804,49.50980392156863,1610612750,79,95,2025-04-04T01:40:47Z,5580000,False,2.0,262.0,1,left,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,,,,Above the Break 3,24+ Center,26.2,Missed,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,
571,PT03M51.00S,2025-04-04T01:39:44.9Z,4,REGULAR,rebound,offensive,[],1629638,,,1610612750,79,95,2025-04-04T01:39:46Z,5590000,False,,,0,,N. Alexander-Walker REBOUND (Off:2 Def:1),[1629638],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,,,Alexander-Walker,N. Alexander-Walker,570.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
572,PT03M42.00S,2025-04-04T01:39:54.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,6.652431011826544,52.69607843137255,1610612750,79,97,2025-04-04T01:41:26Z,5600000,False,-13.0,10.0,1,left,N. Alexander-Walker driving finger roll Layup (10 PTS),[1629638],1610612750.0,MIN,driving finger roll,,,,,,Restricted Area,0-8 Center,1.68,Made,Alexander-Walker,N. Alexander-Walker,,,,,10.0,,,,,,,,,,,,,,
573,PT03M25.00S,2025-04-04T01:40:11.3Z,4,REGULAR,3pt,Jump Shot,[],1641727,94.03745072273325,3.9215686274509802,1610612751,82,97,2025-04-04T01:40:17Z,5610000,False,-230.0,4.0,1,right,D. Whitehead 3PT  (12 PTS) (M. Lewis 2 AST),"[1641727, 1641721]",1610612751.0,BKN,,,,,,,Left Corner 3,24+ Left,23.04,Made,Whitehead,D. Whitehead,,,,,12.0,M. Lewis,1641721.0,2.0,,,,,,,,,,,
575,PT03M23.00S,2025-04-04T01:40:18.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,82,97,2025-04-04T01:40:18Z,5630000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT03M13.00S,2025-04-04T01:42:04.5Z,4,REGULAR,turnover,bad pass,[],1630162,,,1610612750,82,97,2025-04-04T01:42:09Z,5640000,False,,,0,,A. Edwards bad pass TURNOVER (2 TO),"[1630162, 1641787]",1610612750.0,MIN,,,,,,,In The Paint (Non-RA),8-16 Left,,,Edwards,A. Edwards,,,,,,,,,2.0,Evbuomwan,1641787.0,,,,,,,,
577,PT03M13.00S,2025-04-04T01:42:04.5Z,4,REGULAR,steal,,[],1641787,,,1610612751,82,97,2025-04-04T01:42:06Z,5650000,False,,,0,,T. Evbuomwan STEAL (1 STL),[1641787],1610612751.0,BKN,,,,,,,In The Paint (Non-RA),8-16 Left,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,
578,PT03M04.00S,2025-04-04T01:42:13.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631166,67.23061760840999,55.392156862745104,1610612751,82,97,2025-04-04T01:42:18Z,5660000,False,27.0,256.0,1,right,MISS D. Timme 25' 3PT,[1631166],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Center,25.69,Missed,Timme,D. Timme,,,,,,,,,,,,,,,,,,,
579,PT03M00.00S,2025-04-04T01:42:17.7Z,4,REGULAR,rebound,defensive,[],1629638,,,1610612750,82,97,2025-04-04T01:42:18Z,5670000,False,,,0,,N. Alexander-Walker REBOUND (Off:2 Def:2),[1629638],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,,,Alexander-Walker,N. Alexander-Walker,578.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
580,PT02M48.00S,2025-04-04T01:42:29.1Z,4,REGULAR,turnover,bad pass,[],203944,,,1610612750,82,97,2025-04-04T01:42:34Z,5680000,False,,,0,,J. Randle bad pass TURNOVER (4 TO),"[203944, 1631166]",1610612750.0,MIN,,,,,,,Mid-Range,8-16 Right,,,Randle,J. Randle,,,,,,,,,4.0,Timme,1631166.0,,,,,,,,
581,PT02M48.00S,2025-04-04T01:42:29.1Z,4,REGULAR,steal,,[],1631166,,,1610612751,82,97,2025-04-04T01:48:33Z,5690000,False,,,0,,D. Timme STEAL (2 STL),[1631166],1610612751.0,BKN,,,,,,,Mid-Range,8-16 Right,,,Timme,D. Timme,,,,,,,,,,,,,,,,,,,
582,PT02M44.00S,2025-04-04T01:42:37.1Z,4,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612751,82,97,2025-04-04T01:42:55Z,5700000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Whitehead 2 FT),"[1629638, 1641727]",1610612750.0,MIN,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,1626300.0,1.0,0.0,Whitehead,1641727.0,,,
584,PT02M44.00S,2025-04-04T01:43:05.3Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641727,,,1610612751,83,97,2025-04-04T01:43:05Z,5720000,False,,,0,,D. Whitehead Free Throw 1 of 2 (13 PTS),[1641727],1610612751.0,BKN,,,,,,,,,,Made,Whitehead,D. Whitehead,,,,,13.0,,,,,,,,,,,,,,
585,PT02M44.00S,2025-04-04T01:43:20.5Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641727,,,1610612751,84,97,2025-04-04T01:43:20Z,5730000,False,,,0,,D. Whitehead Free Throw 2 of 2 (14 PTS),[1641727],1610612751.0,BKN,,,,,,,,,,Made,Whitehead,D. Whitehead,,,,,14.0,,,,,,,,,,,,,,
586,PT02M29.00S,2025-04-04T01:43:41.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.258212877792378,47.05882352941176,1610612750,84,99,2025-04-04T01:44:06Z,5740000,False,15.0,6.0,1,left,R. Gobert cutting DUNK (21 PTS) (N. Alexander-Walker 5 AST),"[203497, 1629638]",1610612750.0,MIN,cutting,,,,,,Restricted Area,0-8 Center,1.6,Made,Gobert,R. Gobert,,,,,21.0,N. Alexander-Walker,1629638.0,5.0,,,,,,,,,,,
588,PT02M18.00S,2025-04-04T01:43:51.9Z,4,REGULAR,3pt,Jump Shot,[],1641787,69.46452036793693,68.38235294117648,1610612751,87,99,2025-04-04T01:43:56Z,5760000,False,92.0,235.0,1,right,T. Evbuomwan 25' 3PT  (13 PTS) (D. Timme 2 AST),"[1641787, 1631166]",1610612751.0,BKN,,,,,,,Above the Break 3,24+ Right Center,25.19,Made,Evbuomwan,T. Evbuomwan,,,,,13.0,D. Timme,1631166.0,2.0,,,,,,,,,,,
590,PT02M01.00S,2025-04-04T01:44:10.0Z,4,REGULAR,3pt,Jump Shot,[],1629638,28.86005256241787,23.03921568627451,1610612750,87,102,2025-04-04T01:45:33Z,5780000,False,135.0,219.0,1,left,N. Alexander-Walker 25' 3PT step back (13 PTS) (A. Edwards 3 AST),"[1629638, 1630162]",1610612750.0,MIN,step back,,,,,,Above the Break 3,24+ Right Center,25.7,Made,Alexander-Walker,N. Alexander-Walker,,,,,13.0,A. Edwards,1630162.0,3.0,,,,,,,,,,,
592,PT02M01.00S,2025-04-04T01:44:15.5Z,4,REGULAR,foul,personal,['1freethrow'],1641727,,,1610612750,87,102,2025-04-04T01:44:28Z,5800000,False,,,0,,D. Whitehead shooting personal FOUL (2 PF) (Alexander-Walker 1 FT),"[1641727, 1629638]",1610612751.0,BKN,shooting,,,,,,Above the Break 3,24+ Right Center,,,Whitehead,D. Whitehead,,,,,,,,,,,,200832.0,2.0,0.0,Alexander-Walker,1629638.0,,,
598,PT02M01.00S,2025-04-04T01:45:04.9Z,4,REGULAR,freethrow,1 of 1,[],1629638,,,1610612750,87,102,2025-04-04T01:45:08Z,5820000,False,,,0,,MISS N. Alexander-Walker Free Throw 1 of 1,[1629638],1610612750.0,MIN,,,,,,,,,,Missed,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
