actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
89,PT04M12.00S,2025-03-01T00:58:45.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,10.988830486202366,50.73529411764706,1610612751,20,25,2025-03-01T00:59:32Z,890000,False,-4.0,51.0,1,left,D. Sharpe putback Layup (2 PTS),[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,5.09,Made,2.0,,,,,,,,,,,,,,,
90,PT03M53.00S,2025-03-01T00:59:00.8Z,1,REGULAR,3pt,Jump Shot,[],1641739,97.7168199737188,94.36274509803921,1610612757,20,25,2025-03-01T00:59:05Z,900000,False,222.0,-31.0,1,right,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,22.4,Missed,,,,,,,,,,,,,,,,
91,PT03M50.00S,2025-03-01T00:59:03.8Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612751,20,25,2025-03-01T00:59:05Z,910000,False,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Right Corner 3,24+ Right,,,,,,,,,,,90.0,1.0,1.0,0.0,,,,,,
92,PT03M44.00S,2025-03-01T00:59:11.4Z,1,REGULAR,turnover,lost ball,[],1630553,,,1610612751,20,25,2025-03-01T00:59:15Z,920000,False,,,0,,K. Johnson lost ball TURNOVER (2 TO),"[1630553, 1630703]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,2.0,,,,,,,Henderson,1630703.0,,,,,,,,,,
93,PT03M44.00S,2025-03-01T00:59:11.4Z,1,REGULAR,steal,,[],1630703,,,1610612757,20,25,2025-03-01T01:00:07Z,930000,False,,,0,,S. Henderson STEAL (1 STL),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
94,PT03M36.00S,2025-03-01T00:59:19.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630703,72.88107752956637,80.14705882352942,1610612757,20,25,2025-03-01T00:59:26Z,940000,False,151.0,202.0,1,right,MISS S. Henderson 25' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,,,25.23,Missed,,,,,,,,,,,,,,,,
95,PT03M31.00S,2025-03-01T00:59:23.6Z,1,REGULAR,rebound,offensive,[],1631133,,,1610612757,20,25,2025-03-01T00:59:23Z,950000,False,,,0,,J. Walker REBOUND (Off:1 Def:0),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,94.0,1.0,0.0,1.0,,,,,,
96,PT03M31.00S,2025-03-01T00:59:26.4Z,1,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612757,20,25,2025-03-01T01:10:33Z,960000,False,,,0,,T. Watford shooting personal FOUL (1 PF) (Walker 2 FT),"[1630570, 1631133]",1610612751.0,BKN,shooting,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,,,,1.0,0.0,Walker,1631133.0,,
98,PT03M31.00S,2025-03-01T00:59:53.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1631133,,,1610612757,20,26,2025-03-01T01:00:14Z,980000,False,,,0,,J. Walker Free Throw 1 of 2 (1 PTS),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
99,PT03M31.00S,2025-03-01T00:59:53.1Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1631133,,,1610612757,20,26,2025-03-01T01:00:14Z,990000,False,,,0,,MISS J. Walker Free Throw 2 of 2,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
100,PT03M26.00S,2025-03-01T00:59:58.1Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612751,20,26,2025-03-01T01:00:14Z,1000000,False,,,0,,T. Watford REBOUND (Off:0 Def:2),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,99.0,2.0,2.0,0.0,,,,,,
101,PT03M23.00S,2025-03-01T01:00:17.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630592,6.783837056504599,4.166666666666666,1610612751,20,26,2025-03-01T01:02:29Z,1010000,False,229.0,11.0,1,left,MISS J. Wilson running 3PT,[1630592],1610612751.0,BKN,running,,,Wilson,J. Wilson,,,,,Right Corner 3,24+ Right,,,22.95,Missed,,,,,,,,,,,,,,,,
102,PT03M19.00S,2025-03-01T01:00:21.0Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,20,26,2025-03-01T01:00:23Z,1020000,False,,,0,,S. Henderson REBOUND (Off:0 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,101.0,1.0,1.0,0.0,,,,,,
103,PT03M14.00S,2025-03-01T01:00:29.4Z,1,REGULAR,turnover,out-of-bounds,[],1630703,,,1610612757,20,26,2025-03-01T01:00:37Z,1030000,False,,,0,,S. Henderson bad pass out-of-bounds TURNOVER (1 TO),[1630703],1610612757.0,POR,bad pass,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right,202035.0,1.0,,,,,,,,,,,,,,,,,,
104,PT03M01.00S,2025-03-01T01:00:51.1Z,1,REGULAR,turnover,bad pass,[],1631213,,,1610612751,20,26,2025-03-01T01:00:56Z,1040000,False,,,0,,T. Martin bad pass TURNOVER (1 TO),"[1631213, 1631133]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,Walker,1631133.0,,,,,,,,,,
105,PT03M01.00S,2025-03-01T01:00:51.1Z,1,REGULAR,steal,,[],1631133,,,1610612757,20,26,2025-03-01T01:00:53Z,1050000,False,,,0,,J. Walker STEAL (1 STL),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
106,PT02M57.00S,2025-03-01T01:00:54.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641739,92.59198423127464,51.225490196078425,1610612757,20,26,2025-03-01T01:00:59Z,1060000,False,6.0,17.0,1,right,MISS T. Camara running Layup - blocked,"[1641739, 1630549]",1610612757.0,POR,running,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,1.82,Missed,,,,,,,,,,,,,,,Sharpe,1630549.0
107,PT02M57.00S,2025-03-01T01:00:54.8Z,1,REGULAR,block,,[],1630549,,,1610612757,20,26,2025-03-01T01:00:57Z,1070000,False,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
108,PT02M54.00S,2025-03-01T01:00:57.8Z,1,REGULAR,rebound,offensive,[],1629014,,,1610612757,20,26,2025-03-01T01:00:59Z,1080000,False,,,0,,A. Simons REBOUND (Off:1 Def:0),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,106.0,1.0,0.0,1.0,,,,,,
109,PT02M52.00S,2025-03-01T01:01:00.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629014,72.7496714848883,79.90196078431373,1610612757,20,26,2025-03-01T01:01:10Z,1090000,False,150.0,204.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,25.27,Missed,,,,,,,,,,,,,,,,
110,PT02M50.00S,2025-03-01T01:01:02.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,20,26,2025-03-01T01:01:14Z,1100000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,109.0,,,,,,,,,
112,PT02M29.00S,2025-03-01T01:01:49.7Z,1,REGULAR,3pt,Jump Shot,[],1630592,14.011169513797633,4.411764705882353,1610612751,20,26,2025-03-01T01:01:54Z,1120000,False,228.0,79.0,1,left,MISS J. Wilson 24' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Right Corner 3,24+ Right,,,24.13,Missed,,,,,,,,,,,,,,,,
113,PT02M27.00S,2025-03-01T01:01:51.7Z,1,REGULAR,rebound,offensive,[],1630553,,,1610612751,20,26,2025-03-01T01:01:54Z,1130000,False,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,112.0,1.0,0.0,1.0,,,,,,
114,PT02M25.00S,2025-03-01T01:01:53.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631213,27.677398160315374,78.43137254901961,1610612751,20,26,2025-03-01T01:02:02Z,1140000,False,-142.0,208.0,1,left,MISS T. Martin 25' 3PT,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,,,25.17,Missed,,,,,,,,,,,,,,,,
115,PT02M21.00S,2025-03-01T01:01:57.9Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,20,26,2025-03-01T01:01:57Z,1150000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,114.0,2.0,0.0,2.0,,,,,,
116,PT02M18.00S,2025-03-01T01:02:01.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630592,6.389618922470433,54.65686274509803,1610612751,22,26,2025-03-01T01:02:09Z,1160000,False,-23.0,8.0,1,left,J. Wilson reverse Layup (2 PTS),[1630592],1610612751.0,BKN,reverse,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,2.45,Made,2.0,,,,,,,,,,,,,,,
117,PT02M05.00S,2025-03-01T01:02:13.6Z,1,REGULAR,3pt,Jump Shot,[],1631101,68.80749014454665,22.058823529411764,1610612757,22,29,2025-03-01T01:02:20Z,1170000,False,-140.0,241.0,1,right,S. Sharpe 27' 3PT  (14 PTS) (S. Henderson 4 AST),"[1631101, 1630703]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,27.83,Made,14.0,S. Henderson,1630703.0,4.0,,,,,,,,,,,,
119,PT01M40.00S,2025-03-01T01:02:38.0Z,1,REGULAR,3pt,Jump Shot,[],1631213,5.469776609724048,4.166666666666666,1610612751,25,29,2025-03-01T01:02:42Z,1190000,False,229.0,-1.0,1,left,T. Martin 3PT  (5 PTS) (J. Wilson 1 AST),"[1631213, 1630592]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Right Corner 3,24+ Right,,,22.92,Made,5.0,J. Wilson,1630592.0,1.0,,,,,,,,,,,,
121,PT01M29.00S,2025-03-01T01:02:49.6Z,1,REGULAR,3pt,Jump Shot,[],1630703,70.25295663600527,23.774509803921568,1610612757,25,29,2025-03-01T01:02:54Z,1210000,False,-131.0,227.0,1,right,MISS S. Henderson 26' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,,,26.22,Missed,,,,,,,,,,,,,,,,
122,PT01M25.00S,2025-03-01T01:02:53.6Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,25,29,2025-03-01T01:02:54Z,1220000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,
123,PT01M19.00S,2025-03-01T01:02:59.1Z,1,REGULAR,3pt,Jump Shot,[],1630592,2.447437582128778,95.09803921568627,1610612751,25,29,2025-03-01T01:03:06Z,1230000,False,-225.0,-29.0,1,left,MISS J. Wilson 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Left Corner 3,24+ Left,,,22.74,Missed,,,,,,,,,,,,,,,,
124,PT01M18.00S,2025-03-01T01:03:00.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,25,29,2025-03-01T01:03:06Z,1240000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,123.0,,,,,,,,,
126,PT01M18.00S,2025-03-01T01:03:07.3Z,1,REGULAR,substitution,out,[],1630592,,,1610612757,25,29,2025-03-01T01:03:17Z,1260000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M18.00S,2025-03-01T01:03:07.3Z,1,REGULAR,substitution,out,[],1630553,,,1610612757,25,29,2025-03-01T01:03:17Z,1270000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M18.00S,2025-03-01T01:03:07.3Z,1,REGULAR,substitution,out,[],1631101,,,1610612757,25,29,2025-03-01T01:03:17Z,1280000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M18.00S,2025-03-01T01:03:07.3Z,1,REGULAR,substitution,in,[],1641736,,,1610612757,25,29,2025-03-01T01:03:17Z,1290000,False,,,0,,SUB in: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M18.00S,2025-03-01T01:03:07.3Z,1,REGULAR,substitution,in,[],1630560,,,1610612757,25,29,2025-03-01T01:03:17Z,1300000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M18.00S,2025-03-01T01:03:07.3Z,1,REGULAR,substitution,in,[],1630625,,,1610612757,25,29,2025-03-01T01:03:17Z,1310000,False,,,0,,SUB in: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M01.00S,2025-03-01T01:03:41.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641739,86.67871222076215,51.71568627450981,1610612757,25,29,2025-03-01T01:03:48Z,1320000,False,9.0,73.0,1,right,MISS T. Camara 7' turnaround Hook,[1641739],1610612757.0,POR,turnaround,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,7.32,Missed,,,,,,,,,,,,,,,,
133,PT00M59.60S,2025-03-01T01:03:44.1Z,1,REGULAR,rebound,offensive,[],1630625,,,1610612757,25,29,2025-03-01T01:03:44Z,1330000,False,,,0,,D. Banton REBOUND (Off:1 Def:0),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,132.0,1.0,0.0,1.0,,,,,,
134,PT00M56.00S,2025-03-01T01:03:48.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631133,93.77463863337714,50.49019607843137,1610612757,25,31,2025-03-01T01:06:29Z,1340000,False,2.0,6.0,1,right,J. Walker cutting DUNK (3 PTS) (T. Camara 2 AST),"[1631133, 1641739]",1610612757.0,POR,cutting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,0.65,Made,3.0,T. Camara,1641739.0,2.0,,,,,,,,,,,,
136,PT00M46.10S,2025-03-01T01:04:06.7Z,1,REGULAR,foul,offensive,[],1630560,,,1610612751,25,31,2025-03-01T01:04:12Z,1360000,False,,,0,,C. Thomas offensive FOUL (1 PF),"[1630560, 1629014]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,200834.0,,,,,,,,,,,,,,1.0,0.0,Simons,1629014.0,,
138,PT00M46.10S,2025-03-01T01:04:06.7Z,1,REGULAR,turnover,offensive foul,[],1630560,,,1610612751,25,31,2025-03-01T01:04:06Z,1380000,False,,,0,,C. Thomas offensive foul TURNOVER (2 TO),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,200834.0,2.0,,,,,,,,,,,,,,,,,,
139,PT00M30.50S,2025-03-01T01:04:37.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629014,91.40932982917214,64.2156862745098,1610612757,25,31,2025-03-01T01:07:05Z,1390000,False,71.0,28.0,1,right,MISS A. Simons 7' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,7.65,Missed,,,,,,,,,,,,,,,,
140,PT00M30.50S,2025-03-01T01:04:37.4Z,1,REGULAR,rebound,offensive,[],1631133,,,1610612757,25,31,2025-03-01T01:05:58Z,1400000,False,,,0,,J. Walker REBOUND (Off:2 Def:0),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,139.0,2.0,0.0,2.0,,,,,,
141,PT00M27.90S,2025-03-01T01:04:41.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631133,94.03745072273325,49.754901960784316,1610612757,25,33,2025-03-01T01:05:07Z,1410000,False,-1.0,4.0,1,right,J. Walker putback Layup (5 PTS),[1631133],1610612757.0,POR,putback,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,0.37,Made,5.0,,,,,,,,,,,,,,,
142,PT00M06.90S,2025-03-01T01:05:03.5Z,1,REGULAR,3pt,Jump Shot,[],1630560,31.488173455978973,25.735294117647058,1610612751,25,33,2025-03-01T01:05:10Z,1420000,False,121.0,243.0,1,left,MISS C. Thomas 27' step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,,,27.2,Missed,,,,,,,,,,,,,,,,
143,PT00M04.90S,2025-03-01T01:05:05.5Z,1,REGULAR,rebound,offensive,[],1631213,,,1610612751,25,33,2025-03-01T01:39:26Z,1430000,False,,,0,,T. Martin REBOUND (Off:1 Def:0),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,142.0,1.0,0.0,1.0,,,,,,
144,PT00M03.60S,2025-03-01T01:05:09.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630570,6.783837056504599,47.30392156862745,1610612751,25,33,2025-03-01T01:08:07Z,1440000,False,13.0,11.0,1,left,MISS T. Watford floating Shot,[1630570],1610612751.0,BKN,floating,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,1.76,Missed,,,,,,,,,,,,,,,,
145,PT00M00.50S,2025-03-01T01:05:12.9Z,1,REGULAR,rebound,offensive,[],1631213,,,1610612751,25,33,2025-03-01T01:39:52Z,1450000,False,,,0,,T. Martin REBOUND (Off:2 Def:0),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,144.0,2.0,0.0,2.0,,,,,,
207,PT00M00.30S,2025-03-01T01:05:16.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631213,6.4881734559789805,50.0,1610612751,25,33,2025-03-01T01:40:44Z,1475000,False,0.0,8.0,1,left,MISS T. Martin floating Shot,[1631213],1610612751.0,BKN,floating,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,,,0.85,Missed,,,,,,,,,,,,,,,,
208,PT00M00.10S,2025-03-01T01:05:16.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,25,33,2025-03-01T01:15:02Z,1487500,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,207.0,,,,,,,,,
150,PT00M00.00S,2025-03-01T01:05:22.5Z,1,REGULAR,period,end,[],0,,,1610612751,25,33,2025-03-01T01:05:22Z,1500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-03-01T01:06:25.0Z,2,REGULAR,substitution,out,['startperiod'],1630570,,,1610612751,25,33,2025-03-01T01:07:56Z,1510000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-03-01T01:06:25.0Z,2,REGULAR,substitution,out,['startperiod'],1641739,,,1610612751,25,33,2025-03-01T01:07:56Z,1530000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-03-01T01:06:25.0Z,2,REGULAR,substitution,in,['startperiod'],1630592,,,1610612751,25,33,2025-03-01T01:07:56Z,1540000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-03-01T01:06:25.0Z,2,REGULAR,substitution,in,['startperiod'],1631200,,,1610612751,25,33,2025-03-01T01:07:56Z,1560000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-03-01T01:08:00.9Z,2,REGULAR,period,start,[],0,,,1610612757,25,33,2025-03-01T01:08:00Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M35.00S,2025-03-01T01:08:25.5Z,2,REGULAR,3pt,Jump Shot,[],1630703,67.88764783180025,36.51960784313725,1610612757,25,33,2025-03-01T01:08:32Z,1580000,False,-67.0,249.0,1,right,MISS S. Henderson 25' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Center,,,25.83,Missed,,,,,,,,,,,,,,,,
159,PT11M29.00S,2025-03-01T01:08:31.5Z,2,REGULAR,rebound,defensive,[],1641736,,,1610612751,25,33,2025-03-01T01:08:31Z,1590000,False,,,0,,R. Beekman REBOUND (Off:0 Def:1),[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,Above the Break 3,24+ Center,,,,,,,,,,,158.0,1.0,1.0,0.0,,,,,,
160,PT11M29.00S,2025-03-01T01:08:34.9Z,2,REGULAR,foul,personal,[],1631133,,,1610612751,25,33,2025-03-01T01:08:59Z,1600000,False,,,0,,J. Walker personal FOUL (1 PF),"[1631133, 1641736]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,200834.0,,,,,,,,,,,,,,1.0,0.0,Beekman,1641736.0,,
162,PT11M15.00S,2025-03-01T01:09:02.7Z,2,REGULAR,turnover,bad pass,[],1641736,,,1610612751,25,33,2025-03-01T01:09:06Z,1620000,False,,,0,,R. Beekman bad pass TURNOVER (1 TO),"[1641736, 1631200]",1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,Above the Break 3,24+ Center,,1.0,,,,,,,Murray,1631200.0,,,,,,,,,,
163,PT11M15.00S,2025-03-01T01:09:02.7Z,2,REGULAR,steal,,[],1631200,,,1610612757,25,33,2025-03-01T01:09:05Z,1630000,False,,,0,,K. Murray STEAL (1 STL),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
164,PT11M11.00S,2025-03-01T01:09:06.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631200,93.24901445466492,50.49019607843137,1610612757,25,35,2025-03-01T01:16:29Z,1640000,False,2.0,11.0,1,right,K. Murray Layup (2 PTS),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,1.13,Made,2.0,,,,,,,,,,,,,,,
165,PT10M56.00S,2025-03-01T01:09:22.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,5.863994743758213,46.81372549019608,1610612751,27,35,2025-03-01T01:09:26Z,1650000,False,16.0,3.0,1,left,C. Thomas driving Layup (4 PTS) (D. Sharpe 1 AST),"[1630560, 1630549]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,1.61,Made,4.0,D. Sharpe,1630549.0,1.0,,,,,,,,,,,,
167,PT10M37.00S,2025-03-01T01:09:40.3Z,2,REGULAR,3pt,Jump Shot,[],1629014,68.28186596583443,26.715686274509803,1610612757,27,35,2025-03-01T01:17:15Z,1670000,False,-116.0,246.0,1,right,MISS A. Simons 27' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,27.19,Missed,,,,,,,,,,,,,,,,
168,PT10M36.00S,2025-03-01T01:09:41.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,27,35,2025-03-01T01:09:47Z,1680000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,167.0,,,,,,,,,
169,PT10M36.00S,2025-03-01T01:09:50.2Z,2,REGULAR,foul,personal,[],1631133,,,1610612751,27,35,2025-03-01T01:10:36Z,1690000,False,,,0,,J. Walker loose ball personal FOUL (2 PF),"[1631133, 1630549]",1610612757.0,POR,loose ball,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Left,202035.0,,,,,,,,,,,,,,2.0,0.0,Sharpe,1630549.0,,
171,PT10M36.00S,2025-03-01T01:10:00.3Z,2,REGULAR,substitution,out,[],1630703,,,1610612751,27,35,2025-03-01T01:10:17Z,1710000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M36.00S,2025-03-01T01:10:00.3Z,2,REGULAR,substitution,out,[],1631133,,,1610612751,27,35,2025-03-01T01:10:17Z,1720000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M36.00S,2025-03-01T01:10:00.3Z,2,REGULAR,substitution,in,[],1631101,,,1610612751,27,35,2025-03-01T01:10:17Z,1730000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M36.00S,2025-03-01T01:10:00.3Z,2,REGULAR,substitution,in,[],1642270,,,1610612751,27,35,2025-03-01T01:10:17Z,1740000,False,,,0,,SUB in: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
