actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
331,PT09M28.00S,2025-01-23T01:52:08.7Z,3,REGULAR,rebound,offensive,[],1631213,,,1610612751,46,60,2025-01-23T01:54:00Z,3280000,False,,,0,,T. Martin REBOUND (Off:1 Def:1),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,,,330.0,,2.0,1.0,1.0,,,,,,,,,,,,,
332,PT09M26.00S,2025-01-23T01:52:11.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630553,67.13206307490145,64.63311887254902,1610612751,46,60,2025-01-23T01:54:18Z,3290000,False,73.0,256.0,1,right,MISS K. Johnson 26' 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,26.67,Missed,,,,,,,,,,,,,,,,,,
333,PT09M22.00S,2025-01-23T01:52:15.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,46,60,2025-01-23T01:54:18Z,3300000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Center,,,332.0,,,,,,,,,,,,,,,,,
334,PT09M22.00S,2025-01-23T01:53:14.2Z,3,REGULAR,foul,personal,[],1641730,,,1610612756,46,60,2025-01-23T01:54:28Z,3310000,False,,,0,,N. Clowney loose ball personal FOUL (2 PF),"[1641730, 1630208]",1610612751.0,BKN,loose ball,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,1627962.0,,,,,,,,,,,,,2.0,0.0,Richards,1630208.0
336,PT09M04.00S,2025-01-23T01:53:38.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642346,5.913272010512486,45.74908088235294,1610612756,46,60,2025-01-23T01:55:01Z,3330000,False,21.0,3.0,1,left,MISS R. Dunn driving reverse Layup,[1642346],1610612756.0,PHX,driving reverse,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,2.15,Missed,,,,,,,,,,,,,,,,,,
337,PT09M03.00S,2025-01-23T01:53:39.1Z,3,REGULAR,rebound,defensive,[],1630553,,,1610612751,46,60,2025-01-23T01:55:01Z,3340000,False,,,0,,K. Johnson REBOUND (Off:1 Def:3),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,336.0,,4.0,3.0,1.0,,,,,,,,,,,,,
338,PT08M55.00S,2025-01-23T01:53:47.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641730,89.35611038107753,57.532935049019606,1610612751,46,60,2025-01-23T01:55:59Z,3350000,False,38.0,48.0,1,right,MISS N. Clowney 6' driving DUNK,[1641730],1610612751.0,BKN,driving,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,6.07,Missed,,,,,,,,,,,,,,,,,,
340,PT08M53.00S,2025-01-23T01:53:49.4Z,3,REGULAR,rebound,offensive,[],1631213,,,1610612751,46,60,2025-01-23T01:55:59Z,3370000,False,,,0,,T. Martin REBOUND (Off:2 Def:1),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,338.0,,3.0,1.0,2.0,,,,,,,,,,,,,
341,PT08M50.00S,2025-01-23T01:53:55.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631213,88.83048620236531,43.604473039215684,1610612751,46,60,2025-01-23T01:56:42Z,3380000,False,-32.0,52.0,1,right,MISS T. Martin 6' fadeaway Shot,[1631213],1610612751.0,BKN,fadeaway,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,6.15,Missed,,,,,,,,,,,,,,,,,,
342,PT08M48.00S,2025-01-23T01:53:57.8Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612756,46,60,2025-01-23T01:56:42Z,3390000,False,,,0,,N. Richards REBOUND (Off:4 Def:5),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,341.0,,9.0,5.0,4.0,,,,,,,,,,,,,
343,PT08M46.00S,2025-01-23T01:54:01.7Z,3,REGULAR,turnover,out-of-bounds,[],1630208,,,1610612756,46,60,2025-01-23T01:57:47Z,3400000,False,,,0,,N. Richards lost ball out-of-bounds TURNOVER (2 TO),[1630208],1610612756.0,PHX,lost ball,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,1830.0,,,,,,,,,,2.0,,,,,,
344,PT08M44.00S,2025-01-23T01:54:22.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630592,68.54467805519053,77.20588235294117,1610612751,46,60,2025-01-23T01:59:06Z,3410000,False,136.0,243.0,1,right,MISS J. Wilson 27' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,27.86,Missed,,,,,,,,,,,,,,,,,,
345,PT08M41.00S,2025-01-23T01:54:25.1Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,46,60,2025-01-23T01:59:06Z,3420000,False,,,0,,N. Claxton REBOUND (Off:4 Def:7),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,344.0,,11.0,7.0,4.0,,,,,,,,,,,,,
346,PT08M39.00S,2025-01-23T01:54:27.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630592,68.67608409986859,77.69607843137256,1610612751,49,60,2025-01-23T01:59:15Z,3430000,False,138.0,242.0,1,right,J. Wilson 27' 3PT  (11 PTS) (N. Claxton 2 AST),"[1630592, 1629651]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,27.87,Made,,,,,,11.0,N. Claxton,1629651.0,2.0,,,,,,,,,
348,PT08M24.00S,2025-01-23T01:54:41.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,18.134034165571606,40.41819852941176,1610612756,49,62,2025-01-23T01:59:28Z,3450000,False,48.0,118.0,1,left,D. Booker 12' fadeaway Jump Shot (11 PTS),[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,12.74,Made,,,,,,11.0,,,,,,,,,,,,
349,PT08M03.00S,2025-01-23T01:55:03.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,87.3850197109067,43.16023284313726,1610612751,51,62,2025-01-23T01:59:51Z,3460000,False,-34.0,66.0,1,right,K. Johnson 7' driving finger roll Layup (11 PTS) (J. Wilson 3 AST),"[1630553, 1630592]",1610612751.0,BKN,driving finger roll,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.44,Made,,,,,,11.0,J. Wilson,1630592.0,3.0,,,,,,,,,
350,PT07M52.00S,2025-01-23T01:55:13.6Z,3,REGULAR,3pt,Jump Shot,[],201142,5.387647831800251,96.79074754901961,1610612756,51,65,2025-01-23T02:00:13Z,3470000,False,-234.0,-2.0,1,left,K. Durant 3PT  (24 PTS) (D. Booker 5 AST),"[201142, 1626164]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,23.4,Made,,,,,,24.0,D. Booker,1626164.0,5.0,,,,,,,,,
356,PT07M20.00S,2025-01-23T01:56:15.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,81.99737187910644,42.915134803921575,1610612751,53,65,2025-01-23T02:13:34Z,3520000,False,-35.0,117.0,1,right,N. Claxton 12' step back Jump Shot (6 PTS),[1629651],1610612751.0,BKN,step back,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,12.2,Made,,,,,,6.0,,,,,,,,,,,,
357,PT07M01.00S,2025-01-23T01:56:33.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1626164,11.563731931668855,42.133884803921575,1610612756,53,67,2025-01-23T02:02:10Z,3530000,False,39.0,56.0,1,left,D. Booker 6' pullup Jump Shot (13 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,6.86,Made,,,,,,13.0,,,,,,,,,,,,
358,PT07M01.00S,2025-01-23T01:56:41.1Z,3,REGULAR,violation,defensive goaltending,[],1629651,,,1610612756,53,67,2025-01-23T02:02:22Z,3540000,False,,,0,,N. Claxton defensive goaltending VIOLATION,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,1830.0,,,,,,,,,,,,,,,,
359,PT06M47.00S,2025-01-23T01:57:05.3Z,3,REGULAR,3pt,Jump Shot,[],1641730,91.67214191852825,4.166666666666666,1610612751,53,67,2025-01-23T02:02:41Z,3550000,False,-229.0,26.0,1,right,MISS N. Clowney 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
360,PT06M45.00S,2025-01-23T01:57:07.3Z,3,REGULAR,rebound,offensive,[],1630553,,,1610612751,53,67,2025-01-23T02:02:41Z,3560000,False,,,0,,K. Johnson REBOUND (Off:2 Def:3),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,359.0,,5.0,3.0,2.0,,,,,,,,,,,,,
361,PT06M37.00S,2025-01-23T01:57:16.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630553,94.61235216819973,52.94500612745098,1610612751,53,67,2025-01-23T02:03:14Z,3570000,False,15.0,-2.0,1,right,MISS K. Johnson driving reverse Layup,[1630553],1610612751.0,BKN,driving reverse,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.48,Missed,,,,,,,,,,,,,,,,,,
362,PT06M35.00S,2025-01-23T01:57:18.8Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612756,53,67,2025-01-23T02:03:55Z,3580000,False,,,0,,N. Richards REBOUND (Off:4 Def:6),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,361.0,,10.0,6.0,4.0,,,,,,,,,,,,,
363,PT06M33.00S,2025-01-23T01:57:20.6Z,3,REGULAR,turnover,bad pass,[],1630208,,,1610612756,53,67,2025-01-23T02:04:20Z,3590000,False,,,0,,N. Richards bad pass TURNOVER (3 TO),"[1630208, 1630592]",1610612756.0,PHX,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,3.0,Wilson,1630592.0,,,,
364,PT06M33.00S,2025-01-23T01:57:20.6Z,3,REGULAR,steal,,[],1630592,,,1610612751,53,67,2025-01-23T01:57:22Z,3600000,False,,,0,,J. Wilson STEAL (1 STL),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
365,PT06M31.00S,2025-01-23T01:57:23.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630592,90.67017082785809,43.604473039215684,1610612751,55,67,2025-01-23T02:04:35Z,3610000,False,-32.0,35.0,1,right,J. Wilson driving Layup (13 PTS),[1630592],1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,4.76,Made,,,,,,13.0,,,,,,,,,,,,
366,PT06M22.00S,2025-01-23T01:57:31.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,6.176084099868589,61.473651960784316,1610612756,55,69,2025-01-23T02:04:52Z,3620000,False,-57.0,6.0,1,left,D. Booker driving Layup (15 PTS),[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,5.77,Made,,,,,,15.0,,,,,,,,,,,,
367,PT06M22.00S,2025-01-23T01:57:33.6Z,3,REGULAR,foul,personal,['1freethrow'],1630553,,,1610612756,55,69,2025-01-23T02:05:01Z,3630000,False,,,0,,K. Johnson shooting personal FOUL (2 PF) (Booker 1 FT),"[1630553, 1626164]",1610612751.0,BKN,shooting,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,1627964.0,,,,,,,,,,,,,2.0,0.0,Booker,1626164.0
369,PT06M22.00S,2025-01-23T01:57:45.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,55,69,2025-01-23T01:57:45Z,3650000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT06M22.00S,2025-01-23T01:57:48.9Z,3,REGULAR,substitution,out,[],1629651,,,1610612756,55,69,2025-01-23T02:00:43Z,3660000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT06M22.00S,2025-01-23T01:57:48.9Z,3,REGULAR,substitution,out,[],1630553,,,1610612756,55,69,2025-01-23T02:00:43Z,3670000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT06M22.00S,2025-01-23T01:57:48.9Z,3,REGULAR,substitution,out,[],1630208,,,1610612756,55,69,2025-01-23T02:00:43Z,3680000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M22.00S,2025-01-23T01:57:48.9Z,3,REGULAR,substitution,in,[],1641787,,,1610612756,55,69,2025-01-23T02:00:43Z,3690000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M22.00S,2025-01-23T01:57:48.9Z,3,REGULAR,substitution,in,[],1630549,,,1610612756,55,69,2025-01-23T02:00:43Z,3700000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT06M22.00S,2025-01-23T01:57:48.9Z,3,REGULAR,substitution,in,[],203486,,,1610612756,55,69,2025-01-23T02:00:43Z,3710000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M22.00S,2025-01-23T02:01:04.1Z,3,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,55,70,2025-01-23T02:01:04Z,3720000,False,,,0,,D. Booker Free Throw 1 of 1 (16 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,16.0,,,,,,,,,,,,
377,PT06M06.00S,2025-01-23T02:01:23.3Z,3,REGULAR,3pt,Jump Shot,[],1641730,80.55190538764784,93.359375,1610612751,58,70,2025-01-23T02:05:33Z,3730000,False,217.0,130.0,1,right,N. Clowney 25' 3PT  (7 PTS) (T. Evbuomwan 1 AST),"[1641730, 1641787]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,25.29,Made,,,,,,7.0,T. Evbuomwan,1641787.0,1.0,,,,,,,,,
379,PT05M55.00S,2025-01-23T02:01:35.6Z,3,REGULAR,3pt,Jump Shot,[],201142,6.176084099868589,96.79074754901961,1610612756,58,70,2025-01-23T02:06:00Z,3750000,False,-234.0,6.0,1,left,MISS K. Durant 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
380,PT05M53.00S,2025-01-23T02:01:37.6Z,3,REGULAR,rebound,defensive,[],1630549,,,1610612751,58,70,2025-01-23T02:06:00Z,3760000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Left Corner 3,24+ Left,,,379.0,,2.0,1.0,1.0,,,,,,,,,,,,,
381,PT05M41.00S,2025-01-23T02:01:50.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,94.48094612352168,46.52267156862745,1610612751,60,70,2025-01-23T02:06:29Z,3770000,False,-17.0,-1.0,1,right,J. Wilson driving reverse Layup (15 PTS) (T. Martin 1 AST),"[1630592, 1631213]",1610612751.0,BKN,driving reverse,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,,15.0,T. Martin,1631213.0,1.0,,,,,,,,,
383,PT05M27.00S,2025-01-23T02:02:04.9Z,3,REGULAR,turnover,bad pass,[],203486,,,1610612756,60,70,2025-01-23T02:06:45Z,3790000,False,,,0,,M. Plumlee bad pass TURNOVER (1 TO),"[203486, 1641787]",1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,1.0,Evbuomwan,1641787.0,,,,
384,PT05M27.00S,2025-01-23T02:02:04.9Z,3,REGULAR,steal,,[],1641787,,,1610612751,60,70,2025-01-23T02:02:06Z,3800000,False,,,0,,T. Evbuomwan STEAL (1 STL),[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
385,PT05M20.00S,2025-01-23T02:02:11.5Z,3,REGULAR,turnover,out-of-bounds,[],1641787,,,1610612751,60,70,2025-01-23T02:07:00Z,3810000,False,,,0,,T. Evbuomwan bad pass out-of-bounds TURNOVER (1 TO),[1641787],1610612751.0,BKN,bad pass,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Right Center,,,,1627964.0,,,,,,,,,,1.0,,,,,,
386,PT04M59.00S,2025-01-23T02:02:42.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203486,7.095926412614986,95.81035539215686,1610612756,60,70,2025-01-23T02:07:16Z,3820000,False,-229.0,14.0,1,left,MISS M. Plumlee 3PT,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Left Corner 3,24+ Left,22.95,Missed,,,,,,,,,,,,,,,,,,
387,PT04M57.00S,2025-01-23T02:02:44.2Z,3,REGULAR,rebound,defensive,[],1630592,,,1610612751,60,70,2025-01-23T02:07:16Z,3830000,False,,,0,,J. Wilson REBOUND (Off:0 Def:3),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Left Corner 3,24+ Left,,,386.0,,3.0,3.0,0.0,,,,,,,,,,,,,
388,PT04M53.00S,2025-01-23T02:02:50.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631213,90.40735873850197,43.17938112745098,1610612751,60,70,2025-01-23T02:07:52Z,3840000,False,-34.0,38.0,1,right,MISS T. Martin running Layup,[1631213],1610612751.0,BKN,running,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,,,,,,,,,,,,,,,,,
389,PT04M52.00S,2025-01-23T02:02:51.2Z,3,REGULAR,rebound,offensive,[],1630549,,,1610612751,60,70,2025-01-23T02:07:52Z,3850000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,388.0,,3.0,1.0,2.0,,,,,,,,,,,,,
390,PT04M52.00S,2025-01-23T02:02:55.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630549,90.93298291721419,50.09957107843137,1610612751,60,70,2025-01-23T02:08:44Z,3860000,False,0.0,33.0,1,right,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,,,,,
391,PT04M51.00S,2025-01-23T02:02:56.5Z,3,REGULAR,rebound,offensive,[],1630549,,,1610612751,60,70,2025-01-23T02:08:22Z,3870000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,390.0,,4.0,1.0,3.0,,,,,,,,,,,,,
392,PT04M51.00S,2025-01-23T02:02:57.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630549,94.40999984741211,50.0,1610612751,60,70,2025-01-23T02:08:46Z,3880000,False,0.0,0.0,1,right,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
393,PT04M49.00S,2025-01-23T02:02:59.4Z,3,REGULAR,rebound,defensive,[],201142,,,1610612756,60,70,2025-01-23T02:08:33Z,3890000,False,,,0,,K. Durant REBOUND (Off:1 Def:5),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,392.0,,6.0,5.0,1.0,,,,,,,,,,,,,
394,PT04M45.00S,2025-01-23T02:03:00.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642346,7.621550591327193,38.99356617647059,1610612756,60,70,2025-01-23T02:09:11Z,3900000,False,55.0,19.0,1,left,MISS R. Dunn running Layup,[1642346],1610612756.0,PHX,running,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),0-8 Center,5.82,Missed,,,,,,,,,,,,,,,,,,
395,PT04M43.00S,2025-01-23T02:03:02.2Z,3,REGULAR,rebound,offensive,[],203486,,,1610612756,60,70,2025-01-23T02:09:11Z,3910000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,394.0,,5.0,3.0,2.0,,,,,,,,,,,,,
396,PT04M40.00S,2025-01-23T02:03:03.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626164,3.465834428383701,4.166666666666657,1610612756,60,70,2025-01-23T02:09:30Z,3920000,False,229.0,-20.0,1,left,MISS D. Booker 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Right Corner 3,24+ Right,23.01,Missed,,,,,,,,,,,,,,,,,,
397,PT04M38.00S,2025-01-23T02:03:05.7Z,3,REGULAR,rebound,defensive,[],1630549,,,1610612751,60,70,2025-01-23T02:09:30Z,3930000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Right Corner 3,24+ Right,,,396.0,,5.0,2.0,3.0,,,,,,,,,,,,,
398,PT04M30.00S,2025-01-23T02:03:11.4Z,3,REGULAR,turnover,bad pass,[],1630592,,,1610612751,60,70,2025-01-23T02:09:45Z,3940000,False,,,0,,J. Wilson bad pass TURNOVER (2 TO),"[1630592, 1642346]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,2.0,Dunn,1642346.0,,,,
399,PT04M30.00S,2025-01-23T02:03:11.4Z,3,REGULAR,steal,,[],1642346,,,1610612756,60,70,2025-01-23T02:03:15Z,3950000,False,,,0,,R. Dunn STEAL (2 STL),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
400,PT04M25.00S,2025-01-23T02:03:17.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626164,8.54139290407359,56.04319852941176,1610612756,60,72,2025-01-23T02:10:01Z,3960000,False,-30.0,28.0,1,left,D. Booker running Layup (18 PTS) (R. Dunn 2 AST),"[1626164, 1642346]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,4.1,Made,,,,,,18.0,R. Dunn,1642346.0,2.0,,,,,,,,,
402,PT04M06.00S,2025-01-23T02:03:36.1Z,3,REGULAR,turnover,out-of-bounds,[],1630549,,,1610612751,60,72,2025-01-23T02:10:27Z,3980000,False,,,0,,D. Sharpe bad pass out-of-bounds TURNOVER (2 TO),[1630549],1610612751.0,BKN,bad pass,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Left Center,,,,1627964.0,,,,,,,,,,2.0,,,,,,
403,PT04M06.00S,2025-01-23T02:03:39.4Z,3,REGULAR,substitution,out,[],1642346,,,1610612756,60,72,2025-01-23T02:03:48Z,3990000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M06.00S,2025-01-23T02:03:39.4Z,3,REGULAR,substitution,out,[],1626145,,,1610612756,60,72,2025-01-23T02:03:48Z,4000000,False,,,0,,SUB out: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M06.00S,2025-01-23T02:03:39.4Z,3,REGULAR,substitution,in,[],1626220,,,1610612756,60,72,2025-01-23T02:03:48Z,4010000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT04M06.00S,2025-01-23T02:03:39.4Z,3,REGULAR,substitution,in,[],1628960,,,1610612756,60,72,2025-01-23T02:03:48Z,4020000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M51.00S,2025-01-23T02:04:13.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201142,13.534822601839679,57.02359068627451,1610612756,60,72,2025-01-23T02:10:59Z,4030000,False,-35.0,75.0,1,left,MISS K. Durant 8' driving Layup,[201142],1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,8.25,Missed,,,,,,,,,,,,,,,,,,
408,PT03M50.00S,2025-01-23T02:04:14.8Z,3,REGULAR,rebound,defensive,[],1641730,,,1610612751,60,72,2025-01-23T02:10:59Z,4040000,False,,,0,,N. Clowney REBOUND (Off:1 Def:3),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Center,,,407.0,,4.0,3.0,1.0,,,,,,,,,,,,,
409,PT03M44.00S,2025-01-23T02:04:21.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641787,91.85282522996059,43.65042892156863,1610612751,60,72,2025-01-23T02:11:32Z,4050000,False,-32.0,24.0,1,right,MISS T. Evbuomwan driving Layup,[1641787],1610612751.0,BKN,driving,,,Evbuomwan,T. Evbuomwan,,,,,Restricted Area,0-8 Center,3.98,Missed,,,,,,,,,,,,,,,,,,
410,PT03M42.00S,2025-01-23T02:04:23.4Z,3,REGULAR,rebound,offensive,[],1641787,,,1610612751,60,72,2025-01-23T02:11:32Z,4060000,False,,,0,,T. Evbuomwan REBOUND (Off:1 Def:2),[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Restricted Area,0-8 Center,,,409.0,,3.0,2.0,1.0,,,,,,,,,,,,,
