actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
82,PT04M44.00S,2025-01-23T00:53:59.3Z,1,REGULAR,3pt,Jump Shot,[],1641730,24.940456636005255,84.58180147058823,1610612751,7,16,2025-01-23T00:57:05Z,810000,False,-173.0,182.0,1,left,N. Clowney 25' 3PT bank (3 PTS) (D. Sharpe 1 AST),"[1641730, 1630549]",1610612751.0,BKN,bank,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Left Center,25.1,Made,,,,,,3.0,D. Sharpe,1630549.0,1.0,,,,,,,,,
86,PT04M31.00S,2025-01-23T00:54:15.8Z,1,REGULAR,substitution,out,[],1626145,,,1610612756,7,16,2025-01-23T00:54:30Z,850000,False,,,0,,SUB out: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M31.00S,2025-01-23T00:54:15.8Z,1,REGULAR,substitution,in,[],1626220,,,1610612756,7,16,2025-01-23T00:54:30Z,870000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M20.00S,2025-01-23T00:54:55.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,86.33377135348226,49.268535539215684,1610612756,7,18,2025-01-23T00:57:40Z,880000,False,-4.0,76.0,1,right,M. Plumlee 7' driving DUNK (2 PTS) (D. Booker 3 AST),"[203486, 1626164]",1610612756.0,PHX,driving,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,7.61,Made,,,,,,2.0,D. Booker,1626164.0,3.0,,,,,,,,,
91,PT04M06.00S,2025-01-23T00:55:10.2Z,1,REGULAR,turnover,lost ball,[],1630549,,,1610612751,7,18,2025-01-23T00:58:07Z,900000,False,,,0,,D. Sharpe lost ball TURNOVER (1 TO),"[1630549, 203486]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Plumlee,203486.0,,,,
92,PT04M06.00S,2025-01-23T00:55:10.2Z,1,REGULAR,steal,,[],203486,,,1610612756,7,18,2025-01-23T00:55:12Z,910000,False,,,0,,M. Plumlee STEAL (1 STL),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
93,PT03M55.00S,2025-01-23T00:55:21.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,91.06438896189225,23.06219362745098,1610612756,7,18,2025-01-23T00:58:34Z,920000,False,-135.0,31.0,1,right,MISS D. Booker 13' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,13.83,Missed,,,,,,,,,,,,,,,,,,
94,PT03M53.00S,2025-01-23T00:55:23.0Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,7,18,2025-01-23T00:58:34Z,930000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Mid-Range,8-16 Left,,,93.0,,1.0,1.0,0.0,,,,,,,,,,,,,
95,PT03M46.00S,2025-01-23T00:55:29.5Z,1,REGULAR,3pt,Jump Shot,[],1630592,33.130749014454665,55.21216299019608,1610612751,7,18,2025-01-23T00:58:54Z,940000,False,-26.0,259.0,1,left,MISS J. Wilson 26' step back 3PT,[1630592],1610612751.0,BKN,step back,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,26.02,Missed,,,,,,,,,,,,,,,,,,
96,PT03M44.00S,2025-01-23T00:55:31.5Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,7,18,2025-01-23T00:58:54Z,950000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,95.0,,1.0,1.0,0.0,,,,,,,,,,,,,
97,PT03M30.00S,2025-01-23T00:55:46.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,93.24901445466492,55.392156862745104,1610612756,7,20,2025-01-23T00:59:10Z,960000,False,27.0,11.0,1,right,M. Plumlee alley-oop Layup (4 PTS) (G. Allen 2 AST),"[203486, 1628960]",1610612756.0,PHX,alley-oop,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,2.92,Made,,,,,,4.0,G. Allen,1628960.0,2.0,,,,,,,,,
99,PT03M17.00S,2025-01-23T00:55:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,6.964520367936925,45.91758578431372,1610612751,9,20,2025-01-23T00:59:21Z,980000,False,20.0,13.0,1,left,J. Wilson driving Layup (2 PTS),[1630592],1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,2.42,Made,,,,,,2.0,,,,,,,,,,,,
100,PT03M02.00S,2025-01-23T00:56:13.7Z,1,REGULAR,2pt,Jump Shot,[],1626164,92.46057818659659,26.715686274509803,1610612756,9,20,2025-01-23T00:59:37Z,990000,False,-116.0,18.0,1,right,MISS D. Booker 11' Jump Shot,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,11.78,Missed,,,,,,,,,,,,,,,,,,
101,PT03M00.00S,2025-01-23T00:56:15.7Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,9,20,2025-01-23T00:59:37Z,1000000,False,,,0,,N. Clowney REBOUND (Off:1 Def:2),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Mid-Range,8-16 Left,,,100.0,,3.0,2.0,1.0,,,,,,,,,,,,,
102,PT02M36.00S,2025-01-23T00:56:38.8Z,1,REGULAR,2pt,Jump Shot,[],1630549,15.456636005256241,12.990196078431374,1610612751,11,20,2025-01-23T00:59:51Z,1010000,False,185.0,93.0,1,left,D. Sharpe 20' step back Jump Shot (2 PTS),[1630549],1610612751.0,BKN,step back,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Right,20.7,Made,,,,,,2.0,,,,,,,,,,,,
103,PT02M26.00S,2025-01-23T00:56:52.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,11,20,2025-01-23T00:56:52Z,1020000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M26.00S,2025-01-23T00:56:53.4Z,1,REGULAR,substitution,out,[],1631213,,,1610612756,11,20,2025-01-23T00:59:39Z,1030000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M26.00S,2025-01-23T00:56:53.4Z,1,REGULAR,substitution,out,[],1641730,,,1610612756,11,20,2025-01-23T00:59:39Z,1040000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M26.00S,2025-01-23T00:56:53.4Z,1,REGULAR,substitution,out,[],1630592,,,1610612756,11,20,2025-01-23T00:59:39Z,1050000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M26.00S,2025-01-23T00:56:53.4Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,11,20,2025-01-23T00:59:39Z,1060000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M26.00S,2025-01-23T00:56:53.4Z,1,REGULAR,substitution,in,[],1641736,,,1610612756,11,20,2025-01-23T00:59:39Z,1070000,False,,,0,,SUB in: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M26.00S,2025-01-23T00:56:53.4Z,1,REGULAR,substitution,in,[],1641727,,,1610612756,11,20,2025-01-23T00:59:39Z,1080000,False,,,0,,SUB in: D. Whitehead,[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M26.00S,2025-01-23T00:56:53.4Z,1,REGULAR,substitution,in,[],1630553,,,1610612756,11,20,2025-01-23T00:59:39Z,1090000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M26.00S,2025-01-23T00:56:53.4Z,1,REGULAR,substitution,in,[],1628420,,,1610612756,11,20,2025-01-23T00:59:39Z,1100000,False,,,0,,SUB in: M. Morris,[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M23.00S,2025-01-23T00:59:56.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,91.80354796320631,42.64705882352941,1610612756,11,20,2025-01-23T01:00:37Z,1110000,False,-37.0,25.0,1,right,MISS K. Durant cutting Layup,[201142],1610612756.0,PHX,cutting,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,4.42,Missed,,,,,,,,,,,,,,,,,,
113,PT02M22.00S,2025-01-23T00:59:57.6Z,1,REGULAR,rebound,defensive,[],1641787,,,1610612751,11,20,2025-01-23T01:00:37Z,1120000,False,,,0,,T. Evbuomwan REBOUND (Off:0 Def:1),[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,In The Paint (Non-RA),0-8 Center,,,112.0,,1.0,1.0,0.0,,,,,,,,,,,,,
114,PT02M17.00S,2025-01-23T01:00:02.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1641787,23.127463863337713,49.877450980392155,1610612751,11,20,2025-01-23T01:01:06Z,1130000,False,1.0,165.0,1,left,MISS T. Evbuomwan 16' running pullup Shot,[1641787],1610612751.0,BKN,running pullup,,,Evbuomwan,T. Evbuomwan,,,,,Mid-Range,16-24 Center,16.49,Missed,,,,,,,,,,,,,,,,,,
115,PT02M13.00S,2025-01-23T01:00:06.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,11,20,2025-01-23T01:01:06Z,1140000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,16-24 Center,,,114.0,,,,,,,,,,,,,,,,,
117,PT01M56.00S,2025-01-23T01:00:31.1Z,1,REGULAR,foul,personal,['2freethrow'],1641787,,,1610612756,11,20,2025-01-23T01:01:21Z,1160000,False,,,0,,T. Evbuomwan shooting personal FOUL (1 PF) (Durant 2 FT),"[1641787, 201142]",1610612751.0,BKN,shooting,,,Evbuomwan,T. Evbuomwan,,,,,Mid-Range,8-16 Left,,,,1627964.0,,,,,,,,,,,,,1.0,0.0,Durant,201142.0
119,PT01M56.00S,2025-01-23T01:00:59.2Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,11,21,2025-01-23T01:00:59Z,1180000,False,,,0,,K. Durant Free Throw 1 of 2 (8 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,,,,,,8.0,,,,,,,,,,,,
120,PT01M56.00S,2025-01-23T01:01:16.0Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,11,22,2025-01-23T01:01:16Z,1190000,False,,,0,,K. Durant Free Throw 2 of 2 (9 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,,,,,,9.0,,,,,,,,,,,,
121,PT01M36.00S,2025-01-23T01:01:37.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630549,12.171484888304862,48.03921568627451,1610612751,11,22,2025-01-23T01:01:59Z,1200000,False,10.0,62.0,1,left,MISS D. Sharpe 6' turnaround Shot,[1630549],1610612751.0,BKN,turnaround,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,,
122,PT01M35.00S,2025-01-23T01:01:38.7Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,11,22,2025-01-23T01:01:59Z,1210000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,121.0,,2.0,2.0,0.0,,,,,,,,,,,,,
123,PT01M21.00S,2025-01-23T01:01:55.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630549,,,1610612756,11,22,2025-01-23T01:02:18Z,1220000,False,,,0,,D. Sharpe personal FOUL (1 PF) (Allen 2 FT),"[1630549, 1628960]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,1627964.0,,,,,,,,,,,,,1.0,0.0,Allen,1628960.0
125,PT01M21.00S,2025-01-23T01:02:21.6Z,1,REGULAR,freethrow,1 of 2,[],1628960,,,1610612756,11,23,2025-01-23T01:02:21Z,1240000,False,,,0,,G. Allen Free Throw 1 of 2 (1 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,,,,,,1.0,,,,,,,,,,,,
126,PT01M21.00S,2025-01-23T01:02:22.3Z,1,REGULAR,substitution,out,[],203486,,,1610612756,11,23,2025-01-23T01:02:27Z,1250000,False,,,0,,SUB out: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M21.00S,2025-01-23T01:02:22.3Z,1,REGULAR,substitution,in,[],1642345,,,1610612756,11,23,2025-01-23T01:02:27Z,1260000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M21.00S,2025-01-23T01:02:41.0Z,1,REGULAR,freethrow,2 of 2,[],1628960,,,1610612756,11,24,2025-01-23T01:02:41Z,1270000,False,,,0,,G. Allen Free Throw 2 of 2 (2 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,,,,,,2.0,,,,,,,,,,,,
129,PT01M07.00S,2025-01-23T01:02:58.3Z,1,REGULAR,3pt,Jump Shot,[],1641787,26.62614980289093,18.38235294117647,1610612751,11,24,2025-01-23T01:03:37Z,1280000,False,158.0,198.0,1,left,MISS T. Evbuomwan 25' 3PT,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
130,PT01M02.00S,2025-01-23T01:03:03.3Z,1,REGULAR,rebound,offensive,[],1630553,,,1610612751,11,24,2025-01-23T01:03:37Z,1290000,False,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,129.0,,1.0,0.0,1.0,,,,,,,,,,,,,
131,PT00M55.20S,2025-01-23T01:03:10.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630553,10.38107752956636,41.674325980392155,1610612751,13,24,2025-01-23T01:03:52Z,1300000,False,42.0,45.0,1,left,K. Johnson 6' driving Layup (4 PTS),[1630553],1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.14,Made,,,,,,4.0,,,,,,,,,,,,
132,PT00M35.70S,2025-01-23T01:03:33.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,86.22495072273325,58.291207107843135,1610612756,13,26,2025-01-23T01:04:14Z,1310000,False,41.0,77.0,1,right,M. Morris 8' driving floating Jump Shot (2 PTS) (K. Durant 1 AST),"[1628420, 201142]",1610612756.0,PHX,driving floating,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,8.75,Made,,,,,,2.0,K. Durant,201142.0,1.0,,,,,,,,,
134,PT00M21.80S,2025-01-23T01:03:47.5Z,1,REGULAR,3pt,Jump Shot,[],1641727,25.443495400788436,10.294117647058822,1610612751,16,26,2025-01-23T01:04:38Z,1330000,False,199.0,187.0,1,left,D. Whitehead 27' 3PT  (3 PTS) (R. Beekman 1 AST),"[1641727, 1641736]",1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,Above the Break 3,24+ Right Center,27.25,Made,,,,,,3.0,R. Beekman,1641736.0,1.0,,,,,,,,,
136,PT00M00.40S,2025-01-23T01:04:14.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641736,,,1610612756,16,26,2025-01-23T01:04:58Z,1350000,False,,,0,,R. Beekman shooting personal FOUL (1 PF) (Durant 2 FT),"[1641736, 201142]",1610612751.0,BKN,shooting,,,Beekman,R. Beekman,,,,,Mid-Range,16-24 Left Center,,,,1830.0,,,,,,,,,,,,,1.0,0.0,Durant,201142.0
138,PT00M00.40S,2025-01-23T01:04:40.6Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,16,27,2025-01-23T01:04:40Z,1370000,False,,,0,,K. Durant Free Throw 1 of 2 (10 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,,,,,,10.0,,,,,,,,,,,,
139,PT00M00.40S,2025-01-23T01:04:59.5Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,16,28,2025-01-23T01:04:59Z,1380000,False,,,0,,K. Durant Free Throw 2 of 2 (11 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,,,,,,11.0,,,,,,,,,,,,
140,PT00M00.00S,2025-01-23T01:05:04.8Z,1,REGULAR,period,end,[],0,,,1610612751,16,28,2025-01-23T01:05:04Z,1390000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2025-01-23T01:06:42.6Z,2,REGULAR,substitution,out,['startperiod'],1641727,,,1610612751,16,28,2025-01-23T01:07:42Z,1400000,False,,,0,,SUB out: D. Whitehead,[1641727],1610612751.0,BKN,,,,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2025-01-23T01:06:42.6Z,2,REGULAR,substitution,out,['startperiod'],1630549,,,1610612751,16,28,2025-01-23T01:07:42Z,1410000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2025-01-23T01:06:42.6Z,2,REGULAR,substitution,out,['startperiod'],1630553,,,1610612751,16,28,2025-01-23T01:07:42Z,1420000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2025-01-23T01:06:42.6Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,16,28,2025-01-23T01:07:42Z,1430000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2025-01-23T01:06:42.6Z,2,REGULAR,substitution,in,['startperiod'],1630592,,,1610612751,16,28,2025-01-23T01:07:42Z,1440000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2025-01-23T01:06:42.6Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612751,16,28,2025-01-23T01:07:42Z,1450000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2025-01-23T01:06:42.6Z,2,REGULAR,substitution,in,['startperiod'],1641730,,,1610612751,16,28,2025-01-23T01:07:42Z,1460000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-01-23T01:06:42.6Z,2,REGULAR,substitution,in,['startperiod'],1626164,,,1610612751,16,28,2025-01-23T01:07:42Z,1470000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-01-23T01:07:47.7Z,2,REGULAR,period,start,[],0,,,1610612756,16,28,2025-01-23T01:07:47Z,1480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M42.00S,2025-01-23T01:08:06.6Z,2,REGULAR,3pt,Jump Shot,[],1628960,74.40251314060447,85.27113970588235,1610612756,16,28,2025-01-23T01:08:29Z,1490000,False,176.0,188.0,1,right,MISS G. Allen 25' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
151,PT11M39.00S,2025-01-23T01:08:09.6Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,16,28,2025-01-23T01:08:29Z,1500000,False,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,150.0,,3.0,3.0,0.0,,,,,,,,,,,,,
152,PT11M18.00S,2025-01-23T01:08:30.0Z,2,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612751,16,28,2025-01-23T01:08:53Z,1510000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Wilson 2 FT),"[1626164, 1630592]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,1627962.0,,,,,,,,,,,,,1.0,0.0,Wilson,1630592.0
154,PT11M18.00S,2025-01-23T01:08:55.2Z,2,REGULAR,freethrow,1 of 2,[],1630592,,,1610612751,17,28,2025-01-23T01:08:55Z,1530000,False,,,0,,J. Wilson Free Throw 1 of 2 (3 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
155,PT11M18.00S,2025-01-23T01:09:08.5Z,2,REGULAR,freethrow,2 of 2,[],1630592,,,1610612751,18,28,2025-01-23T01:09:08Z,1540000,False,,,0,,J. Wilson Free Throw 2 of 2 (4 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,,
156,PT11M01.00S,2025-01-23T01:09:30.1Z,2,REGULAR,3pt,Jump Shot,[],1626220,65.98636662286465,34.53584558823529,1610612756,18,28,2025-01-23T01:10:04Z,1550000,False,-77.0,267.0,1,right,MISS R. O'Neale 27' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,27.82,Missed,,,,,,,,,,,,,,,,,,
157,PT10M59.00S,2025-01-23T01:09:32.1Z,2,REGULAR,rebound,defensive,[],1630592,,,1610612751,18,28,2025-01-23T01:09:56Z,1560000,False,,,0,,J. Wilson REBOUND (Off:0 Def:2),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Center,,,156.0,,2.0,2.0,0.0,,,,,,,,,,,,,
158,PT10M42.00S,2025-01-23T01:09:48.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641787,16.4257555847569,39.928002450980394,1610612751,18,28,2025-01-23T01:10:29Z,1570000,False,50.0,102.0,1,left,MISS T. Evbuomwan 11' turnaround fadeaway Shot,[1641787],1610612751.0,BKN,turnaround fadeaway,,,Evbuomwan,T. Evbuomwan,,,,,In The Paint (Non-RA),8-16 Center,11.37,Missed,,,,,,,,,,,,,,,,,,
159,PT10M40.00S,2025-01-23T01:09:50.7Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,18,28,2025-01-23T01:10:29Z,1580000,False,,,0,,N. Claxton REBOUND (Off:1 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,158.0,,4.0,3.0,1.0,,,,,,,,,,,,,
160,PT10M29.00S,2025-01-23T01:10:01.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641787,12.697109067017081,48.03921568627451,1610612751,18,28,2025-01-23T01:10:46Z,1590000,False,10.0,67.0,1,left,MISS T. Evbuomwan 6' turnaround Shot,[1641787],1610612751.0,BKN,turnaround,,,Evbuomwan,T. Evbuomwan,,,,,In The Paint (Non-RA),0-8 Center,6.76,Missed,,,,,,,,,,,,,,,,,,
161,PT10M27.00S,2025-01-23T01:10:03.6Z,2,REGULAR,rebound,offensive,[],1641736,,,1610612751,18,28,2025-01-23T01:10:46Z,1600000,False,,,0,,R. Beekman REBOUND (Off:1 Def:0),[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,In The Paint (Non-RA),0-8 Center,,,160.0,,1.0,0.0,1.0,,,,,,,,,,,,,
162,PT10M23.00S,2025-01-23T01:10:07.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1641736,13.534822601839679,58.77757352941176,1610612751,20,28,2025-01-23T01:11:19Z,1610000,False,-44.0,75.0,1,left,R. Beekman 8' fadeaway Jump Shot (2 PTS),[1641736],1610612751.0,BKN,fadeaway,,,Beekman,R. Beekman,,,,,In The Paint (Non-RA),8-16 Center,8.66,Made,,,,,,2.0,,,,,,,,,,,,
163,PT10M17.00S,2025-01-23T01:10:14.3Z,2,REGULAR,3pt,Jump Shot,[],1628960,69.33311432325887,24.019607843137255,1610612756,20,28,2025-01-23T01:11:47Z,1620000,False,-130.0,236.0,1,right,MISS G. Allen 26' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,26.92,Missed,,,,,,,,,,,,,,,,,,
164,PT10M15.00S,2025-01-23T01:10:16.3Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,20,28,2025-01-23T01:11:47Z,1630000,False,,,0,,N. Claxton REBOUND (Off:1 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,163.0,,5.0,4.0,1.0,,,,,,,,,,,,,
165,PT10M02.00S,2025-01-23T01:10:28.5Z,2,REGULAR,turnover,out-of-bounds,[],1630592,,,1610612751,20,28,2025-01-23T01:12:21Z,1640000,False,,,0,,J. Wilson bad pass out-of-bounds TURNOVER (1 TO),[1630592],1610612751.0,BKN,bad pass,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,1830.0,,,,,,,,,,1.0,,,,,,
