actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
97,PT04M33.00S,2024-11-20T01:00:57.2Z,1,REGULAR,turnover,bad pass,[],1628998,,,1610612766,15,25,2024-11-20T01:01:42Z,970000,False,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628998, 1630533]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,Williams,1630533.0,,,,,,
98,PT04M33.00S,2024-11-20T01:00:57.2Z,1,REGULAR,steal,,[],1630533,,,1610612751,15,25,2024-11-20T01:01:00Z,980000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
99,PT04M28.00S,2024-11-20T01:01:01.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630533,93.51182654402102,48.529411764705884,1610612751,17,25,2024-11-20T01:01:08Z,990000,False,-7.0,8.0,1,right,Z. Williams running DUNK (4 PTS),[1630533],1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,1.13,Made,4.0,,,,,,,,,,,,
100,PT04M15.00S,2024-11-20T01:01:14.9Z,1,REGULAR,3pt,Jump Shot,[],1630163,34.90473061760841,51.9607843137255,1610612766,17,28,2024-11-20T01:01:22Z,1000000,False,-10.0,276.0,1,left,L. Ball 27' 3PT pullup (8 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,,,,27.58,Made,8.0,,,,,,,,,,,,
101,PT03M58.00S,2024-11-20T01:01:31.9Z,1,REGULAR,3pt,Jump Shot,[],1630553,91.80354796320631,3.1862745098039214,1610612751,17,28,2024-11-20T01:01:38Z,1010000,False,-234.0,25.0,1,right,MISS K. Johnson 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,,23.54,Missed,,,,,,,,,,,,,
102,PT03M54.00S,2024-11-20T01:01:35.9Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,17,28,2024-11-20T01:01:38Z,1020000,False,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,101.0,2.0,1.0,1.0,,
103,PT03M45.00S,2024-11-20T01:01:45.0Z,1,REGULAR,3pt,Jump Shot,[],203552,6.258212877792378,2.941176470588235,1610612766,17,28,2024-11-20T01:01:50Z,1030000,False,235.0,6.0,1,left,MISS S. Curry 3PT,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,,,,,,23.54,Missed,,,,,,,,,,,,,
104,PT03M40.00S,2024-11-20T01:01:50.0Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612751,17,28,2024-11-20T01:01:50Z,1040000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,103.0,1.0,1.0,0.0,,
105,PT03M32.00S,2024-11-20T01:01:57.9Z,1,REGULAR,3pt,Jump Shot,[],1641730,67.62483574244416,47.794117647058826,1610612751,17,28,2024-11-20T01:02:03Z,1050000,False,-11.0,252.0,1,right,MISS N. Clowney 25' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,,,,25.2,Missed,,,,,,,,,,,,,
106,PT03M27.00S,2024-11-20T01:02:02.9Z,1,REGULAR,rebound,defensive,[],1642275,,,1610612766,17,28,2024-11-20T01:02:03Z,1060000,False,,,0,,T. Salaün REBOUND (Off:0 Def:1),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,105.0,1.0,1.0,0.0,,
107,PT03M23.00S,2024-11-20T01:02:06.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642275,13.748357424441524,37.745098039215684,1610612766,17,30,2024-11-20T01:24:03Z,1070000,False,61.0,77.0,1,left,T. Salaün 9' driving floating Jump Shot (3 PTS),[1642275],1610612766.0,CHA,driving floating,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),8-16 Right,,,,,,9.82,Made,3.0,,,,,,,,,,,,
108,PT03M18.00S,2024-11-20T01:02:15.8Z,1,REGULAR,foul,personal,[],1628998,,,1610612751,17,30,2024-11-20T01:02:41Z,1080000,False,,,0,,C. Martin personal FOUL (1 PF),"[1628998, 1629661]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,1629183.0,1.0,0.0,Johnson,1629661.0,,,,,,,,,,,,,,,
110,PT03M18.00S,2024-11-20T01:02:22.7Z,1,REGULAR,substitution,out,[],1629661,,,1610612751,17,30,2024-11-20T01:02:39Z,1100000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M18.00S,2024-11-20T01:02:22.7Z,1,REGULAR,substitution,out,[],1630570,,,1610612751,17,30,2024-11-20T01:02:39Z,1110000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M18.00S,2024-11-20T01:02:22.7Z,1,REGULAR,substitution,out,[],1630163,,,1610612751,17,30,2024-11-20T01:02:39Z,1120000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M18.00S,2024-11-20T01:02:22.7Z,1,REGULAR,substitution,out,[],1631217,,,1610612751,17,30,2024-11-20T01:02:39Z,1130000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M18.00S,2024-11-20T01:02:22.7Z,1,REGULAR,substitution,in,[],203471,,,1610612751,17,30,2024-11-20T01:02:39Z,1140000,False,,,0,,SUB in: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M18.00S,2024-11-20T01:02:22.7Z,1,REGULAR,substitution,in,[],1629003,,,1610612751,17,30,2024-11-20T01:02:39Z,1150000,False,,,0,,SUB in: S. Milton,[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M18.00S,2024-11-20T01:02:22.7Z,1,REGULAR,substitution,in,[],1630544,,,1610612751,17,30,2024-11-20T01:02:39Z,1160000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M18.00S,2024-11-20T01:02:22.7Z,1,REGULAR,substitution,in,[],1629684,,,1610612751,17,30,2024-11-20T01:02:39Z,1170000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M12.00S,2024-11-20T01:02:57.7Z,1,REGULAR,foul,technical,['1freethrow'],1642275,,,1610612751,17,30,2024-11-20T01:03:07Z,1180000,False,,,0,,T. Salaün defensive-3-second technical FOUL (1 Tech),[1642275],1610612766.0,CHA,defensive-3-second,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),0-8 Center,202058.0,0.0,1.0,,,,,,,,,,,,,,,,,
119,PT03M12.00S,2024-11-20T01:03:21.4Z,1,REGULAR,freethrow,1 of 1,[],203471,,,1610612751,17,30,2024-11-20T01:03:21Z,1190000,False,,,0,,MISS D. Schröder technical Free Throw 1 of 1,[203471],1610612751.0,BKN,technical,,,Schröder,D. Schröder,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
120,PT03M12.00S,2024-11-20T01:03:21.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,17,30,2024-11-20T01:03:21Z,1200000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,,,,,
121,PT03M04.00S,2024-11-20T01:03:46.8Z,1,REGULAR,3pt,Jump Shot,[],1630533,72.09264126149803,81.37254901960785,1610612751,17,30,2024-11-20T01:03:59Z,1210000,False,157.0,210.0,1,right,MISS Z. Williams 26' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,26.2,Missed,,,,,,,,,,,,,
122,PT02M59.00S,2024-11-20T01:03:51.8Z,1,REGULAR,rebound,defensive,[],1642275,,,1610612766,17,30,2024-11-20T01:03:52Z,1220000,False,,,0,,T. Salaün REBOUND (Off:0 Def:2),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,121.0,2.0,2.0,0.0,,
123,PT02M42.00S,2024-11-20T01:04:08.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,11.251642575558476,65.19607843137256,1610612766,17,32,2024-11-20T01:04:13Z,1230000,False,-76.0,53.0,1,left,G. Williams 9' turnaround fadeaway Jump Shot (2 PTS),[1629684],1610612766.0,CHA,turnaround fadeaway,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,9.28,Made,2.0,,,,,,,,,,,,
124,PT02M27.00S,2024-11-20T01:04:22.9Z,1,REGULAR,3pt,Jump Shot,[],1629003,72.88107752956637,17.15686274509804,1610612751,20,32,2024-11-20T01:04:29Z,1240000,False,-164.0,202.0,1,right,S. Milton 26' 3PT  (3 PTS) (D. Schröder 4 AST),"[1629003, 203471]",1610612751.0,BKN,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Left Center,,,,,,26.06,Made,3.0,D. Schröder,203471.0,4.0,,,,,,,,,
126,PT02M10.00S,2024-11-20T01:04:39.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628998,19.267411300919843,36.51960784313725,1610612766,20,32,2024-11-20T01:04:45Z,1260000,False,67.0,129.0,1,left,MISS C. Martin 14' pullup bank Shot,[1628998],1610612766.0,CHA,pullup bank,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,14.52,Missed,,,,,,,,,,,,,
127,PT02M08.00S,2024-11-20T01:04:41.4Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,20,32,2024-11-20T01:04:45Z,1270000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,126.0,1.0,1.0,0.0,,
128,PT02M00.00S,2024-11-20T01:04:50.9Z,1,REGULAR,3pt,Jump Shot,[],1629003,73.27529566360053,80.63725490196079,1610612751,20,32,2024-11-20T01:04:58Z,1280000,False,153.0,199.0,1,right,MISS S. Milton 25' 3PT,[1629003],1610612751.0,BKN,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,,,,,,25.09,Missed,,,,,,,,,,,,,
129,PT01M55.00S,2024-11-20T01:04:55.9Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612766,20,32,2024-11-20T01:04:58Z,1290000,False,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,128.0,2.0,2.0,0.0,,
130,PT01M52.00S,2024-11-20T01:05:01.1Z,1,REGULAR,turnover,traveling,[],1629684,,,1610612766,20,32,2024-11-20T01:05:07Z,1300000,False,,,0,,G. Williams traveling TURNOVER (1 TO),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,202058.0,,,,,,,,,,,1.0,,,,,,,,
131,PT01M36.00S,2024-11-20T01:05:32.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630553,92.59198423127464,45.09803921568628,1610612751,20,32,2024-11-20T01:05:38Z,1310000,False,-25.0,17.0,1,right,MISS K. Johnson driving DUNK - blocked,"[1630553, 1629684]",1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,2.99,Missed,,,,,,,,,,,,Williams,1629684.0
132,PT01M36.00S,2024-11-20T01:05:32.9Z,1,REGULAR,block,,[],1629684,,,1610612751,20,32,2024-11-20T01:05:35Z,1320000,False,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT01M33.00S,2024-11-20T01:05:35.9Z,1,REGULAR,rebound,defensive,[],1642275,,,1610612766,20,32,2024-11-20T01:05:38Z,1330000,False,,,0,,T. Salaün REBOUND (Off:0 Def:3),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,131.0,3.0,3.0,0.0,,
134,PT01M24.00S,2024-11-20T01:05:45.5Z,1,REGULAR,3pt,Jump Shot,[],1642275,31.750985545335087,47.794117647058826,1610612766,20,35,2024-11-20T01:05:50Z,1340000,False,11.0,246.0,1,left,T. Salaün 24' 3PT  (6 PTS) (T. Mann 1 AST),"[1642275, 1630544]",1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Center,,,,,,24.62,Made,6.0,T. Mann,1630544.0,1.0,,,,,,,,,
136,PT01M08.00S,2024-11-20T01:06:01.5Z,1,REGULAR,3pt,Jump Shot,[],1630553,95.0886990801577,94.85294117647058,1610612751,20,35,2024-11-20T01:06:06Z,1360000,False,224.0,-6.0,1,right,MISS K. Johnson 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,,,22.44,Missed,,,,,,,,,,,,,
137,PT01M04.00S,2024-11-20T01:06:05.5Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,20,35,2024-11-20T01:06:06Z,1370000,False,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,136.0,3.0,2.0,1.0,,
138,PT01M00.00S,2024-11-20T01:06:09.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630544,27.677398160315374,22.30392156862745,1610612766,20,35,2024-11-20T01:06:17Z,1380000,False,138.0,208.0,1,left,MISS T. Mann 24' running pullup 3PT,[1630544],1610612766.0,CHA,running pullup,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,24.96,Missed,,,,,,,,,,,,,
139,PT00M58.40S,2024-11-20T01:06:12.3Z,1,REGULAR,rebound,offensive,[],1628998,,,1610612766,20,35,2024-11-20T01:06:12Z,1390000,False,,,0,,C. Martin REBOUND (Off:2 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,138.0,4.0,2.0,2.0,,
141,PT00M46.30S,2024-11-20T01:06:51.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,6.521024967148489,44.11764705882353,1610612766,20,37,2024-11-20T01:06:57Z,1410000,False,29.0,9.0,1,left,G. Williams cutting Layup (4 PTS) (T. Mann 2 AST),"[1629684, 1630544]",1610612766.0,CHA,cutting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,3.07,Made,4.0,T. Mann,1630544.0,2.0,,,,,,,,,
143,PT00M30.50S,2024-11-20T01:07:13.0Z,1,REGULAR,3pt,Jump Shot,[],1641730,97.45400788436268,93.87254901960785,1610612751,23,37,2024-11-20T01:07:19Z,1430000,False,219.0,-29.0,1,right,N. Clowney 3PT  (3 PTS) (D. Schröder 5 AST),"[1641730, 203471]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Right Corner 3,24+ Right,,,,,,22.13,Made,3.0,D. Schröder,203471.0,5.0,,,,,,,,,
145,PT00M06.80S,2024-11-20T01:07:39.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,8.886333771353483,61.274509803921575,1610612766,23,37,2024-11-20T01:07:50Z,1450000,False,-56.0,31.0,1,left,MISS G. Williams 6' turnaround Shot - blocked,"[1629684, 1630533]",1610612766.0,CHA,turnaround,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.44,Missed,,,,,,,,,,,,Williams,1630533.0
146,PT00M06.80S,2024-11-20T01:07:39.3Z,1,REGULAR,block,,[],1630533,,,1610612766,23,37,2024-11-20T01:07:41Z,1460000,False,,,0,,Z. Williams BLOCK (1 BLK),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
147,PT00M03.90S,2024-11-20T01:07:42.2Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612751,23,37,2024-11-20T01:07:50Z,1470000,False,,,0,,Z. Williams REBOUND (Off:0 Def:2),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,145.0,2.0,2.0,0.0,,
148,PT00M01.80S,2024-11-20T01:07:46.8Z,1,REGULAR,3pt,Jump Shot,[],1641730,43.051905387647835,51.71568627450981,1610612751,23,37,2024-11-20T01:08:48Z,1480000,False,9.0,483.0,1,right,MISS N. Clowney 48' running pullup 3PT - blocked,"[1641730, 1642275]",1610612751.0,BKN,running pullup,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,,,,48.29,Missed,,,,,,,,,,,,Salaün,1642275.0
149,PT00M01.80S,2024-11-20T01:07:46.8Z,1,REGULAR,block,,[],1642275,,,1610612751,23,37,2024-11-20T01:07:50Z,1490000,False,,,0,,T. Salaün BLOCK (1 BLK),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
150,PT00M00.10S,2024-11-20T01:07:48.5Z,1,REGULAR,rebound,defensive,[],203552,,,1610612766,23,37,2024-11-20T01:09:39Z,1500000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,148.0,1.0,1.0,0.0,,
151,PT00M00.00S,2024-11-20T01:07:53.1Z,1,REGULAR,period,end,[],0,,,1610612766,23,37,2024-11-20T01:07:53Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-11-20T01:09:10.4Z,2,REGULAR,substitution,out,['startperiod'],1630533,,,1610612766,23,37,2024-11-20T01:10:25Z,1520000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-11-20T01:09:10.4Z,2,REGULAR,substitution,out,['startperiod'],203552,,,1610612766,23,37,2024-11-20T01:10:25Z,1530000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-11-20T01:09:10.4Z,2,REGULAR,substitution,in,['startperiod'],1630592,,,1610612766,23,37,2024-11-20T01:10:25Z,1540000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-11-20T01:09:10.4Z,2,REGULAR,substitution,in,['startperiod'],1641706,,,1610612766,23,37,2024-11-20T01:10:25Z,1550000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-11-20T01:10:39.0Z,2,REGULAR,period,start,[],0,,,1610612751,23,37,2024-11-20T01:10:39Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M43.00S,2024-11-20T01:10:54.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630592,87.33574244415243,62.254901960784316,1610612751,23,37,2024-11-20T01:11:00Z,1570000,False,61.0,67.0,1,right,MISS J. Wilson 9' driving Layup - blocked,"[1630592, 1642275]",1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,9.04,Missed,,,,,,,,,,,,Salaün,1642275.0
158,PT11M43.00S,2024-11-20T01:10:54.8Z,2,REGULAR,block,,[],1642275,,,1610612751,23,37,2024-11-20T01:10:57Z,1580000,False,,,0,,T. Salaün BLOCK (2 BLK),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
159,PT11M40.00S,2024-11-20T01:10:57.8Z,2,REGULAR,rebound,defensive,[],1642275,,,1610612766,23,37,2024-11-20T01:11:00Z,1590000,False,,,0,,T. Salaün REBOUND (Off:0 Def:4),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,157.0,4.0,4.0,0.0,,
160,PT11M28.00S,2024-11-20T01:11:09.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,11.251642575558476,41.17647058823529,1610612766,23,37,2024-11-20T01:11:14Z,1600000,False,44.0,53.0,1,left,MISS B. Miller 6' driving Layup - blocked,"[1641706, 203471]",1610612766.0,CHA,driving,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.92,Missed,,,,,,,,,,,,Schröder,203471.0
161,PT11M28.00S,2024-11-20T01:11:09.8Z,2,REGULAR,block,,[],203471,,,1610612766,23,37,2024-11-20T01:11:12Z,1610000,False,,,0,,D. Schröder BLOCK (1 BLK),[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
162,PT11M25.00S,2024-11-20T01:11:12.8Z,2,REGULAR,rebound,defensive,[],1641730,,,1610612751,23,37,2024-11-20T01:11:14Z,1620000,False,,,0,,N. Clowney REBOUND (Off:0 Def:2),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,160.0,2.0,2.0,0.0,,
163,PT11M24.00S,2024-11-20T01:11:14.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641730,93.51182654402102,49.26470588235294,1610612751,25,37,2024-11-20T01:11:20Z,1630000,False,-4.0,8.0,1,right,N. Clowney running DUNK (5 PTS) (D. Schröder 6 AST),"[1641730, 203471]",1610612751.0,BKN,running,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,0.93,Made,5.0,D. Schröder,203471.0,6.0,,,,,,,,,
165,PT11M02.00S,2024-11-20T01:11:35.3Z,2,REGULAR,3pt,Jump Shot,[],1630544,28.728646517739815,24.264705882352942,1610612766,25,40,2024-11-20T01:11:40Z,1650000,False,129.0,218.0,1,left,T. Mann 25' 3PT  (3 PTS) (G. Williams 2 AST),"[1630544, 1629684]",1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,25.27,Made,3.0,G. Williams,1629684.0,2.0,,,,,,,,,
167,PT10M49.00S,2024-11-20T01:11:52.4Z,2,REGULAR,foul,personal,[],1641706,,,1610612751,25,40,2024-11-20T01:12:14Z,1670000,False,,,0,,B. Miller personal FOUL (1 PF),"[1641706, 203471]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Right Center,1629183.0,1.0,0.0,Schröder,203471.0,,,,,,,,,,,,,,,
169,PT10M49.00S,2024-11-20T01:11:58.5Z,2,REGULAR,substitution,out,[],1628998,,,1610612751,25,40,2024-11-20T01:12:07Z,1690000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M49.00S,2024-11-20T01:11:58.5Z,2,REGULAR,substitution,out,[],1642275,,,1610612751,25,40,2024-11-20T01:12:07Z,1700000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M49.00S,2024-11-20T01:11:58.5Z,2,REGULAR,substitution,in,[],1628970,,,1610612751,25,40,2024-11-20T01:12:07Z,1710000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M49.00S,2024-11-20T01:11:58.5Z,2,REGULAR,substitution,in,[],1630182,,,1610612751,25,40,2024-11-20T01:12:07Z,1720000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M42.00S,2024-11-20T01:12:28.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,91.14651773981603,54.65686274509803,1610612751,25,40,2024-11-20T01:12:33Z,1730000,False,23.0,31.0,1,right,MISS S. Milton driving Layup,[1629003],1610612751.0,BKN,driving,,,Milton,S. Milton,,,,,Restricted Area,0-8 Center,,,,,,3.85,Missed,,,,,,,,,,,,,
174,PT10M39.00S,2024-11-20T01:12:30.1Z,2,REGULAR,rebound,offensive,[],1641730,,,1610612751,25,40,2024-11-20T01:12:30Z,1740000,False,,,0,,N. Clowney REBOUND (Off:1 Def:2),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,173.0,3.0,2.0,1.0,,
175,PT10M38.00S,2024-11-20T01:12:30.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641730,92.9862023653088,48.28431372549019,1610612751,25,40,2024-11-20T01:12:35Z,1750000,False,-9.0,13.0,1,right,MISS N. Clowney putback Layup - blocked,"[1641730, 1629684]",1610612751.0,BKN,putback,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,1.59,Missed,,,,,,,,,,,,Williams,1629684.0
176,PT10M38.00S,2024-11-20T01:12:30.8Z,2,REGULAR,block,,[],1629684,,,1610612751,25,40,2024-11-20T01:12:33Z,1760000,False,,,0,,G. Williams BLOCK (2 BLK),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
